id,ranking_type,condition_id,condition_value,description_localkey,server_reward_id
10408,GroupPointPilgrim,0,30000,Locale_System:RANKING_PILGRIM_POINT,15000001
10409,GroupPointPilgrim,0,34000,Locale_System:RANKING_PILGRIM_POINT,15000001
10410,GroupPointPilgrim,0,38000,Locale_System:RANKING_PILGRIM_POINT,15000001
10411,GroupPointPilgrim,0,42000,Locale_System:RANKING_PILGRIM_POINT,15000001
10412,GroupPointPilgrim,0,46000,Locale_System:RANKING_PILGRIM_POINT,15000001
10413,GroupPointPilgrim,0,50000,Locale_System:RANKING_PILGRIM_POINT,15000001
10414,GroupPointPilgrim,0,54000,Locale_System:RANKING_PILGRIM_POINT,15000001
10415,GroupPointPilgrim,0,58000,Locale_System:RANKING_PILGRIM_POINT,15000001
10416,GroupPointPilgrim,0,62000,Locale_System:RANKING_PILGRIM_POINT,15000001
10417,GroupPointPilgrim,0,66000,Locale_System:RANKING_PILGRIM_POINT,15000001
10418,GroupPointPilgrim,0,70000,Locale_System:RANKING_PILGRIM_POINT,15000001
10419,GroupPointPilgrim,0,74000,Locale_System:RANKING_PILGRIM_POINT,15000001
10420,GroupPointPilgrim,0,78000,Locale_System:RANKING_PILGRIM_POINT,15000001
10421,GroupPointPilgrim,0,82000,Locale_System:RANKING_PILGRIM_POINT,15000001
10422,GroupPointPilgrim,0,86000,Locale_System:RANKING_PILGRIM_POINT,15000001
10423,GroupPointPilgrim,0,90000,Locale_System:RANKING_PILGRIM_POINT,15000001
10424,GroupPointPilgrim,0,94000,Locale_System:RANKING_PILGRIM_POINT,15000001
10425,GroupPointPilgrim,0,98000,Locale_System:RANKING_PILGRIM_POINT,15000001
10426,GroupPointPilgrim,0,102000,Locale_System:RANKING_PILGRIM_POINT,15000001
10427,GroupPointPilgrim,0,106000,Locale_System:RANKING_PILGRIM_POINT,15000001
10428,GroupPointPilgrim,0,110000,Locale_System:RANKING_PILGRIM_POINT,15000001
10429,GroupPointPilgrim,0,114000,Locale_System:RANKING_PILGRIM_POINT,15000001
10430,GroupPointPilgrim,0,118000,Locale_System:RANKING_PILGRIM_POINT,15000001
10431,GroupPointPilgrim,0,122000,Locale_System:RANKING_PILGRIM_POINT,15000001
10432,GroupPointPilgrim,0,126000,Locale_System:RANKING_PILGRIM_POINT,15000001
10433,GroupPointPilgrim,0,130000,Locale_System:RANKING_PILGRIM_POINT,15000001
10434,GroupPointPilgrim,0,134000,Locale_System:RANKING_PILGRIM_POINT,15000001
10435,GroupPointPilgrim,0,138000,Locale_System:RANKING_PILGRIM_POINT,15000001
10436,GroupPointPilgrim,0,142000,Locale_System:RANKING_PILGRIM_POINT,15000001
10437,GroupPointPilgrim,0,146000,Locale_System:RANKING_PILGRIM_POINT,15000001
10438,GroupPointPilgrim,0,150000,Locale_System:RANKING_PILGRIM_POINT,15000001
10439,GroupPointPilgrim,0,156000,Locale_System:RANKING_PILGRIM_POINT,15000001
10440,GroupPointPilgrim,0,162000,Locale_System:RANKING_PILGRIM_POINT,15000001
10441,GroupPointPilgrim,0,168000,Locale_System:RANKING_PILGRIM_POINT,15000001
10442,GroupPointPilgrim,0,174000,Locale_System:RANKING_PILGRIM_POINT,15000001
10443,GroupPointPilgrim,0,180000,Locale_System:RANKING_PILGRIM_POINT,15000001
10444,GroupPointPilgrim,0,186000,Locale_System:RANKING_PILGRIM_POINT,15000001
10445,GroupPointPilgrim,0,192000,Locale_System:RANKING_PILGRIM_POINT,15000001
10446,GroupPointPilgrim,0,198000,Locale_System:RANKING_PILGRIM_POINT,15000001
10447,GroupPointPilgrim,0,204000,Locale_System:RANKING_PILGRIM_POINT,15000001
10448,GroupPointPilgrim,0,210000,Locale_System:RANKING_PILGRIM_POINT,15000001
10449,GroupPointPilgrim,0,216000,Locale_System:RANKING_PILGRIM_POINT,15000001
10450,GroupPointPilgrim,0,222000,Locale_System:RANKING_PILGRIM_POINT,15000001
10451,GroupPointPilgrim,0,228000,Locale_System:RANKING_PILGRIM_POINT,15000001
10452,GroupPointPilgrim,0,234000,Locale_System:RANKING_PILGRIM_POINT,15000001
10453,GroupPointPilgrim,0,240000,Locale_System:RANKING_PILGRIM_POINT,15000001
10454,GroupPointPilgrim,0,246000,Locale_System:RANKING_PILGRIM_POINT,15000001
10455,GroupPointPilgrim,0,252000,Locale_System:RANKING_PILGRIM_POINT,15000001
10456,GroupPointPilgrim,0,258000,Locale_System:RANKING_PILGRIM_POINT,15000001
10457,GroupPointPilgrim,0,264000,Locale_System:RANKING_PILGRIM_POINT,15000001
10458,GroupPointPilgrim,0,270000,Locale_System:RANKING_PILGRIM_POINT,15000001
10459,GroupPointPilgrim,0,276000,Locale_System:RANKING_PILGRIM_POINT,15000001
10460,GroupPointPilgrim,0,282000,Locale_System:RANKING_PILGRIM_POINT,15000001
10461,GroupPointPilgrim,0,288000,Locale_System:RANKING_PILGRIM_POINT,15000001
10462,GroupPointPilgrim,0,294000,Locale_System:RANKING_PILGRIM_POINT,15000001
10463,GroupPointPilgrim,0,300000,Locale_System:RANKING_PILGRIM_POINT,15000001
10464,GroupPointPilgrim,0,308000,Locale_System:RANKING_PILGRIM_POINT,15000001
10465,GroupPointPilgrim,0,316000,Locale_System:RANKING_PILGRIM_POINT,15000001
10466,GroupPointPilgrim,0,324000,Locale_System:RANKING_PILGRIM_POINT,15000001
10467,GroupPointPilgrim,0,332000,Locale_System:RANKING_PILGRIM_POINT,15000001
10468,GroupPointPilgrim,0,340000,Locale_System:RANKING_PILGRIM_POINT,15000001
10469,GroupPointPilgrim,0,348000,Locale_System:RANKING_PILGRIM_POINT,15000001
10470,GroupPointPilgrim,0,356000,Locale_System:RANKING_PILGRIM_POINT,15000001
10471,GroupPointPilgrim,0,364000,Locale_System:RANKING_PILGRIM_POINT,15000001
10472,GroupPointPilgrim,0,372000,Locale_System:RANKING_PILGRIM_POINT,15000001
10473,GroupPointPilgrim,0,380000,Locale_System:RANKING_PILGRIM_POINT,15000001
10474,GroupPointPilgrim,0,388000,Locale_System:RANKING_PILGRIM_POINT,15000001
10475,GroupPointPilgrim,0,396000,Locale_System:RANKING_PILGRIM_POINT,15000001
10476,GroupPointPilgrim,0,404000,Locale_System:RANKING_PILGRIM_POINT,15000001
20001,HardCampaign,1,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20002,HardCampaign,2,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20003,HardCampaign,3,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20004,HardCampaign,4,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20005,HardCampaign,5,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20006,HardCampaign,6,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20007,HardCampaign,7,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20008,HardCampaign,8,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20009,HardCampaign,9,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20010,HardCampaign,10,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20011,HardCampaign,11,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20012,HardCampaign,12,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20013,HardCampaign,13,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20014,HardCampaign,14,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20015,HardCampaign,15,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20016,HardCampaign,16,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20017,HardCampaign,17,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20018,HardCampaign,18,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
20019,HardCampaign,19,1,Locale_System:RANKING_HARD_STAGE_CLEAR,15000001
