id,group_id,level,time,building_sprite_resource,building_prefab,building_upgrade_resource_prefab,build_condition/0/build_condition_type,build_condition/0/build_condition_value,build_condition/1/build_condition_type,build_condition/1/build_condition_value,cost/0/cost_type,cost/0/cost_id,cost/0/cost_value,cost/1/cost_type,cost/1/cost_id,cost/1/cost_value,cost/2/cost_type,cost/2/cost_id,cost/2/cost_value,cost/3/cost_type,cost/3/cost_id,cost/3/cost_value,function/0/function_type,function/0/function_value_type,function/0/function_value,function/0/function_name_localkey,function/0/function_description_localkey,function/1/function_type,function/1/function_value_type,function/1/function_value,function/1/function_name_localkey,function/1/function_description_localkey,function/2/function_type,function/2/function_value_type,function/2/function_value,function/2/function_name_localkey,function/2/function_description_localkey,function/3/function_type,function/3/function_value_type,function/3/function_value,function/3/function_name_localkey,function/3/function_description_localkey
401000305,40003,5,43200,fsbg_building_hospital_001_02,fsbg_building_hospital_001_02,fsbg_building_construct_001_02,Build,401000505,None,0,SurfaceCurrency,104000001,500000,SurfaceCurrency,104000002,300000,SurfaceCurrency,104000003,250000,None,0,0,HospitalRecoverySquadMaxAmount,Integer,4,Locale_Surface:SURFACE_BUILDING_FUNCTION_HOSPITAL_MAX_AMOUNT_TITLE,Locale_Surface:SURFACE_BUILDING_FUNCTION_HOSPITAL_MAX_AMOUNT_DESC,DecreaseRecoveryTime,Percent,200,Locale_Surface:SURFACE_BUILDING_FUNCTION_HOSPITAL_DECREASE_TIME_TITLE,Locale_Surface:SURFACE_BUILDING_FUNCTION_HOSPITAL_DECREASE_TIME_DESC,None,None,0,,,None,None,0,,
401000400,40004,0,0,fsbg_building_supplywarehouse_001_01,fsbg_building_supplywarehouse_001_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
401000401,40004,1,10,fsbg_building_supplywarehouse_001_01,fsbg_building_supplywarehouse_001_01,fsbg_building_construct_001_02,Build,401000801,Build,401000601,None,0,0,None,0,0,None,0,0,None,0,0,MaxAmountCorePowder,MaxAmountValue,4010001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountGoddesium,MaxAmountValue,4020001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountGeonic,MaxAmountValue,4030001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountNeoTitanium,MaxAmountValue,4040001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC
401000402,40004,2,7200,fsbg_building_supplywarehouse_001_02,fsbg_building_supplywarehouse_001_02,fsbg_building_construct_001_02,Build,401000804,Build,401000604,SurfaceCurrency,104000002,21875,SurfaceCurrency,104000003,36460,None,0,0,None,0,0,MaxAmountCorePowder,MaxAmountValue,4010002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountGoddesium,MaxAmountValue,4020002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountGeonic,MaxAmountValue,4030002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC,MaxAmountNeoTitanium,MaxAmountValue,4040002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_DESC
401000500,40005,0,0,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
401000501,40005,1,10,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,Build,401000901,None,0,None,0,0,None,0,0,None,0,0,None,0,0,ProduceCorePowder,ProcessingFacility,401001,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionCorePowder,MaxProductionValue,410001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000502,40005,2,10,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,Build,401000902,None,0,SurfaceCurrency,104000001,5000,SurfaceCurrency,104000003,10000,SurfaceCurrency,104000004,5000,None,0,0,ProduceCorePowder,ProcessingFacility,401002,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionCorePowder,MaxProductionValue,410002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000503,40005,3,480,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,Build,401000903,None,0,SurfaceCurrency,104000001,18750,SurfaceCurrency,104000003,37500,SurfaceCurrency,104000004,18750,None,0,0,ProduceCorePowder,ProcessingFacility,401003,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionCorePowder,MaxProductionValue,410003,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000504,40005,4,5760,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,Build,401000904,None,0,SurfaceCurrency,104000001,62500,SurfaceCurrency,104000003,62500,SurfaceCurrency,104000004,62500,None,0,0,ProduceCorePowder,ProcessingFacility,401004,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionCorePowder,MaxProductionValue,410004,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000505,40005,5,34560,fsbg_building_resource_001_01,fsbg_building_resource_001_01,fsbg_building_construct_001_02,Build,401000905,None,0,SurfaceCurrency,104000001,125000,SurfaceCurrency,104000003,125000,SurfaceCurrency,104000004,125000,None,0,0,ProduceCorePowder,ProcessingFacility,401005,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionCorePowder,MaxProductionValue,410005,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_CORE_POWDER_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000600,40006,0,0,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
401000601,40006,1,10,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,Build,401000901,None,0,None,0,0,None,0,0,None,0,0,None,0,0,ProduceGoddesium,ProcessingFacility,402001,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGoddesium,MaxProductionValue,420001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,None,None,0,,,None,None,0,,
401000602,40006,2,10,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,Build,401000902,None,0,SurfaceCurrency,104000002,5000,SurfaceCurrency,104000003,10000,SurfaceCurrency,104000004,5000,None,0,0,ProduceGoddesium,ProcessingFacility,402002,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGoddesium,MaxProductionValue,420002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,None,None,0,,,None,None,0,,
401000603,40006,3,480,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,Build,401000903,None,0,SurfaceCurrency,104000002,12500,SurfaceCurrency,104000003,25000,SurfaceCurrency,104000004,12500,None,0,0,ProduceGoddesium,ProcessingFacility,402003,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGoddesium,MaxProductionValue,420003,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,None,None,0,,,None,None,0,,
401000604,40006,4,5760,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,Build,401000904,None,0,SurfaceCurrency,104000002,25000,SurfaceCurrency,104000003,41670,SurfaceCurrency,104000004,41670,None,0,0,ProduceGoddesium,ProcessingFacility,402004,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGoddesium,MaxProductionValue,420004,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,None,None,0,,,None,None,0,,
401000605,40006,5,34560,fsbg_building_resource_002_01,fsbg_building_resource_002_01,fsbg_building_construct_001_02,Build,401000905,None,0,SurfaceCurrency,104000002,50000,SurfaceCurrency,104000003,83340,SurfaceCurrency,104000004,83335,None,0,0,ProduceGoddesium,ProcessingFacility,402005,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGoddesium,MaxProductionValue,420005,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GODDESIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,None,None,0,,,None,None,0,,
401000700,40007,0,0,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
401000701,40007,1,10,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,Build,401000901,None,0,None,0,0,None,0,0,None,0,0,None,0,0,ProduceGeonic,ProcessingFacility,403001,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGeonic,MaxProductionValue,430001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000702,40007,2,10,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,Build,401000902,None,0,SurfaceCurrency,104000003,15000,SurfaceCurrency,104000004,5000,None,0,0,None,0,0,ProduceGeonic,ProcessingFacility,403002,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGeonic,MaxProductionValue,430002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000703,40007,3,480,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,Build,401000903,None,0,SurfaceCurrency,104000003,21430,SurfaceCurrency,104000004,7143,None,0,0,None,0,0,ProduceGeonic,ProcessingFacility,403003,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGeonic,MaxProductionValue,430003,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000704,40007,4,5760,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,Build,401000904,None,0,SurfaceCurrency,104000003,35720,SurfaceCurrency,104000004,23810,None,0,0,None,0,0,ProduceGeonic,ProcessingFacility,403004,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGeonic,MaxProductionValue,430004,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000705,40007,5,34560,fsbg_building_resource_003_01,fsbg_building_resource_003_01,fsbg_building_construct_001_02,Build,401000905,None,0,SurfaceCurrency,104000003,71430,SurfaceCurrency,104000004,47620,None,0,0,None,0,0,ProduceGeonic,ProcessingFacility,403005,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionGeonic,MaxProductionValue,430005,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_GEONIC_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000800,40008,0,0,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
401000801,40008,1,10,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,Build,401000901,None,0,None,0,0,None,0,0,None,0,0,None,0,0,ProduceNeoTitanium,ProcessingFacility,404001,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionNeoTitanium,MaxProductionValue,440001,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000802,40008,2,10,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,Build,401000902,None,0,SurfaceCurrency,104000003,10000,SurfaceCurrency,104000004,10000,None,0,0,None,0,0,ProduceNeoTitanium,ProcessingFacility,404002,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionNeoTitanium,MaxProductionValue,440002,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000803,40008,3,480,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,Build,401000903,None,0,SurfaceCurrency,104000003,50000,SurfaceCurrency,104000004,50000,None,0,0,None,0,0,ProduceNeoTitanium,ProcessingFacility,404003,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionNeoTitanium,MaxProductionValue,440003,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000804,40008,4,5760,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,Build,401000904,None,0,SurfaceCurrency,104000003,83340,SurfaceCurrency,104000004,166670,None,0,0,None,0,0,ProduceNeoTitanium,ProcessingFacility,404004,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionNeoTitanium,MaxProductionValue,440004,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000805,40008,5,34560,fsbg_building_resource_004_01,fsbg_building_resource_004_01,fsbg_building_construct_001_02,Build,401000905,None,0,SurfaceCurrency,104000003,166670,SurfaceCurrency,104000004,333340,None,0,0,None,0,0,ProduceNeoTitanium,ProcessingFacility,404005,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_PRODUCE_DESC,MaxProductionNeoTitanium,MaxProductionValue,440005,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_NEO_TITANIUM_TITLE,Locale_System:SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_DESC,None,None,0,,,None,None,0,,
401000900,40009,0,0,fsbg_building_factory_001_01,fsbg_building_factory_001_01,fsbg_building_construct_001_02,None,0,None,0,None,0,0,None,0,0,None,0,0,None,0,0,None,None,0,,,None,None,0,,,None,None,0,,,None,None,0,,
