id,group_id,timeline_value,actiontype,setmuzzlefx,setmuzzle,proj_resource_id,proj_resource_hit_id,proj_type,proj_amount,proj_duration,afterdurationfx,proj_aftercollide,proj_dmgcount,proj_dmgdelay,proj_pierce,proj_size,proj_spd,proj_atk,actionvalue/0/actionvalue,actionvalue/1/actionvalue,actionvalue/2/actionvalue,proj_typevalue/0/proj_typevalue,proj_typevalue/1/proj_typevalue,proj_typevalue/2/proj_typevalue,proj_typevalue/3/proj_typevalue,proj_typevalue/4/proj_typevalue,proj_typevalue/5/proj_typevalue,proj_typevalue/6/proj_typevalue,proj_typevalue/7/proj_typevalue,proj_typevalue/8/proj_typevalue,proj_typevalue/9/proj_typevalue
505,500,270,GlassAction,,None,,,None,0,0,,0,0,0,-1,0,0,0,ReturnToOrigin,12,,,,,,,,,,,
601,600,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
611,610,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
612,610,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
621,620,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
622,620,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
623,620,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a01,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a01_disappear,0,100,0,0,0,0,0,,,,16,6,-150,,,,,,,
631,630,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
632,630,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
633,630,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,6,-150,,,,,,,
634,630,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,0,-4,300,,,,,,,
641,640,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
642,640,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
643,640,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,6,-150,,,,,,,
644,640,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,0,-4,300,,,,,,,
645,640,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,0,4,-300,,,,,,,
651,650,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
652,650,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
653,650,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,16,6,-150,,,,,,,
654,650,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,0,-4,300,,,,,,,
655,650,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,0,4,-300,,,,,,,
656,650,15,None,,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,65,fx_mvg_projectile_bullet_a02_disappear,0,100,0,0,0,0,0,,,,-4,0,450,,,,,,,
661,660,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,80,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
662,660,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,16,-6,150,,,,,,,
663,660,5,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,75,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,16,6,-150,,,,,,,
664,660,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,0,-4,300,,,,,,,
665,660,10,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,70,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,0,4,-300,,,,,,,
666,660,15,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,65,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,-4,0,450,,,,,,,
667,660,15,None,,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,65,fx_mvg_projectile_bullet_a03_disappear,0,100,0,0,0,0,0,,,,-4,0,-450,,,,,,,
701,700,0,None,fx_mvg_projectile_bullet_b_muz,B_Muzzle,fx_mvg_projectile_bullet_b01,fx_mvg_projectile_bullet_b_hit,Linear,100,700,,701,100,50,0,0,0,0,,,,24,0,,,,,,,,
710,701,0,None,,None,fx_mvg_projectile_bullet_b_explosion,fx_mvg_projectile_bullet_b_hit,Linear,100,600,fx_mvg_projectile_bullet_b_disappear,0,-10000,50,-10000,0,0,0,,,,0,0,,,,,,,,
702,710,0,None,fx_mvg_projectile_bullet_b_muz,B_Muzzle,fx_mvg_projectile_bullet_b01,fx_mvg_projectile_bullet_b_hit,Linear,100,700,,711,100,25,0,0,0,0,,,,24,0,,,,,,,,
711,711,0,None,,None,fx_mvg_projectile_bullet_b_explosion,fx_mvg_projectile_bullet_b_hit,Linear,100,600,fx_mvg_projectile_bullet_b_disappear,0,-10000,25,-10000,0,0,0,,,,0,0,,,,,,,,
801,800,0,None,,C_Muzzle,fx_mvg_projectile_bullet_c01,fx_mvg_projectile_bullet_c_hit,Laser_Line,100,250,,0,-100,10,0,0,0,0,,,,100,5000,0,,,,,,,
802,801,0,None,,C_Muzzle,fx_mvg_projectile_bullet_c02,fx_mvg_projectile_bullet_c_hit,Laser_Line,100,250,,0,-100,10,0,0,0,0,,,,100,5000,0,,,,,,,
901,900,0,None,fx_mvg_projectile_bullet_d_muz,D_Center,fx_mvg_projectile_bullet_d01,fx_mvg_projectile_bullet_d_hit,Laser_Area,1000,400,,0,-100,0,0,0,0,0,,,,12000,200,100,0,200,250,220,350,410,100
902,900,10,None,fx_mvg_projectile_bullet_d_muz,D_Center,fx_mvg_projectile_bullet_d01,fx_mvg_projectile_bullet_d_hit,Laser_Area,1000,400,,0,100,0,0,0,0,0,,,,12000,200,100,0,200,240,240,350,410,100
903,900,20,None,fx_mvg_projectile_bullet_d_muz,D_Center,fx_mvg_projectile_bullet_d01,fx_mvg_projectile_bullet_d_hit,Laser_Area,1000,400,,0,100,0,0,0,0,0,,,,12000,200,100,0,200,230,220,350,410,100
910,910,0,None,,None,fx_mvg_projectile_bullet_d_hit,,Linear,100,10,,0,100,0,0,0,0,0,,,,0,0,,,,,,,,
1001,1000,0,PlayFx,,None,,,None,0,0,,0,0,0,-1,0,0,0,fx_mvg_character_burst_activate,,,,,,,,,,,,
1002,1000,0,GlassAction,,None,,,None,0,0,,0,0,0,-1,0,0,0,MoveToPivot,15,120,,,,,,,,,,
1004,1000,120,None,,None,fx_mvg_projectile_burstLaser,fx_mvg_projectile_burstLaser_hit,Laser_Screen,100,400,,0,-100,20,-100,0,0,500,,,,8000,1500,25,,,,,,,
1003,1000,140,StopFx,,None,,,None,0,0,,0,0,0,-1,0,0,0,fx_mvg_character_burst_activate,,,,,,,,,,,,
1007,1000,350,GlassAction,,None,,,None,0,0,,0,0,0,-1,0,0,0,ReturnToOrigin,12,,,,,,,,,,,
1006,1000,350,InvincibleOFF,,None,,,None,0,0,,0,0,0,-1,0,0,0,,,,,,,,,,,,,
1005,1000,360,CharacterUnlock,,None,,,None,0,0,,0,0,0,-1,0,0,0,,,,,,,,,,,,,
9101,9101,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a02,fx_mvg_projectile_bullet_a_hit,Linear,100,80,,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
9102,9102,0,None,fx_mvg_projectile_bullet_a_muz,A_Muzzle,fx_mvg_projectile_bullet_a03,fx_mvg_projectile_bullet_a_hit,Linear,100,80,,0,100,0,0,0,0,0,,,,24,0,,,,,,,,
9201,9201,0,None,fx_mvg_projectile_bullet_b_muz,B_Muzzle,fx_mvg_projectile_bullet_b02,fx_mvg_projectile_bullet_b_hit,Linear,100,700,,201,100,0,0,0,0,0,,,,24,0,,,,,,,,
9202,9202,0,None,fx_mvg_projectile_bullet_b_muz,B_Muzzle,fx_mvg_projectile_bullet_b03,fx_mvg_projectile_bullet_b_hit,Linear,100,700,,201,100,0,0,0,0,0,,,,24,0,,,,,,,,
9301,9301,0,None,,C_Muzzle,fx_mvg_projectile_bullet_c02,fx_mvg_projectile_bullet_c_hit,Laser_Line,100,250,,0,-100,10,-100,0,0,0,,,,100,5000,0,,,,,,,
