id,group_id,slot_id,move_rotation,move_rotation_reverse,event_type,go_to,reward_id,get_heropower_1,get_heropower_2,get_heropower_3,get_heropower_1_rate,get_heropower_2_rate,get_heropower_3_rate
319,1004,7,LeftUp,RightDown,Contract,0,0,5,10,15,70,25,5
320,1004,2,LeftDown,RightDown,Training,0,0,5,10,20,0,0,0
321,1004,6,LeftDown,RightUp,Item,0,0,0,0,0,0,0,0
322,1004,10,RightDown,RightUp,Leisure,0,0,5,0,0,0,0,0
323,1004,15,LeftDown,LeftUp,Training,0,0,5,10,20,0,0,0
324,1004,19,RightDown,RightUp,GoTo,6,0,0,0,0,0,0,0
325,1004,24,RightDown,LeftUp,PoorCondition,0,0,5,0,0,0,0,0
326,1004,29,LeftDown,LeftUp,Contract,0,0,5,10,15,70,25,5
327,1004,33,LeftDown,RightUp,Item,0,0,0,0,0,0,0,0
328,1004,37,RightDown,RightUp,Training,0,0,5,10,20,0,0,0
329,1004,42,RightDown,LeftUp,Leisure,0,0,5,0,0,0,0,0
330,1004,47,LeftDown,LeftUp,Item,0,0,0,0,0,0,0,0
