id,event_system_type,event_shortcut_id,name_localkey,description_localkey,schedule_type,schedule_value,event_disable_locale,event_resource_id,event_thumbnail_resource_table,event_thumbnail_resource_id,thumbnail_color,event_banner_resource_table,event_banner_resource_id,event_order,is_popup,active_type,banner_print_type,is_hidden,parents_event_id,set_field
10011,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,301201,event_old,EVENT_BANNER_LOGIN_ANNIVERSARY_0.5,2A1590,event_old,EVENT_BANNER_LOGIN_ANNIVERSARY_0.5_S,77967384,True,DailyOnce,PrintEventTime,,,
10012,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,327001,event_old,EVENT_BANNER_DAILY_LOGIN_10,28180f,event_old,EVENT_BANNER_DAILY_LOGIN_10_S,77958284,True,DailyOnce,PrintEventTime,,,
10013,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,228001,event_old,EVENT_BANNER_DAILY_LOGIN_11,181818,event_old,EVENT_BANNER_DAILY_LOGIN_11_S,77949984,True,DailyOnce,PrintEventTime,,,
10014,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,338001,event_old,EVENT_BANNER_DAILY_LOGIN_12,251643,event_old,EVENT_BANNER_DAILY_LOGIN_12_S,77939484,True,DailyOnce,PrintEventTime,,,
10015,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235001,event_old,EVENT_BANNER_DAILY_LOGIN_13,271000,event_old,EVENT_BANNER_DAILY_LOGIN_13_S,77938084,True,DailyOnce,PrintEventTime,,,
10016,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235001,event_old,EVENT_BANNER_MEMORIESOFSUMMER,0066C1,event_old,EVENT_BANNER_MEMORIESOFSUMMER_S,77939484,True,DailyOnce,PrintEventTime,,,
10017,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,426001,event_old,EVENT_BANNER_LOGIN_MODERNIASPECIAL,1D1813,event_old,EVENT_BANNER_LOGIN_MODERNIASPECIAL_S,77927684,True,DailyOnce,PrintEventTime,,,
10018,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,426001,event_old,EVENT_BANNER_DAILY_LOGIN_14,3d3839,event_old,EVENT_BANNER_DAILY_LOGIN_14_S,77927684,True,DailyOnce,PrintEventTime,,,
10019,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,232101,event_old,EVENT_BANNER_DAILY_LOGIN_15,2b242d,event_old,EVENT_BANNER_DAILY_LOGIN_15_S,77917984,True,DailyOnce,PrintEventTime,,,
10020,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,145001,event_old,EVENT_BANNER_DAILY_LOGIN_16,7d3bb8,event_old,EVENT_BANNER_DAILY_LOGIN_16_S,77909584,True,DailyOnce,PrintEventTime,,,
10021,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,203301,event_old,EVENT_BANNER_DAILY_LOGIN_17,221e26,event_old,EVENT_BANNER_DAILY_LOGIN_17_S,77908184,True,DailyOnce,PrintEventTime,,,
10022,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235001,event_old,EVENT_BANNER_LOGIN_AUTUMNPICNIC,484548,event_old,EVENT_BANNER_LOGIN_AUTUMNPICNIC_S,77909584,True,DailyOnce,PrintEventTime,,,
10023,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235001,event_old,EVENT_BANNER_LOGIN_ANNIVERSARY_01,0b0f3b,event_old,EVENT_BANNER_LOGIN_ANNIVERSARY_01_S,77899884,True,DailyOnce,PrintEventTime,,,
10024,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,119201,event_old,EVENT_BANNER_DAILY_LOGIN_18,2f52b4,event_old,EVENT_BANNER_DAILY_LOGIN_18_S,77897784,True,DailyOnce,PrintEventTime,,,
10025,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,422501,event_old,EVENT_BANNER_DAILY_LOGIN_19,b4010e,event_old,EVENT_BANNER_DAILY_LOGIN_19_S,77887284,True,DailyOnce,PrintEventTime,,,
10026,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,338201,event_old,EVENT_BANNER_DAILY_LOGIN_20,28205f,event_old,EVENT_BANNER_DAILY_LOGIN_20_S,76998984,True,DailyOnce,PrintEventTime,,,
10027,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,328101,event_old,EVENT_BANNER_DAILY_LOGIN_21,7a0b0b,event_old,EVENT_BANNER_DAILY_LOGIN_21_S,76997584,True,DailyOnce,PrintEventTime,,,
10028,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,231301,event_old,EVENT_BANNER_DAILY_LOGIN_22,1b1b1e,event_old,EVENT_BANNER_DAILY_LOGIN_22_S,76989584,True,DailyOnce,PrintEventTime,,,
10029,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,150001,event_240321,EVENT_BANNER_DAILY_LOGIN_23,000000,event_240321,EVENT_BANNER_DAILY_LOGIN_23_S,76987884,True,DailyOnce,PrintEventTime,,,
10030,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,204301,event_240321,EVENT_BANNER_DAILY_LOGIN_24,b48e54,event_240321,EVENT_BANNER_DAILY_LOGIN_24_S,76979384,True,DailyOnce,PrintEventTime,,,
10031,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,355001,event_240411,EVENT_BANNER_DAILY_LOGIN_25,002234,event_240411,EVENT_BANNER_DAILY_LOGIN_25_S,76968984,True,DailyOnce,PrintEventTime,,,
10032,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,203001,event_240321,EVENT_BANNER_CHEERUPSPRING,3946a5,event_240321,EVENT_BANNER_CHEERUPSPRING_S,76977284,True,DailyOnce,PrintEventTime,,,
10033,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,203001,event_240425,EVENT_BANNER_LOGIN_ANNIVERSARY_1.5,001320,event_240425,EVENT_BANNER_LOGIN_ANNIVERSARY_1.5_S,76967584,True,DailyOnce,PrintEventTime,,,
10034,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,150101,event_240516,EVENT_BANNER_DAILY_LOGIN_26,2d7870,event_240516,EVENT_BANNER_DAILY_LOGIN_26_S,76958484,True,DailyOnce,PrintEventTime,,,
10035,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,355101,event_240620,EVENT_BANNER_DAILY_LOGIN_27,8c0e26,event_240620,EVENT_BANNER_DAILY_LOGIN_27_S,76948084,True,DailyOnce,PrintEventTime,,,
10036,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,139101,event_240725,EVENT_BANNER_DAILY_LOGIN_28,302862,event_240725,EVENT_BANNER_DAILY_LOGIN_28_S,76937584,True,DailyOnce,PrintEventTime,,,
10037,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,239001,event_240725,EVENT_BANNER_DAILY_LOGIN_29,551a1a,event_240725,EVENT_BANNER_DAILY_LOGIN_29_S,76929284,True,DailyOnce,PrintEventTime,,,
10038,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,145101,event_240725,EVENT_BANNER_SUNNYDATE,003789,event_240725,EVENT_BANNER_SUNNYDATE_S,76937584,True,DailyOnce,PrintEventTime,,,
10039,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,327201,event_240919,EVENT_BANNER_DAILY_LOGIN_30,101011,event_240919,EVENT_BANNER_DAILY_LOGIN_30_S,76918184,True,DailyOnce,PrintEventTime,,,
10040,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,258001,event_240919,EVENT_BANNER_DAILY_LOGIN_31,1f1f1f,event_240919,EVENT_BANNER_DAILY_LOGIN_31_S,76909784,True,DailyOnce,PrintEventTime,,,
10041,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,119201,event_240919,EVENT_BANNER_SWINGINTOAUTUMN,c95632,event_240919,EVENT_BANNER_SWINGINTOAUTUMN_S,76909784,True,DailyOnce,PrintEventTime,,,
10042,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,447001,event_240919,EVENT_BANNER_LOGIN_REDHOODSPECIAL,1b110d,event_240919,EVENT_BANNER_LOGIN_REDHOODSPECIAL_S,76918184,True,DailyOnce,PrintEventTime,,,
10043,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,324001,event_241017,EVENT_BANNER_DAILY_LOGIN_32,002f84,event_241017,EVENT_BANNER_DAILY_LOGIN_32_S,76908384,True,DailyOnce,PrintEventTime,,,
10044,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,422601,event_241031,EVENT_BANNER_LOGIN_ANNIVERSARY_02,3a90b3,event_241031,EVENT_BANNER_LOGIN_ANNIVERSARY_02_S,76906984,True,DailyOnce,PrintEventTime,,,
10045,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,141101,event_241031,EVENT_BANNER_DAILY_LOGIN_33,2c084c,event_241031,EVENT_BANNER_DAILY_LOGIN_33_S,76897984,True,DailyOnce,PrintEventTime,,,
10046,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,201601,event_241226,EVENT_BANNER_LOGIN_WASTEDCALENDAR,1c1d1f,event_241226,EVENT_BANNER_LOGIN_WASTEDCALENDAR_S,76887484,True,DailyOnce,PrintEventTime,,,
10047,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,129001,event_250116,EVENT_BANNER_DAILY_LOGIN_34,028ba5,event_250116,EVENT_BANNER_DAILY_LOGIN_34_S,75998484,True,DailyOnce,PrintEventTime,,,
10048,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235401,event_250116,EVENT_BANNER_LOGIN_ROMANTICVALENTINE,c2495e,event_250116,EVENT_BANNER_LOGIN_ROMANTICVALENTINE_S,75997084,True,DailyOnce,PrintEventTime,,,
10049,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,235201,event_250116,EVENT_BANNER_DAILY_LOGIN_35,213b70,event_250116,EVENT_BANNER_DAILY_LOGIN_35_S,75988784,True,DailyOnce,PrintEventTime,,,
10050,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,141201,event_250220,EVENT_BANNER_DAILY_LOGIN_36,234d4a,event_250220,EVENT_BANNER_DAILY_LOGIN_36_S,75978784,True,DailyOnce,PrintEventTime,,,
10051,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,352001,event_250327,EVENT_BANNER_DAILY_LOGIN_37,9a7c6f,event_250327,EVENT_BANNER_DAILY_LOGIN_37_S,75977384,True,DailyOnce,PrintEventTime,,,
10052,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,352101,event_250327,EVENT_BANNER_DAILY_LOGIN_38,ac3544,event_250327,EVENT_BANNER_DAILY_LOGIN_38_S,75969084,True,DailyOnce,PrintEventTime,,,
10053,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,331001,event_250327,EVENT_BANNER_LOGIN_MAIDINBLOOM,fd6f87,event_250327,EVENT_BANNER_LOGIN_MAIDINBLOOM_S,75977384,True,DailyOnce,PrintEventTime,,,
10054,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,159001,event_250424,EVENT_BANNER_LOGIN_ANNIVERSARY_2.5,1f377b,event_250424,EVENT_BANNER_LOGIN_ANNIVERSARY_2.5_S,75967684,True,DailyOnce,PrintEventTime,,,
10055,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,258101,event_250515,EVENT_BANNER_DAILY_LOGIN_39,152b51,event_250515,EVENT_BANNER_DAILY_LOGIN_39_S,75958584,True,DailyOnce,PrintEventTime,,,
10056,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,204101,event_250529,EVENT_BANNER_DAILY_LOGIN_40,231e1c,event_250529,EVENT_BANNER_DAILY_LOGIN_40_S,75957184,True,DailyOnce,PrintEventTime,,,
10057,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,327101,event_250529,EVENT_BANNER_DAILY_LOGIN_41,091f29,event_250529,EVENT_BANNER_DAILY_LOGIN_41_S,75957184,True,DailyOnce,PrintEventTime,,,
10058,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,217001,event_250703,EVENT_BANNER_BLOOMINGLETTER,222e3b,event_250703,EVENT_BANNER_BLOOMINGLETTER_S,75939784,True,DailyOnce,PrintEventTime,,,
10059,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,253201,event_250703,EVENT_BANNER_DAILY_LOGIN_42,2b70d3,event_250703,EVENT_BANNER_DAILY_LOGIN_42_S,75939784,True,DailyOnce,PrintEventTime,,,
10060,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,290701,event_250717,EVENT_BANNER_DAILY_LOGIN_43,8e7c5e,event_250717,EVENT_BANNER_DAILY_LOGIN_43_S,75937084,True,DailyOnce,PrintEventTime,,,
10061,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,209501,event_250807,EVENT_BANNER_TACTICALUP,b22a2a,event_250807,EVENT_BANNER_TACTICALUP_S,75929384,True,DailyOnce,PrintEventTime,,,
10062,LoginEvent,15001,Locale_Event:daily_login_event_name,Locale_Event:daily_login_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,209501,event_250807,EVENT_BANNER_LOGIN_NOTTACTICAL,231c1f,event_250807,EVENT_BANNER_LOGIN_NOTTACTICAL_S,75929384,True,DailyOnce,PrintEventTime,,,
20001,DailyMissionEvent,15002,Locale_Event:daily_mission_event_name,Locale_Event:daily_mission_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_lobby,EVENT_BANNER_DAILY_MISSION,00AEFF,perm_lobby,EVENT_BANNER_DAILY_MISSION_S,78899685,False,None,UndeterminedEnd,,,
20002,DailyMissionEvent,15002,Locale_Event:daily_mission_event_name,Locale_Event:daily_mission_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_lobby,EVENT_BANNER_DAILY_MISSION_2,ff78b4,perm_lobby,EVENT_BANNER_DAILY_MISSION_2_S,76927885,False,None,UndeterminedEnd,,,
30001,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,78898982,False,None,PrintEventTime,,,
30002,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,78889182,False,None,PrintEventTime,,,
30003,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,78887782,False,None,PrintEventTime,,,
30004,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77999482,False,None,PrintEventTime,,,
30005,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77998082,False,None,PrintEventTime,,,
30006,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77989782,False,None,PrintEventTime,,,
30007,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_HSTA,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_HSTA_S,77977682,False,None,PrintEventTime,,,
30008,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_ZEUS,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_ZEUS_S,77969382,False,None,PrintEventTime,,,
30009,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_DMTR,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_DMTR_S,77967982,False,None,PrintEventTime,,,
30010,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_PSID,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_PSID_S,77959582,False,None,PrintEventTime,,,
30011,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_HSTA,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_HSTA_S,77958182,False,None,PrintEventTime,,,
30012,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_ANMI,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_ANMI_S,77949882,False,None,PrintEventTime,,,
30013,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_ZEUS,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_ZEUS_S,77948482,False,None,PrintEventTime,,,
30014,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_HSTA,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_HSTA_S,77947082,False,None,PrintEventTime,,,
30015,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_DMTR,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_DMTR_S,77938682,False,None,PrintEventTime,,,
30016,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_DMTR,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_DMTR_S,77929682,False,None,PrintEventTime,True,80600.0,
30017,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_DMTR,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_DMTR_S,77928982,False,None,PrintEventTime,True,80600.0,
30018,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION_DMTR,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_DMTR_S,77928282,False,None,PrintEventTime,True,80600.0,
30019,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77919982,False,None,PrintEventTime,True,80700.0,
30020,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77919282,False,None,PrintEventTime,True,80700.0,
30021,CooperationEvent,15003,Locale_Event:cooperation_event_name,Locale_Event:cooperation_event_description,Once,0,EVENT_REWARD_ACQUISITION_DATE,0,perm_coop,EVENT_BANNER_COOPERATION,0C0C0C,perm_coop,EVENT_BANNER_COOPERATION_S,77918582,False,None,PrintEventTime,True,80700.0,
