id,manager_id,day,location,dialog_event_appear_daytime,dialog_event_appear_evening,dialog_event_appear_night
10012103,1001,21,snowfalloasis_dining,snowfall_speech_npc_day21_02,,snowfall_global_14
10012104,1001,21,snowfalloasis_bamboo,snowfall_speech_npc_day21_03,snowfall_speech_npc_day21_05,
10012105,1001,21,snowfalloasis_hotspring,,,
10012106,1001,21,snowfalloasis_waterfall,snowfall_speech_npc_day21_04,,
10010001,1001,0,snowfalloasis_inn,,,
10010002,1001,0,snowfalloasis_trail,,,
10010003,1001,0,snowfalloasis_dining,,,
10010004,1001,0,snowfalloasis_bamboo,,,
10010005,1001,0,snowfalloasis_hotspring,,,
10010006,1001,0,snowfalloasis_waterfall,,,
