id,wavenum,spottimecontrol,noinputcontrol,triggertype,triggertimevalue,triggerenumvalue,triggerenumvalueid,closetype,closetimevalue,closevalue,tutorialfunctiontype,charresourceid,title_textlocale,textlocale,textlocation,background,addonresource,markmonsterid,monstermarkresource,effectlist,skipbuttoncontrol,keyboardinputtrigger,nextid,unmaskkeylist/0/name,unmaskkeylist/0/value,unmaskkeylist_noinput/0/name,unmaskkeylist_noinput/0/value,unmaskkeylist_noinput/1/name,unmaskkeylist_noinput/1/value
11,6000002,False,False,Event,10,OnReloadStart,0,Time,310,None,None,si_c013_00_s,Locale_Tutorial:tuto02_01_title,Locale_Tutorial:tuto02_01_description,Top,0,,0,,fx_cover_tuto,False,None,12,,,,,,
12,6000002,False,False,None,0,None,0,Time,310,None,None,si_c013_00_s,Locale_Tutorial:tuto02_02_title,Locale_Tutorial:tuto02_02_description,Top,0,,0,,fx_cover_tuto,False,None,0,,,,,,
13,6000002,True,True,Event,0,OnUseBurstSkill,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto05_00_title,Locale_Tutorial:tuto05_00_description,Bottom,1,,0,,,True,None,14,,,unmaskkeylist_noinput,tuto_burst_gauge,,
14,6000002,True,True,None,0,None,0,Event,0,UseBurstSkill,None,si_c013_00_s,Locale_Tutorial:tuto05_01_title,Locale_Tutorial:tuto05_01_description,Bottom,1,popup_tuto_burst_touch_02,0,,,True,UseBurstSkillNum1,0,unmaskkeylist,tuto_burst_slot_03,unmaskkeylist_noinput,tuto05_03,,
15,6000003,False,False,Time,0,None,0,Event,0,KillMonster,None,,,,None,0,popup_tuto_char_slot_unmask,0,,,False,None,16,,,,,,
16,6000003,False,True,None,0,None,0,Time,250,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,17,,,,,,
17,6000003,True,True,None,0,None,0,Event,0,OnChangedFocusCharacter,None,si_c012_00_s,Locale_Tutorial:tuto06_01_title,Locale_Tutorial:tuto06_01_description,Bottom,1,popup_tuto_char_slot_touch_01,0,,,True,ChangeFocusCharacter1,18,unmaskkeylist,tuto_char_slot_01,,,,
18,6000003,False,False,None,0,None,0,Event,50,KillMonster,None,si_c012_00_s,Locale_Tutorial:tuto06_02_title,Locale_Tutorial:tuto06_02_description,Top,0,popup_tuto_drag_area,321701,SpotTutorialTargerArea_RL,,True,None,19,,,,,,
19,6000003,True,True,None,0,None,0,Touch,0,None,None,si_c012_00_s,Locale_Tutorial:tuto07_01_title,Locale_Tutorial:tuto07_01_description,Top,1,,0,,,True,None,20,,,unmaskkeylist_noinput,tuto_aim_full,,
20,6000003,True,True,None,0,None,0,Touch,0,None,None,si_c012_00_s,Locale_Tutorial:tuto07_02_title,Locale_Tutorial:tuto07_02_description,Top,1,,0,,,True,None,21,,,unmaskkeylist_noinput,tuto07_02,,
21,6000003,True,True,None,0,None,0,Touch,0,None,None,si_c012_00_s,Locale_Tutorial:tuto07_03_title,Locale_Tutorial:tuto07_03_description,Top,1,popup_tuto_press,0,,,True,None,0,,,,,,
22,6001001,True,True,Event,0,OnUseBurstSkill,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_a_description,Top,1,,0,,,True,None,23,,,unmaskkeylist_noinput,tuto_burst_gauge,,
23,6001001,True,True,None,0,None,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_b_description,Top,1,,0,,,True,None,24,,,unmaskkeylist_noinput,tuto_burst_ui_01,,
24,6001001,True,True,None,0,None,0,Event,0,UseBurstSkill,None,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_c_description,Top,1,popup_tuto_burst_touch_02,0,,,True,UseBurstSkillNum2,0,unmaskkeylist,tuto_burst_slot_03,,,,
25,6001001,True,True,Event,0,OnStep2BurstSkill,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_02_title,Locale_Tutorial:tuto08_02_a_description,Top,1,popup_tuto_burst_ui_01,0,,,True,None,26,,,unmaskkeylist_noinput,tuto_burst_ui_01,,
26,6001001,True,True,None,0,None,0,Event,0,BurstSkillTouch,None,si_c013_00_s,Locale_Tutorial:tuto08_02_title,Locale_Tutorial:tuto08_02_description,Top,1,popup_tuto_burst_touch_03,0,,,True,UseBurstSkillNum2,27,unmaskkeylist,tuto_burst_slot_05,,,,
27,6001001,False,False,None,0,None,0,Event,0,UseBurstSkill,None,si_c013_00_s,Locale_Tutorial:tuto08_03_title,Locale_Tutorial:tuto08_03_description,Top,0,,0,,,True,None,0,,,,,,
28,6001001,True,True,Event,0,OnStep3BurstSkill,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_04_title,Locale_Tutorial:tuto08_04_a_description,Top,1,,0,,,True,None,29,,,unmaskkeylist_noinput,tuto_burst_gauge,,
29,6001001,True,True,None,0,None,0,Event,0,UseBurstSkill,None,si_c013_00_s,Locale_Tutorial:tuto08_04_title,Locale_Tutorial:tuto08_04_description,Top,1,popup_tuto_burst_touch_01,0,,,True,UseBurstSkillNum1,0,unmaskkeylist,tuto_burst_slot_01,,,,
30,6001001,True,True,Event,0,OnFullBurst,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_05_title,Locale_Tutorial:tuto08_05_description,Bottom,1,,0,,,True,None,31,,,unmaskkeylist_noinput,tuto08_05,,
31,6001001,True,True,None,0,None,0,Touch,0,None,None,si_c013_00_s,Locale_Tutorial:tuto08_06_title,Locale_Tutorial:tuto08_06_description,Bottom,0,,0,,,True,None,0,,,,,,
32,6001002,False,True,Time,0,None,0,Time,150,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,33,,,unmaskkeylist_noinput,field_tuto05_01,,
33,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_01_title,Locale_Tutorial:tuto09_01_description,Bottom,1,,321701,SpotTutorialUnmask_Circle_01_a,,True,None,34,,,,,,
34,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_02_title,Locale_Tutorial:tuto09_02_description,Bottom,1,,321701,SpotTutorialUnmask_Circle_01_b,,True,None,35,,,,,,
35,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_03_title,Locale_Tutorial:tuto09_03_description,Middle,1,popup_tuto_drag_area,0,,,True,None,36,,,,,,
36,6001002,False,False,None,0,None,0,Event,0,KillMonster,None,,,,None,0,popup_tuto_drag_area_only,321701,SpotTutorialUnmask_Circle_01_c,,False,None,0,,,,,,
37,6001002,False,True,Event,10,MonsterSpawn,-1074896975,Time,100,None,None,,,,None,0,,0,,,False,None,38,,,,,,
38,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_09_title,Locale_Tutorial:tuto09_09_description,Bottom,1,,322007,SpotTutorialUnmask_Circle_01_a,,True,None,39,,,,,,
39,6001002,False,True,None,0,None,0,Event,150,UseLockOn,None,,,,None,0,,0,,,False,None,40,,,,,,
40,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_10_title,Locale_Tutorial:tuto09_10_description,Middle,1,,322007,SpotTutorialUnmask_Circle_01_a,,True,None,41,,,,,,
41,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_11_title,Locale_Tutorial:tuto09_11_description,Middle,1,,0,,,True,None,42,,,unmaskkeylist_noinput,tuto_char_slot_all,,
42,6001002,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto09_12_title,Locale_Tutorial:tuto09_12_description,Middle,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto_char_slot_all,,
43,6001003,False,True,Time,0,None,0,Time,100,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,44,,,unmaskkeylist_noinput,field_tuto05_01,,
44,6001003,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto10_01_title,Locale_Tutorial:tuto10_01_description,Bottom,1,,321701,SpotTutorialUnmask_Circle_02,,True,None,45,,,,,,
45,6001003,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto10_02_title,Locale_Tutorial:tuto10_02_description,Bottom,1,,0,,,True,None,46,,,unmaskkeylist_noinput,tuto_aim_full,,
46,6001003,False,False,None,0,None,0,Event,0,KillMonster,None,,,,None,0,popup_tuto_char_slot_unmask,0,,,False,None,0,,,,,,
47,6001003,True,True,Event,40,OnBarrier,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto12_01_title,Locale_Tutorial:tuto12_01_description,Bottom,1,,232002,SpotTutorialUnmask_barrier,,True,None,48,,,,,,
48,6001003,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto12_02_title,Locale_Tutorial:tuto12_02_description,Bottom,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto04_01_a,unmaskkeylist_noinput,tuto04_01_b
49,6001004,True,True,Event,80,OnDestroyMonsterPart,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto11_01_title,Locale_Tutorial:tuto11_01_description,Bottom,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto11_01,,
50,6001004,False,False,Event,10,OnCancelUI,0,Time,70,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,51,,,,,,
51,6001004,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto11_04_title,Locale_Tutorial:tuto11_04_description,Bottom,1,,0,,,True,None,52,,,unmaskkeylist_noinput,tuto11_03,unmaskkeylist_noinput,tuto11_04
52,6001004,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto11_10_title,Locale_Tutorial:tuto11_10_description,Bottom,1,,0,,,True,None,53,,,unmaskkeylist_noinput,tuto11_04,,
53,6001004,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto11_09_title,Locale_Tutorial:tuto11_09_description,Bottom,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto11_03,,
54,6002001,False,True,Time,0,None,0,Time,100,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,55,,,,,,
55,6002001,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_auto_control_01_title,Locale_Tutorial:tuto_auto_control_01_description,Middle,1,,0,,,True,None,56,,,,,,
56,6002001,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_auto_control_02_title,Locale_Tutorial:tuto_auto_control_02_description,Middle,1,,0,,,True,None,57,,,unmaskkeylist_noinput,tuto_auto_control_button,,
57,6002001,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_auto_control_03_title,Locale_Tutorial:tuto_auto_control_03_description,Middle,1,,0,,,True,None,58,,,unmaskkeylist_noinput,tuto_auto_control_button,,
58,6002001,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_auto_control_04_title,Locale_Tutorial:tuto_auto_control_04_description,Middle,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto_aim_full,,
59,6003015,True,True,Event,250,MonsterSpawn,-1974927045,Time,0,None,None,,,,None,0,,0,,,False,None,60,,,,,,
60,6003015,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_base_defence_type2_01_title,Locale_Tutorial:tuto_base_defence_type2_01_description,Top,1,,232004,SpotTutorialUnmask_Circle_02,,True,None,61,,,,,,
61,6003015,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_base_defence_type2_02_title,Locale_Tutorial:tuto_base_defence_type2_02_description,Top,1,,232004,SpotTutorialUnmask_Circle_02,,True,None,0,,,,,,
62,6027052,False,True,Event,0,OnChoiceSkillUI,0,Time,90,None,None,,,,None,0,popup_tuto_dim,0,,,False,None,63,,,unmaskkeylist_noinput,field_tuto05_01,,
63,6027052,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_01_description,Bottom,0,,0,,,True,None,64,,,,,,
64,6027052,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_02_description,Bottom,0,,0,,,True,None,65,,,,,,
65,6027052,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_03_description,Bottom,1,,0,,,True,None,66,,,unmaskkeylist_noinput,tuto_13_01,unmaskkeylist_noinput,tuto_13_02
66,6027052,True,True,None,0,None,0,Touch,0,None,None,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_04_description,Bottom,1,,0,,,True,None,0,,,unmaskkeylist_noinput,tuto_13_01,unmaskkeylist_noinput,tuto_13_02
