id,skill_category,level,name_localkey,description_localkey,skill_icon,surfaceskill_function_1,surfaceskill_function_2,surfaceskill_function_3,surfaceskill_function_4,description_value_list/0/description_value,description_value_list/1/description_value,description_value_list/2/description_value,description_value_list/3/description_value,description_value_list/4/description_value,description_value_list/5/description_value
101020101,102,1,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020101,0,0,0,5,,,,,
101020201,102,2,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020201,0,0,0,10,,,,,
101020301,102,3,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020301,0,0,0,15,,,,,
101020401,102,4,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020401,0,0,0,20,,,,,
101020501,102,5,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020501,0,0,0,25,,,,,
101020601,102,6,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020601,0,0,0,30,,,,,
101020701,102,7,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020701,0,0,0,35,,,,,
101020801,102,8,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020801,0,0,0,40,,,,,
101020901,102,9,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101020901,0,0,0,45,,,,,
101021001,102,10,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021001,0,0,0,50,,,,,
101021101,102,11,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021101,0,0,0,55,,,,,
101021201,102,12,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021201,0,0,0,60,,,,,
101021301,102,13,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021301,0,0,0,65,,,,,
101021401,102,14,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021401,0,0,0,70,,,,,
101021501,102,15,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021501,0,0,0,75,,,,,
101021601,102,16,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021601,0,0,0,80,,,,,
101021701,102,17,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021701,0,0,0,85,,,,,
101021801,102,18,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021801,0,0,0,90,,,,,
101021901,102,19,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101021901,0,0,0,95,,,,,
101022001,102,20,Locale_SurfaceSkill:102_skill_name,Locale_SurfaceSkill:10102_skill_desc,icn_skill_defdown_01,101022001,0,0,0,100,,,,,
101030101,103,1,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030101,0,0,0,1,,,,,
101030201,103,2,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030201,0,0,0,1,,,,,
101030301,103,3,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030301,0,0,0,1,,,,,
101030401,103,4,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030401,0,0,0,1,,,,,
101030501,103,5,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030501,0,0,0,1,,,,,
101030601,103,6,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030601,0,0,0,1,,,,,
101030701,103,7,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030701,0,0,0,1,,,,,
101030801,103,8,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030801,0,0,0,1,,,,,
101030901,103,9,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101030901,0,0,0,1,,,,,
101031001,103,10,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031001,0,0,0,1,,,,,
101031101,103,11,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031101,0,0,0,1,,,,,
101031201,103,12,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031201,0,0,0,1,,,,,
101031301,103,13,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031301,0,0,0,1,,,,,
101031401,103,14,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031401,0,0,0,1,,,,,
101031501,103,15,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031501,0,0,0,1,,,,,
101031601,103,16,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031601,0,0,0,1,,,,,
101031701,103,17,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031701,0,0,0,1,,,,,
101031801,103,18,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031801,0,0,0,1,,,,,
101031901,103,19,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101031901,0,0,0,1,,,,,
101032001,103,20,Locale_SurfaceSkill:103_skill_name,Locale_SurfaceSkill:10103_skill_desc,icn_surface_shotrange_01,101032001,0,0,0,1,,,,,
101040101,104,1,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040101,0,0,0,2.1,,,,,
101040201,104,2,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040201,0,0,0,4.2,,,,,
101040301,104,3,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040301,0,0,0,6.3,,,,,
101040401,104,4,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040401,0,0,0,8.4,,,,,
101040501,104,5,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040501,0,0,0,10.5,,,,,
101040601,104,6,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040601,0,0,0,12.6,,,,,
101040701,104,7,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040701,0,0,0,14.7,,,,,
101040801,104,8,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040801,0,0,0,16.8,,,,,
101040901,104,9,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101040901,0,0,0,18.9,,,,,
101041001,104,10,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041001,0,0,0,21,,,,,
101041101,104,11,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041101,0,0,0,23.1,,,,,
101041201,104,12,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041201,0,0,0,25.2,,,,,
101041301,104,13,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041301,0,0,0,27.3,,,,,
101041401,104,14,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041401,0,0,0,29.4,,,,,
101041501,104,15,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041501,0,0,0,31.5,,,,,
101041601,104,16,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041601,0,0,0,33.6,,,,,
101041701,104,17,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041701,0,0,0,35.7,,,,,
101041801,104,18,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041801,0,0,0,37.8,,,,,
101041901,104,19,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101041901,0,0,0,39.9,,,,,
101042001,104,20,Locale_SurfaceSkill:104_skill_name,Locale_SurfaceSkill:10104_skill_desc,icn_skill_heal_01,101042001,0,0,0,42,,,,,
101050101,105,1,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050101,0,0,0,15,,,,,
101050201,105,2,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050201,0,0,0,20,,,,,
101050301,105,3,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050301,0,0,0,25,,,,,
101050401,105,4,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050401,0,0,0,30,,,,,
101050501,105,5,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050501,0,0,0,35,,,,,
101050601,105,6,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050601,0,0,0,40,,,,,
101050701,105,7,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050701,0,0,0,45,,,,,
101050801,105,8,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050801,0,0,0,50,,,,,
101050901,105,9,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050901,0,0,0,55,,,,,
101051001,105,10,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051001,0,0,0,60,,,,,
101051101,105,11,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051101,0,0,0,65,,,,,
101051201,105,12,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051201,0,0,0,70,,,,,
101051301,105,13,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051301,0,0,0,75,,,,,
101051401,105,14,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051401,0,0,0,80,,,,,
101051501,105,15,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051501,0,0,0,85,,,,,
101051601,105,16,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051601,0,0,0,90,,,,,
101051701,105,17,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051701,0,0,0,95,,,,,
101051801,105,18,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051801,0,0,0,100,,,,,
101051901,105,19,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051901,0,0,0,105,,,,,
101052001,105,20,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101052001,0,0,0,110,,,,,
101050102,105,1,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050102,0,0,0,15,,,,,
101050202,105,2,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050202,0,0,0,20,,,,,
101050302,105,3,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050302,0,0,0,25,,,,,
101050402,105,4,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050402,0,0,0,30,,,,,
101050502,105,5,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050502,0,0,0,35,,,,,
101050602,105,6,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050602,0,0,0,40,,,,,
101050702,105,7,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050702,0,0,0,45,,,,,
101050802,105,8,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050802,0,0,0,50,,,,,
101050902,105,9,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050902,0,0,0,55,,,,,
101051002,105,10,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051002,0,0,0,60,,,,,
101051102,105,11,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051102,0,0,0,65,,,,,
101051202,105,12,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051202,0,0,0,70,,,,,
101051302,105,13,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051302,0,0,0,75,,,,,
101051402,105,14,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051402,0,0,0,80,,,,,
101051502,105,15,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051502,0,0,0,85,,,,,
101051602,105,16,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051602,0,0,0,90,,,,,
101051702,105,17,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051702,0,0,0,95,,,,,
101051802,105,18,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051802,0,0,0,100,,,,,
101051902,105,19,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051902,0,0,0,105,,,,,
101052002,105,20,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101052002,0,0,0,110,,,,,
101050103,105,1,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050103,0,0,0,15,,,,,
101050203,105,2,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050203,0,0,0,20,,,,,
101050303,105,3,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050303,0,0,0,25,,,,,
101050403,105,4,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050403,0,0,0,30,,,,,
101050503,105,5,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050503,0,0,0,35,,,,,
101050603,105,6,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050603,0,0,0,40,,,,,
101050703,105,7,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050703,0,0,0,45,,,,,
101050803,105,8,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050803,0,0,0,50,,,,,
101050903,105,9,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050903,0,0,0,55,,,,,
101051003,105,10,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051003,0,0,0,60,,,,,
101051103,105,11,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051103,0,0,0,65,,,,,
101051203,105,12,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051203,0,0,0,70,,,,,
101051303,105,13,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051303,0,0,0,75,,,,,
101051403,105,14,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051403,0,0,0,80,,,,,
101051503,105,15,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051503,0,0,0,85,,,,,
101051603,105,16,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051603,0,0,0,90,,,,,
101051703,105,17,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051703,0,0,0,95,,,,,
101051803,105,18,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051803,0,0,0,100,,,,,
101051903,105,19,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051903,0,0,0,105,,,,,
101052003,105,20,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101052003,0,0,0,110,,,,,
101050104,105,1,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050104,0,0,0,15,,,,,
101050204,105,2,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050204,0,0,0,20,,,,,
101050304,105,3,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050304,0,0,0,25,,,,,
101050404,105,4,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050404,0,0,0,30,,,,,
101050504,105,5,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050504,0,0,0,35,,,,,
101050604,105,6,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050604,0,0,0,40,,,,,
101050704,105,7,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050704,0,0,0,45,,,,,
101050804,105,8,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050804,0,0,0,50,,,,,
101050904,105,9,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050904,0,0,0,55,,,,,
101051004,105,10,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051004,0,0,0,60,,,,,
101051104,105,11,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051104,0,0,0,65,,,,,
101051204,105,12,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051204,0,0,0,70,,,,,
101051304,105,13,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051304,0,0,0,75,,,,,
101051404,105,14,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051404,0,0,0,80,,,,,
101051504,105,15,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051504,0,0,0,85,,,,,
101051604,105,16,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051604,0,0,0,90,,,,,
101051704,105,17,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051704,0,0,0,95,,,,,
101051804,105,18,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051804,0,0,0,100,,,,,
101051904,105,19,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101051904,0,0,0,105,,,,,
101052004,105,20,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101052004,0,0,0,110,,,,,
101050105,105,1,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050105,0,0,0,15,,,,,
101050205,105,2,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050205,0,0,0,20,,,,,
101050305,105,3,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050305,0,0,0,25,,,,,
101050405,105,4,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050405,0,0,0,30,,,,,
101050505,105,5,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050505,0,0,0,35,,,,,
101050605,105,6,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050605,0,0,0,40,,,,,
101050705,105,7,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050705,0,0,0,45,,,,,
101050805,105,8,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050805,0,0,0,50,,,,,
101050905,105,9,Locale_SurfaceSkill:105_skill_name,Locale_SurfaceSkill:10105_skill_desc,icn_surface_incelementdmg_01,101050905,0,0,0,55,,,,,
