id,ranking_group_id,priority,resource_id,grant_type,grant_value_min,grant_value_max,reward_id,is_recording
206019,6,19,103,RankPercent,500,1000,3706019,False
206020,6,20,103,RankPercent,1000,1500,3706020,False
206021,6,21,103,RankPercent,1500,2000,3706021,False
206022,6,22,103,RankPercent,2000,3000,3706022,False
206023,6,23,102,RankPercent,3000,4000,3706023,False
206024,6,24,102,RankPercent,4000,5000,3706024,False
206025,6,25,102,RankPercent,5000,6000,3706025,False
206026,6,26,101,RankPercent,6000,8000,3706026,False
206027,6,27,101,RankPercent,8000,10000,3706027,False
206028,6,28,100,PlayCount,1,1,3706028,False
207001,7,1,105,Rank,1,1,3707001,True
207002,7,2,105,Rank,2,2,3707002,True
207003,7,3,105,Rank,3,3,3707003,True
207004,7,4,105,Rank,4,4,3707004,True
207005,7,5,105,Rank,5,5,3707005,True
207006,7,6,105,Rank,6,10,3707006,True
207007,7,7,105,Rank,11,20,3707007,True
207008,7,8,105,Rank,21,35,3707008,True
207009,7,9,105,Rank,36,50,3707009,True
207010,7,10,105,Rank,51,70,3707010,True
207011,7,11,105,Rank,71,100,3707011,True
207012,7,12,105,Rank,101,200,3707012,True
207013,7,13,105,RankPercent,0,50,3707013,False
207014,7,14,105,RankPercent,50,70,3707014,False
207015,7,15,105,RankPercent,70,100,3707015,False
207016,7,16,104,RankPercent,100,200,3707016,False
207017,7,17,104,RankPercent,200,300,3707017,False
207018,7,18,104,RankPercent,300,500,3707018,False
207019,7,19,103,RankPercent,500,1000,3707019,False
207020,7,20,103,RankPercent,1000,1500,3707020,False
207021,7,21,103,RankPercent,1500,2000,3707021,False
207022,7,22,103,RankPercent,2000,3000,3707022,False
207023,7,23,102,RankPercent,3000,4000,3707023,False
207024,7,24,102,RankPercent,4000,5000,3707024,False
207025,7,25,102,RankPercent,5000,6000,3707025,False
207026,7,26,101,RankPercent,6000,8000,3707026,False
207027,7,27,101,RankPercent,8000,10000,3707027,False
207028,7,28,100,PlayCount,1,1,3707028,False
208001,8,1,105,Rank,1,1,3708001,True
208002,8,2,105,Rank,2,2,3708002,True
208003,8,3,105,Rank,3,3,3708003,True
208004,8,4,105,Rank,4,4,3708004,True
208005,8,5,105,Rank,5,5,3708005,True
208006,8,6,105,Rank,6,10,3708006,True
208007,8,7,105,Rank,11,20,3708007,True
208008,8,8,105,Rank,21,35,3708008,True
208009,8,9,105,Rank,36,50,3708009,True
208010,8,10,105,Rank,51,70,3708010,True
208011,8,11,105,Rank,71,100,3708011,True
208012,8,12,105,Rank,101,200,3708012,True
208013,8,13,105,RankPercent,0,50,3708013,False
208014,8,14,105,RankPercent,50,70,3708014,False
208015,8,15,105,RankPercent,70,100,3708015,False
208016,8,16,104,RankPercent,100,200,3708016,False
208017,8,17,104,RankPercent,200,300,3708017,False
208018,8,18,104,RankPercent,300,500,3708018,False
208019,8,19,103,RankPercent,500,1000,3708019,False
208020,8,20,103,RankPercent,1000,1500,3708020,False
208021,8,21,103,RankPercent,1500,2000,3708021,False
208022,8,22,103,RankPercent,2000,3000,3708022,False
208023,8,23,102,RankPercent,3000,4000,3708023,False
208024,8,24,102,RankPercent,4000,5000,3708024,False
208025,8,25,102,RankPercent,5000,6000,3708025,False
208026,8,26,101,RankPercent,6000,8000,3708026,False
208027,8,27,101,RankPercent,8000,10000,3708027,False
208028,8,28,100,PlayCount,1,1,3708028,False
209001,9,1,105,Rank,1,1,3709001,True
209002,9,2,105,Rank,2,2,3709002,True
209003,9,3,105,Rank,3,3,3709003,True
209004,9,4,105,Rank,4,4,3709004,True
209005,9,5,105,Rank,5,5,3709005,True
209006,9,6,105,Rank,6,10,3709006,True
209007,9,7,105,Rank,11,20,3709007,True
209008,9,8,105,Rank,21,35,3709008,True
209009,9,9,105,Rank,36,50,3709009,True
209010,9,10,105,Rank,51,70,3709010,True
209011,9,11,105,Rank,71,100,3709011,True
209012,9,12,105,Rank,101,200,3709012,True
209013,9,13,105,RankPercent,0,50,3709013,False
209014,9,14,105,RankPercent,50,70,3709014,False
209015,9,15,105,RankPercent,70,100,3709015,False
209016,9,16,104,RankPercent,100,200,3709016,False
209017,9,17,104,RankPercent,200,300,3709017,False
209018,9,18,104,RankPercent,300,500,3709018,False
209019,9,19,103,RankPercent,500,1000,3709019,False
209020,9,20,103,RankPercent,1000,1500,3709020,False
209021,9,21,103,RankPercent,1500,2000,3709021,False
209022,9,22,103,RankPercent,2000,3000,3709022,False
209023,9,23,102,RankPercent,3000,4000,3709023,False
209024,9,24,102,RankPercent,4000,5000,3709024,False
209025,9,25,102,RankPercent,5000,6000,3709025,False
209026,9,26,101,RankPercent,6000,8000,3709026,False
209027,9,27,101,RankPercent,8000,10000,3709027,False
209028,9,28,100,PlayCount,1,1,3709028,False
210001,10,1,105,Rank,1,1,3710001,True
210002,10,2,105,Rank,2,2,3710002,True
210003,10,3,105,Rank,3,3,3710003,True
210004,10,4,105,Rank,4,4,3710004,True
210005,10,5,105,Rank,5,5,3710005,True
210006,10,6,105,Rank,6,10,3710006,True
210007,10,7,105,Rank,11,20,3710007,True
210008,10,8,105,Rank,21,35,3710008,True
210009,10,9,105,Rank,36,50,3710009,True
210010,10,10,105,Rank,51,70,3710010,True
210011,10,11,105,Rank,71,100,3710011,True
210012,10,12,105,Rank,101,200,3710012,True
210013,10,13,105,RankPercent,0,50,3710013,False
210014,10,14,105,RankPercent,50,70,3710014,False
210015,10,15,105,RankPercent,70,100,3710015,False
210016,10,16,104,RankPercent,100,200,3710016,False
210017,10,17,104,RankPercent,200,300,3710017,False
210018,10,18,104,RankPercent,300,500,3710018,False
210019,10,19,103,RankPercent,500,1000,3710019,False
210020,10,20,103,RankPercent,1000,1500,3710020,False
210021,10,21,103,RankPercent,1500,2000,3710021,False
210022,10,22,103,RankPercent,2000,3000,3710022,False
210023,10,23,102,RankPercent,3000,4000,3710023,False
210024,10,24,102,RankPercent,4000,5000,3710024,False
210025,10,25,102,RankPercent,5000,6000,3710025,False
210026,10,26,101,RankPercent,6000,8000,3710026,False
210027,10,27,101,RankPercent,8000,10000,3710027,False
210028,10,28,100,PlayCount,1,1,3710028,False
211001,11,1,105,Rank,1,1,3711001,True
211002,11,2,105,Rank,2,2,3711002,True
211003,11,3,105,Rank,3,3,3711003,True
211004,11,4,105,Rank,4,4,3711004,True
211005,11,5,105,Rank,5,5,3711005,True
211006,11,6,105,Rank,6,10,3711006,True
211007,11,7,105,Rank,11,20,3711007,True
211008,11,8,105,Rank,21,35,3711008,True
211009,11,9,105,Rank,36,50,3711009,True
211010,11,10,105,Rank,51,70,3711010,True
211011,11,11,105,Rank,71,100,3711011,True
211012,11,12,105,Rank,101,200,3711012,True
211013,11,13,105,RankPercent,0,50,3711013,False
211014,11,14,105,RankPercent,50,70,3711014,False
211015,11,15,105,RankPercent,70,100,3711015,False
211016,11,16,104,RankPercent,100,200,3711016,False
211017,11,17,104,RankPercent,200,300,3711017,False
211018,11,18,104,RankPercent,300,500,3711018,False
211019,11,19,103,RankPercent,500,1000,3711019,False
211020,11,20,103,RankPercent,1000,1500,3711020,False
211021,11,21,103,RankPercent,1500,2000,3711021,False
211022,11,22,103,RankPercent,2000,3000,3711022,False
211023,11,23,102,RankPercent,3000,4000,3711023,False
211024,11,24,102,RankPercent,4000,5000,3711024,False
211025,11,25,102,RankPercent,5000,6000,3711025,False
211026,11,26,101,RankPercent,6000,8000,3711026,False
211027,11,27,101,RankPercent,8000,10000,3711027,False
211028,11,28,100,PlayCount,1,1,3711028,False
212001,12,1,105,Rank,1,1,3712001,True
212002,12,2,105,Rank,2,2,3712002,True
212003,12,3,105,Rank,3,3,3712003,True
212004,12,4,105,Rank,4,4,3712004,True
212005,12,5,105,Rank,5,5,3712005,True
212006,12,6,105,Rank,6,10,3712006,True
212007,12,7,105,Rank,11,20,3712007,True
212008,12,8,105,Rank,21,35,3712008,True
212009,12,9,105,Rank,36,50,3712009,True
212010,12,10,105,Rank,51,70,3712010,True
212011,12,11,105,Rank,71,100,3712011,True
212012,12,12,105,Rank,101,200,3712012,True
212013,12,13,105,RankPercent,0,50,3712013,False
212014,12,14,105,RankPercent,50,70,3712014,False
212015,12,15,105,RankPercent,70,100,3712015,False
212016,12,16,104,RankPercent,100,200,3712016,False
212017,12,17,104,RankPercent,200,300,3712017,False
212018,12,18,104,RankPercent,300,500,3712018,False
212019,12,19,103,RankPercent,500,1000,3712019,False
212020,12,20,103,RankPercent,1000,1500,3712020,False
212021,12,21,103,RankPercent,1500,2000,3712021,False
212022,12,22,103,RankPercent,2000,3000,3712022,False
212023,12,23,102,RankPercent,3000,4000,3712023,False
212024,12,24,102,RankPercent,4000,5000,3712024,False
212025,12,25,102,RankPercent,5000,6000,3712025,False
212026,12,26,101,RankPercent,6000,8000,3712026,False
212027,12,27,101,RankPercent,8000,10000,3712027,False
212028,12,28,100,PlayCount,1,1,3712028,False
213001,13,1,105,Rank,1,1,3713001,True
213002,13,2,105,Rank,2,2,3713002,True
213003,13,3,105,Rank,3,3,3713003,True
213004,13,4,105,Rank,4,4,3713004,True
213005,13,5,105,Rank,5,5,3713005,True
213006,13,6,105,Rank,6,10,3713006,True
213007,13,7,105,Rank,11,20,3713007,True
213008,13,8,105,Rank,21,35,3713008,True
213009,13,9,105,Rank,36,50,3713009,True
213010,13,10,105,Rank,51,70,3713010,True
213011,13,11,105,Rank,71,100,3713011,True
213012,13,12,105,Rank,101,200,3713012,True
213013,13,13,105,RankPercent,0,50,3713013,False
213014,13,14,105,RankPercent,50,70,3713014,False
213015,13,15,105,RankPercent,70,100,3713015,False
213016,13,16,104,RankPercent,100,200,3713016,False
213017,13,17,104,RankPercent,200,300,3713017,False
213018,13,18,104,RankPercent,300,500,3713018,False
213019,13,19,103,RankPercent,500,1000,3713019,False
213020,13,20,103,RankPercent,1000,1500,3713020,False
213021,13,21,103,RankPercent,1500,2000,3713021,False
213022,13,22,103,RankPercent,2000,3000,3713022,False
213023,13,23,102,RankPercent,3000,4000,3713023,False
213024,13,24,102,RankPercent,4000,5000,3713024,False
213025,13,25,102,RankPercent,5000,6000,3713025,False
213026,13,26,101,RankPercent,6000,8000,3713026,False
213027,13,27,101,RankPercent,8000,10000,3713027,False
213028,13,28,100,PlayCount,1,1,3713028,False
214001,14,1,105,Rank,1,1,3714001,True
214002,14,2,105,Rank,2,2,3714002,True
214003,14,3,105,Rank,3,3,3714003,True
214004,14,4,105,Rank,4,4,3714004,True
214005,14,5,105,Rank,5,5,3714005,True
214006,14,6,105,Rank,6,10,3714006,True
214007,14,7,105,Rank,11,20,3714007,True
214008,14,8,105,Rank,21,35,3714008,True
214009,14,9,105,Rank,36,50,3714009,True
214010,14,10,105,Rank,51,70,3714010,True
214011,14,11,105,Rank,71,100,3714011,True
214012,14,12,105,Rank,101,200,3714012,True
214013,14,13,105,RankPercent,0,50,3714013,False
214014,14,14,105,RankPercent,50,70,3714014,False
214015,14,15,105,RankPercent,70,100,3714015,False
214016,14,16,104,RankPercent,100,200,3714016,False
214017,14,17,104,RankPercent,200,300,3714017,False
214018,14,18,104,RankPercent,300,500,3714018,False
214019,14,19,103,RankPercent,500,1000,3714019,False
214020,14,20,103,RankPercent,1000,1500,3714020,False
214021,14,21,103,RankPercent,1500,2000,3714021,False
214022,14,22,103,RankPercent,2000,3000,3714022,False
214023,14,23,102,RankPercent,3000,4000,3714023,False
214024,14,24,102,RankPercent,4000,5000,3714024,False
214025,14,25,102,RankPercent,5000,6000,3714025,False
214026,14,26,101,RankPercent,6000,8000,3714026,False
214027,14,27,101,RankPercent,8000,10000,3714027,False
214028,14,28,100,PlayCount,1,1,3714028,False
215001,15,1,105,Rank,1,1,3715001,True
215002,15,2,105,Rank,2,2,3715002,True
215003,15,3,105,Rank,3,3,3715003,True
215004,15,4,105,Rank,4,4,3715004,True
215005,15,5,105,Rank,5,5,3715005,True
215006,15,6,105,Rank,6,10,3715006,True
215007,15,7,105,Rank,11,20,3715007,True
215008,15,8,105,Rank,21,35,3715008,True
215009,15,9,105,Rank,36,50,3715009,True
215010,15,10,105,Rank,51,70,3715010,True
215011,15,11,105,Rank,71,100,3715011,True
215012,15,12,105,Rank,101,200,3715012,True
215013,15,13,105,RankPercent,0,50,3715013,False
215014,15,14,105,RankPercent,50,70,3715014,False
215015,15,15,105,RankPercent,70,100,3715015,False
215016,15,16,104,RankPercent,100,200,3715016,False
215017,15,17,104,RankPercent,200,300,3715017,False
215018,15,18,104,RankPercent,300,500,3715018,False
215019,15,19,103,RankPercent,500,1000,3715019,False
215020,15,20,103,RankPercent,1000,1500,3715020,False
215021,15,21,103,RankPercent,1500,2000,3715021,False
215022,15,22,103,RankPercent,2000,3000,3715022,False
215023,15,23,102,RankPercent,3000,4000,3715023,False
215024,15,24,102,RankPercent,4000,5000,3715024,False
215025,15,25,102,RankPercent,5000,6000,3715025,False
215026,15,26,101,RankPercent,6000,8000,3715026,False
215027,15,27,101,RankPercent,8000,10000,3715027,False
215028,15,28,100,PlayCount,1,1,3715028,False
216001,16,1,105,Rank,1,1,3716001,True
216002,16,2,105,Rank,2,2,3716002,True
216003,16,3,105,Rank,3,3,3716003,True
216004,16,4,105,Rank,4,4,3716004,True
216005,16,5,105,Rank,5,5,3716005,True
216006,16,6,105,Rank,6,10,3716006,True
216007,16,7,105,Rank,11,20,3716007,True
216008,16,8,105,Rank,21,35,3716008,True
216009,16,9,105,Rank,36,50,3716009,True
216010,16,10,105,Rank,51,70,3716010,True
216011,16,11,105,Rank,71,100,3716011,True
216012,16,12,105,Rank,101,200,3716012,True
216013,16,13,105,RankPercent,0,50,3716013,False
216014,16,14,105,RankPercent,50,70,3716014,False
216015,16,15,105,RankPercent,70,100,3716015,False
216016,16,16,104,RankPercent,100,200,3716016,False
216017,16,17,104,RankPercent,200,300,3716017,False
216018,16,18,104,RankPercent,300,500,3716018,False
216019,16,19,103,RankPercent,500,1000,3716019,False
216020,16,20,103,RankPercent,1000,1500,3716020,False
216021,16,21,103,RankPercent,1500,2000,3716021,False
216022,16,22,103,RankPercent,2000,3000,3716022,False
216023,16,23,102,RankPercent,3000,4000,3716023,False
216024,16,24,102,RankPercent,4000,5000,3716024,False
216025,16,25,102,RankPercent,5000,6000,3716025,False
216026,16,26,101,RankPercent,6000,8000,3716026,False
216027,16,27,101,RankPercent,8000,10000,3716027,False
216028,16,28,100,PlayCount,1,1,3716028,False
217001,17,1,105,Rank,1,1,3717001,True
217002,17,2,105,Rank,2,2,3717002,True
217003,17,3,105,Rank,3,3,3717003,True
217004,17,4,105,Rank,4,4,3717004,True
217005,17,5,105,Rank,5,5,3717005,True
217006,17,6,105,Rank,6,10,3717006,True
217007,17,7,105,Rank,11,20,3717007,True
217008,17,8,105,Rank,21,35,3717008,True
217009,17,9,105,Rank,36,50,3717009,True
217010,17,10,105,Rank,51,70,3717010,True
217011,17,11,105,Rank,71,100,3717011,True
217012,17,12,105,Rank,101,200,3717012,True
217013,17,13,105,RankPercent,0,50,3717013,False
217014,17,14,105,RankPercent,50,70,3717014,False
217015,17,15,105,RankPercent,70,100,3717015,False
217016,17,16,104,RankPercent,100,200,3717016,False
217017,17,17,104,RankPercent,200,300,3717017,False
217018,17,18,104,RankPercent,300,500,3717018,False
217019,17,19,103,RankPercent,500,1000,3717019,False
217020,17,20,103,RankPercent,1000,1500,3717020,False
217021,17,21,103,RankPercent,1500,2000,3717021,False
217022,17,22,103,RankPercent,2000,3000,3717022,False
217023,17,23,102,RankPercent,3000,4000,3717023,False
217024,17,24,102,RankPercent,4000,5000,3717024,False
217025,17,25,102,RankPercent,5000,6000,3717025,False
217026,17,26,101,RankPercent,6000,8000,3717026,False
217027,17,27,101,RankPercent,8000,10000,3717027,False
217028,17,28,100,PlayCount,1,1,3717028,False
218001,18,1,105,Rank,1,1,3718001,True
218002,18,2,105,Rank,2,2,3718002,True
218003,18,3,105,Rank,3,3,3718003,True
218004,18,4,105,Rank,4,4,3718004,True
218005,18,5,105,Rank,5,5,3718005,True
218006,18,6,105,Rank,6,10,3718006,True
218007,18,7,105,Rank,11,20,3718007,True
218008,18,8,105,Rank,21,35,3718008,True
218009,18,9,105,Rank,36,50,3718009,True
218010,18,10,105,Rank,51,70,3718010,True
218011,18,11,105,Rank,71,100,3718011,True
218012,18,12,105,Rank,101,200,3718012,True
218013,18,13,105,RankPercent,0,50,3718013,False
218014,18,14,105,RankPercent,50,70,3718014,False
218015,18,15,105,RankPercent,70,100,3718015,False
218016,18,16,104,RankPercent,100,200,3718016,False
218017,18,17,104,RankPercent,200,300,3718017,False
218018,18,18,104,RankPercent,300,500,3718018,False
218019,18,19,103,RankPercent,500,1000,3718019,False
218020,18,20,103,RankPercent,1000,1500,3718020,False
218021,18,21,103,RankPercent,1500,2000,3718021,False
218022,18,22,103,RankPercent,2000,3000,3718022,False
218023,18,23,102,RankPercent,3000,4000,3718023,False
218024,18,24,102,RankPercent,4000,5000,3718024,False
218025,18,25,102,RankPercent,5000,6000,3718025,False
218026,18,26,101,RankPercent,6000,8000,3718026,False
218027,18,27,101,RankPercent,8000,10000,3718027,False
218028,18,28,100,PlayCount,1,1,3718028,False
219001,19,1,105,Rank,1,1,3719001,True
219002,19,2,105,Rank,2,2,3719002,True
219003,19,3,105,Rank,3,3,3719003,True
219004,19,4,105,Rank,4,4,3719004,True
219005,19,5,105,Rank,5,5,3719005,True
219006,19,6,105,Rank,6,10,3719006,True
219007,19,7,105,Rank,11,20,3719007,True
219008,19,8,105,Rank,21,35,3719008,True
219009,19,9,105,Rank,36,50,3719009,True
219010,19,10,105,Rank,51,70,3719010,True
219011,19,11,105,Rank,71,100,3719011,True
219012,19,12,105,Rank,101,200,3719012,True
219013,19,13,105,RankPercent,0,50,3719013,False
219014,19,14,105,RankPercent,50,70,3719014,False
219015,19,15,105,RankPercent,70,100,3719015,False
219016,19,16,104,RankPercent,100,200,3719016,False
219017,19,17,104,RankPercent,200,300,3719017,False
219018,19,18,104,RankPercent,300,500,3719018,False
219019,19,19,103,RankPercent,500,1000,3719019,False
219020,19,20,103,RankPercent,1000,1500,3719020,False
219021,19,21,103,RankPercent,1500,2000,3719021,False
219022,19,22,103,RankPercent,2000,3000,3719022,False
219023,19,23,102,RankPercent,3000,4000,3719023,False
219024,19,24,102,RankPercent,4000,5000,3719024,False
219025,19,25,102,RankPercent,5000,6000,3719025,False
219026,19,26,101,RankPercent,6000,8000,3719026,False
219027,19,27,101,RankPercent,8000,10000,3719027,False
219028,19,28,100,PlayCount,1,1,3719028,False
220001,20,1,105,Rank,1,1,3720001,True
220002,20,2,105,Rank,2,2,3720002,True
220003,20,3,105,Rank,3,3,3720003,True
220004,20,4,105,Rank,4,4,3720004,True
220005,20,5,105,Rank,5,5,3720005,True
220006,20,6,105,Rank,6,10,3720006,True
220007,20,7,105,Rank,11,20,3720007,True
220008,20,8,105,Rank,21,35,3720008,True
220009,20,9,105,Rank,36,50,3720009,True
220010,20,10,105,Rank,51,70,3720010,True
220011,20,11,105,Rank,71,100,3720011,True
220012,20,12,105,Rank,101,200,3720012,True
220013,20,13,105,RankPercent,0,50,3720013,False
220014,20,14,105,RankPercent,50,70,3720014,False
220015,20,15,105,RankPercent,70,100,3720015,False
220016,20,16,104,RankPercent,100,200,3720016,False
220017,20,17,104,RankPercent,200,300,3720017,False
220018,20,18,104,RankPercent,300,500,3720018,False
220019,20,19,103,RankPercent,500,1000,3720019,False
220020,20,20,103,RankPercent,1000,1500,3720020,False
220021,20,21,103,RankPercent,1500,2000,3720021,False
220022,20,22,103,RankPercent,2000,3000,3720022,False
220023,20,23,102,RankPercent,3000,4000,3720023,False
220024,20,24,102,RankPercent,4000,5000,3720024,False
220025,20,25,102,RankPercent,5000,6000,3720025,False
220026,20,26,101,RankPercent,6000,8000,3720026,False
220027,20,27,101,RankPercent,8000,10000,3720027,False
220028,20,28,100,PlayCount,1,1,3720028,False
221001,21,1,105,Rank,1,1,3721001,True
221002,21,2,105,Rank,2,2,3721002,True
