id,conversation_id,room_id,speaker_type,member_id,message_type,jump_target,dialog_localkey,resource_id,reward_id,reward_expire_date,is_opener
m_main_02af_06_8,m_main_02af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_02af_06_8,,0,-639844352,False
m_main_02af_06_9,m_main_02af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_02af_06_9,,0,-639844352,False
m_main_02af_06_10,m_main_02af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_02af_06_10,,0,-639844352,False
m_main_02af_06_11,m_main_02af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_02af_06_11,,0,-639844352,False
m_main_03_07_1,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_1,,0,-639844352,True
m_main_03_07_2,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_2,,0,-639844352,False
m_main_03_07_3,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_3,,0,-639844352,False
m_main_03_07_4,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_4,,0,-639844352,False
m_main_03_07_5,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_5,,0,-639844352,False
m_main_03_07_6,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_6,,0,-639844352,False
m_main_03_07_7,m_main_03_07,syuen_s,Self,,Choice,m_main_03_07_9,Locale_MainScenario:m_main_03_07_7,,0,-639844352,False
m_main_03_07_8,m_main_03_07,syuen_s,Self,,Choice,m_main_03_07_12,Locale_MainScenario:m_main_03_07_8,,0,-639844352,False
m_main_03_07_9,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_9,,0,-639844352,False
m_main_03_07_10,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_10,,0,-639844352,False
m_main_03_07_11,m_main_03_07,syuen_s,They,syuen,Text,m_main_03_07_15,Locale_MainScenario:m_main_03_07_11,,0,-639844352,False
m_main_03_07_12,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_12,,0,-639844352,False
m_main_03_07_13,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_13,,0,-639844352,False
m_main_03_07_14,m_main_03_07,syuen_s,They,syuen,Text,m_main_03_07_15,Locale_MainScenario:m_main_03_07_14,,0,-639844352,False
m_main_03_07_15,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_15,,0,-639844352,False
m_main_03_07_16,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_16,,0,-639844352,False
m_main_03_07_17,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_17,,0,-639844352,False
m_main_03_07_18,m_main_03_07,syuen_s,Self,,Text,,Locale_MainScenario:m_main_03_07_18,,0,-639844352,False
m_main_03_07_19,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_19,,0,-639844352,False
m_main_03_07_20,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_20,,0,-639844352,False
m_main_03_07_21,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_21,,0,-639844352,False
m_main_03_07_22,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_22,,0,-639844352,False
m_main_03_07_23,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_23,,0,-639844352,False
m_main_03_07_24,m_main_03_07,syuen_s,Self,,Text,,Locale_MainScenario:m_main_03_07_24,,0,-639844352,False
m_main_03_07_25,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_25,,0,-639844352,False
m_main_03_07_26,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_26,,0,-639844352,False
m_main_03_07_27,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_27,,0,-639844352,False
m_main_03_07_28,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_28,,0,-639844352,False
m_main_03_07_29,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_29,,0,-639844352,False
m_main_03_07_30,m_main_03_07,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_03_07_30,,0,-639844352,False
m_main_04_08_1,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_1,,0,-639844352,True
m_main_04_08_2,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_2,,0,-639844352,False
m_main_04_08_3,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_3,,0,-639844352,False
m_main_04_08_4,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_4,,0,-639844352,False
m_main_04_08_5,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_5,,0,-639844352,False
m_main_04_08_6,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_6,,0,-639844352,False
m_main_04_08_7,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_7,,0,-639844352,False
m_main_04_08_8,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_8,,0,-639844352,False
m_main_04_08_9,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_9,,0,-639844352,False
m_main_04_08_10,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_10,,0,-639844352,False
m_main_04_08_11,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_11,,0,-639844352,False
m_main_04_08_12,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_12,,0,-639844352,False
m_main_04_08_13,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_13,,0,-639844352,False
m_main_04_08_14,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_14,,0,-639844352,False
m_main_04_08_15,m_main_04_08,syuen_s,Self,,Text,,Locale_MainScenario:m_main_04_08_15,,0,-639844352,False
m_main_04_08_16,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_16,,0,-639844352,False
m_main_04_08_17,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_17,,0,-639844352,False
m_main_04_08_18,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_18,,0,-639844352,False
m_main_04_08_19,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_19,,0,-639844352,False
m_main_04_08_20,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_20,,0,-639844352,False
m_main_04_08_21,m_main_04_08,syuen_s,Self,,Text,,Locale_MainScenario:m_main_04_08_21,,0,-639844352,False
m_main_04_08_22,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_22,,0,-639844352,False
m_main_04_08_23,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_23,,0,-639844352,False
m_main_04_08_24,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_24,,0,-639844352,False
m_main_04_08_25,m_main_04_08,syuen_s,Self,,Text,,Locale_MainScenario:m_main_04_08_25,,0,-639844352,False
m_main_04_08_26,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_26,,0,-639844352,False
m_main_04_08_27,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_27,,0,-639844352,False
m_main_04_08_28,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_28,,0,-639844352,False
m_main_04_08_29,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_29,,0,-639844352,False
m_main_04_08_30,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_30,,0,-639844352,False
m_main_04_08_31,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_31,,0,-639844352,False
m_main_04_08_32,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_32,,0,-639844352,False
m_main_04_08_33,m_main_04_08,syuen_s,Self,,Text,,Locale_MainScenario:m_main_04_08_33,,0,-639844352,False
m_main_04_08_34,m_main_04_08,syuen_s,They,syuen,Text,,Locale_MainScenario:m_main_04_08_34,,0,-639844352,False
m_main_04af_06_1,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_1,,0,-639844352,True
m_main_04af_06_2,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_2,,0,-639844352,False
m_main_04af_06_3,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_3,,0,-639844352,False
m_main_04af_06_4,m_main_04af_06,andersen_s,Self,,Text,,Locale_MainScenario:m_main_04af_06_4,,0,-639844352,False
m_main_04af_06_5,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_5,,0,-639844352,False
m_main_04af_06_6,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_6,,0,-639844352,False
m_main_04af_06_7,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_7,,0,-639844352,False
m_main_04af_06_8,m_main_04af_06,andersen_s,Self,,Text,,Locale_MainScenario:m_main_04af_06_8,,0,-639844352,False
m_main_04af_06_9,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_9,,0,-639844352,False
m_main_04af_06_10,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_10,,0,-639844352,False
m_main_04af_06_11,m_main_04af_06,andersen_s,Self,,Text,,Locale_MainScenario:m_main_04af_06_11,,0,-639844352,False
m_main_04af_06_12,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_12,,0,-639844352,False
m_main_04af_06_13,m_main_04af_06,andersen_s,They,andersen,Text,,Locale_MainScenario:m_main_04af_06_13,,0,-639844352,False
m_ex_alice_01_1,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_1,,0,-639844352,True
m_ex_alice_01_2,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_2,,0,-639844352,False
m_ex_alice_01_3,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_3,,0,-639844352,False
m_ex_alice_01_4,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_4,,0,-639844352,False
m_ex_alice_01_5,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_5,,0,-639844352,False
m_ex_alice_01_6,m_ex_alice_01,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_01_6,,0,-639844352,False
m_ex_alice_01_7,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_7,,0,-639844352,False
m_ex_alice_01_8,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_8,,0,-639844352,False
m_ex_alice_01_9,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_9,,0,-639844352,False
m_ex_alice_01_10,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_10,,0,-639844352,False
m_ex_alice_01_11,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_11,,0,-639844352,False
m_ex_alice_01_12,m_ex_alice_01,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_01_12,,0,-639844352,False
m_ex_alice_01_13,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_13,,0,-639844352,False
m_ex_alice_01_14,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_14,,0,-639844352,False
m_ex_alice_01_15,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_15,,0,-639844352,False
m_ex_alice_01_16,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_16,,0,-639844352,False
m_ex_alice_01_17,m_ex_alice_01,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_01_17,,0,-639844352,False
m_ex_alice_01_18,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_18,,0,-639844352,False
m_ex_alice_01_19,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_19,,0,-639844352,False
m_ex_alice_01_20,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_20,,0,-639844352,False
m_ex_alice_01_21,m_ex_alice_01,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_01_21,,0,-639844352,False
m_ex_alice_01_22,m_ex_alice_01,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_01_22,,0,-639844352,False
m_ex_alice_02_1,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_1,,0,-639844352,True
m_ex_alice_02_2,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_2,,0,-639844352,False
m_ex_alice_02_3,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_3,,0,-639844352,False
m_ex_alice_02_4,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_4,,0,-639844352,False
m_ex_alice_02_5,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_5,,0,-639844352,False
m_ex_alice_02_6,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_6,,0,-639844352,False
m_ex_alice_02_7,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_7,,0,-639844352,False
m_ex_alice_02_8,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_8,,0,-639844352,False
m_ex_alice_02_9,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_9,,0,-639844352,False
m_ex_alice_02_10,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_10,,0,-639844352,False
m_ex_alice_02_11,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_11,,0,-639844352,False
m_ex_alice_02_12,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_12,,0,-639844352,False
m_ex_alice_02_13,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_13,,0,-639844352,False
m_ex_alice_02_14,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_14,,0,-639844352,False
m_ex_alice_02_15,m_ex_alice_02,alice,Self,,Choice,m_ex_alice_02_18,Locale_SuddenMessage:m_ex_alice_02_15,,0,-639844352,False
m_ex_alice_02_16,m_ex_alice_02,alice,Self,,Choice,m_ex_alice_02_24,Locale_SuddenMessage:m_ex_alice_02_16,,0,-639844352,False
m_ex_alice_02_17,m_ex_alice_02,alice,Self,,Choice,m_ex_alice_02_29,Locale_SuddenMessage:m_ex_alice_02_17,,0,-639844352,False
m_ex_alice_02_18,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_18,,0,-639844352,False
m_ex_alice_02_19,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_19,,0,-639844352,False
m_ex_alice_02_20,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_20,,0,-639844352,False
m_ex_alice_02_21,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_21,,0,-639844352,False
m_ex_alice_02_22,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_22,,0,-639844352,False
m_ex_alice_02_23,m_ex_alice_02,alice,Self,,Text,m_ex_alice_02_34,Locale_SuddenMessage:m_ex_alice_02_23,,0,-639844352,False
m_ex_alice_02_24,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_24,,0,-639844352,False
m_ex_alice_02_25,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_25,,0,-639844352,False
m_ex_alice_02_26,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_26,,0,-639844352,False
m_ex_alice_02_27,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_27,,0,-639844352,False
m_ex_alice_02_28,m_ex_alice_02,alice,They,alice,Text,m_ex_alice_02_34,Locale_SuddenMessage:m_ex_alice_02_28,,0,-639844352,False
m_ex_alice_02_29,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_29,,0,-639844352,False
m_ex_alice_02_30,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_30,,0,-639844352,False
m_ex_alice_02_31,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_31,,0,-639844352,False
m_ex_alice_02_32,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_32,,0,-639844352,False
m_ex_alice_02_33,m_ex_alice_02,alice,Self,,Text,m_ex_alice_02_34,Locale_SuddenMessage:m_ex_alice_02_33,,0,-639844352,False
m_ex_alice_02_34,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_34,,0,-639844352,False
m_ex_alice_02_35,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_35,,0,-639844352,False
m_ex_alice_02_36,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_36,,0,-639844352,False
m_ex_alice_02_37,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_37,,0,-639844352,False
m_ex_alice_02_38,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_38,,0,-639844352,False
m_ex_alice_02_39,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_39,,0,-639844352,False
m_ex_alice_02_40,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_40,,0,-639844352,False
m_ex_alice_02_41,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_41,,0,-639844352,False
m_ex_alice_02_42,m_ex_alice_02,alice,Self,,Text,,Locale_SuddenMessage:m_ex_alice_02_42,,0,-639844352,False
m_ex_alice_02_43,m_ex_alice_02,alice,They,alice,Text,,Locale_SuddenMessage:m_ex_alice_02_43,,0,-639844352,False
m_ex_scouting_01_1,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_1,,0,-639844352,True
m_ex_scouting_01_2,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_2,,0,-639844352,False
m_ex_scouting_01_3,m_ex_scouting_01,scouting,Self,,Text,,Locale_SuddenMessage:m_ex_scouting_01_3,,0,-639844352,False
m_ex_scouting_01_4,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_4,,0,-639844352,False
m_ex_scouting_01_5,m_ex_scouting_01,scouting,Self,,Text,,Locale_SuddenMessage:m_ex_scouting_01_5,,0,-639844352,False
m_ex_scouting_01_6,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_6,,0,-639844352,False
m_ex_scouting_01_7,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_7,,0,-639844352,False
m_ex_scouting_01_8,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_8,,0,-639844352,False
m_ex_scouting_01_9,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_9,,0,-639844352,False
m_ex_scouting_01_10,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_10,,0,-639844352,False
m_ex_scouting_01_11,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_11,,0,-639844352,False
m_ex_scouting_01_12,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_12,,0,-639844352,False
m_ex_scouting_01_13,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_13,,0,-639844352,False
m_ex_scouting_01_14,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_14,,0,-639844352,False
m_ex_scouting_01_15,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_15,,0,-639844352,False
m_ex_scouting_01_16,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_16,,0,-639844352,False
m_ex_scouting_01_17,m_ex_scouting_01,scouting,They,delta,Text,,Locale_SuddenMessage:m_ex_scouting_01_17,,0,-639844352,False
m_ex_scouting_01_18,m_ex_scouting_01,scouting,They,delta,Text,,Locale_SuddenMessage:m_ex_scouting_01_18,,0,-639844352,False
m_ex_scouting_01_19,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_19,,0,-639844352,False
m_ex_scouting_01_20,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_20,,0,-639844352,False
m_ex_scouting_01_21,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_21,,0,-639844352,False
m_ex_scouting_01_22,m_ex_scouting_01,scouting,They,delta,Text,,Locale_SuddenMessage:m_ex_scouting_01_22,,0,-639844352,False
m_ex_scouting_01_23,m_ex_scouting_01,scouting,They,delta,Text,,Locale_SuddenMessage:m_ex_scouting_01_23,,0,-639844352,False
m_ex_scouting_01_24,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_24,,0,-639844352,False
m_ex_scouting_01_25,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_25,,0,-639844352,False
m_ex_scouting_01_26,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_26,,0,-639844352,False
m_ex_scouting_01_27,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_27,,0,-639844352,False
m_ex_scouting_01_28,m_ex_scouting_01,scouting,Self,,Text,,Locale_SuddenMessage:m_ex_scouting_01_28,,0,-639844352,False
m_ex_scouting_01_29,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_29,,0,-639844352,False
m_ex_scouting_01_30,m_ex_scouting_01,scouting,Self,,Text,,Locale_SuddenMessage:m_ex_scouting_01_30,,0,-639844352,False
m_ex_scouting_01_31,m_ex_scouting_01,scouting,They,signal,Text,,Locale_SuddenMessage:m_ex_scouting_01_31,,0,-639844352,False
