id,name_localkey,description_localkey,world_id,sort_id,resource_id,display_type_icon,display_type_name,item_type,item_rare,use_type,use_id,use_value
204006003,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_03_DESC,4,6003,icn_surface_hologram_computer_001,dummy,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,HologramComputer,3,0
204006004,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_MAIN_OBJECT_04_DESC,4,6004,icn_surface_hologram_computer_001,dummy,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,HologramComputer,4,0
204007001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_DESC,4,7001,icn_surface_enemy_light_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204007002,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_02_DESC,4,7002,icn_surface_enemy_light_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204007003,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_03_DESC,4,7003,icn_surface_enemy_light_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204007004,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_04_DESC,4,7004,icn_surface_enemy_light_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204008001,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_01_DESC,4,5001,icn_surface_enemy_light_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204008002,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_02_DESC,4,5002,icn_surface_enemy_light_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
204008003,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_03_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_03_DESC,4,5003,icn_surface_enemy_light_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
204008004,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_04_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_GATEWAY_KEYITEM_04_DESC,4,5004,icn_surface_enemy_light_002,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
205000007,Locale_System:SURFACE_ITEM_NAME_SUPPRESS_TICKET,Locale_System:SURFACE_ITEM_DESC_SUPPRESS_TICKET,5,7,im_1007,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
205000008,Locale_Surface:SURFACE_ITEM_NAME_EBLADUST,Locale_Surface:SURFACE_ITEM_DESC_EBLADUST,5,8,icn_surface_ticket_alvadust_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
205000009,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_DESC,5,9,im_1007,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
205000010,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_DESC,5,10,im_1007,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,None,0,0
205001001,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OPTICAL_CAMOUFLAGE_OBJECT_01_DESC,5,1001,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,OpticalCamouflage,900000501,0
205002001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_SUB_OBJECT_01_DESC,5,2001,icn_building_decoy_001_01,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalGenerator,900000501,0
205003001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_DESC,5,3001,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,ChargeBattery,0,100
205003002,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_DESC,5,3002,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,ChargeBattery,0,500
205004001,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_01_NAME,Locale_Surface:SURFACE_ITEM_MATERIAL_OCCUPATION_REPAIRTOOL_01_DESC,5,4001,icn_building_opticalcamouflage_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,R,CallingSignalRepair,0,100
205005002,Locale_Surface:surface_material_name_05003,Locale_Surface:surface_material_desc_05003,5,5002,icn_surface_keyitem_shovel_001,icn_surface,SURFACE_ITEM_DISPLAY_TYPE_02,SurfaceItemMaterial,SR,None,0,0
