id,group_id,order,helptip_title,helptip_image,helptip_description
100206,1002,6,Locale_Surface:SURFACE_TEAM_SET_HELPTIP_TITLE_105,,Locale_Surface:SURFACE_TEAM_SET_HELPTIP_DESC_105
100301,1003,1,Locale_Surface:SURFACE_SITUATION_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_SITUATION_HELPTIP_DESC_101
100401,1004,1,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_DESC_101
100402,1004,2,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_DESC_102
100403,1004,3,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_DESC_103
100404,1004,4,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_TITLE_104,,Locale_Surface:SURFACE_EVLA_PURIFICATION_HELPTIP_DESC_104
100501,1005,1,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_DESC_101
100502,1005,2,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_DESC_102
100503,1005,3,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_DESC_103
100504,1005,4,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_TITLE_104,,Locale_Surface:SURFACE_STRUCTURE_LEVEL_HELPTIP_DESC_104
100601,1006,1,Locale_Surface:SURFACE_STORAGE_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_STORAGE_HELPTIP_DESC_101
100602,1006,2,Locale_Surface:SURFACE_STORAGE_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_STORAGE_HELPTIP_DESC_102
100603,1006,3,Locale_Surface:SURFACE_STORAGE_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_STORAGE_HELPTIP_DESC_103
100701,1007,1,Locale_Surface:SURFACE_MANAGEMENT_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_MANAGEMENT_HELPTIP_DESC_101
100702,1007,2,Locale_Surface:SURFACE_MANAGEMENT_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_MANAGEMENT_HELPTIP_DESC_102
100801,1008,1,Locale_Surface:SURFACE_NOTICE_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_NOTICE_HELPTIP_DESC_101
100802,1008,2,Locale_Surface:SURFACE_NOTICE_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_NOTICE_HELPTIP_DESC_102
100901,1009,1,Locale_Surface:SURFACE_STRUCTURE_REPAIR_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_STRUCTURE_REPAIR_HELPTIP_DESC_101
101001,1010,1,Locale_Surface:SURFACE_FACTORY_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_FACTORY_HELPTIP_DESC_101
101002,1010,2,Locale_Surface:SURFACE_FACTORY_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_FACTORY_HELPTIP_DESC_102
101003,1010,3,Locale_Surface:SURFACE_FACTORY_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_FACTORY_HELPTIP_DESC_103
101004,1010,4,Locale_Surface:SURFACE_FACTORY_HELPTIP_TITLE_104,,Locale_Surface:SURFACE_FACTORY_HELPTIP_DESC_104
101101,1011,1,Locale_Surface:SURFACE_MISSION_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_MISSION_HELPTIP_DESC_101
101102,1011,2,Locale_Surface:SURFACE_MISSION_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_MISSION_HELPTIP_DESC_102
101103,1011,3,Locale_Surface:SURFACE_MISSION_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_MISSION_HELPTIP_DESC_103
101201,1012,1,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_DESC_101
101202,1012,2,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_DESC_102
101203,1012,3,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_DESC_103
101204,1012,4,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_TITLE_104,,Locale_Surface:SURFACE_HOSPITAL_HELPTIP_DESC_104
101301,1013,1,Locale_Surface:SURFACE_BATTERY_CHARGE_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_BATTERY_CHARGE_HELPTIP_DESC_101
101302,1013,2,Locale_Surface:SURFACE_BATTERY_CHARGE_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_BATTERY_CHARGE_HELPTIP_DESC_102
101401,1014,1,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_DESC_101
101402,1014,2,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_DESC_102
101403,1014,3,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_TITLE_103,,Locale_Surface:SURFACE_CALLING_SIGNAL_HELPTIP_DESC_103
101501,1015,1,Locale_Surface:SURFACE_TEAM_GROUP_INFO_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_TEAM_GROUP_INFO_HELPTIP_DESC_101
101502,1015,2,Locale_Surface:SURFACE_TEAM_GROUP_INFO_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_TEAM_GROUP_INFO_HELPTIP_DESC_102
101601,1016,1,Locale_Surface:SURFACE_SQUAD_INFO_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_SQUAD_INFO_HELPTIP_DESC_101
101602,1016,2,Locale_Surface:SURFACE_SQUAD_INFO_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_SQUAD_INFO_HELPTIP_DESC_102
101801,1018,1,Locale_Surface:SURFACE_COIN_COLLECTION_HELPTIP_TITLE_101,,Locale_Surface:SURFACE_COIN_COLLECTION_HELPTIP_DESC_101
101802,1018,2,Locale_Surface:SURFACE_COIN_COLLECTION_HELPTIP_TITLE_102,,Locale_Surface:SURFACE_COIN_COLLECTION_HELPTIP_DESC_102
