id,name,player_count,character_select_time_limit,character_lv,stage_level,monster_stage_lv,dynamic_object_stage_lv,cover_stage_lv,monster_stage_lv_change_group,spot_id,monster_stage_lv_change_group_easy,spot_id_easy,condition_reward_group,reward_limit_count,rank_condition_reward_group
47,Locale_System:MULTIRAID_COOPERATION_NAME_102,5,60,40,40,44,44,40,302,6303020,0,0,200000,3,210000
48,Locale_System:MULTIRAID_COOPERATION_NAME_103,5,60,40,40,44,44,40,302,6303021,0,0,200000,3,210000
49,Locale_System:MULTIRAID_COOPERATION_NAME_06,5,60,40,40,44,44,40,304,6303005,0,0,200000,3,210000
50,Locale_System:INTERCEPT_SPECIAL_1_SHORT_NAME,5,60,40,40,44,44,40,308,6303017,0,0,200000,3,210000
51,Locale_System:INTERCEPT_SPECIAL_4_SHORT_NAME,5,60,40,40,44,44,40,303,6303010,0,0,200000,3,210000
52,Locale_System:MULTIRAID_COOPERATION_NAME_04,5,60,40,40,38,38,40,306,6303004,0,0,200000,3,210000
53,Locale_System:world_raid_name_test_1,5,60,40,40,42,42,40,310,6303016,0,0,200000,3,210000
54,Locale_System:MULTIRAID_COOPERATION_NAME_06,5,60,40,40,38,38,40,304,6303005,0,0,200000,3,210000
55,Locale_System:INTERCEPT_SPECIAL_4_SHORT_NAME,5,60,40,40,38,38,40,303,6303010,0,0,200000,3,210000
56,Locale_System:INTERCEPT_SPECIAL_1_SHORT_NAME,5,60,40,40,38,38,40,308,6303001,0,0,200000,3,210000
57,Locale_System:MULTIRAID_COOPERATION_NAME_04,5,60,40,40,38,38,40,306,6303004,0,0,200000,3,210000
58,Locale_System:MULTIRAID_COOPERATION_NAME_07,5,60,40,40,42,42,40,311,6303018,0,0,200000,3,210000
59,Locale_System:MULTIRAID_COOPERATION_NAME_101,5,60,40,40,44,44,40,302,6303019,0,0,200000,3,210000
60,Locale_System:MULTIRAID_COOPERATION_NAME_102,5,60,40,40,44,44,40,302,6303020,0,0,200000,3,210000
61,Locale_System:MULTIRAID_COOPERATION_NAME_103,5,60,40,40,44,44,40,302,6303021,0,0,200000,3,210000
62,Locale_System:INTERCEPT_SPECIAL_1_SHORT_NAME,5,60,40,40,50,50,40,308,6303017,0,0,200000,3,210000
63,Locale_System:MULTIRAID_COOPERATION_NAME_04,5,60,40,40,38,38,40,306,6303004,0,0,200000,3,210000
64,Locale_System:MULTIRAID_COOPERATION_NAME_06,5,60,40,40,38,38,40,304,6303005,0,0,200000,3,210000
65,Locale_System:world_raid_name_test_1,5,60,40,40,42,42,40,310,6303016,0,0,200000,3,210000
66,Locale_System:INTERCEPT_SPECIAL_1_SHORT_NAME,5,60,40,40,50,50,40,308,6303017,0,0,200000,3,210000
67,Locale_System:MULTIRAID_COOPERATION_NAME_07,5,60,40,40,42,42,40,311,6303018,0,0,200000,3,210000
68,Locale_System:MULTIRAID_COOPERATION_NAME_101,5,60,40,40,44,44,40,302,6303020,302,6303023,200000,3,210010
69,Locale_System:MULTIRAID_COOPERATION_NAME_102,5,60,40,40,44,44,40,302,6303015,302,6303024,200000,3,210010
70,Locale_System:MULTIRAID_COOPERATION_NAME_103,5,60,40,40,44,44,40,302,6303021,302,6303025,200000,3,210010
71,Locale_System:INTERCEPT_SPECIAL_4_SHORT_NAME,5,60,40,40,38,38,40,303,6303010,303,6303026,200000,3,210010
72,Locale_System:MULTIRAID_COOPERATION_NAME_07,5,60,40,40,42,42,40,311,6303018,311,6303027,200000,3,210010
73,Locale_System:MULTIRAID_COOPERATION_NAME_04,5,60,40,40,38,38,40,306,6303004,306,6303028,200000,3,210010
74,Locale_System:INTERCEPT_SPECIAL_1_SHORT_NAME,5,60,40,40,50,50,40,308,6303001,308,6303029,200000,3,210010
75,Locale_System:world_raid_name_test_5,5,60,40,40,50,50,40,301,6303003,301,6303030,200000,3,210010
76,Locale_System:MULTIRAID_COOPERATION_NAME_101,5,60,40,40,44,44,40,302,6303015,302,6303024,200000,3,210010
77,Locale_System:MULTIRAID_COOPERATION_NAME_102,5,60,40,40,44,44,40,302,6303021,302,6303025,200000,3,210010
78,Locale_System:MULTIRAID_COOPERATION_NAME_103,5,60,40,40,44,44,40,302,6303019,302,6303031,200000,3,210010
79,Locale_System:MULTIRAID_COOPERATION_NAME_06,5,60,40,40,38,38,40,304,6303005,304,6303032,200000,3,210010
101,Locale_System:MULTIRAID_COOPERATION_NAME_101,5,60,40,40,44,44,40,302,6303007,0,0,200000,3,210000
102,Locale_System:MULTIRAID_COOPERATION_NAME_102,5,60,40,40,44,44,40,302,6303008,0,0,200000,3,210000
103,Locale_System:MULTIRAID_COOPERATION_NAME_103,5,60,40,40,44,44,40,302,6303009,0,0,200000,3,210000
