id,event_id,message_type,tid,resource_id,name_localkey,enter_scenario_id,exit_scenario_id,stamina_value,reward_id,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value
2001201,0,Message,m_ex_exia_01,0,,,,0,0,ObtainCharacter,5003,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2001202,0,RandomMessage,m_ex_exia_02,0,,,,0,0,ObtainCharacter,5003,1,MessageClear,2001201,1,None,0,0,None,0,0,None,0,0,None,0,0
2001203,0,RandomMessage,m_ex_exia_03,0,,,,0,0,ObtainCharacter,5003,1,MessageClear,2001201,1,None,0,0,None,0,0,None,0,0,None,0,0
2001301,0,Message,m_ex_alice_01,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,9000702,1,MainQuestClear,80,1,None,0,0,None,0,0,None,0,0
2001302,0,RandomMessage,m_ex_alice_02,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2001303,0,RandomMessage,m_ex_alice_03,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2001304,0,DailyMessage,m_ex_alice_04,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2001305,0,DailyMessage,m_ex_alice_05,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2001306,0,DailyMessage,m_ex_alice_06,0,,,,0,0,ObtainCharacter,5004,1,MessageClear,2001301,1,None,0,0,None,0,0,None,0,0,None,0,0
2001401,0,Message,m_ex_emma_01,0,,,,0,0,ObtainCharacter,5005,1,MainQuestClear,49,1,None,0,0,None,0,0,None,0,0,None,0,0
2001402,0,RandomMessage,m_ex_emma_02,0,,,,0,0,ObtainCharacter,5005,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2001403,0,RandomMessage,m_ex_emma_03,0,,,,0,0,ObtainCharacter,5005,1,MessageClear,2001401,1,None,0,0,None,0,0,None,0,0,None,0,0
2001501,0,Message,m_ex_yuni_01,0,,,,0,0,ObtainCharacter,5006,1,MainQuestClear,51,1,None,0,0,None,0,0,None,0,0,None,0,0
2001502,0,RandomMessage,m_ex_yuni_02,0,,,,0,0,ObtainCharacter,5006,1,MessageClear,2001501,1,None,0,0,None,0,0,None,0,0,None,0,0
2001503,0,RandomMessage,m_ex_yuni_03,0,,,,0,0,ObtainCharacter,5006,1,MessageClear,2001501,1,None,0,0,None,0,0,None,0,0,None,0,0
2001601,0,Message,m_ex_privaty_01,0,,,,0,0,ObtainCharacter,5007,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2001602,0,RandomMessage,m_ex_privaty_02,0,,,,0,0,ObtainCharacter,5007,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0
2001603,0,RandomMessage,m_ex_privaty_03,0,,,,0,0,ObtainCharacter,5007,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0
2001604,0,DailyMessage,m_ex_privaty_04,0,,,,0,0,ObtainCharacter,5007,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0
2001605,0,DailyMessage,m_ex_privaty_05,0,,,,0,0,ObtainCharacter,5007,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0
2001606,0,DailyMessage,m_ex_privaty_06,0,,,,0,0,ObtainCharacter,5007,1,MessageClear,2001601,1,None,0,0,None,0,0,None,0,0,None,0,0
2001701,0,Message,m_ex_frima_01,0,,,,0,0,ObtainCharacter,5010,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2001702,0,RandomMessage,m_ex_frima_02,0,,,,0,0,ObtainCharacter,5010,1,MessageClear,2001701,1,None,0,0,None,0,0,None,0,0,None,0,0
2001703,0,RandomMessage,m_ex_frima_03,0,,,,0,0,ObtainCharacter,5010,1,MessageClear,2001701,1,None,0,0,None,0,0,None,0,0,None,0,0
2001801,0,Message,m_ex_liter_01,0,,,,0,0,ObtainCharacter,5011,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2001802,0,RandomMessage,m_ex_liter_02,0,,,,0,0,ObtainCharacter,5011,1,MessageClear,2001801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001803,0,RandomMessage,m_ex_liter_03,0,,,,0,0,ObtainCharacter,5011,1,MessageClear,2001801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001804,0,DailyMessage,m_ex_liter_04,0,,,,0,0,ObtainCharacter,5011,1,MessageClear,2001801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001805,0,DailyMessage,m_ex_liter_05,0,,,,0,0,ObtainCharacter,5011,1,MessageClear,2001801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001806,0,DailyMessage,m_ex_liter_06,0,,,,0,0,ObtainCharacter,5011,1,MessageClear,2001801,1,None,0,0,None,0,0,None,0,0,None,0,0
2001901,0,Message,m_ex_snowwhite_01,0,,,,0,0,ObtainCharacter,5012,1,MainQuestClear,80,1,None,0,0,None,0,0,None,0,0,None,0,0
2001902,0,RandomMessage,m_ex_snowwhite_02,0,,,,0,0,ObtainCharacter,5012,1,MessageClear,2001901,1,None,0,0,None,0,0,None,0,0,None,0,0
2001903,0,RandomMessage,m_ex_snowwhite_03,0,,,,0,0,ObtainCharacter,5012,1,MessageClear,2001901,1,None,0,0,None,0,0,None,0,0,None,0,0
2002001,0,Message,m_ex_isabel_01,0,,,,0,0,ObtainCharacter,5013,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002002,0,RandomMessage,m_ex_isabel_02,0,,,,0,0,ObtainCharacter,5013,1,MessageClear,2002001,1,None,0,0,None,0,0,None,0,0,None,0,0
2002003,0,RandomMessage,m_ex_isabel_03,0,,,,0,0,ObtainCharacter,5013,1,MessageClear,2002001,1,None,0,0,None,0,0,None,0,0,None,0,0
2002101,0,Message,m_ex_julia_01,0,,,,0,0,ObtainCharacter,5014,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002102,0,RandomMessage,m_ex_julia_02,0,,,,0,0,ObtainCharacter,5014,1,MessageClear,2002101,1,None,0,0,None,0,0,None,0,0,None,0,0
2002103,0,RandomMessage,m_ex_julia_03,0,,,,0,0,ObtainCharacter,5014,1,MessageClear,2002101,1,None,0,0,None,0,0,None,0,0,None,0,0
2002201,0,Message,m_ex_signal_01,0,,,,0,0,ObtainCharacter,5015,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002202,0,RandomMessage,m_ex_signal_02,0,,,,0,0,ObtainCharacter,5015,1,MessageClear,2002201,1,None,0,0,None,0,0,None,0,0,None,0,0
2002203,0,RandomMessage,m_ex_signal_03,0,,,,0,0,ObtainCharacter,5015,1,MessageClear,2002201,1,None,0,0,None,0,0,None,0,0,None,0,0
2002301,0,Message,m_ex_poli_01,0,,,,0,0,ObtainCharacter,5016,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002302,0,RandomMessage,m_ex_poli_02,0,,,,0,0,ObtainCharacter,5016,1,MessageClear,2002301,1,None,0,0,None,0,0,None,0,0,None,0,0
2002303,0,RandomMessage,m_ex_poli_03,0,,,,0,0,ObtainCharacter,5016,1,MessageClear,2002301,1,None,0,0,None,0,0,None,0,0,None,0,0
2002401,0,Message,m_ex_miranda_01,0,,,,0,0,ObtainCharacter,5017,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002402,0,RandomMessage,m_ex_miranda_02,0,,,,0,0,ObtainCharacter,5017,1,MessageClear,2002401,1,None,0,0,None,0,0,None,0,0,None,0,0
2002403,0,RandomMessage,m_ex_miranda_03,0,,,,0,0,ObtainCharacter,5017,1,MessageClear,2002401,1,None,0,0,None,0,0,None,0,0,None,0,0
2002501,0,Message,m_ex_brid_01,0,,,,0,0,ObtainCharacter,5018,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002502,0,RandomMessage,m_ex_brid_02,0,,,,0,0,ObtainCharacter,5018,1,MessageClear,2002501,1,None,0,0,None,0,0,None,0,0,None,0,0
2002503,0,RandomMessage,m_ex_brid_03,0,,,,0,0,ObtainCharacter,5018,1,MessageClear,2002501,1,None,0,0,None,0,0,None,0,0,None,0,0
2002601,0,Message,m_ex_soline_01,0,,,,0,0,ObtainCharacter,5019,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002602,0,RandomMessage,m_ex_soline_02,0,,,,0,0,ObtainCharacter,5019,1,MessageClear,2002601,1,None,0,0,None,0,0,None,0,0,None,0,0
2002603,0,RandomMessage,m_ex_soline_03,0,,,,0,0,ObtainCharacter,5019,1,MessageClear,2002601,1,None,0,0,None,0,0,None,0,0,None,0,0
2002701,0,Message,m_ex_diesel_01,0,,,,0,0,ObtainCharacter,5020,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002702,0,RandomMessage,m_ex_diesel_02,0,,,,0,0,ObtainCharacter,5020,1,MessageClear,2002701,1,None,0,0,None,0,0,None,0,0,None,0,0
2002703,0,RandomMessage,m_ex_diesel_03,0,,,,0,0,ObtainCharacter,5020,1,MessageClear,2002701,1,None,0,0,None,0,0,None,0,0,None,0,0
2002704,0,DailyMessage,m_ex_diesel_04,0,,,,0,0,ObtainCharacter,5020,1,MessageClear,2002701,1,None,0,0,None,0,0,None,0,0,None,0,0
2002705,0,DailyMessage,m_ex_diesel_05,0,,,,0,0,ObtainCharacter,5020,1,MessageClear,2002701,1,None,0,0,None,0,0,None,0,0,None,0,0
2002706,0,DailyMessage,m_ex_diesel_06,0,,,,0,0,ObtainCharacter,5020,1,MessageClear,2002701,1,None,0,0,None,0,0,None,0,0,None,0,0
2002801,0,Message,m_ex_centi_01,0,,,,0,0,ObtainCharacter,5021,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2002802,0,RandomMessage,m_ex_centi_02,0,,,,0,0,ObtainCharacter,5021,1,MessageClear,2002801,1,None,0,0,None,0,0,None,0,0,None,0,0
2002803,0,RandomMessage,m_ex_centi_03,0,,,,0,0,ObtainCharacter,5021,1,MessageClear,2002801,1,None,0,0,None,0,0,None,0,0,None,0,0
2002901,0,Message,m_ex_vesti_01,0,,,,0,0,ObtainCharacter,5022,1,MainQuestClear,49,1,None,0,0,None,0,0,None,0,0,None,0,0
2002902,0,RandomMessage,m_ex_vesti_02,0,,,,0,0,ObtainCharacter,5022,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2002903,0,RandomMessage,m_ex_vesti_03,0,,,,0,0,ObtainCharacter,5022,1,MessageClear,2002901,1,None,0,0,None,0,0,None,0,0,None,0,0
2003001,0,Message,m_ex_eunhwa_01,0,,,,0,0,ObtainCharacter,5023,1,MainQuestClear,49,1,None,0,0,None,0,0,None,0,0,None,0,0
2003002,0,RandomMessage,m_ex_eunhwa_02,0,,,,0,0,ObtainCharacter,5023,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2003003,0,RandomMessage,m_ex_eunhwa_03,0,,,,0,0,ObtainCharacter,5023,1,MessageClear,2003001,1,None,0,0,None,0,0,None,0,0,None,0,0
2003101,0,Message,m_ex_drake_01,0,,,,0,0,ObtainCharacter,5024,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003102,0,RandomMessage,m_ex_drake_02,0,,,,0,0,ObtainCharacter,5024,1,MessageClear,2003101,1,None,0,0,None,0,0,None,0,0,None,0,0
2003103,0,RandomMessage,m_ex_drake_03,0,,,,0,0,ObtainCharacter,5024,1,MessageClear,2003101,1,None,0,0,None,0,0,None,0,0,None,0,0
2003104,0,DailyMessage,m_ex_drake_04,0,,,,0,0,ObtainCharacter,5024,1,MessageClear,2003101,1,None,0,0,None,0,0,None,0,0,None,0,0
2003105,0,DailyMessage,m_ex_drake_05,0,,,,0,0,ObtainCharacter,5024,1,MessageClear,2003101,1,None,0,0,None,0,0,None,0,0,None,0,0
2003106,0,DailyMessage,m_ex_drake_06,0,,,,0,0,ObtainCharacter,5024,1,MessageClear,2003101,1,None,0,0,None,0,0,None,0,0,None,0,0
2003201,0,Message,m_ex_crow_01,0,,,,0,0,ObtainCharacter,5025,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003202,0,RandomMessage,m_ex_crow_02,0,,,,0,0,ObtainCharacter,5025,1,MessageClear,2003201,1,None,0,0,None,0,0,None,0,0,None,0,0
2003203,0,RandomMessage,m_ex_crow_03,0,,,,0,0,ObtainCharacter,5025,1,MessageClear,2003201,1,None,0,0,None,0,0,None,0,0,None,0,0
2003301,0,Message,m_ex_mary_01,0,,,,0,0,ObtainCharacter,5026,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003302,0,RandomMessage,m_ex_mary_02,0,,,,0,0,ObtainCharacter,5026,1,MessageClear,2003301,1,None,0,0,None,0,0,None,0,0,None,0,0
2003303,0,RandomMessage,m_ex_mary_03,0,,,,0,0,ObtainCharacter,5026,1,MessageClear,2003301,1,None,0,0,None,0,0,None,0,0,None,0,0
2003304,0,DailyMessage,m_ex_mary_04,0,,,,0,0,ObtainCharacter,5026,1,MessageClear,2003301,1,None,0,0,None,0,0,None,0,0,None,0,0
2003305,0,DailyMessage,m_ex_mary_05,0,,,,0,0,ObtainCharacter,5026,1,MessageClear,2003301,1,None,0,0,None,0,0,None,0,0,None,0,0
2003306,0,DailyMessage,m_ex_mary_06,0,,,,0,0,ObtainCharacter,5026,1,MessageClear,2003305,1,None,0,0,None,0,0,None,0,0,None,0,0
2003401,0,Message,m_ex_pepper_01,0,,,,0,0,ObtainCharacter,5027,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003402,0,RandomMessage,m_ex_pepper_02,0,,,,0,0,ObtainCharacter,5027,1,MessageClear,2003401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003403,0,RandomMessage,m_ex_pepper_03,0,,,,0,0,ObtainCharacter,5027,1,MessageClear,2003401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003404,0,DailyMessage,m_ex_pepper_04,0,,,,0,0,ObtainCharacter,5027,1,MessageClear,2003401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003405,0,DailyMessage,m_ex_pepper_05,0,,,,0,0,ObtainCharacter,5027,1,MessageClear,2003401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003406,0,DailyMessage,m_ex_pepper_06,0,,,,0,0,ObtainCharacter,5027,1,MessageClear,2003401,1,None,0,0,None,0,0,None,0,0,None,0,0
2003501,0,Message,m_ex_milk_01,0,,,,0,0,ObtainCharacter,5028,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003502,0,RandomMessage,m_ex_milk_02,0,,,,0,0,ObtainCharacter,5028,1,MessageClear,2003501,1,None,0,0,None,0,0,None,0,0,None,0,0
2003503,0,RandomMessage,m_ex_milk_03,0,,,,0,0,ObtainCharacter,5028,1,MessageClear,2003501,1,None,0,0,None,0,0,None,0,0,None,0,0
2003601,0,Message,m_ex_yulha_01,0,,,,0,0,ObtainCharacter,5029,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003602,0,RandomMessage,m_ex_yulha_02,0,,,,0,0,ObtainCharacter,5029,1,MessageClear,2003601,1,None,0,0,None,0,0,None,0,0,None,0,0
2003603,0,RandomMessage,m_ex_yulha_03,0,,,,0,0,ObtainCharacter,5029,1,MessageClear,2003601,1,None,0,0,None,0,0,None,0,0,None,0,0
2003701,0,Message,m_ex_admi_01,0,,,,0,0,ObtainCharacter,5030,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003702,0,RandomMessage,m_ex_admi_02,0,,,,0,0,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0
2003703,0,RandomMessage,m_ex_admi_03,0,,,,0,0,ObtainCharacter,5030,1,MessageClear,2003701,1,None,0,0,None,0,0,None,0,0,None,0,0
2003801,0,Message,m_ex_guillotine_01,0,,,,0,0,ObtainCharacter,5031,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003802,0,RandomMessage,m_ex_guillotine_02,0,,,,0,0,ObtainCharacter,5031,1,MessageClear,2003801,1,None,0,0,None,0,0,None,0,0,None,0,0
2003803,0,RandomMessage,m_ex_guillotine_03,0,,,,0,0,ObtainCharacter,5031,1,MessageClear,2003801,1,None,0,0,None,0,0,None,0,0,None,0,0
2003901,0,Message,m_ex_maiden_01,0,,,,0,0,ObtainCharacter,5032,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2003902,0,RandomMessage,m_ex_maiden_02,0,,,,0,0,ObtainCharacter,5032,1,MessageClear,2003901,1,None,0,0,None,0,0,None,0,0,None,0,0
2003903,0,RandomMessage,m_ex_maiden_03,0,,,,0,0,ObtainCharacter,5032,1,MessageClear,2003901,1,None,0,0,None,0,0,None,0,0,None,0,0
2004001,0,Message,m_ex_ludmilla_01,0,,,,0,0,ObtainCharacter,5033,1,MessageClear,9000702,1,MainQuestClear,80,1,None,0,0,None,0,0,None,0,0
2004002,0,RandomMessage,m_ex_ludmilla_02,0,,,,0,0,ObtainCharacter,5033,1,MessageClear,2004001,1,None,0,0,None,0,0,None,0,0,None,0,0
2004003,0,RandomMessage,m_ex_ludmilla_03,0,,,,0,0,ObtainCharacter,5033,1,MessageClear,2004001,1,None,0,0,None,0,0,None,0,0,None,0,0
2004101,0,Message,m_ex_rupee_01,0,,,,0,0,ObtainCharacter,5034,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004102,0,RandomMessage,m_ex_rupee_02,0,,,,0,0,ObtainCharacter,5034,1,MessageClear,2004101,1,None,0,0,None,0,0,None,0,0,None,0,0
2004103,0,RandomMessage,m_ex_rupee_03,0,,,,0,0,ObtainCharacter,5034,1,MessageClear,2004101,1,None,0,0,None,0,0,None,0,0,None,0,0
2004201,0,Message,m_ex_yan_01,0,,,,0,0,ObtainCharacter,5035,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004202,0,RandomMessage,m_ex_yan_02,0,,,,0,0,ObtainCharacter,5035,1,MessageClear,2004201,1,None,0,0,None,0,0,None,0,0,None,0,0
2004203,0,RandomMessage,m_ex_yan_03,0,,,,0,0,ObtainCharacter,5035,1,MessageClear,2004201,1,None,0,0,None,0,0,None,0,0,None,0,0
2004301,0,Message,m_ex_dolla_01,0,,,,0,0,ObtainCharacter,5036,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004302,0,RandomMessage,m_ex_dolla_02,0,,,,0,0,ObtainCharacter,5036,1,MessageClear,2004301,1,None,0,0,None,0,0,None,0,0,None,0,0
2004303,0,RandomMessage,m_ex_dolla_03,0,,,,0,0,ObtainCharacter,5036,1,MessageClear,2004301,1,None,0,0,None,0,0,None,0,0,None,0,0
2004401,0,Message,m_ex_novel_01,0,,,,0,0,ObtainCharacter,5037,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004402,0,RandomMessage,m_ex_novel_02,0,,,,0,0,ObtainCharacter,5037,1,MessageClear,2004401,1,None,0,0,None,0,0,None,0,0,None,0,0
2004403,0,RandomMessage,m_ex_novel_03,0,,,,0,0,ObtainCharacter,5037,1,MessageClear,2004401,1,None,0,0,None,0,0,None,0,0,None,0,0
2004501,0,Message,m_ex_epinel_01,0,,,,0,0,ObtainCharacter,5038,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004502,0,RandomMessage,m_ex_epinel_02,0,,,,0,0,ObtainCharacter,5038,1,MessageClear,2004501,1,None,0,0,None,0,0,None,0,0,None,0,0
2004503,0,RandomMessage,m_ex_epinel_03,0,,,,0,0,ObtainCharacter,5038,1,MessageClear,2004501,1,None,0,0,None,0,0,None,0,0,None,0,0
2004601,0,Message,m_ex_folkwang_01,0,,,,0,0,ObtainCharacter,5039,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004602,0,RandomMessage,m_ex_folkwang_02,0,,,,0,0,ObtainCharacter,5039,1,MessageClear,2004601,1,None,0,0,None,0,0,None,0,0,None,0,0
2004603,0,RandomMessage,m_ex_folkwang_03,0,,,,0,0,ObtainCharacter,5039,1,MessageClear,2004601,1,None,0,0,None,0,0,None,0,0,None,0,0
2004701,0,Message,m_ex_rapunzel_01,0,,,,0,0,ObtainCharacter,5040,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004702,0,RandomMessage,m_ex_rapunzel_02,0,,,,0,0,ObtainCharacter,5040,1,MessageClear,2004701,1,None,0,0,None,0,0,None,0,0,None,0,0
2004703,0,RandomMessage,m_ex_rapunzel_03,0,,,,0,0,ObtainCharacter,5040,1,MessageClear,2004701,1,None,0,0,None,0,0,None,0,0,None,0,0
2004801,0,Message,m_ex_hongryeon_01,0,,,,0,0,ObtainCharacter,5041,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004802,0,RandomMessage,m_ex_hongryeon_02,0,,,,0,0,ObtainCharacter,5041,1,MessageClear,2004801,1,None,0,0,None,0,0,None,0,0,None,0,0
2004803,0,RandomMessage,m_ex_hongryeon_03,0,,,,0,0,ObtainCharacter,5041,1,MessageClear,2004801,1,None,0,0,None,0,0,None,0,0,None,0,0
2004901,0,Message,m_ex_harran_01,0,,,,0,0,ObtainCharacter,5042,1,MainQuestClear,25,1,None,0,0,None,0,0,None,0,0,None,0,0
2004902,0,RandomMessage,m_ex_harran_02,0,,,,0,0,ObtainCharacter,5042,1,MessageClear,2004901,1,None,0,0,None,0,0,None,0,0,None,0,0
