id,type,floor,monster_stage_lv,dynamic_object_stage_lv,standard_battle_power,stage_stat_increase_group_id,is_use_quick_battle,spot_autocontrol,field_monster_id,bg,spot_id,reward_id
10104,ALL,104,170,155,93500,40000,False,True,131002,sbg_tower_001_day,6210104,1210104
10105,ALL,105,170,155,95800,40000,False,True,232003,sbg_tower_001_day,6210105,1210105
10106,ALL,106,174,159,97500,40000,False,True,331001,sbg_tower_001_day,6210106,1210106
10107,ALL,107,176,161,99000,40000,False,True,232003,sbg_tower_001_day,6210107,1210107
10108,ALL,108,178,163,101300,40000,False,True,132006,sbg_tower_001_day,6210108,1210108
10109,ALL,109,180,165,103500,40000,False,True,232003,sbg_tower_001_day,6210109,1210109
10110,ALL,110,182,167,104800,40000,False,True,252001,sbg_tower_001_day,6210110,1210110
10111,ALL,111,184,166,110200,40000,False,True,132004,sbg_tower_001_day,6210111,1210111
10112,ALL,112,186,168,113400,40000,False,True,132002,sbg_tower_001_day,6210112,1210112
10113,ALL,113,188,170,114900,40000,False,True,332005,sbg_tower_001_day,6210113,1210113
10114,ALL,114,190,172,116900,40000,False,True,332001,sbg_tower_001_day,6210114,1210114
10115,ALL,115,192,174,120900,40000,False,True,232003,sbg_tower_001_day,6210115,1210115
10116,ALL,116,194,176,124000,40000,False,True,332007,sbg_tower_001_day,6210116,1210116
10117,ALL,117,196,178,125500,40000,False,True,132003,sbg_tower_001_day,6210117,1210117
10118,ALL,118,198,180,129000,40000,False,True,232001,sbg_tower_001_day,6210118,1210118
10119,ALL,119,200,182,130400,40000,False,True,232002,sbg_tower_001_day,6210119,1210119
10120,ALL,120,202,184,132000,40000,False,True,342005,sbg_tower_001_day,6210120,1210120
10121,ALL,121,204,186,138200,40000,False,True,231001,sbg_tower_001_day,6210121,1210121
10122,ALL,122,206,188,144300,40000,False,True,131001,sbg_tower_001_day,6210122,1210122
10123,ALL,123,208,190,146100,40000,False,True,332006,sbg_tower_001_day,6210123,1210123
10124,ALL,124,210,192,148000,40000,False,True,332001,sbg_tower_001_day,6210124,1210124
10125,ALL,125,212,194,149700,40000,False,True,232002,sbg_tower_001_day,6210125,1210125
10126,ALL,126,214,196,153200,40000,False,True,232005,sbg_tower_001_day,6210126,1210126
10127,ALL,127,216,198,155100,40000,False,True,131002,sbg_tower_001_day,6210127,1210127
10128,ALL,128,218,200,157800,40000,False,True,332007,sbg_tower_001_day,6210128,1210128
10129,ALL,129,220,202,159900,40000,False,True,232003,sbg_tower_001_day,6210129,1210129
10130,ALL,130,220,202,160700,40000,False,True,152001,sbg_tower_001_day,6210130,1210130
10131,ALL,131,224,199,170400,40000,False,True,131001,sbg_tower_001_day,6210131,1210131
10132,ALL,132,226,201,173200,40000,False,True,331002,sbg_tower_001_day,6210132,1210132
10133,ALL,133,228,203,177700,40000,False,True,332004,sbg_tower_001_day,6210133,1210133
10134,ALL,134,230,205,181500,40000,False,True,132004,sbg_tower_001_day,6210134,1210134
10135,ALL,135,232,207,185900,40000,False,True,131001,sbg_tower_001_day,6210135,1210135
10136,ALL,136,234,209,187800,40000,False,True,132003,sbg_tower_001_day,6210136,1210136
10137,ALL,137,236,211,189900,40000,False,True,232003,sbg_tower_001_day,6210137,1210137
10138,ALL,138,238,213,192700,40000,False,True,332004,sbg_tower_001_day,6210138,1210138
10139,ALL,139,240,215,199900,40000,False,True,232005,sbg_tower_001_day,6210139,1210139
10140,ALL,140,240,215,200900,40000,False,True,341002,sbg_tower_001_day,6210140,1210140
10141,ALL,141,244,214,209800,40000,False,True,132004,sbg_tower_001_day,6210141,1210141
10142,ALL,142,246,216,212800,40000,False,True,332005,sbg_tower_001_day,6210142,1210142
10143,ALL,143,248,218,222300,40000,False,True,332004,sbg_tower_001_day,6210143,1210143
10144,ALL,144,250,220,224400,40000,False,True,232002,sbg_tower_001_day,6210144,1210144
10145,ALL,145,252,222,227700,40000,False,True,332004,sbg_tower_001_day,6210145,1210145
10146,ALL,146,254,224,229700,40000,False,True,132002,sbg_tower_001_day,6210146,1210146
10147,ALL,147,256,226,231800,40000,False,True,232003,sbg_tower_001_day,6210147,1210147
10148,ALL,148,258,228,238400,40000,False,True,131003,sbg_tower_001_day,6210148,1210148
10149,ALL,149,260,230,240600,40000,False,True,331002,sbg_tower_001_day,6210149,1210149
10150,ALL,150,249,219,252600,40000,False,True,252002,sbg_tower_001_day,6210150,1210150
10151,ALL,151,267,237,260100,40000,False,True,131003,sbg_tower_001_day,6210151,1210151
10152,ALL,152,268,238,261000,40000,False,True,231005,sbg_tower_001_day,6210152,1210152
10153,ALL,153,269,239,262000,40000,False,True,332003,sbg_tower_001_day,6210153,1210153
10154,ALL,154,270,240,263100,40000,False,True,232003,sbg_tower_001_day,6210154,1210154
10155,ALL,155,271,241,271200,40000,False,True,132003,sbg_tower_001_day,6210155,1210155
10156,ALL,156,272,242,274000,40000,False,True,231005,sbg_tower_001_day,6210156,1210156
10157,ALL,157,273,243,275200,40000,False,True,232003,sbg_tower_001_day,6210157,1210157
10158,ALL,158,274,244,276200,40000,False,True,231001,sbg_tower_001_day,6210158,1210158
10159,ALL,159,275,245,277200,40000,False,True,132004,sbg_tower_001_day,6210159,1210159
10160,ALL,160,277,247,284800,40000,False,True,141002,sbg_tower_001_day,6210160,1210160
10161,ALL,161,278,248,285800,40000,False,True,331001,sbg_tower_001_day,6210161,1210161
10162,ALL,162,279,249,286800,40000,False,True,232003,sbg_tower_001_day,6210162,1210162
10163,ALL,163,280,250,287800,40000,False,True,131002,sbg_tower_001_day,6210163,1210163
10164,ALL,164,281,251,288800,40000,False,True,132006,sbg_tower_001_day,6210164,1210164
10165,ALL,165,282,252,295100,40000,False,True,332002,sbg_tower_001_day,6210165,1210165
10166,ALL,166,282,252,299100,40000,False,True,332003,sbg_tower_001_day,6210166,1210166
10167,ALL,167,283,253,300100,40000,False,True,332002,sbg_tower_001_day,6210167,1210167
10168,ALL,168,284,254,301200,40000,False,True,332007,sbg_tower_001_day,6210168,1210168
10169,ALL,169,285,255,302400,40000,False,True,131001,sbg_tower_001_day,6210169,1210169
10170,ALL,170,286,256,308200,40000,False,True,352004,sbg_tower_001_day,6210170,1210170
10171,ALL,171,286,256,309300,40000,False,True,132004,sbg_tower_001_day,6210171,1210171
10172,ALL,172,287,257,310500,40000,False,True,231002,sbg_tower_001_day,6210172,1210172
10173,ALL,173,288,258,311700,40000,False,True,232005,sbg_tower_001_day,6210173,1210173
10174,ALL,174,289,259,312900,40000,False,True,332002,sbg_tower_001_day,6210174,1210174
10175,ALL,175,291,261,315300,40000,False,True,332002,sbg_tower_001_day,6210175,1210175
10176,ALL,176,291,261,316300,40000,False,True,232005,sbg_tower_001_day,6210176,1210176
10177,ALL,177,292,262,317400,40000,False,True,131002,sbg_tower_001_day,6210177,1210177
10178,ALL,178,292,262,318500,40000,False,True,132006,sbg_tower_001_day,6210178,1210178
10179,ALL,179,293,263,319600,40000,False,True,231005,sbg_tower_001_day,6210179,1210179
10180,ALL,180,295,265,323000,40000,False,True,242001,sbg_tower_001_day,6210180,1210180
10181,ALL,181,295,265,324000,40000,False,True,131003,sbg_tower_001_day,6210181,1210181
10182,ALL,182,295,265,325000,40000,False,True,132004,sbg_tower_001_day,6210182,1210182
10183,ALL,183,296,266,326100,40000,False,True,232003,sbg_tower_001_day,6210183,1210183
10184,ALL,184,296,266,327300,40000,False,True,132006,sbg_tower_001_day,6210184,1210184
10185,ALL,185,297,267,332000,40000,False,True,132006,sbg_tower_001_day,6210185,1210185
10186,ALL,186,298,268,335800,40000,False,True,132004,sbg_tower_001_day,6210186,1210186
10187,ALL,187,299,269,336900,40000,False,True,332001,sbg_tower_001_day,6210187,1210187
10188,ALL,188,300,270,338100,40000,False,True,232002,sbg_tower_001_day,6210188,1210188
10189,ALL,189,301,271,339400,40000,False,True,132006,sbg_tower_001_day,6210189,1210189
10190,ALL,190,302,272,348400,40000,False,True,251001,sbg_tower_001_day,6210190,1210190
10191,ALL,191,303,273,352200,40000,False,True,232006,sbg_tower_001_day,6210191,1210191
10192,ALL,192,304,274,353400,40000,False,True,231001,sbg_tower_001_day,6210192,1210192
10193,ALL,193,305,275,354600,40000,False,True,232005,sbg_tower_001_day,6210193,1210193
10194,ALL,194,306,276,355700,40000,False,True,232006,sbg_tower_001_day,6210194,1210194
10195,ALL,195,307,277,362300,40000,False,True,132003,sbg_tower_001_day,6210195,1210195
10196,ALL,196,308,278,364400,40000,False,True,232005,sbg_tower_001_day,6210196,1210196
10197,ALL,197,309,279,365600,40000,False,True,131002,sbg_tower_001_day,6210197,1210197
10198,ALL,198,310,280,366800,40000,False,True,332005,sbg_tower_001_day,6210198,1210198
10199,ALL,199,311,281,367900,40000,False,True,132004,sbg_tower_001_day,6210199,1210199
10200,ALL,200,312,282,369100,40000,False,True,242002,sbg_tower_001_day,6210200,1210200
10201,ALL,201,313,283,370400,40000,False,True,332002,sbg_tower_001_day,6210201,1210201
10202,ALL,202,313,283,371400,40000,False,True,232005,sbg_tower_001_day,6210202,1210202
10203,ALL,203,314,284,372400,40000,False,True,232007,sbg_tower_001_day,6210203,1210203
10204,ALL,204,314,284,373500,40000,False,True,132006,sbg_tower_001_day,6210204,1210204
10205,ALL,205,316,286,377000,40000,False,True,132004,sbg_tower_001_day,6210205,1210205
10206,ALL,206,317,287,378500,40000,False,True,231005,sbg_tower_001_day,6210206,1210206
10207,ALL,207,317,287,379500,40000,False,True,232002,sbg_tower_001_day,6210207,1210207
10208,ALL,208,318,288,380600,40000,False,True,231005,sbg_tower_001_day,6210208,1210208
10209,ALL,209,319,289,381700,40000,False,True,231005,sbg_tower_001_day,6210209,1210209
10210,ALL,210,320,290,388200,40000,False,True,351002,sbg_tower_001_day,6210210,1210210
10211,ALL,211,320,290,391400,40000,False,True,132006,sbg_tower_001_day,6210211,1210211
10212,ALL,212,321,291,392500,40000,False,True,332007,sbg_tower_001_day,6210212,1210212
10213,ALL,213,322,292,393700,40000,False,True,131002,sbg_tower_001_day,6210213,1210213
10214,ALL,214,322,292,395000,40000,False,True,132006,sbg_tower_001_day,6210214,1210214
10215,ALL,215,323,293,401500,40000,False,True,132003,sbg_tower_001_day,6210215,1210215
10216,ALL,216,323,293,403700,40000,False,True,332002,sbg_tower_001_day,6210216,1210216
10217,ALL,217,324,294,405000,40000,False,True,332001,sbg_tower_001_day,6210217,1210217
10218,ALL,218,325,295,406300,40000,False,True,131002,sbg_tower_001_day,6210218,1210218
10219,ALL,219,326,296,407600,40000,False,True,332002,sbg_tower_001_day,6210219,1210219
10220,ALL,220,327,297,409100,40000,False,True,141001,sbg_tower_001_day,6210220,1210220
10221,ALL,221,329,299,411700,40000,False,True,231002,sbg_tower_001_day,6210221,1210221
10222,ALL,222,330,300,413000,40000,False,True,232003,sbg_tower_001_day,6210222,1210222
10223,ALL,223,331,301,414300,40000,False,True,132006,sbg_tower_001_day,6210223,1210223
10224,ALL,224,332,302,415600,40000,False,True,232003,sbg_tower_001_day,6210224,1210224
10225,ALL,225,333,303,422100,40000,False,True,132006,sbg_tower_001_day,6210225,1210225
10226,ALL,226,334,304,425100,40000,False,True,232005,sbg_tower_001_day,6210226,1210226
10227,ALL,227,334,304,426200,40000,False,True,132006,sbg_tower_001_day,6210227,1210227
10228,ALL,228,335,305,427400,40000,False,True,332007,sbg_tower_001_day,6210228,1210228
10229,ALL,229,336,306,428700,40000,False,True,132003,sbg_tower_001_day,6210229,1210229
10230,ALL,230,337,307,435200,40000,False,True,352001,sbg_tower_001_day,6210230,1210230
10231,ALL,231,338,308,438200,40000,False,True,332001,sbg_tower_001_day,6210231,1210231
10232,ALL,232,339,309,439400,40000,False,True,132004,sbg_tower_001_day,6210232,1210232
10233,ALL,233,340,310,440600,40000,False,True,231005,sbg_tower_001_day,6210233,1210233
10234,ALL,234,341,311,441900,40000,False,True,332002,sbg_tower_001_day,6210234,1210234
10235,ALL,235,342,312,450900,40000,False,True,232006,sbg_tower_001_day,6210235,1210235
10236,ALL,236,343,313,453900,40000,False,True,231005,sbg_tower_001_day,6210236,1210236
10237,ALL,237,344,314,455200,40000,False,True,332003,sbg_tower_001_day,6210237,1210237
10238,ALL,238,345,315,456500,40000,False,True,132006,sbg_tower_001_day,6210238,1210238
10239,ALL,239,346,316,457800,40000,False,True,132003,sbg_tower_001_day,6210239,1210239
10240,ALL,240,347,317,464700,40000,False,True,142002,sbg_tower_001_day,6210240,1210240
10241,ALL,241,348,318,466700,40000,False,True,132006,sbg_tower_001_day,6210241,1210241
10242,ALL,242,349,319,468000,40000,False,True,332003,sbg_tower_001_day,6210242,1210242
10243,ALL,243,350,320,469500,40000,False,True,131002,sbg_tower_001_day,6210243,1210243
10244,ALL,244,351,321,470800,40000,False,True,131002,sbg_tower_001_day,6210244,1210244
10245,ALL,245,352,322,476800,40000,False,True,231005,sbg_tower_001_day,6210245,1210245
10246,ALL,246,353,323,478800,40000,False,True,232003,sbg_tower_001_day,6210246,1210246
10247,ALL,247,354,324,480000,40000,False,True,232007,sbg_tower_001_day,6210247,1210247
10248,ALL,248,355,325,481200,40000,False,True,332002,sbg_tower_001_day,6210248,1210248
10249,ALL,249,356,326,482500,40000,False,True,232006,sbg_tower_001_day,6210249,1210249
10250,ALL,250,358,328,490000,40000,False,True,352002,sbg_tower_001_day,6210250,1210250
10251,ALL,251,362,332,491600,40000,False,True,331001,sbg_tower_001_day,6210251,1210251
10252,ALL,252,363,333,493100,40000,False,True,132006,sbg_tower_001_day,6210252,1210252
10253,ALL,253,364,334,494600,40000,False,True,232007,sbg_tower_001_day,6210253,1210253
10254,ALL,254,365,335,496100,40000,False,True,232003,sbg_tower_001_day,6210254,1210254
10255,ALL,255,366,336,499100,40000,False,True,331004,sbg_tower_001_day,6210255,1210255
10256,ALL,256,367,337,500600,40000,False,True,332002,sbg_tower_001_day,6210256,1210256
10257,ALL,257,367,337,502100,40000,False,True,332001,sbg_tower_001_day,6210257,1210257
10258,ALL,258,368,338,503600,40000,False,True,232002,sbg_tower_001_day,6210258,1210258
10259,ALL,259,369,339,505100,40000,False,True,132004,sbg_tower_001_day,6210259,1210259
10260,ALL,260,370,340,508100,40000,False,True,342101,sbg_tower_001_day,6210260,1210260
10261,ALL,261,371,341,509600,40000,False,True,231002,sbg_tower_001_day,6210261,1210261
10262,ALL,262,372,342,511100,40000,False,True,232003,sbg_tower_001_day,6210262,1210262
10263,ALL,263,373,343,512600,40000,False,True,231005,sbg_tower_001_day,6210263,1210263
10264,ALL,264,373,343,514100,40000,False,True,231002,sbg_tower_001_day,6210264,1210264
10265,ALL,265,374,344,517100,40000,False,True,231004,sbg_tower_001_day,6210265,1210265
10266,ALL,266,375,345,518600,40000,False,True,331001,sbg_tower_001_day,6210266,1210266
10267,ALL,267,376,346,520100,40000,False,True,332001,sbg_tower_001_day,6210267,1210267
10268,ALL,268,377,347,521600,40000,False,True,232002,sbg_tower_001_day,6210268,1210268
10269,ALL,269,378,348,523100,40000,False,True,231005,sbg_tower_001_day,6210269,1210269
10270,ALL,270,379,349,526100,40000,False,True,152003,sbg_tower_001_day,6210270,1210270
10271,ALL,271,379,349,527600,40000,False,True,232003,sbg_tower_001_day,6210271,1210271
10272,ALL,272,380,350,529100,40000,False,True,132006,sbg_tower_001_day,6210272,1210272
10273,ALL,273,381,351,530600,40000,False,True,232007,sbg_tower_001_day,6210273,1210273
10274,ALL,274,382,352,532100,40000,False,True,332007,sbg_tower_001_day,6210274,1210274
10275,ALL,275,383,353,535100,40000,False,True,132004,sbg_tower_001_day,6210275,1210275
10276,ALL,276,384,354,536600,40000,False,True,231002,sbg_tower_001_day,6210276,1210276
10277,ALL,277,385,355,538100,40000,False,True,232003,sbg_tower_001_day,6210277,1210277
10278,ALL,278,385,355,539600,40000,False,True,231005,sbg_tower_001_day,6210278,1210278
10279,ALL,279,386,356,541100,40000,False,True,232006,sbg_tower_001_day,6210279,1210279
10280,ALL,280,387,357,546100,40000,False,True,142103,sbg_tower_001_day,6210280,1210280
10281,ALL,281,388,358,547600,40000,False,True,332002,sbg_tower_001_day,6210281,1210281
10282,ALL,282,389,359,549100,40000,False,True,332001,sbg_tower_001_day,6210282,1210282
10283,ALL,283,390,360,550600,40000,False,True,232002,sbg_tower_001_day,6210283,1210283
10284,ALL,284,391,361,552100,40000,False,True,132006,sbg_tower_001_day,6210284,1210284
10285,ALL,285,391,361,557100,40000,False,True,232003,sbg_tower_001_day,6210285,1210285
10286,ALL,286,392,362,558600,40000,False,True,332002,sbg_tower_001_day,6210286,1210286
10287,ALL,287,393,363,560100,40000,False,True,332003,sbg_tower_001_day,6210287,1210287
10288,ALL,288,394,364,561600,40000,False,True,232007,sbg_tower_001_day,6210288,1210288
10289,ALL,289,395,365,563100,40000,False,True,332006,sbg_tower_001_day,6210289,1210289
10290,ALL,290,396,366,568100,40000,False,True,352004,sbg_tower_001_day,6210290,1210290
10291,ALL,291,397,367,569600,40000,False,True,231002,sbg_tower_001_day,6210291,1210291
10292,ALL,292,397,367,571100,40000,False,True,232003,sbg_tower_001_day,6210292,1210292
10293,ALL,293,398,368,572600,40000,False,True,231005,sbg_tower_001_day,6210293,1210293
10294,ALL,294,399,369,574100,40000,False,True,231002,sbg_tower_001_day,6210294,1210294
10295,ALL,295,400,370,579100,40000,False,True,231004,sbg_tower_001_day,6210295,1210295
10296,ALL,296,401,371,580600,40000,False,True,232006,sbg_tower_001_day,6210296,1210296
10297,ALL,297,402,372,582100,40000,False,True,132006,sbg_tower_001_day,6210297,1210297
10298,ALL,298,403,373,583600,40000,False,True,332002,sbg_tower_001_day,6210298,1210298
10299,ALL,299,403,373,585100,40000,False,True,131004,sbg_tower_001_day,6210299,1210299
10300,ALL,300,404,374,590100,40000,False,True,342104,sbg_tower_001_day,6210300,1210300
10301,ALL,301,405,375,591600,40000,False,True,332002,sbg_tower_001_day,6210301,1210301
10302,ALL,302,406,376,593100,40000,False,True,332001,sbg_tower_001_day,6210302,1210302
10303,ALL,303,407,377,594600,40000,False,True,232002,sbg_tower_001_day,6210303,1210303
10304,ALL,304,408,378,596100,40000,False,True,132006,sbg_tower_001_day,6210304,1210304
10305,ALL,305,409,379,603100,40000,False,True,231004,sbg_tower_001_day,6210305,1210305
10306,ALL,306,409,379,604600,40000,False,True,232003,sbg_tower_001_day,6210306,1210306
10307,ALL,307,410,380,606100,40000,False,True,132006,sbg_tower_001_day,6210307,1210307
