id,name_localkey,description_localkey,buff_description_localkey,resource_id,slot_order,buff_level,buff_type,buff_value,upgrade_cost_currency_id,upgrade_cost_currency_value
10110,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,10,SetStageStartCharacterLevel,10,3.0,10.0
10111,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,11,SetStageStartCharacterLevel,11,3.0,10.0
10112,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,12,SetStageStartCharacterLevel,12,3.0,10.0
10113,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,13,SetStageStartCharacterLevel,13,3.0,10.0
10114,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,14,SetStageStartCharacterLevel,14,3.0,10.0
10115,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,15,SetStageStartCharacterLevel,15,3.0,10.0
10116,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,16,SetStageStartCharacterLevel,16,3.0,10.0
10117,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,17,SetStageStartCharacterLevel,17,3.0,10.0
10118,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,18,SetStageStartCharacterLevel,18,3.0,10.0
10119,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,19,SetStageStartCharacterLevel,19,3.0,10.0
10120,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,20,SetStageStartCharacterLevel,20,3.0,10.0
10121,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,21,SetStageStartCharacterLevel,21,3.0,10.0
10122,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,22,SetStageStartCharacterLevel,22,3.0,10.0
10123,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,23,SetStageStartCharacterLevel,23,3.0,10.0
10124,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,24,SetStageStartCharacterLevel,24,3.0,10.0
10125,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,25,SetStageStartCharacterLevel,25,3.0,10.0
10126,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,26,SetStageStartCharacterLevel,26,3.0,10.0
10127,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,27,SetStageStartCharacterLevel,27,3.0,10.0
10128,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,28,SetStageStartCharacterLevel,28,3.0,10.0
10129,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,29,SetStageStartCharacterLevel,29,3.0,10.0
10130,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_name,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_desc,Locale_Event:EventBM_buff_SetStageStartCharacterLevel_buff_desc,bm_icon_buff_levelup,1,30,SetStageStartCharacterLevel,30,,
10200,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,0,DicreaseCharacterSummonCoolTime,0,3.0,2.0
10201,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,1,DicreaseCharacterSummonCoolTime,500,3.0,2.0
10202,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,2,DicreaseCharacterSummonCoolTime,1000,3.0,2.0
10203,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,3,DicreaseCharacterSummonCoolTime,1500,3.0,2.0
10204,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,4,DicreaseCharacterSummonCoolTime,2000,3.0,2.0
10205,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCoolTime_buff_desc,bm_icon_buff_cooltimedown,4,5,DicreaseCharacterSummonCoolTime,2500,,
10300,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,0,DicreaseCharacterSummonCost,0,3.0,2.0
10301,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,1,DicreaseCharacterSummonCost,200,3.0,2.0
10302,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,2,DicreaseCharacterSummonCost,400,3.0,2.0
10303,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,3,DicreaseCharacterSummonCost,600,3.0,2.0
10304,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,4,DicreaseCharacterSummonCost,800,3.0,2.0
10305,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_name,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_desc,Locale_Event:EventBM_buff_DicreaseCharacterSummonCost_buff_desc,bm_icon_buff_bubbledown,7,5,DicreaseCharacterSummonCost,1000,,
20100,Locale_Event:EventBM_buff_HeroSkillSummonUse_name,Locale_Event:EventBM_buff_HeroSkillSummonUse_desc,Locale_Event:EventBM_buff_HeroSkillSummonUse_buff_desc_off,bm_icon_buff_skill,2,0,HeroSkillSummonUse,0,3.0,2.0
20101,Locale_Event:EventBM_buff_HeroSkillSummonUse_name,Locale_Event:EventBM_buff_HeroSkillSummonUse_desc,Locale_Event:EventBM_buff_HeroSkillSummonUse_buff_desc_on,bm_icon_buff_skill,2,1,HeroSkillSummonUse,1,,
20200,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_name,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_desc,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_buff_desc_off,bm_icon_buff_skillcooltime,5,0,HeroSkillCoolTimeUse,0,3.0,2.0
20201,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_name,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_desc,Locale_Event:EventBM_buff_HeroSkillCoolTimeUse_buff_desc_on,bm_icon_buff_skillcooltime,5,1,HeroSkillCoolTimeUse,1,,
20300,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,0,IncreaseHeroSkillPower,0,3.0,2.0
20301,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,1,IncreaseHeroSkillPower,200,3.0,2.0
20302,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,2,IncreaseHeroSkillPower,400,3.0,2.0
20303,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,3,IncreaseHeroSkillPower,600,3.0,2.0
20304,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,4,IncreaseHeroSkillPower,800,3.0,2.0
20305,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_name,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_desc,Locale_Event:EventBM_buff_IncreaseHeroSkillPower_buff_desc,bm_icon_buff_skillup,8,5,IncreaseHeroSkillPower,1000,,
30100,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,0,SetStageStartSummonCurrencyLevel,0,3.0,2.0
30101,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,1,SetStageStartSummonCurrencyLevel,1,3.0,2.0
30102,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,2,SetStageStartSummonCurrencyLevel,2,3.0,2.0
30103,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,3,SetStageStartSummonCurrencyLevel,3,3.0,2.0
30104,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,4,SetStageStartSummonCurrencyLevel,4,3.0,2.0
30105,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_name,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_desc,Locale_Event:EventBM_buff_SetStageStartSummonCurrencyLevel_buff_desc,bm_icon_buff_bubbleup,3,5,SetStageStartSummonCurrencyLevel,5,,
30200,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,0,IncreaseStageChargeSummonCurrency,0,3.0,2.0
30201,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,1,IncreaseStageChargeSummonCurrency,1000,3.0,2.0
30202,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,2,IncreaseStageChargeSummonCurrency,2000,3.0,2.0
30203,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,3,IncreaseStageChargeSummonCurrency,3000,3.0,2.0
30204,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,4,IncreaseStageChargeSummonCurrency,4000,3.0,2.0
30205,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_name,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_desc,Locale_Event:EventBM_buff_IncreaseStageChargeSummonCurrency_buff_desc,bm_icon_buff_bubbleplus,6,5,IncreaseStageChargeSummonCurrency,5000,,
