id,category,iconResource,order,collectable_name,collectable_desc,collectable_desc_short,additionalGetInfo,is_Reset
120,Memory,icn_mvg_memory_chapter_3,11,Locale_Event:EventMVG_Collectable_Memory_11_Name,Locale_Event:EventMVG_Collectable_Memory_11_Desc,Locale_Event:EventMVG_Collectable_Memory_11_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_11_GetInfo,True
121,Memory,icn_mvg_memory_chapter_3,12,Locale_Event:EventMVG_Collectable_Memory_12_Name,Locale_Event:EventMVG_Collectable_Memory_12_Desc,Locale_Event:EventMVG_Collectable_Memory_12_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_12_GetInfo,True
122,Memory,icn_mvg_memory_chapter_3,13,Locale_Event:EventMVG_Collectable_Memory_13_Name,Locale_Event:EventMVG_Collectable_Memory_13_Desc,Locale_Event:EventMVG_Collectable_Memory_13_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_13_GetInfo,True
123,Memory,icn_mvg_memory_chapter_3,14,Locale_Event:EventMVG_Collectable_Memory_14_Name,Locale_Event:EventMVG_Collectable_Memory_14_Desc,Locale_Event:EventMVG_Collectable_Memory_14_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_14_GetInfo,True
124,Memory,icn_mvg_memory_chapter_3,15,Locale_Event:EventMVG_Collectable_Memory_15_Name,Locale_Event:EventMVG_Collectable_Memory_15_Desc,Locale_Event:EventMVG_Collectable_Memory_15_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_15_GetInfo,True
130,Memory,icn_mvg_memory_chapter_4,16,Locale_Event:EventMVG_Collectable_Memory_16_Name,Locale_Event:EventMVG_Collectable_Memory_16_Desc,Locale_Event:EventMVG_Collectable_Memory_16_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_16_GetInfo,True
131,Memory,icn_mvg_memory_chapter_4,17,Locale_Event:EventMVG_Collectable_Memory_17_Name,Locale_Event:EventMVG_Collectable_Memory_17_Desc,Locale_Event:EventMVG_Collectable_Memory_17_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_17_GetInfo,True
132,Memory,icn_mvg_memory_chapter_4,18,Locale_Event:EventMVG_Collectable_Memory_18_Name,Locale_Event:EventMVG_Collectable_Memory_18_Desc,Locale_Event:EventMVG_Collectable_Memory_18_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_18_GetInfo,True
133,Memory,icn_mvg_memory_chapter_4,19,Locale_Event:EventMVG_Collectable_Memory_19_Name,Locale_Event:EventMVG_Collectable_Memory_19_Desc,Locale_Event:EventMVG_Collectable_Memory_19_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_19_GetInfo,True
134,Memory,icn_mvg_memory_chapter_4,20,Locale_Event:EventMVG_Collectable_Memory_20_Name,Locale_Event:EventMVG_Collectable_Memory_20_Desc,Locale_Event:EventMVG_Collectable_Memory_20_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_20_GetInfo,True
140,Memory,icn_mvg_memory_chapter_5,21,Locale_Event:EventMVG_Collectable_Memory_21_Name,Locale_Event:EventMVG_Collectable_Memory_21_Desc,Locale_Event:EventMVG_Collectable_Memory_21_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_21_GetInfo,True
141,Memory,icn_mvg_memory_chapter_5,22,Locale_Event:EventMVG_Collectable_Memory_22_Name,Locale_Event:EventMVG_Collectable_Memory_22_Desc,Locale_Event:EventMVG_Collectable_Memory_22_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_22_GetInfo,True
142,Memory,icn_mvg_memory_chapter_5,23,Locale_Event:EventMVG_Collectable_Memory_23_Name,Locale_Event:EventMVG_Collectable_Memory_23_Desc,Locale_Event:EventMVG_Collectable_Memory_23_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_23_GetInfo,True
143,Memory,icn_mvg_memory_chapter_5,24,Locale_Event:EventMVG_Collectable_Memory_24_Name,Locale_Event:EventMVG_Collectable_Memory_24_Desc,Locale_Event:EventMVG_Collectable_Memory_24_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_24_GetInfo,True
144,Memory,icn_mvg_memory_chapter_5,25,Locale_Event:EventMVG_Collectable_Memory_25_Name,Locale_Event:EventMVG_Collectable_Memory_25_Desc,Locale_Event:EventMVG_Collectable_Memory_25_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_25_GetInfo,True
150,Memory,icn_mvg_memory_chapter_6,26,Locale_Event:EventMVG_Collectable_Memory_26_Name,Locale_Event:EventMVG_Collectable_Memory_26_Desc,Locale_Event:EventMVG_Collectable_Memory_26_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_26_GetInfo,True
151,Memory,icn_mvg_memory_chapter_6,27,Locale_Event:EventMVG_Collectable_Memory_27_Name,Locale_Event:EventMVG_Collectable_Memory_27_Desc,Locale_Event:EventMVG_Collectable_Memory_27_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_27_GetInfo,True
152,Memory,icn_mvg_memory_chapter_6,28,Locale_Event:EventMVG_Collectable_Memory_28_Name,Locale_Event:EventMVG_Collectable_Memory_28_Desc,Locale_Event:EventMVG_Collectable_Memory_28_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_28_GetInfo,True
153,Memory,icn_mvg_memory_chapter_6,29,Locale_Event:EventMVG_Collectable_Memory_29_Name,Locale_Event:EventMVG_Collectable_Memory_29_Desc,Locale_Event:EventMVG_Collectable_Memory_29_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_29_GetInfo,True
154,Memory,icn_mvg_memory_chapter_6,30,Locale_Event:EventMVG_Collectable_Memory_30_Name,Locale_Event:EventMVG_Collectable_Memory_30_Desc,Locale_Event:EventMVG_Collectable_Memory_30_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_30_GetInfo,True
160,Memory,icn_mvg_memory_chapter_7,31,Locale_Event:EventMVG_Collectable_Memory_31_Name,Locale_Event:EventMVG_Collectable_Memory_31_Desc,Locale_Event:EventMVG_Collectable_Memory_31_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_31_GetInfo,True
161,Memory,icn_mvg_memory_chapter_7,32,Locale_Event:EventMVG_Collectable_Memory_32_Name,Locale_Event:EventMVG_Collectable_Memory_32_Desc,Locale_Event:EventMVG_Collectable_Memory_32_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_32_GetInfo,True
162,Memory,icn_mvg_memory_chapter_7,33,Locale_Event:EventMVG_Collectable_Memory_33_Name,Locale_Event:EventMVG_Collectable_Memory_33_Desc,Locale_Event:EventMVG_Collectable_Memory_33_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_33_GetInfo,True
163,Memory,icn_mvg_memory_chapter_7,34,Locale_Event:EventMVG_Collectable_Memory_34_Name,Locale_Event:EventMVG_Collectable_Memory_34_Desc,Locale_Event:EventMVG_Collectable_Memory_34_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_34_GetInfo,True
164,Memory,icn_mvg_memory_chapter_7,35,Locale_Event:EventMVG_Collectable_Memory_35_Name,Locale_Event:EventMVG_Collectable_Memory_35_Desc,Locale_Event:EventMVG_Collectable_Memory_35_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_35_GetInfo,True
170,Memory,icn_mvg_memory_chapter_8,36,Locale_Event:EventMVG_Collectable_Memory_36_Name,Locale_Event:EventMVG_Collectable_Memory_36_Desc,Locale_Event:EventMVG_Collectable_Memory_36_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_36_GetInfo,True
171,Memory,icn_mvg_memory_chapter_8,37,Locale_Event:EventMVG_Collectable_Memory_37_Name,Locale_Event:EventMVG_Collectable_Memory_37_Desc,Locale_Event:EventMVG_Collectable_Memory_37_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_37_GetInfo,True
172,Memory,icn_mvg_memory_chapter_8,38,Locale_Event:EventMVG_Collectable_Memory_38_Name,Locale_Event:EventMVG_Collectable_Memory_38_Desc,Locale_Event:EventMVG_Collectable_Memory_38_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_38_GetInfo,True
173,Memory,icn_mvg_memory_chapter_8,39,Locale_Event:EventMVG_Collectable_Memory_39_Name,Locale_Event:EventMVG_Collectable_Memory_39_Desc,Locale_Event:EventMVG_Collectable_Memory_39_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_39_GetInfo,True
174,Memory,icn_mvg_memory_chapter_8,40,Locale_Event:EventMVG_Collectable_Memory_40_Name,Locale_Event:EventMVG_Collectable_Memory_40_Desc,Locale_Event:EventMVG_Collectable_Memory_40_Desc_Short,Locale_Event:EventMVG_Collectable_Memory_40_GetInfo,True
300,Key,icn_mvg_key_scenario_1,1,Locale_Event:EventMVG_Collectable_Key_01_Name,Locale_Event:EventMVG_Collectable_Key_01_Desc,Locale_Event:EventMVG_Collectable_Key_01_Desc_Short,Locale_Event:EventMVG_Collectable_Key_01_GetInfo,False
301,Key,icn_mvg_key_scenario_2,2,Locale_Event:EventMVG_Collectable_Key_02_Name,Locale_Event:EventMVG_Collectable_Key_02_Desc,Locale_Event:EventMVG_Collectable_Key_02_Desc_Short,Locale_Event:EventMVG_Collectable_Key_02_GetInfo,False
302,Key,icn_mvg_key_scenario_3,3,Locale_Event:EventMVG_Collectable_Key_03_Name,Locale_Event:EventMVG_Collectable_Key_03_Desc,Locale_Event:EventMVG_Collectable_Key_03_Desc_Short,Locale_Event:EventMVG_Collectable_Key_03_GetInfo,False
400,Key,icn_mvg_key_chapter_1,4,Locale_Event:EventMVG_Collectable_Key_04_Name,Locale_Event:EventMVG_Collectable_Key_04_Desc,Locale_Event:EventMVG_Collectable_Key_04_Desc_Short,Locale_Event:EventMVG_Collectable_Key_04_GetInfo,True
401,Key,icn_mvg_key_chapter_2,7,Locale_Event:EventMVG_Collectable_Key_05_Name,Locale_Event:EventMVG_Collectable_Key_05_Desc,Locale_Event:EventMVG_Collectable_Key_05_Desc_Short,Locale_Event:EventMVG_Collectable_Key_05_GetInfo,True
402,Key,icn_mvg_key_chapter_3,5,Locale_Event:EventMVG_Collectable_Key_06_Name,Locale_Event:EventMVG_Collectable_Key_06_Desc,Locale_Event:EventMVG_Collectable_Key_06_Desc_Short,Locale_Event:EventMVG_Collectable_Key_06_GetInfo,True
403,Key,icn_mvg_key_chapter_3,6,Locale_Event:EventMVG_Collectable_Key_07_Name,Locale_Event:EventMVG_Collectable_Key_07_Desc,Locale_Event:EventMVG_Collectable_Key_07_Desc_Short,Locale_Event:EventMVG_Collectable_Key_07_GetInfo,True
404,Key,icn_mvg_key_chapter_3,6,Locale_Event:EventMVG_Collectable_Key_08_Name,Locale_Event:EventMVG_Collectable_Key_08_Desc,Locale_Event:EventMVG_Collectable_Key_08_Desc_Short,Locale_Event:EventMVG_Collectable_Key_08_GetInfo,True
405,Key,icn_mvg_key_chapter_4_2,8,Locale_Event:EventMVG_Collectable_Key_09A_Name,Locale_Event:EventMVG_Collectable_Key_09A_Desc,Locale_Event:EventMVG_Collectable_Key_09A_Desc_Short,Locale_Event:EventMVG_Collectable_Key_09A_GetInfo,True
406,Key,icn_mvg_key_chapter_4_1,8,Locale_Event:EventMVG_Collectable_Key_09_Name,Locale_Event:EventMVG_Collectable_Key_09_Desc,Locale_Event:EventMVG_Collectable_Key_09_Desc_Short,Locale_Event:EventMVG_Collectable_Key_09_GetInfo,True
407,Key,icn_mvg_key_chapter_4_1,9,Locale_Event:EventMVG_Collectable_Key_10_Name,Locale_Event:EventMVG_Collectable_Key_10_Desc,Locale_Event:EventMVG_Collectable_Key_10_Desc_Short,Locale_Event:EventMVG_Collectable_Key_10_GetInfo,True
408,Key,icn_mvg_key_chapter_4_1,10,Locale_Event:EventMVG_Collectable_Key_11_Name,Locale_Event:EventMVG_Collectable_Key_11_Desc,Locale_Event:EventMVG_Collectable_Key_11_Desc_Short,Locale_Event:EventMVG_Collectable_Key_11_GetInfo,True
409,Key,icn_mvg_key_chapter_4_1,11,Locale_Event:EventMVG_Collectable_Key_12_Name,Locale_Event:EventMVG_Collectable_Key_12_Desc,Locale_Event:EventMVG_Collectable_Key_12_Desc_Short,Locale_Event:EventMVG_Collectable_Key_12_GetInfo,True
410,Key,icn_mvg_key_chapter_4_1,12,Locale_Event:EventMVG_Collectable_Key_13_Name,Locale_Event:EventMVG_Collectable_Key_13_Desc,Locale_Event:EventMVG_Collectable_Key_13_Desc_Short,Locale_Event:EventMVG_Collectable_Key_13_GetInfo,True
411,Key,icn_mvg_memory_chapter_8,14,Locale_Event:EventMVG_Collectable_Key_14_Name,Locale_Event:EventMVG_Collectable_Key_14_Desc,Locale_Event:EventMVG_Collectable_Key_14_Desc_Short,Locale_Event:EventMVG_Collectable_Key_14_GetInfo,True
412,Key,icn_mvg_memory_chapter_5,13,Locale_Event:EventMVG_Collectable_Key_15_Name,Locale_Event:EventMVG_Collectable_Key_15_Desc,Locale_Event:EventMVG_Collectable_Key_15_Desc_Short,Locale_Event:EventMVG_Collectable_Key_15_GetInfo,True
