id,resource_id,mon_prefab,grade,size,dissolve_type,attribute,move_type,category_type_1,category_type_2,category_type_3,class
152013,135,bbg003_ce002,Boss,Huge,Huge,Bio,Walk,Supporter,None,None,Supporter
152073,168,bbg003_hsta_tutorial,Boss,Huge,Huge,Bio,Walk,Supporter,None,None,Supporter
151001,115,bba001,Boss,Huge,Huge,Bio,Fly,Air_Supporter,None,None,Supporter
151002,143,bba001_simulation,Centurion,Huge,Huge,Bio,Fly,Air_Supporter,None,None,Supporter
151003,185,bba001_zeus,Boss,Huge,Huge,Bio,Fly,Air_Supporter,None,None,Supporter
151011,186,bba001_psid_museum,Boss,Huge,Huge,Bio,Fly,Air_Supporter,None,None,Supporter
152004,130,bbg004_dmtr,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152014,131,bbg004_psid,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152024,132,bbg004_zeus,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152034,151,bbg004_golden,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152044,154,bbg004_dmtr_intercept,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152054,183,bbg004_hologram_hsta,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None,Attacker
152006,140,bbg006,Boss,Huge,Huge,Bio,Walk,Defender,None,None,Defender
152016,158,bbg006_zeus_intercept,Boss,Huge,Huge,Bio,Walk,Defender,None,None,Defender
152046,141,bbg006_zeus,Boss,Huge,Huge,Bio,Walk,Defender,None,None,Defender
152008,172,bbg008_hsta,Boss,Huge,Huge,Bio,Fly,Air_Defender,None,None,Defender
151009,179,bbg009_anmi,Boss,Huge,Huge,Bio,Fly,Air_Defender,None,None,Defender
151019,187,bbg009_bh_psid,Boss,Huge,Huge,Bio,Fly,Air_Defender,None,None,Defender
211001,43,eta001,Thrash,Small,Small,Energy,Fly,Air_Attacker,None,None,Attacker
212001,44,etg001,Thrash,Small,Small,Energy,Walk,Supporter,None,None,Supporter
221001,69,ema001,Minion,Small,Small,Energy,Fly,Air_Attacker,None,None,Attacker
221002,48,ema002,Minion,Small,Small,Energy,Fly,Air_Supporter,None,None,Supporter
221003,104,ema003,Minion,Small,Small,Energy,Fly,Air_Supporter,None,None,Supporter
221004,109,ema004,Minion,Small,Small,Energy,Fly,Air_Defender,None,None,Defender
221005,146,ema005,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None,Attacker
222001,70,emg001,Minion,Small,Small,Energy,Walk,Attacker,None,None,Attacker
222002,71,emg002,Minion,Small,Small,Energy,Walk,Supporter,None,None,Supporter
222003,53,emg003,Minion,Small,Small,Energy,Walk,Supporter,None,None,Supporter
222004,72,emg004,Minion,Small,Small,Energy,Walk,Supporter,None,None,Supporter
222005,73,emg005,Minion,Small,Small,Energy,Walk,Supporter,None,None,Supporter
222006,125,emg006,Minion,Small,Small,Energy,Walk,Supporter,None,None,Supporter
222007,147,emg007,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
222008,177,emg008,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
231001,76,eea001,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None,Supporter
231002,51,eea002,Elite,Medium,Medium,Energy,Fly,Air_Defender,None,None,Defender
231003,77,eea003,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None,Supporter
231004,116,eea004,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None,Supporter
231005,110,eea005,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None,Supporter
231006,139,eea006,Elite,Medium,Medium,Energy,Fly,Air_Defender,None,None,Defender
231007,178,eea007,Elite,Medium,Medium,Energy,Fly,Air_Attacker,None,None,Attacker
232001,49,eeg001,Elite,Medium,Medium,Energy,Walk,Attacker,None,None,Attacker
232002,35,eeg002,Elite,Medium,Medium,Energy,Walk,Defender,None,None,Defender
232003,50,eeg003,Elite,Medium,Medium,Energy,Walk,Defender,None,None,Defender
232004,78,eeg004,Elite,Medium,Medium,Energy,Walk,Supporter,None,None,Supporter
232005,79,eeg005,Elite,Medium,Medium,Energy,Walk,Attacker,None,None,Attacker
232006,80,eeg006,Elite,Medium,Medium,Energy,Walk,Defender,None,None,Defender
232007,105,eeg007,Elite,Medium,Medium,Energy,Walk,Attacker,None,None,Attacker
241001,97,eca001,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None,Defender
241101,170,eca001_re,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None,Defender
241002,89,eca002,Centurion,Big,Big,Energy,Fly,Air_Supporter,None,None,Supporter
241003,111,eca003,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None,Defender
242001,58,ecg001,Centurion,Big,Big,Energy,Walk,Attacker,None,None,Attacker
242002,98,ecg002,Centurion,Big,Big,Energy,Walk,Defender,None,None,Defender
242003,99,ecg003,Centurion,Big,Big,Energy,Walk,Supporter,None,None,Supporter
242004,90,ecg004,Centurion,Big,Big,Energy,Walk,Attacker,None,None,Attacker
242104,128,ecg004_re,Centurion,Big,Big,Energy,Walk,Attacker,None,None,Attacker
242005,91,ecg005,Centurion,Big,Big,Energy,Walk,Defender,None,None,Defender
242105,122,ecg005_re,Centurion,Big,Big,Energy,Walk,Defender,None,None,Defender
242006,117,ecg006,Centurion,Big,Big,Energy,Walk,Attacker,None,None,Attacker
242007,145,ecg007,Centurion,Big,Big,Energy,Walk,Attacker,None,None,Attacker
251001,54,eba001,Boss,Huge,Huge,Energy,Fly,Air_Defender,None,None,Defender
251011,145,eba001_anmi,Boss,Huge,Huge,Energy,Fly,Air_Defender,None,None,Defender
252001,38,ebg001,Boss,Huge,Huge,Energy,Walk,Supporter,None,None,Supporter
252011,160,ebg001_hsta,Boss,Huge,Huge,Energy,Walk,Supporter,None,None,Supporter
252002,101,ebg002,Boss,Huge,Huge,Energy,Walk,Attacker,None,None,Attacker
252012,131,ebg002_dmtr,Boss,Huge,Huge,Energy,Walk,Attacker,None,None,Attacker
252022,169,ebg002_hsta,Boss,Huge,Huge,Energy,Walk,Attacker,None,None,Attacker
252003,148,ebg003,Boss,Huge,Huge,Energy,Walk,Defender,None,None,Defender
252013,155,ebg003_anmi_intercept,Boss,Huge,Huge,Energy,Walk,Defender,None,None,Defender
251003,112,eba003,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None,Attacker
251013,113,eba003_hsta,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None,Attacker
251023,114,eba003_dmtr,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None,Attacker
251033,134,eba003_psid,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
251043,135,eba003_zeus,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
251053,150,eba003_over,Centurion,Huge,Huge,None,Fly,Air_Attacker,None,None,Attacker
251004,155,eba004,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
251014,171,eba004_dmtr,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
251005,184,eba005_anmi,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
312001,45,mtg001,Thrash,Small,Small,Metal,Walk,Supporter,None,None,Supporter
311001,59,mta001,Thrash,Small,Small,Metal,Fly,Air_Defender,None,None,Defender
321001,4,mma001,Minion,Small,Small,Metal,Fly,Air_Supporter,None,None,Supporter
321701,4,mma701,Minion,Big,Small,Metal,Fly,Air_Supporter,None,None,Supporter
321002,6,mma002,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None,Attacker
321702,6,mma702,Minion,Big,Small,Metal,Fly,Air_Attacker,None,None,Attacker
321003,5,mma003,Minion,Small,Small,Metal,Fly,Air_Defender,None,None,Defender
321004,32,mma004,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None,Attacker
321005,140,mma005,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None,Attacker
322001,10,mmg001,Minion,Small,Small,Metal,Walk,Defender,None,None,Defender
322002,8,mmg002,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
322003,14,mmg003,Minion,Small,Small,Metal,Walk,Supporter,None,None,Supporter
322004,25,mmg004,Minion,Small,Small,Metal,Walk,Defender,None,None,Defender
322005,2,mmg005,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
322705,2,mmg705,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
322006,7,mmg006,Minion,Small,Small,Metal,Walk,Supporter,None,None,Supporter
322007,3,mmg007,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
322008,120,mmg008,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
322009,161,mmg009,Minion,Small,Small,Metal,Walk,Attacker,None,None,Attacker
331001,36,mea001,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None,Attacker
331002,81,mea002,Elite,Medium,Medium,Metal,Fly,Air_Defender,None,None,Defender
331003,82,mea003,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None,Attacker
331004,119,mea004,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None,Attacker
331005,138,mea005,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None,Attacker
331006,188,mea006,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None,Attacker
332001,83,meg001,Elite,Medium,Medium,Metal,Walk,Attacker,None,None,Attacker
332002,106,meg002,Elite,Medium,Medium,Metal,Walk,Attacker,None,None,Attacker
332003,84,meg003,Elite,Medium,Medium,Metal,Walk,Supporter,None,None,Supporter
332004,85,meg004,Elite,Medium,Medium,Metal,Walk,Supporter,None,None,Supporter
332005,86,meg005,Elite,Medium,Medium,Metal,Walk,Defender,None,None,Defender
332006,60,meg006,Elite,Medium,Medium,Metal,Walk,Defender,None,None,Defender
332007,87,meg007,Elite,Medium,Medium,Metal,Walk,Attacker,None,None,Attacker
332008,126,meg008,Elite,Medium,Medium,Metal,Walk,Defender,None,None,Defender
341001,13,mca001,Centurion,Big,Big,Metal,Fly,Air_Attacker,None,None,Attacker
341002,100,mca002,Centurion,Big,Big,Metal,Fly,Air_Supporter,None,None,Supporter
341003,137,mca003,Centurion,Big,Big,Metal,Fly,Air_Defender,None,None,Defender
341103,164,mca003_re,Centurion,Big,Big,Metal,Fly,Air_Defender,None,None,Defender
342001,1,mcg001,Centurion,Big,Big,Metal,Walk,Supporter,None,None,Supporter
342101,123,mcg001_re,Centurion,Big,Big,Metal,Walk,Supporter,None,None,Supporter
342002,9,mcg002,Centurion,Big,Big,Metal,Walk,Attacker,None,None,Attacker
342003,24,mcg003,Centurion,Big,Big,Metal,Walk,Defender,None,None,Defender
342004,33,mcg004,Centurion,Big,Big,Metal,Walk,Defender,None,None,Defender
342104,129,mcg004_re,Centurion,Big,Big,Metal,Walk,Defender,None,None,Defender
342005,92,mcg005,Centurion,Big,Big,Metal,Walk,Supporter,None,None,Supporter
342006,118,mcg006,Centurion,Big,Big,Metal,Walk,Defender,None,None,Defender
342007,165,mcg007,Centurion,Big,Big,Metal,Walk,Attacker,None,None,Attacker
352001,39,mbg001,Boss,Huge,Huge,Metal,Walk,Defender,None,None,Defender
352011,133,mbg001_psid,Boss,Huge,Huge,Metal,Walk,Defender,None,None,Defender
352002,61,mbg002,Boss,Huge,Huge,Metal,Fly,Supporter,None,None,Supporter
352012,149,mbg002_raid,Boss,Huge,Huge,Metal,Fly,Supporter,None,None,Supporter
352004,64,mbg004,Boss,Huge,Huge,Metal,Fly,Air_Defender,None,None,Defender
352014,167,mbg004_anmi,Boss,Huge,Huge,Metal,Fly,Air_Defender,None,None,Defender
351002,107,mba002,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
351012,124,mba002_ark,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
351022,166,mba002_whiteice_psid,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
351023,180,mba002_whiteice_psid_over,Centurion,Huge,Huge,Metal,Fly,Air_Attacker,None,None,Attacker
351003,163,mbg003_psid,Boss,Huge,Huge,Metal,Walk,Defender,None,None,Defender
451001,153,xba001,Boss,Huge,Huge,Unknown,Fly,Air_Defender,None,None,Defender
451011,156,xba001_psid_intercept,Boss,Huge,Huge,Unknown,Fly,Air_Defender,None,None,Defender
451002,191,xba002_dmtr,Boss,Huge,Huge,Unknown,Fly,Air_Attacker,None,None,Attacker
442001,142,xcg001,Centurion,Big,Big,Unknown,Walk,Defender,None,None,Defender
442002,152,xcg002,Centurion,Big,Big,Unknown,Walk,Defender,None,None,Defender
452001,144,xbg001_psid,Boss,Huge,Huge,Unknown,Walk,Defender,None,None,Defender
452002,182,xbg002_zeus,Boss,Huge,Huge,Unknown,Walk,Attacker,None,None,Attacker
452003,192,xbg003_hsta,Boss,Huge,Huge,Unknown,Fly,Air_Defender,None,None,Defender
