id,groupid,type,mission_type,target_count,mission_unlock_time,mission_unlock_clearstage,name_locale,condition_value/0/name,condition_value/0/value,condition_value/1/name,condition_value/1/value,reward_id/0/name,reward_id/0/value,reward_id/1/name,reward_id/1/value,reward_id/2/name,reward_id/2/value,reward_id/3/name,reward_id/3/value,unlock_build/0/name,unlock_build/0/value,unlock_build/1/name,unlock_build/1/value,unlock_build/2/name,unlock_build/2/value,unlock_build/3/name,unlock_build/3/value
501,5,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_05,,,,,reward_id,20105.0,,,,,,,,,,,,,,
502,5,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_05_a,condition_value,205.0,,,,,,,,,,,,,,,,,,
503,5,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_05_b,condition_value,204.0,,,,,,,,,,,,,,,,,,
504,5,Task,ItemProduce,3,-820150272,0,Locale_Event:rebe_Quest_Name_05_c,condition_value,5001.0,,,,,,,,,,,,,,,,,,
601,6,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_06,,,,,reward_id,20106.0,,,,,,,unlock_build,206.0,unlock_build,201.0,unlock_build,202.0,,
602,6,Task,SquadEquipmentSet,1,-820150272,0,Locale_Event:rebe_Quest_Name_06_a,condition_value,1.0,,,,,,,,,,,,,,,,,,
603,6,Task,DispatchCount,1,-820150272,0,Locale_Event:rebe_Quest_Name_06_b,condition_value,0.0,,,,,,,,,,,,,,,,,,
701,7,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_07,,,,,reward_id,20107.0,,,,,,,,,,,,,,
702,7,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_07_a,condition_value,201.0,,,,,,,,,,,,,,,,,,
703,7,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_07_b,condition_value,202.0,,,,,,,,,,,,,,,,,,
704,7,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_07_d,condition_value,206.0,,,,,,,,,,,,,,,,,,
801,8,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_08,,,,,reward_id,20108.0,reward_id,20201.0,reward_id,20301.0,,,unlock_build,208.0,,,,,,
802,8,Task,MaterialCollectAcc,1120,-820150272,0,Locale_Event:rebe_Quest_Name_08_a,condition_value,1101.0,,,,,,,,,,,,,,,,,,
803,8,Task,MaterialCollectAcc,55,-820150272,0,Locale_Event:rebe_Quest_Name_08_b,condition_value,1102.0,,,,,,,,,,,,,,,,,,
804,8,Task,DispatchCount,3,-820150272,0,Locale_Event:rebe_Quest_Name_08_c,condition_value,0.0,,,,,,,,,,,,,,,,,,
901,9,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_09,,,,,reward_id,20109.0,reward_id,20202.0,reward_id,20302.0,,,unlock_build,302.0,unlock_build,403.0,unlock_build,401.0,unlock_build,301.0
902,9,Task,UnitHire,5,-820150272,0,Locale_Event:rebe_Quest_Name_09_a,condition_value,0.0,,,,,,,,,,,,,,,,,,
903,9,Task,UnitHire,1,-820150272,0,Locale_Event:rebe_Quest_Name_09_b,condition_value,9901.0,,,,,,,,,,,,,,,,,,
904,9,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_09_c,condition_value,208.0,,,,,,,,,,,,,,,,,,
1001,10,Main,None,0,-423337984,0,Locale_Event:rebe_Quest_Name_10,,,,,reward_id,20110.0,reward_id,20203.0,reward_id,20303.0,,,unlock_build,207.0,,,,,,
1002,10,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_10_a,condition_value,302.0,,,,,,,,,,,,,,,,,,
1003,10,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_10_b,condition_value,403.0,,,,,,,,,,,,,,,,,,
1004,10,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_10_c,condition_value,401.0,,,,,,,,,,,,,,,,,,
1005,10,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_10_d,condition_value,301.0,,,,,,,,,,,,,,,,,,
1101,11,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_11,,,,,reward_id,20111.0,reward_id,20204.0,reward_id,20304.0,,,unlock_build,306.0,,,,,,
1102,11,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_11_a,condition_value,207.0,,,,,,,,,,,,,,,,,,
1103,11,Task,UnitHire,10,-820150272,0,Locale_Event:rebe_Quest_Name_11_b,condition_value,0.0,,,,,,,,,,,,,,,,,,
1201,12,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_12,,,,,reward_id,20112.0,reward_id,20205.0,reward_id,20305.0,,,unlock_build,404.0,unlock_build,501.0,unlock_build,402.0,,
1202,12,Task,MaterialCollectAcc,3600,-820150272,0,Locale_Event:rebe_Quest_Name_12_a,condition_value,1101.0,,,,,,,,,,,,,,,,,,
1203,12,Task,MaterialCollectAcc,400,-820150272,0,Locale_Event:rebe_Quest_Name_12_b,condition_value,1102.0,,,,,,,,,,,,,,,,,,
1204,12,Task,MaterialCollectAcc,300,-820150272,0,Locale_Event:rebe_Quest_Name_12_c,condition_value,1103.0,,,,,,,,,,,,,,,,,,
1205,12,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_12_d,condition_value,306.0,,,,,,,,,,,,,,,,,,
1301,13,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_13,,,,,reward_id,20113.0,reward_id,20206.0,reward_id,20306.0,,,unlock_build,303.0,,,,,,
1302,13,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_13_b,condition_value,404.0,,,,,,,,,,,,,,,,,,
1303,13,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_13_c,condition_value,501.0,,,,,,,,,,,,,,,,,,
1304,13,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_13_d,condition_value,402.0,,,,,,,,,,,,,,,,,,
1401,14,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_14,,,,,reward_id,20114.0,reward_id,20207.0,reward_id,20307.0,,,unlock_build,304.0,,,,,,
1402,14,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_14_a,condition_value,303.0,,,,,,,,,,,,,,,,,,
1403,14,Task,UnitAssign,1,-820150272,0,Locale_Event:rebe_Quest_Name_14_b,condition_value,0.0,condition_value,303.0,,,,,,,,,,,,,,,,
1501,15,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_15,,,,,reward_id,20115.0,reward_id,20208.0,reward_id,20308.0,,,unlock_build,305.0,unlock_build,307.0,unlock_build,505.0,,
1502,15,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_15_a,condition_value,304.0,,,,,,,,,,,,,,,,,,
1503,15,Task,UnitHire,20,-820150272,0,Locale_Event:rebe_Quest_Name_15_b,condition_value,0.0,,,,,,,,,,,,,,,,,,
1601,16,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_16,,,,,reward_id,20116.0,reward_id,20209.0,reward_id,20309.0,,,,,,,,,,
1602,16,Task,FacilityConstruct,2,-820150272,0,Locale_Event:rebe_Quest_Name_16_a,condition_value,505.0,,,,,,,,,,,,,,,,,,
1603,16,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_16_b,condition_value,305.0,,,,,,,,,,,,,,,,,,
1604,16,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_16_c,condition_value,307.0,,,,,,,,,,,,,,,,,,
1701,17,Main,None,0,262709248,0,Locale_Event:rebe_Quest_Name_17,,,,,reward_id,20117.0,reward_id,20210.0,reward_id,20310.0,,,unlock_build,506.0,,,,,,
1702,17,Task,MaterialCollectAcc,15000,-820150272,0,Locale_Event:rebe_Quest_Name_17_a,condition_value,1101.0,,,,,,,,,,,,,,,,,,
1703,17,Task,MaterialCollectAcc,750,-820150272,0,Locale_Event:rebe_Quest_Name_17_b,condition_value,1102.0,,,,,,,,,,,,,,,,,,
1704,17,Task,MaterialCollectAcc,380,-820150272,0,Locale_Event:rebe_Quest_Name_17_c,condition_value,1103.0,,,,,,,,,,,,,,,,,,
1801,18,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_18,,,,,reward_id,20118.0,reward_id,20211.0,reward_id,20311.0,,,unlock_build,503.0,,,,,,
1802,18,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_18_a,condition_value,501.0,,,,,,,,,,,,,,,,,,
1803,18,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_18_b,condition_value,506.0,,,,,,,,,,,,,,,,,,
1804,18,Task,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Name_18_c,condition_value,5005.0,,,,,,,,,,,,,,,,,,
1901,19,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_19,,,,,reward_id,20119.0,reward_id,20212.0,reward_id,20312.0,,,unlock_build,405.0,,,,,,
1902,19,Task,FacilityConstruct,3,-820150272,0,Locale_Event:rebe_Quest_Name_19_a,condition_value,501.0,,,,,,,,,,,,,,,,,,
1903,19,Task,FacilityConstruct,3,-820150272,0,Locale_Event:rebe_Quest_Name_19_b,condition_value,503.0,,,,,,,,,,,,,,,,,,
2001,20,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_20,,,,,reward_id,20120.0,reward_id,20213.0,reward_id,20313.0,,,,,,,,,,
2002,20,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_20_a,condition_value,405.0,,,,,,,,,,,,,,,,,,
2101,21,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_21,,,,,reward_id,20121.0,reward_id,20214.0,reward_id,20314.0,,,,,,,,,,
2102,21,Task,UnitHire,30,-820150272,0,Locale_Event:rebe_Quest_Name_21_a,condition_value,0.0,,,,,,,,,,,,,,,,,,
2201,22,Main,None,0,-820150272,0,Locale_Event:rebe_Quest_Name_22,,,,,reward_id,20122.0,reward_id,20215.0,reward_id,20315.0,,,unlock_build,504.0,,,,,,
2202,22,Task,MaterialCollectAcc,30000,-820150272,0,Locale_Event:rebe_Quest_Name_22_a,condition_value,1101.0,,,,,,,,,,,,,,,,,,
2203,22,Task,MaterialCollectAcc,1300,-820150272,0,Locale_Event:rebe_Quest_Name_22_b,condition_value,1102.0,,,,,,,,,,,,,,,,,,
2204,22,Task,MaterialCollectAcc,1200,-820150272,0,Locale_Event:rebe_Quest_Name_22_c,condition_value,1103.0,,,,,,,,,,,,,,,,,,
2301,23,Main,None,0,262709248,109410112,Locale_Event:rebe_Quest_Name_23,,,,,reward_id,20123.0,reward_id,20216.0,reward_id,20316.0,,,,,,,,,,
2302,23,Task,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Name_23_a,condition_value,504.0,,,,,,,,,,,,,,,,,,
2303,23,Task,UnitAssign,1,-820150272,0,Locale_Event:rebe_Quest_Name_23_b,condition_value,9901.0,condition_value,504.0,,,,,,,,,,,,,,,,
90001,90000,Sub,FacilityConstruct,1,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_01,condition_value,0.0,,,reward_id,21102.0,,,,,,,,,,,,,,
90002,90000,Sub,FacilityConstruct,3,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_02,condition_value,0.0,,,reward_id,21104.0,,,,,,,,,,,,,,
90003,90000,Sub,FacilityConstruct,5,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_03,condition_value,0.0,,,reward_id,21106.0,,,,,,,,,,,,,,
90004,90000,Sub,FacilityConstruct,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_04,condition_value,0.0,,,reward_id,21107.0,,,,,,,,,,,,,,
90005,90000,Sub,FacilityConstruct,20,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_05,condition_value,0.0,,,reward_id,21109.0,,,,,,,,,,,,,,
90006,90000,Sub,FacilityConstruct,30,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_06,condition_value,0.0,,,reward_id,21111.0,,,,,,,,,,,,,,
90007,90000,Sub,MaterialCollectAcc,500,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_07,condition_value,1101.0,,,reward_id,21105.0,,,,,,,,,,,,,,
90008,90000,Sub,MaterialCollectAcc,1000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_08,condition_value,1101.0,,,reward_id,21108.0,,,,,,,,,,,,,,
90009,90000,Sub,MaterialCollectAcc,3000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_09,condition_value,1101.0,,,reward_id,21110.0,,,,,,,,,,,,,,
90010,90000,Sub,MaterialCollectAcc,5000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_10,condition_value,1101.0,,,reward_id,21114.0,,,,,,,,,,,,,,
90011,90000,Sub,MaterialCollectAcc,10000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_11,condition_value,1101.0,,,reward_id,21115.0,,,,,,,,,,,,,,
90012,90000,Sub,MaterialCollectAcc,30000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_12,condition_value,1101.0,,,reward_id,21119.0,,,,,,,,,,,,,,
90013,90000,Sub,MaterialCollectAcc,50,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_13,condition_value,1102.0,,,reward_id,21206.0,,,,,,,,,,,,,,
90014,90000,Sub,MaterialCollectAcc,100,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_14,condition_value,1102.0,,,reward_id,21208.0,,,,,,,,,,,,,,
90015,90000,Sub,MaterialCollectAcc,300,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_15,condition_value,1102.0,,,reward_id,21211.0,,,,,,,,,,,,,,
90016,90000,Sub,MaterialCollectAcc,500,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_16,condition_value,1102.0,,,reward_id,21212.0,,,,,,,,,,,,,,
90017,90000,Sub,MaterialCollectAcc,1000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_17,condition_value,1102.0,,,reward_id,21213.0,,,,,,,,,,,,,,
90018,90000,Sub,MaterialCollectAcc,3000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_18,condition_value,1102.0,,,reward_id,21214.0,,,,,,,,,,,,,,
90019,90000,Sub,MaterialCollectAcc,50,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_19,condition_value,1103.0,,,reward_id,21308.0,,,,,,,,,,,,,,
90020,90000,Sub,MaterialCollectAcc,100,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_20,condition_value,1103.0,,,reward_id,21310.0,,,,,,,,,,,,,,
90021,90000,Sub,MaterialCollectAcc,300,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_21,condition_value,1103.0,,,reward_id,21312.0,,,,,,,,,,,,,,
90022,90000,Sub,MaterialCollectAcc,500,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_22,condition_value,1103.0,,,reward_id,21314.0,,,,,,,,,,,,,,
90023,90000,Sub,MaterialCollectAcc,1000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_23,condition_value,1103.0,,,reward_id,21315.0,,,,,,,,,,,,,,
90024,90000,Sub,MaterialCollectAcc,3000,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_24,condition_value,1103.0,,,reward_id,21316.0,,,,,,,,,,,,,,
90025,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_25,condition_value,5001.0,,,reward_id,21102.0,,,,,,,,,,,,,,
90026,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_26,condition_value,5002.0,,,reward_id,21104.0,,,,,,,,,,,,,,
90027,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_27,condition_value,5003.0,,,reward_id,21106.0,,,,,,,,,,,,,,
90028,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_28,condition_value,5004.0,,,reward_id,21107.0,,,,,,,,,,,,,,
90029,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_29,condition_value,5005.0,,,reward_id,21108.0,,,,,,,,,,,,,,
90030,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_30,condition_value,5006.0,,,reward_id,21110.0,,,,,,,,,,,,,,
90031,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_31,condition_value,5007.0,,,reward_id,21113.0,,,,,,,,,,,,,,
90032,90000,Sub,ItemProduce,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_32,condition_value,5008.0,,,reward_id,21114.0,,,,,,,,,,,,,,
90033,90000,Sub,ItemProduce,5,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_33,condition_value,5009.0,,,reward_id,21116.0,,,,,,,,,,,,,,
90034,90000,Sub,ItemProduce,5,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_34,condition_value,5010.0,,,reward_id,21117.0,,,,,,,,,,,,,,
90035,90000,Sub,SquadEdit,1,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_35,condition_value,1.0,,,reward_id,21101.0,,,,,,,,,,,,,,
90036,90000,Sub,SquadEdit,1,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_36,condition_value,2.0,,,reward_id,21110.0,reward_id,21210.0,,,,,,,,,,,,
90037,90000,Sub,SquadEdit,1,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_37,condition_value,3.0,,,reward_id,21114.0,reward_id,21213.0,reward_id,21311.0,,,,,,,,,,
90038,90000,Sub,SquadEdit,1,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_38,condition_value,4.0,,,reward_id,21116.0,reward_id,21215.0,reward_id,21313.0,,,,,,,,,,
90039,90000,Sub,DispatchCount,5,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_39,condition_value,0.0,,,reward_id,21101.0,reward_id,21201.0,reward_id,21301.0,,,,,,,,,,
90040,90000,Sub,DispatchCount,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_40,condition_value,0.0,,,reward_id,21103.0,reward_id,21202.0,reward_id,21302.0,,,,,,,,,,
90041,90000,Sub,DispatchCount,20,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_41,condition_value,0.0,,,reward_id,21105.0,reward_id,21203.0,reward_id,21303.0,,,,,,,,,,
90042,90000,Sub,DispatchCount,30,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_42,condition_value,0.0,,,reward_id,21108.0,reward_id,21204.0,reward_id,21304.0,,,,,,,,,,
90043,90000,Sub,DispatchCount,40,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_43,condition_value,0.0,,,reward_id,21109.0,reward_id,21205.0,reward_id,21305.0,,,,,,,,,,
90044,90000,Sub,DispatchCount,50,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_44,condition_value,0.0,,,reward_id,21110.0,reward_id,21206.0,reward_id,21306.0,,,,,,,,,,
90045,90000,Sub,DispatchCount,70,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_45,condition_value,0.0,,,reward_id,21112.0,reward_id,21209.0,reward_id,21307.0,,,,,,,,,,
90046,90000,Sub,DispatchCount,100,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_46,condition_value,0.0,,,reward_id,21115.0,reward_id,21212.0,reward_id,21308.0,,,,,,,,,,
90047,90000,Sub,UnitHire,10,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_47,condition_value,0.0,,,reward_id,21108.0,reward_id,21205.0,reward_id,21307.0,,,,,,,,,,
90048,90000,Sub,UnitHire,20,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_48,condition_value,0.0,,,reward_id,21110.0,reward_id,21206.0,reward_id,21308.0,,,,,,,,,,
90049,90000,Sub,UnitHire,30,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_49,condition_value,0.0,,,reward_id,21117.0,reward_id,21207.0,reward_id,21309.0,,,,,,,,,,
90050,90000,Sub,UnitHire,50,-820150272,0,Locale_Event:rebe_Quest_Sub_Name_50,condition_value,0.0,,,reward_id,21118.0,reward_id,21210.0,reward_id,21313.0,,,,,,,,,,
