id,manager_id,order,dialog_event_type,dialog_type,scenario_title_localkey,scenario_dialog_id,cutscene_image_for_ui,spawn_lost_item_id,heroine_album_id
snowfall_speech_emma_16,1001,15,Heroine,DialogScene,,snowfall_speech_emma_16,0,0,0
snowfall_speech_emma_17,1001,16,Heroine,DialogScene,,snowfall_speech_emma_17,0,0,0
snowfall_speech_emma_18,1001,17,Heroine,DialogScene,,snowfall_speech_emma_18,0,0,0
snowfall_speech_emma_19,1001,18,Heroine,DialogScene,,snowfall_speech_emma_19,0,0,0
snowfall_speech_emma_20,1001,19,Heroine,DialogScene,,snowfall_speech_emma_20,0,0,0
snowfall_speech_emma_21,1001,20,Heroine,DialogScene,,snowfall_speech_emma_21,0,0,0
snowfall_speech_emma_22,1001,21,Heroine,DialogScene,,snowfall_speech_emma_22,0,0,0
snowfall_speech_emma_23,1001,22,Heroine,DialogScene,,snowfall_speech_emma_23,0,0,0
snowfall_speech_emma_24,1001,23,Heroine,DialogScene,,snowfall_speech_emma_24,0,0,0
snowfall_speech_emma_25,1001,24,Heroine,DialogScene,,snowfall_speech_emma_25,0,0,0
snowfall_speech_emma_26,1001,25,Heroine,DialogScene,,snowfall_speech_emma_26,0,0,0
snowfall_speech_emma_27,1001,26,Heroine,DialogScene,,snowfall_speech_emma_27,0,0,0
snowfall_speech_emma_28,1001,27,Heroine,DialogScene,,snowfall_speech_emma_28,0,0,0
snowfall_speech_emma_29,1001,28,Heroine,DialogScene,,snowfall_speech_emma_29,0,0,0
snowfall_speech_emma_30,1001,29,Heroine,DialogScene,,snowfall_speech_emma_30,0,0,0
snowfall_speech_emma_31,1001,30,Heroine,DialogScene,,snowfall_speech_emma_31,0,0,0
snowfall_speech_emma_32,1001,31,Heroine,DialogScene,,snowfall_speech_emma_32,0,0,0
snowfall_speech_emma_33,1001,32,Heroine,DialogScene,,snowfall_speech_emma_33,0,0,0
snowfall_speech_emma_34,1001,33,Heroine,DialogScene,,snowfall_speech_emma_34,0,0,0
snowfall_speech_emma_35,1001,34,Heroine,DialogScene,,snowfall_speech_emma_35,0,0,0
snowfall_speech_emma_36,1001,35,Heroine,DialogScene,,snowfall_speech_emma_36,0,0,0
snowfall_speech_emma_37,1001,36,Heroine,DialogScene,,snowfall_speech_emma_37,0,0,0
snowfall_speech_ludmilla_01,1001,1,Heroine,DialogScene,,snowfall_speech_ludmilla_01,0,0,0
snowfall_speech_ludmilla_02,1001,2,Heroine,DialogScene,,snowfall_speech_ludmilla_02,0,0,0
snowfall_speech_ludmilla_03,1001,3,Heroine,DialogScene,,snowfall_speech_ludmilla_03,0,0,0
snowfall_speech_ludmilla_04,1001,4,Heroine,DialogScene,,snowfall_speech_ludmilla_04,0,0,0
snowfall_speech_ludmilla_05,1001,5,Heroine,DialogScene,,snowfall_speech_ludmilla_05,0,0,0
snowfall_speech_ludmilla_06,1001,6,Heroine,DialogScene,,snowfall_speech_ludmilla_06,0,0,0
snowfall_speech_ludmilla_07,1001,7,Heroine,DialogScene,,snowfall_speech_ludmilla_07,0,0,0
snowfall_speech_ludmilla_08,1001,8,Heroine,DialogScene,,snowfall_speech_ludmilla_08,0,0,0
snowfall_speech_ludmilla_09,1001,9,Heroine,DialogScene,,snowfall_speech_ludmilla_09,0,0,0
snowfall_speech_ludmilla_10,1001,10,Heroine,DialogScene,,snowfall_speech_ludmilla_10,0,0,0
snowfall_speech_ludmilla_11,1001,11,Heroine,DialogScene,,snowfall_speech_ludmilla_11,0,0,0
snowfall_speech_ludmilla_12,1001,12,Heroine,DialogScene,,snowfall_speech_ludmilla_12,0,0,0
snowfall_speech_ludmilla_13,1001,13,Heroine,DialogScene,,snowfall_speech_ludmilla_13,0,0,0
snowfall_speech_ludmilla_14,1001,14,Heroine,DialogScene,,snowfall_speech_ludmilla_14,0,0,0
snowfall_speech_ludmilla_15,1001,15,Heroine,DialogScene,,snowfall_speech_ludmilla_15,0,0,0
snowfall_speech_ludmilla_16,1001,16,Heroine,DialogScene,,snowfall_speech_ludmilla_16,0,0,0
snowfall_speech_ludmilla_17,1001,17,Heroine,DialogScene,,snowfall_speech_ludmilla_17,0,0,0
snowfall_speech_ludmilla_18,1001,18,Heroine,DialogScene,,snowfall_speech_ludmilla_18,0,0,0
snowfall_speech_ludmilla_19,1001,19,Heroine,DialogScene,,snowfall_speech_ludmilla_19,0,0,0
snowfall_speech_ludmilla_20,1001,20,Heroine,DialogScene,,snowfall_speech_ludmilla_20,0,0,0
snowfall_speech_ludmilla_21,1001,21,Heroine,DialogScene,,snowfall_speech_ludmilla_21,0,0,0
snowfall_speech_ludmilla_22,1001,22,Heroine,DialogScene,,snowfall_speech_ludmilla_22,0,0,0
snowfall_speech_ludmilla_23,1001,23,Heroine,DialogScene,,snowfall_speech_ludmilla_23,0,0,0
snowfall_speech_ludmilla_24,1001,24,Heroine,DialogScene,,snowfall_speech_ludmilla_24,0,0,0
snowfall_speech_ludmilla_25,1001,25,Heroine,DialogScene,,snowfall_speech_ludmilla_25,0,0,0
snowfall_speech_ludmilla_26,1001,26,Heroine,DialogScene,,snowfall_speech_ludmilla_26,0,0,0
snowfall_speech_ludmilla_27,1001,27,Heroine,DialogScene,,snowfall_speech_ludmilla_27,0,0,0
snowfall_speech_ludmilla_28,1001,28,Heroine,DialogScene,,snowfall_speech_ludmilla_28,0,0,0
snowfall_speech_ludmilla_29,1001,29,Heroine,DialogScene,,snowfall_speech_ludmilla_29,0,0,0
snowfall_speech_ludmilla_30,1001,30,Heroine,DialogScene,,snowfall_speech_ludmilla_30,0,0,0
snowfall_speech_ludmilla_31,1001,31,Heroine,DialogScene,,snowfall_speech_ludmilla_31,0,0,0
snowfall_speech_ludmilla_32,1001,32,Heroine,DialogScene,,snowfall_speech_ludmilla_32,0,0,0
snowfall_speech_ludmilla_33,1001,33,Heroine,DialogScene,,snowfall_speech_ludmilla_33,0,0,0
snowfall_speech_noir_02,1001,1,Heroine,DialogScene,,snowfall_speech_noir_02,0,0,0
snowfall_speech_noir_03,1001,2,Heroine,DialogScene,,snowfall_speech_noir_03,0,0,0
snowfall_speech_noir_04,1001,3,Heroine,DialogScene,,snowfall_speech_noir_04,0,0,0
snowfall_speech_noir_06,1001,4,Heroine,DialogScene,,snowfall_speech_noir_06,0,0,0
snowfall_speech_noir_07,1001,5,Heroine,DialogScene,,snowfall_speech_noir_07,0,0,0
snowfall_speech_noir_08,1001,6,Heroine,DialogScene,,snowfall_speech_noir_08,0,0,0
snowfall_speech_noir_09,1001,7,Heroine,DialogScene,,snowfall_speech_noir_09,0,0,0
snowfall_speech_noir_10,1001,8,Heroine,DialogScene,,snowfall_speech_noir_10,0,0,0
snowfall_speech_noir_11,1001,9,Heroine,DialogScene,,snowfall_speech_noir_11,0,0,0
snowfall_speech_noir_12,1001,10,Heroine,DialogScene,,snowfall_speech_noir_12,0,0,0
snowfall_speech_noir_13,1001,11,Heroine,DialogScene,,snowfall_speech_noir_13,0,0,0
snowfall_speech_noir_14,1001,12,Heroine,DialogScene,,snowfall_speech_noir_14,0,0,0
snowfall_speech_noir_15,1001,13,Heroine,DialogScene,,snowfall_speech_noir_15,0,0,0
snowfall_speech_noir_16,1001,14,Heroine,DialogScene,,snowfall_speech_noir_16,0,0,0
snowfall_speech_noir_17,1001,15,Heroine,DialogScene,,snowfall_speech_noir_17,0,0,0
snowfall_speech_blanc_01,1001,1,Heroine,DialogScene,,snowfall_speech_blanc_01,0,0,0
snowfall_speech_blanc_02,1001,2,Heroine,DialogScene,,snowfall_speech_blanc_02,0,0,0
snowfall_speech_blanc_03,1001,3,Heroine,DialogScene,,snowfall_speech_blanc_03,0,0,0
snowfall_speech_blanc_04,1001,4,Heroine,DialogScene,,snowfall_speech_blanc_04,0,0,0
snowfall_speech_blanc_05,1001,5,Heroine,DialogScene,,snowfall_speech_blanc_05,0,0,0
snowfall_speech_blanc_06,1001,6,Heroine,DialogScene,,snowfall_speech_blanc_06,0,0,0
snowfall_speech_blanc_07,1001,7,Heroine,DialogScene,,snowfall_speech_blanc_07,0,0,0
snowfall_speech_blanc_08,1001,8,Heroine,DialogScene,,snowfall_speech_blanc_08,0,0,0
snowfall_speech_blanc_09,1001,9,Heroine,DialogScene,,snowfall_speech_blanc_09,0,0,0
snowfall_speech_blanc_10,1001,10,Heroine,DialogScene,,snowfall_speech_blanc_10,0,0,0
snowfall_speech_blanc_11,1001,11,Heroine,DialogScene,,snowfall_speech_blanc_11,0,0,0
snowfall_speech_blanc_12,1001,12,Heroine,DialogScene,,snowfall_speech_blanc_12,0,0,0
snowfall_speech_blanc_13,1001,13,Heroine,DialogScene,,snowfall_speech_blanc_13,0,0,0
snowfall_speech_blanc_14,1001,14,Heroine,DialogScene,,snowfall_speech_blanc_14,0,0,0
snowfall_speech_noirblanc_01,1001,1,Heroine,DialogScene,,snowfall_speech_noirblanc_01,0,0,0
snowfall_speech_noirblanc_02,1001,2,Heroine,DialogScene,,snowfall_speech_noirblanc_02,0,0,0
snowfall_speech_noirblanc_03,1001,3,Heroine,DialogScene,,snowfall_speech_noirblanc_03,0,0,0
snowfall_speech_noirblanc_04,1001,4,Heroine,DialogScene,,snowfall_speech_noirblanc_04,0,0,0
snowfall_speech_noirblanc_05,1001,5,Heroine,DialogScene,,snowfall_speech_noirblanc_05,0,0,0
snowfall_speech_noirblanc_06,1001,6,Heroine,DialogScene,,snowfall_speech_noirblanc_06,0,0,0
snowfall_speech_noirblanc_07,1001,7,Heroine,DialogScene,,snowfall_speech_noirblanc_07,0,0,0
snowfall_speech_noirblanc_08,1001,8,Heroine,DialogScene,,snowfall_speech_noirblanc_08,0,0,0
snowfall_speech_noirblanc_09,1001,9,Heroine,DialogScene,,snowfall_speech_noirblanc_09,0,0,0
snowfall_speech_noirblanc_10,1001,10,Heroine,DialogScene,,snowfall_speech_noirblanc_10,0,0,0
snowfall_speech_noirblanc_11,1001,11,Heroine,DialogScene,,snowfall_speech_noirblanc_11,0,0,0
snowfall_speech_noirblanc_12,1001,12,Heroine,DialogScene,,snowfall_speech_noirblanc_12,0,0,0
snowfall_speech_noirblanc_13,1001,13,Heroine,DialogScene,,snowfall_speech_noirblanc_13,0,0,0
snowfall_speech_noirblanc_14,1001,14,Heroine,DialogScene,,snowfall_speech_noirblanc_14,0,0,0
snowfall_speech_noirblanc_15,1001,15,Heroine,DialogScene,,snowfall_speech_noirblanc_15,0,0,0
snowfall_speech_noirblanc_16,1001,16,Heroine,DialogScene,,snowfall_speech_noirblanc_16,0,0,0
snowfall_infinite_mica_01,1001,1,Heroine,DialogScene,,snowfall_infinite_mica_01,0,0,0
snowfall_infinite_mica_02,1001,2,Heroine,DialogScene,,snowfall_infinite_mica_02,0,0,0
snowfall_infinite_mica_03,1001,3,Heroine,DialogScene,,snowfall_infinite_mica_03,0,0,0
snowfall_infinite_emma_01,1001,1,Heroine,DialogScene,,snowfall_infinite_emma_01,0,0,0
snowfall_infinite_emma_02,1001,2,Heroine,DialogScene,,snowfall_infinite_emma_02,0,0,0
snowfall_infinite_emma_03,1001,3,Heroine,DialogScene,,snowfall_infinite_emma_03,0,0,0
snowfall_infinite_ludmilla_01,1001,1,Heroine,DialogScene,,snowfall_infinite_ludmilla_01,0,0,0
snowfall_infinite_ludmilla_02,1001,2,Heroine,DialogScene,,snowfall_infinite_ludmilla_02,0,0,0
snowfall_infinite_ludmilla_03,1001,3,Heroine,DialogScene,,snowfall_infinite_ludmilla_03,0,0,0
snowfall_infinite_noir_01,1001,1,Heroine,DialogScene,,snowfall_infinite_noir_01,0,0,0
snowfall_infinite_noir_02,1001,2,Heroine,DialogScene,,snowfall_infinite_noir_02,0,0,0
snowfall_infinite_noir_03,1001,3,Heroine,DialogScene,,snowfall_infinite_noir_03,0,0,0
snowfall_infinite_blanc_01,1001,1,Heroine,DialogScene,,snowfall_infinite_blanc_01,0,0,0
snowfall_infinite_blanc_02,1001,2,Heroine,DialogScene,,snowfall_infinite_blanc_02,0,0,0
snowfall_infinite_blanc_03,1001,3,Heroine,DialogScene,,snowfall_infinite_blanc_03,0,0,0
snowfall_speech_npc_day1_01,1001,1,Extra,DialogScene,,snowfall_speech_npc_day1_01,0,0,0
snowfall_speech_npc_day1_02,1001,2,Extra,DialogScene,,snowfall_speech_npc_day1_02,0,0,0
snowfall_speech_npc_day1_03,1001,3,Extra,DialogScene,,snowfall_speech_npc_day1_03,0,0,0
snowfall_speech_npc_day1_04,1001,4,Extra,DialogScene,,snowfall_speech_npc_day1_04,0,0,0
snowfall_speech_npc_day1_05,1001,5,Extra,DialogScene,,snowfall_speech_npc_day1_05,0,0,0
snowfall_speech_npc_day1_06,1001,6,Extra,DialogScene,,snowfall_speech_npc_day1_06,0,0,0
snowfall_speech_npc_day1_07,1001,7,Extra,DialogScene,,snowfall_speech_npc_day1_07,0,0,0
snowfall_speech_npc_day1_08,1001,8,Extra,DialogScene,,snowfall_speech_npc_day1_08,0,0,0
snowfall_speech_npc_day2_01,1001,9,Extra,DialogScene,,snowfall_speech_npc_day2_01,0,0,0
snowfall_speech_npc_day2_02,1001,10,Extra,DialogScene,,snowfall_speech_npc_day2_02,0,0,0
snowfall_speech_npc_day2_03,1001,11,Extra,DialogScene,,snowfall_speech_npc_day2_03,0,0,0
snowfall_speech_npc_day2_04,1001,12,Extra,DialogScene,,snowfall_speech_npc_day2_04,0,0,0
snowfall_speech_npc_day2_05,1001,13,Extra,DialogScene,,snowfall_speech_npc_day2_05,0,0,0
snowfall_speech_npc_day2_06,1001,14,Extra,DialogScene,,snowfall_speech_npc_day2_06,0,0,0
snowfall_speech_npc_day2_07,1001,15,Extra,DialogScene,,snowfall_speech_npc_day2_07,0,0,0
snowfall_speech_npc_day3_01,1001,16,Extra,DialogScene,,snowfall_speech_npc_day3_01,0,0,0
snowfall_speech_npc_day3_02,1001,17,Extra,DialogScene,,snowfall_speech_npc_day3_02,0,0,0
snowfall_speech_npc_day3_03,1001,18,Extra,DialogScene,,snowfall_speech_npc_day3_03,0,0,0
snowfall_speech_npc_day3_04,1001,19,Extra,DialogScene,,snowfall_speech_npc_day3_04,0,0,0
snowfall_speech_npc_day4_01,1001,20,Extra,DialogScene,,snowfall_speech_npc_day4_01,0,0,0
snowfall_speech_npc_day4_02,1001,21,Extra,DialogScene,,snowfall_speech_npc_day4_02,0,0,0
snowfall_speech_npc_day4_03,1001,22,Extra,DialogScene,,snowfall_speech_npc_day4_03,0,0,0
snowfall_speech_npc_day4_04,1001,23,Extra,DialogScene,,snowfall_speech_npc_day4_04,0,0,0
snowfall_speech_npc_day4_05,1001,24,Extra,DialogScene,,snowfall_speech_npc_day4_05,0,0,0
snowfall_speech_npc_day4_06,1001,25,Extra,DialogScene,,snowfall_speech_npc_day4_06,0,0,0
snowfall_speech_npc_day4_07,1001,26,Extra,DialogScene,,snowfall_speech_npc_day4_07,0,0,0
snowfall_speech_npc_day5_01,1001,27,Extra,DialogScene,,snowfall_speech_npc_day5_01,0,0,0
snowfall_speech_npc_day5_02,1001,28,Extra,DialogScene,,snowfall_speech_npc_day5_02,0,0,0
snowfall_speech_npc_day5_03,1001,29,Extra,DialogScene,,snowfall_speech_npc_day5_03,0,0,0
snowfall_speech_npc_day5_04,1001,30,Extra,DialogScene,,snowfall_speech_npc_day5_04,0,0,0
snowfall_speech_npc_day5_05,1001,31,Extra,DialogScene,,snowfall_speech_npc_day5_05,0,0,0
snowfall_speech_npc_day5_06,1001,32,Extra,DialogScene,,snowfall_speech_npc_day5_06,0,0,0
snowfall_speech_npc_day6_01,1001,33,Extra,DialogScene,,snowfall_speech_npc_day6_01,0,0,0
snowfall_speech_npc_day6_02,1001,34,Extra,DialogScene,,snowfall_speech_npc_day6_02,0,0,0
snowfall_speech_npc_day6_03,1001,35,Extra,DialogScene,,snowfall_speech_npc_day6_03,0,0,0
snowfall_speech_npc_day6_04,1001,36,Extra,DialogScene,,snowfall_speech_npc_day6_04,0,0,0
snowfall_speech_npc_day6_05,1001,37,Extra,DialogScene,,snowfall_speech_npc_day6_05,0,0,0
snowfall_speech_npc_day6_06,1001,38,Extra,DialogScene,,snowfall_speech_npc_day6_06,0,0,0
snowfall_speech_npc_day7_01,1001,39,Extra,DialogScene,,snowfall_speech_npc_day7_01,0,0,0
snowfall_speech_npc_day7_02,1001,40,Extra,DialogScene,,snowfall_speech_npc_day7_02,0,0,0
snowfall_speech_npc_day7_03,1001,41,Extra,DialogScene,,snowfall_speech_npc_day7_03,0,0,0
snowfall_speech_npc_day7_04,1001,42,Extra,DialogScene,,snowfall_speech_npc_day7_04,0,0,0
snowfall_speech_npc_day7_05,1001,43,Extra,DialogScene,,snowfall_speech_npc_day7_05,0,0,0
snowfall_speech_npc_day7_06,1001,44,Extra,DialogScene,,snowfall_speech_npc_day7_06,0,0,0
snowfall_speech_npc_day8_01,1001,45,Extra,DialogScene,,snowfall_speech_npc_day8_01,0,0,0
snowfall_speech_npc_day8_02,1001,46,Extra,DialogScene,,snowfall_speech_npc_day8_02,0,0,0
snowfall_speech_npc_day8_03,1001,47,Extra,DialogScene,,snowfall_speech_npc_day8_03,0,0,0
snowfall_speech_npc_day8_04,1001,48,Extra,DialogScene,,snowfall_speech_npc_day8_04,0,0,0
snowfall_speech_npc_day8_05,1001,49,Extra,DialogScene,,snowfall_speech_npc_day8_05,0,0,0
snowfall_speech_npc_day8_06,1001,50,Extra,DialogScene,,snowfall_speech_npc_day8_06,0,0,0
snowfall_speech_npc_day8_07,1001,51,Extra,DialogScene,,snowfall_speech_npc_day8_07,0,0,0
snowfall_speech_npc_day8_08,1001,52,Extra,DialogScene,,snowfall_speech_npc_day8_08,0,0,0
snowfall_speech_npc_day8_09,1001,53,Extra,DialogScene,,snowfall_speech_npc_day8_09,0,0,0
snowfall_speech_npc_day8_10,1001,54,Extra,DialogScene,,snowfall_speech_npc_day8_10,0,0,0
snowfall_speech_npc_day9_01,1001,55,Extra,DialogScene,,snowfall_speech_npc_day9_01,0,0,0
snowfall_speech_npc_day9_02,1001,56,Extra,DialogScene,,snowfall_speech_npc_day9_02,0,0,0
snowfall_speech_npc_day9_03,1001,57,Extra,DialogScene,,snowfall_speech_npc_day9_03,0,0,0
snowfall_speech_npc_day9_04,1001,58,Extra,DialogScene,,snowfall_speech_npc_day9_04,0,0,0
snowfall_speech_npc_day9_05,1001,59,Extra,DialogScene,,snowfall_speech_npc_day9_05,0,0,0
snowfall_speech_npc_day9_06,1001,60,Extra,DialogScene,,snowfall_speech_npc_day9_06,0,0,0
snowfall_speech_npc_day10_01,1001,61,Extra,DialogScene,,snowfall_speech_npc_day10_01,0,0,0
snowfall_speech_npc_day10_02,1001,62,Extra,DialogScene,,snowfall_speech_npc_day10_02,0,0,0
snowfall_speech_npc_day10_03,1001,63,Extra,DialogScene,,snowfall_speech_npc_day10_03,0,0,0
snowfall_speech_npc_day10_04,1001,64,Extra,DialogScene,,snowfall_speech_npc_day10_04,0,0,0
snowfall_speech_npc_day10_05,1001,65,Extra,DialogScene,,snowfall_speech_npc_day10_05,0,0,0
snowfall_speech_npc_day10_06,1001,66,Extra,DialogScene,,snowfall_speech_npc_day10_06,0,0,0
snowfall_speech_npc_day10_07,1001,67,Extra,DialogScene,,snowfall_speech_npc_day10_07,0,0,0
snowfall_speech_npc_day11_01,1001,68,Extra,DialogScene,,snowfall_speech_npc_day11_01,0,0,0
snowfall_speech_npc_day11_02,1001,69,Extra,DialogScene,,snowfall_speech_npc_day11_02,0,0,0
snowfall_speech_npc_day11_03,1001,70,Extra,DialogScene,,snowfall_speech_npc_day11_03,0,0,0
snowfall_speech_npc_day11_04,1001,71,Extra,DialogScene,,snowfall_speech_npc_day11_04,0,0,0
snowfall_speech_npc_day11_05,1001,72,Extra,DialogScene,,snowfall_speech_npc_day11_05,0,0,0
snowfall_speech_npc_day11_06,1001,73,Extra,DialogScene,,snowfall_speech_npc_day11_06,0,0,0
snowfall_speech_npc_day11_07,1001,74,Extra,DialogScene,,snowfall_speech_npc_day11_07,0,0,0
snowfall_speech_npc_day12_01,1001,75,Extra,DialogScene,,snowfall_speech_npc_day12_01,0,0,0
snowfall_speech_npc_day12_02,1001,76,Extra,DialogScene,,snowfall_speech_npc_day12_02,0,0,0
snowfall_speech_npc_day12_03,1001,77,Extra,DialogScene,,snowfall_speech_npc_day12_03,0,0,0
snowfall_speech_npc_day12_04,1001,78,Extra,DialogScene,,snowfall_speech_npc_day12_04,0,0,0
snowfall_speech_npc_day12_05,1001,79,Extra,DialogScene,,snowfall_speech_npc_day12_05,0,0,0
snowfall_speech_npc_day12_06,1001,80,Extra,DialogScene,,snowfall_speech_npc_day12_06,0,0,0
snowfall_speech_npc_day12_07,1001,81,Extra,DialogScene,,snowfall_speech_npc_day12_07,0,0,0
snowfall_speech_npc_day12_08,1001,82,Extra,DialogScene,,snowfall_speech_npc_day12_08,0,0,0
snowfall_speech_npc_day12_09,1001,83,Extra,DialogScene,,snowfall_speech_npc_day12_09,0,0,0
snowfall_speech_npc_day12_10,1001,84,Extra,DialogScene,,snowfall_speech_npc_day12_10,0,0,0
snowfall_speech_npc_day12_11,1001,85,Extra,DialogScene,,snowfall_speech_npc_day12_11,0,0,0
snowfall_speech_npc_day13_01,1001,86,Extra,DialogScene,,snowfall_speech_npc_day13_01,0,0,0
snowfall_speech_npc_day13_02,1001,87,Extra,DialogScene,,snowfall_speech_npc_day13_02,0,0,0
snowfall_speech_npc_day13_03,1001,88,Extra,DialogScene,,snowfall_speech_npc_day13_03,0,0,0
snowfall_speech_npc_day13_04,1001,89,Extra,DialogScene,,snowfall_speech_npc_day13_04,0,0,0
snowfall_speech_npc_day13_05,1001,90,Extra,DialogScene,,snowfall_speech_npc_day13_05,0,0,0
snowfall_speech_npc_day13_06,1001,91,Extra,DialogScene,,snowfall_speech_npc_day13_06,0,0,0
snowfall_speech_npc_day14_01,1001,92,Extra,DialogScene,,snowfall_speech_npc_day14_01,0,0,0
snowfall_speech_npc_day14_02,1001,93,Extra,DialogScene,,snowfall_speech_npc_day14_02,0,0,0
snowfall_speech_npc_day14_03,1001,94,Extra,DialogScene,,snowfall_speech_npc_day14_03,0,0,0
snowfall_speech_npc_day14_04,1001,95,Extra,DialogScene,,snowfall_speech_npc_day14_04,0,0,0
snowfall_speech_npc_day14_05,1001,96,Extra,DialogScene,,snowfall_speech_npc_day14_05,0,0,0
snowfall_speech_npc_day14_06,1001,97,Extra,DialogScene,,snowfall_speech_npc_day14_06,0,0,0
snowfall_speech_npc_day14_07,1001,98,Extra,DialogScene,,snowfall_speech_npc_day14_07,0,0,0
snowfall_speech_npc_day14_08,1001,99,Extra,DialogScene,,snowfall_speech_npc_day14_08,0,0,0
snowfall_speech_npc_day14_09,1001,100,Extra,DialogScene,,snowfall_speech_npc_day14_09,0,0,0
snowfall_speech_npc_day15_01,1001,101,Extra,DialogScene,,snowfall_speech_npc_day15_01,0,0,0
snowfall_speech_npc_day15_02,1001,102,Extra,DialogScene,,snowfall_speech_npc_day15_02,0,0,0
snowfall_speech_npc_day15_03,1001,103,Extra,DialogScene,,snowfall_speech_npc_day15_03,0,0,0
