id,assembly_type,icon_id,bg_deco_id,title_locale_key,bg_color_rgb,title_stroke_color_rgb,character_name_code
3001,Character,si_c010_00_s,si_c010_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3001,0,0,3001
3002,Character,si_c011_00_s,si_c011_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3002,0,0,3002
3003,Character,si_c020_00_s,si_c020_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3003,0,0,3003
3005,Character,si_c012_00_s,si_c012_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3005,0,0,3005
3006,Character,si_c161_00_s,si_c161_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3006,0,0,3006
3007,Character,si_c060_00_s,si_c060_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3007,0,0,3007
3008,Character,si_c061_00_s,si_c061_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3008,0,0,3008
3009,Character,si_c120_00_s,si_c120_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3009,0,0,3009
3010,Character,si_c291_00_s,si_c291_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3010,0,0,3010
3011,Character,si_c193_00_s,si_c193_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3011,0,0,3011
5001,Character,si_c102_00_s,si_c102_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5001,0,0,5001
5002,Character,si_c140_00_s,si_c140_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5002,0,0,5002
5003,Character,si_c210_00_s,si_c210_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5003,0,0,5003
5004,Character,si_c191_00_s,si_c191_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5004,0,0,5004
5005,Character,si_c090_00_s,si_c090_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5005,0,0,5005
5006,Character,si_c160_00_s,si_c160_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5006,0,0,5006
5007,Character,si_c170_00_s,si_c170_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5007,0,0,5007
5008,Character,si_c270_00_s,si_c270_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5008,0,0,5008
5009,Character,si_c271_00_s,si_c271_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5009,0,0,5009
5010,Character,si_c142_00_s,si_c142_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5010,0,0,5010
5011,Character,si_c082_00_s,si_c082_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5011,0,0,5011
5012,Character,si_c220_00_s,si_c220_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5012,0,0,5012
5013,Character,si_c231_00_s,si_c231_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5013,0,0,5013
5014,Character,si_c150_00_s,si_c150_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5014,0,0,5014
5015,Character,si_c022_00_s,si_c022_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5015,0,0,5015
5016,Character,si_c030_00_s,si_c030_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5016,0,0,5016
5017,Character,si_c032_00_s,si_c032_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5017,0,0,5017
5018,Character,si_c070_00_s,si_c070_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5018,0,0,5018
5019,Character,si_c071_00_s,si_c071_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5019,0,0,5019
5020,Character,si_c072_00_s,si_c072_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5020,0,0,5020
5021,Character,si_c080_00_s,si_c080_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5021,0,0,5021
5022,Character,si_c091_00_s,si_c091_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5022,0,0,5022
5023,Character,si_c092_00_s,si_c092_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5023,0,0,5023
5024,Character,si_c101_00_s,si_c101_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5024,0,0,5024
5025,Character,si_c110_00_s,si_c110_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5025,0,0,5025
5026,Character,si_c130_00_s,si_c130_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5026,0,0,5026
5027,Character,si_c131_00_s,si_c131_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5027,0,0,5027
5028,Character,si_c141_00_s,si_c141_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5028,0,0,5028
5029,Character,si_c171_00_s,si_c171_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5029,0,0,5029
5030,Character,si_c172_00_s,si_c172_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5030,0,0,5030
5031,Character,si_c180_00_s,si_c180_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5031,0,0,5031
5032,Character,si_c181_00_s,si_c181_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5032,0,0,5032
5033,Character,si_c190_00_s,si_c190_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5033,0,0,5033
5034,Character,si_c200_00_s,si_c200_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5034,0,0,5034
5035,Character,si_c201_00_s,si_c201_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5035,0,0,5035
5036,Character,si_c202_00_s,si_c202_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5036,0,0,5036
5037,Character,si_c212_00_s,si_c212_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5037,0,0,5037
5038,Character,si_c241_00_s,si_c241_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5038,0,0,5038
5039,Character,si_c242_00_s,si_c242_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5039,0,0,5039
5040,Character,si_c221_00_s,si_c221_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5040,0,0,5040
5041,Character,si_c222_00_s,si_c222_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5041,0,0,5041
5042,Character,si_c230_00_s,si_c230_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5042,0,0,5042
5043,Character,si_c232_00_s,si_c232_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5043,0,0,5043
5044,Character,si_c260_00_s,si_c260_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5044,0,0,5044
5045,Character,si_c280_00_s,si_c280_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5045,0,0,5045
5046,Character,si_c310_00_s,si_c310_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5046,0,0,5046
5048,Character,si_c321_00_s,si_c321_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5048,0,0,5048
5050,Character,si_c311_00_s,si_c311_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5050,0,0,5050
5051,Character,si_c312_00_s,si_c312_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5051,0,0,5051
5053,Character,si_c361_00_s,si_c361_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5053,0,0,5053
5054,Character,si_c381_00_s,si_c381_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5054,0,0,5054
5055,Character,si_c400_00_s,si_c400_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5055,0,0,5055
5056,Character,si_c261_00_s,si_c261_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5056,0,0,5056
5059,Character,si_c401_00_s,si_c401_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5059,0,0,5059
5061,Character,si_c233_00_s,si_c233_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5061,0,0,5061
5063,Character,si_c351_00_s,si_c351_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5063,0,0,5063
5064,Character,si_c132_00_s,si_c132_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5064,0,0,5064
5065,Character,si_c330_00_s,si_c330_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5065,0,0,5065
5066,Character,si_c352_00_s,si_c352_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5066,0,0,5066
5068,Character,si_c380_00_s,si_c380_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5068,0,0,5068
5069,Character,si_c392_00_s,si_c392_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5069,0,0,5069
5070,Character,si_c432_00_s,si_c432_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5070,0,0,5070
5071,Character,si_c014_00_s,si_c014_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5071,0,0,5071
5074,Character,si_c430_00_s,si_c430_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5074,0,0,5074
5075,Character,si_c431_00_s,si_c431_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5075,0,0,5075
5078,Character,si_c402_00_s,si_c402_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5078,0,0,5078
5079,Character,si_c350_00_s,si_c350_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5079,0,0,5079
5081,Character,si_c192_00_s,si_c192_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5081,0,0,5081
5082,Character,si_c033_00_s,si_c033_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5082,0,0,5082
5085,Character,si_c121_00_s,si_c121_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5085,0,0,5085
5087,Character,si_c203_00_s,si_c203_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5087,0,0,5087
5092,Character,si_c382_00_s,si_c382_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5092,0,0,5092
5097,Character,si_c015_00_s,si_c015_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5097,0,0,5097
5098,Character,si_c353_00_s,si_c353_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5098,0,0,5098
5099,Character,si_c450_00_s,si_c450_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5099,0,0,5099
5100,Character,si_c451_00_s,si_c451_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5100,0,0,5100
5101,Character,si_c470_00_s,si_c470_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5101,0,0,5101
5102,Character,si_c224_00_s,si_c224_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5102,0,0,5102
5103,Character,si_c194_00_s,si_c194_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5103,0,0,5103
5104,Character,si_c062_00_s,si_c062_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5104,0,0,5104
5105,Character,si_c225_00_s,si_c225_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5105,0,0,5105
5106,Character,si_c313_00_s,si_c313_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5106,0,0,5106
5107,Character,si_c500_00_s,si_c500_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5107,0,0,5107
5110,Character,si_c043_00_s,si_c043_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5110,0,0,5110
5111,Character,si_c550_00_s,si_c550_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5111,0,0,5111
5112,Character,si_c501_00_s,si_c501_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5112,0,0,5112
5113,Character,si_c314_00_s,si_c314_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5113,0,0,5113
5114,Character,si_c195_00_s,si_c195_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5114,0,0,5114
5115,Character,si_c551_00_s,si_c551_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5115,0,0,5115
5116,Character,si_c283_00_s,si_c283_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5116,0,0,5116
5117,Character,si_c284_00_s,si_c284_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5117,0,0,5117
5077,Character,si_c391_00_s,si_c391_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5077,0,0,5077
5088,Character,si_c390_00_s,si_c390_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5088,0,0,5088
5049,Character,si_c272_00_s,si_c272_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5049,0,0,5049
5121,Character,si_c403_00_s,si_c403_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5121,0,0,5121
5122,Character,si_c580_00_s,si_c580_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5122,0,0,5122
3004,Character,si_c240_00_s,si_c240_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_3004,0,0,3004
5123,Character,si_c226_00_s,si_c226_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5123,0,0,5123
5124,Character,si_c511_00_s,si_c511_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5124,0,0,5124
5125,Character,si_c514_00_s,si_c514_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5125,0,0,5125
5126,Character,si_c411_00_s,si_c411_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5126,0,0,5126
5127,Character,si_c183_00_s,si_c183_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5127,0,0,5127
5128,Character,si_c182_00_s,si_c182_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5128,0,0,5128
5129,Character,si_c016_00_s,si_c016_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5129,0,0,5129
1019,Character,si_c290_00_s,si_c290_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_1019,0,0,1019
5130,Character,si_c354_00_s,si_c354_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5130,0,0,5130
5131,Character,si_c355_00_s,si_c355_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5131,0,0,5131
5134,Character,si_c412_00_s,si_c412_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5134,0,0,5134
5135,Character,si_c520_00_s,si_c520_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5135,0,0,5135
5136,Character,si_c521_00_s,si_c521_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5136,0,0,5136
5137,Character,si_c513_00_s,si_c513_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5137,0,0,5137
5138,Character,si_c162_00_s,si_c162_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5138,0,0,5138
5139,Character,si_c590_00_s,si_c590_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5139,0,0,5139
5140,Character,si_c581_00_s,si_c581_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5140,0,0,5140
5141,Character,si_c041_00_s,si_c041_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5141,0,0,5141
5144,Character,si_c532_00_s,si_c532_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5144,0,0,5144
5145,Character,si_c234_00_s,si_c234_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5145,0,0,5145
5146,Character,si_c502_00_s,si_c502_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5146,0,0,5146
5147,Character,si_c093_00_s,si_c093_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5147,0,0,5147
5148,Character,si_c094_00_s,si_c094_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5148,0,0,5148
5149,Character,si_c095_00_s,si_c095_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5149,0,0,5149
5150,Character,si_c143_00_s,si_c143_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5150,0,0,5150
5151,Character,si_c315_00_s,si_c315_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5151,0,0,5151
5154,Character,si_c023_00_s,si_c023_00_s,Locale_System:USERTITLE_ASSEMBLY_NIKKE_5154,0,0,5154
