id,event_id,pass_point_id,name_localkey,description_localkey,midas_product_id,infracore_point,pass_premium_name_localkey,pass_premium_description_localkey,rank_skip_id,pass_logo_resource_id,pass_lobby_button_resource_id,is_character_active,shop_npc_resource_id,npc_costume_id,product_info_description,use_placeholder,prefab_id,is_display_lobby
1000025,100025,11021,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000025,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_passioncanon02_pass,True,834,110015,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_passioncanon02_pass_popup,True
1000026,100026,11022,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000026,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_passioncanon03_pass,True,832,110017,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_passioncanon03_pass_popup,True
1000027,100027,11023,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000027,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_2.5anniversary_pass,True,514,30041,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_2.5anniversary_pass_popup,True
1000028,100028,11024,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000028,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_baseball_pass,True,270,30044,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_baseball_pass_popup,True
1000029,100029,11025,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000029,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_neurolink_pass,True,850,110019,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_neurolink_pass_popup,True
1000030,100030,11026,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000030,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_midsummer_pass,True,851,110022,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_midsummer_pass_popup,True
1000031,100031,11027,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000031,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pass_hiddensummer,True,810,90005,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_hiddensummer_pass_popup,True
1000032,100032,11028,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000032,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pass_survivor,True,192,10013,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_survivor_pass_popup,True
1000033,100033,11029,Locale_Event:EVENT_PASS_NAME,Locale_Event:EVENT_PASS_DESCRIPTION,71000033,0,Locale_Event:EVENT_PREMIUM_PASS_NAME,Locale_Event:EVENT_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_event_pass_cheerbunny,True,550,70007,Locale_Event:PASS_FINAL_REWARD_INFO,True,event_cheerbunny_pass_popup,True
2000001,90002,90002,Locale_Event:COMEBACK_PASS_NAME,Locale_Event:COMEBACK_PASS_DESCRIPTION,72000001,0,Locale_Event:COMEBACK_PREMIUM_PASS_NAME,Locale_Event:COMEBACK_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,False,0,0,Locale_Event:COMEBACK_PASS_INFO,True,ComeBackUserEvent,False
2000002,90003,90003,Locale_Event:COMEBACK_PASS_NAME,Locale_Event:COMEBACK_PASS_DESCRIPTION,72000002,0,Locale_Event:COMEBACK_PREMIUM_PASS_NAME,Locale_Event:COMEBACK_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,,False,0,0,Locale_Event:COMEBACK_PASS_INFO,True,ComeBackUserEvent,False
2000003,90004,90004,Locale_Event:COMEBACK_PASS_NAME,Locale_Event:COMEBACK_PASS_DESCRIPTION,72000003,0,Locale_Event:COMEBACK_PREMIUM_PASS_NAME,Locale_Event:COMEBACK_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_season_pass_04,False,0,0,Locale_Event:COMEBACK_PASS_INFO,True,ComeBackUserEvent,False
2000099,90099,90099,Locale_Event:COMEBACK_PASS_NAME,Locale_Event:COMEBACK_PASS_DESCRIPTION,72000001,0,Locale_Event:COMEBACK_PREMIUM_PASS_NAME,Locale_Event:COMEBACK_PREMIUM_PASS_DESCRIPTION,10,logo_season_pass_01,banner_season_pass_01,False,0,0,Locale_Event:COMEBACK_PASS_INFO,True,ComeBackUserEvent,False
