id,mission_trigger_data_group_id,step,trigger,condition_sector,condition_id,condition_value,print_value,name_localkey,description_localkey,reward_id,shortcut_type,shortcut_value
100135,1001,35,BuildingLevelUpCompleteStack,0,401000905,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BUILD,Locale_Surface:SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,24070404,None,0
100136,1001,36,ItemCraft,0,4000004,3,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Locale_Surface:SURFACE_MISSION_TRIGGER_ITEM_CRAFT,24070405,None,0
100137,1001,37,OccupationComplete,0,404001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070406,Occupation,404001
100138,1001,38,OccupationComplete,0,404002,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070407,Occupation,404002
100139,1001,39,OccupationComplete,0,404003,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Locale_Surface:SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,24070408,Occupation,404003
100140,1001,40,ClearQuest,4001004,0,6,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_QUEST,Locale_Surface:SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_04,24070409,None,0
199901,1999,1,EvlaPurificationComplete,0,1001,1,False,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BETA,Locale_Surface:SURFACE_MISSION_TRIGGER_BETA_01,24080001,None,0
199902,1999,2,ClearQuest,4001004,0,6,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_BETA,Locale_Surface:SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_04,24080002,None,0
200101,2001,1,KillMonsterSpecificSector,0,0,5,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080101,None,0
200102,2001,2,KillMonsterSpecificSector,0,0,20,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080102,None,0
200103,2001,3,KillMonsterSpecificSector,0,0,40,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080103,None,0
200104,2001,4,KillMonsterSpecificSector,0,0,80,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080104,None,0
200105,2001,5,KillMonsterSpecificSector,0,0,140,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080105,None,0
200106,2001,6,KillMonsterSpecificSector,0,0,200,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080106,None,0
200107,2001,7,KillMonsterSpecificSector,0,0,270,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Locale_Surface:SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,24080107,None,0
200201,2002,1,CollectFieldItem,0,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080201,None,0
200202,2002,2,CollectFieldItem,0,0,5,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080202,None,0
200203,2002,3,CollectFieldItem,0,0,10,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080203,None,0
200204,2002,4,CollectFieldItem,0,0,15,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080204,None,0
200205,2002,5,CollectFieldItem,0,0,22,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080205,None,0
200206,2002,6,CollectFieldItem,0,0,34,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,24080206,None,0
200301,2003,1,CollectFieldResource,0,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080301,None,0
200302,2003,2,CollectFieldResource,0,0,6,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080302,None,0
200303,2003,3,CollectFieldResource,0,0,16,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080303,None,0
200304,2003,4,CollectFieldResource,0,0,28,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080304,None,0
200305,2003,5,CollectFieldResource,0,0,40,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080305,None,0
200306,2003,6,CollectFieldResource,0,0,52,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_COLLECT,Locale_Surface:SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,24080306,None,0
200401,2004,1,TeamSetCount,0,0,2,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080401,None,0
200402,2004,2,TeamSetCount,0,0,3,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080402,None,0
200403,2004,3,TeamSetCount,0,0,5,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080403,None,0
200404,2004,4,TeamSetCount,0,0,7,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080404,None,0
200405,2004,5,TeamSetCount,0,0,9,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080405,None,0
200406,2004,6,TeamSetCount,0,0,11,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Locale_Surface:SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,24080406,None,0
201001,2010,1,BossRaidSuppressComplete,4001002,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Locale_Surface:SURFACE_MISSION_TRIGGER_BOSS_RAID_SUPPRESS_COMPLETE,24081001,None,0
201002,2010,2,BossRaidSuppressComplete,4001003,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Locale_Surface:SURFACE_MISSION_TRIGGER_BOSS_RAID_SUPPRESS_COMPLETE,24081002,None,0
201003,2010,3,BossRaidSuppressComplete,4001004,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Locale_Surface:SURFACE_MISSION_TRIGGER_BOSS_RAID_SUPPRESS_COMPLETE,24081003,None,0
201101,2011,1,LegionRaidSuppressComplete,4001003,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Locale_Surface:SURFACE_MISSION_TRIGGER_LEGION_RAID_SUPPRESS_COMPLETE,24081101,None,0
201102,2011,2,LegionRaidSuppressComplete,4001004,0,1,True,Locale_Surface:SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Locale_Surface:SURFACE_MISSION_TRIGGER_LEGION_RAID_SUPPRESS_COMPLETE,24081102,None,0
