id,group_id,skin_group_id,skin_group_localkey,name_localkey,description_localkey,building_sprite_resource_id,building_symbol_resource_id,building_resource_id,event_id
111901,11901,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_shoppingmall,Locale_Outpost:1000_11900_description,1000_shoppingmall_01,icn_structure_academy,opobj_shoppingmall_01,
112001,12001,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_radiotower,Locale_Outpost:1000_12000_description,1000_radiotower_01,icn_structure_radiotower,opobj_radiotower_01,
112101,12101,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_goddessofvictory,Locale_Outpost:1000_12100_description,1000_goddessofvictory_01,icn_structure_academy,opobj_goddessofvictory_01,
112201,12201,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_wingofvictory,Locale_Outpost:1000_12200_description,1000_wingofvictory_01,icn_structure_wingofvictory,opobj_wingofvictory_01,
112301,12301,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_gym,Locale_Outpost:1000_12300_description,1000_gym_01,icn_structure_academy,opobj_GYM_01,
122401,22401,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_commandcenter,Locale_Outpost:1000_22400_description,1000_CommandCenter_01,icn_structure_command,opobj_CommandCenter_01,
122701,22701,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_synchrodevice,Locale_Outpost:1000_22700_description,1000_synchrodevice_01,icn_structure_synchrodevice,opobj_synchrodevice_01,
122801,22801,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_recycleroom,Locale_Outpost:1000_22800_description,1000_recycleroom_01,icn_structure_recycleroom,opobj_recycleroom_01,
122901,22901,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_academy,Locale_Outpost:1000_22900_description,1000_tacticacademy_01,icn_structure_academy,opobj_TacticAcademy_01,
123001,23001,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_infracore,Locale_Outpost:1000_23000_description,1000_infracore_01,icn_structure_infracore,opobj_Infracore_01,
123101,23101,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_elevator,Locale_Outpost:1000_23100_description,1000_elevator_01,icn_structure_elevator,opobj_Elevator_01,
123201,23201,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_dispatchboard,Locale_Outpost:1000_23200_description,1000_DispatchBoard_01,icn_structure_board,opobj_DispatchBoard_01,
123301,23301,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_amusementpark,Locale_Outpost:1000_23300_description,1000_amusementpark_01,icn_structure_board,opobj_amusementpark_01,
123401,23401,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_outdoorpool,Locale_Outpost:1000_23400_description,1000_outdoorpool_01,icn_structure_board,opobj_outdoorpool_01,
123501,23501,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_flowerpark,Locale_Outpost:1000_23500_description,1000_FlowerPark_01,icn_structure_board,opobj_FlowerPark_01,
133601,33601,1000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_event_building_01,Locale_Outpost:1000_33600_description,1000_EventBuilding_01,icn_structure_board,opobj_event_hideout_01,80200.0
210201,10201,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_901_name,Locale_Outpost:2000_900_description,structure_2000_901,structure_2000_901,2000_901,
210202,10202,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_902_name,Locale_Outpost:2000_900_description,structure_2000_901,structure_2000_901,2000_902,
210203,10203,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_903_name,Locale_Outpost:2000_900_description,structure_2000_901,structure_2000_901,2000_903,
210204,10204,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_904_name,Locale_Outpost:2000_900_description,structure_2000_901,structure_2000_901,2000_904,
210205,10205,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_905_name,Locale_Outpost:2000_900_description,structure_2000_901,structure_2000_901,2000_905,
210801,10801,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_101_name,Locale_Outpost:2000_100_description,structure_2000_101,structure_2000_101,2000_101,
210802,10802,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_102_name,Locale_Outpost:2000_100_description,structure_2000_101,structure_2000_101,2000_102,
210803,10803,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_103_name,Locale_Outpost:2000_100_description,structure_2000_101,structure_2000_101,2000_103,
210804,10804,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_104_name,Locale_Outpost:2000_100_description,structure_2000_101,structure_2000_101,2000_104,
210805,10805,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_105_name,Locale_Outpost:2000_100_description,structure_2000_101,structure_2000_101,2000_105,
211001,11001,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_1001_name,Locale_Outpost:2000_1000_description,structure_2000_1001,structure_2000_1001,2000_1001,
211002,11002,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_1002_name,Locale_Outpost:2000_1000_description,structure_2000_1001,structure_2000_1001,2000_1002,
211003,11003,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_1003_name,Locale_Outpost:2000_1000_description,structure_2000_1001,structure_2000_1001,2000_1003,
211004,11004,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_1004_name,Locale_Outpost:2000_1000_description,structure_2000_1001,structure_2000_1001,2000_1004,
211005,11005,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_1005_name,Locale_Outpost:2000_1000_description,structure_2000_1001,structure_2000_1001,2000_1005,
211201,11201,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_601_name,Locale_Outpost:2000_600_description,structure_2000_601,structure_2000_601,2000_601,
211202,11202,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_602_name,Locale_Outpost:2000_600_description,structure_2000_601,structure_2000_601,2000_602,
211203,11203,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_603_name,Locale_Outpost:2000_600_description,structure_2000_601,structure_2000_601,2000_603,
211204,11204,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_604_name,Locale_Outpost:2000_600_description,structure_2000_601,structure_2000_601,2000_604,
211205,11205,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_605_name,Locale_Outpost:2000_600_description,structure_2000_601,structure_2000_601,2000_605,
211301,11301,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_401_name,Locale_Outpost:2000_400_description,structure_2000_401,structure_2000_401,2000_401,
211302,11302,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_402_name,Locale_Outpost:2000_400_description,structure_2000_401,structure_2000_401,2000_402,
211303,11303,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_403_name,Locale_Outpost:2000_400_description,structure_2000_401,structure_2000_401,2000_403,
211304,11304,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_404_name,Locale_Outpost:2000_400_description,structure_2000_401,structure_2000_401,2000_404,
211305,11305,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_405_name,Locale_Outpost:2000_400_description,structure_2000_401,structure_2000_401,2000_405,
211901,11901,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_701_name,Locale_Outpost:2000_700_description,structure_2000_701,structure_2000_701,2000_701,
211902,11902,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_702_name,Locale_Outpost:2000_700_description,structure_2000_701,structure_2000_701,2000_702,
211903,11903,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_703_name,Locale_Outpost:2000_700_description,structure_2000_701,structure_2000_701,2000_703,
211904,11904,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_704_name,Locale_Outpost:2000_700_description,structure_2000_701,structure_2000_701,2000_704,
211905,11905,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_705_name,Locale_Outpost:2000_700_description,structure_2000_701,structure_2000_701,2000_705,
212001,12001,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_301_name,Locale_Outpost:2000_300_description,structure_2000_301,structure_2000_301,2000_301,
212002,12002,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_302_name,Locale_Outpost:2000_300_description,structure_2000_301,structure_2000_301,2000_302,
212003,12003,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_303_name,Locale_Outpost:2000_300_description,structure_2000_301,structure_2000_301,2000_303,
212004,12004,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_304_name,Locale_Outpost:2000_300_description,structure_2000_301,structure_2000_301,2000_304,
212005,12005,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_305_name,Locale_Outpost:2000_300_description,structure_2000_301,structure_2000_301,2000_305,
212301,12301,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_801_name,Locale_Outpost:2000_800_description,structure_2000_801,structure_2000_801,2000_801,
212302,12302,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_802_name,Locale_Outpost:2000_800_description,structure_2000_801,structure_2000_801,2000_802,
212303,12303,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_803_name,Locale_Outpost:2000_800_description,structure_2000_801,structure_2000_801,2000_803,
212304,12304,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_804_name,Locale_Outpost:2000_800_description,structure_2000_801,structure_2000_801,2000_804,
212305,12305,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_805_name,Locale_Outpost:2000_800_description,structure_2000_801,structure_2000_801,2000_805,
222401,22401,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_201_name,Locale_Outpost:2000_200_description,structure_2000_201,structure_2000_201,2000_201,
222402,22402,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_202_name,Locale_Outpost:2000_200_description,structure_2000_201,structure_2000_201,2000_202,
222403,22403,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_203_name,Locale_Outpost:2000_200_description,structure_2000_201,structure_2000_201,2000_203,
222404,22404,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_204_name,Locale_Outpost:2000_200_description,structure_2000_201,structure_2000_201,2000_204,
222405,22405,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_205_name,Locale_Outpost:2000_200_description,structure_2000_201,structure_2000_201,2000_205,
222701,22701,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_10001_name,Locale_Outpost:2000_10000_description,structure_2000_10001,structure_2000_10001,2000_10001,
222702,22702,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_10002_name,Locale_Outpost:2000_10000_description,structure_2000_10001,structure_2000_10001,2000_10002,
222703,22703,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_10003_name,Locale_Outpost:2000_10000_description,structure_2000_10001,structure_2000_10001,2000_10003,
222704,22704,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_10004_name,Locale_Outpost:2000_10000_description,structure_2000_10001,structure_2000_10001,2000_10004,
222705,22705,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_10005_name,Locale_Outpost:2000_10000_description,structure_2000_10001,structure_2000_10001,2000_10005,
222801,22801,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_11001_name,Locale_Outpost:2000_11000_description,structure_2000_11001,structure_2000_11001,2000_10011,
222802,22802,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_11002_name,Locale_Outpost:2000_11000_description,structure_2000_11001,structure_2000_11001,2000_10012,
222803,22803,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_11003_name,Locale_Outpost:2000_11000_description,structure_2000_11001,structure_2000_11001,2000_10013,
222804,22804,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_11004_name,Locale_Outpost:2000_11000_description,structure_2000_11001,structure_2000_11001,2000_10014,
222805,22805,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_11005_name,Locale_Outpost:2000_11000_description,structure_2000_11001,structure_2000_11001,2000_10015,
222901,22901,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_12001_name,Locale_Outpost:2000_12000_description,structure_2000_10001,structure_2000_10001,2000_10001,
222902,22902,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_12002_name,Locale_Outpost:2000_12000_description,structure_2000_10001,structure_2000_10001,2000_10002,
222903,22903,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_12003_name,Locale_Outpost:2000_12000_description,structure_2000_10001,structure_2000_10001,2000_10003,
222904,22904,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_12004_name,Locale_Outpost:2000_12000_description,structure_2000_10001,structure_2000_10001,2000_10004,
222905,22905,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_12005_name,Locale_Outpost:2000_12000_description,structure_2000_10001,structure_2000_10001,2000_10005,
223101,23101,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_9001_name,Locale_Outpost:2000_9000_description,structure_2000_9001,structure_2000_9001,2000_9001,
223102,23102,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_9002_name,Locale_Outpost:2000_9000_description,structure_2000_9001,structure_2000_9001,2000_9002,
223103,23103,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_9003_name,Locale_Outpost:2000_9000_description,structure_2000_9001,structure_2000_9001,2000_9003,
223104,23104,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_9004_name,Locale_Outpost:2000_9000_description,structure_2000_9001,structure_2000_9001,2000_9004,
223105,23105,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_9005_name,Locale_Outpost:2000_9000_description,structure_2000_9001,structure_2000_9001,2000_9005,
223201,23201,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_501_name,Locale_Outpost:2000_500_description,structure_2000_501,structure_2000_501,2000_501,
223202,23202,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_502_name,Locale_Outpost:2000_500_description,structure_2000_501,structure_2000_501,2000_502,
223203,23203,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_503_name,Locale_Outpost:2000_500_description,structure_2000_501,structure_2000_501,2000_503,
223204,23204,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_504_name,Locale_Outpost:2000_500_description,structure_2000_501,structure_2000_501,2000_504,
223205,23205,2000,Locale_Outpost:2000_skin_group,Locale_Outpost:2000_505_name,Locale_Outpost:2000_500_description,structure_2000_501,structure_2000_501,2000_505,
310101,10101,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_observationpost,Locale_Outpost:1000_10100_description,1000_observationpost_01,structure_1000_1201,opobj_observationpost_01,
310201,10201,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_policestation,Locale_Outpost:1000_10200_description,1000_policestation_01,icn_structure_police,opobj_policestation_01,
310301,10301,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_hotel,Locale_Outpost:1000_10300_description,1000_hotel_01,structure_1000_1101,opobj_hotel_01,
310401,10401,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_maidcaffe,Locale_Outpost:1000_10400_description,1000_maidcaffe_01,icn_structure_maidcafe,opobj_maidcaffe_01,
310501,10501,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_toyshop,Locale_Outpost:1000_10500_description,1000_toyshop_01,icn_structure_trainstation,opobj_toyshop_01,
310601,10601,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_trainstation,Locale_Outpost:1000_10600_description,1000_trainstation_01,icn_structure_academy,opobj_trainstation_01,
310701,10701,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_workshop,Locale_Outpost:1000_10700_description,1000_workshop_01,structure_1000_1301,opobj_workshop_01,
310801,10801,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_armory,Locale_Outpost:1000_10800_description,1000_armory_01,icn_structure_armory,opobj_armory_01,
310901,10901,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_powerplant,Locale_Outpost:1000_10900_description,1000_PowerPlant_01,icn_structure_academy,opobj_PowerPlant_01,
311001,11001,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_modernbar,Locale_Outpost:1000_11000_description,1000_modernbar_01,icn_structure_modernbar,opobj_modernbar_01,
311101,11101,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_library,Locale_Outpost:1000_11100_description,1000_Library_01,icn_structure_library,opobj_Library_01,
311201,11201,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_hospital,Locale_Outpost:1000_11200_description,1000_hospital_01,icn_structure_academy,opobj_hospital_01,
311301,11301,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_caffe,Locale_Outpost:1000_11300_description,1000_cafe_01,icn_structure_cafe,opobj_caffe_01,
311401,11401,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_theater,Locale_Outpost:1000_11400_description,1000_Theater_01,icn_structure_theater,opobj_Theater_01,
311501,11501,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_mysteryclub,Locale_Outpost:1000_11500_description,1000_mysteryclub_01,icn_structure_academy,opobj_mysteryclub_01,
311601,11601,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_court,Locale_Outpost:1000_11600_description,1000_court_01,icn_structure_court,opobj_court_01,
311701,11701,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_church,Locale_Outpost:1000_11700_description,1000_church_01,icn_structure_academy,opobj_church_01,
311801,11801,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_clothesstore,Locale_Outpost:1000_11800_description,1000_clothesstore_01,icn_structure_clothesstore,opobj_clothesstore_01,
311901,11901,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_shoppingmall,Locale_Outpost:1000_11900_description,1000_shoppingmall_01,icn_structure_academy,opobj_shoppingmall_01,
312001,12001,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_radiotower,Locale_Outpost:1000_12000_description,1000_radiotower_01,icn_structure_radiotower,opobj_radiotower_01,
312101,12101,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_goddessofvictory,Locale_Outpost:1000_12100_description,1000_goddessofvictory_01,icn_structure_academy,opobj_goddessofvictory_01,
312201,12201,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_wingofvictory,Locale_Outpost:1000_12200_description,1000_wingofvictory_01,icn_structure_wingofvictory,opobj_wingofvictory_01,
312301,12301,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_gym,Locale_Outpost:1000_12300_description,1000_gym_01,icn_structure_academy,opobj_GYM_01,
322401,22401,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_commandcenter,Locale_Outpost:1000_22400_description,1000_CommandCenter_01,icn_structure_command,opobj_CommandCenter_01,
322701,22701,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_synchrodevice,Locale_Outpost:1000_22700_description,1000_synchrodevice_01,icn_structure_synchrodevice,opobj_synchrodevice_01,
322801,22801,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_recycleroom,Locale_Outpost:1000_22800_description,1000_recycleroom_01,icn_structure_recycleroom,opobj_recycleroom_01,
322901,22901,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_academy,Locale_Outpost:1000_22900_description,1000_tacticacademy_01,icn_structure_academy,opobj_TacticAcademy_01,
323001,23001,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_infracore,Locale_Outpost:1000_23000_description,1000_infracore_01,icn_structure_infracore,opobj_Infracore_01,
323101,23101,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_elevator,Locale_Outpost:1000_23100_description,1000_elevator_01,icn_structure_elevator,opobj_Elevator_01,
323201,23201,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_dispatchboard,Locale_Outpost:1000_23200_description,1000_DispatchBoard_01,icn_structure_board,opobj_DispatchBoard_01,
323301,23301,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_amusementpark,Locale_Outpost:1000_23300_description,1000_amusementpark_01,icn_structure_board,opobj_amusementpark_01,
323401,23401,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_outdoorpool,Locale_Outpost:1000_23400_description,1000_outdoorpool_01,icn_structure_board,opobj_outdoorpool_01,
323501,23501,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_flowerpark,Locale_Outpost:1000_23500_description,1000_FlowerPark_01,icn_structure_board,opobj_FlowerPark_01,
333601,33601,3000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_event_building_01,Locale_Outpost:1000_33600_description,1000_EventBuilding_01,icn_structure_board,opobj_event_hideout_01,80200.0
410101,10101,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_observationpost,Locale_Outpost:1000_10100_description,1000_observationpost_01,structure_1000_1201,opobj_observationpost_01,
410201,10201,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_policestation,Locale_Outpost:1000_10200_description,1000_policestation_01,icn_structure_police,opobj_policestation_01,
410301,10301,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_hotel,Locale_Outpost:1000_10300_description,1000_hotel_01,structure_1000_1101,opobj_hotel_01,
410401,10401,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_maidcaffe,Locale_Outpost:1000_10400_description,1000_maidcaffe_01,icn_structure_maidcafe,opobj_maidcaffe_01,
410501,10501,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_toyshop,Locale_Outpost:1000_10500_description,1000_toyshop_01,icn_structure_trainstation,opobj_toyshop_01,
410601,10601,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_trainstation,Locale_Outpost:1000_10600_description,1000_trainstation_01,icn_structure_academy,opobj_trainstation_01,
410701,10701,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_workshop,Locale_Outpost:1000_10700_description,1000_workshop_01,structure_1000_1301,opobj_workshop_01,
410801,10801,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_armory,Locale_Outpost:1000_10800_description,1000_armory_01,icn_structure_armory,opobj_armory_01,
410901,10901,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_powerplant,Locale_Outpost:1000_10900_description,1000_PowerPlant_01,icn_structure_academy,opobj_PowerPlant_01,
411001,11001,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_modernbar,Locale_Outpost:1000_11000_description,1000_modernbar_01,icn_structure_modernbar,opobj_modernbar_01,
411101,11101,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_library,Locale_Outpost:1000_11100_description,1000_Library_01,icn_structure_library,opobj_Library_01,
411201,11201,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_hospital,Locale_Outpost:1000_11200_description,1000_hospital_01,icn_structure_academy,opobj_hospital_01,
411301,11301,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_caffe,Locale_Outpost:1000_11300_description,1000_cafe_01,icn_structure_cafe,opobj_caffe_01,
411401,11401,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_theater,Locale_Outpost:1000_11400_description,1000_Theater_01,icn_structure_theater,opobj_Theater_01,
411501,11501,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_mysteryclub,Locale_Outpost:1000_11500_description,1000_mysteryclub_01,icn_structure_academy,opobj_mysteryclub_01,
411601,11601,4000,Locale_Outpost:1000_skin_group,Locale_Outpost:outpost_building_name_court,Locale_Outpost:1000_11600_description,1000_court_01,icn_structure_court,opobj_court_01,
