id,rewardtype,item_id,min,max
10308,EdenItems,1103,70,0
10309,EdenItems,1103,100,0
10310,EdenItems,1103,130,0
10311,EdenItems,1103,190,0
10312,EdenItems,1103,270,0
10313,EdenItems,1103,800,0
11100,EdenItems,1101,10,0
11101,EdenItems,1101,50,0
11102,EdenItems,1101,100,0
11103,EdenItems,1101,125,0
11104,EdenItems,1101,250,0
11105,EdenItems,1101,350,0
11106,EdenItems,1101,400,0
11107,EdenItems,1101,500,0
11108,EdenItems,1101,600,0
11109,EdenItems,1101,750,0
11110,EdenItems,1101,800,0
11111,EdenItems,1101,1200,0
11112,EdenItems,1101,1250,0
11113,EdenItems,1101,1500,0
11114,EdenItems,1101,1600,0
11115,EdenItems,1101,2000,0
11116,EdenItems,1101,2400,0
11117,EdenItems,1101,2500,0
11118,EdenItems,1101,3200,0
11119,EdenItems,1101,3500,0
11120,EdenItems,1101,6400,0
11121,EdenItems,1101,7500,0
11122,EdenItems,1101,12800,0
11200,EdenItems,1102,10,0
11201,EdenItems,1102,12,0
11202,EdenItems,1102,20,0
11203,EdenItems,1102,25,0
11204,EdenItems,1102,40,0
11205,EdenItems,1102,50,0
11206,EdenItems,1102,75,0
11207,EdenItems,1102,80,0
11208,EdenItems,1102,100,0
11209,EdenItems,1102,125,0
11210,EdenItems,1102,160,0
11211,EdenItems,1102,250,0
11212,EdenItems,1102,320,0
11213,EdenItems,1102,500,0
11214,EdenItems,1102,750,0
11300,EdenItems,1103,10,0
11301,EdenItems,1103,12,0
11302,EdenItems,1103,20,0
11303,EdenItems,1103,25,0
11304,EdenItems,1103,30,0
11305,EdenItems,1103,40,0
11306,EdenItems,1103,60,0
11307,EdenItems,1103,75,0
11308,EdenItems,1103,80,0
11309,EdenItems,1103,125,0
11310,EdenItems,1103,250,0
11311,EdenItems,1103,300,0
11312,EdenItems,1103,750,0
20101,EdenItems,1101,50,0
20102,EdenItems,1101,50,0
20103,EdenItems,1101,50,0
20104,EdenItems,1101,50,0
20105,EdenItems,1101,155,0
20106,EdenItems,1101,200,0
20107,EdenItems,1101,255,0
20108,EdenItems,1101,350,0
20109,EdenItems,1101,400,0
20110,EdenItems,1101,465,0
20111,EdenItems,1101,480,0
20112,EdenItems,1101,900,0
20113,EdenItems,1101,1000,0
20114,EdenItems,1101,1600,0
20115,EdenItems,1101,2160,0
20116,EdenItems,1101,3960,0
20117,EdenItems,1101,4500,0
20118,EdenItems,1101,4800,0
20119,EdenItems,1101,6000,0
20120,EdenItems,1101,6000,0
20121,EdenItems,1101,6000,0
20122,EdenItems,1101,6000,0
20123,EdenItems,1101,90000,0
20201,EdenItems,1102,20,0
20202,EdenItems,1102,20,0
20203,EdenItems,1102,20,0
20204,EdenItems,1102,50,0
20205,EdenItems,1102,100,0
20206,EdenItems,1102,120,0
20207,EdenItems,1102,140,0
20208,EdenItems,1102,140,0
20209,EdenItems,1102,160,0
20210,EdenItems,1102,180,0
20211,EdenItems,1102,200,0
20212,EdenItems,1102,400,0
20213,EdenItems,1102,400,0
20214,EdenItems,1102,400,0
20215,EdenItems,1102,400,0
20216,EdenItems,1102,2000,0
20301,EdenItems,1103,10,0
20302,EdenItems,1103,10,0
20303,EdenItems,1103,10,0
20304,EdenItems,1103,10,0
20305,EdenItems,1103,75,0
20306,EdenItems,1103,90,0
20307,EdenItems,1103,90,0
20308,EdenItems,1103,90,0
20309,EdenItems,1103,110,0
20310,EdenItems,1103,110,0
20311,EdenItems,1103,150,0
20312,EdenItems,1103,300,0
20313,EdenItems,1103,300,0
20314,EdenItems,1103,300,0
20315,EdenItems,1103,300,0
20316,EdenItems,1103,2000,0
21101,EdenItems,1101,45,0
21102,EdenItems,1101,90,0
21103,EdenItems,1101,135,0
21104,EdenItems,1101,180,0
21105,EdenItems,1101,225,0
21106,EdenItems,1101,270,0
21107,EdenItems,1101,360,0
21108,EdenItems,1101,450,0
21109,EdenItems,1101,675,0
21110,EdenItems,1101,900,0
21111,EdenItems,1101,945,0
21112,EdenItems,1101,1125,0
21113,EdenItems,1101,1350,0
21114,EdenItems,1101,1800,0
21115,EdenItems,1101,2250,0
21116,EdenItems,1101,2700,0
21117,EdenItems,1101,3150,0
21118,EdenItems,1101,4500,0
21119,EdenItems,1101,5355,0
21201,EdenItems,1102,3,0
21202,EdenItems,1102,10,0
21203,EdenItems,1102,15,0
21204,EdenItems,1102,20,0
21205,EdenItems,1102,25,0
21206,EdenItems,1102,50,0
21207,EdenItems,1102,75,0
21208,EdenItems,1102,100,0
21209,EdenItems,1102,103,0
21210,EdenItems,1102,125,0
21211,EdenItems,1102,150,0
21212,EdenItems,1102,200,0
21213,EdenItems,1102,250,0
21214,EdenItems,1102,300,0
21215,EdenItems,1102,375,0
21301,EdenItems,1103,2,0
21302,EdenItems,1103,3,0
21303,EdenItems,1103,4,0
21304,EdenItems,1103,5,0
21305,EdenItems,1103,6,0
21306,EdenItems,1103,10,0
21307,EdenItems,1103,20,0
21308,EdenItems,1103,40,0
21309,EdenItems,1103,60,0
21310,EdenItems,1103,80,0
21311,EdenItems,1103,100,0
21312,EdenItems,1103,160,0
21313,EdenItems,1103,200,0
21314,EdenItems,1103,240,0
21315,EdenItems,1103,320,0
21316,EdenItems,1103,450,0
