id,event_group_id,event_type,bonus_value,icon,title_localkey,description_localkey
17,140009,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
18,140009,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
19,140010,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
20,140010,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
21,140011,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
22,140011,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
23,140012,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
24,140012,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
25,140013,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
26,140013,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
27,140014,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
28,140014,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
29,140015,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
30,140015,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
31,140016,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
32,140016,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
33,140017,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
34,140017,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
35,140018,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
36,140018,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
37,140019,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
38,140019,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
39,140020,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
40,140020,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
41,140021,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
42,140021,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
43,140022,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
44,140022,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
45,140023,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
46,140023,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
47,140024,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
48,140024,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
49,140025,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
50,140025,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
51,140026,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
52,140026,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
53,140027,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
54,140027,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
55,140028,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
56,140028,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
57,140029,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
58,140029,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
59,140030,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
60,140030,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
61,140031,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
62,140031,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
63,140032,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
64,140032,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
65,140033,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
66,140033,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
67,140034,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
68,140034,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
69,140035,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
70,140035,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
71,140036,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
72,140036,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
73,140037,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
74,140037,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
75,140038,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
76,140038,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
77,140039,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
78,140039,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
79,140040,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
80,140040,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
81,140041,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
82,140041,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
83,140042,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
84,140042,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
85,140043,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
86,140043,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
87,140044,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
88,140044,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
89,140045,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
90,140045,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
91,140046,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
92,140046,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
93,140047,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
94,140047,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
95,140048,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
96,140048,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
97,140049,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
98,140049,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
99,140050,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
100,140050,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
101,140051,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
102,140051,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
103,140052,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
104,140052,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
105,140053,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
106,140053,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
107,140054,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
108,140054,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
109,140055,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
110,140055,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
111,140056,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
112,140056,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
113,140057,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
114,140057,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
115,140058,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
116,140058,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
117,140059,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
118,140059,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
119,140060,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
120,140060,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
121,140061,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
122,140061,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
123,140062,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
124,140062,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
125,140063,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
126,140063,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
127,140064,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
128,140064,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
129,140065,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
130,140065,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
131,140066,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
132,140066,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
133,140067,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
134,140067,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
135,140068,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
136,140068,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
137,140069,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
138,140069,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
139,140070,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
140,140070,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
141,140071,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
142,140071,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
143,140072,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
144,140072,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
145,140073,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
146,140073,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
147,140074,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
148,140074,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
149,140075,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
150,140075,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
151,140076,Intercept,2,icn_reward_up_intercept,Locale_System:REWARDUP_INTERCEPT_TITLE,Locale_System:REWARDUP_INTERCEPT_DESCRIPTION
152,140076,SimulationRoom,2,icn_reward_up_simulationroom,Locale_System:REWARDUP_SIMULATIONROOM_TITLE,Locale_System:REWARDUP_SIMULATIONROOM_DESCRIPTION
