id,group_id,event_id,event_target,condition_missionclear,condition_stageclear,condition_time,event_type,event_value,event_check_condition
1020031602,10200316,0,NPC,0,101410101,-207705728,Spawn,,None
1020031603,10200316,0,NPC,0,101410106,-207705728,Despawn,,None
1020031701,10200317,0,NPC,0,0,1206140928,Despawn,,None
1020031702,10200317,0,NPC,0,101410106,-207705728,Spawn,,None
1020031703,10200317,0,NPC,0,101410108,-207705728,Despawn,,None
1020031801,10200318,0,NPC,0,0,1206140928,Despawn,,None
1020031802,10200318,0,NPC,0,101410108,-207705728,Spawn,,None
1020031803,10200318,0,NPC,0,101410110,-207705728,Despawn,,None
1020031901,10200319,0,NPC,0,0,1206140928,Despawn,,None
1020031902,10200319,0,NPC,0,101310106,-207705728,Spawn,,None
1020031903,10200319,0,NPC,0,101310112,-207705728,Despawn,,None
1020032001,10200320,0,NPC,0,0,1206140928,Despawn,,None
1020032002,10200320,0,NPC,0,101410106,-207705728,Spawn,,None
1020032003,10200320,0,NPC,0,101410108,-207705728,Despawn,,None
1020032101,10200321,0,NPC,0,0,1206140928,Despawn,,None
1020032102,10200321,0,NPC,0,101410108,-207705728,Spawn,,None
1020032103,10200321,0,NPC,0,101410110,-207705728,Despawn,,None
1020032201,10200322,0,NPC,0,0,1206140928,Despawn,,None
1020032202,10200322,0,NPC,0,101410110,-207705728,Spawn,,None
1020032203,10200322,0,NPC,0,101410112,-207705728,Despawn,,None
1020032301,10200323,0,NPC,0,0,-1059938304,Spawn,,None
1020032302,10200323,0,NPC,0,101310112,-207705728,Despawn,,None
1020032401,10200324,0,NPC,0,0,1206140928,Despawn,,None
1020032402,10200324,0,NPC,0,101310112,-207705728,Spawn,,None
1020032501,10200325,0,NPC,0,0,-1059938304,Spawn,,None
1020032502,10200325,0,NPC,0,101310108,-207705728,Despawn,,None
1020032601,10200326,0,NPC,0,0,1206140928,Despawn,,None
1020032602,10200326,0,NPC,0,101310108,-207705728,Spawn,,None
1020032603,10200326,0,NPC,0,101310112,-207705728,Despawn,,None
1020032701,10200327,0,NPC,0,0,1206140928,Despawn,,None
1020032702,10200327,0,NPC,0,101310112,-207705728,Spawn,,None
1020032703,10200327,0,NPC,0,101410101,-207705728,Despawn,,None
1020032901,10200329,0,NPC,0,0,1206140928,Despawn,,None
1020032902,10200329,0,NPC,0,101410101,-207705728,Spawn,,None
1020032903,10200329,0,NPC,0,101410106,-207705728,Despawn,,None
1020033001,10200330,0,NPC,0,0,1206140928,Despawn,,None
1020033002,10200330,0,NPC,0,101410106,-207705728,Spawn,,None
1020033003,10200330,0,NPC,0,101410108,-207705728,Despawn,,None
1020033101,10200331,0,NPC,0,0,1206140928,Despawn,,None
1020033102,10200331,0,NPC,0,101410108,-207705728,Spawn,,None
1020033103,10200331,0,NPC,0,101410110,-207705728,Despawn,,None
1020033201,10200332,0,NPC,0,0,1206140928,Despawn,,None
1020033202,10200332,0,NPC,0,101410110,-207705728,Spawn,,None
1020033203,10200332,0,NPC,0,101410112,-207705728,Despawn,,None
1020033301,10200333,0,NPC,0,0,1206140928,Despawn,,None
1020033302,10200333,0,NPC,0,101410112,-207705728,Spawn,,None
1020033401,10200334,0,NPC,0,0,1206140928,Despawn,,None
1020033501,10200335,0,NPC,0,0,1206140928,Despawn,,None
1020033701,10200337,0,NPC,0,0,-1059938304,Spawn,,None
1020033702,10200337,0,NPC,0,101310105,-207705728,Despawn,,None
1020033801,10200338,0,NPC,0,0,-1059938304,Despawn,,None
1020033802,10200338,0,NPC,0,101310105,-207705728,Spawn,,None
1020033901,10200339,0,NPC,0,0,-1059938304,Despawn,,None
1020033902,10200339,0,NPC,0,101310110,-207705728,Spawn,,None
1020033903,10200339,0,NPC,0,101410112,-207705728,Despawn,,None
1020034001,10200340,0,NPC,0,0,-1059938304,Despawn,,None
1020034002,10200340,0,NPC,0,101410112,-207705728,Spawn,,None
