Key,Value
d_main_01_03_s_21,I'm Marian. The Commander is here with me.
d_main_01_03_s_22,Are you serious? How did you survive that explosion?
d_main_01_03_s_23,"I get that you're a Nikke, but isn't that one a human?!"
d_main_01_03_s_24,"Yes, I'm a human."
d_main_01_03_s_25,... Something's fishy about this.
d_main_01_03_s_26,Are you really the Commander?
d_main_01_03_s_27,Yes.
d_main_01_03_s_28,Excuse me for a moment.
d_main_01_03_s_29,"Commander identification code, read."
d_main_01_03_s_30,...
d_main_01_03_s_31,The Squad 04-F Commander has changed.
d_main_01_03_s_32,"Rapi, we don't even know them! How could you..."
d_main_01_03_s_33,Now's not the time to argue! There are Raptures right ahead of us.
d_main_01_03_s_34,Well... that much is true.
d_main_01_03_s_35,"From now on, you're in command."
d_main_01_03_s_36,"As the former Commander is unable to issue orders at present, no formal procedures are necessary to transfer authority."
d_main_01_03_s_37,The situation is urgent. I'll explain the details once the battle is over.
d_main_01_03_s_38,Understood.
d_main_01_03_s_39,You said your name was Marian? What branch are you from?
d_main_01_03_s_40,I belong to Silver Gun. I'm a Machine Gunner.
d_main_01_03_s_41,... It checks out.
d_main_01_03_s_42,...
d_main_01_03_s_43,Very well then.
d_main_01_03_s_44,"All right, Commander. What's the next move?"
d_main_01_03_s_45,Awaiting your command.
d_main_01_03_s_46,Destroy the Raptures.
d_main_01_03_s_47,"Yes, Commander."
d_main_01_03_s_48,Let's get this party started!
d_main_01_03_e_1,"Well, that was easy."
d_main_01_03_e_2,We're Rapi and Anis. Thanks for the assistance.
d_main_01_03_e_3,But why did you ask to take the Commander up to the surface all of a sudden?
d_main_01_03_e_4,So...
d_main_01_03_e_5,I'm afraid so. Our former Commander is dead.
d_main_01_03_e_6,...
d_main_01_03_e_7,"He tried to shoot the Raptures with a human weapon,"
d_main_01_03_e_8,hurling obscenities at them all the while.
d_main_01_03_e_9,He knew that those pea-shooters couldn't put a dent in a Rapture...
d_main_01_03_e_10,You two failed in your duties. You let him die.
d_main_01_03_e_11,You're wrong! We've always been willing to protect the Commander
d_main_01_03_e_12,"no matter what, even if that meant sacrificing ourselves!"
d_main_01_03_e_13,But just because we're willing to put our lives on the line doesn't mean he'll always be safe...
d_main_01_03_e_14,...
d_main_01_03_e_15,All right... I was just saying.
d_main_01_03_e_16,Could you tell us your name?
d_main_01_03_e_17,{AccountData.NickName}.
d_main_01_03_e_18,Anis.
d_main_01_03_e_19,I'm going to do a little digging.
d_main_01_03_e_20,Let me see...
d_main_01_03_e_21,...
d_main_01_03_e_22,Hmm?
d_main_01_03_e_23,What's wrong?
d_main_01_03_e_24,This Commander is a total rookie.
d_main_01_03_e_25,... What?
d_main_01_03_e_26,They just graduated from the military academy yesterday.
d_main_01_03_e_27,...
d_main_01_03_e_28,Let's move to the commercial street. It's too dangerous here.
d_main_01_04_s_1,Did you really just take up your post yesterday?
d_main_01_04_s_2,Is something wrong?
d_main_01_04_s_3,How can a complete amateur be sent to replace a Commander killed in the line of duty...
d_main_01_04_s_4,What were they thinking?
d_main_01_04_s_5,... What?
d_main_01_04_s_6,... Nothing.
d_main_01_04_s_7,"Anyway, you're the Commander of this squad from here on out."
d_main_01_04_s_8,"If you don't have any objections, I'd like to go over our current course of action."
d_main_01_04_s_9,No problem.
d_main_01_04_s_10,"Okay, I'll brief you."
d_main_01_04_s_11,"46 hours ago, we lost communication with a Nikke squad that was patrolling this area."
d_main_01_04_s_12,"They went completely dark, so we decided to send out a search party."
d_main_01_04_s_13,"During our search, an accident resulted in the death of our now-former Commander."
d_main_01_04_s_14,The only problem is that the deceased Commander was the one who knew the coordinates to our destination.
d_main_01_04_s_15,"You wouldn't happen to know anything about that, would you?"
d_main_01_04_s_16,"No, I don't."
d_main_01_04_s_17,I figured as much.
d_main_01_04_s_18,I know the coordinates.
d_main_01_04_s_19,"Yeah, I figured that too."
d_main_01_04_s_20,... Huh?
d_main_01_04_s_21,That information was input into my system when I was sent out on this operation.
d_main_01_04_s_22,I'll take the lead. Follow me.
d_main_01_04_s_23,Oh... Okay.
d_main_01_04_s_24,"And you, are you called Rapi?"
d_main_01_04_s_25,...?
d_main_01_04_s_26,You failed to protect your former Commander. Who are you to call someone else a novice?
d_main_01_04_s_27,They're putting their lives on the line just like we are.
d_main_01_04_s_28,"If I ever hear you talk like that again, it'll be the last time."
d_main_01_04_s_29,"Whoa, let's settle down! No need to get all riled up."
d_main_01_04_s_30,"Fine, I misspoke. I'm sorry."
d_main_01_04_s_31,Don't apologize to me. Apologize to the Commander.
d_main_01_04_s_32,I'm sorry.
d_main_01_04_s_33,I'm okay.
d_main_01_04_s_34,...
d_main_01_04_s_35,They didn't get themselves into a tizzy?
d_main_01_04_s_36,Definitely not an ordinary Commander.
d_main_01_04_e_1,...
d_main_01_04_e_2,Are you okay? You don't look so good.
d_main_01_04_e_3,"I don't know what it is, but I feel a bit..."
d_main_01_04_e_4,Let me do some maintenance. Take off your top.
d_main_01_04_e_5,Wh-what? Right here?
d_main_01_04_e_6,Is there a problem?
d_main_01_04_e_7,What I mean is... the Commander is right there...
d_main_01_04_e_8,"You don't actually think the Commander sees you that way, do you?"
d_main_01_04_e_9,"Relax. To them, we're just emotionless fighting machines."
d_main_01_04_e_10,"The last thing they're thinking of when they see us is sex, trust me."
d_main_01_04_e_11,"Isn't that right, Commander?"
d_main_01_04_e_12,...
d_main_01_04_e_13,"Well well, so you DO see us that way! Interesting!"
d_main_01_04_e_14,I'm fine.
d_main_01_04_e_15,It's probably just a small malfunction due to these new surroundings.
d_main_01_04_e_16,Take it off.
d_main_01_04_e_17,!!
d_main_01_04_e_18,"Don't make such a fuss, will you?"
d_main_01_04_e_19,I-I said I'm okay!
d_main_01_04_e_20,"In the event of a malfunction, it is required that we conduct the necessary repairs. This isn't an option."
d_main_01_04_e_21,... I see.
d_main_01_04_e_22,"Good. All right, Commander. Please turn the other way."
d_main_01_04_e_23,Soon after.
d_main_01_04_e_24,Everything seems okay.
d_main_01_04_e_25,I told you.
d_main_01_04_e_26,Let's keep going.
d_main_01_04_e_27,"Hey, I saw that!"
d_main_01_04_e_28,!!
d_main_01_04_e_29,Just kidding.
d_main_01_04_e_30,...
d_main_01_05_1,... Do you... copy?
d_main_01_05_2,...?
d_main_01_05_3,"Ark Control to surface. Do you copy? Rapi, Anis?"
d_main_01_05_4,Communication...
d_main_01_05_5,"This is Rapi. Shifty, do you copy?"
d_main_01_05_6,About time we got through!
d_main_01_05_7,What's the situation on your end?
d_main_01_05_8,The new Commander has arrived. The operational coordinates have been confirmed and we're proceeding as planned.
d_main_01_05_9,Excellent. We had quite the scare back there when we lost contact with the transport ship.
d_main_01_05_10,You took the transport ship straight into the middle of an enemy camp? What were you thinking?
d_main_01_05_11,What?
d_main_01_05_12,"It's completely obliterated. With friends like you, who needs enemies?"
d_main_01_05_13,... Raptures in that area have no anti-air weapons.
d_main_01_05_14,... What?
d_main_01_05_15,"Shifty, can you send me the data for the transport ship's black box?"
d_main_01_05_16,"Sure, once I'm done analyzing it. It won't take long."
d_main_01_05_17,"Okay, thanks."
d_main_01_05_18,Just a sec.
d_main_01_05_19,Well then...
d_main_01_05_20,"Hello, there! I'm Shifty, an operator from the Ark Intelligence Department."
d_main_01_05_21,I will be assisting you throughout the operation from here on out. Nice to be working with you.
d_main_01_05_22,Me too.
d_main_01_05_23,Yep!
d_main_01_06_s_1,"High class energy detected ahead, most likely Lord class."
d_main_01_06_s_2,What? What's something that big doing here?
d_main_01_06_s_3,I suggest we retreat.
d_main_01_06_s_4,What about the missing Nikkes?
d_main_01_06_s_5,We leave them behind.
d_main_01_06_s_6,...
d_main_01_06_s_7,Only 0.2% of Nikkes who go missing are ever recovered.
d_main_01_06_s_8,"You, of all people, should know these search parties are just for show."
d_main_01_06_s_9,Well I can't pretend like they don't exist either!
d_main_01_06_s_10,Is a Lord that dangerous?
d_main_01_06_s_11,Yes. They are the ones who lead high-level Raptures. Their combat capabilities are unparalleled.
d_main_01_06_s_12,"Judging from the simulation, our chances of success are high, but there's a high probability of us sustaining heavy losses..."
d_main_01_06_s_13,And a 24.35% probability of total annihilation.
d_main_01_06_s_14,"Commander, should we pull out?"
d_main_01_06_s_15,I don't want to give up on the search.
d_main_01_06_s_16,Then please give the order.
d_main_01_06_s_17,"That's all we need.
We follow the Commander's orders no matter what."
d_main_01_06_s_18,Continue the operation.
d_main_01_06_s_19,"Yes, Commander."
d_main_01_06_s_20,"... Commander, you do realize that this could be a suicide mission, right?"
d_main_01_06_s_21,"So long as our brains remain intact, we Nikkes are no worse off. It's a different story when it comes to humans."
d_main_01_06_s_22,You're fine with that?
d_main_01_06_s_23,I'm okay.
d_main_01_06_s_24,"Okay, understood."
d_main_01_06_s_25,"Commander, please walk behind me."
d_main_01_06_s_26,I'll protect you.
d_main_01_06_e_1,Battle over. Damage report?
d_main_01_06_e_2,Minimal damage. Sufficient ammo remaining.
d_main_01_06_e_3,Same here.
d_main_01_06_e_4,Some damage to the left clavicle. Heavy damage to the lower right projector.
d_main_01_06_e_5,"Abrasion to the left eye caused by straight bullet, no irregularities in identifying targets."
d_main_01_06_e_6,Overall damage rate is 17.05%. Still combat-capable.
d_main_01_06_e_7,Very well.
d_main_01_06_e_8,Are you sure that's not too high?
d_main_01_06_e_9,It doesn't matter.
d_main_01_06_e_10,We're almost there. Let's pick up the pace.
d_main_01_06_e_11,I put a bandage on Marian.
d_main_01_06_e_12,Commander...
d_main_01_06_e_13,"Commander, what on earth are you doing? That kind of thing is useless to a Nikke."
d_main_01_06_e_14,"No, it works."
d_main_01_06_e_15,...?
d_main_01_06_e_16,It feels like I'm being healed... from the inside.
d_main_01_06_e_17,...
d_main_01_06_e_18,...
d_main_01_06_e_19,"Commander, I could use another bandage here as well."
d_main_01_06_e_20,Thank you. The pain is gone already.
d_main_01_07_s_1,We're here.
d_main_01_07_s_2,No sight of any vanguard.
d_main_01_07_s_3,They're here.
d_main_01_07_s_4,What? There's nothing here.
d_main_01_07_s_5,Let's look around.
d_main_01_07_s_6,Marian starts walking alone.
d_main_01_07_s_7,Hmm? What is she doing?
d_main_01_07_s_8,... Rapi.
d_main_01_07_s_9,I've finished analyzing the black box from the transport ship. I'm sending you the report.
d_main_01_07_s_10,"Yes, Commander."
d_main_01_07_s_11,Rapi's eyes flash for a moment.
d_main_01_07_s_12,...
d_main_01_07_s_13,"With a click, Rapi points her gun at Marian in the distance."
d_main_01_07_s_14,"Marian, stop right there!"
d_main_01_07_s_15,Roger.
d_main_01_07_s_16,You shot down the transport ship?
d_main_01_07_s_17,... What?
d_main_01_07_s_18,No.
d_main_01_07_s_19,There were two explosions inside the transport ship.
d_main_01_07_s_20,"They were caused by the explosives meant for this operation, which would never go off without an external detonation signal."
d_main_01_07_s_21,That detonation signal originated...
d_main_01_07_s_22,"from you, Marian."
d_main_01_07_s_23,No.
d_main_01_07_s_24,What are you trying to achieve?
d_main_01_07_s_25,We're here.
d_main_01_07_s_26,"Start talking, or else I'll put a bullet between your eyes."
d_main_01_07_s_27,We're here.
d_main_01_07_s_28,We're here.
d_main_01_07_s_29,We're here.
d_main_01_07_s_30,Over here. Over here. Over here. Over here. Over here.
d_main_01_07_s_31,!!
d_main_01_07_s_32,She's been corrupted! When did this happen?
d_main_01_07_s_33,"Tsk, just my luck!"
d_main_01_07_s_34,What happened?
d_main_01_07_s_35,Her central nerve was taken by the Raptures!
d_main_01_07_s_36,Over... heeerrreee...
d_main_01_07_s_37,She's sending out a distress signal! Stop her!
d_main_01_07_s_38,I've got her in my sights! Please give the order!
d_main_01_07_s_39,A great shock is caused.
d_main_01_07_s_40,I'm detecting a high class energy in front of you!
d_main_01_07_s_41,Those vibrations... They're...
d_main_01_07_s_42,A Black Smith!
d_main_01_07_s_43,Over... heeerrreee...
d_main_01_07_s_44,What is that thing?
d_main_01_07_s_45,"Codename Black Smith!
It's a Tyrant!"
d_main_01_07_s_46,They capture Nikkes on the surface and use them for Rapture parts!
d_main_01_07_s_47,Over... heee...
d_main_01_07_s_48,"Suddenly,"
d_main_01_07_s_49,Marian is wrapped in tentacles reaching out from nowhere and disappears into the building.
d_main_01_07_s_50,!!
d_main_01_07_s_51,It absorbed her into its body!
d_main_01_07_s_52,I'm willing to bet the same thing happened to those missing vanguard troops.
d_main_01_07_s_53,We may be able to save them.
d_main_01_07_s_54,Even Marian.
d_main_01_07_s_55,What are you talking about?
d_main_01_07_s_56,"After the Black Smith captures Nikkes, it keeps them for a while before doing anything. Judging by when they disappeared, there may still be some time left."
d_main_01_07_s_57,What do you want us to do?
d_main_01_07_s_58,Do you have to ask? Let's just get out of here!
d_main_01_07_s_59,"Your orders, please."
d_main_01_07_s_60,We have to save Marian.
d_main_01_07_s_61,"Yes, Commander."
d_main_01_07_s_62,Are you out of your mind? We're gonna die!
d_main_01_07_s_63,Anis.
d_main_01_07_s_64,The least we can do is try. For them.
d_main_01_07_s_65,... Have you found it?
d_main_01_07_s_66,I don't know yet.
d_main_01_07_s_67,"Okay, let's give it a shot then."
d_main_01_07_s_68,"Shifty, please assist."
d_main_01_07_s_69,"Oh... okay. Well, first off, the simulation results are..."
d_main_01_07_s_70,We don't need to hear it.
d_main_01_07_s_71,"Yes, Commander!"
d_main_01_07_s_72,Engaging with Tyrant 003: Black Smith now.
d_main_01_07_s_73,Engaging!
d_main_01_07_e_1,"Considering there was only a 12.4% of success,"
d_main_01_07_e_2,I'd say that was a job well done!
d_main_01_07_e_3,I'll check the survivors.
d_main_01_07_e_4,... No survivors from the vanguard. All the parts have been ransacked.
d_main_01_07_e_5,What about Marian?
d_main_01_07_e_6,Still alive.
d_main_01_07_e_7,Over... here.
d_main_01_07_e_8,Here...
d_main_01_07_e_9,This is bad. Her brain has already been corrupted.
d_main_01_07_e_10,We all know the rules. Any Nikke who has sustained brain damage is to be disposed of.
d_main_01_07_e_11,"According to the law, the execution..."
d_main_01_07_e_12,must be carried out by the Commander.
d_main_01_07_e_13,This pistol is for when we must self-terminate. Humans can use them as well.
d_main_01_07_e_14,Just... get in close.
d_main_01_07_e_15,...
d_main_01_07_e_16,Perhaps I should do it.
d_main_01_07_e_17,No... We Nikkes cannot execute our own kind.
d_main_01_07_e_18,Try to aim the pistol.
d_main_01_07_e_19,"No time to hesitate, Commander."
d_main_01_07_e_20,"If we don't get this done, she will probably become an Irregular soon."
d_main_01_07_e_21,Try to take away the pistol.
d_main_01_07_e_22,Commander!
d_main_01_07_e_23,Over... here.
d_main_01_07_e_24,Marian holds the pistol with her own hands
d_main_01_07_e_25,and puts it to her forehead.
d_main_01_07_e_26,!!
d_main_01_07_e_27,Comman... der!
d_main_01_07_e_28,Thank you... for your... bandage.
d_main_01_07_e_29,Marian pulls the trigger.
d_main_01_07_e_30,*Bang*
d_main_01_07_e_31,...
d_main_01_07_e_32,No signs of life.
d_main_01_07_e_33,Official confirmation of death.
d_main_01_07_e_34,Our investigation mission is complete.
d_main_01_07_e_35,Head back to the Ark.
d_main_01_07_e_36,Bandage her up.
d_main_01_07_e_37,Damn it.
d_main_01af_01_1,Shifty. Marian.
d_main_01af_01_2,What's going on?
d_main_01af_01_3,That corruption code implanted into Marian's brain must be acting as a navigator!
d_main_01af_01_4,It guides Nikkes to the Black Smith's location.
d_main_01af_01_5,"That way, they're having their 'food' delivered straight to their doorstep."
d_main_01af_01_6,But she was acting completely normal before she went haywire.
d_main_01af_01_7,That's probably because of the Commander.
d_main_01af_01_8,A Nikke's highest priority is protecting their Commander and obeying any orders given.
d_main_01af_01_9,I'm willing to bet the problem started when she met the Commander.
d_main_01af_01_10,That's when her priorities were shifted out of order.
d_main_01af_01_11,She was completely defenseless when in close proximity to the Black Smith. That means the corruption was quite severe.
d_main_01af_01_12,... When did it start?
d_main_01af_01_13,What?
d_main_01af_01_14,When was she first corrupted?
d_main_01af_01_15,"During the operation, I suppose..."
d_main_01af_01_16,"Ah, yes."
d_main_01af_01_17,"You said she was the one that sabotaged the transport ship, right? She must have already been corrupted at that point."
d_main_01af_01_18,And that transport ship came from the Ark.
d_main_01af_01_19,!!
d_main_01af_01_20,Were the Aegis Barriers broken?
d_main_01af_01_21,"No, the Aegis Barriers are strong. They'd pick up any corruption in an instant."
d_main_01af_01_22,"... Rapi, what are you trying to say?"
d_main_01af_01_23,Well...
d_main_01af_01_24,That concludes my report.
d_main_01af_01_25,You mean they took down a Black Smith?
d_main_01af_01_26,"A novice Commander with three Nikkes, all in a single day?"
d_main_01af_01_27,"Yes, sir. However, one Nikke was destroyed during the operation."
d_main_01af_01_28,"If I didn't know any better, I'd say you're starting to develop a sense of humor, Shifty."
d_main_01af_01_29,Should I forward the combat data to you?
d_main_01af_01_30,"No, that won't be necessary."
d_main_01af_01_31,"I would, however, like to meet this Commander."
d_main_01af_01_32,"Make an appointment for this afternoon, will you?"
d_main_01af_01_33,I'll inform them.
d_main_01af_01_34,You do that.
d_main_01af_01_35,Anything else?
d_main_01af_01_36,"Ah, yes."
d_main_01af_01_37,Have the other Nikkes who took part in the operation come along as well.
d_main_01af_01_38,Ensure that they're armed.
d_main_01af_01_39,HQ is calling us in?
d_main_01af_01_40,"Rapi and Anis, you will be going with me."
d_main_01af_01_41,Aw man... not this again.
d_main_01af_01_42,What?
d_main_01af_01_43,"So few of you, and yet you managed to take down a Black Smith! Simply astonishing!"
d_main_01af_01_44,"Keep fighting the good fight, my loyal and most subservient of all government lapdogs!"
d_main_01af_01_45,It's always the same old routine.
d_main_01af_01_46,"Well, we did perform exceptionally well during this last mission."
d_main_01af_01_47,"Let's get this over with. The sooner we go, the sooner we can leave."
d_main_01af_01_48,They asked you to arrive armed.
d_main_01af_01_49,...
d_main_01af_01_50,Really? What an odd request.
d_main_01af_02_1,Ah!
d_main_01af_02_2,So nice to meet you all.
d_main_01af_02_3,"I'm Andersen,"
d_main_01af_02_4,Deputy Chief of the Central Government Command.
d_main_01af_02_5,We can dispense with the formalities. Address me however you wish.
d_main_01af_02_6,Lord Andersen.
d_main_01af_02_7,Mr. Andersen.
d_main_01af_02_8,...
d_main_01af_02_9,Like nails on a chalkboard. Andersen will do just fine.
d_main_01af_02_10,I called you in today because I wanted to conduct a little test.
d_main_01af_02_11,Nothing too difficult. You can relax.
d_main_01af_02_12,A test?
d_main_01af_02_13,"From here, go straight to the Simulation Room."
d_main_01af_02_14,There will be someone there to fill you in.
d_main_01af_02_15,That is all.
d_main_01af_02_16,Um... you called us here just for that?
d_main_01af_02_17,Anis.
d_main_01af_02_18,What? I'm just asking!
d_main_01af_02_19,I simply wanted to meet you in person.
d_main_01af_02_20,No other reason.
d_main_01af_02_21,...
d_main_01af_02_22,I believe we're done here.
d_main_01af_02_23,May I ask you a question?
d_main_01af_02_24,One moment.
d_main_01af_02_25,Andersen looks at his wristwatch for a second.
d_main_01af_02_26,I suppose I have time to answer one question.
d_main_01af_02_27,Just one.
d_main_01af_02_28,Marian seems to have been corrupted while she was still inside the Ark. Do you know anything about that?
d_main_01af_02_29,!!
d_main_01af_02_30,!!
d_main_01af_02_31,Commander! This is not the place to be asking such questions!
d_main_01af_02_32,Marian? Doesn't ring a bell.
d_main_01af_02_33,"... Oh yes, the other Nikke who fought with you, right? I heard she was destroyed."
d_main_01af_02_34,"I'm terribly sorry, but I'm afraid I have nothing for you."
d_main_01af_02_35,We're conducting an investigation into the operation as we speak.
d_main_01af_02_36,"The only thing we ARE certain of,"
d_main_01af_02_37,is that the Aegis Barriers are impenetrable.
d_main_01af_02_38,"Now, if you don't mind, I have other business to attend to."
d_main_01af_02_39,Stand up.
d_main_01af_02_40,"Hey, you."
d_main_01af_02_41,Let's say someone did corrupt one of your Nikkes. Maliciously.
d_main_01af_02_42,"Let's say they were so powerful, that you wouldn't stand a chance against them."
d_main_01af_02_43,"Tell me, what would you do?"
d_main_01af_02_44,I'd make them pay.
d_main_01af_02_45,I'd ask them why.
d_main_01af_02_46,"Oh? You'd make them pay, is that it?"
d_main_01af_02_47,What could a mere Commander like you possibly do?
d_main_01af_02_48,I'd very much like to see how you'd make them pay.
d_main_01af_02_49,... Too bad. I'm on a tight schedule.
d_main_01af_02_50,"Well, there must be a reason."
d_main_01af_02_51,"This sounds like if there's reasonable cause for what's been done, you'll just accept it."
d_main_01af_02_52,"Well, I'm not blaming you. I'm just curious what you'll say."
d_main_01af_02_53,You may leave now.
d_main_01af_02_54,I'm sure we'll meet again.
d_main_01af_02_55,"With a click, the door is closed."
d_main_01af_02_56,...
d_main_01af_03_1,"I'm Ingrid, your coach for today. Welcome to the Simulation Room."
d_main_01af_03_2,This is where I'll be putting your combat skills to the test.
d_main_01af_03_3,"... Commander, what is this all about?"
d_main_01af_03_4,Having our combat skills tested after a mission? I've never heard of such a thing.
d_main_01af_03_5,They usually do this sort of thing beforehand.
d_main_01af_03_6,And isn't that the CEO of Elysion? What is she doing here?
d_main_01af_03_7,This is a hobby of hers.
d_main_01af_03_8,No chit-chat when I'm talking!
d_main_01af_03_9,...
d_main_01af_03_10,...
d_main_01af_03_11,"Next, you will face a battle simulation in the Simulation Room."
d_main_01af_03_12,"I can tell you, you'd better not be lax and think that it's just a simulation."
d_main_01af_03_13,The Simulation Room is the Ark's pride and joy. You can experience combat in reality here.
d_main_01af_03_14,"Not only can it simulate all kinds of real battle scenarios,"
d_main_01af_03_15,but you can also fight against virtual Raptures.
d_main_01af_03_16,Tactics will be essential to handle these various situations in battle.
d_main_01af_03_17,"So, go and complete the test tactically. That is all."
d_main_01af_03_18,I have a question.
d_main_01af_03_19,No questions allowed.
d_main_01af_03_20,...
d_main_01af_03_21,"Before we begin the training, I need to know your Squad name."
d_main_01af_03_22,"{AccountData.NickName}, tell me your Squad name."
d_main_01af_03_23,Counters.
d_main_01af_03_24,Name confirmed.
d_main_01af_03_25,"Well then, Squad Counters,"
d_main_01af_03_26,looking forward to your superb combat skills.
d_main_01af_04_1,"Argh, so tired."
d_main_01af_04_2,The operation results have already been reported. She told us to wait here.
d_main_01af_04_3,...
d_main_01af_04_4,"Rapi, what do you think this is all about?"
d_main_01af_04_5,"Just like she said, it's a test."
d_main_01af_04_6,"Apparently, our performance was good enough to arouse suspicion."
d_main_01af_04_7,"You do poorly, they give you a hard time. You do well, same thing. You can't win."
d_main_01af_04_8,"Commander, do you know anything about this?"
d_main_01af_04_9,I don't know.
d_main_01af_04_10,"Well, it's not like it's a bad thing... Doing our part for the cause and all that jazz."
d_main_01af_04_11,"I suppose so. So what now, do we just wait?"
d_main_01af_04_12,Well? How'd it go?
d_main_01af_04_13,I can't believe it.
d_main_01af_04_14,... Really?
d_main_01af_04_15,"A complete and utter disaster.
If they were really out on the field, they'd all have been killed in less than 3 minutes."
d_main_01af_04_16,Oh? Most unexpected indeed.
d_main_01af_04_17,"That's putting it lightly.
Could it be that they only excel in actual combat?"
d_main_01af_04_18,Only one way to find out.
d_main_01af_04_19,"We have plenty of missions to send them on.
Take your pick."
d_main_01af_04_20,Whichever is most difficult.
d_main_01af_04_21,So...
d_main_01af_04_22,This one should do the trick.
d_main_01af_04_23,Investigate a power station? The one in the coastal city?
d_main_01af_04_24,... Is this the entire team?
d_main_01af_04_25,"I can't believe this!
We go through hell for them, and we're sent straight back out without a word of thanks!"
d_main_01af_04_26,This is an order.
d_main_01af_04_27,"Yeah, yeah. What a good little doggie you are. Gotta please your master, am I right?"
d_main_01af_04_28,Anis.
d_main_01af_04_29,...
d_main_01af_04_30,Sorry... that was out of line.
d_main_01af_04_31,Who's the assigned Commander?
d_main_01af_04_32,Me.
d_main_01af_04_33,What?!
