Key,Value
PACKAGESHOP_SERVEROPEN_PRODUCT_05_NAME,Bling Bullet Package
PACKAGESHOP_PICKUP_PRODUCT_01_NAME,Technical Support I
PACKAGESHOP_PICKUP_PRODUCT_02_NAME,Technical Support II
PACKAGESHOP_PICKUP_PRODUCT_03_NAME,Mechanical Treasure I
PACKAGESHOP_PICKUP_PRODUCT_04_NAME,Mechanical Treasure II
PACKAGESHOP_PICKUP_PRODUCT_05_NAME,Mechanical Treasure III
PACKAGESHOP_PICKUP_PRODUCT_06_NAME,High-Growth Set I
PACKAGESHOP_PICKUP_PRODUCT_07_NAME,High-Growth Set II
PACKAGESHOP_PICKUP_PRODUCT_08_NAME,High-Growth Set III
PACKAGESHOP_PICKUP_PRODUCT_09_NAME,Hero Package I
PACKAGESHOP_PICKUP_PRODUCT_10_NAME,Hero Package II
PACKAGESHOP_PICKUP_PRODUCT_11_NAME,Hero Package III
PACKAGESHOP_PICKUP_PRODUCT_12_NAME,Module Kickstarter Set I
PACKAGESHOP_PICKUP_PRODUCT_13_NAME,Module Kickstarter Set II
PACKAGESHOP_PICKUP_PRODUCT_14_NAME,Module Kickstarter Set III
PACKAGESHOP_PICKUP_PRODUCT_15_NAME,Shopaholic Choice☆
PACKAGESHOP_PICKUP_PRODUCT_16_NAME,Shopaholic Choice☆☆
PACKAGESHOP_PICKUP_PRODUCT_17_NAME,Shopaholic Choice☆☆☆
PACKAGESHOP_PICKUP_PRODUCT_18_NAME,Sunrise Gift I
PACKAGESHOP_PICKUP_PRODUCT_19_NAME,Sunrise Gift II
PACKAGESHOP_PICKUP_PRODUCT_20_NAME,Sunrise Gift III
PACKAGESHOP_PICKUP_PRODUCT_21_NAME,Technical Support S I
PACKAGESHOP_PICKUP_PRODUCT_22_NAME,Technical Support S II
PACKAGESHOP_PICKUP_PRODUCT_23_NAME,Technical Master
PACKAGESHOP_PICKUP_PRODUCT_24_NAME,Growth Selection Set
PACKAGESHOP_PICKUP_PRODUCT_25_NAME,Manufacturer Backup
PACKAGESHOP_PICKUP_PRODUCT_26_NAME,Battle Master Set
PACKAGESHOP_PICKUP_PRODUCT_27_NAME,Outlaw Treasure I
PACKAGESHOP_PICKUP_PRODUCT_28_NAME,Outlaw Treasure II
PACKAGESHOP_PICKUP_PRODUCT_29_NAME,Outlaw Treasure III
PACKAGESHOP_PICKUP_PRODUCT_30_NAME,Devil Hunter Package I
PACKAGESHOP_PICKUP_PRODUCT_31_NAME,Devil Hunter Package II
PACKAGESHOP_PICKUP_PRODUCT_32_NAME,Devil Hunter Package III
PACKAGESHOP_PICKUP_PRODUCT_33_NAME,Handmade Dessert I
PACKAGESHOP_PICKUP_PRODUCT_34_NAME,Handmade Dessert II
PACKAGESHOP_PICKUP_PRODUCT_35_NAME,Handmade Dessert III
PACKAGESHOP_PICKUP_PRODUCT_36_NAME,Bow Wow Friends I
PACKAGESHOP_PICKUP_PRODUCT_37_NAME,Bow Wow Friends II
PACKAGESHOP_PICKUP_PRODUCT_38_NAME,Bow Wow Friends III
PACKAGESHOP_PICKUP_PRODUCT_39_NAME,Cherry Blossom Lunch I
PACKAGESHOP_PICKUP_PRODUCT_40_NAME,Cherry Blossom Lunch II
PACKAGESHOP_PICKUP_PRODUCT_41_NAME,Cherry Blossom Lunch III
PACKAGESHOP_PICKUP_PRODUCT_42_NAME,Secret Command Pack I
PACKAGESHOP_PICKUP_PRODUCT_43_NAME,Secret Command Pack II
PACKAGESHOP_PICKUP_PRODUCT_44_NAME,Secret Command Pack III
PACKAGESHOP_PICKUP_PRODUCT_45_NAME,Half-Anniversary Pack I
PACKAGESHOP_PICKUP_PRODUCT_46_NAME,Half-Anniversary Pack II
PACKAGESHOP_PICKUP_PRODUCT_47_NAME,Half-Anniversary Pack III
PACKAGESHOP_PICKUP_PRODUCT_48_NAME,Half-Anniversary Pack IV
PACKAGESHOP_PICKUP_PRODUCT_49_NAME,Half-Anniversary Pack V
PACKAGESHOP_PICKUP_PRODUCT_50_NAME,Half-Anniversary Pack VI
PACKAGESHOP_PICKUP_PRODUCT_51_NAME,Half-Anniversary Pack VII
PACKAGESHOP_PICKUP_PRODUCT_52_NAME,Half-Anniversary Pack VIII
PACKAGESHOP_PICKUP_PRODUCT_53_NAME,Half-Anniversary Pack IX
PACKAGESHOP_PICKUP_PRODUCT_54_NAME,Special Recruit Pack I
PACKAGESHOP_PICKUP_PRODUCT_55_NAME,Special Recruit Pack II
PACKAGESHOP_PICKUP_PRODUCT_56_NAME,Special Recruit Pack III
PACKAGESHOP_PICKUP_PRODUCT_57_NAME,Enhanced Module Set
PACKAGESHOP_PICKUP_PRODUCT_58_NAME,Manufacturer Research Set
PACKAGESHOP_PICKUP_PRODUCT_59_NAME,Class Research Set
PACKAGESHOP_PICKUP_PRODUCT_60_NAME,Master's Credit Set
PACKAGESHOP_PICKUP_PRODUCT_61_NAME,Enhanced Module+ Set
PACKAGESHOP_PICKUP_PRODUCT_62_NAME,Technical Support S+ I
PACKAGESHOP_PICKUP_PRODUCT_63_NAME,Technical Support S+ II
PACKAGESHOP_PICKUP_PRODUCT_64_NAME,Basic Kit Set
PACKAGESHOP_PICKUP_PRODUCT_65_NAME,Curated Growth Pack I
PACKAGESHOP_PICKUP_PRODUCT_66_NAME,Curated Growth Pack II
PACKAGESHOP_LIMIT_PRODUCT_01_NAME,Nikke Master I
PACKAGESHOP_LIMIT_PRODUCT_02_NAME,Nikke Master II
PACKAGESHOP_LIMIT_PRODUCT_03_NAME,Nikke Master III
PACKAGESHOP_LIMIT_PRODUCT_04_NAME,Nikke Master IV
PACKAGESHOP_LIMIT_PRODUCT_05_NAME,Battle Master Set I
PACKAGESHOP_LIMIT_PRODUCT_06_NAME,Battle Master Set II
PACKAGESHOP_LIMIT_PRODUCT_07_NAME,Battle Master Set III
PACKAGESHOP_LIMIT_PRODUCT_08_NAME,Battle Master Set IV
PACKAGESHOP_LIMIT_PRODUCT_09_NAME,Recruitment Support Package I
PACKAGESHOP_LIMIT_PRODUCT_10_NAME,Recruitment Support Package II
PACKAGESHOP_LIMIT_PRODUCT_11_NAME,Recruitment Support Package III
PACKAGESHOP_LIMIT_PRODUCT_12_NAME,Recruitment Support Package IV
PACKAGESHOP_LIMIT_PRODUCT_13_NAME,Enhancement Support Pack I
PACKAGESHOP_LIMIT_PRODUCT_14_NAME,Enhancement Support Pack II
PACKAGESHOP_LIMIT_PRODUCT_15_NAME,Enhancement Support Pack III
PACKAGESHOP_LIMIT_PRODUCT_16_NAME,T9 Mfr. Eqpt Selection Pack
PACKAGESHOP_LIMIT_PRODUCT_17_NAME,Technical Boost Pack I
PACKAGESHOP_LIMIT_PRODUCT_18_NAME,Technical Boost Pack II
PACKAGESHOP_LIMIT_PRODUCT_19_NAME,Technical Boost Pack III
PACKAGESHOP_LIMIT_PRODUCT_20_NAME,Technical Boost Pack IV
PACKAGESHOP_DAILY_PRODUCT_01_NAME,Mold Pack
PACKAGESHOP_DAILY_PRODUCT_02_NAME,Core Dust Pack
PACKAGESHOP_DAILY_PRODUCT_03_NAME,Credit Pack
PACKAGESHOP_DAILY_PRODUCT_04_NAME,Battle Data Pack
PACKAGESHOP_DAILY_PRODUCT_05_NAME,Boost Module Pack
PACKAGESHOP_DAILY_PRODUCT_06_NAME,Skill Boost Pack I
PACKAGESHOP_DAILY_PRODUCT_07_NAME,Skill Boost Pack II
PACKAGESHOP_DAILY_PRODUCT_08_NAME,Gift Pack
PACKAGESHOP_DAILY_PRODUCT_09_NAME,Daily Free Package
PACKAGESHOP_DAILY_PRODUCT_10_NAME,Nikke Boost Pack
PACKAGESHOP_DAILY_PRODUCT_11_NAME,Mechanics Gift Pack
PACKAGESHOP_DAILY_PRODUCT_12_NAME,Perfect Boost Pack
PACKAGESHOP_DAILY_PRODUCT_13_NAME,Module Overboost Pack
PACKAGESHOP_DAILY_PRODUCT_14_NAME,Master's Gift Pack
PACKAGESHOP_WEEKLY_PRODUCT_01_NAME,Mold Set
PACKAGESHOP_WEEKLY_PRODUCT_02_NAME,Nikke Grow Up I
PACKAGESHOP_WEEKLY_PRODUCT_03_NAME,Nikke Grow Up II
PACKAGESHOP_WEEKLY_PRODUCT_04_NAME,Credit Set
PACKAGESHOP_WEEKLY_PRODUCT_05_NAME,Core Dust Set
PACKAGESHOP_WEEKLY_PRODUCT_06_NAME,Battle Data Set
PACKAGESHOP_WEEKLY_PRODUCT_07_NAME,Nikke Grow Up III
PACKAGESHOP_WEEKLY_PRODUCT_08_NAME,Boost Module Set
PACKAGESHOP_WEEKLY_PRODUCT_09_NAME,Weekly Free Package
PACKAGESHOP_WEEKLY_PRODUCT_10_NAME,Nikke Grow Up IV
PACKAGESHOP_WEEKLY_PRODUCT_11_NAME,Credit + Set
PACKAGESHOP_WEEKLY_PRODUCT_12_NAME,Module Boost+ Set
PACKAGESHOP_WEEKLY_PRODUCT_13_NAME,Technical Booster Set
PACKAGESHOP_WEEKLY_PRODUCT_14_NAME,Module Overboost Set
PACKAGESHOP_MONTHLY_PRODUCT_01_NAME,Recruitment Package I
PACKAGESHOP_MONTHLY_PRODUCT_02_NAME,Nikke Growth Package I
PACKAGESHOP_MONTHLY_PRODUCT_03_NAME,Recruitment Package II
PACKAGESHOP_MONTHLY_PRODUCT_04_NAME,Nikke Growth Package II
PACKAGESHOP_MONTHLY_PRODUCT_05_NAME,Recruitment Package III
PACKAGESHOP_MONTHLY_PRODUCT_06_NAME,Nikke Growth Package III
PACKAGESHOP_MONTHLY_PRODUCT_07_NAME,Recruitment Package IV
PACKAGESHOP_MONTHLY_PRODUCT_08_NAME,Monthly Free Package
PACKAGESHOP_MONTHLY_PRODUCT_09_NAME,Mechanics Boost Package I
PACKAGESHOP_MONTHLY_PRODUCT_10_NAME,Mechanics Boost Package II
PACKAGESHOP_MONTHLY_PRODUCT_11_NAME,Technical Support X
PACKAGESHOP_MONTHLY_PRODUCT_12_NAME,Nikke Double-Up Package
PACKAGESHOP_MONTHLY_PRODUCT_13_NAME,Recruitment Package II
PACKAGESHOP_MONTHLY_PRODUCT_14_NAME,Custom Module Full Package
PACKAGESHOP_MONTHLY_PRODUCT_15_NAME,Master's Boost Package
PACKAGESHOP_MONTHLY_PRODUCT_16_NAME,Technical Boost
PACKAGESHOP_ALWAYS_01_PRODUCT_01_NAME,New Commander SSR Selection Pack
PACKAGESHOP_ALWAYS_01_PRODUCT_01_DESC,"This package contains a selection box. After opening, you can choose a Nikke between Volume, Yuni, Admi, and Brid.
※ This package also contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_ALWAYS_01_PRODUCT_02_NAME,New Commander Call-Up Pack
PACKAGESHOP_ALWAYS_01_PRODUCT_03_NAME,New Commander Skill Boost Pack
PACKAGESHOP_POPUP_USERLEVEL_NAME,Commander's Progress Special
PACKAGESHOP_POPUP_CHAPTERCLEAR_NAME,Combat Special Package
PACKAGESHOP_POPUP_TOWERBASICCLEAR_NAME,Tower Special Package
PACKAGESHOP_POPUP_TOWERCORPCLEAR_NAME,Manufacturer Tower Special
PACKAGESHOP_POPUP_CHARACTERLEVEL_NAME,Nikkes' Progress Special
PACKAGESHOP_POPUP_CHARACTERGRADE_NAME,Limit Break Special
PACKAGESHOP_POPUP_CHARACTERCORE_NAME,Core Enhancement Special
POPUPPACKAGE_USERLEVEL_DESC,"Commander level {condition_value} reached. Humanity can hope for a better future now!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_CHAPTERCLEAR_DESC,"Chapter {condition_id} cleared. One step closer to taking back what was lost.
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_TOWERBASICCLEAR_DESC,"Tribe Tower Floor {condition_id} cleared. We could be scaling unimaginable heights soon!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_TOWERELYSIONCLEAR_DESC,"Elysion Tower Floor {condition_id} cleared. You're a tactical master!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_TOWERMISSILISCLEAR_DESC,"Missilis Tower Floor {condition_id} cleared. Show that arrogant little girl the meaning of true strength!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_TOWERTETRACLEAR_DESC,"Tetra Tower Floor {condition_id} cleared. Entertainment!!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_TOWERPILGRIMCLEAR_DESC,"Pilgrim Tower Floor {condition_id} cleared. A salute to those who patrol the lands to protect the human race.
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_CHARACTERLEVELMAX_DESC,"Nikke level {condition_value} reached. She's becoming super unique!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_CHARACTERGRADEMAX_DESC,"Nikke Limit Break {condition_value} reached. Mankind will never have to fear again!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_CHARACTERCORE_DESC,"Nikke Core Enhancement {condition_value} reached. Glory to humanity!
※ This package contains <color=#0EA0FF>Free</color> Gems."
POPUPPACKAGE_INFO_PURCHASE,Choose one package to purchase.
PACKAGESHOP_LIMIT_PRODUCT_16_DESC,"This package contains a selection box. After opening, you can choose a piece of manufacturer equipment.
※ This package also contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_STEPUP_01_BANNER,Purchase STEP 5 to obtain the Big Three's Perfect Mold Selection Box for a guaranteed SSR!
PACKAGESHOP_STEPUP_01_POPUP_NAME,About Step Up Package
PACKAGESHOP_STEPUP_01_POPUP_DESC,"1. Step Up Package
- Step Up Packages must be purchased in sequential order. If you want to buy a higher-level Step Up Package, you will need to buy the packages for the previous levels first.
- E.g. To buy Step 2 Package, you must first buy Step 1 Package, and so on.

2. SSR Guaranteed Manufacturer Mold Selection Box in Step 5 Package
- SSR Guaranteed Manufacturer Mold Selection Box contains Perfect Molds from Elysion, Missilis Industry, and Tetra Line.
- Select and obtain 1 Manufacturer Perfect Mold.

3. Manufacturer Perfect Mold
- Collect a certain amount of molds to recruit an SSR Nikke from a specific manufacturer.
- This excludes certain Nikkes, such as limited Nikkes and Nikkes in Liberation.
- The probabilities of recruiting each Nikkes in one mold are the same.
- Each Manufacturer Perfect Molds will have the following Nikkes available. This will not be subject to revision in the future.

Elysion
Emma, Privaty, Signal, Poli, Miranda, Brid, Soline, Diesel, Vesti, Eunhwa, Guillotine, Maiden, D, Helm

Missilis
Maxwell, Yuni, Liter, Julia, Centi, Drake, Crow, Pepper, Admi, Epinel, Jackal, Laplace

Tetra
Sugar, Exia, Alice, Frima, Mary, Milk, Yulha, Ludmilla, Rupee, Yan, Dolla, Novel, Folkwang, Sakura, Viper, Cocoa, Soda, Biscuit, Aria, Noise, Volume"
PACKAGESHOP_STEPUP_01_PRODUCT_01_NAME,Step Up Package STEP 1
PACKAGESHOP_STEPUP_01_PRODUCT_02_NAME,Step Up Package STEP 2
PACKAGESHOP_STEPUP_01_PRODUCT_03_NAME,Step Up Package STEP 3
PACKAGESHOP_STEPUP_01_PRODUCT_04_NAME,Step Up Package STEP 4
PACKAGESHOP_STEPUP_01_PRODUCT_05_NAME,Step Up Package STEP 5
PACKAGESHOP_STEPUP_01_PRODUCT_06_NAME,Step Up Package STEP 6
PACKAGESHOP_STEPUP_01_PRODUCT_07_NAME,Step Up Package STEP 7
PACKAGESHOP_STEPUP_01_PRODUCT_08_NAME,Step Up Package STEP 8
PACKAGESHOP_STEPUP_01_PRODUCT_09_NAME,Step Up Package STEP 9
PACKAGESHOP_STEPUP_01_PRODUCT_10_NAME,Step Up Package STEP 10
PACKAGESHOP_STEPUP_01_PRODUCT_11_NAME,Step Up Package STEP 11
PACKAGESHOP_STEPUP_01_PRODUCT_12_NAME,Step Up Package STEP 12
PACKAGESHOP_STEPUP_01_PRODUCT_13_NAME,Step Up Package STEP 13
PACKAGESHOP_STEPUP_01_PRODUCT_05_DESC,"This package contains a selection box. After opening, it guarantees Manufacturer Perfect Molds for recruiting an SSR Nikke from Elysion, Missilis Industry, or Tetra Line.

※ This package contains <color=#0EA0FF>Free</color> Gems."
PRODUCT_MONTHLY_AMOUNT_GROWTH_NAME,30-Day Upgrade Supply
PRODUCT_MONTHLY_AMOUNT_GROWTH_REWARD_INFO,30-Day Upgrade Supply Daily Reward
PACKAGESHOP_STEPUP_02_BANNER,Purchase STEP 5 to obtain 40 Advanced Recruit Vouchers!
PACKAGESHOP_STEPUP_03_BANNER,Purchase all the STEPs to obtain Advanced Recruit Vouchers and various items!
PACKAGESHOP_STEPUP_02_POPUP_DESC,"What are Step Up Packages?
- Step Up Packages consist of several smaller Step Packages that you purchase in sequential order. If a Step Package catches your eye, you will need to purchase the previous Step Package first to be able to purchase it.
- For example: If you wish to purchase the STEP 2 Package, you must first purchase the STEP 1 Package."
PRODUCT_GOOGLE_GIFTCARD_PROMO_01_NAME,Promotion Package 1
PRODUCT_GOOGLE_GIFTCARD_PROMO_02_NAME,Promotion Package 2
PRODUCT_GOOGLE_GIFTCARD_PROMO_03_NAME,Promotion Package 3
PRODUCT_GOOGLE_GIFTCARD_PROMO_04_NAME,Promotion Package 4
PACKAGESHOP_CUSTOM_01_PRODUCT_01_NAME,Custom Package I
PACKAGESHOP_CUSTOM_01_PRODUCT_02_NAME,Custom Package II
PACKAGESHOP_CUSTOM_01_PRODUCT_03_NAME,Custom Package III
PACKAGESHOP_CUSTOM_02_PRODUCT_01_NAME,Custom Package S I
PACKAGESHOP_CUSTOM_02_PRODUCT_02_NAME,Custom Package S II
PACKAGESHOP_CUSTOM_02_PRODUCT_03_NAME,Custom Package S III
PACKAGESHOP_CUSTOM_03_PRODUCT_01_NAME,Custom Package X I
PACKAGESHOP_CUSTOM_03_PRODUCT_02_NAME,Custom Package X II
PACKAGESHOP_CUSTOM_03_PRODUCT_03_NAME,Custom Package X III
PACKAGESHOP_NEWYEAR_2024_PRODUCT_01_NAME,2024 New Year Package I
PACKAGESHOP_NEWYEAR_2024_PRODUCT_02_NAME,2024 New Year Package II
PACKAGESHOP_NEWYEAR_2024_PRODUCT_03_NAME,2024 New Year Package III
PACKAGESHOP_1.5_ANNIVERSARY_PRODUCT_01_NAME,1.5th Anniversary Pack I
PACKAGESHOP_1.5_ANNIVERSARY_PRODUCT_02_NAME,1.5th Anniversary Pack II
PACKAGESHOP_1.5_ANNIVERSARY_PRODUCT_03_NAME,1.5th Anniversary Pack III
PACKAGESHOP_BUNNY_2024_PRODUCT_01_NAME,Tetra Golden Package I
PACKAGESHOP_BUNNY_2024_PRODUCT_02_NAME,Tetra Golden Package II
PACKAGESHOP_BUNNY_2024_PRODUCT_03_NAME,Tetra Golden Package III
PACKAGESHOP_SUMMER_24_PRODUCT_01_NAME,BEAUTY FULL Pack I
PACKAGESHOP_SUMMER_24_PRODUCT_02_NAME,BEAUTY FULL Pack II
PACKAGESHOP_SUMMER_24_PRODUCT_03_NAME,BEAUTY FULL Pack III
PACKAGESHOP_KIT_PRODUCT_01_NAME,Maintenance Kit Package I
PACKAGESHOP_KIT_PRODUCT_02_NAME,Maintenance Kit Package II
PACKAGESHOP_KIT_PRODUCT_03_NAME,Maintenance Kit Package III
PACKAGESHOP_SPECIAL_06_PRODUCT_01_NAME,NERV Secret Pack I
PACKAGESHOP_SPECIAL_06_PRODUCT_02_NAME,NERV Secret Pack II
PACKAGESHOP_SPECIAL_06_PRODUCT_03_NAME,NERV Secret Pack III
PACKAGESHOP_NEWYEAR_2024_PRODUCT_DESC,"Products for the commemoration of the 2024 New Year.
Getting your hands on such a unique package is a dream come true.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_1.5_ANNIVERSARY_PRODUCT_DESC,"Something boldly prepared for the 1.5 Year Anniversary.
It's filled with materials essential for the recruitment and growth of Nikkes.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_BUNNY_2024_PRODUCT_DESC,"A special package designed to commemorate the Golden Chip Battle.
It's filled with materials essential for the recruitment and growth of Nikkes.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SUMMER_24_PRODUCT_DESC,"A special package only available in the summer of 2024.
It's filled with materials essential for the recruitment and growth of Nikkes.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_06_PRODUCT_DESC,"A special pack designed to offer support to those who have come from another world.
The items included are reliable, stable, and of high quality.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_07_PRODUCT_01_NAME,2nd Anniversary Package I
PACKAGESHOP_SPECIAL_07_PRODUCT_02_NAME,2nd Anniversary Package II
PACKAGESHOP_SPECIAL_07_PRODUCT_03_NAME,2nd Anniversary Package III
PACKAGESHOP_ALWAYS_02_PRODUCT_01_NAME,Rookie Commander Package I
PACKAGESHOP_ALWAYS_02_PRODUCT_02_NAME,Rookie Commander Package II
PACKAGESHOP_ALWAYS_02_PRODUCT_03_NAME,Rookie Commander Package III
PACKAGESHOP_ALWAYS_02_PRODUCT_04_NAME,Rookie Commander Package IV
PACKAGESHOP_ALWAYS_02_PRODUCT_05_NAME,Rookie Commander Package V
PACKAGESHOP_ALWAYS_02_PRODUCT_06_NAME,Rookie Commander Package VI
PACKAGESHOP_SPECIAL_07_PRODUCT_DESC,"A special package designed to commemorate the 2nd Anniversary.
It's filled with materials essential for the recruitment and growth of Nikkes.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_08_PRODUCT_01_NAME,Ice Dragon Pack I
PACKAGESHOP_SPECIAL_08_PRODUCT_02_NAME,Ice Dragon Pack II
PACKAGESHOP_SPECIAL_08_PRODUCT_03_NAME,Ice Dragon Pack III
PACKAGESHOP_SPECIAL_08_PRODUCT_DESC,"A special package designed for heroes who take on the challenge of defeating the White Ice Dragon.
The items included are reliable, stable, and of high quality.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_09_PRODUCT_01_NAME,2025 New Year Package I
PACKAGESHOP_SPECIAL_09_PRODUCT_02_NAME,2025 New Year Package II
PACKAGESHOP_SPECIAL_09_PRODUCT_03_NAME,2025 New Year Package III
PACKAGESHOP_SPECIAL_09_PRODUCT_DESC,"Products for the commemoration of the 2025 New Year.
They're reliable, stable, and of good quality.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_10_PRODUCT_01_NAME,WILLE Secret Pack I
PACKAGESHOP_SPECIAL_10_PRODUCT_02_NAME,WILLE Secret Pack II
PACKAGESHOP_SPECIAL_10_PRODUCT_03_NAME,WILLE Secret Pack III
PACKAGESHOP_SPECIAL_11_PRODUCT_01_NAME,2.5th Anniversary Pack I
PACKAGESHOP_SPECIAL_11_PRODUCT_02_NAME,2.5th Anniversary Pack II
PACKAGESHOP_SPECIAL_11_PRODUCT_03_NAME,2.5th Anniversary Pack III
PACKAGESHOP_SPECIAL_11_PRODUCT_DESC,"A special package designed to commemorate the 2.5th Anniversary.
It's filled with materials essential for the recruitment and growth of Nikkes.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_12_PRODUCT_01,Xion Special Pack I
PACKAGESHOP_SPECIAL_12_PRODUCT_02,Xion Special Pack II
PACKAGESHOP_SPECIAL_12_PRODUCT_03,Xion Special Pack III
PACKAGESHOP_SPECIAL_13_PRODUCT_01,GHOST HUNTER PACK I
PACKAGESHOP_SPECIAL_13_PRODUCT_02,GHOST HUNTER PACK II
PACKAGESHOP_SPECIAL_13_PRODUCT_03,GHOST HUNTER PACK III
PACKAGESHOP_SPECIAL_12_PRODUCT_DESC,"A special package designed for Ghost Hunters. 
The items included are reliable, stable, and of high quality.
※ This package contains <color=#0EA0FF>Free</color> Gems."
PACKAGESHOP_SPECIAL_14_PRODUCT_01,Tactical Upgrade Pack I
PACKAGESHOP_SPECIAL_14_PRODUCT_02,Tactical Upgrade Pack II
PACKAGESHOP_SPECIAL_14_PRODUCT_03,Tactical Upgrade Pack III
PACKAGESHOP_SPECIAL_13_PRODUCT_DESC,"A special package designed for a higher level of tactical performance.
It includes high-quality, field-tested tactical gear.
※ This package contains <color=#0EA0FF>Free</color> Gems."
