Key,Value
SURFACE_BATTLE_INFO_CONTENTS_PLAY_TIP_SUPPRESS_LEGIONRAID_SWEEP,Defeat all enemies swarming in.
SURFACE_BONUS_DAMAGE_INFO_TITLE_01,When allied squads attack enemies
SURFACE_BONUS_DAMAGE_INFO_DESC_01,"If two or more Nikkes with a strong element are included in the squad,
each of those Nikkes can deal an additional {0} damage."
SURFACE_BONUS_DAMAGE_INFO_TITLE_02,When enemies attack allied squads
SURFACE_BONUS_DAMAGE_INFO_DESC_02,Nikkes take {0} additional damage when attacked by enemies with elements they are weak to.
SURFACE_WEAPON_RANGE_POPUP_DESC,"If two or more Nikkes with weapon types that have the same range are included in the squad, each of those Nikkes can deal 10% additional damage."
Surface_Troop_Category_Title,Squad Traits
surface_quest_name_3101001,Defeat monsters in Sector 1
surface_quest_name_3101002,Retrieve supplies from Sector 1
surface_quest_name_3101003,Remove Alva Particle in Sector 1
surface_quest_name_3102001,Defeat monsters in Sector 2
surface_quest_name_3102002,Retrieve supplies from Sector 2
surface_quest_name_3102003,Remove Alva Particles in Sector 2
SURFACE_QUEST_NOT_AVAILABLE,No available missions.
SURFACE_COIN_COLLECTION_TITLE,Alva Dust Collection
SURFACE_COIN_PROGRESS_REWARD,Collection Progress
SURFACE_COIN_PROGRESS_REWARD_GET,Obtain Rewards
SURFACE_STORAGE_POPUP_REFRESH_ERROR,"Unable to obtain currency due to changes in buildings on the surface.
Updating information."
SURFACE_STORAGE_CURRENCY_CUMULATIVE_POPUP_DESC,Effects applied to currency-producing facilities.
SURFACE_BUILDING_CONDITION_POWER_CUT_TOAST,Currently without power.
SURFACE_BUILDING_CONDITION_DEACTIVATE_TOAST,Facility in an inactivated area.
SURFACE_BUILDING_CONDITION_NEEDS_REPAIR_TOAST,Currently requires repair.
SURFACE_TOAST_BUILDING_LEVEL_MAX,Max facility level reached.
SURFACE_AREA_CONDITION_REWARD_POPUP_DESC,Area status has been changed. Refunding costs and items.
SURFACE_SQUAD_SET_LIST_DESCRIPTION,You can view Nikkes available for your squads.
SURFACE_SQUAD_SET_ERROR_TOAST_BASE_AREA,Squad editing is only available in a base.
SURFACE_SQUAD_SET_ERROR_TOAST_MOVE,Squad editing is unavailable while moving.
SURFACE_SQUAD_SET_ERROR_TOAST_NOT_USER_AREA,No squad is present in the base.
SURFACE_SQUAD_SET_ERROR_TOAST_NOT_ENOUGH_NIKKE,The Nikke limit has been reached.
SURFACE_SQUAD_SET_ERROR_TOAST_NOT_ENOUGH_TEAM,The squad limit has been reached.
SURFACE_HOSPITAL_RECOVERY_SQUAD_MAX_AMOUNT,Squad Recovery ({0}/{1})
SURFACE_HOSPITAL_RETURN_TO_UNIT_COMPLETE_POPUP_TITLE,Recovery
SURFACE_HOSPITAL_RETURN_TO_UNIT_COMPLETE_POPUP_DESC,Nikke Recovery complete
SURFACE_HOSPITAL_RECOVERY_ERROR_SQUAD_SELECT,Please select a squad to recover.
SURFACE_HOSPITAL_RECOVERY_SQUAD_MAX_AMOUNT_LIMIT_OVER,The recovery limit has been reached.
SURFACE_NIKKE_EDIT_CONDITION_RETIRE,Incapacitated
SURFACE_FIRST_CLEAR_REWARD_POPUP_OCCUPATION,First Occupation Reward
SURFACE_FIRST_CLEAR_REWARD_TOUCH_TO_GET_REWARD,Press to claim rewards
SURFACE_FIRST_CLEAR_REWARD_POPUP_GATEWAY,First Unlock Reward
SURFACE_OPEN_GATEWAY_POPUP_TITLE,Unlock {0}
SURFACE_OPEN_GATEWAY_POPUP_DESCRIPTION,The gateway has opened. You can now explore a new sector.
SURFACE_FIRST_CLEAR_REWARD_POPUP_SUPPRESS,First Expedition Reward
SURFACE_MISSION_TAB_TUTORIAL,Guide Missions
SURFACE_MISSION_TAB_TRIAL,Trial Missions
SURFACE_MISSION_LIST_TITLE_MAIN,Main
SURFACE_MISSION_LIST_TITLE_SIDE,Side
SURFACE_MISSION_POPUP_DESCRIPTION,List of missions.
SURFACE_MISSION_REWARD_BTN_LOCK,Locked
SURFACE_MISSION_REWARD_BTN_PROGRESS,In progress
SURFACE_MISSION_REWARD_BTN_SHORT_CUT,Go
SURFACE_MISSION_REWARD_BTN_RECEIVE,Obtain Rewards
SURFACE_MISSION_REWARD_BTN_RECEIVE_ALL,Claim All
SURFACE_MISSION_REWARD_BTN_PROGRESS_TOUCH_TOAST,You have not completed this mission.
SURFACE_MISSION_MAIN_EMPTY,No available main missions.
SURFACE_MISSION_SIDE_EMPTY,No available side missions.
SURFACE_MISSION_REWARD_BTN_LOCK_TOUCH_TOAST,"Mission is locked.
Unlock {0} to access it."
SURFACE_TOAST_NOT_OPEN_MISSION_SLOT,No obtainable rewards.
SURFACE_MISSION_SHORT_CUT_ERROR_TOAST,Unverified area.
SURFACE_MISSION_MAIN_ALL_CLEAR,Coming soon...
SURFACE_MISSION_TRIGGER_NAME_GATEWAY,Gateway
SURFACE_MISSION_TRIGGER_NAME_RESEARCH,Research
SURFACE_MISSION_TRIGGER_NAME_OCCUPATION,Occupy
SURFACE_MISSION_TRIGGER_NAME_KILL_MONSTER,Annihilate
SURFACE_MISSION_TRIGGER_NAME_ITEM_CRAFT,Produce
SURFACE_MISSION_TRIGGER_NAME_QUEST,Missions
SURFACE_MISSION_TRIGGER_NAME_EVLA,Purify
SURFACE_MISSION_TRIGGER_NAME_COLLECT,Explore
SURFACE_MISSION_TRIGGER_NAME_SUPPRESS,Expedition
SURFACE_MISSION_TRIGGER_NAME_TEAM_SET,Form
SURFACE_MISSION_TRIGGER_NAME_BUILD,Facility
SURFACE_MISSION_TRIGGER_NAME_BETA,Beta Exclusive
SURFACE_MISSION_TRIGGER_GATEWAY_OPEN,Unlock {0}
SURFACE_MISSION_TRIGGER_RESEARCH_COMPLETE,Complete {0} Lv. {1}
SURFACE_MISSION_TRIGGER_OCCUPATION_COMPLETE,Occupy {0}
SURFACE_MISSION_TRIGGER_KILL_MONSTER_SPECIFIC_SECTOR,Defeat {0} radial Rapture(s)
SURFACE_MISSION_TRIGGER_ITEM_CRAFT,Produce {0} {1} time(s)
SURFACE_MISSION_TRIGGER_EVLA_PURIFICATION_COMPLETE,Reach Alva Particle Purification Stage {0}
SURFACE_MISSION_TRIGGER_COLLECT_FIELD_ITEM,Obtain Treasure Box {0} time(s)
SURFACE_MISSION_TRIGGER_COLLECT_FIELD_RESOURCE,Obtain Resource Box {0} time(s)
SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK,Reach {0} Lv. {1}
SURFACE_MISSION_TRIGGER_BUILDING_LEVEL_UP_COMPLETE_STACK_DUPLICATION,You can own up to {2} of {0} Lv. {1}
SURFACE_MISSION_TRIGGER_BOSS_RAID_SUPPRESS_COMPLETE,Complete Boss Expedition in {0}
SURFACE_MISSION_TRIGGER_LEGION_RAID_SUPPRESS_COMPLETE,Complete Defense Expedition in {0}
SURFACE_MISSION_TRIGGER_TEAM_SET_COUNT,Form {0} Squad(s)
SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_01,Obtain {0} Holographic Material Lv. 1
SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_02,Obtain {0} Holographic Material Lv. 2
SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_03,Obtain {0} Holographic Material Lv. 3
SURFACE_MISSION_TRIGGER_CLEAR_QUEST_SECTOR_04,Obtain {0} Holographic Material Lv. 4
SURFACE_MISSION_TRIGGER_BETA_01,Enter Trial World
SURFACE_STATUS_BOARD,Status
SURFACE_ALARM,Notice
SURFACE_ALARM_TOAST_OCCUPATION_SUCCESS,Occupied!
SURFACE_ALARM_LIST_OCCUPATION_SUCCESS,Successfully occupied {1} in {0}.
SURFACE_ALARM_TOAST_OCCUPATION_FAILURE,Occupation Failed
SURFACE_ALARM_LIST_OCCUPATION_FAILURE,Failed to occupy {1} in {0}.
SURFACE_ALARM_TOAST_OCCUPATION_BATTERY,Battery Drain
SURFACE_ALARM_LIST_OCCUPATION_BATTERY,All batteries in {1} within {0} have been depleted.
SURFACE_ALARM_TOAST_DEFENSE_SUCCESS,Defended!
SURFACE_ALARM_LIST_DEFENSE_SUCCESS,Successfully defended {1} in {0}.
SURFACE_ALARM_TOAST_DEFENSE_FAILURE,Defense Failed
SURFACE_ALARM_LIST_DEFENSE_FAILURE,Failed to defend {1} in {0}.
SURFACE_ALARM_TOAST_GATEWAY_SUCCESS,Gateway Battle Won!
SURFACE_ALARM_LIST_GATEWAY_SUCCESS,Successfully hacked the gateway.
SURFACE_ALARM_TOAST_GATEWAY_FAILURE,Gateway Battle Failed
SURFACE_ALARM_LIST_GATEWAY_FAILURE,Failed to hack the gateway.
SURFACE_ALARM_TOAST_SUPPRESS_SUCCESS,Expedition Successful!
SURFACE_ALARM_LIST_SUPPRESS_SUCCESS,Successfully completed an expedition in {0}.
SURFACE_ALARM_TOAST_SUPPRESS_FAILURE,Expedition Failed
SURFACE_ALARM_LIST_SUPPRESS_FAILURE,Failed to complete an expedition in {0}.
SURFACE_ALARM_TOAST_SUPPRESS_BOSS_RAID_UNLOCK,New Elite Expedition Unlocked
SURFACE_ALARM_LIST_SUPPRESS_BOSS_RAID_UNLOCK,A new elite expedition has been unlocked in {0}.
SURFACE_ALARM_TOAST_SUPPRESS_LEGION_RAID_UNLOCK,New Area Defense Unlocked
SURFACE_ALARM_LIST_SUPPRESS_LEGION_RAID_UNLOCK,A new area defense has been unlocked in {0}.
SURFACE_ALARM_TOAST_SUPPRESS_BOSS_RAID_HIGH_DIFFICULTY_UNLOCK,Higher Difficulty Unlocked
SURFACE_ALARM_LIST_SUPPRESS_BOSS_RAID_HIGH_DIFFICULTY_UNLOCK,{0} has been unlocked. A higher difficulty for the elite expedition is now available.
SURFACE_ALARM_TOAST_SUPPRESS_LEGION_RAID_HIGH_DIFFICULTY_UNLOCK,Higher Difficulty Unlocked
SURFACE_ALARM_LIST_SUPPRESS_LEGION_RAID_HIGH_DIFFICULTY_UNLOCK,{0} has been unlocked. A higher difficulty for the area defense is now available.
SURFACE_ALARM_TOAST_QUEST_GROUP_UNLOCK,Expanded Surface Operation Range
SURFACE_ALARM_LIST_QUEST_GROUP_UNLOCK,A new operation will be added when exploring {0}.
SURFACE_ALARM_TOAST_DEFEAT_FIELD_MONSTER,Radial Rapture Defeated
SURFACE_ALARM_LIST_DEFEAT_FIELD_MONSTER,Defeated a radial Rapture in {0} and claimed rewards.
SURFACE_ALARM_LIST_FACTORY_PAUSE,Power to the {1} factory in {0} has been cut off.
SURFACE_ALARM_LIST_BUILDING_LEVEL_UP_STOP,The {1} factory in {0} has ceased operation.
SURFACE_ALARM_LIST_FACTORY_OPERATE,Power has been restored to the {1} factory in {0}.
SURFACE_ALARM_LIST_BUILDING_PAUSE,Power to the {1} buildings in {0} has been cut off.
SURFACE_ALARM_LIST_BUILDING_STOP,The {1} buildings in {0} have been reset.
SURFACE_ALARM_LIST_BUILDING_OPERATE,Power has been restored to the {1} buildings in {0}.
SURFACE_ALARM_LIST_HOSPITAL_PAUSE,Power to the {1} hospital in {0} has been cut off.
SURFACE_ALARM_LIST_HOSPITAL_OPERATE,Power has been restored to the {1} hospital in {0}.
SURFACE_ALARM_LIST_STORAGE_PAUSE,Power to the {1} warehouse in {0} has been cut off.
SURFACE_ALARM_LIST_STORAGE_OPERATE,Power has been restored to the {1} warehouse in {0}.
SURFACE_STATISTICS,Stats
SURFACE_CURRENT_SITUATION_CATEGORY_ATTACKER_ATK,ATK of Attacker Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_ATTACKER_HP,HP of Attacker Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_DEFENDER_ATK,ATK of Defender Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_DEFENDER_HP,HP of Defender Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_SUPPORTER_ATK,ATK of Supporter Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_SUPPORTER_HP,HP of Supporter Nikkes
SURFACE_CURRENT_SITUATION_CATEGORY_SQUAD_ATK,Squad ATK
SURFACE_CURRENT_SITUATION_CATEGORY_SQUAD_HP,Squad HP
SURFACE_CURRENT_SITUATION_CATEGORY_SQUAD_POWER,Squad Power
SURFACE_CURRENT_SITUATION_CATEGORY_BUIDING_LEVEL_UP_TIME,Construction Speed
SURFACE_CURRENT_SITUATION_CATEGORY_BUIDING_LEVEL_UP_COST,Construction Cost
SURFACE_CURRENT_SITUATION_CATEGORY_RESEARCH_TIME,Research Speed
SURFACE_CURRENT_SITUATION_CATEGORY_RESEARCH_COST,Research Cost
SURFACE_CURRENT_SITUATION_CATEGORY_HOSPITAL_TIME,Recovery Speed
SURFACE_CURRENT_SITUATION_CATEGORY_HOSPITAL_COST,Recovery Cost
SURFACE_CURRENT_SITUATION_CATEGORY_FACTORY_TIME,Factory Production Time Reduction
SURFACE_CURRENT_SITUATION_CATEGORY_PRODUCTION_CORE_POWDER,Core Dust Production Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_AMOUNT_CORE_POWDER,Core Dust Max Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_PRODUCTION_CORE_POWDER,Core Dust Max Production
SURFACE_CURRENT_SITUATION_CATEGORY_PRODUCTION_GODDESIUM,Goddesium Production Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_AMOUNT_GODDESIUM,Goddesium Max Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_PRODUCTION_GODDESIUM,Goddesium Max Production
SURFACE_CURRENT_SITUATION_CATEGORY_PRODUCTION_GEONIC,Geonic Production Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_AMOUNT_GEONIC,Geonic Max Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_PRODUCTION_GEONIC,Geonic Max Production
SURFACE_CURRENT_SITUATION_CATEGORY_PRODUCTION_NEO_TITANIUM,Neo Titanium Production Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_AMOUNT_NEO_TITANIUM,Neo Titanium Max Amount
SURFACE_CURRENT_SITUATION_CATEGORY_MAX_PRODUCTION_NEO_TITANIUM,Neo Titanium Max Production
SURFACE_CURRENT_SITUATION_CATEGORY_DATA_INTEGER,{0}
SURFACE_CURRENT_SITUATION_CATEGORY_DATA_PERCENT,{0}%
SURFACE_CURRENT_SITUATION_DATA_TYPE_BUILDING,Building
SURFACE_CURRENT_SITUATION_DATA_TYPE_RESEARCH,Research
SURFACE_CURRENT_SITUATION_TOTAL_ITEM_PERCENT,{0}
SURFACE_CURRENT_SITUATION_TOTAL_ITEM_INTEGER,{0}%
SURFACE_SQUAD_LIST,Squad List
SURFACE_SQUAD_EDIT,Edit
SURFACE_SQUAD_ADD,Add
SURFACE_CHARACTER_INFO_SQUAD_DISBAND_DESC,Unable to use this feature. The squad has been disbanded.
SURFACE_BATTLE_START_OCCUPATION,Start Occupation Battle
SURFACE_NOT_ENOUGH_CURRENCY,Not enough currency.
SURFACE_CALLING_SIGNAL_GENERATOR_NAME,Calling Signal Generator
SURFACE_CALLING_SIGNAL_GENERATOR_INSTALL_FULL_DESC,The installation limit for this occupied area has been reached.
SURFACE_PLAY_INSTALL,Install
SURFACE_CONTENTS_PLAY_TIME_OCCUPATION,Time Limit
SURFACE_BATTLE_INFO_CONTENTS_PLAY_TIP_OCCUPATION,Defend the optical camouflage against enemy waves during the time limit.
SURFACE_CONTENTS_PLAY_TIME_DEFENSE_PHASE,Time Limit
SURFACE_BATTLE_INFO_CONTENTS_PLAY_TIP_DEFENSE_PHASE,Defend the optical camouflage against enemy waves during the time limit.
SURFACE_OCCUPATION_NOT_NEXT_TO_TILE,There must be at least 1 adjacent squad.
SURFACE_OCCUPATION_RESTORE,Start Restoration
SURFACE_OCCUPATION_INSTALL_WARNING,1 {0} will be consumed when installation begins.
SURFACE_OCCUPATION_RESTORE_WARNING,No Optical Camouflage Generator will be consumed when restoration begins.
SURFACE_OCCUPATION_NEED_ITEM,"The following items are required when attempting to occupy:
- {0}"
SURFACE_CHARGE_BATTERY_TITLE,Battery Charging
SURFACE_UNTIL_BATTERY_DRAIN,Time until battery runs out
SURFACE_CHARGE_BATTERY_BUTTON,Charge
SURFACE_BATTERY_MATERIAL_NOT_SELECT,Please select the battery charging materials.
SURFACE_BATTERY_GAUGE_ALREADY_MAX,"The battery is fully charged.
Unable to add more charging materials."
SURFACE_NOT_CHARGE_DRAIN_BATTERY,The battery in the occupied area has run out and cannot be charged.
SURFACE_REPAIR_DURABILITY_TITLE,Durability Repair
SURFACE_REPAIR_DURABILITY_BUTTON,Repair
SURFACE_REPAIR_MATERIAL_NOT_SELECT,Please select the durability repair materials.
SURFACE_DURABILITY_ALREADY_MAX,"Max durability level reached.
Unable to add more repair materials."
SURFACE_NOT_REPAIR_DESTORYED_CALLING_SIGNAL_GENERATOR,The Calling Signal Generator is destroyed and cannot be repaired.
SURFACE_CALLING_SIGNAL_INSTALL_BUTTON_TEXT,Install {0}
SURFACE_CANNOT_REPAIR_IN_BATTLE,Unable to repair the calling signal generator while in battle.
SURFACE_CANNOT_REPAIR_NOT_OCCUPATION,Unable to repair the calling signal generator in an unoccupied area.
SURFACE_ERROR_TOAST_CANNOT_INSTALL_OUTSIDE_USER_AREA,Unable to install outside the occupied area.
SURFACE_ERROR_TOAST_CANNOT_INSTALL_SELECT_TILE,Unable to install on the selected tile.
SURFACE_CALLING_SIGNAL_GENERATOR_INSTALL_CONFIRM,Install the selected call signal generator?
SURFACE_CALLING_SIGNAL_GENERATOR_INSTALL_COMPLETE,Calling signal generator installation complete!
SURFACE_OBJECT_DURABILITY,Durability
SURFACE_FACTORY_PRODUCT_UNLOCK_CONDITION_TITLE,Production Conditions
SURFACE_FACTORY_NOT_ENOUGH_UNLOCK_CONDITION,Production conditions not met.
SURFACE_FACTORY_UNLOCK_CONDITION_CATEGORY_01,Region
SURFACE_FACTORY_UNLOCK_CONDITION_CATEGORY_02,Research
SURFACE_FACTORY_PRODUCT_REMAIN_COUNT_TITLE,Remaining Attempts
SURFACE_FACTORY_PRODUCT_ATTEMPTS_EXHAUSTED,All item production attempts have been used up.
SURFACE_FACTORY_PRODUCT_LIST_TITLE,Production List
SURFACE_UNLOCK_CONDITION_SECTOR_OPEN_1,Unlock Sector 1
SURFACE_UNLOCK_CONDITION_SECTOR_OPEN_2,Unlock Sector 2
SURFACE_UNLOCK_CONDITION_SECTOR_OPEN_3,Unlock Sector 3
SURFACE_UNLOCK_CONDITION_SECTOR_OPEN_4,Unlock Sector 4
SURFACE_FACTORY_PRODUCT_SLOT_MAX_STATE,All factory production slots are currently in use.
SURFACE_FACTORY_ERROR_TOAST_RECEIVE_ALL,No obtainable items.
SURFACE_STORAGE_ERROR_TOAST_MAX_AMOUNT,The warehouse is full.
SURFACE_HOSPITAL_RETURN_TO_UNIT_FAST_COMP,Return the selected Nikke instantly?
SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_ALL_CURRENCY_TITLE,All Currency Max Amount
SURFACE_BUILDING_FUNCTION_MAX_AMOUNT_ALL_CURRENCY_DESC,{0}
SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_ALL_CURRENCY_TITLE,All Currency Max Production
SURFACE_BUILDING_FUNCTION_MAX_PRODUCTION_ALL_CURRENCY_DESC,{0}
SURFACE_BUILDING_FUNCTION_NIKKE_MAXIMUM_TITLE,Nikke Slots
SURFACE_BUILDING_FUNCTION_NIKKE_MAXIMUM_DESC,{0}
SURFACE_BUILDING_FUNCTION_HOSPITAL_SLOT_TITLE,Nikke Recovery Slot Unlocked
SURFACE_BUILDING_FUNCTION_HOSPITAL_SLOT_DESC,{0}
SURFACE_BUILDING_FUNCTION_HOSPITAL_MAX_AMOUNT_TITLE,Squad Recovery Slots
SURFACE_BUILDING_FUNCTION_HOSPITAL_MAX_AMOUNT_DESC,{0}
SURFACE_BUILDING_FUNCTION_HOSPITAL_DECREASE_TIME_TITLE,Recovery Time Reduction
SURFACE_BUILDING_FUNCTION_HOSPITAL_DECREASE_TIME_DESC,{0}%
SURFACE_BUILDING_FUNCTION_FACTORY_SLOT_TITLE,Production Slot Unlocked
SURFACE_BUILDING_FUNCTION_FACTORY_SLOT_DESC,{0}
SURFACE_BUILDING_FUNCTION_FACTORY_DECREASE_TIME_TITLE,Production Time Reduction
SURFACE_BUILDING_FUNCTION_FACTORY_DECREASE_TIME_DESC,{0}%
SURFACE_BUILDING_LEVEL_UP_ERROR_TOAST_NOT_ENOUGH,"Unable to upgrade.
{0}"
SURFACE_BUILDING_LEVEL_UP_ERROR_TOAST_NOT_ENOUGH_CONDITION_BUILDING,Reach Lv. {0}
SURFACE_BUILDING_LEVEL_UP_ERROR_TOAST_NOT_ENOUGH_CONDITION_RESEARCH,Reach Lv. {0}
SURFACE_BUILDING_ENTER_ERROR_TOAST_ITEM_CRAFT,Production in progress.
SURFACE_RESEARCH_PROGRESS_ERROR_TOAST_BUILDING_LEVEL_UP,Building upgrade in progress.
SURFACE_BUILDING_ENTER_ERROR_TOAST_RESEARCH_PROGRESS,Research in progress.
SURFACE_BUILDING_ENTER_ERROR_TOAST_RECOVERY,Recovery in progress.
SURFACE_BUILDING_LEVEL_UP_COMPLETE,{0} Lv. {1} completed.
surface_world_name_03,Challenge (Dummy)
surface_world_name_04,Trial World
surface_world_name_05,Guide World
surface_item_name_dummy,Temporary Item Name
surface_item_desc_dummy,Temporary Item Description
surface_material_name_05001,Fire Axe
surface_material_desc_05001,"An axe with a sturdy blade and handle.
Let's swing it hard and chop down the trees on the surface."
surface_material_name_05002,Pickaxe
surface_material_desc_05002,"A pickaxe forged from high-strength metal.
It seems capable of digging up whatever you want, whether it's the hardened ground of ruins or anywhere else."
surface_material_name_05003,Shovel
surface_material_desc_05003,"A sturdy-looking shovel.
It should prove useful wherever there's sand to be cleared away."
SURFACE_ITEM_MATERIAL_TICKET_DAILY_MISSION_NAME,Op Report
SURFACE_ITEM_MATERIAL_TICKET_DAILY_MISSION_DESC,"A document for reporting the results of an operation.
Let's proudly showcase everything we've achieved so far!"
SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_BOSS_NAME,Red Flare
SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_BOSS_DESC,"A flare signaling the completion of an expedition.
Let's warn nearby squads with red to prepare them for any potential threats."
SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_DEFENSE_NAME,Green Flare
SURFACE_ITEM_MATERIAL_TICKET_WEEKLY_DEFENSE_DESC,"A flare signaling the completion of an expedition.
Let's signal with green to show nearby squads the area is safe."
SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_NAME,Emergency Comms Device
SURFACE_ITEM_MATERIAL_TICKET_RAPID_DEPLOYMENT_DESC,"A device that summons an emergency transport ship.
Deploying it incurs a significant cost, so please use it with caution."
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_NAME,Rapture Lite Lv. 1
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_01_DESC,"A metal from Rapture armor that has degraded after being buried underground for ages. Though the surface was long ruled by the Raptures, and deposits are abundant, advanced technology is required to extract it.

An essential material for crafting optical camouflage. Is it somewhat similar to smearing monster blood on oneself to deceive the monster?

Required to craft Optical Camouflage Generator Lv. 1."
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_02_NAME,Rapture Lite Lv. 2
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_02_DESC,"A metal from Rapture armor that has degraded after being buried underground for ages. Though the surface was long ruled by the Raptures, and deposits are abundant, advanced technology is required to extract it.

An essential material for crafting optical camouflage. Is it somewhat similar to smearing monster blood on oneself to deceive the monster?

Required to craft Optical Camouflage Generator Lv. 2."
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_03_NAME,Rapture Lite Lv. 3
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_03_DESC,"A metal from Rapture armor that has degraded after being buried underground for ages. Though the surface was long ruled by the Raptures, and deposits are abundant, advanced technology is required to extract it.

An essential material for crafting optical camouflage. Is it somewhat similar to smearing monster blood on oneself to deceive the monster?

Required to craft Optical Camouflage Generator Lv. 3."
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_04_NAME,Rapture Lite Lv. 4
SURFACE_ITEM_MATERIAL_OCCUPATION_KEYITEM_04_DESC,"A metal from Rapture armor that has degraded after being buried underground for ages. Though the surface was long ruled by the Raptures, and deposits are abundant, advanced technology is required to extract it.

An essential material for crafting optical camouflage. Is it somewhat similar to smearing monster blood on oneself to deceive the monster?

Required to craft Optical Camouflage Generator Lv. 4."
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_NAME,Geonic Battery Lv. 1
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_01_DESC,"A special battery made by compressing Geonic.
Used to restore power to Optical Camouflage Generator Lv. 1."
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_NAME,Geonic Battery Lv. 2
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_02_DESC,"A special battery made by compressing Geonic.
Used to restore power to Optical Camouflage Generator Lv. 2."
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_03_NAME,Geonic Battery Lv. 3
SURFACE_ITEM_MATERIAL_OCCUPATION_BATTERY_03_DESC,"A special battery made by compressing Geonic.
Used to restore power to Optical Camouflage Generator Lv. 3."
