Key,Value
tuto08_01_title,BURST I
tuto08_01_a_description,"We've entered <color=#00AEFF>Burst</color> mode, Commander!"
tuto08_01_b_description,"Every Nikke has their own <color=#00AEFF>unique Burst skills</color>.
Each Burst skill has <color=#00AEFF>different effects</color>. Use them wisely to succeed in your mission."
tuto08_01_c_description,"We currently have 2 Nikkes that can use their Burst skills!
Why not select me and try using my Burst skill?"
tuto08_02_title,BURST II
tuto08_02_a_description,"After using a Burst I skill, we will <color=#00AEFF>advance</color> to the <color=#00AEFF>Burst II</color> stage.
There are <color=#00AEFF>3 Burst stages</color> in all. You can only use Burst skills that match the current stage."
tuto08_02_description,"At the moment, only Nikkes with Burst II skills can use Burst skills now.
How about we try Anis' Burst skill?"
tuto08_03_title,TARGET AREA
tuto08_03_description,"Some Burst skills, like Anis', require you to <color=#00AEFF>drag</color> and <color=#00AEFF>select</color> the <color=#00AEFF>target area</color> before they can be used."
tuto08_04_title,BURST III
tuto08_04_a_description,"Now we are at the <color=#00AEFF>Burst III</color> stage.
Using a Burst III skill at this stage will cause you to <color=#00AEFF>advance</color> to <color=#00AEFF>Full Burst</color> mode!"
tuto08_04_description,"Now, let's try using Rapi's Burst III skill."
tuto08_05_title,FULL BURST
tuto08_05_description,"We've entered <color=#00AEFF>Full Burst</color> mode! 
Limiters have been temporarily removed to greatly <color=#00AEFF>increase attack power</color>!"
tuto08_06_title,FULL BURST
tuto08_06_description,"While in Full Burst, Nikkes will attack any target the Commander instructs them to.
Decimate your enemies with <color=#00AEFF>a barrage of gunfire</color>!"
tuto09_01_title,SNIPING
tuto09_01_description,"The enemy is too far away.
In this situation, using a Nikke with a sniper rifle is your best bet."
tuto09_02_title,WEAPON TYPE: SNIPER RIFLE
tuto09_02_description,"Sniper rifles are good at aiming from <color=#00AEFF>long distance</color> to hit <color=#00AEFF>enemy cores</color>.
Attacking an enemy's core deals more damage than attacking other body parts."
tuto09_03_title,MOVING THE CROSSHAIR
tuto09_03_description,Tap and drag inside the indicated area to move your crosshair and snipe the enemy.
tuto09_04_title,SPECIAL SIGNAL
tuto09_04_description,"Commander, please look at the middle. That Rapture is acting a bit different."
tuto09_05_title,SPECIAL SIGNAL
tuto09_05_description,"When a Rapture is about to use a <color=#00AEFF>special skill</color>, it will send out a signal. When the signal gathers in the core, the Rapture will unleash the skill."
tuto09_06_title,SPECIAL SIGNAL
tuto09_06_description,The special skills of Raptures weaken Nikkes or make the battle more difficult.
tuto09_07_title,SPECIAL SIGNAL
tuto09_07_description,You can destroy Raptures before they cast a special skill to prevent an attack. Go ahead and take care of the Rapture ahead of us.
tuto09_08_title,SPECIAL SIGNAL
tuto09_08_description,Please pay attention to the Rapture in the middle. It seems to be preparing to do something.
tuto09_09_title,LOCK-ON
tuto09_09_description,Is that Rapture...
tuto09_10_title,LOCK-ON
tuto09_10_description,High energy reaction detected! A strong attack is being prepared!
tuto09_11_title,LOCK-ON
tuto09_11_description,"When a Rapture is preparing a strong attack, the <color=#00AEFF>target</color> of the Rapture will be marked."
tuto09_12_title,LOCK-ON
tuto09_12_description,Select and order the targeted Nikke to <color=#00AEFF>take cover</color> or <color=#00AEFF>defeat</color> the enemy ASAP!
tuto10_01_title,SHOTGUN
tuto10_01_description,"Watch out, Commander! The enemy is approaching!
A Nikke with a shotgun should do the trick."
tuto10_02_title,WEAPON TYPE: SHOTGUN
tuto10_02_description,"Shotguns fire a large number of pellets at once. 
Enemies within close range will take more damage.
Use the shotgun to defeat the enemies!"
tuto12_01_title,BARRIERS
tuto12_01_description,Some Raptures will generate a <color=#00AEFF>barrier</color> that blocks attacks from Nikkes and protects other Raptures.
tuto12_02_title,BARRIERS
tuto12_02_description,"<color=#00AEFF>Barriers</color> are represented in <color=#00AEFF>blue</color> above the HP bar, and can be destroyed after taking enough damage. Concentrate firepower on it!"
tuto11_01_title,WEAK POINTS
tuto11_01_description,"When facing a Tyrant Class Rapture or above, attack their <color=#00AEFF>weak points</color> to <color=#00AEFF>destroy</color> their weapons. Raptures whose weapons have been destroyed can no longer use their most devastating attacks, and will be more vulnerable to damage."
tuto11_02_title,SHOOTING DOWN PROJECTILES
tuto11_02_description,"The Black Smith has launched some <color=#00AEFF>missiles</color>!
Shoot them down!"
tuto11_03_title,INTERRUPTION
tuto11_03_description,"The Black Smith is preparing a special attack!
<color=#00AEFF>Focus your fire</color> on the designated target to <color=#00AEFF>stop</color> the <color=#00AEFF>powerful attack</color>!"
tuto11_04_title,SPECIAL ATTACK
tuto11_04_description,The Black Smith is preparing a special attack!
tuto11_05_title,ALL UNITS TAKE COVER
tuto11_05_description,Order all Nikkes to <color=#00AEFF>take cover</color> and do their best to avoid the attack!
tuto11_06_title,ALL UNITS TAKE COVER
tuto11_06_description,"You managed to take cover and avoid the special attack!
When all units are taking cover, stop shooting to <color=#00AEFF>keep</color> the units <color=#00AEFF>in cover</color>."
tuto11_07_title,ALL UNITS TAKE COVER
tuto11_07_description,"If you reselect a Nikke, they'll stop taking cover.
Stop taking cover and continue the fight against the Black Smith."
tuto11_08_title,INTERRUPTION
tuto11_08_description,The Black Smith is preparing a special attack again!
tuto11_09_title,INTERRUPTION
tuto11_09_description,<color=#00AEFF>Focus fire</color> on the marked part to <color=#00AEFF>stop</color> the <color=#00AEFF>special attack</color>!
tuto11_10_title,Counterattack
tuto11_10_description,"Beware! If <color=#00AEFF>the part marked in white</color> is <color=#00AEFF>destroyed</color>, Black Smith will immediately <color=#00AEFF>cast</color> <color=#00AEFF>a special attack</color>!"
tuto_auto_control_01_title,AUTO BATTLE
tuto_auto_control_01_description,Here's a tip to help you fight efficiently!
tuto_auto_control_02_title,AUTO BATTLE
tuto_auto_control_02_description,Activating <color=#00AEFF>Auto Battle</color> in the top left will allow Nikkes to fight at their own discretion.
tuto_auto_control_03_title,AUTO BATTLE
tuto_auto_control_03_description,Activating the left button allows Nikkes to <color=#00AEFF>fire automatically</color>. Activating the right button allows them to use <color=#00AEFF>Burst Skills</color> automatically.
tuto_auto_control_04_title,AUTO BATTLE
tuto_auto_control_04_description,You can shoot at a target location manually even in Auto Battle mode!
field_tuto01_01_title,BATTLEFIELD MOVEMENT
field_tuto01_01_description,"Commander, let's proceed to the rendezvous point. <color=#00AEFF>Touch</color> the field to move."
field_tuto01_02_title,STARTING A BATTLE
field_tuto01_02_description,We've reached the Rendezvous Point. Tap <color=#00AEFF>Start Battle</color> when you're ready.
field_tuto02_01_title,OBJECTIVE
field_tuto02_01_description,"Commander, each battle has its own objective.
Since each battle has a different objective, be sure to check before the battle starts."
field_tuto02_02_title,OBJECTIVE
field_tuto02_02_description,"You can also check the objective in the battlefield information.
Be sure to check it out!"
field_tuto02_03_title,ENTERING BATTLE
field_tuto02_03_description,"Commander, this is the Rendezvous Point. Why not go take a look?"
field_tuto_element_01_title,WEAKNESS
field_tuto_element_01_description,Do you remember what you just learned about chipsets and blowouts?
field_tuto_element_02_title,WEAKNESS
field_tuto_element_02_description,Stage Info displays the chipset weakness of the stage.
field_tuto_element_03_title,CHIPSET ELEMENT
field_tuto_element_03_description,"All chipsets have elemental properties associated with them.
If you hit a target with an element susceptible to either your normal attacks or skills, you can trigger a blowout."
field_tuto_element_04_title,CHIPSET ELEMENT
field_tuto_element_04_description,"In this case, any Nikke's skill effects that meet this condition will be applied to the target."
field_tuto_element_05_title,CHIPSET ELEMENT
field_tuto_element_05_description,"There are different ways of producing blowouts depending on the skills of each Nikke, so pay attention."
field_mission_01_title,MISSION
field_mission_01_description,We've completed our mission. Let's check the mission rewards!
field_mission_02_title,MISSION
field_mission_02_description,This is the Mission Log. You'll find many missions here waiting for you. Completing these missions could land you some <color=#00AEFF>rewards</color>.
field_mission_03_title,MISSION TYPE
field_mission_03_description,"Missions are classified into Daily, Weekly, Main, and Challenge.
Each of these categories contains different types of missions."
field_mission_04_title,MAIN MISSION
field_mission_04_description,"If you want to claim rewards from the campaign, select the Main tab."
field_mission_05_title,GETTING REWARDS
field_mission_05_description,Please select <color=#00AEFF>Claim All</color> to obtain all the rewards of story missions that you have completed.
field_mission_06_title,MISSION
field_mission_06_description,"You may be compensated for completing missions, so don't forget to check on the Missions Tab once in a while to claim your rewards!"
field_mission_07_title,MISSION
field_mission_07_description,"All right, shall we keep moving?"
field_tuto03_01_title,LOST RELICS
field_tuto03_01_description,"Look, Commander! There's something over there!"
field_tuto03_02_title,LOST RELICS
field_tuto03_02_description,Could this have belonged to someone who used to live here?
field_tuto03_03_title,LOST RELICS
field_tuto03_03_description,Let's see what it is. Tap the <color=#00AEFF>magnifier</color>.
field_tuto03_04_title,LOST RELICS
field_tuto03_04_description,An ancient object once used by humans who lived on the surface... Definitely worth collecting!
field_tuto03_05_title,LOST RELICS
field_tuto03_05_description,"In this way, you can obtain various materials, collectable <color=#00AEFF>Lost Relics</color>, or even BGM tracks on the battlefield."
field_tuto03_06_title,LOST RELICS
field_tuto03_06_description,"It's said that if you collect Lost Relics and BGM tracks, you'll receive rewards from the Central Government. You'd do well to pay attention to the surrounding areas while moving."
field_tuto_effective_range_01_title,SNIPER RIFLE
field_tuto_effective_range_01_description,"In the previous battle, we controlled a Nikke who used a sniper rifle to decimate the enemy at a distance."
field_tuto_effective_range_02_title,RANGE
field_tuto_effective_range_02_description,The efficiency of a Nikke's weapon is affected by the range of the target.
field_tuto_effective_range_03_title,EFFECTIVE RANGE
field_tuto_effective_range_03_description,A weapon's effective range will differ according to the amount of Raptures present in each stage.
field_tuto_effective_range_04_title,EFFECTIVE RANGE
field_tuto_effective_range_04_description,"If a weapon hits an enemy while within its effective range, it will deal extra damage."
field_tuto_effective_range_05_title,EFFECTIVE RANGE
field_tuto_effective_range_05_description,"It is important to take into account how far away a Rapture is, and use Nikkes wielding weapons most suited to the range."
field_tuto_effective_range_06_title,ENTERING BATTLE
field_tuto_effective_range_06_description,"Most of the enemies are at close-range or mid-distance this time around, so we should choose our weapons accordingly."
field_tuto_effective_range_07_title,ENTERING BATTLE
field_tuto_effective_range_07_description,"After entering the battle, select a Nikke equipped with a shotgun, as they are well-suited for close-range combat."
field_tuto04_01_title,LOBBY
field_tuto04_01_description,The Raptures are growing more dangerous by the day!
field_tuto04_02_title,LOBBY
field_tuto04_02_description,"Next, let me briefly explain how to manage Nikkes."
field_tuto05_01_title,LOBBY
field_tuto05_01_description,"Now we are in the <color=#00AEFF>Lobby</color>.
Well... you see, Commander...
We lost a Nikke in the previous battle, so we need to recruit a new one."
field_tuto05_02_title,RECRUITING
field_tuto05_02_description,"Generally speaking, a Commander should keep more than one squad at the ready at all times...
Let's get to it, shall we?"
field_tuto05_03_title,RECRUITING
field_tuto05_03_description,Please select Recruit 10.
field_tuto06_00_title,RECRUITING
field_tuto06_00_description,Recruitment complete.
field_tuto06_01_title,RECRUITING
field_tuto06_01_description,We've recruited some new members. Let's create a squad.
field_tuto06_02_title,BUILDING A SQUAD
field_tuto06_02_description,Tap <color=#00AEFF>Squad</color>.
field_tuto06_03_title,BUILDING A SQUAD
field_tuto06_03_description,"This is the <color=#00AEFF>squad</color> screen, where you can build a squad with the Nikkes you've recruited."
field_tuto06_04_title,BUILDING A SQUAD
field_tuto06_04_description,Building your squad around Burst stages is crucial.
field_tuto06_05_title,BUILDING A SQUAD
field_tuto06_05_description,"During battle, Burst stages progress in order from <color=#00AEFF>I, II, and III.</color> 
<color=#00AEFF>Burst skills</color> can only be used during their corresponding stage.
When a Burst III skill is used, the squad will enter Full Burst mode, allowing them to unleash maximum firepower."
field_tuto06_06_title,BUILDING A SQUAD
field_tuto06_06_description,"To achieve Full Burst in battle and ensure <color=#00AEFF>Burst skills</color> <color=#00AEFF>carry over</color> to the next stage, it's important to assign Nikkes into <color=#00AEFF>squads</color>."
field_tuto06_07_title,BUILDING A SQUAD
field_tuto06_07_description,"Let's build a squad now.
Please select the second preset."
field_tuto06_08_title,BUILDING A SQUAD
field_tuto06_08_description,"Next, select a Nikke slot."
field_tuto07_01_title,BUILDING A SQUAD
field_tuto07_01_description,Here you can see all the Nikkes you have recruited.
field_tuto07_02_title,BUILDING A SQUAD
field_tuto07_02_description,Please select a Nikke to take part in missions.
field_tuto07_03_title,BUILDING A SQUAD
field_tuto07_03_description,"The selected Nikke has been added to the first slot.
Nikkes will be <color=#00AEFF>added to a slot</color> in the <color=#00AEFF>order they were selected</color>."
field_tuto07_04_title,BUILDING A SQUAD
field_tuto07_04_description,"If you are not satisfied with the squad, you can tap the slot and assign another Nikke."
field_tuto07_05_title,BUILDING A SQUAD
field_tuto07_05_description,Let's try to form a squad!
field_tuto07_06_title,AUTO FORMATION
field_tuto07_06_description,"If you choose to use Auto Form Squad, the game will automatically form the most appropriate Squad with the Nikkes you have recruited."
field_tuto07_07_title,SAVE SQUAD
field_tuto07_07_description,"Now you have a Nikke in every slot!
Tap the ""Save"" button to save the Squad you have formed."
field_tuto07_08_title,SQUAD FORMATION
field_tuto07_08_description,Squad formed!
field_tuto07_09_title,SQUAD FORMATION
field_tuto07_09_description,We've learned about creating a squad. Let's move on to powering up Nikkes.
field_tuto07_10_title,ENTER LOBBY
field_tuto07_10_description,"Now that we're ready, let's return to the Lobby!"
tuto_team_setting_01_title,SQUAD FORMATION
tuto_team_setting_01_description,"Here, you can form your squad as you like."
tuto_team_setting_02_title,SQUAD FORMATION
tuto_team_setting_02_description,Check the squad formation status in the slot above.
tuto_team_setting_03_title,SQUAD FORMATION
tuto_team_setting_03_description,You can find the Nikkes you own below.
tuto_team_setting_04_title,SQUAD FORMATION
tuto_team_setting_04_description,Form your squad by picking the Nikkes you want to include.
tuto_team_setting_05_title,SQUAD FORMATION
tuto_team_setting_05_description,"Now that you've formed your squad, try selecting a Nikke who's already part of a squad."
tuto_team_setting_06_title,SQUAD FORMATION
tuto_team_setting_06_description,You can remove a Nikke from the squad by selecting her.
tuto_team_setting_07_title,SQUAD FORMATION
tuto_team_setting_07_description,"If there's an empty slot, you can select a Nikke to join the squad.
Please select a Nikke from below."
tuto_cube_01_description,You can select a Cube to check its abilities and skills.
tuto_cube_02_description,Selecting a Cube also lets you see who is wearing it.
tuto_attractive_01_description,Advise a Nikke to improve your bond with her.
tuto_attractive_02_description,Sending a gift to a Nikke can also improve your bond.
tuto_attractive_03_description,You can see the attributes enhanced by improving your bond.
tuto_attractive_04_description,You can mark the Nikkes you like best as a Special Nikke.
tuto_dispatch_01_description,Shows the number of dispatch missions you've accepted as well as the max number that you can accept.
tuto_dispatch_02_description,"This is the dispatch list, where you can view available dispatch missions."
tuto_dispatch_03_description,This is how long until the dispatch list refreshes automatically. You can also refresh it manually.
tuto_tower_01_description,You can select a stage by swiping up and down.
tuto_tower_02_description,Tap a stage to view details.
tuto_recycleroom_01_description,"Joint Research
Increases the power of all Nikkes."
tuto_recycleroom_02_description,"Class Research
Increases the power of all Nikkes in the class you selected for the research."
tuto_recycleroom_03_description,"Manufacturer Research
Increases the power of all Nikkes from the manufacturer you selected for the research."
tuto_campaign_hard_open_01_description,"Campaign Hard mode unlocked.
In this mode, you will come across more powerful enemies."
tuto_academy_01_description,The Academy offers various lessons.
tuto_academy_02_description,Students must meet certain conditions in order to take a lesson.
tuto_academy_03_description,Taking lessons can activate various effects.
tuto_academy_04_description,You can check the class list and the progress of lessons.
tuto_academy_05_description,You can check the status of each lesson.
field_tuto08_00_title,NIKKES
field_tuto08_00_description,We've learned about creating squads. Let's move on to powering up Nikkes.
field_tuto08_01_title,LOBBY
field_tuto08_01_description,"Commander! To fight against stronger enemies in the future, we need to get stronger as well.
Let's go back to the Lobby."
field_tuto08_02_title,NIKKES
field_tuto08_02_description,Please tap the <color=#00AEFF>Nikke</color> button.
field_tuto09_00_title,NIKKES
field_tuto09_00_description,"You're already familiar with levelling them up, right? Next, let's learn about equipment."
field_tuto09_01_title,NIKKE ROSTER
field_tuto09_01_description,You can view all the Nikkes that you have here.
field_tuto09_02_title,NIKKE ROSTER
field_tuto09_02_description,"Let's help your Nikkes get stronger.
Select a Nikke from the list."
field_tuto09_03_title,NIKKE DETAILS
field_tuto09_03_description,You can view the details of a Nikke on this page.
field_tuto09_04_title,LEVELING UP NIKKES
field_tuto09_04_description,Please tap the <color=#00AEFF>Upgrade</color> button.
field_tuto09_05_title,LEVELING UP NIKKES
field_tuto09_05_description,"Tap the Upgrade button to level up the Nikke.
Tap and hold to continuously level up."
tuto_level_up_01_title,LEVELING UP NIKKES
tuto_level_up_01_description,Please select a Nikke from the Nikke Roster.
tuto_level_up_02_title,LEVELING UP NIKKES
tuto_level_up_02_description,"Here, you can enhance your Nikkes by leveling them up."
tuto_level_up_03_title,LEVELING UP NIKKES
tuto_level_up_03_description,"If you own the materials required for leveling up, they will be used to level up your Nikke."
tuto_level_up_04_title,LEVELING UP NIKKES
tuto_level_up_04_description,"After leveling up, Nikkes will have higher attributes.
Make sure to level them up for smoother battles!"
tuto_level_up_05_title,LEVELING UP NIKKES
tuto_level_up_05_description,"When you find the battles challenging, it's time to level up.
Keep that in mind, Commander!"
field_tuto09_06_title,WEARING EQUIPMENT
field_tuto09_06_description,"Well done!
Now you can level up at your discretion."
field_tuto10_00_title,WEARING EQUIPMENT
field_tuto10_00_description,Well done! Let's put some equipment on Nikkes. Nikkes can only wear equipment from their own class.
field_tuto10_01_title,QUICK EQUIP
field_tuto10_01_description,<color=#00AEFF>Quick Equip</color> will automatically equip your Nikke. Tap Quick Equip now.
field_tuto10_02_title,WEARING EQUIPMENT
field_tuto10_02_description,"Equipped.
The Nikke will now be able to take advantage of any special properties of the equipment."
field_tuto10_03_title,WEARING EQUIPMENT
field_tuto10_03_description,Now you can try making other Nikkes stronger by leveling them up and having them wear different pieces of equipment.
tuto_easy_equip_01_title,PREPARATION
tuto_easy_equip_01_description,"Commander, have you equipped the Nikkes with equipment?
It's very important. You might need some preparations!"
tuto_easy_equip_02_title,WEARING EQUIPMENT
tuto_easy_equip_02_description,You can equip a Nikke in her details page.
tuto_easy_equip_03_title,QUICK EQUIP
tuto_easy_equip_03_description,Select <color=#00AEFF>Quick Equip</color> to instantly equip a Nikke with the available equipment.
tuto_easy_equip_04_title,WEARING EQUIPMENT
tuto_easy_equip_04_description,Take note that Nikkes of different classes have different equipment suitable for them.
tuto_easy_equip_05_title,WEARING EQUIPMENT
tuto_easy_equip_05_description,"Now, please try equipping your favorite Nikke with the equipment of your choice!"
tuto_easy_equip_06_title,WEARING EQUIPMENT
tuto_easy_equip_06_description,"Commander, the equipping tutorial is not yet over!
Please select the Nikke Roster."
tuto_outpost_01_title,OUTPOST
tuto_outpost_01_description,This is the <color=#00AEFF>Outpost</color>. You'll live here with Nikkes.
tuto_outpost_02_title,OUTPOST
tuto_outpost_02_description,Let's learn about the Outpost.
tuto_outpost_03_title,MAIN BUILDINGS
tuto_outpost_03_description,The central part of the Outpost consists of <color=#00AEFF>main buildings</color>.
tuto_outpost_04_title,MAIN BUILDINGS
tuto_outpost_04_description,"Inside main buildings, you can <color=#00AEFF>improve</color> Nikkes or gain various <color=#00AEFF>advantages</color> in battle."
tuto_outpost_05_title,ORDINARY BUILDINGS
tuto_outpost_05_description,"Besides the main buildings, you can construct other buildings in the vacant lot. These include research institutes for conducting research and venues for events."
tuto_outpost_06_title,OUTPOST
tuto_outpost_06_description,"Next, let's learn about the menu of the Outpost."
tuto_outpost_07_title,OUTPOST
tuto_outpost_07_description,Shall we head to the Commander's Room now?
tuto_outpost_08_title,OUTPOST
tuto_outpost_08_description,"Commander, please proceed to the Commander's Room!"
tuto_outpost_hud_decription_01,The Outpost. This is where the Commander lives together with Nikkes.
tuto_outpost_hud_decription_02,This represents the number of events in the Outpost. Tap it to display the event list.
tuto_outpost_hud_decription_03,The following menu lets you check the status of the main buildings at a glance. Selecting from the menu lets you quickly go to each main building.
tuto_outpost_hud_decription_04,You can view the loot collected in the Outpost Defense Crate.
tuto_outpost_hud_decription_05,"Sometimes, special events between you and Nikkes will happen in the Outpost."
tuto_outpost_hud_decription_06,This number denotes your current stamina. Please note that you need to use stamina to proceed with an event.
tuto_oupostbattle_01_title,OUTPOST DEFENSE
tuto_oupostbattle_01_description,Outposts near the surface are often attacked by Raptures. Nikkes guarding the Outpost will store the loot they gather while fighting Raptures in the crate.
tuto_oupostbattle_02_title,OUTPOST DEFENSE
tuto_oupostbattle_02_description,Tap the crate button to see how much loot is inside.
tuto_oupostbattle_03_01_description,More loot will accumulate every time the Outpost is attacked.
tuto_oupostbattle_03_02_description,Tap the <color=#00AEFF>Claim</color> button to receive the accumulated rewards.
tuto_oupostbattle_03_03_description,The Outpost defense level will increase and you will get more loot for every 5 stages you clear.
tuto_oupostbattle_03_04_description,"As the Outpost's defense level increases, the amount and variety of loot acquired will also increase."
tuto_oupostbattle_03_05_description,Tap <color=#00AEFF>Wipe Out</color> to receive rewards equivalent to two hours of Outpost Defense immediately.
tuto_oupostbattle_04_title,OBTAINING LOOT
tuto_oupostbattle_04_description,There's already so much loot! Tap the <color=#00AEFF>Claim</color> button to obtain it all.
tuto_oupostbattle_05_title,OUTPOST DEFENSE
tuto_oupostbattle_0_description,"Nikkes continue defending the Outpost even when you are offline.
However, when the crate is full, no more loot will be accumulated."
tuto_oupostbattle_0_01_description,"Even in the Commander's absence, the Outpost Defense continues."
tuto_oupostbattle_0_02_description,"But when the storage reaches 100%, its accumulation efficiency decreases. So make sure to claim the accumulated rewards whenever you come back!"
tuto_outpostbuilding_01_title,CONSTRUCTING BUILDINGS
tuto_outpostbuilding_01_description,"In the Outpost, you can directly construct buildings with the building materials obtained from Outpost Defense. Shall we try constructing a building now?"
tuto_outpostbuilding_02_title,SELECTING A BUILDING SITE
tuto_outpostbuilding_02_description,"To construct a building, select an available building site."
tuto_outpostbuilding_03_title,SELECTING A BUILDING
tuto_outpostbuilding_03_description,Then tap the Construct button.
tuto_outpostbuilding_04_title,SELECTING A BUILDING
tuto_outpostbuilding_04_description,Tap the Confirm button.
tuto_outpostbuilding_05_title,COMPLETING CONSTRUCTION
tuto_outpostbuilding_05_description,"When the construction time is over, the state becomes Ready.
Select the building in the Ready state to complete the building."
tuto_outpostbuilding_06_title,CONSTRUCTING BUILDINGS
tuto_outpostbuilding_06_description,"You can construct buildings on available areas at the Outpost.
Have fun decorating your Outpost however you like!"
field_tuto11_01_title,LOBBY
field_tuto11_01_description,"Commander, I heard that you can log in to your Synchro Device from the Outpost. Let's give it a try! Go to the Outpost now."
field_tuto11_02_title,SELECT THE OUTPOST
field_tuto11_02_description,"First, select the Outpost and move to it."
field_tuto12_01_title,SELECT THE BUILDING
field_tuto12_01_description,Then select Synchro Device.
field_tuto12_02_title,CONSTRUCT A BUILDING
field_tuto12_02_description,Tap the Construct button.
field_tuto12_03_title,CONSTRUCT A BUILDING
field_tuto12_03_description,Tap the Confirm button.
field_tuto12_04_title,COMPLETING CONSTRUCTION
field_tuto12_04_description,Select the Synchro Device again to complete construction.
field_tuto12_05_title,ENTERING THE DEVICE
field_tuto12_05_description,Enter your Synchro Device and take a look.
field_tuto12_06_title,SYNCHRO DEVICE
field_tuto12_06_description,The <color=#00AEFF>Synchro Device</color> is a device through which you can synchronize the power of your main Nikkes with other Nikkes.
tuto_synchrodevice_01_description,Your five highest-level Nikkes will be automatically selected. The lowest-level Nikke among them will determine the Synchro Level.
tuto_synchrodevice_02_description,The <color=#00AEFF>Synchro Level</color> is the level that is <color=#00AEFF>synchronized</color> with other Nikkes.
tuto_synchrodevice_03_description,The Nikke that is placed in the slot will be adjusted to the <color=#00AEFF>same level</color> as the Synchro Level.
tuto_wishlist_01_title,WISHLIST UNLOCKED
tuto_wishlist_01_description,"Commander, the wishlist has been unlocked!
Let's go to set your wishlist."
tuto_wishlist_02_title,WISHLIST
tuto_wishlist_02_description,"Once you set a wishlist, you'll be much more likely to get one of your wishlist Nikkes whenever you recruit an SSR Nikke."
tuto_wishlist_03_title,TIP
tuto_wishlist_03_description,"You can add up to five Nikkes from the same manufacturer to your wishlist.
You have to have at least 15 Nikkes on your wishlist, or it won't work. Don't forget!"
tuto_wishlist_03_description_01,"You can add up to five Nikkes from each manufacturer and Pilgrims/Over-spec Nikkes to your wishlist, for a total of 20 Nikkes.
You have to have at least 20 Nikkes on your wishlist, or it won't work. Don't forget!"
tuto_lost_sector_field_01_title,LOST SECTOR
