id,group,order,name,open_condition_type,open_condition_value,stage_group
10772,1077,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1077201
10781,1078,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1078101
10782,1078,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1078201
10791,1079,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1079101
10801,1080,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1080101
10802,1080,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1080201
10811,1081,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1081101
10812,1081,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1081201
10821,1082,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1082101
10831,1083,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1083101
10832,1083,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1083201
10841,1084,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1084101
10851,1085,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1085101
10852,1085,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1085201
10861,1086,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1086101
10871,1087,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,EventDay,7,1087101
10872,1087,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,14,1087201
10881,1088,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1088101
10891,1089,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,1089101
10892,1089,2,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_HARD,EventDay,7,1089201
20021,2002,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2002101
20031,2003,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2003101
20201,2020,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2020101
20221,2022,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2022101
20231,2023,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2023101
20241,2024,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2024101
20261,2026,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2026101
20281,2028,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2028101
20291,2029,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2029101
20301,2030,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2030101
20311,2031,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2031101
20331,2033,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2033101
20341,2034,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2034101
20361,2036,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2036101
20371,2037,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2037101
20381,2038,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2038101
20391,2039,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2039101
20401,2040,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2040101
20411,2041,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2041101
20431,2043,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2043101
20441,2044,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2044101
20451,2045,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2045101
20471,2047,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2047101
20481,2048,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2048101
20501,2050,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2050101
20511,2051,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2051101
20531,2053,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2053101
20541,2054,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2054101
20551,2055,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2055101
20581,2058,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2058101
20591,2059,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2059101
20601,2060,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2060101
20611,2061,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2061101
20631,2063,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2063101
20641,2064,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2064101
20661,2066,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2066101
20681,2068,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2068101
20691,2069,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2069101
20701,2070,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2070101
20721,2072,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2072101
20731,2073,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2073101
20741,2074,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2074101
20751,2075,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2075101
20771,2077,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2077101
20781,2078,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2078101
20791,2079,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2079101
20811,2081,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2081101
20821,2082,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2082101
20841,2084,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2084101
20861,2086,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2086101
20881,2088,1,Locale_Stage:STORY_EVENT_DUNGEON_DIFFICULT_NORMAL,None,0,2088101
