id,livewallpaper_type,sub_type,order,name_localkey,description_localkey,live_wallpaper_resource_id,thumbnail_resource_id,si_resource_id,bgm_resource_id,is_secret,condition_type,condition_resource_id,condition_id
43,Scenario,Event,20034,Locale_LiveWallpaper:live_wallpaper_name_43,Locale_LiveWallpaper:live_wallpaper_description_43,livewallpaper/EventScene_OneMoreTime_01,EventScene_OneMoreTime_01_mi,EventScene_OneMoreTime_01_si,bgm_Speed_01,True,None,0,0.0
44,Scenario,Event,20035,Locale_LiveWallpaper:live_wallpaper_name_44,Locale_LiveWallpaper:live_wallpaper_description_44,livewallpaper/EventScene_lastkingdom_03,EventScene_lastkingdom_03_mi,EventScene_lastkingdom_03_si,bgm_Speed_01,True,None,0,0.0
45,Scenario,Event,20036,Locale_LiveWallpaper:live_wallpaper_name_45,Locale_LiveWallpaper:live_wallpaper_description_45,livewallpaper/EventScene_Dakrhero_01,EventScene_Dakrhero_01_mi,EventScene_Dakrhero_01_si,bgm_Speed_01,True,None,0,0.0
46,Scenario,Event,20037,Locale_LiveWallpaper:live_wallpaper_name_46,Locale_LiveWallpaper:live_wallpaper_description_46,livewallpaper/EventScene_Goldencoinrush_02,EventScene_Goldencoinrush_02_mi,EventScene_Goldencoinrush_02_si,bgm_Speed_01,True,None,0,0.0
47,Scenario,Event,20038,Locale_LiveWallpaper:live_wallpaper_name_47,Locale_LiveWallpaper:live_wallpaper_description_47,livewallpaper/EventScene_ClayMore_01,EventScene_ClayMore_01_mi,EventScene_ClayMore_01_si,bgm_Speed_01,True,None,0,0.0
48,Scenario,Event,20039,Locale_LiveWallpaper:live_wallpaper_name_48,Locale_LiveWallpaper:live_wallpaper_description_48,livewallpaper/EventScene_BeautyFullShot_03,EventScene_BeautyFullShot_03_mi,EventScene_BeautyFullShot_03_si,bgm_Speed_01,True,None,0,0.0
49,Scenario,Event,20040,Locale_LiveWallpaper:live_wallpaper_name_49,Locale_LiveWallpaper:live_wallpaper_description_49,livewallpaper/EventScene_Aesigthediver_01,EventScene_Aesigthediver_01_mi,EventScene_Aesigthediver_01_si,bgm_Speed_01,True,None,0,0.0
50,Scenario,Event,20041,Locale_LiveWallpaper:live_wallpaper_name_50,Locale_LiveWallpaper:live_wallpaper_description_50,livewallpaper/EventScene_JuvenileDays_01,EventScene_JuvenileDays_01_mi,EventScene_JuvenileDays_01_si,bgm_Speed_01,True,None,0,0.0
51,Scenario,Event,20042,Locale_LiveWallpaper:live_wallpaper_name_51,Locale_LiveWallpaper:live_wallpaper_description_51,livewallpaper/EventScene_COLORLESS_01,EventScene_COLORLESS_01_mi,EventScene_COLORLESS_01_si,bgm_Speed_01,True,None,0,0.0
52,Scenario,Event,20043,Locale_LiveWallpaper:live_wallpaper_name_52,Locale_LiveWallpaper:live_wallpaper_description_52,livewallpaper/EventScene_CE004_01,EventScene_CE004_01_mi,EventScene_CE004_01_si,bgm_Speed_01,True,None,0,0.0
53,Scenario,Event,20044,Locale_LiveWallpaper:live_wallpaper_name_53,Locale_LiveWallpaper:live_wallpaper_description_53,livewallpaper/EventScene_JinxPlayer_01,EventScene_JinxPlayer_01_mi,EventScene_JinxPlayer_01_si,bgm_Speed_01,True,None,0,0.0
54,Scenario,Event,20045,Locale_LiveWallpaper:live_wallpaper_name_54,Locale_LiveWallpaper:live_wallpaper_description_54,livewallpaper/EventScene_PhantomThiefVSDetective_01,EventScene_PhantomThiefVSDetective_01_mi,EventScene_PhantomThiefVSDetective_01_si,bgm_Speed_01,True,None,0,0.0
55,Scenario,Event,20046,Locale_LiveWallpaper:live_wallpaper_name_55,Locale_LiveWallpaper:live_wallpaper_description_55,livewallpaper/EventScene_LifeAgain_01,EventScene_LifeAgain_01_mi,EventScene_LifeAgain_01_si,bgm_Speed_01,True,None,0,0.0
56,Scenario,Event,20047,Locale_LiveWallpaper:live_wallpaper_name_56,Locale_LiveWallpaper:live_wallpaper_description_56,livewallpaper/EventScene_oldtales_01,EventScene_oldtales_01_mi,EventScene_oldtales_01_si,bgm_Speed_01,True,None,0,0.0
57,Scenario,Event,20048,Locale_LiveWallpaper:live_wallpaper_name_57,Locale_LiveWallpaper:live_wallpaper_description_57,livewallpaper/EventScene_SecretGarden_01,EventScene_SecretGarden_01_mi,EventScene_SecretGarden_01_si,bgm_Speed_01,True,None,0,0.0
58,Scenario,Event,20049,Locale_LiveWallpaper:live_wallpaper_name_58,Locale_LiveWallpaper:live_wallpaper_description_58,livewallpaper/EventScene_icedragonsaga_03,EventScene_icedragonsaga_03_mi,EventScene_icedragonsaga_03_si,bgm_Speed_01,True,None,0,0.0
59,Scenario,Event,20050,Locale_LiveWallpaper:live_wallpaper_name_59,Locale_LiveWallpaper:live_wallpaper_description_59,livewallpaper/EventScene_footstepwalkrun_06_2,EventScene_footstepwalkrun_06_2_mi,EventScene_footstepwalkrun_06_2_si,bgm_Speed_01,True,None,0,0.0
60,Scenario,Event,20051,Locale_LiveWallpaper:live_wallpaper_name_60,Locale_LiveWallpaper:live_wallpaper_description_60,livewallpaper/EventScene_wisdomspring_01,EventScene_wisdomspring_01_mi,EventScene_wisdomspring_01_si,bgm_Speed_01,True,None,0,0.0
61,Scenario,Event,20052,Locale_LiveWallpaper:live_wallpaper_name_61,Locale_LiveWallpaper:live_wallpaper_description_61,livewallpaper/EventScene_romanticvalentine_01,EventScene_romanticvalentine_01_mi,EventScene_romanticvalentine_01_si,bgm_Speed_01,True,None,0,0.0
62,Scenario,Event,20053,Locale_LiveWallpaper:live_wallpaper_name_62,Locale_LiveWallpaper:live_wallpaper_description_62,livewallpaper/EventScene_CE005_01,EventScene_CE005_01_mi,EventScene_CE005_01_si,bgm_Speed_01,True,None,0,0.0
63,Scenario,Event,20054,Locale_LiveWallpaper:live_wallpaper_name_63,Locale_LiveWallpaper:live_wallpaper_description_63,livewallpaper/EventScene_CE005_02,EventScene_CE005_02_mi,EventScene_CE005_02_si,bgm_Speed_01,True,None,0,0.0
64,Scenario,Event,20055,Locale_LiveWallpaper:live_wallpaper_name_64,Locale_LiveWallpaper:live_wallpaper_description_64,livewallpaper/EventScene_forrest_01,EventScene_forrest_01_mi,EventScene_forrest_01_si,bgm_Speed_01,True,None,0,0.0
65,Scenario,Event,20056,Locale_LiveWallpaper:live_wallpaper_name_65,Locale_LiveWallpaper:live_wallpaper_description_65,livewallpaper/EventScene_newflavor_01,EventScene_newflavor_01_mi,EventScene_newflavor_01_si,bgm_Speed_01,True,None,0,0.0
66,Scenario,Event,20057,Locale_LiveWallpaper:live_wallpaper_name_66,Locale_LiveWallpaper:live_wallpaper_description_66,livewallpaper/EventScene_trueflavor_01,EventScene_trueflavor_01_mi,EventScene_trueflavor_01_si,bgm_Speed_01,True,None,0,0.0
67,Scenario,Event,20058,Locale_LiveWallpaper:live_wallpaper_name_67,Locale_LiveWallpaper:live_wallpaper_description_67,livewallpaper/EventScene_unbreakablesphere_01,EventScene_unbreakablesphere_01_mi,EventScene_unbreakablesphere_01_si,bgm_Speed_01,True,None,0,0.0
68,Scenario,Event,20059,Locale_LiveWallpaper:live_wallpaper_name_68,Locale_LiveWallpaper:live_wallpaper_description_68,livewallpaper/EventScene_arcanearchive_01,EventScene_arcanearchive_01_mi,EventScene_arcanearchive_01_si,bgm_Speed_01,True,None,0,0.0
69,Scenario,Event,20060,Locale_LiveWallpaper:live_wallpaper_name_69,Locale_LiveWallpaper:live_wallpaper_description_69,livewallpaper/EventScene_lordforjustice_01,EventScene_lordforjustice_01_mi,EventScene_lordforjustice_01_si,bgm_Speed_01,True,None,0,0.0
70,Scenario,Event,20061,Locale_LiveWallpaper:live_wallpaper_name_70,Locale_LiveWallpaper:live_wallpaper_description_70,livewallpaper/EventScene_memoriesteller_01,EventScene_memoriesteller_01_mi,EventScene_memoriesteller_01_si,bgm_Speed_01,True,None,0,0.0
71,Scenario,Event,20062,Locale_LiveWallpaper:live_wallpaper_name_71,Locale_LiveWallpaper:live_wallpaper_description_71,livewallpaper/EventScene_memoriesteller_02,EventScene_memoriesteller_02_mi,EventScene_memoriesteller_02_si,bgm_Speed_01,True,None,0,0.0
72,Scenario,Event,20063,Locale_LiveWallpaper:live_wallpaper_name_72,Locale_LiveWallpaper:live_wallpaper_description_72,livewallpaper/EventScene_overthehorizon_01,EventScene_overthehorizon_01_mi,EventScene_overthehorizon_01_si,bgm_Speed_01,True,None,0,0.0
73,Scenario,Event,20064,Locale_LiveWallpaper:live_wallpaper_name_73,Locale_LiveWallpaper:live_wallpaper_description_73,livewallpaper/EventScene_boomtheghost_01,EventScene_boomtheghost_01_mi,EventScene_boomtheghost_01_si,bgm_Speed_01,True,None,0,0.0
74,Scenario,Event,20065,Locale_LiveWallpaper:live_wallpaper_name_74,Locale_LiveWallpaper:live_wallpaper_description_74,livewallpaper/EventScene_absolute_01,EventScene_absolute_01_mi,EventScene_absolute_01_si,bgm_Speed_01,True,None,0,0.0
75,Scenario,Event,20066,Locale_LiveWallpaper:live_wallpaper_name_75,Locale_LiveWallpaper:live_wallpaper_description_75,livewallpaper/EventScene_coinsinrush_02,EventScene_coinsinrush_02_mi,EventScene_coinsinrush_02_si,bgm_Speed_01,True,None,0,0.0
50010,SkillCutScene,None,30001,Locale_LiveWallpaper:live_wallpaper_name_200,Locale_LiveWallpaper:live_wallpaper_description_200,livewallpaper/EventScene_c010_cutscene,EventScene_c010_cutscene_mi,EventScene_c010_cutscene_si,bgm_Speed_01,True,Character,10,201003.0
50011,SkillCutScene,None,30002,Locale_LiveWallpaper:live_wallpaper_name_201,Locale_LiveWallpaper:live_wallpaper_description_201,livewallpaper/EventScene_c011_cutscene,EventScene_c011_cutscene_mi,EventScene_c011_cutscene_si,bgm_Speed_01,True,Character,11,201103.0
50012,SkillCutScene,None,30003,Locale_LiveWallpaper:live_wallpaper_name_202,Locale_LiveWallpaper:live_wallpaper_description_202,livewallpaper/EventScene_c012_cutscene,EventScene_c012_cutscene_mi,EventScene_c012_cutscene_si,bgm_Speed_01,True,Character,12,301203.0
50013,SkillCutScene,None,30004,Locale_LiveWallpaper:live_wallpaper_name_203,Locale_LiveWallpaper:live_wallpaper_description_203,livewallpaper/EventScene_c013_cutscene,EventScene_c013_cutscene_mi,EventScene_c013_cutscene_si,bgm_Speed_01,True,None,0,0.0
50022,SkillCutScene,None,30005,Locale_LiveWallpaper:live_wallpaper_name_204,Locale_LiveWallpaper:live_wallpaper_description_204,livewallpaper/EventScene_c022_cutscene,EventScene_c022_cutscene_mi,EventScene_c022_cutscene_si,bgm_Speed_01,True,Character,22,202204.0
50030,SkillCutScene,None,30006,Locale_LiveWallpaper:live_wallpaper_name_205,Locale_LiveWallpaper:live_wallpaper_description_205,livewallpaper/EventScene_c030_cutscene,EventScene_c030_cutscene_mi,EventScene_c030_cutscene_si,bgm_Speed_01,True,Character,30,203004.0
50032,SkillCutScene,None,30007,Locale_LiveWallpaper:live_wallpaper_name_206,Locale_LiveWallpaper:live_wallpaper_description_206,livewallpaper/EventScene_c032_cutscene,EventScene_c032_cutscene_mi,EventScene_c032_cutscene_si,bgm_Speed_01,True,Character,32,203204.0
50070,SkillCutScene,None,30008,Locale_LiveWallpaper:live_wallpaper_name_207,Locale_LiveWallpaper:live_wallpaper_description_207,livewallpaper/EventScene_c070_cutscene,EventScene_c070_cutscene_mi,EventScene_c070_cutscene_si,bgm_Speed_01,True,Character,70,207004.0
50071,SkillCutScene,None,30009,Locale_LiveWallpaper:live_wallpaper_name_208,Locale_LiveWallpaper:live_wallpaper_description_208,livewallpaper/EventScene_c071_cutscene,EventScene_c071_cutscene_mi,EventScene_c071_cutscene_si,bgm_Speed_01,True,Character,71,207104.0
50072,SkillCutScene,None,30010,Locale_LiveWallpaper:live_wallpaper_name_209,Locale_LiveWallpaper:live_wallpaper_description_209,livewallpaper/EventScene_c072_cutscene,EventScene_c072_cutscene_mi,EventScene_c072_cutscene_si,bgm_Speed_01,True,Character,72,207204.0
50080,SkillCutScene,None,30011,Locale_LiveWallpaper:live_wallpaper_name_210,Locale_LiveWallpaper:live_wallpaper_description_210,livewallpaper/EventScene_c080_cutscene,EventScene_c080_cutscene_mi,EventScene_c080_cutscene_si,bgm_Speed_01,True,Character,80,108004.0
50082,SkillCutScene,None,30012,Locale_LiveWallpaper:live_wallpaper_name_211,Locale_LiveWallpaper:live_wallpaper_description_211,livewallpaper/EventScene_c082_cutscene,EventScene_c082_cutscene_mi,EventScene_c082_cutscene_si,bgm_Speed_01,True,Character,82,108204.0
50191,SkillCutScene,None,30013,Locale_LiveWallpaper:live_wallpaper_name_212,Locale_LiveWallpaper:live_wallpaper_description_212,livewallpaper/EventScene_c191_cutscene,EventScene_c191_cutscene_mi,EventScene_c191_cutscene_si,bgm_Speed_01,True,Character,191,319104.0
50170,SkillCutScene,None,30014,Locale_LiveWallpaper:live_wallpaper_name_3,Locale_LiveWallpaper:live_wallpaper_description_3,livewallpaper/EventScene_c170_cutscene,EventScene_c170_cutscene_mi,EventScene_c170_cutscene_si,bgm_Speed_01,True,Character,170,217004.0
50090,SkillCutScene,None,30015,Locale_LiveWallpaper:live_wallpaper_name_50090,Locale_LiveWallpaper:live_wallpaper_description_50090,livewallpaper/EventScene_c090_cutscene,EventScene_c090_cutscene_mi,EventScene_c090_cutscene_si,bgm_Speed_01,True,Character,90,209004.0
50091,SkillCutScene,None,30016,Locale_LiveWallpaper:live_wallpaper_name_50091,Locale_LiveWallpaper:live_wallpaper_description_50091,livewallpaper/EventScene_c091_cutscene,EventScene_c091_cutscene_mi,EventScene_c091_cutscene_si,bgm_Speed_01,True,Character,91,209104.0
50092,SkillCutScene,None,30017,Locale_LiveWallpaper:live_wallpaper_name_50092,Locale_LiveWallpaper:live_wallpaper_description_50092,livewallpaper/EventScene_c092_cutscene,EventScene_c092_cutscene_mi,EventScene_c092_cutscene_si,bgm_Speed_01,True,Character,92,209204.0
50101,SkillCutScene,None,30018,Locale_LiveWallpaper:live_wallpaper_name_50101,Locale_LiveWallpaper:live_wallpaper_description_50101,livewallpaper/EventScene_c101_cutscene,EventScene_c101_cutscene_mi,EventScene_c101_cutscene_si,bgm_Speed_01,True,Character,101,110104.0
50102,SkillCutScene,None,30019,Locale_LiveWallpaper:live_wallpaper_name_50102,Locale_LiveWallpaper:live_wallpaper_description_50102,livewallpaper/EventScene_c102_cutscene,EventScene_c102_cutscene_mi,EventScene_c102_cutscene_si,bgm_Speed_01,True,Character,102,110204.0
50110,SkillCutScene,None,30020,Locale_LiveWallpaper:live_wallpaper_name_50110,Locale_LiveWallpaper:live_wallpaper_description_50110,livewallpaper/EventScene_c110_cutscene,EventScene_c110_cutscene_mi,EventScene_c110_cutscene_si,bgm_Speed_01,True,Character,110,111004.0
50130,SkillCutScene,None,30021,Locale_LiveWallpaper:live_wallpaper_name_50130,Locale_LiveWallpaper:live_wallpaper_description_50130,livewallpaper/EventScene_c130_cutscene,EventScene_c130_cutscene_mi,EventScene_c130_cutscene_si,bgm_Speed_01,True,Character,130,313004.0
50131,SkillCutScene,None,30022,Locale_LiveWallpaper:live_wallpaper_name_50131,Locale_LiveWallpaper:live_wallpaper_description_50131,livewallpaper/EventScene_c131_cutscene,EventScene_c131_cutscene_mi,EventScene_c131_cutscene_si,bgm_Speed_01,True,Character,131,113104.0
50140,SkillCutScene,None,30023,Locale_LiveWallpaper:live_wallpaper_name_50140,Locale_LiveWallpaper:live_wallpaper_description_50140,livewallpaper/EventScene_c140_cutscene,EventScene_c140_cutscene_mi,EventScene_c140_cutscene_si,bgm_Speed_01,True,Character,140,314004.0
50141,SkillCutScene,None,30024,Locale_LiveWallpaper:live_wallpaper_name_50141,Locale_LiveWallpaper:live_wallpaper_description_50141,livewallpaper/EventScene_c141_cutscene,EventScene_c141_cutscene_mi,EventScene_c141_cutscene_si,bgm_Speed_01,True,Character,141,314104.0
50142,SkillCutScene,None,30025,Locale_LiveWallpaper:live_wallpaper_name_50142,Locale_LiveWallpaper:live_wallpaper_description_50142,livewallpaper/EventScene_c142_cutscene,EventScene_c142_cutscene_mi,EventScene_c142_cutscene_si,bgm_Speed_01,True,Character,142,314204.0
50150,SkillCutScene,None,30026,Locale_LiveWallpaper:live_wallpaper_name_50150,Locale_LiveWallpaper:live_wallpaper_description_50150,livewallpaper/EventScene_c150_cutscene,EventScene_c150_cutscene_mi,EventScene_c150_cutscene_si,bgm_Speed_01,True,Character,150,115004.0
50160,SkillCutScene,None,30027,Locale_LiveWallpaper:live_wallpaper_name_50160,Locale_LiveWallpaper:live_wallpaper_description_50160,livewallpaper/EventScene_c160_cutscene,EventScene_c160_cutscene_mi,EventScene_c160_cutscene_si,bgm_Speed_01,True,Character,160,116004.0
50171,SkillCutScene,None,30028,Locale_LiveWallpaper:live_wallpaper_name_50171,Locale_LiveWallpaper:live_wallpaper_description_50171,livewallpaper/EventScene_c171_cutscene,EventScene_c171_cutscene_mi,EventScene_c171_cutscene_si,bgm_Speed_01,True,Character,171,317104.0
