id,selection_group_id,selection_number,event_function_type,event_function_target_type,event_function_target_value,event_function_value_type,event_function_value,name_localkey,description_localkey
210302,21030,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210401,21040,1,Resurrection,All,0,Percent,10000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_RESURRECTION_ALL_DESC
210402,21040,1,Heal,All,0,Percent,10000,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
210403,21040,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210501,21050,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
210502,21050,1,ChangeBubble,Select,1,BubbleType,301,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
210503,21050,2,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
210504,21050,2,ChangeBubble,Select,1,BubbleType,302,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
210505,21050,3,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
210506,21050,3,ChangeBubble,Select,1,BubbleType,303,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
210507,21050,4,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
210508,21050,4,ChangeBubble,Select,1,BubbleType,304,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
210509,21050,5,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210601,21060,1,UpgradeBuff,All,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_ALL_DESC
210602,21060,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210711,21071,1,ChangeBubble,All,0,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_A_DESC
210712,21071,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210721,21072,1,ChangeBubble,All,0,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_B_DESC
210722,21072,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210731,21073,1,ChangeBubble,All,0,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_C_DESC
210732,21073,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210741,21074,1,ChangeBubble,All,0,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_ALL_TYPE_D_DESC
210742,21074,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
210801,21080,1,GainBuff,Random,1,Grade,104,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_GRADE_EPIC_DESC
210802,21080,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220111,22011,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
220112,22011,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
220113,22011,3,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
220114,22011,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220121,22012,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
220122,22012,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
220123,22012,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
220124,22012,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220131,22013,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
220132,22013,2,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
220133,22013,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
220134,22013,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220141,22014,1,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
220142,22014,2,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
220143,22014,3,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
220144,22014,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220201,22020,1,UpgradeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_SELECT_DESC
220202,22020,1,DeleteBuff,Select,1,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DELETE_BUFF_SELECT_DESC
220203,22020,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220301,22030,1,UpgradeBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_UPGRADE_BUFF_RANDOM_DESC
220302,22030,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220401,22040,1,GainBuff,Random,1,MainTarget,201,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_MAINTARGET_ATTACK_DESC
220402,22040,2,GainBuff,Random,1,MainTarget,202,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_MAINTARGET_SURVIVE_DESC
220403,22040,3,GainBuff,Random,1,MainTarget,203,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_MAINTARGET_SHOOT_DESC
220501,22050,1,GainBuff,Random,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_A_DESC
220502,22050,2,GainBuff,Random,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_B_DESC
220503,22050,3,GainBuff,Random,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_C_DESC
220504,22050,4,GainBuff,Random,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_D_DESC
220601,22060,1,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
220602,22060,1,GainBuff,Random,1,BubbleType,301,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_A_DESC
220603,22060,2,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
220604,22060,2,GainBuff,Random,1,BubbleType,302,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_B_DESC
220605,22060,3,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_THIRD_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
220606,22060,3,GainBuff,Random,1,BubbleType,303,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_C_DESC
220607,22060,4,Damage,All,0,Percent,1500,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FOURTH_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DAMAGE_DESC
220608,22060,4,GainBuff,Random,1,BubbleType,304,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_BUBBLE_TYPE_D_DESC
220701,22070,1,ChangeBuff,Select,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUFF_RANDOM_NONE_DESC
220702,22070,1,Heal,All,0,Percent,3500,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
220703,22070,2,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
220801,22080,1,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_NONE_DESC
220802,22080,2,Heal,All,0,Percent,2000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
220901,22090,1,Heal,All,0,Percent,2000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_HEAL_DESC
220902,22090,2,Resurrection,Random,1,Percent,5000,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_RESURRECTION_RANDOM_DESC
221011,22101,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
221012,22101,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
221013,22101,2,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_NONE_DESC
221021,22102,1,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
221022,22102,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
221023,22102,2,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_NONE_DESC
221031,22103,1,ChangeBubble,Select,1,BubbleType,303,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_C_DESC
221032,22103,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
221033,22103,2,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_NONE_DESC
221041,22104,1,ChangeBubble,Select,1,BubbleType,304,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_D_DESC
221042,22104,1,Death,Random,3,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
221043,22104,2,GainBuff,Random,1,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_GAIN_BUFF_NONE_DESC
221111,22111,1,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221112,22111,2,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221113,22111,3,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221114,22111,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221121,22112,1,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221122,22112,2,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221123,22112,3,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221124,22112,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221131,22113,1,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221132,22113,2,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221133,22113,3,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221134,22113,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221141,22114,1,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221142,22114,2,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221143,22114,3,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221144,22114,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221151,22115,1,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221152,22115,2,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221153,22115,3,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221154,22115,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221161,22116,1,ChangeBuff,Select,1,Grade,101,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_FIRST_DESC
221162,22116,2,ChangeBuff,Select,1,Grade,102,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_SECOND_DESC
221163,22116,3,ChangeBuff,Select,1,Grade,103,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_BUFF_GRADE_SSR_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_22111_CHOICE_THIRD_DESC
221164,22116,4,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_PASS_DESC
221201,22120,1,None,None,0,None,0,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_NONE_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_NONE_DESC
230101,23010,1,ChangeBubble,Select,1,BubbleType,301,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_FIRST_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_A_DESC
230102,23010,1,Death,Random,2,None,0,,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_DEATH_DESC
230103,23010,2,ChangeBubble,Select,1,BubbleType,302,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHOICE_SECOND_NAME,Locale_System:SIMULATIONROOM_EVENT_FUNCTION_CHANGE_BUBBLE_TYPE_B_DESC
