id,name_localkey,npc_prefab,interaction_distance,chapter_mod,short_cut,quest_type,interaction_quest_id,show_condition_quest_id,hide_condition_quest_id,balloon_always_id,balloon_always_play_type,balloon_always_cycle,balloon_always_end_condition,scenario_type,scenario_id,scenario_play_type,fixed_scenario_type,fixed_scenario_id
7003009,Locale_Character:10_name,c5016_00_var,200,Normal,1,None,,,,,,,,,,,,
7003010,Locale_Character:11_name,c5010_00_var,200,Normal,1,None,,,,,,,,,,,,
7003011,Locale_Character:130_name,c5011_00_var,200,Normal,1,None,,,,,,,,,,,,
7003012,Locale_Character:131_name,c5012_00_var,200,Normal,1,None,,,,,,,,,,,,
7003013,Locale_Character:201_name,c5017_00_var,200,Normal,1,None,,,,,,,,,,,,
7003014,Locale_Character:142_name,c5021_00_var,200,Normal,1,None,,,,,,,,,,,,
7003015,Locale_Character:82_name,c5014_00_var,200,Normal,1,None,,,,,,,,,,,,
7003016,Locale_Character:350_name,c5019_00_var,200,Normal,1,None,,,,,,,,,,,,
7003017,Locale_Character:351_name,c5020_00_var,200,Normal,1,None,,,,,,,,,,,,
7003018,Locale_Character:npc_107_name,c5013_01_var,200,Normal,1,None,,,,,,,,,,,,
7003019,Locale_Character:npc_107_name,c5013_00_var,200,Normal,1,None,,,,,,,,,,,,
7003020,Locale_Character:npc_6004_name_04,field_npc_n02_001_var,200,Normal,1,None,,,,,,,,,,,,
7003021,Locale_Character:npc_6004_name_05,field_npc_n01_001_var,200,Normal,1,None,,,,,,,,,,,,
7003022,Locale_Character:812_name,field_npc_n01_001_var,200,Normal,1,None,,,,,,,,,,,,
7003023,Locale_Character:npc_6001_name_01_02,c303_00_var,200,Normal,1,None,,,,,,,,,,,,
7003024,Locale_Character:npc_6002_name_02_02,c303_00_var,200,Normal,1,None,,,,,,,,,,,,
7003025,Locale_Character:npc_6003_name_03_02,c303_00_var,200,Normal,1,None,,,,,,,,,,,,
7003026,Locale_Character:npc_5023_name,c5031_00_var,200,Normal,1,None,,,,,,,,,,,,
7003027,Locale_Character:npc_5023_name,c5031_01_var,200,Normal,1,None,,,,,,,,,,,,
7003028,Locale_Character:npc_5028_name,c5028_00_var,200,Normal,1,None,,,,,,,,,,,,
7003029,Locale_Character:npc_5029_name,c5029_00_var,200,Normal,1,None,,,,,,,,,,,,
7003030,Locale_Character:npc_5030_name,c5030_00_var,200,Normal,1,None,,,,,,,,,,,,
7003031,Locale_Character:npc_5030_name_var_01,c5030_01_var,200,Normal,1,None,,,,,,,,,,,,
7003032,Locale_Character:300_name,c5033_00_var,200,Normal,1,None,,,,,,,,,,,,
700303201,Locale_Character:300_name,c5033_01_var,200,Normal,1,None,,,,,,,,,,,,
700303202,Locale_Character:300_name,c5033_02_var,200,Normal,1,None,,,,,,,,,,,,
7003033,Locale_Character:npc_5032_name,c5032_00_var,200,Normal,1,None,,,,,,,,,,,,
7003034,Locale_Character:222_name,c5034_00_var,200,Normal,1,None,,,,,,,,,,,,
7003035,Locale_Character:221_name,c5035_00_var,200,Normal,1,None,,,,,,,,,,,,
7004001,Locale_Character:190_name,c5036_00_var,200,Normal,1,None,,,,,,,,,,,,
7004002,Locale_Character:190_name,c5037_00_var,200,Normal,1,None,,,,,,,,,,,,
7004003,Locale_Character:61_name,c5038_00_var,200,Normal,1,None,,,,,,,,,,,,
7004004,Locale_Character:60_name,c5039_00_var,200,Normal,1,None,,,,,,,,,,,,
7004005,Locale_Character:270_name,c5040_00_var,200,Normal,1,None,,,,,,,,,,,,
7004006,Locale_Character:271_name,c5041_00_var,200,Normal,1,None,,,,,,,,,,,,
7004007,Locale_Character:90_name,c5042_00_var,200,Normal,1,None,,,,,,,,,,,,
7004008,Locale_Character:92_name,c5043_00_var,200,Normal,1,None,,,,,,,,,,,,
7004009,Locale_Character:91_name,c5044_00_var,200,Normal,1,None,,,,,,,,,,,,
7004010,Locale_Character:20_name,c5045_00_var,200,Normal,1,None,,,,,,,,,,,,
7004011,Locale_Character:22_name,c5046_00_var,200,Normal,1,None,,,,,,,,,,,,
7004012,Locale_Character:191_name,c5047_00_var,200,Normal,1,None,,,,,,,,,,,,
7004013,Locale_Character:193_name,c5048_00_var,200,Normal,1,None,,,,,,,,,,,,
7004014,Locale_Character:192_name,c5049_00_var,200,Normal,1,None,,,,,,,,,,,,
7004015,Locale_Character:190_name,c5037_01_var,200,Normal,1,None,,,,,,,,,,,,
7004016,Locale_Character:61_name,c5038_01_var,200,Normal,1,None,,,,,,,,,,,,
7004017,Locale_Character:60_name,c5039_01_var,200,Normal,1,None,,,,,,,,,,,,
7004018,Locale_Character:270_name,c5040_01_var,200,Normal,1,None,,,,,,,,,,,,
7004019,Locale_Character:271_name,c5041_01_var,200,Normal,1,None,,,,,,,,,,,,
7004020,Locale_Character:90_name,c5042_01_var,200,Normal,1,None,,,,,,,,,,,,
7004021,Locale_Character:92_name,c5043_01_var,200,Normal,1,None,,,,,,,,,,,,
7004022,Locale_Character:91_name,c5044_01_var,200,Normal,1,None,,,,,,,,,,,,
7004023,Locale_Character:quest_npc_9900005_name,firework_var,200,Normal,1,None,,,,,,,,,,,,
7004024,Locale_Character:quest_npc_9900005_name,firework_var_02,200,Normal,1,None,,,,,,,,,,,,
7005001,Locale_Character:npc_105_name,field_npc_female_001_var,200,Normal,1,None,,,,,,,,,,,,
7005002,Locale_Character:npc_105_name,field_npc_female_002_var,200,Normal,1,None,,,,,,,,,,,,
7005003,Locale_Character:npc_105_name,field_npc_female_003_var,200,Normal,1,None,,,,,,,,,,,,
7005004,Locale_Character:npc_105_name,field_npc_female_004_var,200,Normal,1,None,,,,,,,,,,,,
7005005,Locale_Character:npc_105_name,field_npc_male_001_var,200,Normal,1,None,,,,,,,,,,,,
7005006,Locale_Character:npc_105_name,field_npc_male_002_var,200,Normal,1,None,,,,,,,,,,,,
7005007,Locale_Character:npc_105_name,field_npc_male_003_var,200,Normal,1,None,,,,,,,,,,,,
7005008,Locale_Character:npc_105_name,field_npc_male_004_var,200,Normal,1,None,,,,,,,,,,,,
7006001,Locale_Character:331_name,field_npc_chime_001_var,200,Normal,1,None,,,,,,,,,,,,
7007001,Locale_Character:902_name,c5050_00_var,200,Normal,1,None,,,,,,,,,,,,
7007002,Locale_Character:npc_132_name,field_npc_male_005_var,200,Normal,1,None,,,,,,,,,,,,
7007003,Locale_Character:npc_133_name,field_npc_female_005_var,200,Normal,1,None,,,,,,,,,,,,
7007004,Locale_Character:npc_134_name,field_npc_male_006_var,200,Normal,1,None,,,,,,,,,,,,
7007005,Locale_Character:npc_135_name,field_npc_female_006_var,200,Normal,1,None,,,,,,,,,,,,
7007006,Locale_Character:142_name,c5051_00_var,200,Normal,1,None,,,,,,,,,,,,
7007007,Locale_Character:272_name,c5052_00_var,200,Normal,1,None,,,,,,,,,,,,
7008001,Locale_Character:quest_npc_9900005_name,island_adventure_photo_spot_camera_var,200,Normal,1,None,,,,,,,,,,,,
7009001,Locale_Character:392_name,c5091_00_var,200,Normal,1,None,,,,,,,,,,,,
7009002,Locale_Character:390_name,c5092_00_var,200,Normal,1,None,,,,,,,,,,,,
7009003,Locale_Character:391_name,c5086_00_var,200,Normal,1,None,,,,,,,,,,,,
7009004,Locale_Character:npc_9999999_name_44,field_npc_student_001_var,200,Normal,1,None,,,,,,,,,,,,
7009005,Locale_Character:npc_9999999_name_44,field_npc_student_002_var,200,Normal,1,None,,,,,,,,,,,,
7009006,Locale_Character:npc_9999999_name_44,field_npc_student_003_var,200,Normal,1,None,,,,,,,,,,,,
7009007,Locale_Character:npc_9999999_name_45,field_npc_researcher_001_var,200,Normal,1,None,,,,,,,,,,,,
7009008,Locale_Character:npc_9999999_name_45,field_npc_researcher_002_var,200,Normal,1,None,,,,,,,,,,,,
7009009,Locale_Character:npc_9999999_name_45,field_npc_researcher_003_var,200,Normal,1,None,,,,,,,,,,,,
7016001,Locale_Character:npc_5053_name,c5053_00_var,200,Normal,1,None,,,,,,,,,,,,
7016002,Locale_Character:npc_5053_name,c5053_01_var,200,Normal,1,None,,,,,,,,,,,,
7016003,Locale_Character:npc_5054_name,c5054_00_var,200,Normal,1,None,,,,,,,,,,,,
7016004,Locale_Character:npc_5055_name,c5055_00_var,200,Normal,1,None,,,,,,,,,,,,
7016005,Locale_Character:npc_5056_name,c5056_00_var,200,Normal,1,None,,,,,,,,,,,,
7016006,Locale_Character:npc_5057_name,c5057_00_var,200,Normal,1,None,,,,,,,,,,,,
7016007,Locale_Character:npc_5058_name,c5058_00_var,200,Normal,1,None,,,,,,,,,,,,
7016008,Locale_Character:npc_5059_name,c5059_00_var,200,Normal,1,None,,,,,,,,,,,,
7016009,Locale_Character:npc_5060_name,c5060_00_var,200,Normal,1,None,,,,,,,,,,,,
7016010,Locale_Character:npc_5061_name,c5061_00_var,200,Normal,1,None,,,,,,,,,,,,
7016011,Locale_Character:npc_5062_name,c5062_00_var,200,Normal,1,None,,,,,,,,,,,,
7016012,Locale_Character:npc_5063_name,c5063_00_var,200,Normal,1,None,,,,,,,,,,,,
7016013,Locale_Character:511_name,c5070_00_var,200,Normal,1,None,,,,,,,,,,,,
7016014,Locale_Character:npc_5111_name,c5111_00_var,200,Normal,1,None,,,,,,,,,,,,
7017001,Locale_Character:npc_105_name,field_npc_female_007_var,200,Normal,1,None,,,,,,,,,,,,
7017002,Locale_Character:npc_105_name,field_npc_female_008_var,200,Normal,1,None,,,,,,,,,,,,
7017003,Locale_Character:npc_105_name,field_npc_female_009_var,200,Normal,1,None,,,,,,,,,,,,
7017004,Locale_Character:npc_105_name,field_npc_male_007_var,200,Normal,1,None,,,,,,,,,,,,
7017005,Locale_Character:npc_105_name,field_npc_male_008_var,200,Normal,1,None,,,,,,,,,,,,
7017006,Locale_Character:npc_105_name,field_npc_male_009_var,200,Normal,1,None,,,,,,,,,,,,
7017007,Locale_Character:npc_486_name,c5112_00_var,200,Normal,1,None,,,,,,,,,,,,
7017010,Locale_Character:npc_5102_name,c5113_00_var,200,Normal,1,None,,,,,,,,,,,,
7017011,Locale_Character:npc_9999999_name_58,field_npc_cook_001_var,200,Normal,1,None,,,,,,,,,,,,
7017012,Locale_Character:101_name,c5116_00_var,200,Normal,1,None,,,,,,,,,,,,
7017013,Locale_Character:181_name,c5117_00_var,200,Normal,1,None,,,,,,,,,,,,
7017014,Locale_Character:npc_9999999_name_55,c5118_00_var,200,Normal,1,None,,,,,,,,,,,,
7019001,Locale_Character:npc_9999999_name_77,field_npc_slime_02_var,200,Normal,1,None,,,,,,,,,,,,
7019002,Locale_Character:npc_9999999_name_77,field_npc_slime_01_var,200,Normal,1,None,,,,,,,,,,,,
7019003,Locale_Character:npc_9999999_name_77,field_npc_slime_03_var,200,Normal,1,None,,,,,,,,,,,,
7019004,Locale_Character:npc_9999999_name_77,field_npc_slime_abe_01_var,200,Normal,1,None,,,,,,,,,,,,
7019005,Locale_Character:npc_9999999_name_77,field_npc_slime_cin_01_var,200,Normal,1,None,,,,,,,,,,,,
7019006,Locale_Character:npc_9999999_name_77,field_npc_slime_dailycheck_var,200,Normal,1,None,,,,,,,,,,,,
7019007,Locale_Character:npc_9999999_name_77,field_npc_slime_gre_01_var,200,Normal,1,None,,,,,,,,,,,,
7019008,Locale_Character:npc_9999999_name_77,field_npc_slime_han_01_var,200,Normal,1,None,,,,,,,,,,,,
7019009,Locale_Character:npc_9999999_name_77,field_npc_slime_lev_01_var,200,Normal,1,None,,,,,,,,,,,,
7019010,Locale_Character:npc_9999999_name_77,field_npc_slime_tower_01_var,200,Normal,1,None,,,,,,,,,,,,
7019011,Locale_Character:npc_9999999_name_79,febg_aquarium_001_vendingmachine_01_var,200,Normal,1,None,,,,,,,,,,,,
7019012,Locale_Character:161_name,field_npc_c161_00_var,200,Normal,1,None,,,,,,,,,,,,
7019013,Locale_Character:160_name,field_npc_c985_00_var,200,Normal,1,None,,,,,,,,,,,,
7019014,Locale_Character:511_name,field_npc_c511_00_var,200,Normal,1,None,,,,,,,,,,,,
7019015,Locale_Character:510_name,field_npc_c514_00_var,200,Normal,1,None,,,,,,,,,,,,
7019016,Locale_Character:590_name,field_npc_c590_00_var,200,Normal,1,None,,,,,,,,,,,,
7020001,Locale_Character:npc_5601_name,c5601_00_var,200,Normal,1,None,,,,,,,,,,,,
7020002,Locale_Character:npc_5601_name,c5601_01_var,200,Normal,1,None,,,,,,,,,,,,
7020003,Locale_Character:npc_5602_name,c5602_00_var,200,Normal,1,None,,,,,,,,,,,,
7020004,Locale_Character:npc_5602_name,c5602_01_var,200,Normal,1,None,,,,,,,,,,,,
7020005,Locale_Character:npc_5603_name,c5603_00_var,200,Normal,1,None,,,,,,,,,,,,
7020006,Locale_Character:npc_5603_name,c5603_01_var,200,Normal,1,None,,,,,,,,,,,,
7020007,Locale_Character:npc_5604_name,c5604_00_var,200,Normal,1,None,,,,,,,,,,,,
7020008,Locale_Character:npc_5604_name,c5604_01_var,200,Normal,1,None,,,,,,,,,,,,
7020009,Locale_Character:npc_5604_name,c5604_02_var,200,Normal,1,None,,,,,,,,,,,,
7020010,Locale_Character:npc_5605_name,c5622_00_var,200,Normal,1,None,,,,,,,,,,,,
7020011,Locale_Character:npc_5605_name,c5605_01_var,200,Normal,1,None,,,,,,,,,,,,
7020012,Locale_Character:npc_5605_name,c5605_02_var,200,Normal,1,None,,,,,,,,,,,,
7020013,Locale_Character:npc_5606_name,c5606_00_var,200,Normal,1,None,,,,,,,,,,,,
7020014,Locale_Character:npc_5606_name,c5606_01_var,200,Normal,1,None,,,,,,,,,,,,
7020015,Locale_Character:npc_5606_name,c5606_02_var,200,Normal,1,None,,,,,,,,,,,,
7020016,Locale_Character:npc_5607_name,c5607_00_var,200,Normal,1,None,,,,,,,,,,,,
7020017,Locale_Character:npc_5607_name,c5607_01_var,200,Normal,1,None,,,,,,,,,,,,
7020018,Locale_Character:npc_5608_name,c5608_00_var,200,Normal,1,None,,,,,,,,,,,,
7020019,Locale_Character:npc_5608_name,c5608_01_var,200,Normal,1,None,,,,,,,,,,,,
7020020,Locale_Character:npc_5608_name,c5608_02_var,200,Normal,1,None,,,,,,,,,,,,
7020021,Locale_Character:npc_5608_name,c5608_03_var,200,Normal,1,None,,,,,,,,,,,,
7020022,Locale_Character:npc_5609_name,c5609_00_var,200,Normal,1,None,,,,,,,,,,,,
7020023,Locale_Character:npc_5609_name,c5609_01_var,200,Normal,1,None,,,,,,,,,,,,
7020024,Locale_Character:npc_5609_name,c5609_02_var,200,Normal,1,None,,,,,,,,,,,,
7020025,Locale_Character:npc_5609_name,c5609_03_var,200,Normal,1,None,,,,,,,,,,,,
7020026,Locale_Character:npc_5610_name,c5610_00_var,200,Normal,1,None,,,,,,,,,,,,
7020027,Locale_Character:npc_5611_name,c5611_00_var,200,Normal,1,None,,,,,,,,,,,,
7020028,Locale_Character:npc_5612_name,c5612_00_var,200,Normal,1,None,,,,,,,,,,,,
7020029,Locale_Character:npc_5613_name,c5613_00_var,200,Normal,1,None,,,,,,,,,,,,
7020030,Locale_Character:npc_5613_name,c5613_01_var,200,Normal,1,None,,,,,,,,,,,,
7020031,Locale_Character:npc_5614_name,c5614_00_var,200,Normal,1,None,,,,,,,,,,,,
7024001,Locale_Character:npc_562_name,c5129_02_var,200,Normal,1,None,,,,,,,,,,,,
7024002,Locale_Character:npc_562_name,c5129_01_var,200,Normal,1,None,,,,,,,,,,,,
7024003,Locale_Character:npc_556_name,c5131_00_var,200,Normal,1,None,,,,,,,,,,,,
7024004,Locale_Character:131_name,c5132_00_var,200,Normal,1,None,,,,,,,,,,,,
7024005,Locale_Character:142_name,c5133_00_var,200,Normal,1,None,,,,,,,,,,,,
7024006,Locale_Character:npc_562_name,c5134_00_var,200,Normal,1,None,,,,,,,,,,,,
7024007,Locale_Character:npc_562_name,c5129_00_var,200,Normal,1,None,,,,,,,,,,,,
7025001,Locale_Character:npc_577_name,c5135_00_var,200,Normal,1,None,,,,,,,,,,,,
7025002,Locale_Character:npc_5136_name,c5136_00_var,200,Normal,1,None,,,,,,,,,,,,
7025003,Locale_Character:npc_5137_name,c5137_00_var,200,Normal,1,None,,,,,,,,,,,,
9900001,Locale_Character:quest_npc_9900001_name,c170_00_var,200,Normal,1,None,,,,d_balloon_01_a,None,3.0,Talk,,,,,
9900002,Locale_Character:quest_npc_9900002_name,c170_00_var,200,Normal,1,None,,,,,,,,FieldTalk,3,Always,,
9900003,Locale_Character:quest_npc_9900003_name,c091_00_var,200,Normal,1,None,,,,,,,,Dialog,d_main_01_07_s,Always,FieldTalk,1
9900004,Locale_Character:quest_npc_9900004_name,c102_00_var,200,Normal,1,None,,,,,,,,FieldTalk,2,Always,Dialog,d_main_01_07_s
9900005,Locale_Character:quest_npc_9900005_name,c160_00_var,200,Normal,1,None,,,,,,,,FieldTalk,4,Always,FieldTalk,2
9900006,Locale_Character:quest_npc_9900005_name,c957_00_var,400,Normal,23,None,,,,d_balloon_01_a,None,3.0,Talk,,,,,
9900007,Locale_Character:quest_npc_9900005_name,c957_00_var,400,Normal,23,None,,,,d_balloon_01_e,None,3.0,Talk,,,,,
9999998,Locale_Character:quest_npc_9900005_name,c000_00_var,200,Normal,1,None,,,,,,,,FieldTalk,4,Always,FieldTalk,2
9999999,Locale_Character:quest_npc_9900005_name,c9999_00_var,200,Normal,1,None,,,,,,,,FieldTalk,4,Always,FieldTalk,2
