id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,item_value,material_type,material_value,stack_max
7032001,Locale_Item:MaterialName_77002,Locale_Item:MaterialDescription_77002,icn_material_outpost_assist,Material,OutpostBuild_Material,R,1,None,0,9999999
7033001,Locale_Item:MaterialName_77003,Locale_Item:MaterialDescription_77003,icn_material_outpost_welfare,Material,OutpostBuild_Material,R,1,None,0,9999999
7034001,Locale_Item:MaterialName_77004,Locale_Item:MaterialDescription_77004,icn_material_outpost_growth,Material,OutpostBuild_Material,R,1,None,0,9999999
7035001,Locale_Item:MaterialName_7200302,Locale_Item:MaterialDescription_7200302,icn_material_outpost_observationpost,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035002,Locale_Item:MaterialName_7200303,Locale_Item:MaterialDescription_7200303,icn_material_outpost_policestation,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035003,Locale_Item:MaterialName_7200304,Locale_Item:MaterialDescription_7200304,icn_material_outpost_hotel,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035004,Locale_Item:MaterialName_7200305,Locale_Item:MaterialDescription_7200305,icn_material_outpost_maidcaffe,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035005,Locale_Item:MaterialName_7200306,Locale_Item:MaterialDescription_7200306,icn_material_outpost_toyshop,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035006,Locale_Item:MaterialName_7200307,Locale_Item:MaterialDescription_7200307,icn_material_outpost_trainstation,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035007,Locale_Item:MaterialName_7200308,Locale_Item:MaterialDescription_7200308,icn_material_outpost_workshop,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035008,Locale_Item:MaterialName_7200309,Locale_Item:MaterialDescription_7200309,icn_material_outpost_armory,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035009,Locale_Item:MaterialName_7200310,Locale_Item:MaterialDescription_7200310,icn_material_outpost_powerplant,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035010,Locale_Item:MaterialName_7200311,Locale_Item:MaterialDescription_7200311,icn_material_outpost_modernbar,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035011,Locale_Item:MaterialName_7200312,Locale_Item:MaterialDescription_7200312,icn_material_outpost_library,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035012,Locale_Item:MaterialName_7200313,Locale_Item:MaterialDescription_7200313,icn_material_outpost_hospital,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035013,Locale_Item:MaterialName_7200314,Locale_Item:MaterialDescription_7200314,icn_material_outpost_caffe,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035014,Locale_Item:MaterialName_7200315,Locale_Item:MaterialDescription_7200315,icn_material_outpost_theater,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035015,Locale_Item:MaterialName_7200316,Locale_Item:MaterialDescription_7200316,icn_material_outpost_mysteryclub,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035016,Locale_Item:MaterialName_7200317,Locale_Item:MaterialDescription_7200317,icn_material_outpost_court,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035017,Locale_Item:MaterialName_7200318,Locale_Item:MaterialDescription_7200318,icn_material_outpost_church,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035018,Locale_Item:MaterialName_7200319,Locale_Item:MaterialDescription_7200319,icn_material_outpost_clothesstore,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035019,Locale_Item:MaterialName_7200320,Locale_Item:MaterialDescription_7200320,icn_material_outpost_shoppingmall,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035020,Locale_Item:MaterialName_7200321,Locale_Item:MaterialDescription_7200321,icn_material_outpost_radiotower,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035021,Locale_Item:MaterialName_7200322,Locale_Item:MaterialDescription_7200322,icn_material_outpost_goddessofvictory,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035022,Locale_Item:MaterialName_7200323,Locale_Item:MaterialDescription_7200323,icn_material_outpost_wingofvictory,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7035023,Locale_Item:MaterialName_7200324,Locale_Item:MaterialDescription_7200324,icn_material_outpost_gym,Material,OutpostBuild_Material,SSR,1,None,0,9999999
7040001,Locale_Item:MaterialName_77101,Locale_Item:MaterialDescription_77101,icn_material_recycle_energy,Material,RecycleRoom_Material,R,1,None,0,9999999
7050001,Locale_Item:present_all_r,Locale_Item:present_all_r_desc,icn_material_present_all_r,Material,AttractiveMaterial,R,50,All,0,9999999
7050002,Locale_Item:present_all_sr,Locale_Item:present_all_sr_desc,icn_material_present_all_sr,Material,AttractiveMaterial,SR,100,All,0,9999999
7050003,Locale_Item:present_all_ssr,Locale_Item:present_all_ssr_desc,icn_material_present_all_ssr,Material,AttractiveMaterial,SSR,200,All,0,9999999
7051001,Locale_Item:present_elysion_r,Locale_Item:present_elysion_r_desc,icn_material_present_elysion_r,Material,AttractiveMaterial,R,25,Corporation,1,9999999
7051002,Locale_Item:present_missilis_r,Locale_Item:present_missilis_r_desc,icn_material_present_missilis_r,Material,AttractiveMaterial,R,25,Corporation,2,9999999
7051003,Locale_Item:present_tetra_r,Locale_Item:present_tetra_r_desc,icn_material_present_tetra_r,Material,AttractiveMaterial,R,25,Corporation,3,9999999
7051004,Locale_Item:present_pilgrim_r,Locale_Item:present_pilgrim_r_desc,icn_material_present_pilgrim_r,Material,AttractiveMaterial,R,25,Corporation,4,9999999
7051005,Locale_Item:present_elysion_sr,Locale_Item:present_elysion_sr_desc,icn_material_present_elysion_sr,Material,AttractiveMaterial,SR,50,Corporation,1,9999999
7051006,Locale_Item:present_missilis_sr,Locale_Item:present_missilis_sr_desc,icn_material_present_missilis_sr,Material,AttractiveMaterial,SR,50,Corporation,2,9999999
7051007,Locale_Item:present_tetra_sr,Locale_Item:present_tetra_sr_desc,icn_material_present_tetra_sr,Material,AttractiveMaterial,SR,50,Corporation,3,9999999
7051008,Locale_Item:present_pilgrim_sr,Locale_Item:present_pilgrim_sr_desc,icn_material_present_pilgrim_sr,Material,AttractiveMaterial,SR,50,Corporation,4,9999999
7051009,Locale_Item:present_elysion_ssr,Locale_Item:present_elysion_ssr_desc,icn_material_present_elysion_ssr,Material,AttractiveMaterial,SSR,100,Corporation,1,9999999
7051010,Locale_Item:present_missilis_ssr,Locale_Item:present_missilis_ssr_desc,icn_material_present_missilis_ssr,Material,AttractiveMaterial,SSR,100,Corporation,2,9999999
7051011,Locale_Item:present_tetra_ssr,Locale_Item:present_tetra_ssr_desc,icn_material_present_tetra_ssr,Material,AttractiveMaterial,SSR,100,Corporation,3,9999999
7051012,Locale_Item:present_pilgrim_ssr,Locale_Item:present_pilgrim_ssr_desc,icn_material_present_pilgrim_ssr,Material,AttractiveMaterial,SSR,100,Corporation,4,9999999
7051013,Locale_Item:present_abnormal_r,Locale_Item:present_abnormal_r_desc,icn_material_present_abnormal_r,Material,AttractiveMaterial,R,25,Corporation,7,9999999
7051014,Locale_Item:present_abnormal_sr,Locale_Item:present_abnormal_sr_desc,icn_material_present_abnormal_sr,Material,AttractiveMaterial,SR,50,Corporation,7,9999999
7051015,Locale_Item:present_abnormal_ssr,Locale_Item:present_abnormal_ssr_desc,icn_material_present_abnormal_ssr,Material,AttractiveMaterial,SSR,100,Corporation,7,9999999
7053001,Locale_Item:present_counters,Locale_Item:present_counters_desc,icn_material_present_squad_counters,Material,AttractiveMaterial,SSR,100,Squad,31,9999999
7053002,Locale_Item:present_scouting,Locale_Item:present_scouting_desc,icn_material_present_squad_scouting,Material,AttractiveMaterial,SSR,100,Squad,13,9999999
7053003,Locale_Item:present_acpu,Locale_Item:present_acpu_desc,icn_material_present_squad_acpu,Material,AttractiveMaterial,SSR,100,Squad,14,9999999
7053004,Locale_Item:present_littlecannon,Locale_Item:present_littlecannon_desc,icn_material_present_squad_littlecannon,Material,AttractiveMaterial,SSR,100,Squad,33,9999999
7053005,Locale_Item:present_infinityrail,Locale_Item:present_infinityrail_desc,icn_material_present_squad_infinityrail,Material,AttractiveMaterial,SSR,100,Squad,15,9999999
7053006,Locale_Item:present_mightytools,Locale_Item:present_mightytools_desc,icn_material_present_squad_mightytools,Material,AttractiveMaterial,SSR,100,Squad,9,9999999
7053007,Locale_Item:present_absolut,Locale_Item:present_absolut_desc,icn_material_present_squad_absolut,Material,AttractiveMaterial,SSR,100,Squad,5,9999999
7053008,Locale_Item:present_matis,Locale_Item:present_matis_desc,icn_material_present_squad_matis,Material,AttractiveMaterial,SSR,100,Squad,1,9999999
7053009,Locale_Item:present_exotic,Locale_Item:present_exotic_desc,icn_material_present_squad_exotic,Material,AttractiveMaterial,SSR,100,Squad,16,9999999
7053010,Locale_Item:present_recallrelease,Locale_Item:present_recallrelease_desc,icn_material_present_squad_recallrelease,Material,AttractiveMaterial,SSR,100,Squad,32,9999999
7053011,Locale_Item:present_seraphim,Locale_Item:present_seraphim_desc,icn_material_present_squad_seraphim,Material,AttractiveMaterial,SSR,100,Squad,17,9999999
7053012,Locale_Item:present_cafesweety,Locale_Item:present_cafesweety_desc,icn_material_present_squad_cafesweety,Material,AttractiveMaterial,SSR,100,Squad,2,9999999
7053013,Locale_Item:present_masterhand,Locale_Item:present_masterhand_desc,icn_material_present_squad_masterhand,Material,AttractiveMaterial,SSR,100,Squad,12,9999999
7053014,Locale_Item:present_wardress,Locale_Item:present_wardress_desc,icn_material_present_squad_wardress,Material,AttractiveMaterial,SSR,100,Squad,6,9999999
7053015,Locale_Item:present_triangle,Locale_Item:present_triangle_desc,icn_material_present_squad_triangle,Material,AttractiveMaterial,SSR,100,Squad,7,9999999
7053016,Locale_Item:present_external,Locale_Item:present_external_desc,icn_material_present_squad_external,Material,AttractiveMaterial,SSR,100,Squad,18,9999999
7053017,Locale_Item:present_unlimited,Locale_Item:present_unlimited_desc,icn_material_present_squad_unlimited,Material,AttractiveMaterial,SSR,100,Squad,4,9999999
7053018,Locale_Item:present_talentum,Locale_Item:present_talentum_desc,icn_material_present_squad_talentum,Material,AttractiveMaterial,SSR,100,Squad,19,9999999
7053019,Locale_Item:present_protocol,Locale_Item:present_protocol_desc,icn_material_present_squad_protocol,Material,AttractiveMaterial,SSR,100,Squad,3,9999999
7053020,Locale_Item:present_lifetonic,Locale_Item:present_lifetonic_desc,icn_material_present_squad_lifetonic,Material,AttractiveMaterial,SSR,100,Squad,20,9999999
7053021,Locale_Item:present_pioneer,Locale_Item:present_pioneer_desc,icn_material_present_squad_pioneer,Material,AttractiveMaterial,SSR,100,Squad,10,9999999
7053022,Locale_Item:present_inherit,Locale_Item:present_inherit_desc,icn_material_present_squad_inherit,Material,AttractiveMaterial,SSR,100,Squad,11,9999999
7053023,Locale_Item:present_heretic,Locale_Item:present_heretic_desc,icn_material_present_squad_heretic,Material,AttractiveMaterial,SSR,100,Squad,38,9999999
7053024,Locale_Item:present_mmr,Locale_Item:present_mmr_desc,icn_material_present_squad_mmr,Material,AttractiveMaterial,SSR,100,Squad,21,9999999
7053025,Locale_Item:present_primadonna,Locale_Item:present_primadonna_desc,icn_material_present_squad_primadonna,Material,AttractiveMaterial,SSR,100,Squad,36,9999999
7053026,Locale_Item:present_aegis,Locale_Item:present_aegis_desc,icn_material_present_squad_aegis,Material,AttractiveMaterial,SSR,100,Squad,39,9999999
7053027,Locale_Item:present_maidforyou,Locale_Item:present_maidforyou_desc,icn_material_present_squad_maidforyou,Material,AttractiveMaterial,SSR,100,Squad,25,9999999
7053028,Locale_Item:present_realkindness,Locale_Item:present_realkindness_desc,icn_material_present_squad_realkindness,Material,AttractiveMaterial,SSR,100,Squad,30,9999999
7053029,Locale_Item:present_siegeperilous,Locale_Item:present_siegeperilous_desc,icn_material_present_squad_siegeperilous,Material,AttractiveMaterial,SSR,100,Squad,22,9999999
7053030,Locale_Item:present_weisritter,Locale_Item:present_weisritter_desc,icn_material_present_squad_weisritter,Material,AttractiveMaterial,SSR,100,Squad,27,9999999
7053031,Locale_Item:present_underworldqueen,Locale_Item:present_underworldqueen_desc,icn_material_present_squad_underworldqueen,Material,AttractiveMaterial,SSR,100,Squad,23,9999999
7053032,Locale_Item:present_happyzoo,Locale_Item:present_happyzoo_desc,icn_material_present_squad_happyzoo,Material,AttractiveMaterial,SSR,100,Squad,29,9999999
7053033,Locale_Item:present_777,Locale_Item:present_777_desc,icn_material_present_squad_777,Material,AttractiveMaterial,SSR,100,Squad,8,9999999
7053034,Locale_Item:present_academia,Locale_Item:present_academia_desc,icn_material_present_squad_academia,Material,AttractiveMaterial,SSR,100,Squad,46,9999999
7053035,Locale_Item:present_dazzlingpearl,Locale_Item:present_dazzlingpearl_desc,icn_material_present_squad_dazzlingpearl,Material,AttractiveMaterial,SSR,100,Squad,47,9999999
7053036,Locale_Item:present_goddess,Locale_Item:present_goddess_desc,icn_material_present_squad_goddess,Material,AttractiveMaterial,SSR,100,Squad,48,9999999
7053037,Locale_Item:present_electricshock,Locale_Item:present_electricshock_desc,icn_material_present_squad_electricshock,Material,AttractiveMaterial,SSR,100,Squad,49,9999999
7053038,Locale_Item:present_rewind,Locale_Item:present_rewind_desc,icn_material_present_squad_rewind,Material,AttractiveMaterial,SSR,100,Squad,51,9999999
7053039,Locale_Item:present_schoolcircle,Locale_Item:present_schoolcircle_desc,icn_material_present_squad_schoolcircle,Material,AttractiveMaterial,SSR,100,Squad,37,9999999
7053040,Locale_Item:present_bestseller,Locale_Item:present_bestseller_desc,icn_material_present_squad_bestseller,Material,AttractiveMaterial,SSR,100,Squad,53,9999999
7053041,Locale_Item:present_botanicgarden,Locale_Item:present_botanicgarden_desc,icn_material_present_squad_botanicgarden,Material,AttractiveMaterial,SSR,100,Squad,35,9999999
7053042,Locale_Item:present_oldtales,Locale_Item:present_oldtales_desc,icn_material_present_squad_oldtales,Material,AttractiveMaterial,SSR,100,Squad,54,9999999
7053043,Locale_Item:present_cookingoil,Locale_Item:present_cookingoil_desc,icn_material_present_squad_cookingoil,Material,AttractiveMaterial,SSR,100,Squad,56,9999999
7053044,Locale_Item:present_incubator,Locale_Item:present_incubator_desc,icn_material_present_squad_incubator,Material,AttractiveMaterial,SSR,100,Squad,57,9999999
7053045,Locale_Item:present_overthehorizon,Locale_Item:present_overthehorizon_desc,icn_material_present_squad_overthehorizon,Material,AttractiveMaterial,SSR,100,Squad,61,9999999
7060001,Locale_Item:story_event_currency_material_001,Locale_Item:story_event_currency_material_001_desc,icn_event_story_currency_nocallerid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060002,Locale_Item:story_event_currency_material_002,Locale_Item:story_event_currency_material_002_desc,icn_event_story_currency_hightechtoy,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060003,Locale_Item:story_event_currency_material_003,Locale_Item:story_event_currency_material_003_desc,icn_event_story_currency_miraclesnow,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060004,Locale_Item:story_event_currency_material_004,Locale_Item:story_event_currency_material_004_desc,icn_event_story_currency_brandnewyear,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060006,Locale_Item:story_event_currency_material_006,Locale_Item:story_event_currency_material_006_desc,icn_event_story_currency_doutsiders,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060007,Locale_Item:story_event_currency_material_007,Locale_Item:story_event_currency_material_007_desc,icn_event_story_currency_maidinvalentine,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060008,Locale_Item:story_event_currency_material_008,Locale_Item:story_event_currency_material_008_desc,icn_event_story_currency_ce_01,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060010,Locale_Item:story_event_currency_material_010,Locale_Item:story_event_currency_material_010_desc,icn_event_story_currency_bowwowparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060011,Locale_Item:story_event_currency_material_011,Locale_Item:story_event_currency_material_011_desc,icn_event_story_currency_cherryblossom,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060012,Locale_Item:story_event_currency_material_012,Locale_Item:story_event_currency_material_012_desc,icn_event_story_currency_ltk,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060013,Locale_Item:story_event_currency_material_013,Locale_Item:story_event_currency_material_013_desc,icn_event_story_currency_overzone,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060014,Locale_Item:story_event_currency_material_014,Locale_Item:story_event_currency_material_014_desc,icn_event_story_currency_bunnyx777,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060015,Locale_Item:story_event_currency_material_015,Locale_Item:story_event_currency_material_015_desc,icn_event_story_currency_queensorder,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060020,Locale_Item:story_event_currency_material_020,Locale_Item:story_event_currency_material_020_desc,icn_event_story_currency_bluewaterisland,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060022,Locale_Item:story_event_currency_material_022,Locale_Item:story_event_currency_material_022_desc,icn_event_story_currency_nyanyaparadise,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060023,Locale_Item:story_event_currency_material_023,Locale_Item:story_event_currency_material_023_desc,icn_event_story_currency_goldenship,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060024,Locale_Item:story_event_currency_material_024,Locale_Item:story_event_currency_material_024_desc,icn_event_story_currency_seayouagain,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060026,Locale_Item:story_event_currency_material_026,Locale_Item:story_event_currency_material_026_desc,icn_event_story_currency_ce002,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060028,Locale_Item:story_event_currency_material_028,Locale_Item:story_event_currency_material_028_desc,icn_event_story_currency_schooloflock,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060029,Locale_Item:story_event_currency_material_029,Locale_Item:story_event_currency_material_029_desc,icn_event_story_currency_dazzlingcupid,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060030,Locale_Item:story_event_currency_material_030,Locale_Item:story_event_currency_material_030_desc,icn_event_story_currency_acpufreeze,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060031,Locale_Item:story_event_currency_material_031,Locale_Item:story_event_currency_material_031_desc,icn_event_story_currency_redash,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7060033,Locale_Item:story_event_currency_material_033,Locale_Item:story_event_currency_material_033_desc,icn_event_story_currency_alonesurvivor,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061001,Locale_Item:box_gacha_event_currency_material_001,Locale_Item:box_gacha_event_currency_material_001_desc,icn_event_box_gacha_ticket_001,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061002,Locale_Item:story_event_ticket_material_1002,Locale_Item:story_event_ticket_material_1002_desc,icn_event_story_ticket_voltroad,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061003,Locale_Item:box_gacha_event_currency_material_002,Locale_Item:box_gacha_event_currency_material_002_desc,icn_event_box_gacha_ticket_002,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061004,Locale_Item:box_gacha_event_currency_material_003,Locale_Item:box_gacha_event_currency_material_003_desc,icn_event_box_gacha_ticket_003,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061005,Locale_Item:box_gacha_event_currency_material_001,Locale_Item:box_gacha_event_currency_material_001_desc,icn_event_box_gacha_ticket_001,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061006,Locale_Item:box_gacha_event_currency_material_004,Locale_Item:box_gacha_event_currency_material_004_desc,icn_event_box_gacha_ticket_004,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061007,Locale_Item:box_gacha_event_currency_material_005,Locale_Item:box_gacha_event_currency_material_005_desc,icn_event_box_gacha_ticket_005,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061008,Locale_Item:box_gacha_event_currency_material_006,Locale_Item:box_gacha_event_currency_material_006_desc,icn_event_box_gacha_ticket_006,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061009,Locale_Item:box_gacha_event_currency_material_007,Locale_Item:box_gacha_event_currency_material_007_desc,icn_event_box_gacha_ticket_007,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061010,Locale_Item:box_gacha_event_currency_material_007_free,Locale_Item:box_gacha_event_currency_material_007_free_desc,icn_event_box_gacha_ticket_007_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061011,Locale_Item:box_gacha_event_currency_material_008,Locale_Item:box_gacha_event_currency_material_008_desc,icn_event_box_gacha_ticket_008,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061012,Locale_Item:box_gacha_event_currency_material_008_free,Locale_Item:box_gacha_event_currency_material_008_free_desc,icn_event_box_gacha_ticket_008_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061013,Locale_Item:box_gacha_event_currency_material_009,Locale_Item:box_gacha_event_currency_material_009_desc,icn_event_box_gacha_ticket_009,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061014,Locale_Item:box_gacha_event_currency_material_010,Locale_Item:box_gacha_event_currency_material_010_desc,icn_event_box_gacha_ticket_010,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061015,Locale_Item:box_gacha_event_currency_material_011,Locale_Item:box_gacha_event_currency_material_011_desc,icn_event_box_gacha_ticket_011,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061016,Locale_Item:box_gacha_event_currency_material_012,Locale_Item:box_gacha_event_currency_material_012_desc,icn_event_box_gacha_ticket_012,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061017,Locale_Item:box_gacha_event_currency_material_012_free,Locale_Item:box_gacha_event_currency_material_012_free_desc,icn_event_box_gacha_ticket_012_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061018,Locale_Item:box_gacha_event_currency_material_013,Locale_Item:box_gacha_event_currency_material_013_desc,icn_event_box_gacha_ticket_013,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061019,Locale_Item:box_gacha_event_currency_material_013_free,Locale_Item:box_gacha_event_currency_material_013_free_desc,icn_event_box_gacha_ticket_013_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061020,Locale_Item:box_gacha_event_currency_material_014,Locale_Item:box_gacha_event_currency_material_014_desc,icn_event_box_gacha_ticket_014,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061021,Locale_Item:box_gacha_event_currency_material_015,Locale_Item:box_gacha_event_currency_material_015_desc,icn_event_box_gacha_ticket_015,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061022,Locale_Item:box_gacha_event_currency_material_016,Locale_Item:box_gacha_event_currency_material_016_desc,icn_event_box_gacha_ticket_011,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061023,Locale_Item:box_gacha_event_currency_material_017,Locale_Item:box_gacha_event_currency_material_017_desc,icn_event_box_gacha_ticket_017,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061024,Locale_Item:box_gacha_event_currency_material_017_free,Locale_Item:box_gacha_event_currency_material_017_free_desc,icn_event_box_gacha_ticket_017_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061025,Locale_Item:box_gacha_event_currency_material_018,Locale_Item:box_gacha_event_currency_material_018_desc,icn_event_box_gacha_ticket_018,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061026,Locale_Item:box_gacha_event_currency_material_018_free,Locale_Item:box_gacha_event_currency_material_018_free_desc,icn_event_box_gacha_ticket_018_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061027,Locale_Item:box_gacha_event_currency_material_019,Locale_Item:box_gacha_event_currency_material_019_desc,icn_event_box_gacha_ticket_019,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061028,Locale_Item:box_gacha_event_currency_material_019_free,Locale_Item:box_gacha_event_currency_material_019_free_desc,icn_event_box_gacha_ticket_019_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061029,Locale_Item:box_gacha_event_currency_material_020,Locale_Item:box_gacha_event_currency_material_020_desc,icn_event_box_gacha_ticket_020,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061030,Locale_Item:box_gacha_event_currency_material_020_free,Locale_Item:box_gacha_event_currency_material_020_free_desc,icn_event_box_gacha_ticket_020_free,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
7061031,Locale_Item:box_gacha_event_currency_material_021,Locale_Item:box_gacha_event_currency_material_021_desc,icn_event_box_gacha_ticket_003,Material,EventCurrencyMaterial,SSR,1,None,0,9999999
