id,resource_id,tab_type,user_profile_type,filter_type,order,name_localkey,description_localkey,is_sub_resource_prism,sub_resource_id
1013,icn_vote_event_02_frame_03,Normal,Event,None,10608,Locale_Profile:icn_vote_event_02_frame_03_name,Locale_Profile:icn_vote_event_02_frame_03_description,False,
1014,icn_vote_event_02_frame_04,Normal,Event,None,10609,Locale_Profile:icn_vote_event_02_frame_04_name,Locale_Profile:icn_vote_event_02_frame_04_description,False,
1015,icn_vote_event_02_frame_05,Normal,Event,None,10610,Locale_Profile:icn_vote_event_02_frame_05_name,Locale_Profile:icn_vote_event_02_frame_05_description,False,
2104,icn_ranking_frame_1st_04,Normal,Ark,None,10204,Locale_Profile:uf_name_rank_frame_1st_04,Locale_Profile:uf_description_rank_frame_1st_04,False,
2105,icn_ranking_frame_1st_05,Normal,Ark,None,10205,Locale_Profile:uf_name_rank_frame_1st_05,Locale_Profile:uf_description_rank_frame_1st_05,False,
2106,icn_ranking_frame_1st_06,Normal,Ark,None,10206,Locale_Profile:uf_name_rank_frame_1st_06,Locale_Profile:uf_description_rank_frame_1st_06,False,
2107,icn_ranking_frame_1st_07,Normal,Ark,None,10207,Locale_Profile:uf_name_rank_frame_1st_07,Locale_Profile:uf_description_rank_frame_1st_07,False,
2108,icn_ranking_frame_1st_08,Normal,Ark,None,10208,Locale_Profile:uf_name_rank_frame_1st_08,Locale_Profile:uf_description_rank_frame_1st_08,False,
2109,icn_ranking_frame_1st_09,Normal,Ark,None,10209,Locale_Profile:uf_name_rank_frame_1st_09,Locale_Profile:uf_description_rank_frame_1st_09,False,
2110,icn_ranking_frame_1st_10,Normal,Ark,None,10210,Locale_Profile:uf_name_rank_frame_1st_10,Locale_Profile:uf_description_rank_frame_1st_10,False,
2111,icn_ranking_frame_1st_11,Normal,Ark,None,10211,Locale_Profile:uf_name_rank_frame_1st_11,Locale_Profile:uf_description_rank_frame_1st_11,False,
2112,icn_ranking_frame_1st_12,Normal,Ark,None,10212,Locale_Profile:uf_name_rank_frame_1st_12,Locale_Profile:uf_description_rank_frame_1st_12,False,
2204,icn_ranking_frame_5th_04,Normal,Ark,None,10304,Locale_Profile:uf_name_rank_frame_5th_04,Locale_Profile:uf_description_rank_frame_5th_04,False,
2205,icn_ranking_frame_5th_05,Normal,Ark,None,10305,Locale_Profile:uf_name_rank_frame_5th_05,Locale_Profile:uf_description_rank_frame_5th_05,False,
2206,icn_ranking_frame_5th_06,Normal,Ark,None,10306,Locale_Profile:uf_name_rank_frame_5th_06,Locale_Profile:uf_description_rank_frame_5th_06,False,
2207,icn_ranking_frame_5th_07,Normal,Ark,None,10307,Locale_Profile:uf_name_rank_frame_5th_07,Locale_Profile:uf_description_rank_frame_5th_07,False,
2208,icn_ranking_frame_5th_08,Normal,Ark,None,10308,Locale_Profile:uf_name_rank_frame_5th_08,Locale_Profile:uf_description_rank_frame_5th_08,False,
2209,icn_ranking_frame_5th_09,Normal,Ark,None,10309,Locale_Profile:uf_name_rank_frame_5th_09,Locale_Profile:uf_description_rank_frame_5th_09,False,
2210,icn_ranking_frame_5th_10,Normal,Ark,None,10310,Locale_Profile:uf_name_rank_frame_5th_10,Locale_Profile:uf_description_rank_frame_5th_10,False,
2211,icn_ranking_frame_5th_11,Normal,Ark,None,10311,Locale_Profile:uf_name_rank_frame_5th_11,Locale_Profile:uf_description_rank_frame_5th_11,False,
2212,icn_ranking_frame_5th_12,Normal,Ark,None,10312,Locale_Profile:uf_name_rank_frame_5th_12,Locale_Profile:uf_description_rank_frame_5th_12,False,
2304,icn_ranking_frame_10th_04,Normal,Ark,None,10404,Locale_Profile:uf_name_rank_frame_10th_04,Locale_Profile:uf_description_rank_frame_10th_04,False,
2305,icn_ranking_frame_10th_05,Normal,Ark,None,10405,Locale_Profile:uf_name_rank_frame_10th_05,Locale_Profile:uf_description_rank_frame_10th_05,False,
2306,icn_ranking_frame_10th_06,Normal,Ark,None,10406,Locale_Profile:uf_name_rank_frame_10th_06,Locale_Profile:uf_description_rank_frame_10th_06,False,
2307,icn_ranking_frame_10th_07,Normal,Ark,None,10407,Locale_Profile:uf_name_rank_frame_10th_07,Locale_Profile:uf_description_rank_frame_10th_07,False,
2308,icn_ranking_frame_10th_08,Normal,Ark,None,10408,Locale_Profile:uf_name_rank_frame_10th_08,Locale_Profile:uf_description_rank_frame_10th_08,False,
2309,icn_ranking_frame_10th_09,Normal,Ark,None,10409,Locale_Profile:uf_name_rank_frame_10th_09,Locale_Profile:uf_description_rank_frame_10th_09,False,
2310,icn_ranking_frame_10th_10,Normal,Ark,None,10410,Locale_Profile:uf_name_rank_frame_10th_10,Locale_Profile:uf_description_rank_frame_10th_10,False,
2311,icn_ranking_frame_10th_11,Normal,Ark,None,10411,Locale_Profile:uf_name_rank_frame_10th_11,Locale_Profile:uf_description_rank_frame_10th_11,False,
2312,icn_ranking_frame_10th_12,Normal,Ark,None,10412,Locale_Profile:uf_name_rank_frame_10th_12,Locale_Profile:uf_description_rank_frame_10th_12,False,
10011,icn_soloraid_MotherWhale_tier1_frame,Raid,Raid,None,20101,Locale_Profile:uf_name_soloraid_MotherWhale_tier1,Locale_Profile:uf_description_soloraid_MotherWhale_tier1,False,
10012,icn_soloraid_MotherWhale_tier2_frame,Raid,Raid,None,20102,Locale_Profile:uf_name_soloraid_MotherWhale_tier2,Locale_Profile:uf_description_soloraid_MotherWhale_tier2,False,
10013,icn_soloraid_MotherWhale_tier3_frame,Raid,Raid,None,20103,Locale_Profile:uf_name_soloraid_MotherWhale_tier3,Locale_Profile:uf_description_soloraid_MotherWhale_tier3,False,
10021,icn_soloraid_BlackSmith_tier1_frame,Raid,Raid,None,20201,Locale_Profile:uf_name_soloraid_BlackSmith_tier1,Locale_Profile:uf_description_soloraid_BlackSmith_tier1,False,
10022,icn_soloraid_BlackSmith_tier2_frame,Raid,Raid,None,20202,Locale_Profile:uf_name_soloraid_BlackSmith_tier2,Locale_Profile:uf_description_soloraid_BlackSmith_tier2,False,
10023,icn_soloraid_BlackSmith_tier3_frame,Raid,Raid,None,20203,Locale_Profile:uf_name_soloraid_BlackSmith_tier3,Locale_Profile:uf_description_soloraid_BlackSmith_tier3,False,
10031,icn_soloraid_Harvester_tier1_frame,Raid,Raid,None,20301,Locale_Profile:uf_name_soloraid_Harvester_tier1,Locale_Profile:uf_description_soloraid_Harvester_tier1,False,
10032,icn_soloraid_Harvester_tier2_frame,Raid,Raid,None,20302,Locale_Profile:uf_name_soloraid_Harvester_tier2,Locale_Profile:uf_description_soloraid_Harvester_tier2,False,
10033,icn_soloraid_Harvester_tier3_frame,Raid,Raid,None,20303,Locale_Profile:uf_name_soloraid_Harvester_tier3,Locale_Profile:uf_description_soloraid_Harvester_tier3,False,
10041,icn_soloraid_AltEizen_tier1_frame,Raid,Raid,None,20401,Locale_Profile:uf_name_soloraid_AltEizen_tier1,Locale_Profile:uf_description_soloraid_AltEizen_tier1,False,
10042,icn_soloraid_AltEizen_tier2_frame,Raid,Raid,None,20402,Locale_Profile:uf_name_soloraid_AltEizen_tier2,Locale_Profile:uf_description_soloraid_AltEizen_tier2,False,
10043,icn_soloraid_AltEizen_tier3_frame,Raid,Raid,None,20403,Locale_Profile:uf_name_soloraid_AltEizen_tier3,Locale_Profile:uf_description_soloraid_AltEizen_tier3,False,
10051,icn_soloraid_9810811510911663_tier1_frame,Raid,Raid,None,20501,Locale_Profile:uf_name_soloraid_9810811510911663_tier1,Locale_Profile:uf_description_soloraid_9810811510911663_tier1,False,
10052,icn_soloraid_9810811510911663_tier2_frame,Raid,Raid,None,20502,Locale_Profile:uf_name_soloraid_9810811510911663_tier2,Locale_Profile:uf_description_soloraid_9810811510911663_tier2,False,
10053,icn_soloraid_9810811510911663_tier3_frame,Raid,Raid,None,20503,Locale_Profile:uf_name_soloraid_9810811510911663_tier3,Locale_Profile:uf_description_soloraid_9810811510911663_tier3,False,
10061,icn_soloraid_modernia_tier1_frame,Raid,Raid,None,20601,Locale_Profile:uf_name_soloraid_modernia_tier1,Locale_Profile:uf_description_soloraid_modernia_tier1,False,
10062,icn_soloraid_modernia_tier2_frame,Raid,Raid,None,20602,Locale_Profile:uf_name_soloraid_modernia_tier2,Locale_Profile:uf_description_soloraid_modernia_tier2,False,
10063,icn_soloraid_modernia_tier3_frame,Raid,Raid,None,20603,Locale_Profile:uf_name_soloraid_modernia_tier3,Locale_Profile:uf_description_soloraid_modernia_tier3,False,
10071,icn_soloraid_ultra_tier1_frame,Raid,Raid,None,20701,Locale_Profile:uf_name_soloraid_ultra_tier1,Locale_Profile:uf_description_soloraid_ultra_tier1,False,
10072,icn_soloraid_ultra_tier2_frame,Raid,Raid,None,20702,Locale_Profile:uf_name_soloraid_ultra_tier2,Locale_Profile:uf_description_soloraid_ultra_tier2,False,
10073,icn_soloraid_ultra_tier3_frame,Raid,Raid,None,20703,Locale_Profile:uf_name_soloraid_ultra_tier3,Locale_Profile:uf_description_soloraid_ultra_tier3,False,
10081,icn_soloraid_talkative_tier1_frame,Raid,Raid,None,20801,Locale_Profile:uf_name_soloraid_talkative_tier1,Locale_Profile:uf_description_soloraid_talkative_tier1,False,
10082,icn_soloraid_talkative_tier2_frame,Raid,Raid,None,20802,Locale_Profile:uf_name_soloraid_talkative_tier2,Locale_Profile:uf_description_soloraid_talkative_tier2,False,
10083,icn_soloraid_talkative_tier3_frame,Raid,Raid,None,20803,Locale_Profile:uf_name_soloraid_talkative_tier3,Locale_Profile:uf_description_soloraid_talkative_tier3,False,
10091,icn_soloraid_materialh_tier1_frame,Raid,Raid,None,20901,Locale_Profile:uf_name_soloraid_materialh_tier1,Locale_Profile:uf_description_soloraid_materialh_tier1,False,
10092,icn_soloraid_materialh_tier2_frame,Raid,Raid,None,20902,Locale_Profile:uf_name_soloraid_materialh_tier2,Locale_Profile:uf_description_soloraid_materialh_tier2,False,
10093,icn_soloraid_materialh_tier3_frame,Raid,Raid,None,20903,Locale_Profile:uf_name_soloraid_materialh_tier3,Locale_Profile:uf_description_soloraid_materialh_tier3,False,
10101,icn_soloraid_Crystal_tier1_frame,Raid,Raid,None,21001,Locale_Profile:uf_name_soloraid_Crystal_tier1,Locale_Profile:uf_description_soloraid_Crystal_tier1,False,
10102,icn_soloraid_Crystal_tier2_frame,Raid,Raid,None,21002,Locale_Profile:uf_name_soloraid_Crystal_tier2,Locale_Profile:uf_description_soloraid_Crystal_tier2,False,
10103,icn_soloraid_Crystal_tier3_frame,Raid,Raid,None,21003,Locale_Profile:uf_name_soloraid_Crystal_tier3,Locale_Profile:uf_description_soloraid_Crystal_tier3,False,
10111,icn_soloraid_nihilister_tier1_frame,Raid,Raid,None,21201,Locale_Profile:uf_name_soloraid_Nihil_tier1,Locale_Profile:uf_description_soloraid_Nihil_tier1,False,
10112,icn_soloraid_nihilister_tier2_frame,Raid,Raid,None,21202,Locale_Profile:uf_name_soloraid_Nihil_tier2,Locale_Profile:uf_description_soloraid_Nihil_tier2,False,
10113,icn_soloraid_nihilister_tier3_frame,Raid,Raid,None,21203,Locale_Profile:uf_name_soloraid_Nihil_tier3,Locale_Profile:uf_description_soloraid_Nihil_tier3,False,
10121,icn_soloraid_StormBringer_tier1_frame,Raid,Raid,None,21101,Locale_Profile:uf_name_soloraid_StormBringer_tier1,Locale_Profile:uf_description_soloraid_StormBringer_tier1,False,
10122,icn_soloraid_StormBringer_tier2_frame,Raid,Raid,None,21102,Locale_Profile:uf_name_soloraid_StormBringer_tier2,Locale_Profile:uf_description_soloraid_StormBringer_tier2,False,
10123,icn_soloraid_StormBringer_tier3_frame,Raid,Raid,None,21103,Locale_Profile:uf_name_soloraid_StormBringer_tier3,Locale_Profile:uf_description_soloraid_StormBringer_tier3,False,
10131,icn_soloraid_Indivilia_tier1_frame,Raid,Raid,None,21301,Locale_Profile:uf_name_soloraid_Indivilia_tier1_frame,Locale_Profile:uf_description_soloraid_Indivilia_tier1_frame,False,
10132,icn_soloraid_Indivilia_tier2_frame,Raid,Raid,None,21302,Locale_Profile:uf_name_soloraid_Indivilia_tier2_frame,Locale_Profile:uf_description_soloraid_Indivilia_tier2_frame,False,
10133,icn_soloraid_Indivilia_tier3_frame,Raid,Raid,None,21303,Locale_Profile:uf_name_soloraid_Indivilia_tier3_frame,Locale_Profile:uf_description_soloraid_Indivilia_tier3_frame,False,
10141,icn_soloraid_gravedigger_tier1_frame,Raid,Raid,None,21401,Locale_Profile:uf_name_soloraid_GraveDigger_tier1,Locale_Profile:uf_description_soloraid_GraveDigger_tier1,False,
10142,icn_soloraid_gravedigger_tier2_frame,Raid,Raid,None,21402,Locale_Profile:uf_name_soloraid_GraveDigger_tier2,Locale_Profile:uf_description_soloraid_GraveDigger_tier2,False,
10143,icn_soloraid_gravedigger_tier3_frame,Raid,Raid,None,21403,Locale_Profile:uf_name_soloraid_GraveDigger_tier3,Locale_Profile:uf_description_soloraid_GraveDigger_tier3,False,
10151,icn_soloraid_goldkraken_tier1_frame,Raid,Raid,None,21501,Locale_Profile:uf_name_soloraid_goldkraken_tier1,Locale_Profile:uf_description_soloraid_goldkraken_tier1,False,
10152,icn_soloraid_goldkraken_tier2_frame,Raid,Raid,None,21502,Locale_Profile:uf_name_soloraid_goldkraken_tier2,Locale_Profile:uf_description_soloraid_goldkraken_tier2,False,
10153,icn_soloraid_goldkraken_tier3_frame,Raid,Raid,None,21503,Locale_Profile:uf_name_soloraid_goldkraken_tier3,Locale_Profile:uf_description_soloraid_goldkraken_tier3,False,
10161,icn_soloraid_mirrorcontainer_tier1_frame,Raid,Raid,None,21601,Locale_Profile:uf_name_soloraid_mirrorcontainer_tier1,Locale_Profile:uf_description_soloraid_mirrorcontainer_tier1,False,
10162,icn_soloraid_mirrorcontainer_tier2_frame,Raid,Raid,None,21602,Locale_Profile:uf_name_soloraid_mirrorcontainer_tier2,Locale_Profile:uf_description_soloraid_mirrorcontainer_tier2,False,
10163,icn_soloraid_mirrorcontainer_tier3_frame,Raid,Raid,None,21603,Locale_Profile:uf_name_soloraid_mirrorcontainer_tier3,Locale_Profile:uf_description_soloraid_mirrorcontainer_tier3,False,
10171,icn_soloraid_massiveobject_tier1_frame,Raid,Raid,None,21701,Locale_Profile:uf_name_soloraid_massiveobject_tier1,Locale_Profile:uf_description_soloraid_massiveobject_tier1,False,
10172,icn_soloraid_massiveobject_tier2_frame,Raid,Raid,None,21702,Locale_Profile:uf_name_soloraid_massiveobject_tier2,Locale_Profile:uf_description_soloraid_massiveobject_tier2,False,
10173,icn_soloraid_massiveobject_tier3_frame,Raid,Raid,None,21703,Locale_Profile:uf_name_soloraid_massiveobject_tier3,Locale_Profile:uf_description_soloraid_massiveobject_tier3,False,
10181,icn_soloraid_landeater_tier1_frame,Raid,Raid,None,21801,Locale_Profile:uf_name_soloraid_landeater_tier1,Locale_Profile:uf_description_soloraid_landeater_tier1,False,
10182,icn_soloraid_landeater_tier2_frame,Raid,Raid,None,21802,Locale_Profile:uf_name_soloraid_landeater_tier2,Locale_Profile:uf_description_soloraid_landeater_tier2,False,
10183,icn_soloraid_landeater_tier3_frame,Raid,Raid,None,21803,Locale_Profile:uf_name_soloraid_landeater_tier3,Locale_Profile:uf_description_soloraid_landeater_tier3,False,
10191,icn_soloraid_behemoth_tier1_frame,Raid,Raid,None,21901,Locale_Profile:uf_name_soloraid_behemoth_tier1,Locale_Profile:uf_description_soloraid_behemoth_tier1,False,
10192,icn_soloraid_behemoth_tier2_frame,Raid,Raid,None,21902,Locale_Profile:uf_name_soloraid_behemoth_tier2,Locale_Profile:uf_description_soloraid_behemoth_tier2,False,
10193,icn_soloraid_behemoth_tier3_frame,Raid,Raid,None,21903,Locale_Profile:uf_name_soloraid_behemoth_tier3,Locale_Profile:uf_description_soloraid_behemoth_tier3,False,
10201,icn_soloraid_whiteicedragon_02_tier1_frame,Raid,Raid,None,22001,Locale_Profile:uf_name_soloraid_whiteicedragon_02_tier1,Locale_Profile:uf_description_soloraid_whiteicedragon_02_tier1,False,
10202,icn_soloraid_whiteicedragon_02_tier2_frame,Raid,Raid,None,22002,Locale_Profile:uf_name_soloraid_whiteicedragon_02_tier2,Locale_Profile:uf_description_soloraid_whiteicedragon_02_tier2,False,
10203,icn_soloraid_whiteicedragon_02_tier3_frame,Raid,Raid,None,22003,Locale_Profile:uf_name_soloraid_whiteicedragon_02_tier3,Locale_Profile:uf_description_soloraid_whiteicedragon_02_tier3,False,
10211,icn_soloraid_modernia_03_tier1_frame,Raid,Raid,None,22101,Locale_Profile:uf_name_soloraid_modernia_03_tier1,Locale_Profile:uf_description_soloraid_modernia_03_tier1,False,
10212,icn_soloraid_modernia_03_tier2_frame,Raid,Raid,None,22102,Locale_Profile:uf_name_soloraid_modernia_03_tier2,Locale_Profile:uf_description_soloraid_modernia_03_tier2,False,
10213,icn_soloraid_modernia_03_tier3_frame,Raid,Raid,None,22103,Locale_Profile:uf_name_soloraid_modernia_03_tier3,Locale_Profile:uf_description_soloraid_modernia_03_tier3,False,
10221,icn_soloraid_materialh_01_tier1_frame,Raid,Raid,None,22201,Locale_Profile:uf_name_soloraid_materialh_01_tier1,Locale_Profile:uf_description_soloraid_materialh_01_tier1,False,
10222,icn_soloraid_materialh_01_tier2_frame,Raid,Raid,None,22202,Locale_Profile:uf_name_soloraid_materialh_01_tier2,Locale_Profile:uf_description_soloraid_materialh_01_tier2,False,
10223,icn_soloraid_materialh_01_tier3_frame,Raid,Raid,None,22203,Locale_Profile:uf_name_soloraid_materialh_01_tier3,Locale_Profile:uf_description_soloraid_materialh_01_tier3,False,
10231,icn_soloraid_massiveobjectq_05_tier1_frame,Raid,Raid,None,22301,Locale_Profile:uf_name_soloraid_massiveobjectq_05_tier1,Locale_Profile:uf_description_soloraid_massiveobjectq_05_tier1,False,
10232,icn_soloraid_massiveobjectq_05_tier2_frame,Raid,Raid,None,22302,Locale_Profile:uf_name_soloraid_massiveobjectq_05_tier2,Locale_Profile:uf_description_soloraid_massiveobjectq_05_tier2,False,
10233,icn_soloraid_massiveobjectq_05_tier3_frame,Raid,Raid,None,22303,Locale_Profile:uf_name_soloraid_massiveobjectq_05_tier3,Locale_Profile:uf_description_soloraid_massiveobjectq_05_tier3,False,
10241,icn_soloraid_blacksnake_01_tier1_frame,Raid,Raid,None,22401,Locale_Profile:uf_name_soloraid_blacksnake_01_tier1,Locale_Profile:uf_description_soloraid_blacksnake_01_tier1,False,
10242,icn_soloraid_blacksnake_01_tier2_frame,Raid,Raid,None,22402,Locale_Profile:uf_name_soloraid_blacksnake_01_tier2,Locale_Profile:uf_description_soloraid_blacksnake_01_tier2,False,
10243,icn_soloraid_blacksnake_01_tier3_frame,Raid,Raid,None,22403,Locale_Profile:uf_name_soloraid_blacksnake_01_tier3,Locale_Profile:uf_description_soloraid_blacksnake_01_tier3,False,
10251,icn_soloraid_gluttony_03_tier1_frame,Raid,Raid,None,22501,Locale_Profile:uf_name_soloraid_gluttony_03_tier1,Locale_Profile:uf_description_soloraid_gluttony_03_tier1,False,
10252,icn_soloraid_gluttony_03_tier2_frame,Raid,Raid,None,22502,Locale_Profile:uf_name_soloraid_gluttony_03_tier2,Locale_Profile:uf_description_soloraid_gluttony_03_tier2,False,
10253,icn_soloraid_gluttony_03_tier3_frame,Raid,Raid,None,22503,Locale_Profile:uf_name_soloraid_gluttony_03_tier3,Locale_Profile:uf_description_soloraid_gluttony_03_tier3,False,
10261,icn_soloraid_providence_04_tier1_frame,Raid,Raid,None,22601,Locale_Profile:uf_name_soloraid_providence_04_tier1,Locale_Profile:uf_description_soloraid_providence_04_tier1,False,
10262,icn_soloraid_providence_04_tier2_frame,Raid,Raid,None,22602,Locale_Profile:uf_name_soloraid_providence_04_tier2,Locale_Profile:uf_description_soloraid_providence_04_tier2,False,
10263,icn_soloraid_providence_04_tier3_frame,Raid,Raid,None,22603,Locale_Profile:uf_name_soloraid_providence_04_tier3,Locale_Profile:uf_description_soloraid_providence_04_tier3,False,
10271,icn_soloraid_hologramkraken_01_tier1_frame,Raid,Raid,None,22701,Locale_Profile:uf_name_soloraid_hologramkraken_01_tier1,Locale_Profile:uf_description_soloraid_hologramkraken_01_tier1,False,
10272,icn_soloraid_hologramkraken_01_tier2_frame,Raid,Raid,None,22702,Locale_Profile:uf_name_soloraid_hologramkraken_01_tier2,Locale_Profile:uf_description_soloraid_hologramkraken_01_tier2,False,
10273,icn_soloraid_hologramkraken_01_tier3_frame,Raid,Raid,None,22703,Locale_Profile:uf_name_soloraid_hologramkraken_01_tier3,Locale_Profile:uf_description_soloraid_hologramkraken_01_tier3,False,
10281,icn_soloraid_ziz_03_tier1_frame,Raid,Raid,None,22801,Locale_Profile:uf_name_soloraid_ziz_03_tier1,Locale_Profile:uf_description_soloraid_ziz_03_tier1,False,
10282,icn_soloraid_ziz_03_tier2_frame,Raid,Raid,None,22802,Locale_Profile:uf_name_soloraid_ziz_03_tier2,Locale_Profile:uf_description_soloraid_ziz_03_tier2,False,
10283,icn_soloraid_ziz_03_tier3_frame,Raid,Raid,None,22803,Locale_Profile:uf_name_soloraid_ziz_03_tier3,Locale_Profile:uf_description_soloraid_ziz_03_tier3,False,
