id,wave_group,wave_order,wave_resource_prefab,wave_front_resource,wave_resource_length,summon_currency_get_value,wave_skip_condition_Stage,wave_skip_give_currency,summon_time_group,summon_max_count ,enemy_target_type,enemy_target_id,enemy_target_level_add,monster_level_add,friendly_tower_level_add
4010104,40101,4,bm_wave_resource_snow,bm_wave_resource_snow_front,150,0,207,100,4041,70,Tower,1,2,2,2
4010105,40101,5,bm_wave_resource_snow,bm_wave_resource_snow_front,160,0,207,100,4051,70,Monster,1041,2,2,2
4010106,40101,6,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,170,0,307,100,4061,100,Tower,1,3,3,3
4010107,40101,7,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,180,0,307,100,4071,100,Tower,1,4,4,4
4010108,40101,8,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,190,0,307,100,4081,100,Monster,1042,5,5,5
4010109,40101,9,bm_wave_resource_green,bm_wave_resource_green_front,200,0,0,0,5009,100,Tower,1,5,5,5
4010110,40101,10,bm_wave_resource_green,bm_wave_resource_green_front,210,0,0,0,5010,100,Tower,1,3,3,3
4010111,40101,11,bm_wave_resource_green,bm_wave_resource_green_front,220,0,0,0,5011,100,Monster,1043,3,3,3
4010112,40101,12,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5012,100,Tower,1,3,3,3
4010113,40101,13,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5013,100,Tower,1,4,4,3
4010114,40101,14,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5014,100,Monster,1041,4,4,3
4010115,40101,15,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5015,100,Tower,1,4,4,3
4010116,40101,16,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5016,100,Tower,1,4,4,3
4010117,40101,17,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5017,100,Monster,1042,4,4,1
4010118,40101,18,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5018,100,Tower,1,4,4,0
4010119,40101,19,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5019,100,Tower,1,1,1,0
4010120,40101,20,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5020,100,Monster,1043,1,1,0
4010121,40101,21,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5021,100,Tower,1,1,1,0
4010122,40101,22,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5022,100,Tower,1,1,1,0
4010123,40101,23,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5023,100,Monster,1041,1,1,0
4010124,40101,24,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5024,100,Tower,1,1,1,0
4010125,40101,25,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5025,100,Tower,1,1,1,0
4010126,40101,26,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5026,100,Monster,1042,1,1,0
4010127,40101,27,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5027,100,Tower,1,1,1,0
4010128,40101,28,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5028,100,Tower,1,1,1,0
4010129,40101,29,bm_wave_resource_green,bm_wave_resource_green_front,230,0,0,0,5029,100,Monster,1043,1,1,0
4010130,40101,30,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5030,100,Tower,1,1,1,0
4010131,40101,31,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5031,100,Tower,1,1,1,0
4010132,40101,32,bm_wave_resource_snow,bm_wave_resource_snow_front,230,0,0,0,5032,100,Monster,1041,1,1,0
4010133,40101,33,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5033,100,Tower,1,1,1,0
4010134,40101,34,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5034,100,Tower,1,1,1,0
4010135,40101,35,bm_wave_resource_wilderness,bm_wave_resource_wilderness_front,230,0,0,0,5035,100,Monster,1042,1,1,0
