id,grade,lv,level_hp,level_defence
10136,soft,136,19402,2545
10137,soft,137,19582,2566
10138,soft,138,20027,2625
10139,soft,139,20242,2656
10140,soft,140,20455,2688
10141,soft,141,20667,2719
10142,soft,142,20847,2740
10143,soft,143,23847,2908
10144,soft,144,24080,2940
10145,soft,145,24567,3017
10146,soft,146,24765,3038
10147,soft,147,25000,3070
10148,soft,148,25232,3102
10149,soft,149,25430,3124
10150,soft,150,25760,3166
10151,soft,151,25992,3198
10152,soft,152,27432,3354
10153,soft,153,27762,3396
10154,soft,154,27995,3428
10155,soft,155,28195,3449
10156,soft,156,28427,3481
10157,soft,157,28662,3513
10158,soft,158,29327,3586
10159,soft,159,29562,3618
10160,soft,160,29760,3661
10161,soft,161,30092,3703
10162,soft,162,30290,3724
10163,soft,163,33995,4593
10164,soft,164,35212,4740
10165,soft,165,35465,4768
10166,soft,166,35717,4795
10167,soft,167,33567,4106
10168,soft,168,33855,4144
10169,soft,169,34212,4182
10170,soft,170,34500,4220
10171,soft,171,35122,4288
10172,soft,172,35410,4326
10173,soft,173,35767,4365
10174,soft,174,36055,4403
10175,soft,175,36307,4430
10176,soft,176,36597,4468
10177,soft,177,37612,4536
10178,soft,178,37902,4574
10179,soft,179,38262,4636
10180,soft,180,38552,4674
10181,soft,181,38810,4702
10182,soft,182,39065,4729
10183,soft,183,42822,5544
10184,soft,184,43452,5612
10185,soft,185,44447,5734
10186,soft,186,44707,5762
10187,soft,187,44967,5790
10188,soft,188,45227,5818
10189,soft,189,43495,5233
10190,soft,190,43792,5272
10191,soft,191,45110,5415
10192,soft,192,45407,5453
10193,soft,193,45775,5493
10194,soft,194,46035,5521
10195,soft,195,46332,5560
10196,soft,196,46592,5588
10197,soft,197,47000,5638
10198,soft,198,47960,5742
10199,soft,199,48220,5770
10200,soft,200,48517,5808
10201,soft,201,48777,5837
10202,soft,202,49152,5876
10203,soft,203,51017,6112
10204,soft,204,51330,6145
10205,soft,205,51680,6190
10206,soft,206,53685,6422
10207,soft,207,54002,6456
10208,soft,208,54357,6501
10209,soft,209,54677,6536
10210,soft,210,55110,6582
10211,soft,211,55467,6627
10212,soft,212,55785,6661
10213,soft,213,56102,6696
10214,soft,214,57160,6815
10215,soft,215,57595,6862
10216,soft,216,57912,6897
10217,soft,217,58230,6931
10218,soft,218,58587,6976
10219,soft,219,58905,7010
10220,soft,220,59380,7067
10221,soft,221,59697,7102
10222,soft,222,60867,7235
10223,soft,223,64210,7479
10224,soft,224,64572,7524
10225,soft,225,65052,7614
10226,soft,226,65377,7649
10227,soft,227,66785,7814
10228,soft,228,67115,7849
10229,soft,229,67565,7896
10230,soft,230,68645,8017
10231,soft,231,68975,8052
10232,soft,232,69467,8111
10233,soft,233,69797,8146
10234,soft,234,70167,8192
10235,soft,235,70497,8227
10236,soft,236,70987,8286
10237,soft,237,71317,8321
10238,soft,238,71647,8356
10239,soft,239,74140,8627
10240,soft,240,74470,8662
10241,soft,241,74840,8708
10242,soft,242,75170,8743
10243,soft,243,77942,9037
10244,soft,244,79687,9089
10245,soft,245,80080,9130
10246,soft,246,80510,9217
10247,soft,247,80900,9257
10248,soft,248,83895,9620
10249,soft,249,84332,9673
10250,soft,250,84730,9715
10251,soft,251,85130,9756
10252,soft,252,85567,9856
10253,soft,253,85967,9898
10254,soft,254,86365,9939
10255,soft,255,88242,9992
10256,soft,256,88647,10033
10257,soft,257,89052,10129
10258,soft,258,90822,10311
10259,soft,259,91270,10364
10260,soft,260,91675,10405
10261,soft,261,92080,10447
10262,soft,262,92525,10562
10263,soft,263,95972,10916
10264,soft,264,96377,10958
10265,soft,265,96782,10999
10266,soft,266,97230,11052
10267,soft,267,101927,11233
10268,soft,268,102345,11274
10269,soft,269,104335,11563
10270,soft,270,104760,11605
10271,soft,271,105185,11647
10272,soft,272,105610,11690
10273,soft,273,106075,11743
10274,soft,274,106500,11786
10275,soft,275,106925,11828
10276,soft,276,107350,11870
10277,soft,277,109222,12147
10278,soft,278,109647,12189
10279,soft,279,110070,12232
10280,soft,280,110495,12274
10281,soft,281,110920,12316
10282,soft,282,111387,12370
10283,soft,283,115585,12788
10284,soft,284,116070,12837
10285,soft,285,118402,12885
10286,soft,286,118937,12945
10287,soft,287,120860,13227
10288,soft,288,121352,13275
10289,soft,289,121845,13324
10290,soft,290,122337,13372
10291,soft,291,122872,13432
10292,soft,292,123365,13480
10293,soft,293,123860,13528
10294,soft,294,124352,13577
10295,soft,295,133607,13625
10296,soft,296,134180,13685
10297,soft,297,139020,14127
10298,soft,298,139547,14175
10299,soft,299,140075,14333
10300,soft,300,140600,14381
10301,soft,301,141175,14441
10302,soft,302,141702,14489
10303,soft,303,146995,14975
10304,soft,304,147522,15023
10305,soft,305,148050,15072
10306,soft,306,148577,15120
10307,soft,307,152105,15180
10308,soft,308,152642,15228
10309,soft,309,156080,15536
10310,soft,310,156617,15585
10311,soft,311,157155,15633
10312,soft,312,157692,15681
10313,soft,313,158277,15741
10314,soft,314,160185,15789
10315,soft,315,160727,15838
10316,soft,316,161270,16012
10317,soft,317,161812,16060
10318,soft,318,162355,16109
10319,soft,319,162897,16157
10320,soft,320,177057,16217
10321,soft,321,177645,16265
10322,soft,322,181405,16574
10323,soft,323,188152,17129
10324,soft,324,188812,17184
10325,soft,325,189475,17238
10326,soft,326,190135,17293
10327,soft,327,190847,17358
10328,soft,328,191507,17413
10329,soft,329,192170,17467
10330,soft,330,192830,17521
10331,soft,331,193490,17576
10332,soft,332,201052,17630
10333,soft,333,201737,17685
10334,soft,334,205755,18010
10335,soft,335,206440,18065
10336,soft,336,211320,18119
10337,soft,337,212020,18173
10338,soft,338,212717,18373
10339,soft,339,213415,18427
10340,soft,340,214115,18482
10341,soft,341,214812,18536
10342,soft,342,215565,18602
10343,soft,343,223717,19236
10344,soft,344,224415,19291
10345,soft,345,246435,19345
10346,soft,346,247197,19399
10347,soft,347,251630,19712
10348,soft,348,252395,19767
10349,soft,349,253160,19821
10350,soft,350,253985,19887
10351,soft,351,254747,19941
10352,soft,352,255512,19996
10353,soft,353,256277,20050
10354,soft,354,257040,20104
10355,soft,355,257805,20159
10356,soft,356,258570,20213
10357,soft,357,259335,20268
10358,soft,358,260097,20322
10359,soft,359,264590,20648
10360,soft,360,265355,20702
10361,soft,361,266120,20756
10362,soft,362,266882,20811
10363,soft,363,276980,21529
10364,soft,364,277830,21589
10365,soft,365,278680,21649
10366,soft,366,279527,21710
10367,soft,367,280377,21770
10368,soft,368,281227,21831
10369,soft,369,282135,21903
10370,soft,370,282985,21963
10371,soft,371,283835,22023
10372,soft,372,284682,22084
10373,soft,373,285532,22144
10374,soft,374,286382,22205
10375,soft,375,287230,22265
10376,soft,376,288080,22326
10377,soft,377,288930,22386
10378,soft,378,289780,22446
10379,soft,379,290627,22507
10380,soft,380,291537,22579
10381,soft,381,292387,22639
10382,soft,382,293235,22699
10383,soft,383,304640,23511
10384,soft,384,305490,23572
10385,soft,385,306340,23632
10386,soft,386,307187,23693
10387,soft,387,308037,23753
10388,soft,388,308887,23814
10389,soft,389,309735,23874
10390,soft,390,310585,23934
10391,soft,391,311435,23995
10392,soft,392,312342,24067
10393,soft,393,313192,24127
10394,soft,394,314042,24187
10395,soft,395,314890,24248
10396,soft,396,315740,24308
10397,soft,397,316590,24369
10398,soft,398,317440,24429
10399,soft,399,318287,24490
10400,soft,400,319137,24550
10401,soft,401,319987,24610
10402,soft,402,320835,24671
10403,soft,403,333617,25581
10404,soft,404,334610,25659
10405,soft,405,335545,25725
10406,soft,406,336477,25792
10407,soft,407,337412,25858
10408,soft,408,338347,25924
10409,soft,409,339280,25991
10410,soft,410,340215,26057
10411,soft,411,341150,26124
10412,soft,412,342082,26190
10413,soft,413,343017,26257
10414,soft,414,343952,26323
10415,soft,415,344885,26390
10416,soft,416,345820,26456
10417,soft,417,346755,26523
10418,soft,418,347747,26601
10419,soft,419,348682,26667
10420,soft,420,349617,26733
10421,soft,421,350550,26800
10422,soft,422,351485,26866
10423,soft,423,365795,27885
10424,soft,424,366727,27951
10425,soft,425,367662,28018
10426,soft,426,368597,28084
10427,soft,427,369530,28151
10428,soft,428,370465,28217
10429,soft,429,371400,28284
10430,soft,430,372332,28350
10431,soft,431,373267,28417
10432,soft,432,374200,28483
10433,soft,433,375135,28550
10434,soft,434,376130,28628
10435,soft,435,377062,28694
10436,soft,436,377997,28760
10437,soft,437,378932,28827
10438,soft,438,379865,28893
10439,soft,439,380800,28960
10440,soft,440,381735,29026
10441,soft,441,382667,29093
10442,soft,442,383602,29159
10443,soft,443,399517,30291
10444,soft,444,400535,30364
10445,soft,445,401555,30436
10446,soft,446,402575,30509
10447,soft,447,403592,30581
10448,soft,448,404612,30654
10449,soft,449,405630,30727
10450,soft,450,406650,30799
10451,soft,451,407730,30883
10452,soft,452,408747,30955
10453,soft,453,409767,31028
10454,soft,454,410787,31100
10455,soft,455,411805,31173
10456,soft,456,412825,31245
10457,soft,457,413842,31318
10458,soft,458,414862,31390
10459,soft,459,415882,31463
10460,soft,460,416900,31535
10461,soft,461,417920,31608
10462,soft,462,418940,31680
10463,soft,463,436615,32938
10464,soft,464,437635,33011
10465,soft,465,438652,33083
10466,soft,466,439672,33156
10467,soft,467,440690,33228
10468,soft,468,441710,33301
10469,soft,469,442790,33385
10470,soft,470,443807,33457
10471,soft,471,444827,33530
10472,soft,472,445847,33602
10473,soft,473,446865,33675
10474,soft,474,447885,33747
10475,soft,475,448902,33820
10476,soft,476,449922,33892
10477,soft,477,450942,33965
10478,soft,478,451960,34037
10479,soft,479,452980,34110
10480,soft,480,454000,34182
10481,soft,481,455017,34255
10482,soft,482,456037,34327
10483,soft,483,475565,35717
10484,soft,484,476667,35796
10485,soft,485,477772,35874
10486,soft,486,478877,35953
10487,soft,487,479980,36031
10488,soft,488,481085,36110
10489,soft,489,482187,36188
10490,soft,490,483352,36278
10491,soft,491,484457,36357
10492,soft,492,485560,36435
10493,soft,493,486665,36514
10494,soft,494,487767,36592
10495,soft,495,488872,36671
10496,soft,496,489977,36750
10497,soft,497,491080,36828
10498,soft,498,492185,36907
10499,soft,499,493287,36985
10500,soft,500,494392,37064
10501,soft,501,495495,37142
10502,soft,502,496600,37221
10503,soft,503,518152,38754
10504,soft,504,519257,38833
10505,soft,505,520360,38911
10506,soft,506,521465,38990
10507,soft,507,522570,39068
10508,soft,508,523672,39147
10509,soft,509,524777,39226
10510,soft,510,525880,39304
10511,soft,511,526985,39383
10512,soft,512,528090,39461
10513,soft,513,529192,39540
10514,soft,514,530357,39630
10515,soft,515,531460,39708
10516,soft,516,532565,39787
10517,soft,517,533667,39865
10518,soft,518,534772,39944
10519,soft,519,535877,40022
10520,soft,520,536980,40101
10521,soft,521,538085,40179
10522,soft,522,539187,40258
10523,soft,523,562867,41943
10524,soft,524,564057,42027
10525,soft,525,565247,42112
10526,soft,526,566435,42196
10527,soft,527,567625,42281
10528,soft,528,568812,42365
10529,soft,529,570002,42450
10530,soft,530,571190,42535
10531,soft,531,572380,42619
10532,soft,532,573570,42704
10533,soft,533,574757,42788
10534,soft,534,575947,42873
10535,soft,535,577135,42958
10536,soft,536,578325,43042
10537,soft,537,579512,43127
10538,soft,538,580702,43211
10539,soft,539,581890,43296
10540,soft,540,583080,43381
10541,soft,541,584330,43477
10542,soft,542,585517,43561
10543,soft,543,611507,45411
10544,soft,544,612697,45496
10545,soft,545,613885,45580
10546,soft,546,615075,45665
10547,soft,547,616262,45750
10548,soft,548,617452,45834
10549,soft,549,618640,45919
10550,soft,550,619830,46003
10551,soft,551,621020,46088
10552,soft,552,622207,46172
10553,soft,553,623397,46257
10554,soft,554,624585,46342
10555,soft,555,625775,46426
10556,soft,556,626962,46511
10557,soft,557,628152,46595
10558,soft,558,629340,46680
10559,soft,559,630530,46765
10560,soft,560,631720,46849
10561,soft,561,632907,46934
10562,soft,562,634097,47018
10563,soft,563,662515,49041
10564,soft,564,663790,49132
10565,soft,565,665062,49222
10566,soft,566,666337,49313
10567,soft,567,667610,49404
10568,soft,568,668885,49494
10569,soft,569,670157,49585
10570,soft,570,671432,49676
10571,soft,571,672705,49766
10572,soft,572,674040,49868
10573,soft,573,675312,49959
10574,soft,574,676587,50050
10575,soft,575,677862,50140
10576,soft,576,679135,50231
10577,soft,577,680410,50321
10578,soft,578,681682,50412
10579,soft,579,682957,50503
10580,soft,580,684230,50593
10581,soft,581,685505,50684
10582,soft,582,686777,50775
10583,soft,583,717830,52985
10584,soft,584,719102,53075
10585,soft,585,720377,53166
10586,soft,586,721650,53257
10587,soft,587,722925,53347
10588,soft,588,724197,53438
10589,soft,589,725472,53529
10590,soft,590,726745,53619
10591,soft,591,728020,53710
10592,soft,592,729292,53800
10593,soft,593,730567,53891
10594,soft,594,731840,53982
10595,soft,595,733115,54072
10596,soft,596,734390,54163
10597,soft,597,735662,54254
10598,soft,598,736937,54344
10599,soft,599,738210,54435
10600,soft,600,739485,54525
20001,medium,1,2580,100
20002,medium,2,2580,100
20003,medium,3,2580,100
20004,medium,4,2580,100
20005,medium,5,2580,100
20006,medium,6,2710,105
20007,medium,7,2970,115
20008,medium,8,3220,125
20009,medium,9,3350,130
20010,medium,10,3480,135
20011,medium,11,3610,140
20012,medium,12,4310,165
20013,medium,13,5170,175
20014,medium,14,5300,180
20015,medium,15,5430,185
20016,medium,16,5560,190
20017,medium,17,5690,195
20018,medium,18,5820,200
20019,medium,19,5960,205
20020,medium,20,6090,210
20021,medium,21,6220,215
20022,medium,22,6350,220
20023,medium,23,7240,230
20024,medium,24,7370,235
20025,medium,25,7510,240
20026,medium,26,7640,245
20027,medium,27,7770,250
20028,medium,28,8090,261
20029,medium,29,8220,266
20030,medium,30,8360,271
20031,medium,31,8490,276
20032,medium,32,8620,281
20033,medium,33,8760,286
20034,medium,34,8890,291
20035,medium,35,9030,296
20036,medium,36,9160,301
20037,medium,37,9300,306
20038,medium,38,9430,311
20039,medium,39,9560,316
20040,medium,40,9700,321
20041,medium,41,10080,326
20042,medium,42,10360,336
20043,medium,43,10780,429
20044,medium,44,11060,439
20045,medium,45,11330,449
20046,medium,46,11850,467
20047,medium,47,12120,477
20048,medium,48,12400,487
20049,medium,49,12670,497
20050,medium,50,12950,507
20051,medium,51,13330,521
20052,medium,52,13610,531
20053,medium,53,14250,541
20054,medium,54,14560,551
20055,medium,55,14870,561
20056,medium,56,15300,574
20057,medium,57,15610,584
20058,medium,58,17470,594
20059,medium,59,17800,604
20060,medium,60,18140,614
20061,medium,61,18600,628
20062,medium,62,19150,644
20063,medium,63,20010,670
20064,medium,64,20350,680
20065,medium,65,20690,690
20066,medium,66,21030,700
20067,medium,67,21720,721
20068,medium,68,22060,731
20069,medium,69,22400,741
20070,medium,70,22730,751
20071,medium,71,23070,761
20072,medium,72,23620,777
20073,medium,73,23960,787
20074,medium,74,24290,797
20075,medium,75,24630,807
20076,medium,76,24970,817
20077,medium,77,25310,827
20078,medium,78,25860,843
20079,medium,79,26190,853
20080,medium,80,26530,863
20081,medium,81,26870,873
20082,medium,82,27440,890
20083,medium,83,29860,961
20084,medium,84,30580,983
20085,medium,85,31100,998
20086,medium,86,31620,1013
20087,medium,87,32130,1028
20088,medium,88,32650,1044
20089,medium,89,33170,1059
20090,medium,90,33680,1074
20091,medium,91,34780,1108
20092,medium,92,35550,1130
20093,medium,93,36070,1145
20094,medium,94,36590,1161
20095,medium,95,37100,1176
20096,medium,96,37970,1213
20097,medium,97,38480,1228
20098,medium,98,39260,1252
20099,medium,99,39900,1277
20100,medium,100,40420,1292
20101,medium,101,40940,1308
20102,medium,102,41930,1343
20103,medium,103,59460,2568
20104,medium,104,46060,1484
20105,medium,105,46860,1507
20106,medium,106,47510,1533
20107,medium,107,48370,1558
20108,medium,108,49180,1583
20109,medium,109,49830,1609
20110,medium,110,50360,1624
20111,medium,111,50890,1640
20112,medium,112,51540,1665
20113,medium,113,52410,1691
20114,medium,114,52940,1707
20115,medium,115,53590,1732
20116,medium,116,54730,1748
20117,medium,117,55270,1763
20118,medium,118,56060,1812
20119,medium,119,57570,1857
20120,medium,120,58400,1880
20121,medium,121,59060,1906
20122,medium,122,59600,1921
20123,medium,123,75250,3023
20124,medium,124,77650,3093
20125,medium,125,78980,3133
20126,medium,126,67640,2182
20127,medium,127,68490,2213
20128,medium,128,69340,2244
20129,medium,129,70190,2275
20130,medium,130,71230,2306
20131,medium,131,72080,2337
20132,medium,132,73870,2411
20133,medium,133,74720,2442
20134,medium,134,75570,2473
20135,medium,135,76420,2505
20136,medium,136,77610,2545
20137,medium,137,78330,2566
20138,medium,138,80110,2625
20139,medium,139,80970,2656
20140,medium,140,81820,2688
20141,medium,141,82670,2719
20142,medium,142,83390,2740
20143,medium,143,95390,2908
20144,medium,144,96320,2940
20145,medium,145,98270,3017
20146,medium,146,99060,3038
20147,medium,147,100000,3070
20148,medium,148,100930,3102
20149,medium,149,101720,3124
20150,medium,150,103040,3166
20151,medium,151,103970,3198
20152,medium,152,109730,3354
20153,medium,153,111050,3396
20154,medium,154,111980,3428
20155,medium,155,112780,3449
20156,medium,156,113710,3481
20157,medium,157,114650,3513
20158,medium,158,117310,3586
20159,medium,159,118250,3618
20160,medium,160,119040,3661
20161,medium,161,120370,3703
20162,medium,162,121160,3724
20163,medium,163,135980,4593
20164,medium,164,140850,4740
20165,medium,165,141860,4768
20166,medium,166,142870,4795
20167,medium,167,134270,4106
20168,medium,168,135420,4144
20169,medium,169,136850,4182
20170,medium,170,138000,4220
20171,medium,171,140490,4288
20172,medium,172,141640,4326
20173,medium,173,143070,4365
20174,medium,174,144220,4403
20175,medium,175,145230,4430
20176,medium,176,146390,4468
20177,medium,177,150450,4536
20178,medium,178,151610,4574
20179,medium,179,153050,4636
20180,medium,180,154210,4674
20181,medium,181,155240,4702
20182,medium,182,156260,4729
20183,medium,183,171290,5544
20184,medium,184,173810,5612
20185,medium,185,177790,5734
20186,medium,186,178830,5762
20187,medium,187,179870,5790
20188,medium,188,180910,5818
20189,medium,189,173980,5233
20190,medium,190,175170,5272
20191,medium,191,180440,5415
20192,medium,192,181630,5453
20193,medium,193,183100,5493
20194,medium,194,184140,5521
20195,medium,195,185330,5560
20196,medium,196,186370,5588
20197,medium,197,188000,5638
20198,medium,198,191840,5742
20199,medium,199,192880,5770
20200,medium,200,194070,5808
20201,medium,201,195110,5837
20202,medium,202,196610,5876
20203,medium,203,204070,6112
20204,medium,204,205320,6145
20205,medium,205,206720,6190
20206,medium,206,214740,6422
20207,medium,207,216010,6456
20208,medium,208,217430,6501
20209,medium,209,218710,6536
20210,medium,210,220440,6582
20211,medium,211,221870,6627
20212,medium,212,223140,6661
20213,medium,213,224410,6696
20214,medium,214,228640,6815
20215,medium,215,230380,6862
20216,medium,216,231650,6897
20217,medium,217,232920,6931
20218,medium,218,234350,6976
20219,medium,219,235620,7010
20220,medium,220,237520,7067
20221,medium,221,238790,7102
20222,medium,222,243470,7235
20223,medium,223,256840,7479
20224,medium,224,258290,7524
20225,medium,225,260210,7614
20226,medium,226,261510,7649
20227,medium,227,267140,7814
20228,medium,228,268460,7849
20229,medium,229,270260,7896
20230,medium,230,274580,8017
20231,medium,231,275900,8052
20232,medium,232,277870,8111
20233,medium,233,279190,8146
20234,medium,234,280670,8192
20235,medium,235,281990,8227
20236,medium,236,283950,8286
20237,medium,237,285270,8321
20238,medium,238,286590,8356
20239,medium,239,296560,8627
20240,medium,240,297880,8662
20241,medium,241,299360,8708
20242,medium,242,300680,8743
20243,medium,243,311770,9037
20244,medium,244,318750,9089
20245,medium,245,320320,9130
20246,medium,246,322040,9217
20247,medium,247,323600,9257
20248,medium,248,335580,9620
20249,medium,249,337330,9673
20250,medium,250,338920,9715
20251,medium,251,340520,9756
20252,medium,252,342270,9856
20253,medium,253,343870,9898
20254,medium,254,345460,9939
20255,medium,255,352970,9992
20256,medium,256,354590,10033
20257,medium,257,356210,10129
20258,medium,258,363290,10311
20259,medium,259,365080,10364
20260,medium,260,366700,10405
20261,medium,261,368320,10447
20262,medium,262,370100,10562
20263,medium,263,383890,10916
20264,medium,264,385510,10958
20265,medium,265,387130,10999
20266,medium,266,388920,11052
20267,medium,267,407710,11233
20268,medium,268,409380,11274
20269,medium,269,417340,11563
20270,medium,270,419040,11605
20271,medium,271,420740,11647
20272,medium,272,422440,11690
20273,medium,273,424300,11743
20274,medium,274,426000,11786
20275,medium,275,427700,11828
20276,medium,276,429400,11870
20277,medium,277,436890,12147
20278,medium,278,438590,12189
20279,medium,279,440280,12232
20280,medium,280,441980,12274
20281,medium,281,443680,12316
20282,medium,282,445550,12370
20283,medium,283,462340,12788
20284,medium,284,464280,12837
20285,medium,285,473610,12885
20286,medium,286,475750,12945
20287,medium,287,483440,13227
20288,medium,288,485410,13275
20289,medium,289,487380,13324
20290,medium,290,489350,13372
20291,medium,291,491490,13432
20292,medium,292,493460,13480
20293,medium,293,495440,13528
20294,medium,294,497410,13577
20295,medium,295,534430,13625
20296,medium,296,536720,13685
20297,medium,297,556080,14127
20298,medium,298,558190,14175
20299,medium,299,560300,14333
20300,medium,300,562400,14381
20301,medium,301,564700,14441
20302,medium,302,566810,14489
20303,medium,303,587980,14975
20304,medium,304,590090,15023
20305,medium,305,592200,15072
20306,medium,306,594310,15120
20307,medium,307,608420,15180
20308,medium,308,610570,15228
20309,medium,309,624320,15536
20310,medium,310,626470,15585
20311,medium,311,628620,15633
20312,medium,312,630770,15681
20313,medium,313,633110,15741
20314,medium,314,640740,15789
20315,medium,315,642910,15838
20316,medium,316,645080,16012
20317,medium,317,647250,16060
20318,medium,318,649420,16109
20319,medium,319,651590,16157
20320,medium,320,708230,16217
20321,medium,321,710580,16265
20322,medium,322,725620,16574
20323,medium,323,752610,17129
20324,medium,324,755250,17184
20325,medium,325,757900,17238
20326,medium,326,760540,17293
20327,medium,327,763390,17358
20328,medium,328,766030,17413
20329,medium,329,768680,17467
20330,medium,330,771320,17521
20331,medium,331,773960,17576
20332,medium,332,804210,17630
20333,medium,333,806950,17685
20334,medium,334,823020,18010
20335,medium,335,825760,18065
20336,medium,336,845280,18119
20337,medium,337,848080,18173
20338,medium,338,850870,18373
20339,medium,339,853660,18427
20340,medium,340,856460,18482
20341,medium,341,859250,18536
20342,medium,342,862260,18602
20343,medium,343,894870,19236
20344,medium,344,897660,19291
20345,medium,345,985740,19345
20346,medium,346,988790,19399
20347,medium,347,1006520,19712
20348,medium,348,1009580,19767
20349,medium,349,1012640,19821
20350,medium,350,1015940,19887
20351,medium,351,1018990,19941
20352,medium,352,1022050,19996
20353,medium,353,1025110,20050
20354,medium,354,1028160,20104
20355,medium,355,1031220,20159
20356,medium,356,1034280,20213
20357,medium,357,1037340,20268
20358,medium,358,1040390,20322
20359,medium,359,1058360,20648
20360,medium,360,1061420,20702
20361,medium,361,1064480,20756
20362,medium,362,1067530,20811
20363,medium,363,1107920,21529
20364,medium,364,1111320,21589
20365,medium,365,1114720,21649
20366,medium,366,1118110,21710
20367,medium,367,1121510,21770
20368,medium,368,1124910,21831
20369,medium,369,1128540,21903
20370,medium,370,1131940,21963
20371,medium,371,1135340,22023
20372,medium,372,1138730,22084
20373,medium,373,1142130,22144
20374,medium,374,1145530,22205
20375,medium,375,1148920,22265
20376,medium,376,1152320,22326
20377,medium,377,1155720,22386
20378,medium,378,1159120,22446
20379,medium,379,1162510,22507
20380,medium,380,1166150,22579
20381,medium,381,1169550,22639
20382,medium,382,1172940,22699
20383,medium,383,1218560,23511
20384,medium,384,1221960,23572
20385,medium,385,1225360,23632
20386,medium,386,1228750,23693
20387,medium,387,1232150,23753
20388,medium,388,1235550,23814
20389,medium,389,1238940,23874
20390,medium,390,1242340,23934
20391,medium,391,1245740,23995
20392,medium,392,1249370,24067
20393,medium,393,1252770,24127
20394,medium,394,1256170,24187
20395,medium,395,1259560,24248
20396,medium,396,1262960,24308
20397,medium,397,1266360,24369
20398,medium,398,1269760,24429
20399,medium,399,1273150,24490
20400,medium,400,1276550,24550
20401,medium,401,1279950,24610
20402,medium,402,1283340,24671
20403,medium,403,1334470,25581
20404,medium,404,1338440,25659
20405,medium,405,1342180,25725
20406,medium,406,1345910,25792
