id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,class,item_rare,grade_core_id,grow_grade,stat/0/stat_type,stat/0/stat_value,stat/1/stat_type,stat/1/stat_value,stat/2/stat_type,stat/2/stat_value,stat/3/stat_type,stat/3/stat_value,stat/4/stat_type,stat/4/stat_value,stat/5/stat_type,stat/5/stat_value,option_slot/0/option_slot,option_slot/0/option_slot_success_ratio,option_slot/1/option_slot,option_slot/1/option_slot_success_ratio,option_slot/2/option_slot,option_slot/2/option_slot_success_ratio,option_cost,option_change_cost,option_lock_cost
3210101,Locale_Item:EquipName_3210101,Locale_Item:EquipDescription_3210101,icn_equipment_body_attacker_t1,Equip,Module_B,Attacker,T1,1,0,Atk,12,Hp,1755,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210201,Locale_Item:EquipName_3210201,Locale_Item:EquipDescription_3210201,icn_equipment_body_attacker_t1,Equip,Module_B,Attacker,T2,2,0,Atk,16,Hp,2300,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210301,Locale_Item:EquipName_3210301,Locale_Item:EquipDescription_3210301,icn_equipment_body_attacker_t3,Equip,Module_B,Attacker,T3,3,0,Atk,20,Hp,3013,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210401,Locale_Item:EquipName_3210401,Locale_Item:EquipDescription_3210401,icn_equipment_body_attacker_t3,Equip,Module_B,Attacker,T4,4,0,Atk,34,Hp,4944,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210501,Locale_Item:EquipName_3210501,Locale_Item:EquipDescription_3210501,icn_equipment_body_attacker_t5,Equip,Module_B,Attacker,T5,5,0,Atk,55,Hp,8108,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210601,Locale_Item:EquipName_3210601,Locale_Item:EquipDescription_3210601,icn_equipment_body_attacker_t5,Equip,Module_B,Attacker,T6,6,0,Atk,97,Hp,14192,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210701,Locale_Item:EquipName_3210701,Locale_Item:EquipDescription_3210701,icn_equipment_body_attacker_t7,Equip,Module_B,Attacker,T7,7,0,Atk,170,Hp,24839,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210801,Locale_Item:EquipName_3210801,Locale_Item:EquipDescription_3210801,icn_equipment_body_attacker_t7,Equip,Module_B,Attacker,T8,8,0,Atk,316,Hp,46203,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3210901,Locale_Item:EquipName_3210901,Locale_Item:EquipDescription_3210901,icn_equipment_body_attacker_t9_1,Equip,Module_B,Attacker,T9,9,3211001,Atk,588,Hp,85937,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3211001,Locale_Item:EquipName_3211001,Locale_Item:EquipDescription_3211001,icn_equipment_body_attacker_t9_3,Equip,Module_B,Attacker,T10,10,0,Atk,1093,Hp,159840,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3220101,Locale_Item:EquipName_3220101,Locale_Item:EquipDescription_3220101,icn_equipment_body_defender_t1,Equip,Module_B,Defender,T1,1,0,Atk,8,Hp,2145,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220201,Locale_Item:EquipName_3220201,Locale_Item:EquipDescription_3220201,icn_equipment_body_defender_t1,Equip,Module_B,Defender,T2,2,0,Atk,10,Hp,2811,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220301,Locale_Item:EquipName_3220301,Locale_Item:EquipDescription_3220301,icn_equipment_body_defender_t3,Equip,Module_B,Defender,T3,3,0,Atk,14,Hp,3683,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220401,Locale_Item:EquipName_3220401,Locale_Item:EquipDescription_3220401,icn_equipment_body_defender_t3,Equip,Module_B,Defender,T4,4,0,Atk,22,Hp,6042,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220501,Locale_Item:EquipName_3220501,Locale_Item:EquipDescription_3220501,icn_equipment_body_defender_t5,Equip,Module_B,Defender,T5,5,0,Atk,37,Hp,9910,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220601,Locale_Item:EquipName_3220601,Locale_Item:EquipDescription_3220601,icn_equipment_body_defender_t5,Equip,Module_B,Defender,T6,6,0,Atk,65,Hp,17346,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220701,Locale_Item:EquipName_3220701,Locale_Item:EquipDescription_3220701,icn_equipment_body_defender_t7,Equip,Module_B,Defender,T7,7,0,Atk,114,Hp,30359,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220801,Locale_Item:EquipName_3220801,Locale_Item:EquipDescription_3220801,icn_equipment_body_defender_t7,Equip,Module_B,Defender,T8,8,0,Atk,210,Hp,56471,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3220901,Locale_Item:EquipName_3220901,Locale_Item:EquipDescription_3220901,icn_equipment_body_defender_t9_1,Equip,Module_B,Defender,T9,9,3221001,Atk,392,Hp,105034,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3221001,Locale_Item:EquipName_3221001,Locale_Item:EquipDescription_3221001,icn_equipment_body_defender_t9_3,Equip,Module_B,Defender,T10,10,0,Atk,729,Hp,195360,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3230101,Locale_Item:EquipName_3230101,Locale_Item:EquipDescription_3230101,icn_equipment_body_supporter_t1,Equip,Module_B,Supporter,T1,1,0,Atk,10,Hp,1950,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230201,Locale_Item:EquipName_3230201,Locale_Item:EquipDescription_3230201,icn_equipment_body_supporter_t1,Equip,Module_B,Supporter,T2,2,0,Atk,13,Hp,2555,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230301,Locale_Item:EquipName_3230301,Locale_Item:EquipDescription_3230301,icn_equipment_body_supporter_t3,Equip,Module_B,Supporter,T3,3,0,Atk,17,Hp,3348,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230401,Locale_Item:EquipName_3230401,Locale_Item:EquipDescription_3230401,icn_equipment_body_supporter_t3,Equip,Module_B,Supporter,T4,4,0,Atk,28,Hp,5493,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230501,Locale_Item:EquipName_3230501,Locale_Item:EquipDescription_3230501,icn_equipment_body_supporter_t5,Equip,Module_B,Supporter,T5,5,0,Atk,46,Hp,9009,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230601,Locale_Item:EquipName_3230601,Locale_Item:EquipDescription_3230601,icn_equipment_body_supporter_t5,Equip,Module_B,Supporter,T6,6,0,Atk,81,Hp,15769,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230701,Locale_Item:EquipName_3230701,Locale_Item:EquipDescription_3230701,icn_equipment_body_supporter_t7,Equip,Module_B,Supporter,T7,7,0,Atk,142,Hp,27599,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230801,Locale_Item:EquipName_3230801,Locale_Item:EquipDescription_3230801,icn_equipment_body_supporter_t7,Equip,Module_B,Supporter,T8,8,0,Atk,263,Hp,51337,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3230901,Locale_Item:EquipName_3230901,Locale_Item:EquipDescription_3230901,icn_equipment_body_supporter_t9_1,Equip,Module_B,Supporter,T9,9,3231001,Atk,490,Hp,95485,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3231001,Locale_Item:EquipName_3231001,Locale_Item:EquipDescription_3231001,icn_equipment_body_supporter_t9_3,Equip,Module_B,Supporter,T10,10,0,Atk,911,Hp,177600,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3300901,Locale_Item:EquipName_3000_A,Locale_Item:EquipDescription_3000_A,icn_equipment_arm_attacker_t9_3,Equip,Module_C,All,T9,9,0,Defence,999999,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310101,Locale_Item:EquipName_3310101,Locale_Item:EquipDescription_3310101,icn_equipment_arm_attacker_t1,Equip,Module_C,Attacker,T1,1,0,Atk,42,Defence,7,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310201,Locale_Item:EquipName_3310201,Locale_Item:EquipDescription_3310201,icn_equipment_arm_attacker_t1,Equip,Module_C,Attacker,T2,2,0,Atk,55,Defence,9,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310301,Locale_Item:EquipName_3310301,Locale_Item:EquipDescription_3310301,icn_equipment_arm_attacker_t3,Equip,Module_C,Attacker,T3,3,0,Atk,72,Defence,13,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310401,Locale_Item:EquipName_3310401,Locale_Item:EquipDescription_3310401,icn_equipment_arm_attacker_t3,Equip,Module_C,Attacker,T4,4,0,Atk,119,Defence,20,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310501,Locale_Item:EquipName_3310501,Locale_Item:EquipDescription_3310501,icn_equipment_arm_attacker_t5,Equip,Module_C,Attacker,T5,5,0,Atk,194,Defence,33,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310601,Locale_Item:EquipName_3310601,Locale_Item:EquipDescription_3310601,icn_equipment_arm_attacker_t5,Equip,Module_C,Attacker,T6,6,0,Atk,340,Defence,58,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310701,Locale_Item:EquipName_3310701,Locale_Item:EquipDescription_3310701,icn_equipment_arm_attacker_t7,Equip,Module_C,Attacker,T7,7,0,Atk,595,Defence,102,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310801,Locale_Item:EquipName_3310801,Locale_Item:EquipDescription_3310801,icn_equipment_arm_attacker_t7,Equip,Module_C,Attacker,T8,8,0,Atk,1106,Defence,189,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3310901,Locale_Item:EquipName_3310901,Locale_Item:EquipDescription_3310901,icn_equipment_arm_attacker_t9_1,Equip,Module_C,Attacker,T9,9,3311001,Atk,2058,Defence,352,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3311001,Locale_Item:EquipName_3311001,Locale_Item:EquipDescription_3311001,icn_equipment_arm_attacker_t9_3,Equip,Module_C,Attacker,T10,10,0,Atk,3827,Defence,654,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3320101,Locale_Item:EquipName_3320101,Locale_Item:EquipDescription_3320101,icn_equipment_arm_defender_t1,Equip,Module_C,Defender,T1,1,0,Atk,28,Defence,9,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320201,Locale_Item:EquipName_3320201,Locale_Item:EquipDescription_3320201,icn_equipment_arm_defender_t1,Equip,Module_C,Defender,T2,2,0,Atk,37,Defence,11,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320301,Locale_Item:EquipName_3320301,Locale_Item:EquipDescription_3320301,icn_equipment_arm_defender_t3,Equip,Module_C,Defender,T3,3,0,Atk,48,Defence,15,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320401,Locale_Item:EquipName_3320401,Locale_Item:EquipDescription_3320401,icn_equipment_arm_defender_t3,Equip,Module_C,Defender,T4,4,0,Atk,79,Defence,24,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320501,Locale_Item:EquipName_3320501,Locale_Item:EquipDescription_3320501,icn_equipment_arm_defender_t5,Equip,Module_C,Defender,T5,5,0,Atk,130,Defence,41,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320601,Locale_Item:EquipName_3320601,Locale_Item:EquipDescription_3320601,icn_equipment_arm_defender_t5,Equip,Module_C,Defender,T6,6,0,Atk,226,Defence,70,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320701,Locale_Item:EquipName_3320701,Locale_Item:EquipDescription_3320701,icn_equipment_arm_defender_t7,Equip,Module_C,Defender,T7,7,0,Atk,397,Defence,124,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320801,Locale_Item:EquipName_3320801,Locale_Item:EquipDescription_3320801,icn_equipment_arm_defender_t7,Equip,Module_C,Defender,T8,8,0,Atk,738,Defence,231,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3320901,Locale_Item:EquipName_3320901,Locale_Item:EquipDescription_3320901,icn_equipment_arm_defender_t9_1,Equip,Module_C,Defender,T9,9,3321001,Atk,1372,Defence,430,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3321001,Locale_Item:EquipName_3321001,Locale_Item:EquipDescription_3321001,icn_equipment_arm_defender_t9_3,Equip,Module_C,Defender,T10,10,0,Atk,2551,Defence,800,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3330101,Locale_Item:EquipName_3330101,Locale_Item:EquipDescription_3330101,icn_equipment_arm_supporter_t1,Equip,Module_C,Supporter,T1,1,0,Atk,35,Defence,8,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330201,Locale_Item:EquipName_3330201,Locale_Item:EquipDescription_3330201,icn_equipment_arm_supporter_t1,Equip,Module_C,Supporter,T2,2,0,Atk,46,Defence,10,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330301,Locale_Item:EquipName_3330301,Locale_Item:EquipDescription_3330301,icn_equipment_arm_supporter_t3,Equip,Module_C,Supporter,T3,3,0,Atk,60,Defence,14,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330401,Locale_Item:EquipName_3330401,Locale_Item:EquipDescription_3330401,icn_equipment_arm_supporter_t3,Equip,Module_C,Supporter,T4,4,0,Atk,99,Defence,22,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330501,Locale_Item:EquipName_3330501,Locale_Item:EquipDescription_3330501,icn_equipment_arm_supporter_t5,Equip,Module_C,Supporter,T5,5,0,Atk,162,Defence,37,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330601,Locale_Item:EquipName_3330601,Locale_Item:EquipDescription_3330601,icn_equipment_arm_supporter_t5,Equip,Module_C,Supporter,T6,6,0,Atk,283,Defence,64,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330701,Locale_Item:EquipName_3330701,Locale_Item:EquipDescription_3330701,icn_equipment_arm_supporter_t7,Equip,Module_C,Supporter,T7,7,0,Atk,496,Defence,113,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330801,Locale_Item:EquipName_3330801,Locale_Item:EquipDescription_3330801,icn_equipment_arm_supporter_t7,Equip,Module_C,Supporter,T8,8,0,Atk,922,Defence,210,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3330901,Locale_Item:EquipName_3330901,Locale_Item:EquipDescription_3330901,icn_equipment_arm_supporter_t9_1,Equip,Module_C,Supporter,T9,9,3331001,Atk,1715,Defence,391,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3331001,Locale_Item:EquipName_3331001,Locale_Item:EquipDescription_3331001,icn_equipment_arm_supporter_t9_3,Equip,Module_C,Supporter,T10,10,0,Atk,3189,Defence,727,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3400901,Locale_Item:EquipName_4000_A,Locale_Item:EquipDescription_4000_A,icn_equipment_leg_attacker_t9_3,Equip,Module_D,All,T9,9,0,Hp,99999999,Defence,999999,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410101,Locale_Item:EquipName_3410101,Locale_Item:EquipDescription_3410101,icn_equipment_leg_attacker_t1,Equip,Module_D,Attacker,T1,1,0,Defence,11,Hp,405,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410201,Locale_Item:EquipName_3410201,Locale_Item:EquipDescription_3410201,icn_equipment_leg_attacker_t1,Equip,Module_D,Attacker,T2,2,0,Defence,14,Hp,531,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410301,Locale_Item:EquipName_3410301,Locale_Item:EquipDescription_3410301,icn_equipment_leg_attacker_t3,Equip,Module_D,Attacker,T3,3,0,Defence,18,Hp,696,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410401,Locale_Item:EquipName_3410401,Locale_Item:EquipDescription_3410401,icn_equipment_leg_attacker_t3,Equip,Module_D,Attacker,T4,4,0,Defence,31,Hp,1141,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410501,Locale_Item:EquipName_3410501,Locale_Item:EquipDescription_3410501,icn_equipment_leg_attacker_t5,Equip,Module_D,Attacker,T5,5,0,Defence,50,Hp,1871,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410601,Locale_Item:EquipName_3410601,Locale_Item:EquipDescription_3410601,icn_equipment_leg_attacker_t5,Equip,Module_D,Attacker,T6,6,0,Defence,87,Hp,3275,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410701,Locale_Item:EquipName_3410701,Locale_Item:EquipDescription_3410701,icn_equipment_leg_attacker_t7,Equip,Module_D,Attacker,T7,7,0,Defence,152,Hp,5732,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410801,Locale_Item:EquipName_3410801,Locale_Item:EquipDescription_3410801,icn_equipment_leg_attacker_t7,Equip,Module_D,Attacker,T8,8,0,Defence,284,Hp,10662,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3410901,Locale_Item:EquipName_3410901,Locale_Item:EquipDescription_3410901,icn_equipment_leg_attacker_t9_1,Equip,Module_D,Attacker,T9,9,3411001,Defence,527,Hp,19832,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3411001,Locale_Item:EquipName_3411001,Locale_Item:EquipDescription_3411001,icn_equipment_leg_attacker_t9_3,Equip,Module_D,Attacker,T10,10,0,Defence,981,Hp,36887,None,0,None,0,None,0,None,0,100000,10000,100000,5000,100000,3000,10,200,100
3420101,Locale_Item:EquipName_3420101,Locale_Item:EquipDescription_3420101,icn_equipment_leg_defender_t1,Equip,Module_D,Defender,T1,1,0,Defence,13,Hp,495,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420201,Locale_Item:EquipName_3420201,Locale_Item:EquipDescription_3420201,icn_equipment_leg_defender_t1,Equip,Module_D,Defender,T2,2,0,Defence,18,Hp,649,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420301,Locale_Item:EquipName_3420301,Locale_Item:EquipDescription_3420301,icn_equipment_leg_defender_t3,Equip,Module_D,Defender,T3,3,0,Defence,22,Hp,850,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420401,Locale_Item:EquipName_3420401,Locale_Item:EquipDescription_3420401,icn_equipment_leg_defender_t3,Equip,Module_D,Defender,T4,4,0,Defence,37,Hp,1395,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
3420501,Locale_Item:EquipName_3420501,Locale_Item:EquipDescription_3420501,icn_equipment_leg_defender_t5,Equip,Module_D,Defender,T5,5,0,Defence,61,Hp,2287,None,0,None,0,None,0,None,0,0,0,0,0,0,0,0,0,0
