id,group,order,character_name_code,bonus_percent
3001,30,1,5082,600000
3002,30,2,5020,400000
3003,30,3,5016,400000
3004,30,4,5017,300000
3005,30,5,5054,300000
3006,30,6,5001,300000
3007,30,7,3008,200000
3008,30,8,3003,200000
3009,30,9,3010,200000
3101,31,1,5101,600000
3102,31,2,5061,400000
3103,31,3,5042,400000
3104,31,4,5007,300000
3105,31,5,5039,300000
3106,31,6,5006,300000
3107,31,7,5102,300000
3108,31,8,3001,200000
3109,31,9,3005,200000
3110,31,10,3002,200000
3201,32,1,5101,600000
3202,32,2,5061,400000
3203,32,3,5042,400000
3204,32,4,5007,300000
3205,32,5,5039,300000
3206,32,6,5006,300000
3207,32,7,5102,300000
3208,32,8,3001,200000
3209,32,9,3005,200000
3210,32,10,3002,200000
3301,33,1,5081,600000
3302,33,2,5033,400000
3303,33,3,5004,400000
3304,33,4,5015,300000
3305,33,5,5021,300000
3306,33,6,5025,300000
3307,33,7,3006,200000
3308,33,8,3009,200000
3309,33,9,3003,200000
3401,34,1,5103,600000
3402,34,2,5009,400000
3403,34,3,5008,400000
3404,34,4,5005,300000
3405,34,5,5023,300000
3406,34,6,5022,300000
3407,34,7,3007,200000
3408,34,8,3003,200000
3409,34,9,3010,200000
3501,35,1,5103,600000
3502,35,2,5104,600000
3503,35,3,5009,400000
3504,35,4,5008,400000
3505,35,5,5005,300000
3506,35,6,5023,300000
3507,35,7,5022,300000
3508,35,8,3007,200000
3509,35,9,3003,200000
3510,35,10,3010,200000
3601,36,1,5105,600000
3602,36,2,5011,400000
3603,36,3,5074,400000
3604,36,4,5029,300000
3605,36,5,1022,300000
3606,36,6,5014,300000
3607,36,7,3001,200000
3608,36,8,3005,200000
3609,36,9,3002,200000
3701,37,1,5092,600000
3702,37,2,5031,400000
3703,37,3,5054,400000
3704,37,4,5068,300000
3705,37,5,5027,300000
3706,37,6,5026,300000
3707,37,7,3008,200000
3708,37,8,3003,200000
3709,37,9,3006,200000
3801,38,1,1021,600000
3802,38,2,5002,400000
3803,38,3,1012,400000
3804,38,4,5045,300000
3805,38,5,5036,300000
3806,38,6,5070,300000
3807,38,7,3001,200000
3808,38,8,3005,200000
3809,38,9,3002,200000
3901,39,1,5106,600000
3902,39,2,5046,600000
3903,39,3,5024,400000
3904,39,4,5050,400000
3905,39,5,5051,300000
3906,39,6,5028,300000
3907,39,7,5100,300000
3908,39,8,3009,200000
3909,39,9,3003,200000
3910,39,10,3006,200000
4001,40,1,5107,600000
4002,40,2,5003,400000
4003,40,3,5001,400000
4004,40,4,5032,300000
4005,40,5,5075,300000
4006,40,6,5016,300000
4007,40,7,3001,200000
4008,40,8,3005,200000
4009,40,9,3010,200000
4101,41,1,5109,600000
4102,41,2,5050,400000
4103,41,3,5051,400000
4104,41,4,5007,300000
4105,41,5,5020,300000
4106,41,6,3013,300000
4107,41,7,3009,200000
4108,41,8,3005,200000
4109,41,9,3006,200000
4201,42,1,5109,600000
4202,42,2,5108,600000
4203,42,3,5050,400000
4204,42,4,5051,400000
4205,42,5,5007,300000
4206,42,6,5019,300000
4207,42,7,3013,300000
4208,42,8,3009,200000
4209,42,9,3005,200000
4210,42,10,3006,200000
4301,43,1,5110,600000
4302,43,2,5045,400000
4303,43,3,5037,400000
4304,43,4,5030,300000
4305,43,5,5025,300000
4306,43,6,5066,300000
4307,43,7,3010,200000
4308,43,8,3007,200000
4309,43,9,3001,200000
4401,44,1,5111,600000
4402,44,2,5045,400000
4403,44,3,5016,400000
4404,44,4,5039,300000
4405,44,5,5038,300000
4406,44,6,5017,300000
4407,44,7,3008,200000
4408,44,8,3003,200000
4409,44,9,3006,200000
4501,45,1,5065,600000
4502,45,2,5044,400000
4503,45,3,5012,400000
4504,45,4,5040,300000
4505,45,5,5010,300000
4506,45,6,5006,300000
4507,45,7,5053,300000
4508,45,8,3001,200000
4509,45,9,3005,200000
4510,45,10,3002,200000
4601,46,1,5065,600000
4602,46,2,5044,400000
4603,46,3,5012,400000
4604,46,4,5041,300000
4605,46,5,5010,300000
4606,46,6,5006,300000
4607,46,7,5053,300000
4608,46,8,3001,200000
4609,46,9,3005,200000
4610,46,10,3002,200000
4701,47,1,5112,600000
4702,47,2,5020,400000
4703,47,3,5107,400000
4704,47,4,5003,300000
4705,47,5,5032,300000
4706,47,6,5033,300000
4707,47,7,3010,200000
4708,47,8,3007,200000
4709,47,9,3006,200000
4801,48,1,5113,600000
4802,48,2,5039,400000
4803,48,3,5026,400000
4804,48,4,5034,300000
4805,48,5,5075,300000
4806,48,6,5009,300000
4807,48,7,3001,200000
4808,48,8,3005,200000
4809,48,9,3002,200000
4901,49,1,5113,600000
4902,49,2,5114,600000
4903,49,3,5039,400000
4904,49,4,5026,400000
4905,49,5,5034,300000
4906,49,6,5075,300000
4907,49,7,5009,300000
4908,49,8,3001,200000
4909,49,9,3005,200000
4910,49,10,3002,200000
5001,50,1,5115,600000
5002,50,2,5111,400000
5003,50,3,5028,400000
5004,50,4,5011,300000
5005,50,5,5014,300000
5006,50,6,1007,300000
5007,50,7,3009,200000
5008,50,8,3003,200000
5009,50,9,3006,200000
5101,51,1,5117,600000
5102,51,2,1022,400000
5103,51,3,5055,400000
5104,51,4,5032,300000
5105,51,5,5079,300000
5106,51,6,1020,300000
5107,51,7,3001,200000
5108,51,8,3005,200000
5109,51,9,3002,200000
5201,52,1,5117,600000
5202,52,2,5116,600000
5203,52,3,1022,400000
5204,52,4,5055,400000
5205,52,5,5032,300000
5206,52,6,5079,300000
5207,52,7,1020,300000
5208,52,8,3001,200000
5209,52,9,3005,200000
5210,52,10,3002,200000
5301,53,1,5077,600000
5302,53,2,5034,400000
5303,53,3,1021,400000
5304,53,4,5017,300000
5305,53,5,5037,300000
5306,53,6,1010,300000
5307,53,7,3009,200000
5308,53,8,3003,200000
5309,53,9,3006,200000
5401,54,1,5088,600000
5402,54,2,5048,400000
5403,54,3,5099,400000
5404,54,4,5100,300000
5405,54,5,5007,300000
5406,54,6,5038,300000
5407,54,7,3001,200000
5408,54,8,3005,200000
5409,54,9,3002,200000
5501,55,1,5118,620000
5502,55,2,5077,400000
5503,55,3,5020,400000
5504,55,4,5023,300000
5505,55,5,5010,300000
5506,55,6,3014,300000
5507,55,7,3001,200000
5508,55,8,3005,200000
5509,55,9,3002,200000
5601,56,1,5118,620000
5602,56,2,5119,600000
5603,56,3,5077,400000
5604,56,4,5020,400000
5605,56,5,5023,300000
5606,56,6,5010,300000
5607,56,7,3014,300000
5608,56,8,3001,200000
5609,56,9,3005,200000
5610,56,10,3002,200000
5701,57,1,5118,620000
5702,57,2,5119,600000
5703,57,3,5120,680000
5704,57,4,5077,400000
5705,57,5,5020,400000
5706,57,6,5023,300000
5707,57,7,5010,300000
5708,57,8,3014,300000
5709,57,9,3001,200000
5710,57,10,3005,200000
5711,57,11,3002,200000
5801,58,1,5049,600000
5802,58,2,5092,400000
5803,58,3,5035,400000
5804,58,4,5009,300000
5805,58,5,5008,300000
5806,58,6,5002,300000
5807,58,7,3009,200000
5808,58,8,3003,200000
5809,58,9,3006,200000
5901,59,1,5121,600000
5902,59,2,5122,600000
5903,59,3,5017,400000
5904,59,4,5037,400000
5905,59,5,5082,300000
5906,59,6,5016,300000
5907,59,7,1012,300000
5908,59,8,3001,200000
5909,59,9,3005,200000
5910,59,10,3002,200000
6001,60,1,3004,600000
6002,60,2,5039,400000
6003,60,3,5038,400000
6004,60,4,5081,300000
6005,60,5,5021,300000
6006,60,6,5031,300000
6007,60,7,3009,200000
6008,60,8,3003,200000
6009,60,9,3006,200000
6101,61,1,5124,600000
6102,61,2,5105,400000
6103,61,3,5013,400000
6104,61,4,5015,300000
6105,61,5,5027,300000
6106,61,6,5123,300000
6107,61,7,3001,200000
6108,61,8,3005,200000
6109,61,9,3002,200000
6201,62,1,5124,600000
6202,62,2,5125,600000
6203,62,3,5105,400000
6204,62,4,5013,400000
6205,62,5,5015,300000
6206,62,6,5027,300000
6207,62,7,5123,300000
6208,62,8,3001,200000
6209,62,9,3005,200000
6210,62,10,3002,200000
6301,63,1,5126,600000
6302,63,2,5110,400000
6303,63,3,5054,400000
6304,63,4,5068,300000
6305,63,5,5001,300000
6306,63,6,5029,300000
6307,63,7,3009,200000
6308,63,8,3003,200000
6309,63,9,3006,200000
6401,64,1,5127,600000
6402,64,2,5022,400000
6403,64,3,5075,400000
6404,64,4,5030,300000
6405,64,5,5070,300000
6406,64,6,5003,300000
6407,64,7,3001,200000
6408,64,8,3005,200000
6409,64,9,3002,200000
6501,65,1,5127,600000
6502,65,2,5128,600000
6503,65,3,5022,400000
6504,65,4,5075,400000
6505,65,5,5030,300000
6506,65,6,5070,300000
6507,65,7,5003,300000
6508,65,8,3001,200000
6509,65,9,3005,200000
6510,65,10,3002,200000
6601,66,1,5129,600000
6602,66,2,5099,400000
6603,66,3,5077,400000
6604,66,4,5101,300000
6605,66,5,5088,300000
6606,66,6,5036,300000
6607,66,7,3006,200000
6608,66,8,3005,200000
6609,66,9,3002,200000
6701,67,1,5129,600000
6702,67,2,5099,400000
6703,67,3,5077,400000
6704,67,4,5101,300000
6705,67,5,5088,300000
6706,67,6,5036,300000
6707,67,7,3006,200000
6708,67,8,3005,200000
6709,67,9,3002,200000
6801,68,1,1019,600000
6802,68,2,5006,400000
6803,68,3,5026,400000
6804,68,4,5021,300000
6805,68,5,5074,300000
6806,68,6,1010,300000
6807,68,7,3010,200000
6808,68,8,3007,200000
6809,68,9,3006,200000
6901,69,1,5130,600000
6902,69,2,5131,600000
6903,69,3,5059,400000
6904,69,4,5112,400000
6905,69,5,5024,300000
6906,69,6,5106,300000
6907,69,7,5050,300000
6908,69,8,3001,200000
6909,69,9,3005,200000
6910,69,10,3002,200000
7001,70,1,5133,600000
7002,70,2,5066,400000
7003,70,3,5079,400000
7004,70,4,5027,300000
7005,70,5,1010,300000
7006,70,6,3015,300000
7007,70,7,3001,200000
7008,70,8,3005,200000
7009,70,9,3002,200000
7101,71,1,5133,600000
7102,71,2,5132,600000
7103,71,3,5066,400000
7104,71,4,5079,400000
7105,71,5,5027,300000
7106,71,6,1010,300000
7107,71,7,3015,300000
7108,71,8,3001,200000
7109,71,9,3005,200000
7110,71,10,3002,200000
7201,72,1,5134,600000
7202,72,2,5054,400000
7203,72,3,5126,400000
7204,72,4,5011,300000
7205,72,5,5014,300000
7206,72,6,5019,300000
7207,72,7,3009,200000
7208,72,8,3003,200000
7209,72,9,3006,200000
7301,73,1,5135,600000
7302,73,2,5005,400000
7303,73,3,5023,400000
7304,73,4,5034,300000
7305,73,5,5028,300000
7306,73,6,5082,300000
7307,73,7,3001,200000
7308,73,8,3005,200000
7309,73,9,3002,200000
7401,74,1,5136,600000
7402,74,2,5100,400000
7403,74,3,5046,400000
7404,74,4,5121,300000
7405,74,5,5033,300000
7406,74,6,5018,300000
7407,74,7,3009,200000
7408,74,8,3003,200000
7409,74,9,3006,200000
7501,75,1,5137,600000
7502,75,2,5124,400000
7503,75,3,5125,400000
7504,75,4,5139,300000
7505,75,5,5006,300000
7506,75,6,1019,300000
7507,75,7,3010,200000
7508,75,8,3007,200000
7509,75,9,3006,200000
7601,76,1,5137,600000
7602,76,2,5138,600000
7603,76,3,5124,400000
7604,76,4,5125,400000
7605,76,5,5139,300000
7606,76,6,5006,300000
7607,76,7,1019,300000
7608,76,8,3010,200000
7609,76,9,3007,200000
7610,76,10,3006,200000
7701,77,1,5140,600000
7702,77,2,5026,400000
7703,77,3,5122,400000
7704,77,4,5110,300000
7705,77,5,5017,300000
7706,77,6,5031,300000
7707,77,7,3009,200000
7708,77,8,3003,200000
7709,77,9,3001,200000
7801,78,1,5141,600000
7802,78,2,1021,400000
7803,78,3,5008,400000
7804,78,4,1007,300000
7805,78,5,5009,300000
7806,78,6,5045,300000
7807,78,7,3001,200000
7808,78,8,3005,200000
7809,78,9,3002,200000
7901,79,1,5142,600000
7902,79,2,5007,400000
7903,79,3,5107,400000
7904,79,4,1020,300000
7905,79,5,5027,300000
7906,79,6,3016,300000
7907,79,7,3001,200000
7908,79,8,3005,200000
7909,79,9,3002,200000
8001,80,1,5142,600000
8002,80,2,5143,600000
8003,80,3,5007,400000
8004,80,4,5107,400000
8005,80,5,1020,300000
8006,80,6,5027,300000
8007,80,7,3016,300000
8008,80,8,3001,200000
8009,80,9,3005,200000
8010,80,10,3002,200000
8101,81,1,5144,600000
8102,81,2,1022,400000
8103,81,3,5025,400000
8104,81,4,5068,300000
8105,81,5,5001,300000
8106,81,6,1012,300000
8107,81,7,3001,200000
8108,81,8,3005,200000
8109,81,9,3002,200000
8201,82,1,5094,600000
8202,82,2,5018,400000
8203,82,3,5007,400000
8204,82,4,5074,300000
8205,82,5,5039,300000
8206,82,6,5096,300000
8207,82,7,3001,280000
8208,82,8,3005,200000
8209,82,9,3002,200000
8210,82,10,1016,100000
8301,83,1,5094,600000
8302,83,2,5095,600000
8303,83,3,5018,400000
8304,83,4,5007,400000
8305,83,5,5074,300000
8306,83,6,5039,300000
8307,83,7,5096,300000
8308,83,8,3001,280000
8309,83,9,3005,200000
8310,83,10,3002,200000
8311,83,11,1016,100000
8401,84,1,5145,600000
8402,84,2,5129,400000
8403,84,3,5081,400000
8404,84,4,5021,300000
8405,84,5,5035,300000
8406,84,6,5010,300000
8407,84,7,3009,200000
8408,84,8,3003,200000
8409,84,9,3001,200000
8501,85,1,5145,600000
8502,85,2,5146,600000
8503,85,3,5129,400000
8504,85,4,5081,400000
8505,85,5,5021,300000
8506,85,6,5035,300000
8507,85,7,5010,300000
8508,85,8,3009,200000
8509,85,9,3003,200000
8510,85,10,3001,200000
8601,86,1,5147,600000
8602,86,2,5014,400000
8603,86,3,5015,400000
8604,86,4,5033,300000
8605,86,5,5079,300000
8606,86,6,5029,300000
8607,86,7,3010,200000
8608,86,8,3003,200000
8609,86,9,3006,200000
8701,87,1,5147,600000
8702,87,2,5148,600000
8703,87,3,5149,600000
8704,87,4,5014,400000
8705,87,5,5015,400000
8706,87,6,5033,300000
8707,87,7,5079,300000
8708,87,8,5029,300000
8709,87,9,3010,200000
8710,87,10,3003,200000
8711,87,11,3006,200000
8801,88,1,5151,600000
8802,88,2,5049,400000
8803,88,3,5111,400000
8804,88,4,5003,300000
8805,88,5,5082,300000
8806,88,6,5113,300000
8807,88,7,3008,200000
8808,88,8,3007,200000
8809,88,9,3006,200000
8901,89,1,5151,600000
8902,89,2,5150,600000
8903,89,3,5049,400000
8904,89,4,5111,400000
8905,89,5,5003,300000
8906,89,6,5082,300000
8907,89,7,5113,300000
8908,89,8,3008,200000
8909,89,9,3007,200000
8910,89,10,3006,200000
