id,group_id,fish_group,name_locale,description_locale,catch_resource,fish_pattern,fish_hp,catch_point,min_size,max_size,appearance_ratio,catchable_time
1022,22,Small,Locale_Event:island_adventure_fish_small_22_name,Locale_Event:island_adventure_fish_small_22_description,icn_island_adventure_fish_small_22,2,6000,1000,20,20,6,4
1023,23,Small,Locale_Event:island_adventure_fish_small_23_name,Locale_Event:island_adventure_fish_small_23_description,icn_island_adventure_fish_small_23,2,6000,1000,10,50,6,1
1024,24,Small,Locale_Event:island_adventure_fish_small_24_name,Locale_Event:island_adventure_fish_small_24_description,icn_island_adventure_fish_small_24,2,6000,1000,50,50,6,4
1025,25,Small,Locale_Event:island_adventure_fish_small_25_name,Locale_Event:island_adventure_fish_small_25_description,icn_island_adventure_fish_small_25,2,6000,1000,30,30,6,4
2001,26,Middle,Locale_Event:island_adventure_fish_mid_01_name,Locale_Event:island_adventure_fish_mid_01_description,icn_island_adventure_fish_mid_01,3,7000,500,500,1300,10,1
2002,27,Middle,Locale_Event:island_adventure_fish_mid_02_name,Locale_Event:island_adventure_fish_mid_02_description,icn_island_adventure_fish_mid_02,4,7000,520,400,1000,10,4
2003,28,Middle,Locale_Event:island_adventure_fish_mid_03_name,Locale_Event:island_adventure_fish_mid_03_description,icn_island_adventure_fish_mid_03,3,7000,500,500,1300,10,1
2004,29,Middle,Locale_Event:island_adventure_fish_mid_04_name,Locale_Event:island_adventure_fish_mid_04_description,icn_island_adventure_fish_mid_04,4,7000,550,1600,2200,10,6
2005,30,Middle,Locale_Event:island_adventure_fish_mid_05_name,Locale_Event:island_adventure_fish_mid_05_description,icn_island_adventure_fish_mid_05,4,7000,550,500,1000,10,6
2006,31,Middle,Locale_Event:island_adventure_fish_mid_06_name,Locale_Event:island_adventure_fish_mid_06_description,icn_island_adventure_fish_mid_06,4,7000,520,1600,2300,10,4
2007,32,Middle,Locale_Event:island_adventure_fish_mid_07_name,Locale_Event:island_adventure_fish_mid_07_description,icn_island_adventure_fish_mid_07,4,7000,520,400,1500,10,4
2008,33,Middle,Locale_Event:island_adventure_fish_mid_08_name,Locale_Event:island_adventure_fish_mid_08_description,icn_island_adventure_fish_mid_08,4,7000,520,500,1300,10,4
2009,34,Middle,Locale_Event:island_adventure_fish_mid_09_name,Locale_Event:island_adventure_fish_mid_09_description,icn_island_adventure_fish_mid_09,3,7000,500,400,1000,10,1
2010,35,Middle,Locale_Event:island_adventure_fish_mid_10_name,Locale_Event:island_adventure_fish_mid_10_description,icn_island_adventure_fish_mid_10,3,7000,500,600,1300,10,1
2011,36,Middle,Locale_Event:island_adventure_fish_mid_11_name,Locale_Event:island_adventure_fish_mid_11_description,icn_island_adventure_fish_mid_11,4,7000,520,500,1000,10,4
2012,37,Middle,Locale_Event:island_adventure_fish_mid_12_name,Locale_Event:island_adventure_fish_mid_12_description,icn_island_adventure_fish_mid_12,3,7000,500,400,1300,10,1
2013,38,Middle,Locale_Event:island_adventure_fish_mid_13_name,Locale_Event:island_adventure_fish_mid_13_description,icn_island_adventure_fish_mid_13,4,7000,550,500,1300,10,6
2014,39,Middle,Locale_Event:island_adventure_fish_mid_14_name,Locale_Event:island_adventure_fish_mid_14_description,icn_island_adventure_fish_mid_14,4,7000,520,400,1500,10,4
2015,40,Middle,Locale_Event:island_adventure_fish_mid_15_name,Locale_Event:island_adventure_fish_mid_15_description,icn_island_adventure_fish_mid_15,4,7000,550,500,1300,10,6
2016,41,Middle,Locale_Event:island_adventure_fish_mid_16_name,Locale_Event:island_adventure_fish_mid_16_description,icn_island_adventure_fish_mid_16,3,7000,500,400,1500,10,1
2017,42,Middle,Locale_Event:island_adventure_fish_mid_17_name,Locale_Event:island_adventure_fish_mid_17_description,icn_island_adventure_fish_mid_17,4,7000,550,500,1000,10,6
2018,43,Middle,Locale_Event:island_adventure_fish_mid_18_name,Locale_Event:island_adventure_fish_mid_18_description,icn_island_adventure_fish_mid_18,3,7000,500,600,1500,10,1
2019,44,Middle,Locale_Event:island_adventure_fish_mid_19_name,Locale_Event:island_adventure_fish_mid_19_description,icn_island_adventure_fish_mid_19,4,7000,520,600,1000,10,4
2020,45,Middle,Locale_Event:island_adventure_fish_mid_20_name,Locale_Event:island_adventure_fish_mid_20_description,icn_island_adventure_fish_mid_20,3,7000,500,600,1000,10,1
2021,46,Middle,Locale_Event:island_adventure_fish_mid_21_name,Locale_Event:island_adventure_fish_mid_21_description,icn_island_adventure_fish_mid_21,5,7000,2500,500,2000,6,6
2022,47,Middle,Locale_Event:island_adventure_fish_mid_22_name,Locale_Event:island_adventure_fish_mid_22_description,icn_island_adventure_fish_mid_22,5,7000,2500,500,2000,6,6
2023,48,Middle,Locale_Event:island_adventure_fish_mid_23_name,Locale_Event:island_adventure_fish_mid_23_description,icn_island_adventure_fish_mid_23,5,7000,2500,500,2000,6,4
2024,49,Middle,Locale_Event:island_adventure_fish_mid_24_name,Locale_Event:island_adventure_fish_mid_24_description,icn_island_adventure_fish_mid_24,5,7000,2500,500,2000,6,4
2025,50,Middle,Locale_Event:island_adventure_fish_mid_25_name,Locale_Event:island_adventure_fish_mid_25_description,icn_island_adventure_fish_mid_25,5,7000,2500,500,2000,6,6
3001,51,Large,Locale_Event:island_adventure_fish_large_01_name,Locale_Event:island_adventure_fish_large_01_description,icn_island_adventure_fish_large_01,7,8000,1200,1000,3000,10,4
3002,52,Large,Locale_Event:island_adventure_fish_large_02_name,Locale_Event:island_adventure_fish_large_02_description,icn_island_adventure_fish_large_02,8,8000,1200,1000,5000,10,6
3003,53,Large,Locale_Event:island_adventure_fish_large_03_name,Locale_Event:island_adventure_fish_large_03_description,icn_island_adventure_fish_large_03,7,8000,1200,1000,5000,10,4
3004,54,Large,Locale_Event:island_adventure_fish_large_04_name,Locale_Event:island_adventure_fish_large_04_description,icn_island_adventure_fish_large_04,8,8000,1200,1000,3000,10,6
3005,55,Large,Locale_Event:island_adventure_fish_large_05_name,Locale_Event:island_adventure_fish_large_05_description,icn_island_adventure_fish_large_05,8,8000,1200,1000,5000,10,6
3006,56,Large,Locale_Event:island_adventure_fish_large_06_name,Locale_Event:island_adventure_fish_large_06_description,icn_island_adventure_fish_large_06,7,8000,1200,1000,4000,10,4
3007,57,Large,Locale_Event:island_adventure_fish_large_07_name,Locale_Event:island_adventure_fish_large_07_description,icn_island_adventure_fish_large_07,8,8000,1200,1000,4000,10,6
3008,58,Large,Locale_Event:island_adventure_fish_large_08_name,Locale_Event:island_adventure_fish_large_08_description,icn_island_adventure_fish_large_08,8,8000,1200,1000,3000,10,6
3009,59,Large,Locale_Event:island_adventure_fish_large_09_name,Locale_Event:island_adventure_fish_large_09_description,icn_island_adventure_fish_large_09,8,8000,1200,1000,5000,10,6
3010,60,Large,Locale_Event:island_adventure_fish_large_10_name,Locale_Event:island_adventure_fish_large_10_description,icn_island_adventure_fish_large_10,6,7000,1000,1000,3000,10,1
3011,61,Large,Locale_Event:island_adventure_fish_large_11_name,Locale_Event:island_adventure_fish_large_11_description,icn_island_adventure_fish_large_11,8,8000,1200,1000,5000,10,6
3012,62,Large,Locale_Event:island_adventure_fish_large_12_name,Locale_Event:island_adventure_fish_large_12_description,icn_island_adventure_fish_large_12,6,7000,1000,1000,3000,10,1
3013,63,Large,Locale_Event:island_adventure_fish_large_13_name,Locale_Event:island_adventure_fish_large_13_description,icn_island_adventure_fish_large_13,8,8000,1200,1000,4000,10,6
3014,64,Large,Locale_Event:island_adventure_fish_large_14_name,Locale_Event:island_adventure_fish_large_14_description,icn_island_adventure_fish_large_14,6,7000,1000,1000,4000,10,1
3015,65,Large,Locale_Event:island_adventure_fish_large_15_name,Locale_Event:island_adventure_fish_large_15_description,icn_island_adventure_fish_large_15,8,8000,1200,1000,5000,10,6
3016,66,Large,Locale_Event:island_adventure_fish_large_16_name,Locale_Event:island_adventure_fish_large_16_description,icn_island_adventure_fish_large_16,8,8000,1200,1000,4000,10,6
3017,67,Large,Locale_Event:island_adventure_fish_large_17_name,Locale_Event:island_adventure_fish_large_17_description,icn_island_adventure_fish_large_17,7,8000,1200,1000,5000,10,4
3018,68,Large,Locale_Event:island_adventure_fish_large_18_name,Locale_Event:island_adventure_fish_large_18_description,icn_island_adventure_fish_large_18,6,8000,1200,1000,4000,10,1
3019,69,Large,Locale_Event:island_adventure_fish_large_19_name,Locale_Event:island_adventure_fish_large_19_description,icn_island_adventure_fish_large_19,8,8000,1200,1000,5000,10,6
3020,70,Large,Locale_Event:island_adventure_fish_large_20_name,Locale_Event:island_adventure_fish_large_20_description,icn_island_adventure_fish_large_20,8,8000,1200,1000,5000,10,6
3021,71,Large,Locale_Event:island_adventure_fish_large_21_name,Locale_Event:island_adventure_fish_large_21_description,icn_island_adventure_fish_large_21,9,8000,5000,2200,10500,6,6
3022,72,Large,Locale_Event:island_adventure_fish_large_22_name,Locale_Event:island_adventure_fish_large_22_description,icn_island_adventure_fish_large_22,9,8000,5000,2200,10500,6,6
3023,73,Large,Locale_Event:island_adventure_fish_large_23_name,Locale_Event:island_adventure_fish_large_23_description,icn_island_adventure_fish_large_23,10,8000,5000,2500,11000,5,6
3024,74,Large,Locale_Event:island_adventure_fish_large_24_name,Locale_Event:island_adventure_fish_large_24_description,icn_island_adventure_fish_large_24,12,8000,5000,2500,11000,5,6
3025,75,Large,Locale_Event:island_adventure_fish_large_25_name,Locale_Event:island_adventure_fish_large_25_description,icn_island_adventure_fish_large_25,11,8000,5000,2000,10000,7,6
