id,pass_point_id,condition_type,condition_id,condition_value,name_localkey,reward_id
2000101,10001,EventDungeonStageClear,40003,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4000002
2000102,10001,EventDungeonStageClear,40004,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4000002
2000103,10001,EventSortOutClear,1,2,Locale_Trigger:trigger_desc_EventSortOutClear,4000002
2000104,10001,ObtainEventCurrencyMaterialMiraclesnow,0,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialMiraclesnow,4000002
2000105,10001,PointRewardEvent,301,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4000002
2000106,10001,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4000002
2000201,11001,EventDungeonStageClear,40008,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011001
2000202,11001,EventDungeonStageClear,40009,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011001
2000203,11001,ObtainEventCurrencyMaterial,7060008,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE01,4011001
2000204,11001,PointRewardEvent,801,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011001
2000205,11001,WinArena,0,1,Locale_Trigger:trigger_desc_WinArena,4011001
2000206,11001,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011001
2000301,11002,EventDungeonStageClear,80303,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011002
2000302,11002,EventDungeonStageClear,80304,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011002
2000303,11002,ObtainEventCurrencyMaterial,7060013,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialOZ,4011002
2000304,11002,PointRewardEvent,1301,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011002
2000305,11002,EventTextAdventureClear,1001,1,Locale_Trigger:trigger_desc_TextAdventureFinishedWM,4011002
2000306,11002,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011002
2000401,11003,EventDungeonStageClear,40020,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011003
2000402,11003,EventDungeonStageClear,40021,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011003
2000403,11003,ObtainEventCurrencyMaterial,7060020,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialBI,4011003
2000404,11003,PointRewardEvent,2001,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011003
2000405,11003,EventDicePlayCount,2,1,Locale_Trigger:trigger_desc_EventDicePlayCountVR,4011003
2000406,11003,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011003
2000501,11004,EventDungeonStageClear,40024,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011004
2000502,11004,EventDungeonStageClear,40025,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011004
2000503,11004,ObtainEventCurrencyMaterial,7060024,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialSYA,4011004
2000504,11004,PointRewardEvent,2401,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011004
2000505,11004,EventBBQTycoonDailyRewardCheck,80603,1,Locale_Trigger:trigger_desc_EventBBQTycoonDailyRewardCheck,4011004
2000506,11004,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011004
2000601,11005,EventDungeonStageClear,40026,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011005
2000602,11005,EventDungeonStageClear,40027,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011005
2000603,11005,ObtainEventCurrencyMaterial,7060026,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE002,4011005
2000604,11005,PointRewardEvent,2601,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011005
2000605,11005,EventMiniGameCe002PlayCheck,80703,1,Locale_Trigger:trigger_desc_EventMiniGameCe002PlayCheck,4011005
2000606,11005,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011005
2000701,11006,EventDungeonStageClear,40031,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011006
2000702,11006,EventDungeonStageClear,40032,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011006
2000703,11006,ObtainEventCurrencyMaterial,7060031,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialRA,4011006
2000704,11006,PointRewardEvent,3101,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011006
2000705,11006,EventMiniGameNKSPlayCheck,80803,1,Locale_Trigger:trigger_desc_EventMiniGameNKSPlayCheck,4011006
2000706,11006,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011006
2000801,11007,EventDungeonStageClear,40034,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011007
2000802,11007,EventDungeonStageClear,40035,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011007
2000803,11007,ObtainEventCurrencyMaterial,7060034,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialNL,4011007
2000804,11007,PointRewardEvent,3401,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011007
2000805,11007,EventSnowfallOasisDailyRewardCheck,80903,1,Locale_Trigger:trigger_desc_EventSnowfallOasisDailyRewardCheck,4011007
2000806,11007,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011007
2000901,11008,EventDungeonStageClear,40041,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011008
2000902,11008,EventDungeonStageClear,40042,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011008
2000903,11008,ObtainEventCurrencyMaterial,7060041,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE003,4011008
2000904,11008,PointRewardEvent,4101,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011008
2000905,11008,EventMiniGameCe003RewardCheck,81101,1,Locale_Trigger:trigger_desc_EventMiniGameCe003RewardCheck,4011008
2000906,11008,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011008
2001001,11009,EventDungeonStageClear,40045,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011009
2001002,11009,EventDungeonStageClear,40046,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011009
2001003,11009,ObtainEventCurrencyMaterial,7060045,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialLK,4011009
2001004,11009,PointRewardEvent,4501,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011009
2001005,11009,EventTowerDefensePlayCheck,0,1,Locale_Trigger:trigger_desc_EventTowerDefensePlayCheck,4011009
2001006,11009,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011009
2001101,11010,EventDungeonStageClear,40048,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011010
2001102,11010,EventDungeonStageClear,40049,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011010
2001103,11010,ObtainEventCurrencyMaterial,7060048,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialGCR,4011010
2001104,11010,PointRewardEvent,4801,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011010
2001105,11010,EventPlaySodaPlayCheck,0,1,Locale_Trigger:trigger_desc_EventPlaySodaPlayCheck,4011010
2001106,11010,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011010
2001201,11011,MiniGameDDPerUnderwaterEncounter,1,10,Locale_Trigger:YX001_BPTASK/SINGLEFISHING_NUM,4011011
2001202,11011,MiniGameDDSushiPreTurnover,0,200,Locale_Trigger:YX001_BPTASK/TURNOVER,4011011
2001203,11011,MiniGameDDSushiLevel,0,1,Locale_Trigger:YX001_BPTASK/CUISINEUP,4011011
2001204,11011,MiniGameDDPerUnderwaterEncounter,2,1,Locale_Trigger:YX001_BPTASK/PLANTGET_NUM,4011011
2001205,11011,MiniGameDDPerUnderwaterEncounter,3,1,Locale_Trigger:YX001_BPTASK/SEASONGET_NUM,4011011
2001301,11012,EventDungeonStageClear,40051,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011012
2001302,11012,EventDungeonStageClear,40052,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011012
2001303,11012,ObtainEventCurrencyMaterial,7060051,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialBFS,4011012
2001304,11012,PointRewardEvent,5101,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011012
2001305,11012,EventIslandAdventureFishingPlayCheck,1,1,Locale_Trigger:trigger_desc_EventIslandAdventureFishingPlayCheck,4011012
2001306,11012,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011012
2001401,11013,EventDungeonStageClear,40055,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011013
2001402,11013,EventDungeonStageClear,40056,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011013
2001403,11013,EventDungeonStageClear,40057,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_04,4011013
2001404,11013,ObtainEventCurrencyMaterial,7060055,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE004,4011013
2001405,11013,PointRewardEvent,5501,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011013
2001406,11013,EventMiniGameCe004RewardCheck,81501,1,Locale_Trigger:trigger_desc_EventMiniGameCe004RewardCheck,4011013
2001407,11013,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011013
2001501,11014,EventDungeonStageClear,40055,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011014
2001502,11014,EventDungeonStageClear,40056,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011014
2001503,11014,EventDungeonStageClear,40057,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_04,4011014
2001504,11014,ObtainEventCurrencyMaterial,7060055,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE004,4011014
2001505,11014,PointRewardEvent,5501,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011014
2001506,11014,EventMiniGameCe004RewardCheck,81501,1,Locale_Trigger:trigger_desc_EventMiniGameCe004RewardCheck,4011014
2001507,11014,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011014
2001601,11015,EventDungeonStageClear,40055,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011015
2001602,11015,EventDungeonStageClear,40056,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011015
2001603,11015,EventDungeonStageClear,40057,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_04,4011015
2001604,11015,ObtainEventCurrencyMaterial,7060055,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE004,4011015
2001605,11015,PointRewardEvent,5501,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011015
2001606,11015,EventMiniGameCe004RewardCheck,81501,1,Locale_Trigger:trigger_desc_EventMiniGameCe004RewardCheck,4011015
2001607,11015,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011015
2001701,11016,EventDungeonStageClear,40061,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011016
2001702,11016,EventDungeonStageClear,40062,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011016
2001703,11016,ObtainEventCurrencyMaterial,7060061,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialOT,4011016
2001704,11016,PointRewardEvent,6101,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011016
2001705,11016,EventMVGPlayCheck,81601,1,Locale_Trigger:trigger_desc_EventMVGPlayCheck,4011016
2001706,11016,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011016
2001801,11017,EventDungeonStageClear,40064,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011017
2001802,11017,EventDungeonStageClear,40065,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011017
2001803,11017,ObtainEventCurrencyMaterial,7060064,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialIDS,4011017
2001804,11017,PointRewardEvent,6401,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011017
2001805,11017,EventDDRRewardCheck,81701,1,Locale_Trigger:trigger_desc_EventDDRRewardCheck,4011017
2001806,11017,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011017
2001901,11018,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4011018
2001902,11018,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4011018
2001903,11018,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4011018
2001904,11018,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011018
2001905,11018,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4011018
2002001,11019,EventPirateCafeRewardCheck,81800,1,Locale_Trigger:trigger_desc_EventPirateCafeRewardCheck,4011019
2002002,11019,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4011019
2002003,11019,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4011019
2002004,11019,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011019
2002005,11019,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4011019
2002101,11020,EventDungeonStageClear,40070,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011020
2002102,11020,EventDungeonStageClear,40071,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011020
2002103,11020,ObtainEventCurrencyMaterial,7060070,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE005,4011020
2002104,11020,PointRewardEvent,7001,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011020
2002105,11020,EventMiniGameCe005RewardCheck,81901,1,Locale_Trigger:trigger_desc_EventMiniGameCe005RewardCheck,4011020
2002106,11020,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011020
2002201,11021,EventDungeonStageClear,40070,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011021
2002202,11021,EventDungeonStageClear,40071,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011021
2002203,11021,ObtainEventCurrencyMaterial,7060070,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE005,4011021
2002204,11021,PointRewardEvent,7001,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011021
2002205,11021,EventMiniGameCe005RewardCheck,81901,1,Locale_Trigger:trigger_desc_EventMiniGameCe005RewardCheck,4011021
2002206,11021,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011021
2002301,11022,EventDungeonStageClear,40070,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011022
2002302,11022,EventDungeonStageClear,40071,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011022
2002303,11022,ObtainEventCurrencyMaterial,7060070,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE005,4011022
2002304,11022,PointRewardEvent,7001,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011022
2002305,11022,EventMiniGameCe005RewardCheck,81901,1,Locale_Trigger:trigger_desc_EventMiniGameCe005RewardCheck,4011022
2002306,11022,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011022
2002401,11023,EventDungeonStageClear,40075,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011023
2002402,11023,EventDungeonStageClear,40076,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011023
2002403,11023,ObtainEventCurrencyMaterial,7060075,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialUS,4011023
2002404,11023,PointRewardEvent,7501,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011023
2002405,11023,EventEBMPlayCheck,101,1,Locale_Trigger:trigger_desc_EventMiniGameEBMPlayCheck,4011023
2002406,11023,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011023
2002501,11024,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4011024
2002502,11024,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4011024
2002503,11024,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4011024
2002504,11024,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011024
2002505,11024,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4011024
2002601,11025,EventDungeonStageClear,40079,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011025
2002602,11025,EventDungeonStageClear,40080,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011025
2002603,11025,ObtainEventCurrencyMaterial,7060079,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE006,4011025
2002604,11025,PointRewardEvent,7901,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011025
2002605,11025,EventMiniGameCE006PlayCheck,1,1,Locale_Trigger:trigger_desc_EventMiniGameCE006PlayCheck,4011025
2002606,11025,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011025
2002701,11026,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4011026
2002702,11026,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4011026
2002703,11026,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4011026
2002704,11026,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011026
2002705,11026,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4011026
2002801,11027,EventDungeonStageClear,40082,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011027
2002802,11027,EventDungeonStageClear,40083,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011027
2002803,11027,ObtainEventCurrencyMaterial,7060082,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCE002,4011027
2002804,11027,PointRewardEvent,8201,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011027
2002805,11027,EventMiniGameCe002PlayCheck,82303,1,Locale_Trigger:trigger_desc_EventMiniGameCe002PlayCheck,4011027
2002806,11027,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011027
2002901,11028,EventDungeonStageClear,40084,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011028
2002902,11028,EventDungeonStageClear,40085,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011028
2002903,11028,ObtainEventCurrencyMaterial,7060084,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialBTG,4011028
2002904,11028,PointRewardEvent,8401,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011028
2002905,11028,EventBFGCleanUpRewardCheck,1,1,Locale_Trigger:trigger_desc_EventBFGCleanUpRewardCheck,4011028
2002906,11028,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011028
2003001,11029,EventDungeonStageClear,40088,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_02,4011029
2003002,11029,EventDungeonStageClear,40089,1,Locale_Trigger:trigger_desc_EventDungeonStageClear_03,4011029
2003003,11029,ObtainEventCurrencyMaterial,7060088,100,Locale_Trigger:trigger_desc_ObtainEventCurrencyMaterialCIR,4011029
2003004,11029,PointRewardEvent,8801,100,Locale_Trigger:trigger_desc_PointRewardEventDaily,4011029
2003005,11029,EventRopeRunningRewardCheck,1,1,Locale_Trigger:trigger_desc_EventRopeRunningRewardCheck,4011029
2003006,11029,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4011029
3000101,10002,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4000003
3000102,10002,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4000003
3000103,10002,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4000003
3000104,10002,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4000003
3000105,10002,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4000003
3000201,10003,CharacterCounsel,0,3,Locale_Trigger:trigger_desc_CharacterCounsel,4000006
3000202,10003,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4000006
3000203,10003,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4000006
3000204,10003,GachaCharacter,0,1,Locale_Trigger:trigger_desc_GachaCharacter,4000006
3000205,10003,GetFriendShipPoint,0,10,Locale_Trigger:trigger_desc_GetFriendShipPoint,4000006
9000201,90002,OutpostBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostBattleReward,4092001
9000202,90002,EquipItemLevelCount,0,1,Locale_Trigger:trigger_desc_EquipItemLevelCount,4092001
9000203,90002,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4092001
9000204,90002,SendDispatch,0,1,Locale_Trigger:trigger_desc_SendDispatch,4092001
9000205,90002,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4092001
9000206,90002,PointRewardDaily,0,100,Locale_Trigger:trigger_desc_PointRewardDaily,4092001
9000301,90003,OutpostBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostBattleReward,4092002
9000302,90003,EquipItemLevelCount,0,1,Locale_Trigger:trigger_desc_EquipItemLevelCount,4092002
9000303,90003,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4092002
9000304,90003,SendDispatch,0,1,Locale_Trigger:trigger_desc_SendDispatch,4092002
9000305,90003,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4092002
9000306,90003,PointRewardDaily,0,100,Locale_Trigger:trigger_desc_PointRewardDaily,4092002
9000401,90004,OutpostBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostBattleReward,4092003
9000402,90004,EquipItemLevelCount,0,1,Locale_Trigger:trigger_desc_EquipItemLevelCount,4092003
9000403,90004,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4092003
9000404,90004,SendDispatch,0,1,Locale_Trigger:trigger_desc_SendDispatch,4092003
9000405,90004,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4092003
9000406,90004,PointRewardDaily,0,100,Locale_Trigger:trigger_desc_PointRewardDaily,4092003
9009901,90099,OutpostBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostBattleReward,4092099
9009902,90099,EquipItemLevelCount,0,1,Locale_Trigger:trigger_desc_EquipItemLevelCount,4092099
9009903,90099,CharacterAttractivePresent,0,1,Locale_Trigger:trigger_desc_CharacterAttractivePresent,4092099
9009904,90099,SendDispatch,0,1,Locale_Trigger:trigger_desc_SendDispatch,4092099
9009905,90099,OutpostFastBattleReward,0,1,Locale_Trigger:trigger_desc_OutpostFastBattleReward,4092099
9009906,90099,PointRewardDaily,0,100,Locale_Trigger:trigger_desc_PointRewardDaily,4092099
