id,manager_id,dialog_event_id,selection_dialog_group_id,selection_dialog_id,is_consume_stamina,selection_event_type,selection_event_value_list/0/event_target_heroine,selection_event_value_list/0/event_value,selection_event_value_list/0/event_result_grade,selection_event_value_list/1/event_target_heroine,selection_event_value_list/1/event_value,selection_event_value_list/1/event_result_grade,selection_event_value_list/2/event_target_heroine,selection_event_value_list/2/event_value,selection_event_value_list/2/event_result_grade,selection_event_value_list/3/event_target_heroine,selection_event_value_list/3/event_value,selection_event_value_list/3/event_result_grade,selection_event_value_list/4/event_target_heroine,selection_event_value_list/4/event_value,selection_event_value_list/4/event_result_grade,is_use_select_condition,select_dialog_condition_list/0/select_condition_dialog_event
snowfall_speech_ludmilla_25_4,1001,snowfall_speech_ludmilla_25,snowfall_speech_ludmilla_25,snowfall_speech_ludmilla_25_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_26_4,1001,snowfall_speech_ludmilla_26,snowfall_speech_ludmilla_26,snowfall_speech_ludmilla_26_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_27_4,1001,snowfall_speech_ludmilla_27,snowfall_speech_ludmilla_27,snowfall_speech_ludmilla_27_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_28_4,1001,snowfall_speech_ludmilla_28,snowfall_speech_ludmilla_28,snowfall_speech_ludmilla_28_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_29_4,1001,snowfall_speech_ludmilla_29,snowfall_speech_ludmilla_29,snowfall_speech_ludmilla_29_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_30_4,1001,snowfall_speech_ludmilla_30,snowfall_speech_ludmilla_30,snowfall_speech_ludmilla_30_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_31_4,1001,snowfall_speech_ludmilla_31,snowfall_speech_ludmilla_31,snowfall_speech_ludmilla_31_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_32_4,1001,snowfall_speech_ludmilla_32,snowfall_speech_ludmilla_32,snowfall_speech_ludmilla_32_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_ludmilla_33_4,1001,snowfall_speech_ludmilla_33,snowfall_speech_ludmilla_33,snowfall_speech_ludmilla_33_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_01_4,1001,snowfall_speech_emma_01,snowfall_speech_emma_01,snowfall_speech_emma_01_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_02_4,1001,snowfall_speech_emma_02,snowfall_speech_emma_02,snowfall_speech_emma_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_03_4,1001,snowfall_speech_emma_03,snowfall_speech_emma_03,snowfall_speech_emma_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_04_4,1001,snowfall_speech_emma_04,snowfall_speech_emma_04,snowfall_speech_emma_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_05_4,1001,snowfall_speech_emma_05,snowfall_speech_emma_05,snowfall_speech_emma_05_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_07_4,1001,snowfall_speech_emma_07,snowfall_speech_emma_07,snowfall_speech_emma_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_08_4,1001,snowfall_speech_emma_08,snowfall_speech_emma_08,snowfall_speech_emma_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_09_4,1001,snowfall_speech_emma_09,snowfall_speech_emma_09,snowfall_speech_emma_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_10_4,1001,snowfall_speech_emma_10,snowfall_speech_emma_10,snowfall_speech_emma_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_11_4,1001,snowfall_speech_emma_11,snowfall_speech_emma_11,snowfall_speech_emma_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_12_4,1001,snowfall_speech_emma_12,snowfall_speech_emma_12,snowfall_speech_emma_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_13_4,1001,snowfall_speech_emma_13,snowfall_speech_emma_13,snowfall_speech_emma_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_14_4,1001,snowfall_speech_emma_14,snowfall_speech_emma_14,snowfall_speech_emma_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_15_4,1001,snowfall_speech_emma_15,snowfall_speech_emma_15,snowfall_speech_emma_15_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_16_4,1001,snowfall_speech_emma_16,snowfall_speech_emma_16,snowfall_speech_emma_16_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_17_4,1001,snowfall_speech_emma_17,snowfall_speech_emma_17,snowfall_speech_emma_17_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_18_4,1001,snowfall_speech_emma_18,snowfall_speech_emma_18,snowfall_speech_emma_18_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_19_4,1001,snowfall_speech_emma_19,snowfall_speech_emma_19,snowfall_speech_emma_19_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_20_4,1001,snowfall_speech_emma_20,snowfall_speech_emma_20,snowfall_speech_emma_20_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_21_4,1001,snowfall_speech_emma_21,snowfall_speech_emma_21,snowfall_speech_emma_21_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_22_4,1001,snowfall_speech_emma_22,snowfall_speech_emma_22,snowfall_speech_emma_22_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_23_4,1001,snowfall_speech_emma_23,snowfall_speech_emma_23,snowfall_speech_emma_23_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_24_4,1001,snowfall_speech_emma_24,snowfall_speech_emma_24,snowfall_speech_emma_24_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_25_4,1001,snowfall_speech_emma_25,snowfall_speech_emma_25,snowfall_speech_emma_25_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_26_4,1001,snowfall_speech_emma_26,snowfall_speech_emma_26,snowfall_speech_emma_26_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_27_4,1001,snowfall_speech_emma_27,snowfall_speech_emma_27,snowfall_speech_emma_27_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_28_4,1001,snowfall_speech_emma_28,snowfall_speech_emma_28,snowfall_speech_emma_28_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_29_4,1001,snowfall_speech_emma_29,snowfall_speech_emma_29,snowfall_speech_emma_29_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_30_4,1001,snowfall_speech_emma_30,snowfall_speech_emma_30,snowfall_speech_emma_30_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_31_4,1001,snowfall_speech_emma_31,snowfall_speech_emma_31,snowfall_speech_emma_31_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_32_4,1001,snowfall_speech_emma_32,snowfall_speech_emma_32,snowfall_speech_emma_32_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_33_4,1001,snowfall_speech_emma_33,snowfall_speech_emma_33,snowfall_speech_emma_33_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_34_4,1001,snowfall_speech_emma_34,snowfall_speech_emma_34,snowfall_speech_emma_34_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_35_4,1001,snowfall_speech_emma_35,snowfall_speech_emma_35,snowfall_speech_emma_35_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_36_4,1001,snowfall_speech_emma_36,snowfall_speech_emma_36,snowfall_speech_emma_36_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_emma_37_4,1001,snowfall_speech_emma_37,snowfall_speech_emma_37,snowfall_speech_emma_37_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_01_4,1001,snowfall_speech_mica_01,snowfall_speech_mica_01,snowfall_speech_mica_01_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_02_4,1001,snowfall_speech_mica_02,snowfall_speech_mica_02,snowfall_speech_mica_02_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_03_4,1001,snowfall_speech_mica_03,snowfall_speech_mica_03,snowfall_speech_mica_03_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_04_4,1001,snowfall_speech_mica_04,snowfall_speech_mica_04,snowfall_speech_mica_04_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_05_4,1001,snowfall_speech_mica_05,snowfall_speech_mica_05,snowfall_speech_mica_05_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_06_4,1001,snowfall_speech_mica_06,snowfall_speech_mica_06,snowfall_speech_mica_06_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_07_4,1001,snowfall_speech_mica_07,snowfall_speech_mica_07,snowfall_speech_mica_07_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_08_4,1001,snowfall_speech_mica_08,snowfall_speech_mica_08,snowfall_speech_mica_08_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_09_4,1001,snowfall_speech_mica_09,snowfall_speech_mica_09,snowfall_speech_mica_09_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_10_4,1001,snowfall_speech_mica_10,snowfall_speech_mica_10,snowfall_speech_mica_10_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_11_4,1001,snowfall_speech_mica_11,snowfall_speech_mica_11,snowfall_speech_mica_11_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_12_4,1001,snowfall_speech_mica_12,snowfall_speech_mica_12,snowfall_speech_mica_12_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_13_4,1001,snowfall_speech_mica_13,snowfall_speech_mica_13,snowfall_speech_mica_13_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_14_4,1001,snowfall_speech_mica_14,snowfall_speech_mica_14,snowfall_speech_mica_14_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_15_4,1001,snowfall_speech_mica_15,snowfall_speech_mica_15,snowfall_speech_mica_15_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_16_4,1001,snowfall_speech_mica_16,snowfall_speech_mica_16,snowfall_speech_mica_16_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_17_4,1001,snowfall_speech_mica_17,snowfall_speech_mica_17,snowfall_speech_mica_17_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_18_4,1001,snowfall_speech_mica_18,snowfall_speech_mica_18,snowfall_speech_mica_18_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_19_4,1001,snowfall_speech_mica_19,snowfall_speech_mica_19,snowfall_speech_mica_19_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_20_4,1001,snowfall_speech_mica_20,snowfall_speech_mica_20,snowfall_speech_mica_20_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_21_4,1001,snowfall_speech_mica_21,snowfall_speech_mica_21,snowfall_speech_mica_21_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_22_4,1001,snowfall_speech_mica_22,snowfall_speech_mica_22,snowfall_speech_mica_22_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_23_4,1001,snowfall_speech_mica_23,snowfall_speech_mica_23,snowfall_speech_mica_23_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_24_4,1001,snowfall_speech_mica_24,snowfall_speech_mica_24,snowfall_speech_mica_24_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_25_4,1001,snowfall_speech_mica_25,snowfall_speech_mica_25,snowfall_speech_mica_25_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_26_4,1001,snowfall_speech_mica_26,snowfall_speech_mica_26,snowfall_speech_mica_26_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_27_4,1001,snowfall_speech_mica_27,snowfall_speech_mica_27,snowfall_speech_mica_27_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_28_4,1001,snowfall_speech_mica_28,snowfall_speech_mica_28,snowfall_speech_mica_28_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_29_4,1001,snowfall_speech_mica_29,snowfall_speech_mica_29,snowfall_speech_mica_29_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_30_4,1001,snowfall_speech_mica_30,snowfall_speech_mica_30,snowfall_speech_mica_30_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_31_4,1001,snowfall_speech_mica_31,snowfall_speech_mica_31,snowfall_speech_mica_31_4,True,,,,,,,,,,,,,,,,,,
snowfall_speech_mica_32_4,1001,snowfall_speech_mica_32,snowfall_speech_mica_32,snowfall_speech_mica_32_4,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_noir_01_3,1001,snowfall_infinite_noir_01,snowfall_infinite_noir_01,snowfall_infinite_noir_01_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_noir_02_3,1001,snowfall_infinite_noir_02,snowfall_infinite_noir_02,snowfall_infinite_noir_02_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_noir_03_3,1001,snowfall_infinite_noir_03,snowfall_infinite_noir_03,snowfall_infinite_noir_03_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_blanc_01_3,1001,snowfall_infinite_blanc_01,snowfall_infinite_blanc_01,snowfall_infinite_blanc_01_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_blanc_02_3,1001,snowfall_infinite_blanc_02,snowfall_infinite_blanc_02,snowfall_infinite_blanc_02_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_blanc_03_3,1001,snowfall_infinite_blanc_03,snowfall_infinite_blanc_03,snowfall_infinite_blanc_03_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_emma_01_3,1001,snowfall_infinite_emma_01,snowfall_infinite_emma_01,snowfall_infinite_emma_01_3,True,,,,,,,,,,,,,,,,,,
snowfall_infinite_emma_02_3,1001,snowfall_infinite_emma_02,snowfall_infinite_emma_02,snowfall_infinite_emma_02_3,True,,,,,,,,,,,,,,,,,,
