id,costume_theme_group_id,resource_id,costume_index,costume_grade_id,costume_name_locale,costume_description_locale,costume_shop_type,costume_shop_price_id,is_hidden,additional_skins/0,additional_skins/1
30003,3000,70,1,Event,Locale_CharacterCostume:70_01_costume_name,Locale_CharacterCostume:70_1_description,Costume,120002.0,False,,
30004,3000,102,1,Event,Locale_CharacterCostume:102_01_costume_name,Locale_CharacterCostume:102_1_description,None,,False,acc,
30005,3000,72,1,Event,Locale_CharacterCostume:72_01_costume_name,Locale_CharacterCostume:72_1_description,None,,False,,
30006,3000,72,2,Event,Locale_CharacterCostume:72_02_costume_name,Locale_CharacterCostume:72_2_description,PassCostume,130007.0,False,,
30007,3000,181,1,Event,Locale_CharacterCostume:181_01_costume_name,Locale_CharacterCostume:181_1_description,Costume,120003.0,False,,
30008,3000,160,1,Event,Locale_CharacterCostume:160_01_costume_name,Locale_CharacterCostume:160_01_description,None,,False,,
30009,3000,170,1,Event,Locale_CharacterCostume:170_01_costume_name,Locale_CharacterCostume:170_01_description,Costume,120006.0,False,,
30010,3000,212,1,Event,Locale_CharacterCostume:212_01_costume_name,Locale_CharacterCostume:212_01_description,Costume,120009.0,False,,
30011,3000,141,1,Event,Locale_CharacterCostume:141_01_costume_name,Locale_CharacterCostume:141_01_description,Costume,120007.0,False,,
30012,3000,80,1,Event,Locale_CharacterCostume:80_01_costume_name,Locale_CharacterCostume:80_01_description,Costume,120008.0,False,,
30013,3000,430,1,Event,Locale_CharacterCostume:430_01_costume_name,Locale_CharacterCostume:430_01_description,PassCostume,130010.0,False,,
30014,3000,800,1,Event,Locale_CharacterCostume:800_01_costume_name,Locale_CharacterCostume:800_01_description,None,,False,,
30015,3000,191,1,Special,Locale_CharacterCostume:191_01_costume_name,Locale_CharacterCostume:191_01_description,PassCostume,130005.0,False,,
30016,3000,90,2,Event,Locale_CharacterCostume:90_02_costume_name,Locale_CharacterCostume:90_02_description,None,,False,,
30017,3000,282,1,Event,Locale_CharacterCostume:282_01_costume_name,Locale_CharacterCostume:282_01_description,Costume,120010.0,False,,
30018,3000,260,1,Unique,Locale_CharacterCostume:260_01_costume_name,Locale_CharacterCostume:260_01_description,None,,False,,
30019,3000,70,2,Special,Locale_CharacterCostume:70_02_costume_name,Locale_CharacterCostume:70_02_description,None,,False,bg,
30020,3000,271,1,Special,Locale_CharacterCostume:271_01_costume_name,Locale_CharacterCostume:271_1_description,None,,False,,
30021,3000,270,1,Special,Locale_CharacterCostume:270_01_costume_name,Locale_CharacterCostume:270_1_description,None,,False,,
30022,3000,140,2,Special,Locale_CharacterCostume:140_02_costume_name,Locale_CharacterCostume:140_2_description,None,,False,,
30023,3000,210,2,Special,Locale_CharacterCostume:210_02_costume_name,Locale_CharacterCostume:210_2_description,None,,False,,
30024,3000,280,1,Special,Locale_CharacterCostume:280_01_costume_name,Locale_CharacterCostume:280_1_description,None,,False,,
30025,3000,30,2,Special,Locale_CharacterCostume:30_02_costume_name,Locale_CharacterCostume:30_2_description,None,,False,,
30026,3000,220,1,Special,Locale_CharacterCostume:220_01_costume_name,Locale_CharacterCostume:220_1_description,None,,False,acc,
30027,3000,450,1,Special,Locale_CharacterCostume:450_01_costume_name,Locale_CharacterCostume:450_1_description,None,,False,,
30028,3000,451,1,Special,Locale_CharacterCostume:451_01_costume_name,Locale_CharacterCostume:451_1_description,None,,False,,
30029,3000,321,1,Unique,Locale_CharacterCostume:321_01_costume_name,Locale_CharacterCostume:321_1_description,None,,False,bg,
30030,3000,382,1,Special,Locale_CharacterCostume:382_01_costume_name,Locale_CharacterCostume:382_1_description,None,,False,acc,
30031,3000,32,1,Special,Locale_CharacterCostume:32_01_costume_name,Locale_CharacterCostume:32_1_description,None,,False,,
30032,3000,192,1,Special,Locale_CharacterCostume:192_01_costume_name,Locale_CharacterCostume:192_1_description,None,,False,,
30033,3000,225,1,Unique,Locale_CharacterCostume:225_01_costume_name,Locale_CharacterCostume:225_1_description,None,,False,,
30034,3000,390,1,Special,Locale_CharacterCostume:390_01_costume_name,Locale_CharacterCostume:390_1_description,None,,False,,
30035,3000,391,1,Special,Locale_CharacterCostume:391_01_costume_name,Locale_CharacterCostume:391_1_description,None,,False,,
30036,3000,450,2,Unique,Locale_CharacterCostume:450_02_costume_name,Locale_CharacterCostume:450_2_description,None,,False,bg,
30037,3000,352,2,Unique,Locale_CharacterCostume:352_02_costume_name,Locale_CharacterCostume:352_2_description,None,,False,bg,
30038,3000,381,1,Special,Locale_CharacterCostume:381_01_costume_name,Locale_CharacterCostume:381_1_description,None,,False,,
30039,3000,451,2,Special,Locale_CharacterCostume:451_02_costume_name,Locale_CharacterCostume:451_2_description,None,,False,,
30040,3000,310,1,Special,Locale_CharacterCostume:310_01_costume_name,Locale_CharacterCostume:310_1_description,None,,False,,
30041,3000,514,1,Special,Locale_CharacterCostume:514_01_costume_name,Locale_CharacterCostume:514_1_description,None,,False,,
30042,3000,511,2,Special,Locale_CharacterCostume:511_02_costume_name,Locale_CharacterCostume:511_2_description,None,,False,,
30043,3000,162,1,Unique,Locale_CharacterCostume:162_01_costume_name,Locale_CharacterCostume:162_1_description,None,,False,bg,
30044,3000,270,2,Special,Locale_CharacterCostume:270_02_costume_name,Locale_CharacterCostume:270_2_description,None,,False,,
30045,3000,271,2,Special,Locale_CharacterCostume:271_02_costume_name,Locale_CharacterCostume:271_2_description,None,,False,,
30046,3000,281,1,Special,Locale_CharacterCostume:281_01_costume_name,Locale_CharacterCostume:281_1_description,None,,False,,
30047,3000,170,3,Special,Locale_CharacterCostume:170_03_costume_name,Locale_CharacterCostume:170_3_description,None,,False,,
30048,3000,150,2,Special,Locale_CharacterCostume:150_02_costume_name,Locale_CharacterCostume:150_2_description,None,,False,,
30049,3000,95,1,Special,Locale_CharacterCostume:95_01_costume_name,Locale_CharacterCostume:95_1_description,None,,False,bg,
40001,4000,90,1,Special,Locale_CharacterCostume:90_01_costume_name,Locale_CharacterCostume:90_1_description,None,,False,bg,
40002,4000,210,1,Special,Locale_CharacterCostume:210_01_costume_name,Locale_CharacterCostume:210_1_description,Costume,120004.0,False,,
50001,5000,150,1,Event,Locale_CharacterCostume:150_01_costume_name,Locale_CharacterCostume:150_1_description,Costume,120005.0,False,,
50002,5000,140,1,Event,Locale_CharacterCostume:140_01_costume_name,Locale_CharacterCostume:140_1_description,PassCostume,130008.0,False,,
50003,5000,352,1,Event,Locale_CharacterCostume:352_01_costume_name,Locale_CharacterCostume:352_1_description,None,,False,bg,
50004,5000,202,1,Event,Locale_CharacterCostume:202_01_costume_name,Locale_CharacterCostume:202_01_description,PassCostume,130009.0,False,,
50005,5000,170,2,Special,Locale_CharacterCostume:170_02_costume_name,Locale_CharacterCostume:170_2_description,None,,False,,
50006,5000,230,1,Special,Locale_CharacterCostume:230_01_costume_name,Locale_CharacterCostume:230_1_description,None,,False,,
50007,5000,233,1,Unique,Locale_CharacterCostume:233_01_costume_name,Locale_CharacterCostume:233_1_description,None,,False,,
50008,5000,82,2,Special,Locale_CharacterCostume:82_02_costume_name,Locale_CharacterCostume:82_2_description,PassCostume,130006.0,False,,
50009,5000,180,1,Special,Locale_CharacterCostume:180_01_costume_name,Locale_CharacterCostume:180_1_description,None,,False,,
50010,5000,430,2,Unique,Locale_CharacterCostume:430_02_costume_name,Locale_CharacterCostume:430_2_description,None,,False,bg,
50011,5000,72,4,Special,Locale_CharacterCostume:72_04_costume_name,Locale_CharacterCostume:72_4_description,None,,False,,
50012,5000,470,1,Unique,Locale_CharacterCostume:470_01_costume_name,Locale_CharacterCostume:470_1_description,None,,False,bg,
50013,5000,43,1,Special,Locale_CharacterCostume:43_01_costume_name,Locale_CharacterCostume:43_1_description,None,,False,,
50014,5000,231,1,Special,Locale_CharacterCostume:231_01_costume_name,Locale_CharacterCostume:231_1_description,None,,False,,
50015,5000,511,1,Unique,Locale_CharacterCostume:511_01_costume_name,Locale_CharacterCostume:511_1_description,None,,False,,
50016,5000,513,1,Unique,Locale_CharacterCostume:513_01_costume_name,Locale_CharacterCostume:513_1_description,None,,False,,
60001,6000,22,1,Event,Locale_CharacterCostume:22_01_costume_name,Locale_CharacterCostume:22_01_description,None,,False,,
60002,6000,101,2,Special,Locale_CharacterCostume:101_02_costume_name,Locale_CharacterCostume:101_02_description,PassCostume,130001.0,False,,
60003,6000,501,1,Special,Locale_CharacterCostume:501_01_costume_name,Locale_CharacterCostume:501_1_description,None,,False,,
60004,6000,401,1,Special,Locale_CharacterCostume:401_01_costume_name,Locale_CharacterCostume:401_1_description,None,,False,,
70001,7000,112,1,Event,Locale_CharacterCostume:112_01_costume_name,Locale_CharacterCostume:112_01_description,PassCostume,130016.0,False,,
70002,7000,200,1,Unique,Locale_CharacterCostume:200_01_costume_name,Locale_CharacterCostume:200_01_description,None,,False,,
70003,7000,242,1,Special,Locale_CharacterCostume:242_01_costume_name,Locale_CharacterCostume:242_01_description,PassCostume,130017.0,False,,
70004,7000,130,1,Special,Locale_CharacterCostume:130_01_costume_name,Locale_CharacterCostume:130_01_description,PassCostume,130018.0,False,,
70005,7000,210,3,Special,Locale_CharacterCostume:210_03_costume_name,Locale_CharacterCostume:210_03_description,None,,False,,
70006,7000,272,1,Unique,Locale_CharacterCostume:272_01_costume_name,Locale_CharacterCostume:272_01_description,None,,False,bg,
70007,7000,550,1,Special,Locale_CharacterCostume:550_01_costume_name,Locale_CharacterCostume:550_01_description,None,,False,,
80001,8000,101,1,Unique,Locale_CharacterCostume:101_01_costume_name,Locale_CharacterCostume:101_01_description,None,,False,acc,
90001,9000,810,1,Event,Locale_CharacterCostume:810_01_costume_name,Locale_CharacterCostume:810_1_description,None,,False,acc,
90002,9000,810,2,Unique,Locale_CharacterCostume:810_02_costume_name,Locale_CharacterCostume:810_2_description,None,,False,acc,bg
90003,9000,811,1,Event,Locale_CharacterCostume:811_01_costume_name,Locale_CharacterCostume:811_1_description,None,,False,,
90004,9000,811,2,Event,Locale_CharacterCostume:811_02_costume_name,Locale_CharacterCostume:811_2_description,PassCostume,130011.0,False,,
90005,9000,810,3,Special,Locale_CharacterCostume:810_03_costume_name,Locale_CharacterCostume:810_3_description,None,,False,acc,
90006,9000,811,3,Special,Locale_CharacterCostume:811_03_costume_name,Locale_CharacterCostume:811_3_description,None,,False,,
100001,10000,212,2,Special,Locale_CharacterCostume:212_02_costume_name,Locale_CharacterCostume:212_2_description,None,,False,,
110001,11000,820,1,Event,Locale_CharacterCostume:820_01_costume_name,Locale_CharacterCostume:820_1_description,None,,False,,
110002,11000,820,2,Event,Locale_CharacterCostume:820_02_costume_name,Locale_CharacterCostume:820_2_description,None,,False,,
110003,11000,821,1,Unique,Locale_CharacterCostume:821_01_costume_name,Locale_CharacterCostume:821_1_description,None,,False,bg,
110004,11000,821,2,Event,Locale_CharacterCostume:821_02_costume_name,Locale_CharacterCostume:821_2_description,None,,False,,
110005,11000,830,1,Special,Locale_CharacterCostume:830_01_costume_name,Locale_CharacterCostume:830_1_description,None,,False,,
110006,11000,831,1,Special,Locale_CharacterCostume:831_01_costume_name,Locale_CharacterCostume:831_1_description,None,,False,,
110007,11000,832,1,Special,Locale_CharacterCostume:832_01_costume_name,Locale_CharacterCostume:832_1_description,None,,False,,
110008,11000,830,2,Special,Locale_CharacterCostume:830_02_costume_name,Locale_CharacterCostume:830_2_description,PassCostume,130002.0,False,bg,
110009,11000,831,2,Special,Locale_CharacterCostume:831_02_costume_name,Locale_CharacterCostume:831_2_description,PassCostume,130003.0,False,bg,
110010,11000,832,2,Special,Locale_CharacterCostume:832_02_costume_name,Locale_CharacterCostume:832_2_description,PassCostume,130004.0,False,bg,
110011,11000,830,3,Unique,Locale_CharacterCostume:830_03_costume_name,Locale_CharacterCostume:830_3_description,None,,False,bg,
110012,11000,835,1,Special,Locale_CharacterCostume:835_01_costume_name,Locale_CharacterCostume:835_1_description,None,,False,,
110013,11000,835,2,Special,Locale_CharacterCostume:835_02_costume_name,Locale_CharacterCostume:835_2_description,None,,False,bg,
110014,11000,834,1,Special,Locale_CharacterCostume:834_01_costume_name,Locale_CharacterCostume:834_1_description,None,,False,,
110015,11000,834,2,Special,Locale_CharacterCostume:834_02_costume_name,Locale_CharacterCostume:834_2_description,None,,False,,
110016,11000,832,3,Special,Locale_CharacterCostume:832_03_costume_name,Locale_CharacterCostume:832_3_description,None,,False,,
110017,11000,832,4,Special,Locale_CharacterCostume:832_04_costume_name,Locale_CharacterCostume:832_4_description,None,,False,bg,
110018,11000,850,1,Special,Locale_CharacterCostume:850_01_costume_name,Locale_CharacterCostume:850_1_description,None,,False,,
110019,11000,850,2,Special,Locale_CharacterCostume:850_02_costume_name,Locale_CharacterCostume:850_2_description,None,,False,,
110020,11000,850,3,Unique,Locale_CharacterCostume:850_03_costume_name,Locale_CharacterCostume:850_3_description,None,,False,bg,
110021,11000,851,1,Special,Locale_CharacterCostume:851_01_costume_name,Locale_CharacterCostume:851_1_description,None,,False,,
110022,11000,851,2,Special,Locale_CharacterCostume:851_02_costume_name,Locale_CharacterCostume:851_2_description,None,,False,,
110023,11000,222,1,Unique,Locale_CharacterCostume:222_01_costume_name,Locale_CharacterCostume:222_1_description,None,,False,bg,
120001,12000,330,1,Unique,Locale_CharacterCostume:330_01_costume_name,Locale_CharacterCostume:330_1_description,None,,False,,
120002,12000,260,2,Unique,Locale_CharacterCostume:260_02_costume_name,Locale_CharacterCostume:260_2_description,None,,False,,
130001,13000,431,1,Special,Locale_CharacterCostume:431_01_costume_name,Locale_CharacterCostume:431_1_description,None,,False,,
130002,13000,91,1,Special,Locale_CharacterCostume:91_01_costume_name,Locale_CharacterCostume:91_1_description,None,,False,,
