id,preset_group_id,difficulty_type,quick_battle_type,character_lv,wave_open_condition,wave_order,wave,monster_stage_lv,monster_stage_lv_change_group,dynamic_object_stage_lv,cover_stage_lv,spot_autocontrol,wave_name,wave_description,monster_image_si,monster_image,first_clear_reward_id,reward_id
10007007,10007,Common,StageClear,0,10007006,7,6700701,200,0,195,1,True,Locale_System:bbg006_name,Locale_System:bbg006_description,si_bbg006,full_bbg006,3620107,3620207
10007008,10007,Trial,StageClear,400,10007007,8,6700702,390,904,400,1,True,Locale_System:bbg006_name,Locale_System:bbg006_description,si_bbg006,full_bbg006,0,0
10008001,10008,Common,StageClear,0,0,1,6700801,45,0,54,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620101,3620201
10008002,10008,Common,StageClear,0,10008001,2,6700801,85,0,92,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620102,3620202
10008003,10008,Common,StageClear,0,10008002,3,6700801,120,0,125,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620103,3620203
10008004,10008,Common,StageClear,0,10008003,4,6700801,145,0,142,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620104,3620204
10008005,10008,Common,StageClear,0,10008004,5,6700801,175,0,169,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620105,3620205
10008006,10008,Common,StageClear,0,10008005,6,6700801,185,0,184,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620106,3620206
10008007,10008,Common,StageClear,0,10008006,7,6700801,200,0,195,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,3620107,3620207
10008008,10008,Trial,StageClear,400,10008007,8,6700802,390,904,400,1,True,Locale_System:bbg002_name,Locale_System:bbg002_description,si_bbg002,full_bbg002,0,0
10009001,10009,Common,StageClear,0,0,1,6700901,45,0,54,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620101,3620201
10009002,10009,Common,StageClear,0,10009001,2,6700901,85,0,92,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620102,3620202
10009003,10009,Common,StageClear,0,10009002,3,6700901,120,0,125,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620103,3620203
10009004,10009,Common,StageClear,0,10009003,4,6700901,145,0,142,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620104,3620204
10009005,10009,Common,StageClear,0,10009004,5,6700901,175,0,169,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620105,3620205
10009006,10009,Common,StageClear,0,10009005,6,6700901,185,0,184,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620106,3620206
10009007,10009,Common,StageClear,0,10009006,7,6700901,200,0,195,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,3620107,3620207
10009008,10009,Trial,StageClear,400,10009007,8,6700902,390,904,400,1,True,Locale_System:ebg002_name,Locale_System:ebg002_description,si_ebg002_dmtr,full_ebg002_dmtr,0,0
10010001,10010,Common,StageClear,0,0,1,6701001,45,0,54,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620101,3620201
10010002,10010,Common,StageClear,0,10010001,2,6701001,85,0,92,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620102,3620202
10010003,10010,Common,StageClear,0,10010002,3,6701001,120,0,125,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620103,3620203
10010004,10010,Common,StageClear,0,10010003,4,6701001,145,0,142,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620104,3620204
10010005,10010,Common,StageClear,0,10010004,5,6701001,175,0,169,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620105,3620205
10010006,10010,Common,StageClear,0,10010005,6,6701001,185,0,184,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620106,3620206
10010007,10010,Common,StageClear,0,10010006,7,6701001,200,0,195,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,3620107,3620207
10010008,10010,Trial,StageClear,400,10010007,8,6701002,390,904,400,1,True,Locale_System:xbg001_name,Locale_System:xbg001_description,si_xbg001_psid,full_xbg001_psid,0,0
10011001,10011,Common,StageClear,0,0,1,6701201,45,0,54,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620101,3620201
10011002,10011,Common,StageClear,0,10011001,2,6701201,85,0,92,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620102,3620202
10011003,10011,Common,StageClear,0,10011002,3,6701201,120,0,125,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620103,3620203
10011004,10011,Common,StageClear,0,10011003,4,6701201,145,0,142,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620104,3620204
10011005,10011,Common,StageClear,0,10011004,5,6701201,175,0,169,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620105,3620205
10011006,10011,Common,StageClear,0,10011005,6,6701201,185,0,184,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620106,3620206
10011007,10011,Common,StageClear,0,10011006,7,6701201,200,0,195,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,3620107,3620207
10011008,10011,Trial,StageClear,400,10011007,8,6701202,390,904,400,1,True,Locale_System:eba001_name,Locale_System:eba001_description,si_eba001_anmi,full_eba001_anmi,0,0
10012001,10012,Common,StageClear,0,0,1,6701101,45,0,54,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620101,3620201
10012002,10012,Common,StageClear,0,10012001,2,6701101,85,0,92,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620102,3620202
10012003,10012,Common,StageClear,0,10012002,3,6701101,120,0,125,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620103,3620203
10012004,10012,Common,StageClear,0,10012003,4,6701101,145,0,142,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620104,3620204
10012005,10012,Common,StageClear,0,10012004,5,6701101,175,0,169,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620105,3620205
10012006,10012,Common,StageClear,0,10012005,6,6701101,185,0,184,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620106,3620206
10012007,10012,Common,StageClear,0,10012006,7,6701101,200,0,195,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,3620107,3620207
10012008,10012,Trial,StageClear,400,10012007,8,6701102,390,904,400,1,True,Locale_System:mba002_name,Locale_System:mba002_description,si_mba002,full_mba002,0,0
10013001,10013,Common,StageClear,0,0,1,6701301,45,0,54,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620101,3620201
10013002,10013,Common,StageClear,0,10013001,2,6701301,85,0,92,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620102,3620202
10013003,10013,Common,StageClear,0,10013002,3,6701301,120,0,125,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620103,3620203
10013004,10013,Common,StageClear,0,10013003,4,6701301,145,0,142,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620104,3620204
10013005,10013,Common,StageClear,0,10013004,5,6701301,175,0,169,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620105,3620205
10013006,10013,Common,StageClear,0,10013005,6,6701301,185,0,184,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620106,3620206
10013007,10013,Common,StageClear,0,10013006,7,6701301,200,0,195,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,3620107,3620207
10013008,10013,Trial,StageClear,400,10013007,8,6701302,390,904,400,1,True,Locale_System:ebg003_name,Locale_System:ebg003_description,si_ebg003,full_ebg003,0,0
10014001,10014,Common,StageClear,0,0,1,6701401,45,0,54,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630101,3640201
10014002,10014,Common,StageClear,0,10014001,2,6701401,85,0,92,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630102,3640202
10014003,10014,Common,StageClear,0,10014002,3,6701401,120,0,125,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630103,3640203
10014004,10014,Common,StageClear,0,10014003,4,6701401,145,0,142,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630104,3640204
10014005,10014,Common,StageClear,0,10014004,5,6701401,175,0,169,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630105,3640205
10014006,10014,Common,StageClear,0,10014005,6,6701401,185,0,184,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630106,3640206
10014007,10014,Common,StageClear,0,10014006,7,6701401,200,0,195,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,3630107,3640207
10014008,10014,Trial,StageClear,400,10014007,8,6701402,390,904,400,1,True,Locale_System:mbg002_name,Locale_System:mbg002_description,si_mbg002_raid,full_mbg002_raid,0,0
10015001,10015,Common,StageClear,0,0,1,6701501,45,0,54,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640101,3640201
10015002,10015,Common,StageClear,0,10015001,2,6701501,85,0,92,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640102,3640202
10015003,10015,Common,StageClear,0,10015002,3,6701501,120,0,125,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640103,3640203
10015004,10015,Common,StageClear,0,10015003,4,6701501,145,0,142,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640104,3640204
10015005,10015,Common,StageClear,0,10015004,5,6701501,175,0,169,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640105,3640205
10015006,10015,Common,StageClear,0,10015005,6,6701501,185,0,184,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640106,3640206
10015007,10015,Common,StageClear,0,10015006,7,6701501,200,0,195,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,3640107,3640207
10015008,10015,Trial,StageClear,400,10015007,8,6701502,390,904,400,1,True,Locale_System:bbg004_golden_name,Locale_System:bbg004_golden_description,si_bbg004_golden,full_bbg004_golden,0,0
10016001,10016,Common,StageClear,0,0,1,6701601,45,0,54,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640101,3640201
10016002,10016,Common,StageClear,0,10016001,2,6701601,85,0,92,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640102,3640202
10016003,10016,Common,StageClear,0,10016002,3,6701601,120,0,125,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640103,3640203
10016004,10016,Common,StageClear,0,10016003,4,6701601,145,0,142,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640104,3640204
10016005,10016,Common,StageClear,0,10016004,5,6701601,175,0,169,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640105,3640205
10016006,10016,Common,StageClear,0,10016005,6,6701601,185,0,184,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640106,3640206
10016007,10016,Common,StageClear,0,10016006,7,6701601,200,0,195,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,3640107,3640207
10016008,10016,Trial,StageClear,400,10016007,8,6701602,390,904,400,1,True,Locale_System:xba001_name,Locale_System:xba001_description,si_xba001_psid,full_xba001_psid,0,0
10017001,10017,Common,StageClear,0,0,1,6701701,45,0,54,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640101,3640201
10017002,10017,Common,StageClear,0,10017001,2,6701701,85,0,92,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640102,3640202
10017003,10017,Common,StageClear,0,10017002,3,6701701,120,0,125,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640103,3640203
10017004,10017,Common,StageClear,0,10017003,4,6701701,145,0,142,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640104,3640204
10017005,10017,Common,StageClear,0,10017004,5,6701701,175,0,169,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640105,3640205
10017006,10017,Common,StageClear,0,10017005,6,6701701,185,0,184,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640106,3640206
10017007,10017,Common,StageClear,0,10017006,7,6701701,200,0,195,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,3640107,3640207
10017008,10017,Trial,StageClear,400,10017007,8,6701702,390,904,400,1,True,Locale_System:eba004_name,Locale_System:eba004_description,si_eba004,full_eba004,0,0
10018001,10018,Common,StageClear,0,0,1,6701801,45,0,54,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640101,3640201
10018002,10018,Common,StageClear,0,10018001,2,6701801,85,0,92,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640102,3640202
10018003,10018,Common,StageClear,0,10018002,3,6701801,120,0,125,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640103,3640203
10018004,10018,Common,StageClear,0,10018003,4,6701801,145,0,142,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640104,3640204
10018005,10018,Common,StageClear,0,10018004,5,6701801,175,0,169,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640105,3640205
10018006,10018,Common,StageClear,0,10018005,6,6701801,185,0,184,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640106,3640206
10018007,10018,Common,StageClear,0,10018006,7,6701801,200,0,195,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,3640107,3640207
10018008,10018,Trial,StageClear,400,10018007,8,6701802,390,904,400,1,True,Locale_System:ebg001_name,Locale_System:ebg001_description,si_ebg001,full_ebg001,0,0
10019001,10019,Common,StageClear,0,0,1,6701901,45,0,54,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640101,3640201
10019002,10019,Common,StageClear,0,10019001,2,6701901,85,0,92,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640102,3640202
10019003,10019,Common,StageClear,0,10019002,3,6701901,120,0,125,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640103,3640203
10019004,10019,Common,StageClear,0,10019003,4,6701901,145,0,142,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640104,3640204
10019005,10019,Common,StageClear,0,10019004,5,6701901,175,0,169,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640105,3640205
10019006,10019,Common,StageClear,0,10019005,6,6701901,185,0,184,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640106,3640206
10019007,10019,Common,StageClear,0,10019006,7,6701901,200,0,195,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,3640107,3640207
10019008,10019,Trial,StageClear,400,10019007,8,6701902,390,904,400,1,True,Locale_System:mbg003_name,Locale_System:mbg003_description,si_mbg003_psid,full_mbg003_psid,0,0
10020001,10020,Common,StageClear,0,0,1,6702001,45,0,54,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640101,3640201
10020002,10020,Common,StageClear,0,10020001,2,6702001,85,0,92,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640102,3640202
10020003,10020,Common,StageClear,0,10020002,3,6702001,120,0,125,1,True,Locale_System:mba002_whiteice_name,Locale_System:mba002_whiteice_description,si_mba002_whiteice_psid,full_mba002_whiteice_psid,3640103,3640203
