id,name_localkey,description_localkey,resource_id,item_type,item_sub_type,item_rare,corporation,class,use_type,use_id,use_value,use_limit_count,stack_max,corporation_sub_type,use_limit_count_value
5100012,Locale_Item:piece_50012,Locale_Item:piece,12,Piece,CharacterPiece,SR,TETRA,Defender,None,0,0,False,9999999,,
5100210,Locale_Item:piece_50210,Locale_Item:piece,210,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100191,Locale_Item:piece_50191,Locale_Item:piece,191,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100142,Locale_Item:piece_50142,Locale_Item:piece,142,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100130,Locale_Item:piece_50130,Locale_Item:piece,130,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100190,Locale_Item:piece_50190,Locale_Item:piece,190,Piece,CharacterPiece,SSR,TETRA,Defender,None,0,0,False,9999999,,
5100202,Locale_Item:piece_50202,Locale_Item:piece,202,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100352,Locale_Item:piece_352,Locale_Item:piece,352,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100432,Locale_Item:piece_432,Locale_Item:piece,432,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100430,Locale_Item:piece_430,Locale_Item:piece,430,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100431,Locale_Item:piece_431,Locale_Item:piece,431,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100121,Locale_Item:piece_121,Locale_Item:piece,121,Piece,CharacterPiece,SSR,MISSILIS,Supporter,None,0,0,False,9999999,,
5100203,Locale_Item:piece_203,Locale_Item:piece,203,Piece,CharacterPiece,SSR,TETRA,Defender,None,0,0,False,9999999,,
5100193,Locale_Item:piece_193,Locale_Item:piece,193,Piece,CharacterPiece,SR,TETRA,Attacker,None,0,0,False,9999999,,
5100260,Locale_Item:piece_50260,Locale_Item:piece,260,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100400,Locale_Item:piece_400,Locale_Item:piece,400,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100401,Locale_Item:piece_401,Locale_Item:piece,401,Piece,CharacterPiece,SSR,MISSILIS,Defender,None,0,0,False,9999999,,
5100402,Locale_Item:piece_402,Locale_Item:piece,402,Piece,CharacterPiece,SSR,MISSILIS,Supporter,None,0,0,False,9999999,,
5100112,Locale_Item:piece_50112,Locale_Item:piece,112,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100111,Locale_Item:piece_50111,Locale_Item:piece,111,Piece,CharacterPiece,SSR,MISSILIS,Defender,None,0,0,False,9999999,,
5100311,Locale_Item:piece_311,Locale_Item:piece,311,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100312,Locale_Item:piece_312,Locale_Item:piece,312,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100800,Locale_Item:piece_800,Locale_Item:piece,800,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100801,Locale_Item:piece_801,Locale_Item:piece,801,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100802,Locale_Item:piece_802,Locale_Item:piece,802,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100381,Locale_Item:piece_381,Locale_Item:piece,381,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100261,Locale_Item:piece_261,Locale_Item:piece,261,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100282,Locale_Item:piece_50282,Locale_Item:piece,282,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100040,Locale_Item:piece_50040,Locale_Item:piece,40,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100233,Locale_Item:piece_233,Locale_Item:piece,233,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100392,Locale_Item:piece_392,Locale_Item:piece,392,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100270,Locale_Item:piece_50270,Locale_Item:piece,270,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100271,Locale_Item:piece_50271,Locale_Item:piece,271,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100280,Locale_Item:piece_50280,Locale_Item:piece,280,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100132,Locale_Item:piece_132,Locale_Item:piece,132,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100014,Locale_Item:piece_014,Locale_Item:piece,14,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100380,Locale_Item:piece_380,Locale_Item:piece,380,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100350,Locale_Item:piece_350,Locale_Item:piece,350,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100351,Locale_Item:piece_351,Locale_Item:piece,351,Piece,CharacterPiece,SR,ELYSION,Attacker,None,0,0,False,9999999,,
5100015,Locale_Item:piece_15,Locale_Item:piece,15,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100353,Locale_Item:piece_353,Locale_Item:piece,353,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100810,Locale_Item:piece_810,Locale_Item:piece,810,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100811,Locale_Item:piece_811,Locale_Item:piece,811,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100812,Locale_Item:piece_812,Locale_Item:piece,812,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100450,Locale_Item:piece_450,Locale_Item:piece,450,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100451,Locale_Item:piece_451,Locale_Item:piece,451,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100321,Locale_Item:piece_232101,Locale_Item:piece,321,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100033,Locale_Item:piece_33,Locale_Item:piece,33,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100470,Locale_Item:piece_470,Locale_Item:piece,470,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100224,Locale_Item:piece_224,Locale_Item:piece,224,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100192,Locale_Item:piece_192,Locale_Item:piece,192,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100194,Locale_Item:piece_194,Locale_Item:piece,194,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100062,Locale_Item:piece_62,Locale_Item:piece,62,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100225,Locale_Item:piece_225,Locale_Item:piece,225,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100382,Locale_Item:piece_382,Locale_Item:piece,382,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100281,Locale_Item:piece_50281,Locale_Item:piece,281,Piece,CharacterPiece,SSR,TETRA,Defender,None,0,0,False,9999999,,
5100310,Locale_Item:piece_331001,Locale_Item:piece,310,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100313,Locale_Item:piece_313,Locale_Item:piece,313,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100500,Locale_Item:piece_500,Locale_Item:piece,500,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100820,Locale_Item:piece_820,Locale_Item:piece,820,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100821,Locale_Item:piece_821,Locale_Item:piece,821,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100822,Locale_Item:piece_822,Locale_Item:piece,822,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100043,Locale_Item:piece_43,Locale_Item:piece,43,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100550,Locale_Item:piece_550,Locale_Item:piece,550,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100330,Locale_Item:piece_330,Locale_Item:piece,330,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100361,Locale_Item:piece_361,Locale_Item:piece,361,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100501,Locale_Item:piece_501,Locale_Item:piece,501,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100314,Locale_Item:piece_314,Locale_Item:piece,314,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100195,Locale_Item:piece_195,Locale_Item:piece,195,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100551,Locale_Item:piece_551,Locale_Item:piece,551,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100283,Locale_Item:piece_283,Locale_Item:piece,283,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100284,Locale_Item:piece_284,Locale_Item:piece,284,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100391,Locale_Item:piece_391,Locale_Item:piece,391,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100390,Locale_Item:piece_390,Locale_Item:piece,390,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100830,Locale_Item:piece_830,Locale_Item:piece,830,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100831,Locale_Item:piece_831,Locale_Item:piece,831,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100832,Locale_Item:piece_832,Locale_Item:piece,832,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100833,Locale_Item:piece_833,Locale_Item:piece,833,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100272,Locale_Item:piece_272,Locale_Item:piece,272,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100403,Locale_Item:piece_403,Locale_Item:piece,403,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100580,Locale_Item:piece_580,Locale_Item:piece,580,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100240,Locale_Item:piece_50240,Locale_Item:piece,240,Piece,CharacterPiece,SSR,TETRA,Supporter,None,0,0,False,9999999,,
5100226,Locale_Item:piece_226,Locale_Item:piece,226,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100511,Locale_Item:piece_511,Locale_Item:piece,511,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100514,Locale_Item:piece_514,Locale_Item:piece,514,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100411,Locale_Item:piece_411,Locale_Item:piece,411,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100183,Locale_Item:piece_183,Locale_Item:piece,183,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100182,Locale_Item:piece_182,Locale_Item:piece,182,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100016,Locale_Item:piece_16,Locale_Item:piece,16,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,OVERSPEC,
5100290,Locale_Item:piece_50290,Locale_Item:piece,290,Piece,CharacterPiece,SSR,MISSILIS,Supporter,None,0,0,False,9999999,,
5100354,Locale_Item:piece_354,Locale_Item:piece,354,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100355,Locale_Item:piece_355,Locale_Item:piece,355,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100834,Locale_Item:piece_834,Locale_Item:piece,834,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100835,Locale_Item:piece_835,Locale_Item:piece,835,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100836,Locale_Item:piece_836,Locale_Item:piece,836,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100412,Locale_Item:piece_412,Locale_Item:piece,412,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100520,Locale_Item:piece_520,Locale_Item:piece,520,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100521,Locale_Item:piece_521,Locale_Item:piece,521,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100513,Locale_Item:piece_513,Locale_Item:piece,513,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100162,Locale_Item:piece_162,Locale_Item:piece,162,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,OVERSPEC,
5100590,Locale_Item:piece_590,Locale_Item:piece,590,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100581,Locale_Item:piece_581,Locale_Item:piece,581,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100041,Locale_Item:piece_41,Locale_Item:piece,41,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100850,Locale_Item:piece_850,Locale_Item:piece,850,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100851,Locale_Item:piece_851,Locale_Item:piece,851,Piece,CharacterPiece,SSR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100852,Locale_Item:piece_852,Locale_Item:piece,852,Piece,CharacterPiece,SR,ABNORMAL,Attacker,None,0,0,False,9999999,,
5100532,Locale_Item:piece_532,Locale_Item:piece,532,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100234,Locale_Item:piece_234,Locale_Item:piece,234,Piece,CharacterPiece,SSR,PILGRIM,Attacker,None,0,0,False,9999999,OVERSPEC,
5100502,Locale_Item:piece_502,Locale_Item:piece,502,Piece,CharacterPiece,SSR,MISSILIS,Attacker,None,0,0,False,9999999,,
5100093,Locale_Item:piece_93,Locale_Item:piece,93,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100094,Locale_Item:piece_94,Locale_Item:piece,94,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100095,Locale_Item:piece_95,Locale_Item:piece,95,Piece,CharacterPiece,SSR,ELYSION,Attacker,None,0,0,False,9999999,,
5100143,Locale_Item:piece_143,Locale_Item:piece,143,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5100315,Locale_Item:piece_315,Locale_Item:piece,315,Piece,CharacterPiece,SSR,TETRA,Attacker,None,0,0,False,9999999,,
5201201,Locale_Item:piece_58004,Locale_Item:piece_elysion,58004,Piece,MaterialPiece,SR,ELYSION,None,None,0,0,False,9999999,,
5202201,Locale_Item:piece_58005,Locale_Item:piece_missilis,58005,Piece,MaterialPiece,SR,MISSILIS,None,None,0,0,False,9999999,,
5203201,Locale_Item:piece_58006,Locale_Item:piece_tetra,58006,Piece,MaterialPiece,SR,TETRA,None,None,0,0,False,9999999,,
5204201,Locale_Item:piece_58007,Locale_Item:piece_pilgrim,58007,Piece,MaterialPiece,SR,PILGRIM,None,None,0,0,False,9999999,,
5205201,Locale_Item:piece_58008,Locale_Item:piece_abnormal,58008,Piece,MaterialPiece,SR,ABNORMAL,None,None,0,0,False,9999999,,
5210201,Locale_Item:piece_58001,Locale_Item:piece_attacker,58001,Piece,MaterialPiece,SR,None,Attacker,None,0,0,False,9999999,,
5220201,Locale_Item:piece_58002,Locale_Item:piece_defender,58002,Piece,MaterialPiece,SR,None,Defender,None,0,0,False,9999999,,
5230201,Locale_Item:piece_58003,Locale_Item:piece_supporter,58003,Piece,MaterialPiece,SR,None,Supporter,None,0,0,False,9999999,,
5310301,Locale_Item:piece_59002,Locale_Item:piece_summon_01,59002,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,610001,50,True,9999999,,10.0
5310302,Locale_Item:MaterialName_5310302,Locale_Item:MaterialDescription_5310302_01,59003,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,510001,50,True,9999999,,10.0
5310303,Locale_Item:MaterialName_5310303,Locale_Item:MaterialDescription_5310303_01,59004,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,520001,50,True,9999999,,10.0
5310304,Locale_Item:MaterialName_5310304,Locale_Item:MaterialDescription_5310304_01,59005,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,530001,50,True,9999999,,10.0
5310305,Locale_Item:MaterialName_5310305_01,Locale_Item:MaterialDescription_5310305_01,59006,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,540001,50,True,9999999,,10.0
5310306,Locale_Item:MaterialName_5310306,Locale_Item:MaterialDescription_5310306_01,59007,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,150001,50,True,9999999,,10.0
5310307,Locale_Item:MaterialName_5310307,Locale_Item:MaterialDescription_5310307_01,59008,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,550101,50,True,9999999,,10.0
5310308,Locale_Item:MaterialName_5310308,Locale_Item:MaterialDescription_5310308_01,59009,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,550201,50,True,9999999,,10.0
5310309,Locale_Item:MaterialName_5310309,Locale_Item:MaterialDescription_5310309_01,59010,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,550301,50,True,9999999,,10.0
5330201,Locale_Item:piece_59001,Locale_Item:piece_summon_01,59001,Piece,SummonPiece,SR,None,None,SummonRandomCharacter,620001,50,True,9999999,,10.0
5359001,Locale_Item:use_limit_test_SR_Piece,Locale_Item:use_limit_test_SR_Piece_desc,59001,Piece,SummonPiece,SR,None,None,SummonRandomCharacter,620001,51,True,9999999,,9.0
5460352,Locale_Item:MaterialName_5460352,Locale_Item:MaterialDescription_5460352,60352,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,200001,50,True,9999999,,10.0
5460100,Locale_Item:MaterialName_5460100,Locale_Item:MaterialDescription_5460100,60100,Piece,SummonPiece,SSR,None,None,SummonRandomCharacter,200101,50,True,9999999,,10.0
