id,wave_path_group_id,spawn_start_time,spawn_monster_id,spawn_count,spawn_delay,starting_point_group,starting_point_type,starting_point_min_order,starting_point_max_order,forced_starting_point_index
10222,100110207,100,1001102002,3,160,A,InOrder,1.0,3.0,
10223,100110207,300,1001201002,1,200,A,Forced,,,1.0
10224,100110207,1620,1001101002,6,120,A,InOrder,4.0,6.0,
10225,100110207,3220,1001102002,3,160,A,InOrder,1.0,3.0,
10226,100110207,4540,1001101002,6,120,A,InOrder,4.0,6.0,
10301,100110301,100,1001102001,1,200,A,InOrder,1.0,3.0,
10302,100110301,800,1001101001,3,200,A,InOrder,1.0,3.0,
10303,100110301,1000,1001102001,1,200,A,InOrder,1.0,3.0,
10304,100110301,1700,1001101001,3,200,A,InOrder,1.0,3.0,
10305,100110302,100,1001101001,6,120,A,InOrder,1.0,3.0,
10306,100110302,950,1001105001,4,160,A,InOrder,1.0,3.0,
10307,100110302,1830,1001101001,6,120,A,InOrder,1.0,3.0,
10308,100110302,2680,1001105001,4,160,A,InOrder,1.0,3.0,
10309,100110303,100,1001102001,3,140,A,InOrder,1.0,3.0,
10310,100110303,1300,1001102001,3,140,B,InOrder,1.0,3.0,
10311,100110303,1380,1001101001,6,120,A,InOrder,1.0,3.0,
10312,100110303,2580,1001101001,6,120,B,InOrder,1.0,3.0,
10313,100110304,100,1001101001,9,100,A,InOrder,1.0,3.0,
10314,100110304,1300,1001101001,9,120,B,InOrder,1.0,3.0,
10315,100110304,1700,1001105001,6,100,A,InOrder,1.0,3.0,
10316,100110304,3060,1001105001,6,120,B,InOrder,1.0,3.0,
10317,100110305,100,1001102002,1,200,B,InOrder,1.0,3.0,
10318,100110305,1100,1001101002,9,100,B,InOrder,1.0,3.0,
10319,100110305,1400,1001102002,1,200,B,InOrder,1.0,3.0,
10320,100110305,2400,1001105002,6,120,B,InOrder,1.0,3.0,
10321,100110305,2700,1001102002,1,200,B,InOrder,1.0,3.0,
10322,100110305,3700,1001105002,6,120,B,InOrder,1.0,3.0,
10323,100110306,100,1001102002,2,200,B,InOrder,1.0,3.0,
10324,100110306,1000,1001102002,2,200,A,InOrder,1.0,3.0,
10325,100110306,1300,1001102002,3,160,B,InOrder,1.0,3.0,
10326,100110306,2200,1001102002,3,160,A,InOrder,1.0,3.0,
10327,100110307,100,1001102002,3,160,B,InOrder,1.0,3.0,
10328,100110307,300,1001201002,1,200,A,Forced,,,1.0
10329,100110307,1100,1001102002,3,160,A,InOrder,1.0,3.0,
10330,100110307,2020,1001105002,6,120,B,InOrder,1.0,3.0,
10331,100110307,4020,1001105002,6,120,A,InOrder,1.0,3.0,
10401,100110401,100,1001101101,3,200,A,InOrder,1.0,3.0,
10402,100110401,800,1001101101,3,200,A,InOrder,1.0,3.0,
10403,100110401,1500,1001103101,3,200,B,InOrder,1.0,3.0,
10404,100110402,100,1001101101,6,140,A,InOrder,1.0,3.0,
10405,100110402,1300,1001101101,6,140,B,InOrder,1.0,3.0,
10406,100110402,1600,1001105101,3,200,A,InOrder,1.0,3.0,
10407,100110402,2800,1001105101,3,200,B,InOrder,1.0,3.0,
10408,100110403,100,1001104101,1,200,B,InOrder,1.0,3.0,
10409,100110403,1100,1001102101,1,200,A,InOrder,1.0,3.0,
10410,100110403,1200,1001103101,6,140,B,InOrder,1.0,3.0,
10411,100110403,2200,1001101101,6,140,A,InOrder,1.0,3.0,
10412,100110404,100,1001104101,1,200,B,InOrder,1.0,3.0,
10413,100110404,1100,1001105101,9,100,A,InOrder,1.0,3.0,
10414,100110404,1400,1001104101,1,200,B,InOrder,1.0,3.0,
10415,100110404,2400,1001105101,6,120,A,InOrder,1.0,3.0,
10416,100110404,2700,1001104101,1,200,B,InOrder,1.0,3.0,
10417,100110404,3700,1001105101,6,120,A,InOrder,1.0,3.0,
10418,100110405,100,1001102102,3,160,A,InOrder,1.0,3.0,
10419,100110405,1620,1001106102,6,120,B,InOrder,1.0,3.0,
10420,100110405,2020,1001104102,3,160,A,InOrder,1.0,3.0,
10421,100110405,3540,1001106102,6,120,B,InOrder,1.0,3.0,
10422,100110406,100,1001105102,9,100,A,InOrder,1.0,3.0,
10423,100110406,1300,1001106102,9,120,B,InOrder,1.0,3.0,
10424,100110406,1700,1001105102,6,100,A,InOrder,1.0,3.0,
10425,100110406,3060,1001106102,6,120,B,InOrder,1.0,3.0,
10426,100110407,100,1001102102,3,160,A,InOrder,1.0,3.0,
10427,100110407,300,1001202102,1,200,B,Forced,,,1.0
10428,100110407,1100,1001104102,3,160,B,InOrder,1.0,3.0,
10429,100110407,2020,1001101102,6,120,A,InOrder,1.0,3.0,
10430,100110407,4020,1001103102,6,120,B,InOrder,1.0,3.0,
10501,100110501,100,1001101001,10,120,A,InOrder,1.0,3.0,
10502,100110501,2080,1001105001,10,120,B,InOrder,1.0,3.0,
10503,100110502,100,1001102001,3,140,A,InOrder,1.0,3.0,
10504,100110502,1300,1001102001,3,140,B,InOrder,1.0,3.0,
10505,100110502,1380,1001101001,6,120,A,InOrder,1.0,3.0,
10506,100110502,2580,1001101001,6,120,B,InOrder,1.0,3.0,
10507,100110503,100,1001105001,9,100,B,InOrder,1.0,3.0,
10508,100110503,1260,1001105001,6,120,B,InOrder,1.0,3.0,
10509,100110503,2460,1001101001,9,100,A,InOrder,1.0,3.0,
10510,100110503,3560,1001105001,6,120,A,InOrder,1.0,3.0,
10511,100110504,100,1001102001,2,200,B,InOrder,1.0,3.0,
10512,100110504,1200,1001102001,3,160,A,InOrder,1.0,3.0,
10513,100110504,1300,1001105001,5,140,B,InOrder,1.0,3.0,
10514,100110505,100,1001102002,1,200,B,InOrder,1.0,3.0,
10515,100110505,1100,1001105002,9,100,B,InOrder,1.0,3.0,
10516,100110505,2700,1001102002,1,200,A,InOrder,1.0,3.0,
10517,100110505,2800,1001102002,1,200,B,InOrder,1.0,3.0,
10518,100110505,3700,1001101002,6,100,A,InOrder,1.0,3.0,
10519,100110505,3800,1001105002,6,100,B,InOrder,1.0,3.0,
10520,100110506,100,1001102002,3,140,B,InOrder,1.0,3.0,
10521,100110506,1180,1001102002,3,140,B,InOrder,1.0,3.0,
10522,100110506,2260,1001102002,2,160,A,InOrder,1.0,3.0,
10523,100110506,4020,1001105002,16,80,A,InOrder,1.0,3.0,
10524,100110507,100,1001102002,3,140,A,InOrder,1.0,3.0,
10525,100110507,1300,1001102002,3,140,B,InOrder,1.0,3.0,
10526,100110507,1380,1001105002,6,120,A,InOrder,1.0,3.0,
10527,100110507,2580,1001105002,6,120,B,InOrder,1.0,3.0,
10528,100110508,100,1001102002,3,160,B,InOrder,1.0,3.0,
10529,100110508,300,1001201002,1,200,A,Forced,,,1.0
10530,100110508,1100,1001102002,3,160,A,InOrder,1.0,3.0,
10531,100110508,2020,1001105002,6,120,B,InOrder,1.0,3.0,
10532,100110508,4020,1001105002,6,120,A,InOrder,1.0,3.0,
10601,100110601,100,1001101001,6,140,A,InOrder,1.0,3.0,
10602,100110601,1300,1001101001,6,140,B,InOrder,1.0,3.0,
10603,100110601,1600,1001105001,3,200,A,InOrder,1.0,3.0,
10604,100110601,2800,1001105001,3,200,B,InOrder,1.0,3.0,
10605,100110602,100,1001102001,3,140,A,InOrder,1.0,3.0,
10606,100110602,1300,1001102001,3,140,B,InOrder,1.0,3.0,
10607,100110602,1380,1001101001,6,120,A,InOrder,1.0,3.0,
10608,100110602,2580,1001101001,6,120,B,InOrder,1.0,3.0,
10609,100110603,100,1001102001,1,200,A,InOrder,1.0,3.0,
10610,100110603,1100,1001101001,9,100,A,InOrder,1.0,3.0,
10611,100110603,2700,1001102001,1,200,B,InOrder,1.0,3.0,
10612,100110603,2800,1001104001,1,200,C,InOrder,1.0,3.0,
10613,100110603,3700,1001101001,6,100,B,InOrder,1.0,3.0,
10614,100110603,3800,1001103001,6,100,C,InOrder,1.0,3.0,
10615,100110604,100,1001101001,10,120,B,InOrder,1.0,3.0,
10616,100110604,900,1001106001,10,120,C,InOrder,1.0,3.0,
10617,100110604,1780,1001101001,10,120,B,InOrder,1.0,3.0,
10618,100110604,2580,1001106001,10,120,C,InOrder,1.0,3.0,
10619,100110605,100,1001102002,2,200,B,InOrder,1.0,3.0,
10620,100110605,1000,1001104002,2,200,C,InOrder,1.0,3.0,
10621,100110605,1300,1001102002,3,160,B,InOrder,1.0,3.0,
10622,100110605,2200,1001104002,3,160,C,InOrder,1.0,3.0,
10623,100110606,100,1001105002,9,100,A,InOrder,1.0,3.0,
10624,100110606,1260,1001101002,6,120,B,InOrder,1.0,3.0,
10625,100110606,2460,1001105002,9,100,A,InOrder,1.0,3.0,
10626,100110606,3560,1001101002,6,120,B,InOrder,1.0,3.0,
10627,100110607,100,1001102002,3,160,B,InOrder,1.0,3.0,
10628,100110607,300,1001201002,1,200,A,Forced,,,1.0
10629,100110607,1100,1001102002,3,160,A,InOrder,1.0,3.0,
10630,100110607,2020,1001101002,6,120,B,InOrder,1.0,3.0,
10631,100110607,4020,1001105002,6,120,A,InOrder,1.0,3.0,
10632,100110608,100,1001102002,1,200,B,InOrder,1.0,3.0,
10633,100110608,1100,1001101002,9,100,B,InOrder,1.0,3.0,
10634,100110608,1400,1001104002,1,200,C,InOrder,1.0,3.0,
10635,100110608,2400,1001106002,6,120,C,InOrder,1.0,3.0,
10636,100110608,2700,1001104002,1,200,C,InOrder,1.0,3.0,
10637,100110608,3700,1001106002,6,120,C,InOrder,1.0,3.0,
10638,100110609,300,1001202003,1,200,C,Forced,,,1.0
10639,100110609,400,1001104003,1,200,C,InOrder,1.0,3.0,
10640,100110609,1200,1001106003,3,200,C,InOrder,1.0,3.0,
10641,100110609,1400,1001102003,1,200,A,InOrder,1.0,3.0,
10642,100110609,2200,1001101003,3,200,A,InOrder,1.0,3.0,
10643,100110609,3100,1001102003,2,200,B,InOrder,1.0,3.0,
10644,100110609,4100,1001101003,8,200,B,InOrder,1.0,3.0,
10645,100110609,4300,1001104003,2,200,C,InOrder,1.0,3.0,
10646,100110609,5300,1001106003,8,200,C,InOrder,1.0,3.0,
10701,100110701,100,1001101101,6,120,A,InOrder,1.0,3.0,
10702,100110701,950,1001107101,4,160,A,InOrder,1.0,3.0,
10703,100110701,1830,1001101101,6,120,A,InOrder,1.0,3.0,
10704,100110701,2680,1001107101,4,160,A,InOrder,1.0,3.0,
10705,100110702,100,1001102101,1,200,B,InOrder,1.0,3.0,
10706,100110702,800,1001101101,7,120,B,InOrder,1.0,3.0,
10707,100110702,2320,1001108101,1,200,A,InOrder,1.0,3.0,
10708,100110702,3020,1001107101,7,120,A,InOrder,1.0,3.0,
10709,100110703,100,1001102101,1,200,A,InOrder,1.0,3.0,
10710,100110703,1100,1001101101,9,100,A,InOrder,1.0,3.0,
10711,100110703,2700,1001102101,1,200,B,InOrder,1.0,3.0,
10712,100110703,2800,1001108101,1,200,A,InOrder,1.0,3.0,
10713,100110703,3700,1001101101,6,100,B,InOrder,1.0,3.0,
10714,100110703,3800,1001107101,6,100,A,InOrder,1.0,3.0,
10715,100110704,100,1001101102,9,100,A,InOrder,1.0,3.0,
10716,100110704,1300,1001101102,9,120,B,InOrder,1.0,3.0,
10717,100110704,1700,1001107102,6,100,A,InOrder,1.0,3.0,
10718,100110704,3060,1001107102,6,120,B,InOrder,1.0,3.0,
10719,100110705,100,1001102102,2,160,A,InOrder,1.0,3.0,
10720,100110705,660,1001108102,1,200,A,InOrder,1.0,3.0,
10721,100110705,1100,1001102102,2,160,B,InOrder,1.0,3.0,
10722,100110705,1660,1001108102,1,200,B,InOrder,1.0,3.0,
10723,100110705,3160,1001108102,1,200,A,InOrder,1.0,3.0,
10724,100110705,3260,1001102102,1,200,C,InOrder,1.0,3.0,
10725,100110705,3960,1001107102,8,120,A,InOrder,1.0,3.0,
10726,100110705,4060,1001101102,8,120,C,InOrder,1.0,3.0,
10727,100110706,100,1001102102,1,200,A,InOrder,1.0,3.0,
10728,100110706,1100,1001101102,9,100,A,InOrder,1.0,3.0,
10729,100110706,1400,1001102102,1,200,C,InOrder,1.0,3.0,
10730,100110706,2400,1001101102,6,120,C,InOrder,1.0,3.0,
10731,100110706,2700,1001108102,1,200,C,InOrder,1.0,3.0,
10732,100110706,3700,1001107102,6,120,C,InOrder,1.0,3.0,
10733,100110707,100,1001102104,3,160,A,InOrder,1.0,3.0,
10734,100110707,300,1001102104,3,160,B,InOrder,1.0,3.0,
10735,100110707,500,1001102104,3,160,C,InOrder,1.0,3.0,
10736,100110707,1120,1001105104,15,120,A,InOrder,1.0,3.0,
10737,100110707,1320,1001105104,15,120,B,InOrder,1.0,3.0,
10738,100110707,1520,1001105104,15,120,C,InOrder,1.0,3.0,
10739,100110707,3240,1001108104,3,160,A,InOrder,1.0,3.0,
10740,100110707,3440,1001108104,3,160,B,InOrder,1.0,3.0,
10741,100110707,3640,1001108104,3,160,C,InOrder,1.0,3.0,
10742,100110707,4260,1001107104,15,120,A,InOrder,1.0,3.0,
10743,100110707,4460,1001107104,15,120,B,InOrder,1.0,3.0,
10744,100110707,4660,1001107104,15,120,C,InOrder,1.0,3.0,
10745,100110708,100,1001104104,3,160,A,InOrder,1.0,3.0,
10746,100110708,300,1001104104,3,160,B,InOrder,1.0,3.0,
10747,100110708,500,1001104104,3,160,C,InOrder,1.0,3.0,
10748,100110708,1120,1001106104,15,120,A,InOrder,1.0,3.0,
10749,100110708,1320,1001106104,15,120,B,InOrder,1.0,3.0,
10750,100110708,1520,1001106104,15,120,C,InOrder,1.0,3.0,
10751,100110708,3240,1001108104,3,160,A,InOrder,1.0,3.0,
10752,100110708,3440,1001108104,3,160,B,InOrder,1.0,3.0,
10753,100110708,3640,1001108104,3,160,C,InOrder,1.0,3.0,
10754,100110708,4260,1001107104,15,120,A,InOrder,1.0,3.0,
10755,100110708,4460,1001107104,15,120,B,InOrder,1.0,3.0,
10756,100110708,4660,1001107104,15,120,C,InOrder,1.0,3.0,
10757,100110709,100,1001105104,12,120,A,InOrder,1.0,3.0,
10758,100110709,300,1001105104,12,120,B,InOrder,1.0,3.0,
10759,100110709,500,1001105104,12,120,C,InOrder,1.0,3.0,
10760,100110709,1500,1001203104,1,200,A,Forced,,,1.0
10761,100110709,2400,1001108104,4,160,A,InOrder,1.0,3.0,
10762,100110709,2600,1001108104,4,160,B,InOrder,1.0,3.0,
10763,100110709,2800,1001108104,4,160,C,InOrder,1.0,3.0,
10764,100110709,3680,1001107104,12,120,A,InOrder,1.0,3.0,
10765,100110709,3880,1001107104,12,120,B,InOrder,1.0,3.0,
10766,100110709,4080,1001107104,12,120,C,InOrder,1.0,3.0,
10801,100110801,100,1001101001,6,140,A,InOrder,1.0,3.0,
10802,100110801,1300,1001101001,6,140,B,InOrder,1.0,3.0,
10803,100110801,1600,1001107001,3,200,A,InOrder,1.0,3.0,
10804,100110801,2800,1001107001,3,200,B,InOrder,1.0,3.0,
10805,100110802,100,1001102001,1,200,C,InOrder,1.0,3.0,
10806,100110802,1100,1001101001,9,100,C,InOrder,1.0,3.0,
10807,100110802,2700,1001108001,1,200,A,InOrder,1.0,3.0,
10808,100110802,2800,1001108001,1,200,B,InOrder,1.0,3.0,
10809,100110802,3700,1001107001,6,100,A,InOrder,1.0,3.0,
10810,100110802,3800,1001107001,6,100,B,InOrder,1.0,3.0,
10811,100110803,100,1001108001,2,200,A,InOrder,1.0,3.0,
10812,100110803,1000,1001108001,2,200,B,InOrder,1.0,3.0,
10813,100110803,1300,1001102001,3,160,A,InOrder,1.0,3.0,
10814,100110803,2200,1001102001,3,160,B,InOrder,1.0,3.0,
10815,100110804,100,1001101002,9,100,B,InOrder,1.0,3.0,
10816,100110804,1300,1001105002,9,120,C,InOrder,1.0,3.0,
10817,100110804,1700,1001107002,6,100,B,InOrder,1.0,3.0,
10818,100110804,3060,1001105002,6,120,C,InOrder,1.0,3.0,
10819,100110805,100,1001108002,3,140,A,InOrder,1.0,3.0,
10820,100110805,1300,1001102002,3,140,C,InOrder,1.0,3.0,
10821,100110805,1380,1001107002,6,120,A,InOrder,1.0,3.0,
10822,100110805,2580,1001101002,6,120,C,InOrder,1.0,3.0,
10823,100110806,100,1001107002,8,120,A,InOrder,1.0,3.0,
10824,100110806,1240,1001105002,8,120,B,InOrder,1.0,3.0,
10825,100110806,2380,1001107002,8,120,A,InOrder,1.0,3.0,
10826,100110806,3520,1001105002,8,120,C,InOrder,1.0,3.0,
10827,100110806,4660,1001107002,8,120,A,InOrder,1.0,3.0,
10828,100110807,100,1001108002,2,200,A,InOrder,1.0,3.0,
10829,100110807,1000,1001102002,2,200,C,InOrder,1.0,3.0,
10830,100110807,1300,1001102002,3,160,A,InOrder,1.0,3.0,
10831,100110807,2200,1001102002,3,160,C,InOrder,1.0,3.0,
10832,100110808,100,1001108003,3,160,A,InOrder,1.0,3.0,
10833,100110808,900,1001102003,3,160,B,InOrder,1.0,3.0,
10834,100110808,1620,1001107003,11,120,A,InOrder,1.0,3.0,
10835,100110808,2420,1001101003,11,120,B,InOrder,1.0,3.0,
10836,100110809,100,1001102003,1,200,C,InOrder,1.0,3.0,
10837,100110809,1100,1001105003,9,100,C,InOrder,1.0,3.0,
10838,100110809,1400,1001102003,1,200,C,InOrder,1.0,3.0,
10839,100110809,2400,1001105003,6,120,C,InOrder,1.0,3.0,
10840,100110809,2700,1001102003,1,200,C,InOrder,1.0,3.0,
10841,100110809,3700,1001105003,6,120,C,InOrder,1.0,3.0,
10842,100110810,300,1001203003,1,200,A,Forced,,,1.0
10843,100110810,500,1001108003,2,160,A,InOrder,1.0,3.0,
10844,100110810,1300,1001108003,3,160,B,InOrder,1.0,3.0,
10845,100110810,2660,1001107003,5,140,A,InOrder,1.0,3.0,
10846,100110810,3620,1001107003,5,140,B,InOrder,1.0,3.0,
10847,100110810,4500,1001105003,15,140,C,InOrder,1.0,3.0,
10901,100110901,100,1001102001,1,200,A,InOrder,1.0,3.0,
10902,100110901,1100,1001108001,1,200,B,InOrder,4.0,6.0,
10903,100110901,1200,1001101001,6,140,A,InOrder,1.0,3.0,
10904,100110901,2200,1001107001,6,140,B,InOrder,4.0,6.0,
10905,100110902,100,1001107001,9,100,A,InOrder,1.0,3.0,
10906,100110902,1300,1001105001,9,120,B,InOrder,1.0,3.0,
10907,100110902,1700,1001107001,6,100,A,InOrder,4.0,6.0,
10908,100110902,3060,1001103001,6,120,B,InOrder,1.0,3.0,
10909,100110903,100,1001108001,2,200,C,InOrder,1.0,3.0,
10910,100110903,1000,1001104001,2,200,B,InOrder,1.0,3.0,
10911,100110903,1300,1001108001,3,160,C,InOrder,1.0,3.0,
10912,100110903,2200,1001104001,3,160,B,InOrder,1.0,3.0,
10913,100110904,100,1001108002,3,140,A,InOrder,1.0,3.0,
10914,100110904,1300,1001108002,3,140,A,InOrder,4.0,6.0,
10915,100110904,1380,1001105002,6,120,A,InOrder,1.0,3.0,
10916,100110904,2580,1001105002,6,120,A,InOrder,4.0,6.0,
10917,100110905,100,1001107002,9,100,A,InOrder,1.0,3.0,
10918,100110905,500,1001105002,9,100,B,InOrder,1.0,3.0,
10919,100110905,1300,1001107002,5,120,A,InOrder,4.0,6.0,
10920,100110905,1700,1001105002,5,120,B,InOrder,1.0,3.0,
10921,100110905,3000,1001106002,6,120,C,InOrder,1.0,3.0,
10922,100110905,4000,1001106002,6,120,C,InOrder,1.0,3.0,
10923,100110906,100,1001108002,1,200,A,InOrder,4.0,6.0,
10924,100110906,1100,1001107002,9,100,A,InOrder,4.0,6.0,
10925,100110906,2700,1001108002,1,200,B,InOrder,1.0,3.0,
10926,100110906,2800,1001104002,1,200,C,InOrder,1.0,3.0,
10927,100110906,3700,1001107002,6,100,B,InOrder,1.0,3.0,
10928,100110906,3800,1001103002,6,100,C,InOrder,1.0,3.0,
10929,100110907,100,1001107002,10,120,A,InOrder,1.0,3.0,
10930,100110907,900,1001107002,10,120,B,InOrder,1.0,3.0,
10931,100110907,1780,1001105002,10,120,A,InOrder,4.0,6.0,
10932,100110907,2580,1001106002,10,120,C,InOrder,1.0,3.0,
10933,100110908,300,1001202003,1,200,A,Forced,,,1.0
10934,100110908,400,1001108003,1,200,A,InOrder,1.0,3.0,
10935,100110908,1200,1001107003,3,140,A,InOrder,1.0,3.0,
10936,100110908,1400,1001104003,1,200,C,InOrder,1.0,3.0,
10937,100110908,2200,1001103003,3,140,C,InOrder,1.0,3.0,
10938,100110908,3100,1001102003,2,160,B,InOrder,1.0,3.0,
10939,100110908,4100,1001101003,8,120,B,InOrder,1.0,3.0,
10940,100110908,4300,1001104003,2,160,C,InOrder,1.0,3.0,
10941,100110908,5300,1001103003,8,120,C,InOrder,1.0,3.0,
10942,100110909,100,1001108003,2,160,A,InOrder,4.0,6.0,
10943,100110909,660,1001108003,1,200,A,InOrder,4.0,6.0,
10944,100110909,1100,1001104003,2,160,C,InOrder,1.0,3.0,
10945,100110909,1660,1001104003,1,200,C,InOrder,1.0,3.0,
10946,100110909,3160,1001108003,1,200,A,InOrder,1.0,3.0,
10947,100110909,3260,1001104003,1,200,C,InOrder,1.0,3.0,
10948,100110909,3960,1001107003,8,120,A,InOrder,1.0,3.0,
10949,100110909,4060,1001103003,8,120,C,InOrder,1.0,3.0,
10950,100110910,100,1001107003,10,120,A,InOrder,1.0,3.0,
10951,100110910,900,1001107003,10,120,A,InOrder,4.0,6.0,
10952,100110910,1580,1001105003,5,140,A,InOrder,1.0,3.0,
10953,100110910,2380,1001105003,5,140,A,InOrder,4.0,6.0,
10954,100110910,3940,1001103003,20,100,C,InOrder,1.0,3.0,
10955,100110911,300,1001203003,1,200,A,Forced,,,4.0
10956,100110911,500,1001108003,2,160,A,InOrder,4.0,6.0,
10957,100110911,1300,1001108003,3,160,B,InOrder,1.0,3.0,
10958,100110911,2660,1001107003,5,140,A,InOrder,1.0,3.0,
10959,100110911,3620,1001107003,5,140,B,InOrder,1.0,3.0,
10960,100110911,4500,1001103003,15,140,C,InOrder,1.0,3.0,
11001,100111001,100,1001101101,9,100,A,InOrder,1.0,3.0,
11002,100111001,1300,1001101101,9,120,B,InOrder,1.0,3.0,
11003,100111001,1700,1001105101,6,100,A,InOrder,1.0,3.0,
11004,100111001,3060,1001105101,6,120,B,InOrder,1.0,3.0,
11005,100111002,100,1001102101,1,200,A,InOrder,1.0,3.0,
11006,100111002,1100,1001111101,9,140,A,InOrder,1.0,3.0,
11007,100111002,2700,1001102101,1,200,A,InOrder,1.0,3.0,
11008,100111002,2800,1001102101,1,200,B,InOrder,1.0,3.0,
11009,100111002,3700,1001105101,6,100,A,InOrder,1.0,3.0,
11010,100111002,3800,1001105101,6,100,B,InOrder,1.0,3.0,
11011,100111003,100,1001113101,3,160,A,InOrder,1.0,3.0,
11012,100111003,500,1001113101,3,160,B,InOrder,1.0,3.0,
11013,100111003,1320,1001101101,4,120,A,InOrder,1.0,3.0,
11014,100111003,1720,1001101101,4,120,B,InOrder,1.0,3.0,
11015,100111003,3580,1001102101,3,160,C,InOrder,1.0,3.0,
11016,100111003,4900,1001105101,5,120,C,InOrder,1.0,3.0,
11017,100111004,100,1001113102,3,160,A,InOrder,1.0,3.0,
11018,100111004,900,1001113102,3,160,B,InOrder,1.0,3.0,
11019,100111004,1620,1001111102,11,120,A,InOrder,1.0,3.0,
11020,100111004,2420,1001111102,11,120,B,InOrder,1.0,3.0,
11021,100111005,100,1001113102,2,160,B,InOrder,1.0,3.0,
11022,100111005,1220,1001113102,3,160,B,InOrder,1.0,3.0,
11023,100111005,2340,1001102102,2,160,C,InOrder,1.0,3.0,
11024,100111005,3460,1001102102,3,160,C,InOrder,1.0,3.0,
11025,100111006,100,1001105102,9,100,A,InOrder,1.0,3.0,
11026,100111006,500,1001105102,9,100,B,InOrder,1.0,3.0,
11027,100111006,1300,1001111102,5,120,A,InOrder,1.0,3.0,
11028,100111006,1700,1001111102,5,120,B,InOrder,1.0,3.0,
11029,100111006,3000,1001105102,6,120,C,InOrder,1.0,3.0,
11030,100111006,4000,1001105102,6,120,C,InOrder,1.0,3.0,
11031,100111007,100,1001113102,1,200,B,InOrder,1.0,3.0,
11032,100111007,1100,1001111102,9,100,B,InOrder,1.0,3.0,
11033,100111007,2700,1001113102,1,200,A,InOrder,1.0,3.0,
11034,100111007,2800,1001113102,1,200,C,InOrder,1.0,3.0,
11035,100111007,3700,1001105102,6,100,A,InOrder,1.0,3.0,
11036,100111007,3800,1001105102,6,100,C,InOrder,1.0,3.0,
11037,100111008,100,1001102102,3,140,B,InOrder,1.0,3.0,
11038,100111008,780,1001113102,2,160,B,InOrder,1.0,3.0,
