id,WaveNum,SpotTimeControl,NoinputControl,TriggerType,TriggerTimeValue,TriggerEnumValue,CloseType,CloseTimeValue,CloseValue,TextLocation,Background,AddonResource,UnmaskKeyList_noinput/0,SkipButtonControl,KeyBoardInputTrigger,NextId,CharResourceId,Title_TextLocale,TextLocale,TriggerEnumValueId,MarkMonsterId,MonsterMarkResource,UnmaskKeyList_noinput/1,EffectList,UnmaskKeyList/0
11,6000002,False,False,Event,10.0,OnReloadStart,Time,310.0,None,Top,0,,,False,None,12.0,si_c013_00_s,Locale_Tutorial:tuto02_01_title,Locale_Tutorial:tuto02_01_description,,,,,fx_cover_tuto,
12,6000002,False,False,None,,None,Time,310.0,None,Top,0,,,False,None,,si_c013_00_s,Locale_Tutorial:tuto02_02_title,Locale_Tutorial:tuto02_02_description,,,,,fx_cover_tuto,
13,6000002,True,True,Event,,OnUseBurstSkill,Touch,,None,Bottom,1,,tuto_burst_gauge,True,None,14.0,si_c013_00_s,Locale_Tutorial:tuto05_00_title,Locale_Tutorial:tuto05_00_description,,,,,,
14,6000002,True,True,None,,None,Event,,UseBurstSkill,Bottom,1,popup_tuto_burst_touch_02,tuto05_03,True,UseBurstSkillNum1,,si_c013_00_s,Locale_Tutorial:tuto05_01_title,Locale_Tutorial:tuto05_01_description,,,,,,tuto_burst_slot_03
15,6000003,False,False,Time,0.0,None,Event,,KillMonster,None,0,popup_tuto_char_slot_unmask,,False,None,16.0,,,,,,,,,
16,6000003,False,True,None,,None,Time,250.0,None,None,0,popup_tuto_dim,,False,None,17.0,,,,,,,,,
17,6000003,True,True,None,,None,Event,,OnChangedFocusCharacter,Bottom,1,popup_tuto_char_slot_touch_01,,True,ChangeFocusCharacter1,18.0,si_c012_00_s,Locale_Tutorial:tuto06_01_title,Locale_Tutorial:tuto06_01_description,,,,,,tuto_char_slot_01
18,6000003,False,False,None,,None,Event,50.0,KillMonster,Top,0,popup_tuto_drag_area,,True,None,19.0,si_c012_00_s,Locale_Tutorial:tuto06_02_title,Locale_Tutorial:tuto06_02_description,,321701.0,SpotTutorialTargerArea_RL,,,
19,6000003,True,True,None,,None,Touch,,None,Top,1,,tuto_aim_full,True,None,20.0,si_c012_00_s,Locale_Tutorial:tuto07_01_title,Locale_Tutorial:tuto07_01_description,,,,,,
20,6000003,True,True,None,,None,Touch,,None,Top,1,,tuto07_02,True,None,21.0,si_c012_00_s,Locale_Tutorial:tuto07_02_title,Locale_Tutorial:tuto07_02_description,,,,,,
21,6000003,True,True,None,,None,Touch,,None,Top,1,popup_tuto_press,,True,None,,si_c012_00_s,Locale_Tutorial:tuto07_03_title,Locale_Tutorial:tuto07_03_description,,,,,,
22,6001001,True,True,Event,0.0,OnUseBurstSkill,Touch,,None,Top,1,,tuto_burst_gauge,True,None,23.0,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_a_description,,,,,,
23,6001001,True,True,None,,None,Touch,,None,Top,1,,tuto_burst_ui_01,True,None,24.0,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_b_description,,,,,,
24,6001001,True,True,None,,None,Event,,UseBurstSkill,Top,1,popup_tuto_burst_touch_02,,True,UseBurstSkillNum2,,si_c013_00_s,Locale_Tutorial:tuto08_01_title,Locale_Tutorial:tuto08_01_c_description,,,,,,tuto_burst_slot_03
25,6001001,True,True,Event,0.0,OnStep2BurstSkill,Touch,,None,Top,1,popup_tuto_burst_ui_01,tuto_burst_ui_01,True,None,26.0,si_c013_00_s,Locale_Tutorial:tuto08_02_title,Locale_Tutorial:tuto08_02_a_description,,,,,,
26,6001001,True,True,None,,None,Event,,BurstSkillTouch,Top,1,popup_tuto_burst_touch_03,,True,UseBurstSkillNum2,27.0,si_c013_00_s,Locale_Tutorial:tuto08_02_title,Locale_Tutorial:tuto08_02_description,,,,,,tuto_burst_slot_05
27,6001001,False,False,None,,None,Event,,UseBurstSkill,Top,0,,,True,None,,si_c013_00_s,Locale_Tutorial:tuto08_03_title,Locale_Tutorial:tuto08_03_description,,,,,,
28,6001001,True,True,Event,0.0,OnStep3BurstSkill,Touch,,None,Top,1,,tuto_burst_gauge,True,None,29.0,si_c013_00_s,Locale_Tutorial:tuto08_04_title,Locale_Tutorial:tuto08_04_a_description,,,,,,
29,6001001,True,True,None,,None,Event,,UseBurstSkill,Top,1,popup_tuto_burst_touch_01,,True,UseBurstSkillNum1,,si_c013_00_s,Locale_Tutorial:tuto08_04_title,Locale_Tutorial:tuto08_04_description,,,,,,tuto_burst_slot_01
30,6001001,True,True,Event,0.0,OnFullBurst,Touch,,None,Bottom,1,,tuto08_05,True,None,31.0,si_c013_00_s,Locale_Tutorial:tuto08_05_title,Locale_Tutorial:tuto08_05_description,,,,,,
31,6001001,True,True,None,,None,Touch,,None,Bottom,0,,,True,None,,si_c013_00_s,Locale_Tutorial:tuto08_06_title,Locale_Tutorial:tuto08_06_description,,,,,,
32,6001002,False,True,Time,0.0,None,Time,150.0,None,None,0,popup_tuto_dim,field_tuto05_01,False,None,33.0,,,,,,,,,
33,6001002,True,True,None,,None,Touch,,None,Bottom,1,,,True,None,34.0,si_c907_00_s,Locale_Tutorial:tuto09_01_title,Locale_Tutorial:tuto09_01_description,,321701.0,SpotTutorialUnmask_Circle_01_a,,,
34,6001002,True,True,None,,None,Touch,,None,Bottom,1,,,True,None,35.0,si_c907_00_s,Locale_Tutorial:tuto09_02_title,Locale_Tutorial:tuto09_02_description,,321701.0,SpotTutorialUnmask_Circle_01_b,,,
35,6001002,True,True,None,,None,Touch,,None,Middle,1,popup_tuto_drag_area,,True,None,36.0,si_c907_00_s,Locale_Tutorial:tuto09_03_title,Locale_Tutorial:tuto09_03_description,,,,,,
36,6001002,False,False,None,,None,Event,,KillMonster,None,0,popup_tuto_drag_area_only,,False,None,,,,,,321701.0,SpotTutorialUnmask_Circle_01_c,,,
37,6001002,False,True,Event,10.0,MonsterSpawn,Time,100.0,None,None,0,,,False,None,38.0,,,,3220070321.0,,,,,
38,6001002,True,True,None,,None,Touch,,None,Bottom,1,,,True,None,39.0,si_c907_00_s,Locale_Tutorial:tuto09_09_title,Locale_Tutorial:tuto09_09_description,,322007.0,SpotTutorialUnmask_Circle_01_a,,,
39,6001002,False,True,None,,None,Event,150.0,UseLockOn,None,0,,,False,None,40.0,,,,,,,,,
40,6001002,True,True,None,,None,Touch,,None,Middle,1,,,True,None,41.0,si_c907_00_s,Locale_Tutorial:tuto09_10_title,Locale_Tutorial:tuto09_10_description,,322007.0,SpotTutorialUnmask_Circle_01_a,,,
41,6001002,True,True,None,,None,Touch,,None,Middle,1,,tuto_char_slot_all,True,None,42.0,si_c907_00_s,Locale_Tutorial:tuto09_11_title,Locale_Tutorial:tuto09_11_description,,,,,,
42,6001002,True,True,None,,None,Touch,,None,Middle,1,,tuto_char_slot_all,True,None,,si_c907_00_s,Locale_Tutorial:tuto09_12_title,Locale_Tutorial:tuto09_12_description,,,,,,
43,6001003,False,True,Time,0.0,None,Time,100.0,None,None,0,popup_tuto_dim,field_tuto05_01,False,None,44.0,,,,,,,,,
44,6001003,True,True,None,,None,Touch,,None,Bottom,1,,,True,None,45.0,si_c907_00_s,Locale_Tutorial:tuto10_01_title,Locale_Tutorial:tuto10_01_description,,321701.0,SpotTutorialUnmask_Circle_02,,,
45,6001003,True,True,None,,None,Touch,,None,Bottom,1,,tuto_aim_full,True,None,46.0,si_c907_00_s,Locale_Tutorial:tuto10_02_title,Locale_Tutorial:tuto10_02_description,,,,,,
46,6001003,False,False,None,,None,Event,,KillMonster,None,0,popup_tuto_char_slot_unmask,,False,None,,,,,,,,,,
47,6001003,True,True,Event,40.0,OnBarrier,Touch,,None,Bottom,1,,,True,None,48.0,si_c907_00_s,Locale_Tutorial:tuto12_01_title,Locale_Tutorial:tuto12_01_description,,232002.0,SpotTutorialUnmask_barrier,,,
48,6001003,True,True,None,,None,Touch,,None,Bottom,1,,tuto04_01_a,True,None,,si_c907_00_s,Locale_Tutorial:tuto12_02_title,Locale_Tutorial:tuto12_02_description,,,,tuto04_01_b,,
49,6001004,True,True,Event,80.0,OnDestroyMonsterPart,Touch,,None,Bottom,1,,tuto11_01,True,None,,si_c907_00_s,Locale_Tutorial:tuto11_01_title,Locale_Tutorial:tuto11_01_description,,,,,,
50,6001004,False,False,Event,10.0,OnCancelUI,Time,70.0,None,None,0,popup_tuto_dim,,False,None,51.0,,,,,,,,,
51,6001004,True,True,None,,None,Touch,,None,Bottom,1,,tuto11_03,True,None,52.0,si_c907_00_s,Locale_Tutorial:tuto11_04_title,Locale_Tutorial:tuto11_04_description,,,,tuto11_04,,
52,6001004,True,True,None,,None,Touch,,None,Bottom,1,,tuto11_04,True,None,53.0,si_c907_00_s,Locale_Tutorial:tuto11_10_title,Locale_Tutorial:tuto11_10_description,,,,,,
53,6001004,True,True,None,,None,Touch,,None,Bottom,1,,tuto11_03,True,None,,si_c907_00_s,Locale_Tutorial:tuto11_09_title,Locale_Tutorial:tuto11_09_description,,,,,,
54,6002001,False,True,Time,0.0,None,Time,100.0,None,None,0,popup_tuto_dim,,False,None,55.0,,,,,,,,,
55,6002001,True,True,None,,None,Touch,,None,Middle,1,,,True,None,56.0,si_c907_00_s,Locale_Tutorial:tuto_auto_control_01_title,Locale_Tutorial:tuto_auto_control_01_description,,,,,,
56,6002001,True,True,None,,None,Touch,,None,Middle,1,,tuto_auto_control_button,True,None,57.0,si_c907_00_s,Locale_Tutorial:tuto_auto_control_02_title,Locale_Tutorial:tuto_auto_control_02_description,,,,,,
57,6002001,True,True,None,,None,Touch,,None,Middle,1,,tuto_auto_control_button,True,None,58.0,si_c907_00_s,Locale_Tutorial:tuto_auto_control_03_title,Locale_Tutorial:tuto_auto_control_03_description,,,,,,
58,6002001,True,True,None,,None,Touch,,None,Middle,1,,tuto_aim_full,True,None,,si_c907_00_s,Locale_Tutorial:tuto_auto_control_04_title,Locale_Tutorial:tuto_auto_control_04_description,,,,,,
59,6003015,True,True,Event,250.0,MonsterSpawn,Time,0.0,None,None,0,,,False,None,60.0,,,,2320040251.0,,,,,
60,6003015,True,True,None,,None,Touch,,None,Top,1,,,True,None,61.0,si_c907_00_s,Locale_Tutorial:tuto_base_defence_type2_01_title,Locale_Tutorial:tuto_base_defence_type2_01_description,,232004.0,SpotTutorialUnmask_Circle_02,,,
61,6003015,True,True,None,,None,Touch,,None,Top,1,,,True,None,,si_c907_00_s,Locale_Tutorial:tuto_base_defence_type2_02_title,Locale_Tutorial:tuto_base_defence_type2_02_description,,232004.0,SpotTutorialUnmask_Circle_02,,,
62,6027052,False,True,Event,0.0,OnChoiceSkillUI,Time,90.0,None,None,0,popup_tuto_dim,field_tuto05_01,False,None,63.0,,,,,,,,,
63,6027052,True,True,None,,None,Touch,,None,Bottom,0,,,True,None,64.0,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_01_description,,,,,,
64,6027052,True,True,None,,None,Touch,,None,Bottom,0,,,True,None,65.0,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_02_description,,,,,,
65,6027052,True,True,None,,None,Touch,,None,Bottom,1,,tuto_13_01,True,None,66.0,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_03_description,,,,tuto_13_02,,
66,6027052,True,True,None,,None,Touch,,None,Bottom,1,,tuto_13_01,True,None,,si_c907_00_s,Locale_Tutorial:tuto_Multiple_Choice_Skill_title,Locale_Tutorial:tuto_spot_choice_skill_04_description,,,,tuto_13_02,,
