id,group_id,slot_id,move_rotation,move_rotation_reverse,event_type,go_to,reward_id,get_heropower_1,get_heropower_2,get_heropower_3,get_heropower_1_rate,get_heropower_2_rate,get_heropower_3_rate
116,1002,13,LeftUp,RightDown,GoTo,3.0,,,,,,,
117,1002,8,LeftDown,RightDown,Item,,8111058.0,,,,,,
118,1002,12,LeftUp,RightUp,Leisure,,8111059.0,5.0,,,,,
119,1002,7,LeftUp,RightDown,Contract,,8111060.0,5.0,10.0,15.0,70.0,25.0,5.0
120,1002,2,LeftDown,RightDown,Training,,8111061.0,5.0,10.0,20.0,,,
121,1002,6,LeftDown,RightUp,Item,,8111062.0,,,,,,
122,1002,10,RightDown,RightUp,Leisure,,8111063.0,5.0,,,,,
123,1002,15,LeftDown,LeftUp,Training,,8111064.0,5.0,10.0,20.0,,,
124,1002,19,RightDown,RightUp,GoTo,6.0,,,,,,,
125,1002,24,RightDown,LeftUp,PoorCondition,,8111065.0,5.0,,,,,
126,1002,29,LeftDown,LeftUp,Contract,,8111066.0,5.0,10.0,15.0,70.0,25.0,5.0
127,1002,33,LeftDown,RightUp,Item,,8111067.0,,,,,,
128,1002,37,RightDown,RightUp,Training,,8111068.0,5.0,10.0,20.0,,,
129,1002,42,RightDown,LeftUp,Leisure,,8111069.0,5.0,,,,,
130,1002,47,LeftDown,LeftUp,Item,,8111070.0,,,,,,
201,1003,3,RightDown,LeftDown,Start,3.0,,,,,,,
202,1003,8,RightUp,LeftUp,Training,,,5.0,10.0,20.0,,,
203,1003,4,RightDown,LeftDown,Leisure,,,5.0,,,,,
204,1003,9,RightDown,LeftUp,Item,,,,,,,,
205,1003,14,LeftDown,LeftUp,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
206,1003,18,LeftDown,RightUp,Leisure,,,5.0,,,,,
207,1003,22,LeftDown,RightUp,Training,,,5.0,10.0,20.0,,,
208,1003,26,RightDown,RightUp,GoTo,-2.0,,,,,,,
209,1003,31,RightDown,LeftUp,Item,,,,,,,,
210,1003,36,RightDown,LeftUp,Training,,,5.0,10.0,20.0,,,
211,1003,41,LeftDown,LeftUp,GoTo,3.0,,,,,,,
212,1003,45,LeftDown,RightUp,PoorCondition,,,10.0,,,,,
213,1003,49,LeftDown,RightUp,Item,,,,,,,,
214,1003,53,LeftDown,RightUp,Training,,,5.0,10.0,20.0,,,
215,1003,57,LeftUp,RightUp,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
216,1003,52,LeftDown,RightDown,PoorCondition,,,10.0,,,,,
217,1003,56,LeftUp,RightUp,GoTo,-1.0,,,,,,,
218,1003,51,LeftUp,RightDown,Item,,,,,,,,
219,1003,46,RightUp,RightDown,Leisure,,,5.0,,,,,
220,1003,42,RightUp,LeftDown,Training,,,5.0,10.0,20.0,,,
221,1003,38,RightUp,LeftDown,Item,,,,,,,,
222,1003,34,LeftUp,LeftDown,GoTo,4.0,,,,,,,
223,1003,29,LeftUp,RightDown,Leisure,,,5.0,,,,,
224,1003,24,RightUp,RightDown,Item,,,,,,,,
225,1003,20,LeftUp,LeftDown,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
226,1003,15,LeftUp,RightDown,Training,,,5.0,10.0,20.0,,,
227,1003,10,RightUp,RightDown,PoorCondition,,,10.0,,,,,
228,1003,6,RightUp,LeftDown,Item,,,,,,,,
229,1003,2,RightDown,LeftDown,Leisure,,,5.0,,,,,
230,1003,7,RightUp,LeftUp,Item,,,,,,,,
301,1004,51,RightDown,RightUp,Start,3.0,,,,,,,
302,1004,56,RightDown,LeftUp,Training,,,5.0,10.0,20.0,,,
303,1004,61,RightUp,LeftUp,Item,,,,,,,,
304,1004,57,RightDown,LeftDown,Leisure,,,5.0,,,,,
305,1004,62,RightUp,LeftUp,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
306,1004,58,RightUp,LeftDown,Item,,,,,,,,
307,1004,54,LeftUp,LeftDown,PoorCondition,,,5.0,,,,,
308,1004,49,RightUp,RightDown,Training,,,5.0,10.0,20.0,,,
309,1004,45,RightUp,LeftDown,GoTo,4.0,,,,,,,
310,1004,41,LeftUp,LeftDown,Item,,,,,,,,
311,1004,36,RightUp,RightDown,Leisure,,,5.0,,,,,
312,1004,32,LeftUp,LeftDown,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
313,1004,27,RightUp,RightDown,Training,,,5.0,10.0,20.0,,,
314,1004,23,LeftUp,LeftDown,Item,,,,,,,,
315,1004,18,LeftUp,RightDown,PoorCondition,,,5.0,,,,,
316,1004,13,LeftUp,RightDown,GoTo,3.0,,,,,,,
317,1004,8,LeftDown,RightDown,Item,,,,,,,,
318,1004,12,LeftUp,RightUp,Leisure,,,5.0,,,,,
319,1004,7,LeftUp,RightDown,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
320,1004,2,LeftDown,RightDown,Training,,,5.0,10.0,20.0,,,
321,1004,6,LeftDown,RightUp,Item,,,,,,,,
322,1004,10,RightDown,RightUp,Leisure,,,5.0,,,,,
323,1004,15,LeftDown,LeftUp,Training,,,5.0,10.0,20.0,,,
324,1004,19,RightDown,RightUp,GoTo,6.0,,,,,,,
325,1004,24,RightDown,LeftUp,PoorCondition,,,5.0,,,,,
326,1004,29,LeftDown,LeftUp,Contract,,,5.0,10.0,15.0,70.0,25.0,5.0
327,1004,33,LeftDown,RightUp,Item,,,,,,,,
328,1004,37,RightDown,RightUp,Training,,,5.0,10.0,20.0,,,
329,1004,42,RightDown,LeftUp,Leisure,,,5.0,,,,,
330,1004,47,LeftDown,LeftUp,Item,,,,,,,,
