id,manager_id,event_story_id,stage_type,stage_order,stage_name_localkey,stage_short_name_localkey,stage_description_localkey,stage_info_image,is_event_story_stage,event_story_stage_locked_alert_message,open_condition_event_story_stage,open_condition_archive_event_story_stage,open_condition_event_story_stage_locale,tower_defense_stage_map_prefab,wave_data_group_id,defense_point,start_gold,max_hero_slot,hero_slot_open_count,stage_clear_condition_type,stage_first_clear_reward,stage_first_clear_upgrade_currency_reward,exit_scenario,stage_select_tutorial_id,open_condition_td_stage,enter_scenario
100111,1001,4005,Normal,11,Locale_Event:td_fortheking_stage_name_4-1,Locale_Event:td_fortheking_stage_short_name_4-1,Locale_Event:td_fortheking_stage_description_4-1,ibg_td_fortheking_grassland_004_01,False,,,,,tdbg_fortheking_grassland_004_01,1001111,20,600,3,1,BossKill,8130079.0,3.0,,,100110.0,
100112,1001,4005,Normal,12,Locale_Event:td_fortheking_stage_name_4-2,Locale_Event:td_fortheking_stage_short_name_4-2,Locale_Event:td_fortheking_stage_description_4-2,ibg_td_fortheking_grassland_004_02,False,,,,,tdbg_fortheking_grassland_004_02,1001112,20,650,3,1,BossKill,8130080.0,3.0,,,100111.0,
100113,1001,4005,Scenario,13,Locale_Event:td_fortheking_stage_name_5,Locale_Event:td_fortheking_stage_short_name_5,Locale_Event:td_fortheking_stage_description_5,ibg_td_fortheking_grassland_005,True,Locale_Event:td_event_stage_locked_alert_05,104610110.0,104610110.0,Locale_Event:td_event_stage_condition_alert_05,tdbg_fortheking_grassland_005,1001113,30,600,3,1,BossKill,8130081.0,3.0,event_lastkingdom2_b02_e,,100110.0,event_lastkingdom2_b02_s
100114,1001,4005,Normal,14,Locale_Event:td_fortheking_stage_name_5-1,Locale_Event:td_fortheking_stage_short_name_5-1,Locale_Event:td_fortheking_stage_description_5-1,ibg_td_fortheking_grassland_005_01,False,,,,,tdbg_fortheking_grassland_005_01,1001114,20,700,3,1,BossKill,8130082.0,3.0,,,100113.0,
100115,1001,4005,Normal,15,Locale_Event:td_fortheking_stage_name_5-2,Locale_Event:td_fortheking_stage_short_name_5-2,Locale_Event:td_fortheking_stage_description_5-2,ibg_td_fortheking_grassland_005_02,False,,,,,tdbg_fortheking_grassland_005_02,1001115,20,750,4,1,BossKill,8130083.0,3.0,,,100114.0,
100116,1001,4005,Scenario,16,Locale_Event:td_fortheking_stage_name_6,Locale_Event:td_fortheking_stage_short_name_6,Locale_Event:td_fortheking_stage_description_6,ibg_td_fortheking_oldcastle_001,True,Locale_Event:td_event_stage_locked_alert_06,104610113.0,104610113.0,Locale_Event:td_event_stage_condition_alert_06,tdbg_fortheking_oldcastle_001,1001116,30,700,4,1,BossKill,8130084.0,3.0,event_lastkingdom2_b03_e,,100113.0,event_lastkingdom2_b03_s
100117,1001,4005,Normal,17,Locale_Event:td_fortheking_stage_name_6-1,Locale_Event:td_fortheking_stage_short_name_6-1,Locale_Event:td_fortheking_stage_description_6-1,ibg_td_fortheking_oldcastle_001_01,False,,,,,tdbg_fortheking_oldcastle_001_01,1001117,20,800,4,1,BossKill,8130085.0,3.0,,,100116.0,
100118,1001,4005,Normal,18,Locale_Event:td_fortheking_stage_name_6-2,Locale_Event:td_fortheking_stage_short_name_6-2,Locale_Event:td_fortheking_stage_description_6-2,ibg_td_fortheking_oldcastle_001_02,False,,,,,tdbg_fortheking_oldcastle_001_02,1001118,20,850,4,1,BossKill,8130086.0,3.0,,,100117.0,
100119,1001,4005,Challenge,19,Locale_Event:td_fortheking_stage_name_challenge,Locale_Event:td_fortheking_stage_short_name_challenge,Locale_Event:td_fortheking_stage_description_challenge,ibg_td_fortheking_oldcastle_002,False,,,,,tdbg_fortheking_oldcastle_002,1001119,20,1500,5,1,AllEnemyKill,,,,10010301.0,100107.0,
100201,1002,4005,Scenario,1,Locale_Event:td_foolsday_stage_short_name_1,Locale_Event:td_foolsday_stage_short_name_1,Locale_Event:td_foolsday_stage_description_1,ibg_td_fortheking_grassland_001,True,Locale_Event:td_event_stage_locked_alert_01,,,,tdbg_foolsday_grassland_006,1002101,401,210,2,2,BossKill,8130069.0,,,,,
