id,group,hint_count,ce004_seed_skill_type_group_data/0/skill_type,ce004_seed_skill_type_group_data/1/skill_type,ce004_seed_skill_type_group_data/2/skill_type
301023,301,2,Core,Projectile,None
301024,301,3,Core,LeftCancelling,RightDestruction
301025,301,3,LeftCancelling,RightDestruction,RightCancelling
301026,301,3,RightDestruction,RightCancelling,LeftDestruction
301027,301,3,LeftCancelling,LeftDestruction,Projectile
301028,301,3,LeftDestruction,Projectile,Core
301029,301,3,Core,RightDestruction,LeftDestruction
301030,301,3,LeftCancelling,LeftDestruction,RightDestruction
301031,301,3,Projectile,Core,RightDestruction
301032,301,3,RightDestruction,LeftDestruction,LeftCancelling
301033,301,3,RightCancelling,RightDestruction,LeftDestruction
301034,301,3,LeftCancelling,Core,Projectile
301035,301,3,LeftDestruction,LeftCancelling,RightDestruction
301036,301,3,RightDestruction,RightCancelling,LeftCancelling
301037,301,3,RightCancelling,LeftCancelling,LeftDestruction
301038,301,3,Core,LeftDestruction,Projectile
301039,301,3,RightCancelling,Core,LeftCancelling
301040,301,3,LeftCancelling,RightCancelling,LeftDestruction
301041,301,3,RightDestruction,LeftDestruction,Core
301042,301,3,LeftDestruction,RightDestruction,Projectile
301043,301,3,LeftDestruction,Core,LeftCancelling
301044,301,3,LeftDestruction,RightCancelling,LeftCancelling
301045,301,3,RightDestruction,Projectile,LeftDestruction
301046,301,3,RightDestruction,LeftCancelling,Core
301047,301,3,RightDestruction,LeftCancelling,Projectile
301048,301,3,Projectile,RightCancelling,LeftDestruction
301049,301,3,Projectile,LeftCancelling,LeftDestruction
301050,301,3,Core,LeftDestruction,RightCancelling
301051,301,3,LeftDestruction,RightDestruction,Core
301052,301,3,Core,RightDestruction,RightCancelling
301053,301,3,LeftDestruction,Core,RightCancelling
301054,301,3,Projectile,LeftCancelling,RightDestruction
301055,301,3,Core,RightCancelling,LeftCancelling
301056,301,3,RightDestruction,Core,RightCancelling
301057,301,3,Core,RightCancelling,Projectile
301058,301,3,RightCancelling,RightDestruction,LeftCancelling
301059,301,3,Projectile,RightCancelling,Core
301060,301,3,Core,RightDestruction,Projectile
301061,301,3,RightDestruction,Core,LeftDestruction
301062,301,3,LeftDestruction,Core,RightDestruction
301063,301,3,RightCancelling,Core,Projectile
301064,301,3,Projectile,RightCancelling,RightDestruction
301065,301,3,Core,LeftCancelling,Projectile
301066,301,3,Projectile,LeftDestruction,RightDestruction
301067,301,3,Projectile,LeftCancelling,Core
301068,301,3,Core,LeftDestruction,LeftCancelling
301069,301,3,LeftCancelling,RightCancelling,Core
301070,301,3,LeftDestruction,RightDestruction,RightCancelling
301071,301,3,RightCancelling,RightDestruction,Core
301072,301,3,LeftCancelling,LeftDestruction,Core
301073,301,3,Projectile,LeftDestruction,Core
301074,301,3,RightDestruction,Projectile,Core
301075,301,3,RightCancelling,RightDestruction,Projectile
302001,302,2,LeftCancelling,RightDestruction,None
302002,302,2,RightCancelling,LeftDestruction,None
302003,302,3,LeftCancelling,Core,LeftDestruction
302004,302,3,RightCancelling,Core,RightDestruction
302005,302,3,Core,RightCancelling,LeftDestruction
302006,302,3,Core,LeftCancelling,RightCancelling
302007,302,2,Projectile,Core,None
302008,302,3,Projectile,RightDestruction,Core
302009,302,3,RightCancelling,LeftDestruction,RightDestruction
302010,302,2,RightCancelling,Core,None
302011,302,3,RightDestruction,Projectile,LeftCancelling
302012,302,3,Core,Projectile,RightCancelling
302013,302,2,LeftCancelling,Core,None
302014,302,3,Projectile,Core,LeftCancelling
302015,302,3,LeftCancelling,Projectile,LeftDestruction
302016,302,2,Projectile,LeftDestruction,None
302017,302,3,LeftCancelling,RightDestruction,LeftDestruction
302018,302,3,RightCancelling,LeftCancelling,RightDestruction
302019,302,2,LeftCancelling,RightCancelling,None
302020,302,3,LeftDestruction,Projectile,Core
302021,302,3,Core,RightDestruction,LeftCancelling
302022,302,2,RightCancelling,LeftCancelling,None
302023,302,3,LeftDestruction,RightDestruction,LeftCancelling
302024,302,3,LeftCancelling,RightDestruction,Projectile
302025,302,3,Projectile,LeftDestruction,LeftCancelling
302026,302,3,RightCancelling,LeftCancelling,LeftDestruction
302027,302,3,Core,Projectile,RightDestruction
302028,302,2,LeftCancelling,LeftDestruction,None
302029,302,3,LeftDestruction,LeftCancelling,Core
302030,302,3,Projectile,RightDestruction,LeftCancelling
302031,302,2,RightCancelling,RightDestruction,None
302032,302,3,Core,LeftCancelling,LeftDestruction
302033,302,3,RightDestruction,RightCancelling,Core
302034,302,3,LeftDestruction,Projectile,LeftCancelling
302035,302,3,RightCancelling,LeftCancelling,Core
302036,302,3,Projectile,Core,RightCancelling
302037,302,3,LeftCancelling,Projectile,Core
302038,302,2,Projectile,LeftCancelling,None
302039,302,3,LeftDestruction,Projectile,RightDestruction
302040,302,3,Core,Projectile,LeftCancelling
302041,302,3,RightCancelling,Projectile,RightDestruction
302042,302,3,LeftDestruction,RightCancelling,Core
302043,302,3,RightDestruction,RightCancelling,LeftDestruction
302044,302,3,Projectile,RightDestruction,RightCancelling
302045,302,2,Projectile,RightDestruction,None
302046,302,3,RightCancelling,Projectile,LeftDestruction
302047,302,3,LeftCancelling,Core,RightCancelling
302048,302,3,Projectile,LeftDestruction,RightCancelling
302049,302,2,LeftCancelling,Projectile,None
302050,302,3,Core,Projectile,LeftDestruction
302051,302,3,RightCancelling,Projectile,LeftCancelling
302052,302,2,RightCancelling,Projectile,None
302053,302,3,RightDestruction,Projectile,RightCancelling
302054,302,3,LeftDestruction,RightCancelling,RightDestruction
302055,302,3,Projectile,LeftCancelling,RightCancelling
302056,302,3,LeftCancelling,LeftDestruction,RightCancelling
302057,302,3,RightCancelling,Projectile,Core
302058,302,2,Projectile,RightCancelling,None
302059,302,3,LeftCancelling,RightDestruction,RightCancelling
302060,302,3,RightCancelling,LeftCancelling,Projectile
302061,302,3,Core,RightCancelling,RightDestruction
302062,302,3,LeftCancelling,RightDestruction,Core
302063,302,3,LeftDestruction,Projectile,RightCancelling
302064,302,3,RightDestruction,Core,Projectile
302065,302,3,LeftCancelling,Projectile,RightCancelling
302066,302,3,Projectile,RightCancelling,LeftCancelling
302067,302,3,RightCancelling,Core,LeftDestruction
302068,302,3,LeftCancelling,RightCancelling,Projectile
302069,302,3,RightDestruction,LeftDestruction,Projectile
302070,302,3,RightDestruction,LeftCancelling,RightCancelling
302071,302,3,Projectile,RightDestruction,LeftDestruction
302072,302,3,LeftDestruction,LeftCancelling,RightCancelling
302073,302,3,RightDestruction,Core,LeftCancelling
302074,302,3,Projectile,Core,LeftDestruction
302075,302,3,RightDestruction,LeftCancelling,LeftDestruction
311001,311,2,Core,LeftDestruction,None
311002,311,2,Core,RightDestruction,None
311003,311,2,Core,Projectile,None
311004,311,2,Core,LeftCancelling,None
311005,311,2,Core,RightCancelling,None
311006,311,2,LeftDestruction,Core,None
311007,311,2,LeftDestruction,RightDestruction,None
311008,311,2,LeftDestruction,Projectile,None
311009,311,2,LeftDestruction,LeftCancelling,None
311010,311,2,LeftDestruction,RightCancelling,None
311011,311,2,RightDestruction,Core,None
311012,311,2,RightDestruction,LeftDestruction,None
311013,311,2,RightDestruction,Projectile,None
311014,311,2,RightDestruction,LeftCancelling,None
311015,311,2,RightDestruction,RightCancelling,None
311016,311,3,Core,LeftDestruction,RightDestruction
311017,311,3,Core,RightDestruction,LeftDestruction
311018,311,3,LeftDestruction,Core,RightDestruction
311019,311,3,LeftDestruction,RightDestruction,Core
311020,311,3,RightDestruction,Core,LeftDestruction
311021,311,3,RightDestruction,LeftDestruction,Core
311022,311,3,Core,LeftDestruction,Projectile
311023,311,3,LeftDestruction,Core,Projectile
311024,311,3,Projectile,LeftDestruction,Core
311025,311,3,Core,RightDestruction,Projectile
311026,311,3,RightDestruction,Projectile,Core
311027,311,3,Projectile,Core,RightDestruction
311028,311,3,LeftDestruction,RightDestruction,Projectile
311029,311,3,RightDestruction,Projectile,LeftDestruction
311030,311,3,Projectile,LeftDestruction,RightDestruction
311031,311,3,Core,LeftDestruction,LeftCancelling
311032,311,3,LeftDestruction,Core,LeftCancelling
311033,311,3,LeftCancelling,LeftDestruction,Core
311034,311,3,Core,LeftCancelling,RightDestruction
311035,311,3,RightDestruction,LeftCancelling,Core
311036,311,3,LeftCancelling,Core,RightDestruction
311037,311,3,LeftDestruction,LeftCancelling,RightDestruction
311038,311,3,RightDestruction,LeftDestruction,LeftCancelling
311039,311,3,LeftCancelling,LeftDestruction,RightDestruction
311040,311,3,Core,LeftCancelling,Projectile
311041,311,3,Projectile,LeftCancelling,Core
311042,311,3,LeftCancelling,Core,Projectile
311043,311,3,LeftDestruction,LeftCancelling,Projectile
311044,311,3,Projectile,LeftCancelling,LeftDestruction
311045,311,3,LeftCancelling,LeftDestruction,Projectile
311046,311,3,RightDestruction,LeftCancelling,Projectile
311047,311,3,Projectile,LeftCancelling,RightDestruction
311048,311,3,LeftCancelling,Projectile,RightDestruction
311049,311,3,Core,LeftDestruction,RightCancelling
311050,311,3,LeftDestruction,Core,RightCancelling
311051,311,3,RightCancelling,LeftDestruction,Core
311052,311,3,Core,RightDestruction,RightCancelling
311053,311,3,RightDestruction,Core,RightCancelling
311054,311,3,RightCancelling,RightDestruction,Core
311055,311,3,LeftDestruction,RightDestruction,RightCancelling
311056,311,3,RightDestruction,LeftDestruction,RightCancelling
311057,311,3,RightCancelling,RightDestruction,LeftDestruction
311058,311,3,Core,RightCancelling,Projectile
311059,311,3,Projectile,RightCancelling,Core
311060,311,3,RightCancelling,Core,Projectile
311061,311,3,LeftDestruction,RightCancelling,Projectile
311062,311,3,Projectile,RightCancelling,LeftDestruction
311063,311,3,RightCancelling,LeftDestruction,Projectile
311064,311,3,RightDestruction,RightCancelling,Projectile
311065,311,3,Projectile,RightCancelling,RightDestruction
311066,311,3,RightCancelling,RightDestruction,Projectile
311067,311,3,Core,RightCancelling,LeftCancelling
311068,311,3,LeftCancelling,RightCancelling,Core
311069,311,3,RightCancelling,Core,LeftCancelling
311070,311,3,LeftDestruction,RightCancelling,LeftCancelling
311071,311,3,LeftCancelling,RightCancelling,LeftDestruction
311072,311,3,RightCancelling,LeftDestruction,LeftCancelling
311073,311,3,RightDestruction,RightCancelling,LeftCancelling
311074,311,3,LeftCancelling,RightCancelling,RightDestruction
311075,311,3,RightCancelling,RightDestruction,LeftCancelling
312001,312,2,Projectile,Core,None
312002,312,2,Projectile,LeftDestruction,None
312003,312,2,Projectile,RightDestruction,None
312004,312,2,Projectile,LeftCancelling,None
312005,312,2,Projectile,RightCancelling,None
312006,312,2,LeftCancelling,Core,None
312007,312,2,LeftCancelling,LeftDestruction,None
312008,312,2,LeftCancelling,RightDestruction,None
312009,312,2,LeftCancelling,Projectile,None
312010,312,2,LeftCancelling,RightCancelling,None
312011,312,2,RightCancelling,Core,None
312012,312,2,RightCancelling,LeftDestruction,None
312013,312,2,RightCancelling,RightDestruction,None
312014,312,2,RightCancelling,Projectile,None
312015,312,2,RightCancelling,LeftCancelling,None
312016,312,3,Core,Projectile,LeftDestruction
312017,312,3,LeftDestruction,Projectile,Core
312018,312,3,Projectile,Core,LeftDestruction
312019,312,3,Core,Projectile,RightDestruction
312020,312,3,RightDestruction,Core,Projectile
312021,312,3,Projectile,RightDestruction,Core
312022,312,3,LeftDestruction,Projectile,RightDestruction
312023,312,3,RightDestruction,LeftDestruction,Projectile
312024,312,3,Projectile,RightDestruction,LeftDestruction
312025,312,3,Core,LeftCancelling,LeftDestruction
312026,312,3,LeftDestruction,LeftCancelling,Core
312027,312,3,LeftCancelling,Core,LeftDestruction
312028,312,3,Core,RightDestruction,LeftCancelling
312029,312,3,RightDestruction,Core,LeftCancelling
312030,312,3,LeftCancelling,RightDestruction,Core
312031,312,3,LeftDestruction,RightDestruction,LeftCancelling
312032,312,3,RightDestruction,LeftCancelling,LeftDestruction
312033,312,3,LeftCancelling,RightDestruction,LeftDestruction
312034,312,3,Core,Projectile,LeftCancelling
312035,312,3,Projectile,Core,LeftCancelling
312036,312,3,LeftCancelling,Projectile,Core
312037,312,3,LeftDestruction,Projectile,LeftCancelling
312038,312,3,Projectile,LeftDestruction,LeftCancelling
312039,312,3,LeftCancelling,Projectile,LeftDestruction
312040,312,3,RightDestruction,Projectile,LeftCancelling
312041,312,3,Projectile,RightDestruction,LeftCancelling
312042,312,3,LeftCancelling,RightDestruction,Projectile
312043,312,3,Core,RightCancelling,LeftDestruction
312044,312,3,LeftDestruction,RightCancelling,Core
312045,312,3,RightCancelling,Core,LeftDestruction
312046,312,3,Core,RightCancelling,RightDestruction
312047,312,3,RightDestruction,RightCancelling,Core
312048,312,3,RightCancelling,Core,RightDestruction
312049,312,3,LeftDestruction,RightCancelling,RightDestruction
312050,312,3,RightDestruction,RightCancelling,LeftDestruction
312051,312,3,RightCancelling,LeftDestruction,RightDestruction
312052,312,3,Core,Projectile,RightCancelling
312053,312,3,Projectile,Core,RightCancelling
312054,312,3,RightCancelling,Projectile,Core
312055,312,3,LeftDestruction,Projectile,RightCancelling
312056,312,3,Projectile,LeftDestruction,RightCancelling
312057,312,3,RightCancelling,Projectile,LeftDestruction
312058,312,3,RightDestruction,Projectile,RightCancelling
312059,312,3,Projectile,RightDestruction,RightCancelling
312060,312,3,RightCancelling,Projectile,RightDestruction
312061,312,3,Core,LeftCancelling,RightCancelling
312062,312,3,LeftCancelling,Core,RightCancelling
312063,312,3,RightCancelling,LeftCancelling,Core
312064,312,3,LeftDestruction,LeftCancelling,RightCancelling
312065,312,3,LeftCancelling,LeftDestruction,RightCancelling
312066,312,3,RightCancelling,LeftCancelling,LeftDestruction
312067,312,3,RightDestruction,LeftCancelling,RightCancelling
312068,312,3,LeftCancelling,RightDestruction,RightCancelling
312069,312,3,RightCancelling,LeftCancelling,RightDestruction
312070,312,3,Projectile,LeftCancelling,RightCancelling
312071,312,3,Projectile,RightCancelling,LeftCancelling
312072,312,3,LeftCancelling,Projectile,RightCancelling
312073,312,3,LeftCancelling,RightCancelling,Projectile
312074,312,3,RightCancelling,Projectile,LeftCancelling
312075,312,3,RightCancelling,LeftCancelling,Projectile
313001,313,2,Core,LeftDestruction,None
313002,313,2,Core,Projectile,None
313003,313,2,Core,LeftCancelling,None
313004,313,2,LeftDestruction,Core,None
313005,313,2,LeftDestruction,Projectile,None
313006,313,2,LeftDestruction,RightCancelling,None
313007,313,2,RightDestruction,LeftDestruction,None
313008,313,2,RightDestruction,Projectile,None
313009,313,2,RightDestruction,LeftCancelling,None
313010,313,2,Projectile,Core,None
313011,313,2,Projectile,RightDestruction,None
313012,313,2,Projectile,LeftCancelling,None
313013,313,2,LeftCancelling,Core,None
313014,313,2,LeftCancelling,LeftDestruction,None
313015,313,2,LeftCancelling,Projectile,None
313016,313,2,RightCancelling,Core,None
313017,313,2,RightCancelling,RightDestruction,None
313018,313,2,RightCancelling,LeftCancelling,None
313019,313,3,Core,LeftDestruction,RightDestruction
313020,313,3,LeftDestruction,Core,RightDestruction
313021,313,3,RightDestruction,Core,LeftDestruction
313022,313,3,Core,Projectile,LeftDestruction
313023,313,3,LeftDestruction,Projectile,Core
313024,313,3,Projectile,Core,LeftDestruction
313025,313,3,Core,Projectile,RightDestruction
313026,313,3,RightDestruction,Core,Projectile
313027,313,3,Projectile,RightDestruction,Core
313028,313,3,LeftDestruction,Projectile,RightDestruction
313029,313,3,RightDestruction,LeftDestruction,Projectile
313030,313,3,Projectile,RightDestruction,LeftDestruction
313031,313,3,Core,LeftCancelling,LeftDestruction
313032,313,3,LeftDestruction,LeftCancelling,Core
313033,313,3,LeftCancelling,Core,LeftDestruction
313034,313,3,Core,RightDestruction,LeftCancelling
313035,313,3,RightDestruction,Core,LeftCancelling
313036,313,3,LeftCancelling,RightDestruction,Core
313037,313,3,LeftDestruction,RightDestruction,LeftCancelling
313038,313,3,RightDestruction,LeftCancelling,LeftDestruction
313039,313,3,LeftCancelling,RightDestruction,LeftDestruction
313040,313,3,Core,LeftCancelling,Projectile
313041,313,3,Projectile,LeftCancelling,Core
313042,313,3,LeftCancelling,Core,Projectile
313043,313,3,LeftDestruction,LeftCancelling,Projectile
313044,313,3,Projectile,LeftCancelling,LeftDestruction
313045,313,3,LeftCancelling,LeftDestruction,Projectile
313046,313,3,RightDestruction,LeftCancelling,Projectile
313047,313,3,Projectile,LeftCancelling,RightDestruction
313048,313,3,LeftCancelling,Projectile,RightDestruction
313049,313,3,Core,RightCancelling,LeftDestruction
313050,313,3,LeftDestruction,RightCancelling,Core
313051,313,3,RightCancelling,Core,LeftDestruction
313052,313,3,Core,RightCancelling,RightDestruction
313053,313,3,RightDestruction,RightCancelling,Core
313054,313,3,RightCancelling,Core,RightDestruction
313055,313,3,LeftDestruction,RightCancelling,RightDestruction
313056,313,3,RightDestruction,RightCancelling,LeftDestruction
313057,313,3,RightCancelling,LeftDestruction,RightDestruction
313058,313,3,Core,RightCancelling,Projectile
313059,313,3,Projectile,RightCancelling,Core
313060,313,3,RightCancelling,Core,Projectile
313061,313,3,LeftDestruction,RightCancelling,Projectile
313062,313,3,Projectile,RightCancelling,LeftDestruction
313063,313,3,RightCancelling,LeftDestruction,Projectile
313064,313,3,RightDestruction,RightCancelling,Projectile
313065,313,3,Projectile,RightCancelling,RightDestruction
313066,313,3,RightCancelling,RightDestruction,Projectile
313067,313,3,Core,RightCancelling,LeftCancelling
313068,313,3,LeftCancelling,RightCancelling,Core
313069,313,3,RightCancelling,Core,LeftCancelling
313070,313,3,LeftDestruction,RightCancelling,LeftCancelling
313071,313,3,LeftCancelling,RightCancelling,LeftDestruction
313072,313,3,RightCancelling,LeftDestruction,LeftCancelling
313073,313,3,RightDestruction,RightCancelling,LeftCancelling
313074,313,3,LeftCancelling,RightCancelling,RightDestruction
313075,313,3,RightCancelling,RightDestruction,LeftCancelling
313076,313,3,Projectile,LeftCancelling,RightCancelling
313077,313,3,LeftCancelling,Projectile,RightCancelling
313078,313,3,RightCancelling,Projectile,LeftCancelling
411001,401,1,Core,None,None
411002,401,1,Projectile,None,None
411003,401,1,Core,None,None
411004,401,1,Core,None,None
411005,401,1,Projectile,None,None
411006,401,1,Core,None,None
411007,401,1,Projectile,None,None
411008,401,1,Core,None,None
411009,401,1,Core,None,None
411010,401,1,Projectile,None,None
412001,402,2,LeftDestruction,Core,None
412002,402,2,RightDestruction,Core,None
412003,402,2,Projectile,Core,None
412004,402,1,LeftDestruction,None,None
412005,402,1,RightDestruction,None,None
412006,402,1,Projectile,None,None
412007,402,2,Core,Projectile,None
412008,402,2,RightDestruction,LeftDestruction,None
412009,402,2,Projectile,LeftDestruction,None
412010,402,1,Core,None,None
412011,402,1,Projectile,None,None
412012,402,2,Projectile,RightDestruction,None
412013,402,1,RightDestruction,None,None
412014,402,2,Core,LeftDestruction,None
412015,402,1,LeftDestruction,None,None
412016,402,2,LeftDestruction,Projectile,None
412017,402,2,RightDestruction,Projectile,None
412018,402,1,Core,None,None
412019,402,2,LeftDestruction,RightDestruction,None
412020,402,1,Projectile,None,None
412021,402,2,Core,RightDestruction,None
412022,402,1,Projectile,None,None
