id,resource_id,mon_prefab,class,grade,size,dissolve_type,attribute,move_type,category_type_1,category_type_2,category_type_3
151011,186,bba001_psid_museum,Supporter,Boss,Huge,Huge,Bio,Fly,Air_Supporter,None,None
152004,130,bbg004_dmtr,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152014,131,bbg004_psid,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152024,132,bbg004_zeus,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152034,151,bbg004_golden,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152044,154,bbg004_dmtr_intercept,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152054,183,bbg004_hologram_hsta,Attacker,Boss,Huge,Huge,Bio,Fly,Air_Attacker,None,None
152006,140,bbg006,Defender,Boss,Huge,Huge,Bio,Walk,Defender,None,None
152016,158,bbg006_zeus_intercept,Defender,Boss,Huge,Huge,Bio,Walk,Defender,None,None
152046,141,bbg006_zeus,Defender,Boss,Huge,Huge,Bio,Walk,Defender,None,None
152008,172,bbg008_hsta,Defender,Boss,Huge,Huge,Bio,Fly,Air_Defender,None,None
151009,179,bbg009_anmi,Defender,Boss,Huge,Huge,Bio,Fly,Air_Defender,None,None
211001,43,eta001,Attacker,Thrash,Small,Small,Energy,Fly,Air_Attacker,None,None
212001,44,etg001,Supporter,Thrash,Small,Small,Energy,Walk,Supporter,None,None
221001,69,ema001,Attacker,Minion,Small,Small,Energy,Fly,Air_Attacker,None,None
221002,48,ema002,Supporter,Minion,Small,Small,Energy,Fly,Air_Supporter,None,None
221003,104,ema003,Supporter,Minion,Small,Small,Energy,Fly,Air_Supporter,None,None
221004,109,ema004,Defender,Minion,Small,Small,Energy,Fly,Air_Defender,None,None
221005,146,ema005,Attacker,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None
222001,70,emg001,Attacker,Minion,Small,Small,Energy,Walk,Attacker,None,None
222002,71,emg002,Supporter,Minion,Small,Small,Energy,Walk,Supporter,None,None
222003,53,emg003,Supporter,Minion,Small,Small,Energy,Walk,Supporter,None,None
222004,72,emg004,Supporter,Minion,Small,Small,Energy,Walk,Supporter,None,None
222005,73,emg005,Supporter,Minion,Small,Small,Energy,Walk,Supporter,None,None
222006,125,emg006,Supporter,Minion,Small,Small,Energy,Walk,Supporter,None,None
222007,147,emg007,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
222008,177,emg008,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
231001,76,eea001,Supporter,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None
231002,51,eea002,Defender,Elite,Medium,Medium,Energy,Fly,Air_Defender,None,None
231003,77,eea003,Supporter,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None
231004,116,eea004,Supporter,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None
231005,110,eea005,Supporter,Elite,Medium,Medium,Energy,Fly,Air_Supporter,None,None
231006,139,eea006,Defender,Elite,Medium,Medium,Energy,Fly,Air_Defender,None,None
231007,178,eea007,Attacker,Elite,Medium,Medium,Energy,Fly,Air_Attacker,None,None
232001,49,eeg001,Attacker,Elite,Medium,Medium,Energy,Walk,Attacker,None,None
232002,35,eeg002,Defender,Elite,Medium,Medium,Energy,Walk,Defender,None,None
232003,50,eeg003,Defender,Elite,Medium,Medium,Energy,Walk,Defender,None,None
232004,78,eeg004,Supporter,Elite,Medium,Medium,Energy,Walk,Supporter,None,None
232005,79,eeg005,Attacker,Elite,Medium,Medium,Energy,Walk,Attacker,None,None
232006,80,eeg006,Defender,Elite,Medium,Medium,Energy,Walk,Defender,None,None
232007,105,eeg007,Attacker,Elite,Medium,Medium,Energy,Walk,Attacker,None,None
241001,97,eca001,Defender,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None
241101,170,eca001_re,Defender,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None
241002,89,eca002,Supporter,Centurion,Big,Big,Energy,Fly,Air_Supporter,None,None
241003,111,eca003,Defender,Centurion,Big,Big,Energy,Fly,Air_Defender,None,None
242001,58,ecg001,Attacker,Centurion,Big,Big,Energy,Walk,Attacker,None,None
242002,98,ecg002,Defender,Centurion,Big,Big,Energy,Walk,Defender,None,None
242003,99,ecg003,Supporter,Centurion,Big,Big,Energy,Walk,Supporter,None,None
242004,90,ecg004,Attacker,Centurion,Big,Big,Energy,Walk,Attacker,None,None
242104,128,ecg004_re,Attacker,Centurion,Big,Big,Energy,Walk,Attacker,None,None
242005,91,ecg005,Defender,Centurion,Big,Big,Energy,Walk,Defender,None,None
242105,122,ecg005_re,Defender,Centurion,Big,Big,Energy,Walk,Defender,None,None
242006,117,ecg006,Attacker,Centurion,Big,Big,Energy,Walk,Attacker,None,None
242007,145,ecg007,Attacker,Centurion,Big,Big,Energy,Walk,Attacker,None,None
251001,54,eba001,Defender,Boss,Huge,Huge,Energy,Fly,Air_Defender,None,None
251011,145,eba001_anmi,Defender,Boss,Huge,Huge,Energy,Fly,Air_Defender,None,None
252001,38,ebg001,Supporter,Boss,Huge,Huge,Energy,Walk,Supporter,None,None
252011,160,ebg001_hsta,Supporter,Boss,Huge,Huge,Energy,Walk,Supporter,None,None
252002,101,ebg002,Attacker,Boss,Huge,Huge,Energy,Walk,Attacker,None,None
252012,131,ebg002_dmtr,Attacker,Boss,Huge,Huge,Energy,Walk,Attacker,None,None
252022,169,ebg002_hsta,Attacker,Boss,Huge,Huge,Energy,Walk,Attacker,None,None
252003,148,ebg003,Defender,Boss,Huge,Huge,Energy,Walk,Defender,None,None
252013,155,ebg003_anmi_intercept,Defender,Boss,Huge,Huge,Energy,Walk,Defender,None,None
251003,112,eba003,Attacker,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None
251013,113,eba003_hsta,Attacker,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None
251023,114,eba003_dmtr,Attacker,Boss,Huge,Huge,Energy,Fly,Air_Attacker,None,None
251033,134,eba003_psid,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
251043,135,eba003_zeus,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
251053,150,eba003_over,Attacker,Centurion,Huge,Huge,None,Fly,Air_Attacker,None,None
251004,155,eba004,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
251014,171,eba004_dmtr,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
251005,184,eba005_anmi,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
312001,45,mtg001,Supporter,Thrash,Small,Small,Metal,Walk,Supporter,None,None
311001,59,mta001,Defender,Thrash,Small,Small,Metal,Fly,Air_Defender,None,None
321001,4,mma001,Supporter,Minion,Small,Small,Metal,Fly,Air_Supporter,None,None
321701,4,mma701,Supporter,Minion,Big,Small,Metal,Fly,Air_Supporter,None,None
321002,6,mma002,Attacker,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None
321702,6,mma702,Attacker,Minion,Big,Small,Metal,Fly,Air_Attacker,None,None
321003,5,mma003,Defender,Minion,Small,Small,Metal,Fly,Air_Defender,None,None
321004,32,mma004,Attacker,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None
321005,140,mma005,Attacker,Minion,Small,Small,Metal,Fly,Air_Attacker,None,None
322001,10,mmg001,Defender,Minion,Small,Small,Metal,Walk,Defender,None,None
322002,8,mmg002,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
322003,14,mmg003,Supporter,Minion,Small,Small,Metal,Walk,Supporter,None,None
322004,25,mmg004,Defender,Minion,Small,Small,Metal,Walk,Defender,None,None
322005,2,mmg005,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
322705,2,mmg705,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
322006,7,mmg006,Supporter,Minion,Small,Small,Metal,Walk,Supporter,None,None
322007,3,mmg007,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
322008,120,mmg008,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
322009,161,mmg009,Attacker,Minion,Small,Small,Metal,Walk,Attacker,None,None
331001,36,mea001,Attacker,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None
331002,81,mea002,Defender,Elite,Medium,Medium,Metal,Fly,Air_Defender,None,None
331003,82,mea003,Attacker,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None
331004,119,mea004,Attacker,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None
331005,138,mea005,Attacker,Elite,Medium,Medium,Metal,Fly,Air_Attacker,None,None
332001,83,meg001,Attacker,Elite,Medium,Medium,Metal,Walk,Attacker,None,None
332002,106,meg002,Attacker,Elite,Medium,Medium,Metal,Walk,Attacker,None,None
332003,84,meg003,Supporter,Elite,Medium,Medium,Metal,Walk,Supporter,None,None
332004,85,meg004,Supporter,Elite,Medium,Medium,Metal,Walk,Supporter,None,None
332005,86,meg005,Defender,Elite,Medium,Medium,Metal,Walk,Defender,None,None
332006,60,meg006,Defender,Elite,Medium,Medium,Metal,Walk,Defender,None,None
332007,87,meg007,Attacker,Elite,Medium,Medium,Metal,Walk,Attacker,None,None
332008,126,meg008,Defender,Elite,Medium,Medium,Metal,Walk,Defender,None,None
341001,13,mca001,Attacker,Centurion,Big,Big,Metal,Fly,Air_Attacker,None,None
341002,100,mca002,Supporter,Centurion,Big,Big,Metal,Fly,Air_Supporter,None,None
341003,137,mca003,Defender,Centurion,Big,Big,Metal,Fly,Air_Defender,None,None
341103,164,mca003_re,Defender,Centurion,Big,Big,Metal,Fly,Air_Defender,None,None
342001,1,mcg001,Supporter,Centurion,Big,Big,Metal,Walk,Supporter,None,None
342101,123,mcg001_re,Supporter,Centurion,Big,Big,Metal,Walk,Supporter,None,None
342002,9,mcg002,Attacker,Centurion,Big,Big,Metal,Walk,Attacker,None,None
342003,24,mcg003,Defender,Centurion,Big,Big,Metal,Walk,Defender,None,None
342004,33,mcg004,Defender,Centurion,Big,Big,Metal,Walk,Defender,None,None
342104,129,mcg004_re,Defender,Centurion,Big,Big,Metal,Walk,Defender,None,None
342005,92,mcg005,Supporter,Centurion,Big,Big,Metal,Walk,Supporter,None,None
342006,118,mcg006,Defender,Centurion,Big,Big,Metal,Walk,Defender,None,None
342007,165,mcg007,Attacker,Centurion,Big,Big,Metal,Walk,Attacker,None,None
352001,39,mbg001,Defender,Boss,Huge,Huge,Metal,Walk,Defender,None,None
352011,133,mbg001_psid,Defender,Boss,Huge,Huge,Metal,Walk,Defender,None,None
352002,61,mbg002,Supporter,Boss,Huge,Huge,Metal,Fly,Supporter,None,None
352012,149,mbg002_raid,Supporter,Boss,Huge,Huge,Metal,Fly,Supporter,None,None
352004,64,mbg004,Defender,Boss,Huge,Huge,Metal,Fly,Air_Defender,None,None
352014,167,mbg004_anmi,Defender,Boss,Huge,Huge,Metal,Fly,Air_Defender,None,None
351002,107,mba002,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
351012,124,mba002_ark,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
351022,166,mba002_whiteice_psid,Attacker,Boss,Huge,Huge,Metal,Fly,Air_Attacker,None,None
351023,180,mba002_whiteice_psid_over,Attacker,Centurion,Huge,Huge,Metal,Fly,Air_Attacker,None,None
351003,163,mbg003_psid,Defender,Boss,Huge,Huge,Metal,Walk,Defender,None,None
451001,153,xba001,Defender,Boss,Huge,Huge,Unknown,Fly,Air_Defender,None,None
451011,156,xba001_psid_intercept,Defender,Boss,Huge,Huge,Unknown,Fly,Air_Defender,None,None
442001,142,xcg001,Defender,Centurion,Big,Big,Unknown,Walk,Defender,None,None
442002,152,xcg002,Defender,Centurion,Big,Big,Unknown,Walk,Defender,None,None
452001,144,xbg001_psid,Defender,Boss,Huge,Huge,Unknown,Walk,Defender,None,None
452002,182,xbg002_zeus,Attacker,Boss,Huge,Huge,Unknown,Walk,Attacker,None,None
