id,schedule_group_id,chapter_id,stage_group_id,stage_essential_value,event_selection_value,location,weight
1040304,1,10403,302100,1,3,Random,0
1040305,1,10403,302100,0,3,Random,3000
1040306,1,10403,302099,0,3,Random,10000
1040307,1,10403,301199,0,3,Random,10000
1050101,1,10501,301200,1,3,Start,0
1050102,1,10501,200018,1,2,JustBeforeEnd,0
1050103,1,10501,10000,1,1,End,0
1050104,1,10501,301200,1,3,Random,0
1050105,1,10501,302001,0,3,Random,5000
1050106,1,10501,301101,0,3,Random,10000
1050107,1,10501,300201,0,3,Random,10000
1050201,1,10502,302100,1,3,Start,0
1050202,1,10502,200018,1,2,JustBeforeEnd,0
1050203,1,10502,10000,1,1,End,0
1050204,1,10502,302100,1,3,Random,0
1050205,1,10503,302100,0,3,Random,3000
1050206,1,10502,302099,0,3,Random,10000
1050207,1,10502,301101,0,3,Random,10000
1050301,1,10503,302100,1,3,Start,0
1050302,1,10503,200018,1,2,JustBeforeEnd,0
1050303,1,10503,10000,1,1,End,0
1050304,1,10503,302100,1,3,Random,0
1050305,1,10503,302100,0,3,Random,3000
1050306,1,10503,302099,0,3,Random,10000
1050307,1,10503,301199,0,3,Random,10000
9999901,1,99999,100,1,3,Start,0
9999902,1,99999,100010,1,1,JustBeforeEnd,0
9999903,1,99999,10000,1,1,End,0
2010101,2,10101,100,1,2,Start,0
2010102,2,10101,100010,1,1,JustBeforeEnd,0
2010103,2,10101,20000,1,1,End,0
2010104,2,10101,100,1,2,Random,0
2010105,2,10101,200101,0,2,Random,10000
2010201,2,10102,201100,1,2,Start,0
2010202,2,10102,100010,1,1,JustBeforeEnd,0
2010203,2,10102,20000,1,1,End,0
2010204,2,10102,201100,1,2,Random,0
2010205,2,10102,200101,0,2,Random,10000
2010301,2,10103,201100,1,2,Start,0
2010302,2,10103,100010,1,1,JustBeforeEnd,0
2010303,2,10103,20000,1,1,End,0
2010304,2,10103,201100,1,2,Random,0
2010305,2,10103,201100,0,2,Random,10000
2020101,2,10201,100,1,2,Start,0
2020102,2,10201,200018,1,2,JustBeforeEnd,0
2020103,2,10201,20000,1,1,End,0
2020104,2,10201,100,1,2,Random,0
2020105,2,10201,200101,0,2,Random,10000
2020106,2,10201,300201,0,3,Random,5000
2020201,2,10202,201100,1,2,Start,0
2020202,2,10202,200018,1,2,JustBeforeEnd,0
2020203,2,10202,20000,1,1,End,0
2020204,2,10202,201100,1,2,Random,0
2020205,2,10202,201100,0,2,Random,10000
2020206,2,10202,200101,0,2,Random,10000
2020207,2,10202,301101,0,3,Random,10000
2020301,2,10203,201100,1,2,Start,0
2020302,2,10203,200018,1,2,JustBeforeEnd,0
2020303,2,10203,20000,1,1,End,0
2020304,2,10203,201100,1,2,Random,0
2020305,2,10203,201100,0,2,Random,10000
2020306,2,10203,201001,0,2,Random,10000
2020307,2,10203,301101,0,3,Random,10000
2030101,2,10301,100,1,2,Start,0
2030102,2,10301,200018,1,2,JustBeforeEnd,0
2030103,2,10301,20000,1,1,End,0
2030104,2,10301,201100,1,2,Random,0
2030105,2,10301,201100,0,2,Random,10000
2030106,2,10301,100,0,2,Random,10000
2030107,2,10301,200101,0,2,Random,10000
2030108,2,10301,301101,0,3,Random,10000
2030201,2,10302,302100,1,3,Start,0
2030202,2,10302,200018,1,2,JustBeforeEnd,0
2030203,2,10302,20000,1,1,End,0
2030204,2,10302,302100,1,3,Random,0
2030205,2,10302,201100,0,2,Random,10000
2030206,2,10302,201001,0,2,Random,10000
2030207,2,10302,200101,0,2,Random,10000
1000000,2,10302,1000,0,3,Random,3000
2030209,2,10302,302001,0,3,Random,10000
2030210,2,10302,301101,0,3,Random,10000
2030301,2,10303,302100,1,3,Start,0
2030302,2,10303,200018,1,2,JustBeforeEnd,0
2030303,2,10303,20000,1,1,End,0
2030304,2,10303,302100,1,3,Random,0
2030305,2,10303,302100,0,3,Random,3000
2030306,2,10303,302099,0,3,Random,10000
2030307,2,10303,302001,0,3,Random,10000
2030308,2,10303,301199,0,3,Random,10000
2040101,2,10401,301200,1,3,Start,0
2040102,2,10401,200018,1,2,JustBeforeEnd,0
2040103,2,10401,20000,1,1,End,0
2040104,2,10401,301200,1,3,Random,0
2040105,2,10401,302001,0,3,Random,5000
2040106,2,10401,301101,0,3,Random,10000
2040107,2,10401,300201,0,3,Random,10000
2040201,2,10402,302100,1,3,Start,0
2040202,2,10402,200018,1,2,JustBeforeEnd,0
2040203,2,10402,20000,1,1,End,0
2040204,2,10402,302100,1,3,Random,0
2040205,2,10402,302100,0,3,Random,3000
2040206,2,10402,302099,0,3,Random,10000
2040207,2,10402,301101,0,3,Random,10000
2040208,2,10402,309999,0,3,Random,10000
2040301,2,10403,302100,1,3,Start,0
2040302,2,10403,200018,1,2,JustBeforeEnd,0
2040303,2,10403,20000,1,1,End,0
2040304,2,10403,302100,1,3,Random,0
2040305,2,10403,302100,0,3,Random,3000
2040306,2,10403,302099,0,3,Random,10000
2040307,2,10403,301199,0,3,Random,10000
2050101,2,10501,301200,1,3,Start,0
2050102,2,10501,200018,1,2,JustBeforeEnd,0
2050103,2,10501,20000,1,1,End,0
2050104,2,10501,301200,1,3,Random,0
2050105,2,10501,302001,0,3,Random,5000
2050106,2,10501,301101,0,3,Random,10000
2050107,2,10501,300201,0,3,Random,10000
2050201,2,10502,302100,1,3,Start,0
2050202,2,10502,200018,1,2,JustBeforeEnd,0
2050203,2,10502,20000,1,1,End,0
2050204,2,10502,302100,1,3,Random,0
2050205,2,10503,302100,0,3,Random,3000
2050206,2,10502,302099,0,3,Random,10000
2050207,2,10502,301101,0,3,Random,10000
1000000,2,10502,309999,0,3,Random,10000
2050301,2,10503,302100,1,3,Start,0
2050302,2,10503,200018,1,2,JustBeforeEnd,0
2050303,2,10503,20000,1,1,End,0
2050304,2,10503,302100,1,3,Random,0
2050305,2,10503,302100,0,3,Random,3000
2050306,2,10503,302099,0,3,Random,10000
2050307,2,10503,301199,0,3,Random,10000
9999911,2,99999,100,1,3,Start,0
9999912,2,99999,100010,1,1,JustBeforeEnd,0
9999913,2,99999,10000,1,1,End,0
