id,group_id,battle_power_ratio_min,battle_power_ratio_max,stat_increase,textcolor
40032,40000,-4690,-4681,-7410,#FE1A00
40033,40000,-4680,-4671,-7400,#FE1A00
40034,40000,-4670,-4661,-7390,#FE1A00
40035,40000,-4660,-4651,-7380,#FE1A00
40036,40000,-4650,-4641,-7370,#FE1A00
40037,40000,-4640,-4631,-7360,#FE1A00
40038,40000,-4630,-4621,-7350,#FE1A00
40039,40000,-4620,-4611,-7340,#FE1A00
40040,40000,-4610,-4601,-7330,#FE1A00
40041,40000,-4600,-4591,-7320,#FE1A00
40042,40000,-4590,-4581,-7310,#FE1A00
40043,40000,-4580,-4571,-7300,#FE1A00
40044,40000,-4570,-4561,-7290,#FE1A00
40045,40000,-4560,-4551,-7280,#FE1A00
40046,40000,-4550,-4541,-7270,#FE1A00
40047,40000,-4540,-4531,-7260,#FE1A00
40048,40000,-4530,-4521,-7250,#FE1A00
40049,40000,-4520,-4511,-7240,#FE1A00
40050,40000,-4510,-4501,-7230,#FE1A00
40051,40000,-4500,-4491,-7220,#FE1A00
40052,40000,-4490,-4481,-7210,#FE1A00
40053,40000,-4480,-4471,-7200,#FE1A00
40054,40000,-4470,-4461,-7190,#FE1A00
40055,40000,-4460,-4451,-7180,#FE1A00
40056,40000,-4450,-4441,-7170,#FE1A00
40057,40000,-4440,-4431,-7160,#FE1A00
40058,40000,-4430,-4421,-7150,#FE1A00
40059,40000,-4420,-4411,-7140,#FE1A00
40060,40000,-4410,-4401,-7130,#FE1A00
40061,40000,-4400,-4391,-7120,#FE1A00
40062,40000,-4390,-4381,-7110,#FE1A00
40063,40000,-4380,-4371,-7100,#FE1A00
40064,40000,-4370,-4361,-7090,#FE1A00
40065,40000,-4360,-4351,-7080,#FE1A00
40066,40000,-4350,-4341,-7070,#FE1A00
40067,40000,-4340,-4331,-7060,#FE1A00
40068,40000,-4330,-4321,-7050,#FE1A00
40069,40000,-4320,-4311,-7040,#FE1A00
40070,40000,-4310,-4301,-7030,#FE1A00
40071,40000,-4300,-4291,-7020,#FE1A00
40072,40000,-4290,-4281,-7010,#FE1A00
40073,40000,-4280,-4271,-7000,#FE1A00
40074,40000,-4270,-4261,-6990,#FE1A00
40075,40000,-4260,-4251,-6980,#FE1A00
40076,40000,-4250,-4241,-6970,#FE1A00
40077,40000,-4240,-4231,-6960,#FE1A00
40078,40000,-4230,-4221,-6950,#FE1A00
40079,40000,-4220,-4211,-6940,#FE1A00
40080,40000,-4210,-4201,-6930,#FE1A00
40081,40000,-4200,-4191,-6920,#FE1A00
40082,40000,-4190,-4181,-6910,#FE1A00
40083,40000,-4180,-4171,-6900,#FE1A00
40084,40000,-4170,-4161,-6890,#FE1A00
40085,40000,-4160,-4151,-6880,#FE1A00
40086,40000,-4150,-4141,-6870,#FE1A00
40087,40000,-4140,-4131,-6860,#FE1A00
40088,40000,-4130,-4121,-6850,#FE1A00
40089,40000,-4120,-4111,-6840,#FE1A00
40090,40000,-4110,-4101,-6830,#FE1A00
40091,40000,-4100,-4091,-6820,#FE1A00
40092,40000,-4090,-4081,-6810,#FE1A00
40093,40000,-4080,-4071,-6800,#FE1A00
40094,40000,-4070,-4061,-6790,#FE1A00
40095,40000,-4060,-4051,-6780,#FE1A00
40096,40000,-4050,-4041,-6770,#FE1A00
40097,40000,-4040,-4031,-6760,#FE1A00
40098,40000,-4030,-4021,-6750,#FE1A00
40099,40000,-4020,-4011,-6740,#FE1A00
40100,40000,-4010,-4001,-6730,#FE1A00
40101,40000,-4000,-3991,-6720,#FE1A00
40102,40000,-3990,-3981,-6710,#FE1A00
40103,40000,-3980,-3971,-6700,#FE1A00
40104,40000,-3970,-3961,-6690,#FE1A00
40105,40000,-3960,-3951,-6680,#FE1A00
40106,40000,-3950,-3941,-6670,#FE1A00
40107,40000,-3940,-3931,-6660,#FE1A00
40108,40000,-3930,-3921,-6650,#FE1A00
40109,40000,-3920,-3911,-6640,#FE1A00
40110,40000,-3910,-3901,-6630,#FE1A00
40111,40000,-3900,-3891,-6620,#FE1A00
40112,40000,-3890,-3881,-6610,#FE1A00
40113,40000,-3880,-3871,-6600,#FE1A00
40114,40000,-3870,-3861,-6590,#FE1A00
40115,40000,-3860,-3851,-6580,#FE1A00
40116,40000,-3850,-3841,-6570,#FE1A00
40117,40000,-3840,-3831,-6560,#FE1A00
40118,40000,-3830,-3821,-6550,#FE1A00
40119,40000,-3820,-3811,-6540,#FE1A00
40120,40000,-3810,-3801,-6530,#FE1A00
40121,40000,-3800,-3791,-6520,#FE1A00
40122,40000,-3790,-3781,-6510,#FE1A00
40123,40000,-3780,-3771,-6500,#FE1A00
40124,40000,-3770,-3761,-6490,#FE1A00
40125,40000,-3760,-3751,-6480,#FE1A00
40126,40000,-3750,-3741,-6470,#FE1A00
40127,40000,-3740,-3731,-6460,#FE1A00
40128,40000,-3730,-3721,-6450,#FE1A00
40129,40000,-3720,-3711,-6440,#FE1A00
40130,40000,-3710,-3701,-6430,#FE1A00
40131,40000,-3700,-3691,-6420,#FE1A00
40132,40000,-3690,-3681,-6410,#FE1A00
40133,40000,-3680,-3671,-6400,#FE1A00
40134,40000,-3670,-3661,-6390,#FE1A00
40135,40000,-3660,-3651,-6380,#FE1A00
40136,40000,-3650,-3641,-6370,#FE1A00
40137,40000,-3640,-3631,-6360,#FE1A00
40138,40000,-3630,-3621,-6350,#FE1A00
40139,40000,-3620,-3611,-6340,#FE1A00
40140,40000,-3610,-3601,-6330,#FE1A00
40141,40000,-3600,-3591,-6320,#FE1A00
40142,40000,-3590,-3581,-6310,#FE1A00
40143,40000,-3580,-3571,-6300,#FE1A00
40144,40000,-3570,-3561,-6290,#FE1A00
40145,40000,-3560,-3551,-6280,#FE1A00
40146,40000,-3550,-3541,-6270,#FE1A00
40147,40000,-3540,-3531,-6260,#FE1A00
40148,40000,-3530,-3521,-6250,#FE1A00
40149,40000,-3520,-3511,-6240,#FE1A00
40150,40000,-3510,-3501,-6230,#FE1A00
40151,40000,-3500,-3491,-6220,#FE1A00
40152,40000,-3490,-3481,-6210,#FE1A00
40153,40000,-3480,-3471,-6200,#FE1A00
40154,40000,-3470,-3461,-6190,#FE1A00
40155,40000,-3460,-3451,-6180,#FE1A00
40156,40000,-3450,-3441,-6170,#FE1A00
40157,40000,-3440,-3431,-6160,#FE1A00
40158,40000,-3430,-3421,-6150,#FE1A00
40159,40000,-3420,-3411,-6140,#FE1A00
40160,40000,-3410,-3401,-6130,#FE1A00
40161,40000,-3400,-3391,-6120,#FE1A00
40162,40000,-3390,-3381,-6110,#FE1A00
40163,40000,-3380,-3371,-6100,#FE1A00
40164,40000,-3370,-3361,-6090,#FE1A00
40165,40000,-3360,-3351,-6080,#FE1A00
40166,40000,-3350,-3341,-6070,#FE1A00
40167,40000,-3340,-3331,-6060,#FE1A00
40168,40000,-3330,-3321,-6050,#FE1A00
40169,40000,-3320,-3311,-6040,#FE1A00
40170,40000,-3310,-3301,-6030,#FE1A00
40171,40000,-3300,-3291,-6020,#FE1A00
40172,40000,-3290,-3281,-6010,#FE1A00
40173,40000,-3280,-3271,-6000,#FE1A00
40174,40000,-3270,-3261,-5990,#FE1A00
40175,40000,-3260,-3251,-5980,#FE1A00
40176,40000,-3250,-3241,-5970,#FE1A00
40177,40000,-3240,-3231,-5960,#FE1A00
40178,40000,-3230,-3221,-5950,#FE1A00
40179,40000,-3220,-3211,-5940,#FE1A00
40180,40000,-3210,-3201,-5930,#FE1A00
40181,40000,-3200,-3191,-5920,#FE1A00
40182,40000,-3190,-3181,-5910,#FE1A00
40183,40000,-3180,-3171,-5900,#FE1A00
40184,40000,-3170,-3161,-5890,#FE1A00
40185,40000,-3160,-3151,-5880,#FE1A00
40186,40000,-3150,-3141,-5870,#FE1A00
40187,40000,-3140,-3131,-5860,#FE1A00
40188,40000,-3130,-3121,-5850,#FE1A00
40189,40000,-3120,-3111,-5840,#FE1A00
40190,40000,-3110,-3101,-5830,#FE1A00
40191,40000,-3100,-3091,-5820,#FE1A00
40192,40000,-3090,-3081,-5810,#FE1A00
40193,40000,-3080,-3071,-5800,#FE1A00
40194,40000,-3070,-3061,-5790,#FE1A00
40195,40000,-3060,-3051,-5780,#FE1A00
40196,40000,-3050,-3041,-5770,#FE1A00
40197,40000,-3040,-3031,-5760,#FE1A00
40198,40000,-3030,-3021,-5750,#FE1A00
40199,40000,-3020,-3011,-5740,#FE1A00
40200,40000,-3010,-3001,-5730,#FE1A00
40201,40000,-3000,-2991,-5720,#FE1A00
40202,40000,-2990,-2981,-5710,#FE1A00
40203,40000,-2980,-2971,-5700,#FE1A00
40204,40000,-2970,-2961,-5690,#FE1A00
40205,40000,-2960,-2951,-5680,#FE1A00
40206,40000,-2950,-2941,-5670,#FE1A00
40207,40000,-2940,-2931,-5660,#FE1A00
40208,40000,-2930,-2921,-5650,#FE1A00
40209,40000,-2920,-2911,-5640,#FE1A00
40210,40000,-2910,-2901,-5630,#FE1A00
40211,40000,-2900,-2891,-5620,#FE1A00
40212,40000,-2890,-2881,-5610,#FE1A00
40213,40000,-2880,-2871,-5600,#FE1A00
40214,40000,-2870,-2861,-5590,#FE1A00
40215,40000,-2860,-2851,-5580,#FE1A00
40216,40000,-2850,-2841,-5570,#FE1A00
40217,40000,-2840,-2831,-5560,#FE1A00
40218,40000,-2830,-2821,-5550,#FE1A00
40219,40000,-2820,-2811,-5540,#FE1A00
40220,40000,-2810,-2801,-5530,#FE1A00
40221,40000,-2800,-2791,-5520,#FE1A00
40222,40000,-2790,-2781,-5510,#FE1A00
40223,40000,-2780,-2771,-5500,#FE1A00
40224,40000,-2770,-2761,-5490,#FE1A00
40225,40000,-2760,-2751,-5480,#FE1A00
40226,40000,-2750,-2741,-5470,#FE1A00
40227,40000,-2740,-2731,-5460,#FE1A00
40228,40000,-2730,-2721,-5450,#FE1A00
40229,40000,-2720,-2711,-5440,#FE1A00
40230,40000,-2710,-2701,-5430,#FE1A00
40231,40000,-2700,-2691,-5420,#FE1A00
40232,40000,-2690,-2681,-5410,#FE1A00
40233,40000,-2680,-2671,-5400,#FE1A00
40234,40000,-2670,-2661,-5390,#FE1A00
40235,40000,-2660,-2651,-5380,#FE1A00
40236,40000,-2650,-2641,-5370,#FE1A00
40237,40000,-2640,-2631,-5360,#FE1A00
40238,40000,-2630,-2621,-5350,#FE1A00
40239,40000,-2620,-2611,-5340,#FE1A00
40240,40000,-2610,-2601,-5330,#FE1A00
40241,40000,-2600,-2591,-5320,#FE1A00
40242,40000,-2590,-2581,-5310,#FE1A00
40243,40000,-2580,-2571,-5300,#FE1A00
40244,40000,-2570,-2561,-5290,#FE1A00
40245,40000,-2560,-2551,-5280,#FE1A00
40246,40000,-2550,-2541,-5270,#FE1A00
40247,40000,-2540,-2531,-5260,#FE1A00
40248,40000,-2530,-2521,-5250,#FE1A00
40249,40000,-2520,-2511,-5240,#FE1A00
40250,40000,-2510,-2501,-5230,#FE1A00
40251,40000,-2500,-2491,-5220,#FE1A00
40252,40000,-2490,-2481,-5210,#FE1A00
40253,40000,-2480,-2471,-5200,#FE1A00
40254,40000,-2470,-2461,-5190,#FE1A00
40255,40000,-2460,-2451,-5180,#FE1A00
40256,40000,-2450,-2441,-5170,#FE1A00
40257,40000,-2440,-2431,-5160,#FE1A00
40258,40000,-2430,-2421,-5150,#FE1A00
40259,40000,-2420,-2411,-5140,#FE1A00
40260,40000,-2410,-2401,-5130,#FE1A00
40261,40000,-2400,-2391,-5120,#FE1A00
40262,40000,-2390,-2381,-5110,#FE1A00
40263,40000,-2380,-2371,-5100,#FE1A00
40264,40000,-2370,-2361,-5090,#FE1A00
40265,40000,-2360,-2351,-5080,#FE1A00
40266,40000,-2350,-2341,-5070,#FE1A00
40267,40000,-2340,-2331,-5060,#FE1A00
40268,40000,-2330,-2321,-5050,#FE1A00
40269,40000,-2320,-2311,-5040,#FE1A00
40270,40000,-2310,-2301,-5030,#FE1A00
40271,40000,-2300,-2291,-5020,#FE1A00
40272,40000,-2290,-2281,-5010,#FE1A00
40273,40000,-2280,-2271,-5000,#FE1A00
40274,40000,-2270,-2261,-4990,#FE1A00
40275,40000,-2260,-2251,-4980,#FE1A00
40276,40000,-2250,-2241,-4970,#FE1A00
40277,40000,-2240,-2231,-4960,#FE1A00
40278,40000,-2230,-2221,-4950,#FE1A00
40279,40000,-2220,-2211,-4940,#FE1A00
40280,40000,-2210,-2201,-4930,#FE1A00
40281,40000,-2200,-2191,-4920,#FE1A00
40282,40000,-2190,-2181,-4910,#FE1A00
40283,40000,-2180,-2171,-4900,#FE1A00
40284,40000,-2170,-2161,-4890,#FE1A00
40285,40000,-2160,-2151,-4880,#FE1A00
40286,40000,-2150,-2141,-4870,#FE1A00
40287,40000,-2140,-2131,-4860,#FE1A00
40288,40000,-2130,-2121,-4850,#FE1A00
40289,40000,-2120,-2111,-4840,#FE1A00
40290,40000,-2110,-2101,-4830,#FE1A00
40291,40000,-2100,-2091,-4820,#FE1A00
40292,40000,-2090,-2081,-4810,#FE1A00
40293,40000,-2080,-2071,-4800,#FE1A00
40294,40000,-2070,-2061,-4790,#FE1A00
40295,40000,-2060,-2051,-4780,#FE1A00
40296,40000,-2050,-2041,-4770,#FE1A00
40297,40000,-2040,-2031,-4760,#FE1A00
40298,40000,-2030,-2021,-4750,#FE1A00
40299,40000,-2020,-2011,-4740,#FE1A00
40300,40000,-2010,-2001,-4730,#FE1A00
40301,40000,-2000,-1991,-4720,#FE1A00
40302,40000,-1990,-1981,-4710,#FE1A00
40303,40000,-1980,-1971,-4700,#FE1A00
40304,40000,-1970,-1961,-4690,#FE1A00
40305,40000,-1960,-1951,-4680,#FE1A00
40306,40000,-1950,-1941,-4670,#FE1A00
40307,40000,-1940,-1931,-4660,#FE1A00
40308,40000,-1930,-1921,-4650,#FE1A00
40309,40000,-1920,-1911,-4640,#FE1A00
40310,40000,-1910,-1901,-4630,#FE1A00
40311,40000,-1900,-1891,-4620,#FE1A00
40312,40000,-1890,-1881,-4610,#FE1A00
40313,40000,-1880,-1871,-4600,#FE1A00
40314,40000,-1870,-1861,-4590,#FE1A00
40315,40000,-1860,-1851,-4580,#FE1A00
40316,40000,-1850,-1841,-4570,#FE1A00
40317,40000,-1840,-1831,-4560,#FE1A00
40318,40000,-1830,-1821,-4550,#FE1A00
40319,40000,-1820,-1811,-4540,#FE1A00
40320,40000,-1810,-1801,-4530,#FE1A00
40321,40000,-1800,-1791,-4520,#FE1A00
40322,40000,-1790,-1781,-4510,#FE1A00
40323,40000,-1780,-1771,-4500,#FE1A00
40324,40000,-1770,-1761,-4490,#FE1A00
40325,40000,-1760,-1751,-4480,#FE1A00
40326,40000,-1750,-1741,-4470,#FE1A00
40327,40000,-1740,-1731,-4460,#FE1A00
40328,40000,-1730,-1721,-4450,#FE1A00
40329,40000,-1720,-1711,-4440,#FE1A00
40330,40000,-1710,-1701,-4430,#FE1A00
40331,40000,-1700,-1691,-4420,#FE1A00
40332,40000,-1690,-1681,-4410,#FE1A00
40333,40000,-1680,-1671,-4400,#FE1A00
40334,40000,-1670,-1661,-4390,#FE1A00
40335,40000,-1660,-1651,-4380,#FE1A00
40336,40000,-1650,-1641,-4370,#FE1A00
40337,40000,-1640,-1631,-4360,#FE1A00
40338,40000,-1630,-1621,-4350,#FE1A00
40339,40000,-1620,-1611,-4340,#FE1A00
40340,40000,-1610,-1601,-4330,#FE1A00
40341,40000,-1600,-1591,-4320,#FE1A00
40342,40000,-1590,-1581,-4310,#FE1A00
40343,40000,-1580,-1571,-4300,#FE1A00
40344,40000,-1570,-1561,-4284,#FE1A00
40345,40000,-1560,-1551,-4270,#FE1A00
40346,40000,-1550,-1541,-4256,#FE1A00
40347,40000,-1540,-1531,-4243,#FE1A00
40348,40000,-1530,-1521,-4229,#FE1A00
40349,40000,-1520,-1511,-4215,#FE1A00
40350,40000,-1510,-1501,-4201,#FE1A00
40351,40000,-1500,-1491,-4188,#FE1A00
40352,40000,-1490,-1481,-4174,#FE1A00
40353,40000,-1480,-1471,-4160,#FE1A00
40354,40000,-1470,-1461,-4146,#FE1A00
40355,40000,-1460,-1451,-4133,#FE1A00
40356,40000,-1450,-1441,-4119,#FE1A00
40357,40000,-1440,-1431,-4105,#FE1A00
40358,40000,-1430,-1421,-4091,#FE1A00
40359,40000,-1420,-1411,-4078,#FE1A00
40360,40000,-1410,-1401,-4064,#FE1A00
40361,40000,-1400,-1391,-4050,#FE1A00
40362,40000,-1390,-1381,-4036,#FE1A00
40363,40000,-1380,-1371,-4023,#FE1A00
40364,40000,-1370,-1361,-4009,#FE1A00
40365,40000,-1360,-1351,-3995,#FE1A00
40366,40000,-1350,-1341,-3981,#FE1A00
40367,40000,-1340,-1331,-3968,#FE1A00
40368,40000,-1330,-1321,-3954,#FE1A00
40369,40000,-1320,-1311,-3940,#FE1A00
40370,40000,-1310,-1301,-3926,#FE1A00
40371,40000,-1300,-1291,-3913,#FE1A00
40372,40000,-1290,-1281,-3899,#FE1A00
40373,40000,-1280,-1271,-3885,#FE1A00
40374,40000,-1270,-1261,-3871,#FE1A00
40375,40000,-1260,-1251,-3858,#FE1A00
40376,40000,-1250,-1241,-3844,#FE1A00
40377,40000,-1240,-1231,-3830,#FE1A00
40378,40000,-1230,-1221,-3816,#FE1A00
40379,40000,-1220,-1211,-3803,#FE1A00
40380,40000,-1210,-1201,-3789,#FE1A00
40381,40000,-1200,-1191,-3775,#FE1A00
40382,40000,-1190,-1181,-3761,#FE1A00
40383,40000,-1180,-1171,-3748,#FE1A00
40384,40000,-1170,-1161,-3734,#FE1A00
40385,40000,-1160,-1151,-3720,#FE1A00
40386,40000,-1150,-1141,-3706,#FE1A00
40387,40000,-1140,-1131,-3693,#FE1A00
40388,40000,-1130,-1121,-3679,#FE1A00
40389,40000,-1120,-1111,-3665,#FE1A00
40390,40000,-1110,-1101,-3651,#FE1A00
40391,40000,-1100,-1091,-3638,#FE1A00
40392,40000,-1090,-1081,-3624,#FE1A00
40393,40000,-1080,-1071,-3610,#FE1A00
40394,40000,-1070,-1061,-3596,#FE1A00
40395,40000,-1060,-1051,-3583,#FE1A00
40396,40000,-1050,-1041,-3569,#FE1A00
40397,40000,-1040,-1031,-3555,#FE1A00
40398,40000,-1030,-1021,-3541,#FE1A00
40399,40000,-1020,-1011,-3528,#FE1A00
40400,40000,-1010,-1001,-3514,#FE1A00
40401,40000,-1000,-991,-3500,#FE1A00
40402,40000,-990,-981,-3490,#FE1A00
40403,40000,-980,-971,-3480,#FE1A00
40404,40000,-970,-961,-3470,#FE1A00
40405,40000,-960,-951,-3459,#FE1A00
40406,40000,-950,-941,-3447,#FE1A00
40407,40000,-940,-931,-3436,#FE1A00
40408,40000,-930,-921,-3423,#FE1A00
40409,40000,-920,-911,-3411,#FE1A00
40410,40000,-910,-901,-3398,#FE1A00
40411,40000,-900,-891,-3384,#FE1A00
40412,40000,-890,-881,-3370,#FE1A00
40413,40000,-880,-871,-3356,#FE1A00
40414,40000,-870,-861,-3341,#FE1A00
40415,40000,-860,-851,-3326,#FE1A00
40416,40000,-850,-841,-3310,#FE1A00
40417,40000,-840,-831,-3294,#FE1A00
40418,40000,-830,-821,-3278,#FE1A00
40419,40000,-820,-811,-3261,#FE1A00
40420,40000,-810,-801,-3244,#FE1A00
40421,40000,-800,-791,-3226,#FE1A00
40422,40000,-790,-781,-3208,#FE1A00
40423,40000,-780,-771,-3190,#FE1A00
40424,40000,-770,-761,-3171,#FE1A00
40425,40000,-760,-751,-3151,#FE1A00
40426,40000,-750,-741,-3131,#FE1A00
40427,40000,-740,-731,-3111,#FE1A00
40428,40000,-730,-721,-3091,#FE1A00
40429,40000,-720,-711,-3070,#FE1A00
40430,40000,-710,-701,-3048,#FE1A00
40431,40000,-700,-691,-3026,#FE1A00
40432,40000,-690,-681,-3004,#FE1A00
40433,40000,-680,-671,-2981,#FE1A00
40434,40000,-670,-661,-2958,#FE1A00
40435,40000,-660,-651,-2934,#FE1A00
40436,40000,-650,-641,-2910,#FE1A00
40437,40000,-640,-631,-2886,#FE1A00
40438,40000,-630,-621,-2861,#FE1A00
40439,40000,-620,-611,-2836,#FE1A00
40440,40000,-610,-601,-2810,#FE1A00
40441,40000,-600,-591,-2784,#FE1A00
40442,40000,-590,-581,-2758,#FE1A00
40443,40000,-580,-571,-2731,#FE1A00
40444,40000,-570,-561,-2703,#FE1A00
40445,40000,-560,-551,-2676,#FE1A00
40446,40000,-550,-541,-2647,#FE1A00
40447,40000,-540,-531,-2619,#FE1A00
40448,40000,-530,-521,-2590,#FE1A00
40449,40000,-520,-511,-2560,#FE1A00
40450,40000,-510,-501,-2530,#FE1A00
40451,40000,-500,-491,-2500,#FE1A00
40452,40000,-490,-481,-2469,#FE1A00
40453,40000,-480,-471,-2438,#FE1A00
40454,40000,-470,-461,-2407,#FE1A00
40455,40000,-460,-451,-2375,#FE1A00
40456,40000,-450,-441,-2342,#FE1A00
40457,40000,-440,-431,-2309,#FE1A00
40458,40000,-430,-421,-2276,#FE1A00
40459,40000,-420,-411,-2242,#FE1A00
40460,40000,-410,-401,-2208,#FE1A00
40461,40000,-400,-391,-2174,#FE1A00
40462,40000,-390,-381,-2139,#FE1A00
40463,40000,-380,-371,-2104,#FE1A00
40464,40000,-370,-361,-2068,#FE1A00
40465,40000,-360,-351,-2032,#FE1A00
40466,40000,-350,-341,-1995,#FE1A00
40467,40000,-340,-331,-1958,#FE1A00
40468,40000,-330,-321,-1921,#FE1A00
40469,40000,-320,-311,-1883,#FE1A00
40470,40000,-310,-301,-1844,#FE1A00
40471,40000,-300,-291,-1806,#FE1A00
40472,40000,-290,-281,-1766,#FE1A00
40473,40000,-280,-271,-1727,#FE1A00
40474,40000,-270,-261,-1687,#FE1A00
40475,40000,-260,-251,-1647,#FE1A00
40476,40000,-250,-241,-1606,#FE1A00
40477,40000,-240,-231,-1565,#FE1A00
40478,40000,-230,-221,-1523,#FE1A00
40479,40000,-220,-211,-1481,#FE1A00
40480,40000,-210,-201,-1438,#FE1A00
40481,40000,-200,-191,-1395,#FE1A00
40482,40000,-190,-181,-1352,#FE1A00
40483,40000,-180,-171,-1308,#FE1A00
40484,40000,-170,-161,-1264,#FE1A00
40485,40000,-160,-151,-1219,#FE1A00
40486,40000,-150,-141,-1174,#FE1A00
40487,40000,-140,-131,-1129,#FE1A00
40488,40000,-130,-121,-1083,#FE1A00
40489,40000,-120,-111,-1037,#FE1A00
40490,40000,-110,-101,-990,#FE1A00
40491,40000,-100,-91,-943,#FE1A00
40492,40000,-90,-81,-895,#FE1A00
40493,40000,-80,-71,-848,#FE1A00
40494,40000,-70,-61,-799,#FE1A00
40495,40000,-60,-51,-750,#FE1A00
40496,40000,-50,-41,-701,#FE1A00
40497,40000,-40,-31,-651,#FE1A00
40498,40000,-30,-21,-601,#FE1A00
40499,40000,-20,-11,-551,#FE1A00
40500,40000,-10,-1,-500,#FE1A00
40501,40000,0,2147483647,0,#004FFF
50001,50000,-2147483648,-4991,-9000,#FE1A00
50002,50000,-4990,-4981,-9000,#FE1A00
50003,50000,-4980,-4971,-9000,#FE1A00
50004,50000,-4970,-4961,-9000,#FE1A00
50005,50000,-4960,-4951,-9000,#FE1A00
50006,50000,-4950,-4941,-9000,#FE1A00
50007,50000,-4940,-4931,-9000,#FE1A00
50008,50000,-4930,-4921,-9000,#FE1A00
50009,50000,-4920,-4911,-9000,#FE1A00
50010,50000,-4910,-4901,-9000,#FE1A00
50011,50000,-4900,-4891,-9000,#FE1A00
50012,50000,-4890,-4881,-9000,#FE1A00
50013,50000,-4880,-4871,-9000,#FE1A00
50014,50000,-4870,-4861,-9000,#FE1A00
50015,50000,-4860,-4851,-9000,#FE1A00
50016,50000,-4850,-4841,-9000,#FE1A00
50017,50000,-4840,-4831,-9000,#FE1A00
50018,50000,-4830,-4821,-9000,#FE1A00
50019,50000,-4820,-4811,-9000,#FE1A00
50020,50000,-4810,-4801,-9000,#FE1A00
50021,50000,-4800,-4791,-9000,#FE1A00
50022,50000,-4790,-4781,-9000,#FE1A00
50023,50000,-4780,-4771,-9000,#FE1A00
50024,50000,-4770,-4761,-9000,#FE1A00
50025,50000,-4760,-4751,-9000,#FE1A00
50026,50000,-4750,-4741,-9000,#FE1A00
50027,50000,-4740,-4731,-9000,#FE1A00
50028,50000,-4730,-4721,-9000,#FE1A00
50029,50000,-4720,-4711,-9000,#FE1A00
50030,50000,-4710,-4701,-9000,#FE1A00
50031,50000,-4700,-4691,-9000,#FE1A00
50032,50000,-4690,-4681,-9000,#FE1A00
