id,group_id,description_localkey,trigger_list/0/trigger,trigger_list/0/condition_id,trigger_list/0/condition_value,trigger_list/1/trigger,trigger_list/1/condition_id,trigger_list/1/condition_value,trigger_list/2/trigger,trigger_list/2/condition_id,trigger_list/2/condition_value,trigger_list/3/trigger,trigger_list/3/condition_id,trigger_list/3/condition_value,trigger_list/4/trigger,trigger_list/4/condition_id,trigger_list/4/condition_value,trigger_list/5/trigger,trigger_list/5/condition_id,trigger_list/5/condition_value,conversation_id,clear_trigger,clear_condition_id,clear_condition_value,scenario_type,episode_id,end_messenger_conversation_id,before_sub_quest_id
1281,1280,Locale_SubQuest:sub_quest_description_1281,SubQuestClear,1022,1,CampaignClear,6009032,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1281_s,CampaignGroupClear,9001,1,Dialog,d_subquest_1281_e,m_subquest_1281_e,0
1121,1120,Locale_SubQuest:sub_quest_description_1121,SubQuestClear,1111,1,CampaignClear,6010010,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1121_s,CampaignGroupClear,10001,1,Dialog,d_subquest_1121,m_subquest_1121_e,0
1151,1150,Locale_SubQuest:sub_quest_description_1151,SubQuestClear,1281,1,CampaignClear,6010023,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1151_s,CampaignGroupClear,10002,1,Dialog,d_subquest_1151_e,m_subquest_1151_e,0
1211,1210,Locale_SubQuest:sub_quest_description_1211,SubQuestClear,1191,1,CampaignClear,6010032,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1211_s,CampaignGroupClear,10003,1,FieldTalk,f_subquest_1211_02,m_subquest_1211_e,0
1131,1130,Locale_SubQuest:sub_quest_description_1131,SubQuestClear,1111,1,CampaignClear,6011012,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1131_s,CampaignGroupClear,11001,1,Dialog,d_subquest_1131,m_subquest_1131_e,0
1132,1130,Locale_SubQuest:sub_quest_description_1132,SubQuestClear,1131,1,MainQuestClear,317,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1132_s,CampaignGroupClear,1025003,1,Dialog,d_subquest_1132,m_subquest_1132_e,0
1141,1140,Locale_SubQuest:sub_quest_description_1141,SubQuestClear,1042,1,SubQuestClear,1131,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1141_s,CampaignGroupClear,11002,1,Dialog,d_subquest_1141_e,m_subquest_1141_e,0
1221,1220,Locale_SubQuest:sub_quest_description_1221,SubQuestClear,1211,1,CampaignClear,6011032,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1221_s,CampaignGroupClear,11003,1,FieldTalk,f_subquest_1221,m_subquest_1221_e,0
1222,1220,Locale_SubQuest:sub_quest_description_1222,SubQuestClear,1221,1,MainQuestClear,317,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1222_s,CampaignGroupClear,1026002,1,Dialog,d_subquest_1222_e,m_subquest_1222_e,0
1161,1160,Locale_SubQuest:sub_quest_description_1161,SubQuestClear,1121,1,CampaignClear,6012006,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1161_s,CampaignGroupClear,12001,1,,0,m_subquest_1161_e,0
1171,1170,Locale_SubQuest:sub_quest_description_1171,SubQuestClear,1105,1,CampaignClear,6012017,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1171_s,CampaignGroupClear,12002,1,Dialog,d_subquest_1171,m_subquest_1171_e,0
1181,1180,Locale_SubQuest:sub_quest_description_1181,SubQuestClear,1151,1,CampaignClear,6012033,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1181_s,CampaignGroupClear,12003,1,FieldTalk,f_subquest_1181_e,m_subquest_1181_e,0
1241,1240,Locale_SubQuest:sub_quest_description_1241,SubQuestClear,1131,1,CampaignClear,6013017,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1241_s,CampaignGroupClear,13001,1,Dialog,d_subquest_1241,m_subquest_1241_e,0
1192,1190,Locale_SubQuest:sub_quest_description_1192,SubQuestClear,1191,1,CampaignClear,6013028,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1192_s,NpcTalk,5013001,1,Dialog,d_subquest_1192_e,m_subquest_1192_e,0
1094,1090,Locale_SubQuest:sub_quest_description_1094,SubQuestClear,1093,1,CampaignClear,6013034,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1094_s,CampaignGroupClear,13002,1,Dialog,d_subquest_1094_e,m_subquest_1094_e,0
1261,1260,Locale_SubQuest:sub_quest_description_1261,SubQuestClear,1141,1,CampaignClear,6014014,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1261_s,CampaignGroupClear,14001,1,Dialog,d_subquest_1261_e,m_subquest_1261_e,0
1212,1210,Locale_SubQuest:sub_quest_description_1212,SubQuestClear,1211,1,CampaignClear,6014028,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1212_s,NpcTalk,5014001,1,FieldTalk,f_subquest_1212_e,m_subquest_1212_e,0
1013,1010,Locale_SubQuest:sub_quest_description_1013,SubQuestClear,1012,1,CampaignClear,6014040,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1013_s,FieldObjectCollection,1014001,1,Dialog,d_subquest_1013,m_subquest_1013_e,0
1262,1260,Locale_SubQuest:sub_quest_description_1262,SubQuestClear,1261,1,CampaignClear,6015009,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1262_s,CampaignGroupClear,15001,1,Dialog,d_subquest_1262,m_subquest_1262_e,0
1271,1270,Locale_SubQuest:sub_quest_description_1271,SubQuestClear,1181,1,CampaignClear,6015021,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1271_s,CampaignGroupClear,15002,1,Dialog,d_subquest_1271,m_subquest_1271_e,0
1263,1260,Locale_SubQuest:sub_quest_description_1263,SubQuestClear,1262,1,CampaignClear,6015042,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1263_s,CampaignGroupClear,15003,1,Dialog,d_subquest_1263,m_subquest_1263_e,0
1064,1060,Locale_SubQuest:sub_quest_description_1064,SubQuestClear,1063,1,CampaignClear,6016007,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1064_s,FieldObjectCollection,1016001,1,Dialog,d_subquest_1064,m_subquest_1064_e,0
1106,1100,Locale_SubQuest:sub_quest_description_1106,SubQuestClear,1105,1,CampaignClear,6016023,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1106_s,NpcTalk,5016001,1,FieldTalk,f_subquest_1106_e,m_subquest_1106_e,0
1264,1260,Locale_SubQuest:sub_quest_description_1264,SubQuestClear,1263,1,CampaignClear,6016039,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1264_s,CampaignGroupClear,16001,1,Dialog,d_subquest_1264,m_subquest_1264_e,0
1231,1230,Locale_SubQuest:sub_quest_description_1231,SubQuestClear,1241,1,CampaignClear,6017012,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1231_s,CampaignGroupClear,17001,1,Dialog,d_subquest_1231_e,m_subquest_1231_e,0
1107,1100,Locale_SubQuest:sub_quest_description_1107,SubQuestClear,1106,1,SubQuestClear,1231,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1107_s,CampaignGroupClear,17002,1,Dialog,d_subquest_1107_e,m_subquest_1107_e,0
1251,1250,Locale_SubQuest:sub_quest_description_1251,SubQuestClear,1271,1,CampaignClear,6017043,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1251_s,FieldObjectCollection,1017001,1,Dialog,d_subquest_1251,m_subquest_1251_e,0
1032,1030,Locale_SubQuest:sub_quest_description_1032,SubQuestClear,1031,1,CampaignClear,6018020,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1032_s,CampaignGroupClear,18001,1,Dialog,d_subquest_1032,m_subquest_1032_e,0
1043,1040,Locale_SubQuest:sub_quest_description_1043,SubQuestClear,1042,1,CampaignClear,6018030,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1043_s,CampaignGroupClear,18002,1,Dialog,d_subquest_1043_e,m_subquest_1043_e,0
1122,1120,Locale_SubQuest:sub_quest_description_1122,SubQuestClear,1121,1,CampaignClear,6018045,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1122_s,CampaignGroupClear,18003,1,,0,m_subquest_1122_e,0
1193,1190,Locale_SubQuest:sub_quest_description_1193,SubQuestClear,1192,1,CampaignClear,6019013,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1193_s,NpcTalk,5019001,1,Dialog,d_subquest_1193_e,m_subquest_1193_e,0
1162,1160,Locale_SubQuest:sub_quest_description_1162,SubQuestClear,1161,1,CampaignClear,6019039,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1162_s,CampaignGroupClear,19001,1,Dialog,d_subquest_1162,m_subquest_1162_e,0
1213,1210,Locale_SubQuest:sub_quest_description_1213,SubQuestClear,1212,1,CampaignClear,6019047,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1213_s,NpcTalk,5019002,1,FieldTalk,f_subquest_1213_e,m_subquest_1213_e,0
1194,1190,Locale_SubQuest:sub_quest_description_1194,SubQuestClear,1193,1,CampaignClear,6020006,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1194,CampaignGroupClear,20001,1,Dialog,d_subquest_1194_e,m_subquest_1194_e,0
1291,1290,Locale_SubQuest:sub_quest_description_1291,SubQuestClear,1251,1,CampaignClear,6020024,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1291_s,CampaignGroupClear,20002,1,Dialog,d_subquest_1291_e,m_subquest_1291_e,0
1301,1300,Locale_SubQuest:sub_quest_description_1301,SubQuestClear,1032,1,CampaignClear,6020041,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1301_s,FieldObjectCollection,1020001,1,Dialog,d_subquest_1301,m_subquest_1301_e,0
1302,1300,Locale_SubQuest:sub_quest_description_1302,SubQuestClear,1301,1,MainQuestClear,317,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1302_s,CampaignGroupClear,1026003,1,Dialog,d_subquest_1302,m_subquest_1302_e,0
1311,1310,Locale_SubQuest:sub_quest_description_1311,SubQuestClear,1231,1,CampaignClear,6021006,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1311_s,CampaignGroupClear,1021001,1,Dialog,d_subquest_1311_e,m_subquest_1311_e,0
1312,1310,Locale_SubQuest:sub_quest_description_1312,SubQuestClear,1311,1,CampaignClear,6021024,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1312_s,CampaignGroupClear,1021002,1,Dialog,d_subquest_1312,m_subquest_1312_e,0
1313,1310,Locale_SubQuest:sub_quest_description_1313,SubQuestClear,1312,1,CampaignClear,6021040,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1313_s,CampaignGroupClear,1021003,1,Dialog,d_subquest_1313_e,m_subquest_1313_e,0
1112,1110,Locale_SubQuest:sub_quest_description_1112,SubQuestClear,1111,1,CampaignClear,6022006,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1112_s,CampaignGroupClear,1022001,1,Dialog,d_subquest_1112,m_subquest_1112_e,0
1321,1320,Locale_SubQuest:sub_quest_description_1321,SubQuestClear,1301,1,CampaignClear,6022033,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1321_s,CampaignGroupClear,1022002,1,Dialog,d_subquest_1321_e,m_subquest_1321_e,0
1331,1330,Locale_SubQuest:sub_quest_description_1331,SubQuestClear,1291,1,CampaignClear,6022049,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1331_s,CampaignGroupClear,1022003,1,Dialog,d_subquest_1331,m_subquest_1331_e,0
1023,1020,Locale_SubQuest:sub_quest_description_1023,SubQuestClear,1022,1,CampaignClear,6023011,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1023_s,CampaignGroupClear,1023001,1,Dialog,d_subquest_1023,m_subquest_1023_e,0
1380,1380,Locale_SubQuest:sub_quest_description_1330,SubQuestClear,1241,1,CampaignClear,6023027,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1330_s,CampaignGroupClear,1023002,1,Dialog,d_subquest_1330_e,m_subquest_1330_e,0
1340,1340,Locale_SubQuest:sub_quest_description_1340,SubQuestClear,1241,1,CampaignClear,6023039,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1340_s,CampaignGroupClear,1023003,1,Dialog,d_subquest_1340,m_subquest_1340_e,0
1350,1350,Locale_SubQuest:sub_quest_description_1350,SubQuestClear,1241,1,CampaignClear,6024013,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1350_s,CampaignGroupClear,1024001,1,Dialog,d_subquest_1350_e,m_subquest_1350_e,0
1370,1370,Locale_SubQuest:sub_quest_description_1370,SubQuestClear,1241,1,CampaignClear,6024032,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1370_s,CampaignGroupClear,1024002,1,Dialog,d_subquest_1370,m_subquest_1370_e,0
1360,1360,Locale_SubQuest:sub_quest_description_1360,SubQuestClear,1241,1,CampaignClear,6024042,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1360_s,CampaignGroupClear,1024003,1,Dialog,d_subquest_1360,m_subquest_1360_e,0
1381,1380,Locale_SubQuest:sub_quest_description_1381,SubQuestClear,1391,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1381_s,CampaignGroupClear,1025001,1,Dialog,d_subquest_1381_e,m_subquest_1381_e,0
1382,1380,Locale_SubQuest:sub_quest_description_1382,SubQuestClear,1381,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1382_s,CampaignGroupClear,1025002,1,Dialog,d_subquest_1382,m_subquest_1382_e,0
1391,1390,Locale_SubQuest:sub_quest_description_1391,MainQuestClear,317,1,None,0,0,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1391_s,CampaignGroupClear,1026001,1,Dialog,d_subquest_1391,m_subquest_1391_e,0
1392,1390,Locale_SubQuest:sub_quest_description_1392,SubQuestClear,1391,1,CampaignClear,6027012,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1392_s,CampaignGroupClear,1027001,1,Dialog,d_subquest_1392_e,m_subquest_1392_e,0
1393,1390,Locale_SubQuest:sub_quest_description_1393,SubQuestClear,1392,1,CampaignClear,6027020,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1393_s,CampaignGroupClear,1027002,1,Dialog,d_subquest_1393_e,m_subquest_1393_e,0
1401,1400,Locale_SubQuest:sub_quest_description_1401,SubQuestClear,1391,1,CampaignClear,6027052,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1401_s,CampaignGroupClear,1027003,1,Dialog,d_subquest_1401,m_subquest_1401_e,0
1411,1410,Locale_SubQuest:sub_quest_description_1411,SubQuestClear,1360,1,MainQuestClear,342,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1411_s,CampaignGroupClear,1028001,1,Dialog,d_subquest_1411,m_subquest_1411_e,0
1412,1410,Locale_SubQuest:sub_quest_description_1412,SubQuestClear,1411,1,MainQuestClear,342,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1412_s,CampaignGroupClear,1028002,1,Dialog,d_subquest_1412,m_subquest_1412_e,0
1421,1420,Locale_SubQuest:sub_quest_description_1421,SubQuestClear,1412,1,MainQuestClear,342,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1421_s,CampaignGroupClear,1028003,1,Dialog,d_subquest_1421,m_subquest_1421_e,0
1431,1430,Locale_SubQuest:sub_quest_description_1431,SubQuestClear,1011,1,MainQuestClear,385,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1431_s,CampaignGroupClear,1031001,1,Dialog,d_subquest_1431_e,m_subquest_1431_e,0
1441,1440,Locale_SubQuest:sub_quest_description_1441,SubQuestClear,1431,1,MainQuestClear,385,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1441_s,CampaignGroupClear,1031002,1,Dialog,d_subquest_1441,m_subquest_1441_e,0
1442,1440,Locale_SubQuest:sub_quest_description_1442,SubQuestClear,1441,1,MainQuestClear,385,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1442_s,CampaignGroupClear,1032001,1,Dialog,d_subquest_1442_e,m_subquest_1442_e,0
1432,1430,Locale_SubQuest:sub_quest_description_1432,SubQuestClear,1442,1,MainQuestClear,385,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1432_s,CampaignGroupClear,1032002,1,Dialog,d_subquest_1432_e,m_subquest_1432_e,0
1433,1430,Locale_SubQuest:sub_quest_description_1433,SubQuestClear,1432,1,MainQuestClear,385,1,None,0,0,None,0,0,None,0,0,None,0,0,m_subquest_1433_s,CampaignGroupClear,1032003,1,Dialog,d_subquest_1433,m_subquest_1433_e,0
