id,markerResource,markerType,roomAddressableName,markerValue,markerGameObject
1101,icn_mvg_marker_teleportPoint,Teleporter,C1_1_06,101,
1102,icn_mvg_marker_teleportPoint,Teleporter,C1_1_08,102,
1121,icn_mvg_marker_teleportPoint,Teleporter,C2_1_05,201,
1122,icn_mvg_marker_teleportPoint,Teleporter,C2_1_08,202,
1123,icn_mvg_marker_teleportPoint,Teleporter,C2_1_11,203,
1131,icn_mvg_marker_teleportPoint,Teleporter,C3_1_08,301,
1132,icn_mvg_marker_teleportPoint,Teleporter,C3_1_17,302,
1141,icn_mvg_marker_teleportPoint,Teleporter,C4_1_01,401,
1142,icn_mvg_marker_teleportPoint,Teleporter,C4_1_12,402,
1143,icn_mvg_marker_teleportPoint,Teleporter,C4_1_13,403,
1151,icn_mvg_marker_teleportPoint,Teleporter,C5_1_04,501,
1152,icn_mvg_marker_teleportPoint,Teleporter,C5_1_04,502,
1153,icn_mvg_marker_teleportPoint,Teleporter,C5_1_16,503,
1161,icn_mvg_marker_teleportPoint,Teleporter,C6_1_08,601,
1162,icn_mvg_marker_teleportPoint,Teleporter,C6_1_28,602,
1163,icn_mvg_marker_teleportPoint,Teleporter,C6_1_41,603,
1171,icn_mvg_marker_teleportPoint,Teleporter,C7_1_07,701,
1172,icn_mvg_marker_teleportPoint,Teleporter,C7_1_24,702,
1173,icn_mvg_marker_teleportPoint,Teleporter,C7_1_19,703,
1174,icn_mvg_marker_teleportPoint,Teleporter,C7_1_27,704,
1181,icn_mvg_marker_teleportPoint,Teleporter,C8_1_01,801,
1182,icn_mvg_marker_teleportPoint,Teleporter,C8_1_02,802,
1183,icn_mvg_marker_teleportPoint,Teleporter,C8_1_16,803,
1184,icn_mvg_marker_teleportPoint,Teleporter,C8_1_29,804,
1185,icn_mvg_marker_teleportPoint,Teleporter,C8_1_43,805,
1201,icn_mvg_marker_shopPoint,Shop,C1_1_06,,
1202,icn_mvg_marker_shopPoint,Shop,C1_1_08,,
1221,icn_mvg_marker_shopPoint,Shop,C2_1_05,,
1222,icn_mvg_marker_shopPoint,Shop,C2_1_08,,
1231,icn_mvg_marker_shopPoint,Shop,C3_1_08,,
1241,icn_mvg_marker_shopPoint,Shop,C4_1_01,,
1242,icn_mvg_marker_shopPoint,Shop,C4_1_13,,
1251,icn_mvg_marker_shopPoint,Shop,C5_1_25,,
1252,icn_mvg_marker_shopPoint,Shop,C5_1_11,,
1261,icn_mvg_marker_shopPoint,Shop,C6_1_28,,
1262,icn_mvg_marker_shopPoint,Shop,C6_1_41,,
1263,icn_mvg_marker_shopPoint,Shop,C6_1_43,,
1271,icn_mvg_marker_shopPoint,Shop,C7_1_07,,
1272,icn_mvg_marker_shopPoint,Shop,C7_1_27,,
1281,icn_mvg_marker_shopPoint,Shop,C8_1_01,,
1282,icn_mvg_marker_shopPoint,Shop,C8_1_16,,
1283,icn_mvg_marker_shopPoint,Shop,C8_1_43,,
2011,icn_mvg_marker_currentMission,MainMission,,101,C1_Q1
2012,icn_mvg_marker_currentMission,MainMission,,102,C1_Q2
2013,icn_mvg_marker_currentMission,MainMission,,105,C1_Q3
2014,icn_mvg_marker_currentMission,MainMission,,106,C1_Q4
2911,icn_mvg_marker_currentMission,MainMission,,103,C1_Q2_103
2912,icn_mvg_marker_currentMission,MainMission,,104,C1_Q2_104
2021,icn_mvg_marker_currentMission,MainMission,,201,C2_Q1
2022,icn_mvg_marker_currentMission,MainMission,,202,C2_Q2
2023,icn_mvg_marker_currentMission,MainMission,,203,C2_Q3
2024,icn_mvg_marker_currentMission,MainMission,,204,C2_Q4
2031,icn_mvg_marker_currentMission,MainMission,,301,C3_Q1
2032,icn_mvg_marker_currentMission,MainMission,,302,C3_Q2
2033,icn_mvg_marker_currentMission,MainMission,,305,C3_Q3
2034,icn_mvg_marker_currentMission,MainMission,,306,C3_Q4
2931,icn_mvg_marker_currentMission,MainMission,,303,C3_Q2_303
2932,icn_mvg_marker_currentMission,MainMission,,304,C3_Q2_304
2041,icn_mvg_marker_currentMission,MainMission,,401,C4_Q1
2042,icn_mvg_marker_currentMission,MainMission,,406,C4_Q2
2043,icn_mvg_marker_currentMission,MainMission,,407,C4_Q3
2941,icn_mvg_marker_currentMission,MainMission,,402,C4_Q1_402
2942,icn_mvg_marker_currentMission,MainMission,,403,C4_Q1_403
2943,icn_mvg_marker_currentMission,MainMission,,404,C4_Q1_404
2944,icn_mvg_marker_currentMission,MainMission,,405,C4_Q1_405
2050,icn_mvg_marker_currentMission,MainMission,,490,C5_Q0
2051,icn_mvg_marker_currentMission,MainMission,,501,C5_Q1
2052,icn_mvg_marker_currentMission,MainMission,,504,C5_Q2
2951,icn_mvg_marker_currentMission,MainMission,,502,C5_Q1_502
2952,icn_mvg_marker_currentMission,MainMission,,503,C5_Q1_503
2071,icn_mvg_marker_currentMission,MainMission,,701,C7_Q1
2072,icn_mvg_marker_currentMission,MainMission,,702,C7_Q2
2073,icn_mvg_marker_currentMission,MainMission,,703,C7_Q3
2081,icn_mvg_marker_currentMission,MainMission,,801,C8_Q1
2082,icn_mvg_marker_currentMission,MainMission,,802,C8_Q2
9002,icn_mvg_marker_currentMission,MainMission,,1002,Loop_Quest_Q1_01
9003,icn_mvg_marker_currentMission,MainMission,,1003,Loop_Quest_Q1_02
9004,icn_mvg_marker_currentMission,MainMission,,1004,Loop_Quest_Q1_03
9005,icn_mvg_marker_currentMission,MainMission,,1005,Loop_Quest_Q1_04
9006,icn_mvg_marker_currentMission,MainMission,,1006,Loop_Quest_Q1_05
9007,icn_mvg_marker_currentMission,MainMission,,1007,Loop_Quest_Q1_06
9008,icn_mvg_marker_currentMission,MainMission,,1008,Loop_Quest_Q1_07
9009,icn_mvg_marker_currentMission,MainMission,,1009,Loop_Quest_Q1_08
9010,icn_mvg_marker_currentMission,MainMission,,1010,Loop_Quest_Q1_09
9011,icn_mvg_marker_currentMission,MainMission,,1011,Loop_Quest_Q1_10
9012,icn_mvg_marker_currentMission,MainMission,,1012,Loop_Quest_Q1_11
