id,group_id,balloon_type,speaker,scenario_localkey
event_miraclesnow_ballon_09_02,event_miraclesnow_ballon_09,Normal,ludmilla,Locale_SubScenario:event_miraclesnow_balloon_09_02
event_ce_01_balloon_01_01,event_ce_01_balloon_01,Normal,neon,Locale_SubScenario:event_ce_01_balloon_01_01
event_ce_01_balloon_01_02,event_ce_01_balloon_01,Normal,neon,Locale_SubScenario:event_ce_01_balloon_01_02
event_ce_01_balloon_02_01,event_ce_01_balloon_02,Normal,neon,Locale_SubScenario:event_ce_01_balloon_02_01
event_ce_01_balloon_02_02,event_ce_01_balloon_02,Normal,neon,Locale_SubScenario:event_ce_01_balloon_02_02
event_ce_01_balloon_03_01,event_ce_01_balloon_03,Normal,neon,Locale_SubScenario:event_ce_01_balloon_03_01
event_ce_01_balloon_03_02,event_ce_01_balloon_03,Normal,neon,Locale_SubScenario:event_ce_01_balloon_03_02
event_ce_01_balloon_04_01,event_ce_01_balloon_04,Normal,drake,Locale_SubScenario:event_ce_01_balloon_04_01
event_ce_01_balloon_04_02,event_ce_01_balloon_04,Normal,drake,Locale_SubScenario:event_ce_01_balloon_04_02
event_ce_01_balloon_05_01,event_ce_01_balloon_05,Normal,drake,Locale_SubScenario:event_ce_01_balloon_05_01
event_ce_01_balloon_05_02,event_ce_01_balloon_05,Normal,drake,Locale_SubScenario:event_ce_01_balloon_05_02
event_ce_01_balloon_06_01,event_ce_01_balloon_06,Normal,drake,Locale_SubScenario:event_ce_01_balloon_06_01
event_ce_01_balloon_06_02,event_ce_01_balloon_06,Normal,drake,Locale_SubScenario:event_ce_01_balloon_06_02
event_ce_01_balloon_07_01,event_ce_01_balloon_07,Normal,poli,Locale_SubScenario:event_ce_01_balloon_07_01
event_ce_01_balloon_07_02,event_ce_01_balloon_07,Normal,poli,Locale_SubScenario:event_ce_01_balloon_07_02
event_ce_01_balloon_08_01,event_ce_01_balloon_08,Normal,poli,Locale_SubScenario:event_ce_01_balloon_08_01
event_ce_01_balloon_08_02,event_ce_01_balloon_08,Normal,poli,Locale_SubScenario:event_ce_01_balloon_08_02
event_ce_01_balloon_09_01,event_ce_01_balloon_09,Normal,poli,Locale_SubScenario:event_ce_01_balloon_09_01
event_ce_01_balloon_09_02,event_ce_01_balloon_09,Normal,poli,Locale_SubScenario:event_ce_01_balloon_09_02
event_ce_01_balloon_10_01,event_ce_01_balloon_10,Normal,miranda,Locale_SubScenario:event_ce_01_balloon_10_01
event_ce_01_balloon_10_02,event_ce_01_balloon_10,Normal,miranda,Locale_SubScenario:event_ce_01_balloon_10_02
event_overzone_balloon_01_01,event_overzone_balloon_01,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_01_01
event_overzone_balloon_01_02,event_overzone_balloon_01,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_01_02
event_overzone_balloon_02_01,event_overzone_balloon_02,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_02_01
event_overzone_balloon_02_02,event_overzone_balloon_02,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_02_02
event_overzone_balloon_03_01,event_overzone_balloon_03,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_03_01
event_overzone_balloon_03_02,event_overzone_balloon_03,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_03_02
event_overzone_balloon_04_01,event_overzone_balloon_04,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_04_01
event_overzone_balloon_04_02,event_overzone_balloon_04,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_04_02
event_overzone_balloon_05_01,event_overzone_balloon_05,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_05_01
event_overzone_balloon_05_02,event_overzone_balloon_05,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_05_02
event_overzone_balloon_06_01,event_overzone_balloon_06,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_06_01
event_overzone_balloon_06_02,event_overzone_balloon_06,Normal,snowwhite,Locale_SubScenario:event_overzone_balloon_06_02
event_overzone_balloon_07_01,event_overzone_balloon_07,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_07_01
event_overzone_balloon_07_02,event_overzone_balloon_07,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_07_02
event_overzone_balloon_08_01,event_overzone_balloon_08,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_08_01
event_overzone_balloon_08_02,event_overzone_balloon_08,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_08_02
event_overzone_balloon_09_01,event_overzone_balloon_09,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_09_01
event_overzone_balloon_09_02,event_overzone_balloon_09,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_09_02
event_overzone_balloon_10_01,event_overzone_balloon_10,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_10_01
event_overzone_balloon_10_02,event_overzone_balloon_10,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_10_02
event_overzone_balloon_11_01,event_overzone_balloon_11,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_11_01
event_overzone_balloon_11_02,event_overzone_balloon_11,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_11_02
event_overzone_balloon_12_01,event_overzone_balloon_12,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_12_01
event_overzone_balloon_12_02,event_overzone_balloon_12,Normal,rapunzel,Locale_SubScenario:event_overzone_balloon_12_02
event_overzone_balloon_13_01,event_overzone_balloon_13,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_13_01
event_overzone_balloon_13_02,event_overzone_balloon_13,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_13_02
event_overzone_balloon_14_01,event_overzone_balloon_14,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_14_01
event_overzone_balloon_14_02,event_overzone_balloon_14,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_14_02
event_overzone_balloon_15_01,event_overzone_balloon_15,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_15_01
event_overzone_balloon_15_02,event_overzone_balloon_15,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_15_02
event_overzone_balloon_16_01,event_overzone_balloon_16,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_16_01
event_overzone_balloon_16_02,event_overzone_balloon_16,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_16_02
event_overzone_balloon_17_01,event_overzone_balloon_17,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_17_01
event_overzone_balloon_17_02,event_overzone_balloon_17,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_17_02
event_overzone_balloon_18_01,event_overzone_balloon_18,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_18_01
event_overzone_balloon_18_02,event_overzone_balloon_18,Normal,hongryeon,Locale_SubScenario:event_overzone_balloon_18_02
event_overzone_balloon_19_01,event_overzone_balloon_19,Normal,pinne,Locale_SubScenario:event_overzone_balloon_19_01
event_overzone_balloon_19_02,event_overzone_balloon_19,Normal,pinne,Locale_SubScenario:event_overzone_balloon_19_02
event_overzone_balloon_19_03,event_overzone_balloon_19,Normal,pinne,Locale_SubScenario:event_overzone_balloon_19_03
event_overzone_balloon_20_01,event_overzone_balloon_20,Normal,pinne,Locale_SubScenario:event_overzone_balloon_20_01
event_overzone_balloon_20_02,event_overzone_balloon_20,Normal,pinne,Locale_SubScenario:event_overzone_balloon_20_02
event_overzone_balloon_20_03,event_overzone_balloon_20,Normal,pinne,Locale_SubScenario:event_overzone_balloon_20_03
event_overzone_balloon_21_01,event_overzone_balloon_21,Normal,pinne,Locale_SubScenario:event_overzone_balloon_21_01
event_overzone_balloon_21_02,event_overzone_balloon_21,Normal,pinne,Locale_SubScenario:event_overzone_balloon_21_02
event_overzone_balloon_21_03,event_overzone_balloon_21,Normal,pinne,Locale_SubScenario:event_overzone_balloon_21_03
event_overzone_balloon_22_01,event_overzone_balloon_22,Normal,pinne,Locale_SubScenario:event_overzone_balloon_22_01
event_overzone_balloon_22_02,event_overzone_balloon_22,Normal,pinne,Locale_SubScenario:event_overzone_balloon_22_02
event_overzone_balloon_22_03,event_overzone_balloon_22,Normal,pinne,Locale_SubScenario:event_overzone_balloon_22_03
event_overzone_balloon_23_01,event_overzone_balloon_23,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_23_01
event_overzone_balloon_23_02,event_overzone_balloon_23,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_23_02
event_overzone_balloon_24_01,event_overzone_balloon_24,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_24_01
event_overzone_balloon_24_02,event_overzone_balloon_24,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_24_02
event_overzone_balloon_25_01,event_overzone_balloon_25,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_25_01
event_overzone_balloon_25_02,event_overzone_balloon_25,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_25_02
event_overzone_balloon_26_01,event_overzone_balloon_26,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_26_01
event_overzone_balloon_26_02,event_overzone_balloon_26,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_26_02
event_overzone_balloon_27_01,event_overzone_balloon_27,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_27_01
event_overzone_balloon_27_02,event_overzone_balloon_27,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_27_02
event_overzone_balloon_28_01,event_overzone_balloon_28,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_28_01
event_overzone_balloon_28_02,event_overzone_balloon_28,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_28_02
event_overzone_balloon_29_01,event_overzone_balloon_29,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_29_01
event_overzone_balloon_29_02,event_overzone_balloon_29,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_29_02
event_overzone_balloon_30_01,event_overzone_balloon_30,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_30_01
event_overzone_balloon_30_02,event_overzone_balloon_30,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_30_02
event_overzone_balloon_31_01,event_overzone_balloon_31,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_32_01
event_overzone_balloon_31_02,event_overzone_balloon_31,Normal,npc_commercialmaster,Locale_SubScenario:event_overzone_balloon_32_02
event_BlueWaterIsland_balloon_01_01,event_BlueWaterIsland_balloon_01,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_01_01
event_BlueWaterIsland_balloon_01_02,event_BlueWaterIsland_balloon_01,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_01_02
event_BlueWaterIsland_balloon_02_01,event_BlueWaterIsland_balloon_02,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_02_01
event_BlueWaterIsland_balloon_02_02,event_BlueWaterIsland_balloon_02,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_02_02
event_BlueWaterIsland_balloon_03_01,event_BlueWaterIsland_balloon_03,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_03_01
event_BlueWaterIsland_balloon_03_02,event_BlueWaterIsland_balloon_03,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_03_02
event_BlueWaterIsland_balloon_04_01,event_BlueWaterIsland_balloon_04,Normal,liter,Locale_SubScenario:event_BlueWaterIsland_balloon_04_01
event_BlueWaterIsland_balloon_04_02,event_BlueWaterIsland_balloon_04,Normal,liter,Locale_SubScenario:event_BlueWaterIsland_balloon_04_02
event_BlueWaterIsland_balloon_05_01,event_BlueWaterIsland_balloon_05,Normal,rapi,Locale_SubScenario:event_BlueWaterIsland_balloon_05_01
event_BlueWaterIsland_balloon_05_02,event_BlueWaterIsland_balloon_05,Normal,rapi,Locale_SubScenario:event_BlueWaterIsland_balloon_05_02
event_BlueWaterIsland_balloon_06_01,event_BlueWaterIsland_balloon_06,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_06_01
event_BlueWaterIsland_balloon_06_02,event_BlueWaterIsland_balloon_06,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_06_02
event_BlueWaterIsland_balloon_07_01,event_BlueWaterIsland_balloon_07,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_07_01
event_BlueWaterIsland_balloon_07_02,event_BlueWaterIsland_balloon_07,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_07_02
event_BlueWaterIsland_balloon_08_01,event_BlueWaterIsland_balloon_08,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_08_01
event_BlueWaterIsland_balloon_08_02,event_BlueWaterIsland_balloon_08,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_08_02
event_BlueWaterIsland_balloon_09_01,event_BlueWaterIsland_balloon_09,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_09_01
event_BlueWaterIsland_balloon_09_02,event_BlueWaterIsland_balloon_09,Normal,pepper,Locale_SubScenario:event_BlueWaterIsland_balloon_09_02
event_BlueWaterIsland_balloon_10_01,event_BlueWaterIsland_balloon_10,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_10_01
event_BlueWaterIsland_balloon_10_02,event_BlueWaterIsland_balloon_10,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_10_02
event_BlueWaterIsland_balloon_11_01,event_BlueWaterIsland_balloon_11,Normal,liter,Locale_SubScenario:event_BlueWaterIsland_balloon_11_01
event_BlueWaterIsland_balloon_11_02,event_BlueWaterIsland_balloon_11,Normal,liter,Locale_SubScenario:event_BlueWaterIsland_balloon_11_02
event_BlueWaterIsland_balloon_12_01,event_BlueWaterIsland_balloon_12,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_12_01
event_BlueWaterIsland_balloon_12_02,event_BlueWaterIsland_balloon_12,Normal,mary,Locale_SubScenario:event_BlueWaterIsland_balloon_12_02
event_BlueWaterIsland_balloon_13_01,event_BlueWaterIsland_balloon_13,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_13_01
event_BlueWaterIsland_balloon_13_02,event_BlueWaterIsland_balloon_13,Normal,neon,Locale_SubScenario:event_BlueWaterIsland_balloon_13_02
event_seayouagain_balloon_01_01,event_seayouagain_balloon_01,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_01_01
event_seayouagain_balloon_01_02,event_seayouagain_balloon_01,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_01_02
event_seayouagain_balloon_02_01,event_seayouagain_balloon_02,Shouting,anis,Locale_SubScenario:event_seayouagain_balloon_02_01
event_seayouagain_balloon_02_02,event_seayouagain_balloon_02,Shouting,anis,Locale_SubScenario:event_seayouagain_balloon_02_02
event_seayouagain_balloon_03_01,event_seayouagain_balloon_03,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_03_01
event_seayouagain_balloon_03_02,event_seayouagain_balloon_03,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_03_02
event_seayouagain_balloon_04_01,event_seayouagain_balloon_04,Shouting,neon,Locale_SubScenario:event_seayouagain_balloon_04_01
event_seayouagain_balloon_04_02,event_seayouagain_balloon_04,Shouting,neon,Locale_SubScenario:event_seayouagain_balloon_04_02
event_seayouagain_balloon_05_01,event_seayouagain_balloon_05,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_05_01
event_seayouagain_balloon_05_02,event_seayouagain_balloon_05,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_05_02
event_seayouagain_balloon_06_01,event_seayouagain_balloon_06,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_06_01
event_seayouagain_balloon_06_02,event_seayouagain_balloon_06,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_06_02
event_seayouagain_balloon_07_01,event_seayouagain_balloon_07,Shouting,yan,Locale_SubScenario:event_seayouagain_balloon_07_01
event_seayouagain_balloon_07_02,event_seayouagain_balloon_07,Normal,yan,Locale_SubScenario:event_seayouagain_balloon_07_02
event_seayouagain_balloon_08_01,event_seayouagain_balloon_08,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_08_01
event_seayouagain_balloon_08_02,event_seayouagain_balloon_08,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_08_02
event_seayouagain_balloon_09_01,event_seayouagain_balloon_09,Normal,liter,Locale_SubScenario:event_seayouagain_balloon_09_01
event_seayouagain_balloon_09_02,event_seayouagain_balloon_09,Normal,liter,Locale_SubScenario:event_seayouagain_balloon_09_02
event_seayouagain_balloon_10_01,event_seayouagain_balloon_10,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_10_01
event_seayouagain_balloon_10_02,event_seayouagain_balloon_10,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_10_02
event_seayouagain_balloon_11_01,event_seayouagain_balloon_11,Shouting,anis,Locale_SubScenario:event_seayouagain_balloon_11_01
event_seayouagain_balloon_11_02,event_seayouagain_balloon_11,Shouting,anis,Locale_SubScenario:event_seayouagain_balloon_11_02
event_seayouagain_balloon_12_01,event_seayouagain_balloon_12,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_12_01
event_seayouagain_balloon_12_02,event_seayouagain_balloon_12,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_12_02
event_seayouagain_balloon_13_01,event_seayouagain_balloon_13,Normal,neon,Locale_SubScenario:event_seayouagain_balloon_13_01
event_seayouagain_balloon_13_02,event_seayouagain_balloon_13,Shouting,neon,Locale_SubScenario:event_seayouagain_balloon_13_02
event_seayouagain_balloon_14_01,event_seayouagain_balloon_14,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_14_01
event_seayouagain_balloon_14_02,event_seayouagain_balloon_14,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_14_02
event_seayouagain_balloon_15_01,event_seayouagain_balloon_15,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_15_01
event_seayouagain_balloon_15_02,event_seayouagain_balloon_15,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_15_02
event_seayouagain_balloon_16_01,event_seayouagain_balloon_16,Normal,yan,Locale_SubScenario:event_seayouagain_balloon_16_01
event_seayouagain_balloon_16_02,event_seayouagain_balloon_16,Normal,yan,Locale_SubScenario:event_seayouagain_balloon_16_02
event_seayouagain_balloon_17_01,event_seayouagain_balloon_17,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_17_01
event_seayouagain_balloon_17_02,event_seayouagain_balloon_17,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_17_02
event_seayouagain_balloon_18_01,event_seayouagain_balloon_18,Normal,liter,Locale_SubScenario:event_seayouagain_balloon_18_01
event_seayouagain_balloon_18_02,event_seayouagain_balloon_18,Shouting,liter,Locale_SubScenario:event_seayouagain_balloon_18_02
event_seayouagain_balloon_19_01,event_seayouagain_balloon_19,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_19_01
event_seayouagain_balloon_19_02,event_seayouagain_balloon_19,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_19_02
event_seayouagain_balloon_20_01,event_seayouagain_balloon_20,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_20_01
event_seayouagain_balloon_20_02,event_seayouagain_balloon_20,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_20_02
event_seayouagain_balloon_21_01,event_seayouagain_balloon_21,Shouting,liter,Locale_SubScenario:event_seayouagain_balloon_21_01
event_seayouagain_balloon_21_02,event_seayouagain_balloon_21,Shouting,liter,Locale_SubScenario:event_seayouagain_balloon_21_02
event_seayouagain_balloon_22_01,event_seayouagain_balloon_22,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_22_01
event_seayouagain_balloon_22_02,event_seayouagain_balloon_22,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_22_02
event_seayouagain_balloon_23_01,event_seayouagain_balloon_23,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_23_01
event_seayouagain_balloon_23_02,event_seayouagain_balloon_23,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_23_02
event_seayouagain_balloon_24_01,event_seayouagain_balloon_24,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_24_01
event_seayouagain_balloon_24_02,event_seayouagain_balloon_24,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_24_02
event_seayouagain_balloon_25_01,event_seayouagain_balloon_25,Normal,neon,Locale_SubScenario:event_seayouagain_balloon_25_01
event_seayouagain_balloon_25_02,event_seayouagain_balloon_25,Normal,neon,Locale_SubScenario:event_seayouagain_balloon_25_02
event_seayouagain_balloon_26_01,event_seayouagain_balloon_26,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_26_01
event_seayouagain_balloon_26_02,event_seayouagain_balloon_26,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_26_02
event_seayouagain_balloon_27_01,event_seayouagain_balloon_27,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_27_01
event_seayouagain_balloon_27_02,event_seayouagain_balloon_27,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_27_02
event_seayouagain_balloon_28_01,event_seayouagain_balloon_28,Normal,yan,Locale_SubScenario:event_seayouagain_balloon_28_01
event_seayouagain_balloon_28_02,event_seayouagain_balloon_28,Normal,yan,Locale_SubScenario:event_seayouagain_balloon_28_02
event_seayouagain_balloon_29_01,event_seayouagain_balloon_29,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_29_01
event_seayouagain_balloon_29_02,event_seayouagain_balloon_29,Normal,frima,Locale_SubScenario:event_seayouagain_balloon_29_02
event_seayouagain_balloon_30_01,event_seayouagain_balloon_30,Normal,liter,Locale_SubScenario:event_seayouagain_balloon_30_01
event_seayouagain_balloon_30_02,event_seayouagain_balloon_30,Normal,liter,Locale_SubScenario:event_seayouagain_balloon_30_02
event_seayouagain_balloon_31_01,event_seayouagain_balloon_31,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_31_01
event_seayouagain_balloon_31_02,event_seayouagain_balloon_31,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_31_02
event_seayouagain_balloon_32_01,event_seayouagain_balloon_32,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_32_01
event_seayouagain_balloon_32_02,event_seayouagain_balloon_32,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_32_02
event_seayouagain_balloon_33_01,event_seayouagain_balloon_33,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_33_01
event_seayouagain_balloon_33_02,event_seayouagain_balloon_33,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_33_02
event_seayouagain_balloon_34_01,event_seayouagain_balloon_34,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_34_01
event_seayouagain_balloon_34_02,event_seayouagain_balloon_34,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_34_02
event_seayouagain_balloon_35_01,event_seayouagain_balloon_35,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_35_01
event_seayouagain_balloon_35_02,event_seayouagain_balloon_35,Normal,helm,Locale_SubScenario:event_seayouagain_balloon_35_02
event_seayouagain_balloon_36_01,event_seayouagain_balloon_36,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_36_01
event_seayouagain_balloon_36_02,event_seayouagain_balloon_36,Normal,anis,Locale_SubScenario:event_seayouagain_balloon_36_02
event_seayouagain_balloon_37_01,event_seayouagain_balloon_37,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_37_01
event_seayouagain_balloon_37_02,event_seayouagain_balloon_37,Normal,rapi,Locale_SubScenario:event_seayouagain_balloon_37_02
event_seayouagain_balloon_38_01,event_seayouagain_balloon_38,Normal,neon,Locale_SubScenario:event_seayouagain_balloon_38_01
event_seayouagain_balloon_38_02,event_seayouagain_balloon_38,Normal,neon,Locale_SubScenario:event_seayouagain_balloon_38_02
event_seayouagain_balloon_39_01,event_seayouagain_balloon_39,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_39_01
event_seayouagain_balloon_39_02,event_seayouagain_balloon_39,Normal,mary,Locale_SubScenario:event_seayouagain_balloon_39_02
event_seayouagain_balloon_40_01,event_seayouagain_balloon_40,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_40_01
event_seayouagain_balloon_40_02,event_seayouagain_balloon_40,Normal,pepper,Locale_SubScenario:event_seayouagain_balloon_40_02
