id,level_group,level_min,level_max,summon_cost,need_cost,increase_attack,increase_hp,bubble_count
10202,102,2,2,200,200,5000,5000,4
10203,102,3,3,200,200,10000,10000,4
10204,102,4,4,200,200,15000,15000,4
10205,102,5,5,200,200,20000,20000,4
10206,102,6,6,200,200,25000,25000,4
10207,102,7,7,200,200,30000,30000,4
10208,102,8,8,200,200,35000,35000,4
10209,102,9,9,200,200,40000,40000,4
10210,102,10,10,200,200,45000,45000,4
10211,102,11,11,200,200,50000,50000,5
10212,102,12,12,200,200,55000,55000,5
10213,102,13,13,200,200,60000,60000,5
10214,102,14,14,200,200,65000,65000,5
10215,102,15,15,200,200,70000,70000,5
10216,102,16,16,200,200,75000,75000,5
10217,102,17,17,200,200,80000,80000,5
10218,102,18,18,200,200,85000,85000,5
10219,102,19,19,200,200,90000,90000,5
10220,102,20,20,200,200,95000,95000,5
10221,102,21,21,200,200,100000,100000,6
10222,102,22,22,200,200,105000,105000,6
10223,102,23,23,200,200,110000,110000,6
10224,102,24,24,200,200,115000,115000,6
10225,102,25,25,200,200,120000,120000,6
10226,102,26,26,200,200,125000,125000,6
10227,102,27,27,200,200,130000,130000,6
10228,102,28,28,200,200,135000,135000,6
10229,102,29,29,200,200,140000,140000,6
10230,102,30,30,200,200,145000,145000,6
10231,102,31,31,200,200,150000,150000,6
10232,102,32,32,200,200,155000,155000,6
10233,102,33,33,200,200,160000,160000,6
10234,102,34,34,200,200,165000,165000,6
10235,102,35,35,200,200,170000,170000,6
10236,102,36,36,200,200,175000,175000,6
10237,102,37,37,200,200,180000,180000,6
10238,102,38,38,200,200,185000,185000,6
10239,102,39,39,200,200,190000,190000,6
10240,102,40,40,200,200,195000,195000,6
10241,102,41,41,200,200,200000,200000,6
10242,102,42,42,200,200,205000,205000,6
10243,102,43,43,200,200,210000,210000,6
10244,102,44,44,200,200,215000,215000,6
10245,102,45,45,200,200,220000,220000,6
10246,102,46,46,200,200,225000,225000,6
10247,102,47,47,200,200,230000,230000,6
10248,102,48,48,200,200,235000,235000,6
10249,102,49,49,200,200,240000,240000,6
10250,102,50,50,200,200,245000,245000,6
10251,102,51,-1,200,200,245000,245000,6
10301,103,1,1,200,200,0,0,4
10302,103,2,2,200,200,5000,5000,4
10303,103,3,3,200,200,10000,10000,4
10304,103,4,4,200,200,15000,15000,4
10305,103,5,5,200,200,20000,20000,4
10306,103,6,6,200,200,25000,25000,4
10307,103,7,7,200,200,30000,30000,4
10308,103,8,8,200,200,35000,35000,4
10309,103,9,9,200,200,40000,40000,4
10310,103,10,10,200,200,45000,45000,4
10311,103,11,11,200,200,50000,50000,5
10312,103,12,12,200,200,55000,55000,5
10313,103,13,13,200,200,60000,60000,5
10314,103,14,14,200,200,65000,65000,5
10315,103,15,15,200,200,70000,70000,5
10316,103,16,16,200,200,75000,75000,5
10317,103,17,17,200,200,80000,80000,5
10318,103,18,18,200,200,85000,85000,5
10319,103,19,19,200,200,90000,90000,5
10320,103,20,20,200,200,95000,95000,5
10321,103,21,21,200,200,100000,100000,6
10322,103,22,22,200,200,105000,105000,6
10323,103,23,23,200,200,110000,110000,6
10324,103,24,24,200,200,115000,115000,6
10325,103,25,25,200,200,120000,120000,6
10326,103,26,26,200,200,125000,125000,6
10327,103,27,27,200,200,130000,130000,6
10328,103,28,28,200,200,135000,135000,6
10329,103,29,29,200,200,140000,140000,6
10330,103,30,30,200,200,145000,145000,6
10331,103,31,31,200,200,150000,150000,6
10332,103,32,32,200,200,155000,155000,6
10333,103,33,33,200,200,160000,160000,6
10334,103,34,34,200,200,165000,165000,6
10335,103,35,35,200,200,170000,170000,6
10336,103,36,36,200,200,175000,175000,6
10337,103,37,37,200,200,180000,180000,6
10338,103,38,38,200,200,185000,185000,6
10339,103,39,39,200,200,190000,190000,6
10340,103,40,40,200,200,195000,195000,6
10341,103,41,41,200,200,200000,200000,6
10342,103,42,42,200,200,205000,205000,6
10343,103,43,43,200,200,210000,210000,6
10344,103,44,44,200,200,215000,215000,6
10345,103,45,45,200,200,220000,220000,6
10346,103,46,46,200,200,225000,225000,6
10347,103,47,47,200,200,230000,230000,6
10348,103,48,48,200,200,235000,235000,6
10349,103,49,49,200,200,240000,240000,6
10350,103,50,50,200,200,245000,245000,6
10351,103,51,-1,200,200,245000,245000,6
20101,201,1,1,100,100,0,0,4
20102,201,2,2,100,100,5000,5000,4
20103,201,3,3,100,100,10000,10000,4
20104,201,4,4,100,100,15000,15000,4
20105,201,5,5,100,100,20000,20000,4
20106,201,6,6,100,100,25000,25000,4
20107,201,7,7,100,100,30000,30000,4
20108,201,8,8,100,100,35000,35000,4
20109,201,9,9,100,100,40000,40000,4
20110,201,10,10,100,100,45000,45000,4
20111,201,11,11,100,100,50000,50000,5
20112,201,12,12,100,100,55000,55000,5
20113,201,13,13,100,100,60000,60000,5
20114,201,14,14,100,100,65000,65000,5
20115,201,15,15,100,100,70000,70000,5
20116,201,16,16,100,100,75000,75000,5
20117,201,17,17,100,100,80000,80000,5
20118,201,18,18,100,100,85000,85000,5
20119,201,19,19,100,100,90000,90000,5
20120,201,20,20,100,100,95000,95000,5
20121,201,21,21,100,100,100000,100000,6
20122,201,22,22,100,100,105000,105000,6
20123,201,23,23,100,100,110000,110000,6
20124,201,24,24,100,100,115000,115000,6
20125,201,25,25,100,100,120000,120000,6
20126,201,26,26,100,100,125000,125000,6
20127,201,27,27,100,100,130000,130000,6
20128,201,28,28,100,100,135000,135000,6
20129,201,29,29,100,100,140000,140000,6
20130,201,30,30,100,100,145000,145000,6
20131,201,31,31,100,100,150000,150000,6
20132,201,32,32,100,100,155000,155000,6
20133,201,33,33,100,100,160000,160000,6
20134,201,34,34,100,100,165000,165000,6
20135,201,35,35,100,100,170000,170000,6
20136,201,36,36,100,100,175000,175000,6
20137,201,37,37,100,100,180000,180000,6
20138,201,38,38,100,100,185000,185000,6
20139,201,39,39,100,100,190000,190000,6
20140,201,40,40,100,100,195000,195000,6
20141,201,41,41,100,100,200000,200000,6
20142,201,42,42,100,100,205000,205000,6
20143,201,43,43,100,100,210000,210000,6
20144,201,44,44,100,100,215000,215000,6
20145,201,45,45,100,100,220000,220000,6
20146,201,46,46,100,100,225000,225000,6
20147,201,47,47,100,100,230000,230000,6
20148,201,48,48,100,100,235000,235000,6
20149,201,49,49,100,100,240000,240000,6
20150,201,50,50,100,100,245000,245000,6
20151,201,51,-1,100,100,245000,245000,6
20201,202,1,1,200,200,0,0,4
20202,202,2,2,200,200,5000,5000,4
20203,202,3,3,200,200,10000,10000,4
20204,202,4,4,200,200,15000,15000,4
20205,202,5,5,200,200,20000,20000,4
20206,202,6,6,200,200,25000,25000,4
20207,202,7,7,200,200,30000,30000,4
20208,202,8,8,200,200,35000,35000,4
20209,202,9,9,200,200,40000,40000,4
20210,202,10,10,200,200,45000,45000,4
20211,202,11,11,200,200,50000,50000,5
20212,202,12,12,200,200,55000,55000,5
20213,202,13,13,200,200,60000,60000,5
20214,202,14,14,200,200,65000,65000,5
20215,202,15,15,200,200,70000,70000,5
20216,202,16,16,200,200,75000,75000,5
20217,202,17,17,200,200,80000,80000,5
20218,202,18,18,200,200,85000,85000,5
20219,202,19,19,200,200,90000,90000,5
20220,202,20,20,200,200,95000,95000,5
20221,202,21,21,200,200,100000,100000,6
20222,202,22,22,200,200,105000,105000,6
20223,202,23,23,200,200,110000,110000,6
20224,202,24,24,200,200,115000,115000,6
20225,202,25,25,200,200,120000,120000,6
20226,202,26,26,200,200,125000,125000,6
20227,202,27,27,200,200,130000,130000,6
20228,202,28,28,200,200,135000,135000,6
20229,202,29,29,200,200,140000,140000,6
20230,202,30,30,200,200,145000,145000,6
20231,202,31,31,200,200,150000,150000,6
20232,202,32,32,200,200,155000,155000,6
20233,202,33,33,200,200,160000,160000,6
20234,202,34,34,200,200,165000,165000,6
20235,202,35,35,200,200,170000,170000,6
20236,202,36,36,200,200,175000,175000,6
20237,202,37,37,200,200,180000,180000,6
20238,202,38,38,200,200,185000,185000,6
20239,202,39,39,200,200,190000,190000,6
20240,202,40,40,200,200,195000,195000,6
20241,202,41,41,200,200,200000,200000,6
20242,202,42,42,200,200,205000,205000,6
20243,202,43,43,200,200,210000,210000,6
20244,202,44,44,200,200,215000,215000,6
20245,202,45,45,200,200,220000,220000,6
20246,202,46,46,200,200,225000,225000,6
20247,202,47,47,200,200,230000,230000,6
20248,202,48,48,200,200,235000,235000,6
20249,202,49,49,200,200,240000,240000,6
20250,202,50,50,200,200,245000,245000,6
20251,202,51,-1,200,200,245000,245000,6
20301,203,1,1,200,200,0,0,4
20302,203,2,2,200,200,5000,5000,4
20303,203,3,3,200,200,10000,10000,4
20304,203,4,4,200,200,15000,15000,4
20305,203,5,5,200,200,20000,20000,4
20306,203,6,6,200,200,25000,25000,4
20307,203,7,7,200,200,30000,30000,4
20308,203,8,8,200,200,35000,35000,4
20309,203,9,9,200,200,40000,40000,4
20310,203,10,10,200,200,45000,45000,4
20311,203,11,11,200,200,50000,50000,5
20312,203,12,12,200,200,55000,55000,5
20313,203,13,13,200,200,60000,60000,5
20314,203,14,14,200,200,65000,65000,5
20315,203,15,15,200,200,70000,70000,5
20316,203,16,16,200,200,75000,75000,5
20317,203,17,17,200,200,80000,80000,5
20318,203,18,18,200,200,85000,85000,5
20319,203,19,19,200,200,90000,90000,5
20320,203,20,20,200,200,95000,95000,5
20321,203,21,21,200,200,100000,100000,6
20322,203,22,22,200,200,105000,105000,6
20323,203,23,23,200,200,110000,110000,6
20324,203,24,24,200,200,115000,115000,6
20325,203,25,25,200,200,120000,120000,6
20326,203,26,26,200,200,125000,125000,6
20327,203,27,27,200,200,130000,130000,6
20328,203,28,28,200,200,135000,135000,6
20329,203,29,29,200,200,140000,140000,6
20330,203,30,30,200,200,145000,145000,6
20331,203,31,31,200,200,150000,150000,6
20332,203,32,32,200,200,155000,155000,6
20333,203,33,33,200,200,160000,160000,6
20334,203,34,34,200,200,165000,165000,6
20335,203,35,35,200,200,170000,170000,6
20336,203,36,36,200,200,175000,175000,6
20337,203,37,37,200,200,180000,180000,6
20338,203,38,38,200,200,185000,185000,6
20339,203,39,39,200,200,190000,190000,6
20340,203,40,40,200,200,195000,195000,6
20341,203,41,41,200,200,200000,200000,6
20342,203,42,42,200,200,205000,205000,6
20343,203,43,43,200,200,210000,210000,6
20344,203,44,44,200,200,215000,215000,6
20345,203,45,45,200,200,220000,220000,6
20346,203,46,46,200,200,225000,225000,6
20347,203,47,47,200,200,230000,230000,6
20348,203,48,48,200,200,235000,235000,6
20349,203,49,49,200,200,240000,240000,6
20350,203,50,50,200,200,245000,245000,6
20351,203,51,-1,200,200,245000,245000,6
30101,301,1,1,100,100,0,0,4
30102,301,2,2,100,100,5000,5000,4
30103,301,3,3,100,100,10000,10000,4
30104,301,4,4,100,100,15000,15000,4
30105,301,5,5,100,100,20000,20000,4
30106,301,6,6,100,100,25000,25000,4
30107,301,7,7,100,100,30000,30000,4
30108,301,8,8,100,100,35000,35000,4
30109,301,9,9,100,100,40000,40000,4
30110,301,10,10,100,100,45000,45000,4
30111,301,11,11,100,100,50000,50000,5
30112,301,12,12,100,100,55000,55000,5
30113,301,13,13,100,100,60000,60000,5
30114,301,14,14,100,100,65000,65000,5
30115,301,15,15,100,100,70000,70000,5
30116,301,16,16,100,100,75000,75000,5
30117,301,17,17,100,100,80000,80000,5
30118,301,18,18,100,100,85000,85000,5
30119,301,19,19,100,100,90000,90000,5
30120,301,20,20,100,100,95000,95000,5
30121,301,21,21,100,100,100000,100000,6
30122,301,22,22,100,100,105000,105000,6
30123,301,23,23,100,100,110000,110000,6
30124,301,24,24,100,100,115000,115000,6
30125,301,25,25,100,100,120000,120000,6
30126,301,26,26,100,100,125000,125000,6
30127,301,27,27,100,100,130000,130000,6
30128,301,28,28,100,100,135000,135000,6
30129,301,29,29,100,100,140000,140000,6
30130,301,30,30,100,100,145000,145000,6
30131,301,31,31,100,100,150000,150000,6
30132,301,32,32,100,100,155000,155000,6
30133,301,33,33,100,100,160000,160000,6
30134,301,34,34,100,100,165000,165000,6
30135,301,35,35,100,100,170000,170000,6
30136,301,36,36,100,100,175000,175000,6
30137,301,37,37,100,100,180000,180000,6
30138,301,38,38,100,100,185000,185000,6
30139,301,39,39,100,100,190000,190000,6
30140,301,40,40,100,100,195000,195000,6
30141,301,41,41,100,100,200000,200000,6
30142,301,42,42,100,100,205000,205000,6
30143,301,43,43,100,100,210000,210000,6
30144,301,44,44,100,100,215000,215000,6
30145,301,45,45,100,100,220000,220000,6
30146,301,46,46,100,100,225000,225000,6
30147,301,47,47,100,100,230000,230000,6
30148,301,48,48,100,100,235000,235000,6
30149,301,49,49,100,100,240000,240000,6
30150,301,50,50,100,100,245000,245000,6
30151,301,51,-1,100,100,245000,245000,6
30201,302,1,1,200,200,0,0,4
30202,302,2,2,200,200,5000,5000,4
30203,302,3,3,200,200,10000,10000,4
30204,302,4,4,200,200,15000,15000,4
30205,302,5,5,200,200,20000,20000,4
30206,302,6,6,200,200,25000,25000,4
30207,302,7,7,200,200,30000,30000,4
30208,302,8,8,200,200,35000,35000,4
30209,302,9,9,200,200,40000,40000,4
30210,302,10,10,200,200,45000,45000,4
30211,302,11,11,200,200,50000,50000,5
30212,302,12,12,200,200,55000,55000,5
30213,302,13,13,200,200,60000,60000,5
30214,302,14,14,200,200,65000,65000,5
30215,302,15,15,200,200,70000,70000,5
30216,302,16,16,200,200,75000,75000,5
30217,302,17,17,200,200,80000,80000,5
30218,302,18,18,200,200,85000,85000,5
30219,302,19,19,200,200,90000,90000,5
30220,302,20,20,200,200,95000,95000,5
30221,302,21,21,200,200,100000,100000,6
30222,302,22,22,200,200,105000,105000,6
30223,302,23,23,200,200,110000,110000,6
30224,302,24,24,200,200,115000,115000,6
30225,302,25,25,200,200,120000,120000,6
30226,302,26,26,200,200,125000,125000,6
30227,302,27,27,200,200,130000,130000,6
30228,302,28,28,200,200,135000,135000,6
30229,302,29,29,200,200,140000,140000,6
30230,302,30,30,200,200,145000,145000,6
30231,302,31,31,200,200,150000,150000,6
30232,302,32,32,200,200,155000,155000,6
30233,302,33,33,200,200,160000,160000,6
30234,302,34,34,200,200,165000,165000,6
30235,302,35,35,200,200,170000,170000,6
30236,302,36,36,200,200,175000,175000,6
30237,302,37,37,200,200,180000,180000,6
30238,302,38,38,200,200,185000,185000,6
30239,302,39,39,200,200,190000,190000,6
30240,302,40,40,200,200,195000,195000,6
30241,302,41,41,200,200,200000,200000,6
30242,302,42,42,200,200,205000,205000,6
30243,302,43,43,200,200,210000,210000,6
30244,302,44,44,200,200,215000,215000,6
30245,302,45,45,200,200,220000,220000,6
30246,302,46,46,200,200,225000,225000,6
30247,302,47,47,200,200,230000,230000,6
30248,302,48,48,200,200,235000,235000,6
30249,302,49,49,200,200,240000,240000,6
30250,302,50,50,200,200,245000,245000,6
30251,302,51,-1,200,200,245000,245000,6
30301,303,1,1,200,200,0,0,4
30302,303,2,2,200,200,5000,5000,4
30303,303,3,3,200,200,10000,10000,4
30304,303,4,4,200,200,15000,15000,4
30305,303,5,5,200,200,20000,20000,4
30306,303,6,6,200,200,25000,25000,4
30307,303,7,7,200,200,30000,30000,4
30308,303,8,8,200,200,35000,35000,4
30309,303,9,9,200,200,40000,40000,4
30310,303,10,10,200,200,45000,45000,4
30311,303,11,11,200,200,50000,50000,5
30312,303,12,12,200,200,55000,55000,5
30313,303,13,13,200,200,60000,60000,5
30314,303,14,14,200,200,65000,65000,5
30315,303,15,15,200,200,70000,70000,5
30316,303,16,16,200,200,75000,75000,5
30317,303,17,17,200,200,80000,80000,5
30318,303,18,18,200,200,85000,85000,5
30319,303,19,19,200,200,90000,90000,5
30320,303,20,20,200,200,95000,95000,5
30321,303,21,21,200,200,100000,100000,6
30322,303,22,22,200,200,105000,105000,6
30323,303,23,23,200,200,110000,110000,6
30324,303,24,24,200,200,115000,115000,6
30325,303,25,25,200,200,120000,120000,6
30326,303,26,26,200,200,125000,125000,6
30327,303,27,27,200,200,130000,130000,6
30328,303,28,28,200,200,135000,135000,6
30329,303,29,29,200,200,140000,140000,6
30330,303,30,30,200,200,145000,145000,6
30331,303,31,31,200,200,150000,150000,6
30332,303,32,32,200,200,155000,155000,6
30333,303,33,33,200,200,160000,160000,6
30334,303,34,34,200,200,165000,165000,6
30335,303,35,35,200,200,170000,170000,6
30336,303,36,36,200,200,175000,175000,6
30337,303,37,37,200,200,180000,180000,6
30338,303,38,38,200,200,185000,185000,6
30339,303,39,39,200,200,190000,190000,6
30340,303,40,40,200,200,195000,195000,6
30341,303,41,41,200,200,200000,200000,6
30342,303,42,42,200,200,205000,205000,6
30343,303,43,43,200,200,210000,210000,6
30344,303,44,44,200,200,215000,215000,6
30345,303,45,45,200,200,220000,220000,6
30346,303,46,46,200,200,225000,225000,6
30347,303,47,47,200,200,230000,230000,6
30348,303,48,48,200,200,235000,235000,6
30349,303,49,49,200,200,240000,240000,6
30350,303,50,50,200,200,245000,245000,6
30351,303,51,-1,200,200,245000,245000,6
40101,401,1,1,100,100,0,0,4
40102,401,2,2,100,100,5000,5000,4
40103,401,3,3,100,100,10000,10000,4
40104,401,4,4,100,100,15000,15000,4
40105,401,5,5,100,100,20000,20000,4
40106,401,6,6,100,100,25000,25000,4
40107,401,7,7,100,100,30000,30000,4
40108,401,8,8,100,100,35000,35000,4
40109,401,9,9,100,100,40000,40000,4
40110,401,10,10,100,100,45000,45000,4
40111,401,11,11,100,100,50000,50000,5
40112,401,12,12,100,100,55000,55000,5
40113,401,13,13,100,100,60000,60000,5
40114,401,14,14,100,100,65000,65000,5
40115,401,15,15,100,100,70000,70000,5
40116,401,16,16,100,100,75000,75000,5
40117,401,17,17,100,100,80000,80000,5
40118,401,18,18,100,100,85000,85000,5
40119,401,19,19,100,100,90000,90000,5
40120,401,20,20,100,100,95000,95000,5
40121,401,21,21,100,100,100000,100000,6
40122,401,22,22,100,100,105000,105000,6
40123,401,23,23,100,100,110000,110000,6
40124,401,24,24,100,100,115000,115000,6
40125,401,25,25,100,100,120000,120000,6
40126,401,26,26,100,100,125000,125000,6
40127,401,27,27,100,100,130000,130000,6
40128,401,28,28,100,100,135000,135000,6
40129,401,29,29,100,100,140000,140000,6
40130,401,30,30,100,100,145000,145000,6
40131,401,31,31,100,100,150000,150000,6
40132,401,32,32,100,100,155000,155000,6
40133,401,33,33,100,100,160000,160000,6
40134,401,34,34,100,100,165000,165000,6
40135,401,35,35,100,100,170000,170000,6
40136,401,36,36,100,100,175000,175000,6
40137,401,37,37,100,100,180000,180000,6
40138,401,38,38,100,100,185000,185000,6
40139,401,39,39,100,100,190000,190000,6
40140,401,40,40,100,100,195000,195000,6
40141,401,41,41,100,100,200000,200000,6
40142,401,42,42,100,100,205000,205000,6
40143,401,43,43,100,100,210000,210000,6
40144,401,44,44,100,100,215000,215000,6
40145,401,45,45,100,100,220000,220000,6
40146,401,46,46,100,100,225000,225000,6
40147,401,47,47,100,100,230000,230000,6
40148,401,48,48,100,100,235000,235000,6
40149,401,49,49,100,100,240000,240000,6
40150,401,50,50,100,100,245000,245000,6
40151,401,51,-1,100,100,245000,245000,6
40201,402,1,1,200,200,0,0,4
40202,402,2,2,200,200,5000,5000,4
40203,402,3,3,200,200,10000,10000,4
40204,402,4,4,200,200,15000,15000,4
40205,402,5,5,200,200,20000,20000,4
40206,402,6,6,200,200,25000,25000,4
40207,402,7,7,200,200,30000,30000,4
40208,402,8,8,200,200,35000,35000,4
40209,402,9,9,200,200,40000,40000,4
40210,402,10,10,200,200,45000,45000,4
40211,402,11,11,200,200,50000,50000,5
40212,402,12,12,200,200,55000,55000,5
40213,402,13,13,200,200,60000,60000,5
40214,402,14,14,200,200,65000,65000,5
40215,402,15,15,200,200,70000,70000,5
40216,402,16,16,200,200,75000,75000,5
40217,402,17,17,200,200,80000,80000,5
40218,402,18,18,200,200,85000,85000,5
40219,402,19,19,200,200,90000,90000,5
40220,402,20,20,200,200,95000,95000,5
40221,402,21,21,200,200,100000,100000,6
40222,402,22,22,200,200,105000,105000,6
40223,402,23,23,200,200,110000,110000,6
40224,402,24,24,200,200,115000,115000,6
40225,402,25,25,200,200,120000,120000,6
40226,402,26,26,200,200,125000,125000,6
40227,402,27,27,200,200,130000,130000,6
40228,402,28,28,200,200,135000,135000,6
40229,402,29,29,200,200,140000,140000,6
40230,402,30,30,200,200,145000,145000,6
40231,402,31,31,200,200,150000,150000,6
40232,402,32,32,200,200,155000,155000,6
40233,402,33,33,200,200,160000,160000,6
40234,402,34,34,200,200,165000,165000,6
40235,402,35,35,200,200,170000,170000,6
40236,402,36,36,200,200,175000,175000,6
40237,402,37,37,200,200,180000,180000,6
40238,402,38,38,200,200,185000,185000,6
40239,402,39,39,200,200,190000,190000,6
40240,402,40,40,200,200,195000,195000,6
40241,402,41,41,200,200,200000,200000,6
40242,402,42,42,200,200,205000,205000,6
40243,402,43,43,200,200,210000,210000,6
40244,402,44,44,200,200,215000,215000,6
40245,402,45,45,200,200,220000,220000,6
40246,402,46,46,200,200,225000,225000,6
40247,402,47,47,200,200,230000,230000,6
40248,402,48,48,200,200,235000,235000,6
40249,402,49,49,200,200,240000,240000,6
40250,402,50,50,200,200,245000,245000,6
40251,402,51,-1,200,200,245000,245000,6
40301,403,1,1,200,200,0,0,4
40302,403,2,2,200,200,5000,5000,4
40303,403,3,3,200,200,10000,10000,4
40304,403,4,4,200,200,15000,15000,4
40305,403,5,5,200,200,20000,20000,4
40306,403,6,6,200,200,25000,25000,4
40307,403,7,7,200,200,30000,30000,4
40308,403,8,8,200,200,35000,35000,4
40309,403,9,9,200,200,40000,40000,4
40310,403,10,10,200,200,45000,45000,4
40311,403,11,11,200,200,50000,50000,5
40312,403,12,12,200,200,55000,55000,5
40313,403,13,13,200,200,60000,60000,5
40314,403,14,14,200,200,65000,65000,5
40315,403,15,15,200,200,70000,70000,5
40316,403,16,16,200,200,75000,75000,5
40317,403,17,17,200,200,80000,80000,5
40318,403,18,18,200,200,85000,85000,5
40319,403,19,19,200,200,90000,90000,5
40320,403,20,20,200,200,95000,95000,5
40321,403,21,21,200,200,100000,100000,6
40322,403,22,22,200,200,105000,105000,6
40323,403,23,23,200,200,110000,110000,6
40324,403,24,24,200,200,115000,115000,6
40325,403,25,25,200,200,120000,120000,6
40326,403,26,26,200,200,125000,125000,6
40327,403,27,27,200,200,130000,130000,6
40328,403,28,28,200,200,135000,135000,6
40329,403,29,29,200,200,140000,140000,6
40330,403,30,30,200,200,145000,145000,6
40331,403,31,31,200,200,150000,150000,6
40332,403,32,32,200,200,155000,155000,6
40333,403,33,33,200,200,160000,160000,6
40334,403,34,34,200,200,165000,165000,6
40335,403,35,35,200,200,170000,170000,6
40336,403,36,36,200,200,175000,175000,6
40337,403,37,37,200,200,180000,180000,6
40338,403,38,38,200,200,185000,185000,6
40339,403,39,39,200,200,190000,190000,6
40340,403,40,40,200,200,195000,195000,6
40341,403,41,41,200,200,200000,200000,6
40342,403,42,42,200,200,205000,205000,6
40343,403,43,43,200,200,210000,210000,6
40344,403,44,44,200,200,215000,215000,6
40345,403,45,45,200,200,220000,220000,6
40346,403,46,46,200,200,225000,225000,6
40347,403,47,47,200,200,230000,230000,6
40348,403,48,48,200,200,235000,235000,6
40349,403,49,49,200,200,240000,240000,6
40350,403,50,50,200,200,245000,245000,6
40351,403,51,-1,200,200,245000,245000,6
50101,501,1,1,80,80,0,0,4
50102,501,2,2,80,80,5000,5000,4
