id,group_id,echo_dialog_npc_id,name_tag_color,dialog_localkey,dialog_print_timing,voice,balloon_resource
3160118,31601,oldtales_01_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_01_18,50,echo_dialog_oldtales_01_18,
3160119,31601,oldtales_01_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_01_19,50,echo_dialog_oldtales_01_19,
3160120,31601,oldtales_01_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_01_20,0,echo_dialog_oldtales_01_20,
3160201,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_01,50,echo_dialog_oldtales_02_01,
3160202,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_02,50,echo_dialog_oldtales_02_02,
3160203,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_03,50,echo_dialog_oldtales_02_03,
3160204,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_04,50,echo_dialog_oldtales_02_04,
3160205,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_05,50,echo_dialog_oldtales_02_05,
3160206,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_06,50,echo_dialog_oldtales_02_06,
3160207,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_07,50,echo_dialog_oldtales_02_07,
3160208,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_08,50,echo_dialog_oldtales_02_08,
3160209,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_09,50,echo_dialog_oldtales_02_09,
3160210,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_10,50,echo_dialog_oldtales_02_10,
3160211,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_11,50,echo_dialog_oldtales_02_11,
3160212,31602,oldtales_02_commander,93847A,Locale_SubScenario:echo_dialog_oldtales_02_12,0,echo_dialog_oldtales_02_12,
3160301,31603,oldtales_03_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_03_01,50,echo_dialog_oldtales_03_01,
3160302,31603,oldtales_03_hansel,2B36D7,Locale_SubScenario:echo_dialog_oldtales_03_02,50,echo_dialog_oldtales_03_02,
3160303,31603,oldtales_03_littlemermaid,977CE3,Locale_SubScenario:echo_dialog_oldtales_03_03,50,echo_dialog_oldtales_03_03,
3160304,31603,oldtales_03_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_03_04,50,echo_dialog_oldtales_03_04,
3160305,31603,oldtales_03_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_03_05,50,echo_dialog_oldtales_03_05,
3160306,31603,oldtales_03_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_03_06,50,echo_dialog_oldtales_03_06,
3160307,31603,oldtales_03_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_03_07,0,echo_dialog_oldtales_03_07,
3160401,31604,oldtales_04_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_04_01,50,echo_dialog_oldtales_04_01,
3160402,31604,oldtales_04_littlemermaid,977CE3,Locale_SubScenario:echo_dialog_oldtales_04_02,50,echo_dialog_oldtales_04_02,
3160403,31604,oldtales_04_hansel,2B36D7,Locale_SubScenario:echo_dialog_oldtales_04_03,50,echo_dialog_oldtales_04_03,
3160404,31604,oldtales_04_gretel,2B36D7,Locale_SubScenario:echo_dialog_oldtales_04_04,50,echo_dialog_oldtales_04_04,
3160405,31604,oldtales_04_hansel,2B36D7,Locale_SubScenario:echo_dialog_oldtales_04_05,50,echo_dialog_oldtales_04_05,
3160406,31604,oldtales_04_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_04_06,50,echo_dialog_oldtales_04_06,
3160407,31604,oldtales_04_littlemermaid,977CE3,Locale_SubScenario:echo_dialog_oldtales_04_07,50,echo_dialog_oldtales_04_07,
3160408,31604,oldtales_04_gretel,2B36D7,Locale_SubScenario:echo_dialog_oldtales_04_08,0,echo_dialog_oldtales_04_08,
3160501,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_01,50,echo_dialog_oldtales_05_01,
3160502,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_02,50,echo_dialog_oldtales_05_02,
3160503,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_03,50,echo_dialog_oldtales_05_03,
3160504,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_04,50,echo_dialog_oldtales_05_04,
3160505,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_05,50,echo_dialog_oldtales_05_05,
3160506,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_06,50,echo_dialog_oldtales_05_06,
3160507,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_07,50,echo_dialog_oldtales_05_07,
3160508,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_08,50,echo_dialog_oldtales_05_08,
3160509,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_09,50,echo_dialog_oldtales_05_09,
3160510,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_10,50,echo_dialog_oldtales_05_10,
3160511,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_11,50,echo_dialog_oldtales_05_11,
3160512,31605,oldtales_05_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_05_12,50,echo_dialog_oldtales_05_12,
3160513,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_13,50,echo_dialog_oldtales_05_13,
3160514,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_14,50,echo_dialog_oldtales_05_14,
3160515,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_15,50,echo_dialog_oldtales_05_15,
3160516,31605,oldtales_05_mirror,D71818,Locale_SubScenario:echo_dialog_oldtales_05_16,0,echo_dialog_oldtales_05_16,
3160601,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_01,50,echo_dialog_oldtales_06_01,
3160602,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_02,50,echo_dialog_oldtales_06_02,
3160603,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_03,50,echo_dialog_oldtales_06_03,
3160604,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_04,50,echo_dialog_oldtales_06_04,
3160605,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_05,50,echo_dialog_oldtales_06_05,
3160606,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_06,50,echo_dialog_oldtales_06_06,
3160607,31606,oldtales_06_UNsoldier,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_06_07,0,echo_dialog_oldtales_06_07,
3160701,31607,oldtales_07_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_07_01,50,echo_dialog_oldtales_07_01,
3160702,31607,oldtales_07_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_07_02,50,echo_dialog_oldtales_07_02,
3160703,31607,oldtales_07_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_07_03,0,echo_dialog_oldtales_07_03,
3160801,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_01,50,echo_dialog_oldtales_08_01,
3160802,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_02,50,echo_dialog_oldtales_08_02,
3160803,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_03,50,echo_dialog_oldtales_08_03,
3160804,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_04,50,echo_dialog_oldtales_08_04,
3160805,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_05,50,echo_dialog_oldtales_08_05,
3160806,31608,oldtales_08_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_08_06,0,echo_dialog_oldtales_08_06,
3160901,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_01,50,echo_dialog_oldtales_09_01,
3160902,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_02,50,echo_dialog_oldtales_09_02,
3160903,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_03,50,echo_dialog_oldtales_09_03,
3160904,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_04,50,echo_dialog_oldtales_09_04,
3160905,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_05,50,echo_dialog_oldtales_09_05,
3160906,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_06,50,echo_dialog_oldtales_09_06,
3160907,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_07,50,echo_dialog_oldtales_09_07,
3160908,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_08,50,echo_dialog_oldtales_09_08,
3160909,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_09,50,echo_dialog_oldtales_09_09,
3160910,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_10,50,echo_dialog_oldtales_09_10,
3160911,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_11,50,echo_dialog_oldtales_09_11,
3160912,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_12,50,echo_dialog_oldtales_09_12,
3160913,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_13,50,echo_dialog_oldtales_09_13,
3160914,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_14,50,echo_dialog_oldtales_09_14,
3160915,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_15,50,echo_dialog_oldtales_09_15,
3160916,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_16,50,echo_dialog_oldtales_09_16,
3160917,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_17,50,echo_dialog_oldtales_09_17,
3160918,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_18,50,echo_dialog_oldtales_09_18,
3160919,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_19,50,echo_dialog_oldtales_09_19,
3160920,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_20,50,echo_dialog_oldtales_09_20,
3160921,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_21,50,echo_dialog_oldtales_09_21,
3160922,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_22,50,echo_dialog_oldtales_09_22,
3160923,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_23,50,echo_dialog_oldtales_09_23,
3160924,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_24,50,echo_dialog_oldtales_09_24,
3160925,31609,oldtales_09_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_25,50,echo_dialog_oldtales_09_25,
3160926,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_26,50,echo_dialog_oldtales_09_26,
3160927,31609,oldtales_09_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_09_27,0,echo_dialog_oldtales_09_27,
3161001,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_01,50,echo_dialog_oldtales_010_01,
3161002,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_02,50,echo_dialog_oldtales_010_02,
3161003,31610,oldtales_010_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_03,50,echo_dialog_oldtales_010_03,
3161004,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_04,50,echo_dialog_oldtales_010_04,
3161005,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_05,50,echo_dialog_oldtales_010_05,
3161006,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_06,50,echo_dialog_oldtales_010_06,
3161007,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_07,50,echo_dialog_oldtales_010_07,
3161008,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_08,50,echo_dialog_oldtales_010_08,
3161009,31610,oldtales_010_CGofficer,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_09,50,echo_dialog_oldtales_010_09,
3161010,31610,oldtales_010_CGresearcher,FFFFFF,Locale_SubScenario:echo_dialog_oldtales_010_10,0,echo_dialog_oldtales_010_10,
3161101,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_01,50,echo_dialog_oldtales_011_01,
3161102,31611,oldtales_011_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_011_02,50,echo_dialog_oldtales_011_02,
3161103,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_03,50,echo_dialog_oldtales_011_03,
3161104,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_04,50,echo_dialog_oldtales_011_04,
3161105,31611,oldtales_011_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_011_05,50,echo_dialog_oldtales_011_05,
3161106,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_06,50,echo_dialog_oldtales_011_06,
3161107,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_07,50,echo_dialog_oldtales_011_07,
3161108,31611,oldtales_011_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_011_08,50,echo_dialog_oldtales_011_08,
3161109,31611,oldtales_011_abe,B1B955,Locale_SubScenario:echo_dialog_oldtales_011_09,0,echo_dialog_oldtales_011_09,
3161201,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_01,50,echo_dialog_oldtales_012_01,
3161202,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_02,50,echo_dialog_oldtales_012_02,
3161203,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_03,50,echo_dialog_oldtales_012_03,
3161204,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_04,50,echo_dialog_oldtales_012_04,
3161205,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_05,50,echo_dialog_oldtales_012_05,
3161206,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_06,50,echo_dialog_oldtales_012_06,
3161207,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_07,50,echo_dialog_oldtales_012_07,
3161208,31612,oldtales_012_cinderella,C7CDE0,Locale_SubScenario:echo_dialog_oldtales_012_08,0,echo_dialog_oldtales_012_08,
3161301,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_01,50,echo_dialog_oldtales_013_01,
3161302,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_02,50,echo_dialog_oldtales_013_02,
3161303,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_03,50,echo_dialog_oldtales_013_03,
3161304,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_04,50,echo_dialog_oldtales_013_04,
3161305,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_05,50,echo_dialog_oldtales_013_05,
3161306,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_06,50,echo_dialog_oldtales_013_06,
3161307,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_07,50,echo_dialog_oldtales_013_07,
3161308,31613,oldtales_013_redshoes,D71818,Locale_SubScenario:echo_dialog_oldtales_013_08,0,echo_dialog_oldtales_013_08,
3161401,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_01,50,echo_dialog_oldtales_014_01,ui_balloon_echo_oldtales_01
3161402,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_02,50,echo_dialog_oldtales_014_02,ui_balloon_echo_oldtales_01
3161403,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_03,50,echo_dialog_oldtales_014_03,ui_balloon_echo_oldtales_01
3161404,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_04,50,echo_dialog_oldtales_014_04,ui_balloon_echo_oldtales_01
3161405,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_05,50,echo_dialog_oldtales_014_05,ui_balloon_echo_oldtales_01
3161406,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_06,50,echo_dialog_oldtales_014_06,ui_balloon_echo_oldtales_01
3161407,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_07,50,echo_dialog_oldtales_014_07,ui_balloon_echo_oldtales_01
3161408,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_08,50,echo_dialog_oldtales_014_08,ui_balloon_echo_oldtales_01
3161409,31614,oldtales_014_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_014_09,0,echo_dialog_oldtales_014_09,ui_balloon_echo_oldtales_01
3161501,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_01,50,echo_dialog_oldtales_015_01,ui_balloon_echo_oldtales_01
3161502,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_02,50,echo_dialog_oldtales_015_02,ui_balloon_echo_oldtales_01
3161503,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_03,50,echo_dialog_oldtales_015_03,ui_balloon_echo_oldtales_01
3161504,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_04,50,echo_dialog_oldtales_015_04,ui_balloon_echo_oldtales_01
3161505,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_05,50,echo_dialog_oldtales_015_05,ui_balloon_echo_oldtales_01
3161506,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_06,50,echo_dialog_oldtales_015_06,ui_balloon_echo_oldtales_01
3161507,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_07,50,echo_dialog_oldtales_015_07,ui_balloon_echo_oldtales_01
3161508,31615,oldtales_015_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_015_08,0,echo_dialog_oldtales_015_08,ui_balloon_echo_oldtales_01
3161601,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_01,50,echo_dialog_oldtales_016_01,ui_balloon_echo_oldtales_01
3161602,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_02,50,echo_dialog_oldtales_016_02,ui_balloon_echo_oldtales_01
3161603,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_03,50,echo_dialog_oldtales_016_03,ui_balloon_echo_oldtales_01
3161604,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_04,50,echo_dialog_oldtales_016_04,ui_balloon_echo_oldtales_01
3161605,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_05,50,echo_dialog_oldtales_016_05,ui_balloon_echo_oldtales_01
3161606,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_06,50,echo_dialog_oldtales_016_06,ui_balloon_echo_oldtales_01
3161607,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_07,50,echo_dialog_oldtales_016_07,ui_balloon_echo_oldtales_01
3161608,31616,oldtales_016_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_016_08,0,echo_dialog_oldtales_016_08,ui_balloon_echo_oldtales_01
3161701,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_01,50,echo_dialog_oldtales_017_01,ui_balloon_echo_oldtales_01
3161702,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_02,50,echo_dialog_oldtales_017_02,ui_balloon_echo_oldtales_01
3161703,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_03,50,echo_dialog_oldtales_017_03,ui_balloon_echo_oldtales_01
3161704,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_04,50,echo_dialog_oldtales_017_04,ui_balloon_echo_oldtales_01
3161705,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_05,50,echo_dialog_oldtales_017_05,ui_balloon_echo_oldtales_01
3161706,31617,oldtales_017_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_017_06,0,echo_dialog_oldtales_017_06,ui_balloon_echo_oldtales_01
3161801,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_01,50,echo_dialog_oldtales_018_01,ui_balloon_echo_oldtales_01
3161802,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_02,50,echo_dialog_oldtales_018_02,ui_balloon_echo_oldtales_01
3161803,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_03,50,echo_dialog_oldtales_018_03,ui_balloon_echo_oldtales_01
3161804,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_04,50,echo_dialog_oldtales_018_04,ui_balloon_echo_oldtales_01
3161805,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_05,50,echo_dialog_oldtales_018_05,ui_balloon_echo_oldtales_01
3161806,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_06,50,echo_dialog_oldtales_018_06,ui_balloon_echo_oldtales_01
3161807,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_07,50,echo_dialog_oldtales_018_07,ui_balloon_echo_oldtales_01
3161808,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_08,50,echo_dialog_oldtales_018_08,ui_balloon_echo_oldtales_01
3161809,31618,oldtales_018_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_018_09,0,echo_dialog_oldtales_018_09,ui_balloon_echo_oldtales_01
3161901,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_01,50,echo_dialog_oldtales_019_01,ui_balloon_echo_oldtales_01
3161902,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_02,50,echo_dialog_oldtales_019_02,ui_balloon_echo_oldtales_01
3161903,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_03,50,echo_dialog_oldtales_019_03,ui_balloon_echo_oldtales_01
3161904,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_04,50,echo_dialog_oldtales_019_04,ui_balloon_echo_oldtales_01
3161905,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_05,50,echo_dialog_oldtales_019_05,ui_balloon_echo_oldtales_01
3161906,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_06,50,echo_dialog_oldtales_019_06,ui_balloon_echo_oldtales_01
3161907,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_07,50,echo_dialog_oldtales_019_07,ui_balloon_echo_oldtales_01
3161908,31619,oldtales_019_abe,E5341F,Locale_SubScenario:echo_dialog_oldtales_019_08,50,echo_dialog_oldtales_019_08,ui_balloon_echo_oldtales_01
