memorial_series_id,order,memorial_series_name,memorial_series_description,memorial_series_category,memorial_series_resource,is_event_memorial,memorial_memory_id/0/memorial_memory_id,memorial_memory_id/1/memorial_memory_id,memorial_memory_id/2/memorial_memory_id,collect_reward_id,memorial_memory_id/3/memorial_memory_id,memorial_memory_id/4/memorial_memory_id
200200,2,Locale_Memorial:memorial_redash_02_name,Locale_Memorial:memorial_redash_02_description,RedAsh,mm_1004,True,200201,200202.0,200203.0,100,,
200300,3,Locale_Memorial:memorial_redash_03_name,Locale_Memorial:memorial_redash_03_description,RedAsh,mm_1004,True,200301,200302.0,200303.0,100,200304.0,200305.0
200400,4,Locale_Memorial:memorial_redash_04_name,Locale_Memorial:memorial_redash_04_description,RedAsh,mm_1004,True,200401,200402.0,200403.0,100,200404.0,
200500,5,Locale_Memorial:memorial_redash_05_name,Locale_Memorial:memorial_redash_05_description,RedAsh,mm_1004,True,200501,200502.0,,100,,
200600,6,Locale_Memorial:memorial_redash_06_name,Locale_Memorial:memorial_redash_06_description,RedAsh,mm_1004,True,200601,200602.0,,100,,
200700,7,Locale_Memorial:memorial_redash_07_name,Locale_Memorial:memorial_redash_07_description,RedAsh,mm_1004,True,200701,200702.0,,100,,
200800,8,Locale_Memorial:memorial_oldtales_01_name,Locale_Memorial:memorial_oldtales_01_description,OldTales,mm_1003,True,200801,200802.0,200803.0,100,200804.0,200805.0
200900,9,Locale_Memorial:memorial_oldtales_02_name,Locale_Memorial:memorial_oldtales_02_description,OldTales,mm_1003,True,200901,200902.0,200903.0,100,200904.0,200905.0
201000,10,Locale_Memorial:memorial_oldtales_03_name,Locale_Memorial:memorial_oldtales_03_description,OldTales,mm_1003,True,201001,201002.0,201003.0,100,201004.0,
201100,11,Locale_Memorial:memorial_oldtales_04_name,Locale_Memorial:memorial_oldtales_04_description,OldTales,mm_1003,True,201101,,,100,,
201200,12,Locale_Memorial:memorial_unbreakablesphere_01_name,Locale_Memorial:memorial_unbreakablesphere_01_description,UnbreakableSphere,mm_1003,True,201201,201202.0,201203.0,100,201204.0,
